K,alpha_c,beta_c,real_c,real_r,real_c_corr,null1_independent_c,null1_c_corr,null2_phase_only_c,null2_c_corr,null3_distribution_c,null3_c_corr,null4_full_independent_c,null4_c_corr
0.962029280907087,0.146024294280709,0.451083193763187,0.7533947228297528,0.894843402930787,0.9530157459733338,0.19302484931159217,0.6953835051570326,0.7261378055382054,0.9928285936568491,0.6445820942650269,0.03707738599495998,0.12556428359663568,0.0
0.9328695754248462,0.14325198936279349,0.8405973145132078,0.7677837552629511,0.8975331107137879,0.9960245848529968,0.18812220914119998,0.5649510781215187,0.7159644600164775,0.7238131767860786,0.6818152650155043,0.04504739574271413,0.19908509450165507,0.0
0.49250434957847156,0.2624376007567551,0.40526467300436936,0.4663798525209307,0.6395372089648005,0.9488817108642001,0.23586107655734428,0.5789650539005468,0.6321421521696672,0.5274039689782948,0.5512867446400697,0.032053560212572205,0.09445668587704872,0.0
0.9817943924150244,0.06636111698618281,0.9793313184683883,0.7393409094988405,0.9835552077198172,0.9945434452751334,0.2868443983867555,0.8126684646440298,0.7759086240062206,0.9984753270160489,0.6410888770251251,0.053244851238668865,0.30269725619576104,0.0
0.32012197724726144,0.2136768775633746,0.03978980178191207,0.24699541910907427,0.45751950256109986,0.48886504705754363,0.25587576852284544,0.4432065529177228,0.3215313399784136,0.3131032603612308,0.31845045689259527,0.06006161259974284,0.3473331347458707,0.0
0.6261570614244768,0.1367953844991412,0.4985632050928074,0.7936134913326459,0.915602251908828,0.9943178974436411,0.17996968288481713,0.883690220328714,0.31865023576686996,0.5817755221550479,0.6934762538676429,0.043077306386863676,0.2880505125717609,0.0
0.2611917752579872,0.28499288861367283,0.0377523772025457,0.3997155166218837,0.4669332682594872,0.6335125532374847,0.3817393683866925,0.6934099201284081,0.6419719374565293,0.678721373612559,0.40189883246407165,0.04752297832753094,0.05438390298368932,0.0
0.4082202804397642,0.07245076156416201,0.293432275676349,0.3919750100830558,0.5463030994434105,0.5870302500003662,0.2776745357397773,0.6957330540669259,0.4057903517734262,0.9082037385970345,0.42759205332492917,0.06202058624546027,0.3061435122859805,0.0
0.6286994701987882,0.15748887871413086,0.09596199880480644,0.35734873663021666,0.3679941392730075,0.6707407732486296,0.18969811769019088,0.6760580885685356,0.40540335175485487,0.5218269594988303,0.4394140010218148,0.04504449094373172,0.40455937609236836,0.0
0.3621898565717192,0.19376673814523726,0.0792934389456692,0.4063507674945252,0.3779948616520679,0.5086083134401689,0.17597607430687026,0.5670128827331585,0.5554231559647815,0.6131499890820175,0.4418491114261956,0.07022443443306728,0.5366021149014786,0.0
0.0374397762513764,0.06882632948379329,0.030950380979474817,0.23938958340827915,0.4207420230358609,0.7025481325802728,0.3123859010685448,0.712065091402954,0.43071827092879494,0.6451533165837051,0.33899122715716973,0.038116915978317206,0.3320530353324954,0.0
0.5729538104254942,0.25472472947207453,0.15223842122562858,0.340385513242897,0.30994230741594864,0.4969049171988206,0.11959564676843104,0.30443201413934495,0.23651049681674174,0.3849392722288685,0.40191182997077557,0.06975074508304409,0.22987868246849819,0.0
0.034906112521916,0.2951900369706888,0.02101064558499735,0.07701185280548932,0.17270411254444076,0.7646586904757533,0.15426891014763117,0.5989575333913849,0.22605810221855777,0.5551080465116053,0.32521911253700964,0.06565855856492589,0.2475679307223519,0.0
0.24578036615308863,0.09848843896868727,0.19340674515618816,0.3001308733466795,0.7797144978409868,0.7384660588857312,0.20952665753639044,0.8522682058022015,0.28490247824332,0.903396242483231,0.36616756084988766,0.04671608035347857,0.32362034648919036,0.0
0.8059429802665288,0.11911095257173256,0.5301264456592654,0.4673283372753824,0.6416553373711928,0.684004984407925,0.25169963190493383,0.8045247338230613,0.5966388774053379,0.9303618069931321,0.4517309191379843,0.04326843940010105,0.261748868955586,0.0
0.8858232421594098,0.1592334402998673,0.6962543803400152,0.7228269988550167,0.9062050631138179,0.992945846673515,0.34783296412696846,0.6656365763255393,0.7643221528919855,0.9954638681333382,0.5151513660986484,0.04364491122106482,0.32018600385914053,0.0
0.556062763807055,0.12914723718704146,0.07026749856062246,0.34751770348641764,0.3223452766385871,0.5205973390363244,0.27935716227835666,0.48264245225945623,0.3689464783382703,0.34602366932858064,0.4399058540203277,0.05362738429729456,0.31974097223303083,0.0
0.3702356857313942,0.05379947765967731,0.03618720114509856,0.4191475130980064,0.4847137056683954,0.566458563807626,0.3485639361716397,0.9636820630364042,0.33607927276198873,0.5826130212344912,0.4259820586500334,0.07735404656200875,0.3884772498061536,0.0
0.6375496093240541,0.13324021440774853,0.0580605612655775,0.6949918782049064,0.9109273930002767,0.9772065877180406,0.2962287460667567,0.4034782882062945,0.7321415168645314,0.981058613835855,0.49002806576725094,0.06431117959808066,0.2865007587037577,0.0
0.3600552688153257,0.17550247953465425,0.33981639793773966,0.530519775168119,0.6172571449404072,0.8447443898497433,0.3404714625384465,0.5865225758187445,0.2676270167088103,0.5641329583641804,0.41145875872342713,0.0532731269119434,0.22627112996775253,0.0
0.4987814657133254,0.2309618022549229,0.47092267842859487,0.5691417886297768,0.6960553928757401,0.9607468210620016,0.2256153687419511,0.4203423822761002,0.44403012824390625,0.5412985816418865,0.403517032882801,0.07464071475151762,0.14980051652777876,0.0
0.10418759930292487,0.2585845943890864,0.045552028861870084,0.146195827488796,0.21812231750151348,0.4847238774435575,0.2126820387974288,0.4952179467736194,0.35021505682763077,0.508953973298969,0.24044839460116374,0.03514204956027763,0.2503786607521266,0.0
0.42877571383000557,0.21532635051885302,0.18857079326506998,0.5534494739506973,0.6155196484325954,0.6322177859619873,0.37917724885987053,0.37629952220964735,0.46697345958437264,0.3851302463614947,0.4267428397665103,0.06747904068419998,0.17680272867411667,0.0
0.7776288622867391,0.21749355574028156,0.491160223425003,0.6567241352295773,0.9186529927496809,0.9064567887909185,0.19306026121681186,0.46643509226362856,0.5720526510028572,0.6731305076837788,0.6028888125164819,0.05213837528550182,0.15931680833086076,0.0
0.7601924387586259,0.25224163485540213,0.07749259897329697,0.6022966963199581,0.738776063706745,0.6395345849207713,0.210912383488841,0.4804186198926718,0.5803515183825415,0.7387625282287844,0.560755418925185,0.05818319674372354,0.3083292669905225,0.0
0.18027146627381052,0.2702912529928126,0.164202746796366,0.25185969788591495,0.4823345024151575,0.5816204427145965,0.24760795116591613,0.5262758021515743,0.2049246060224409,0.5839497336579093,0.25903976313049215,0.047121281919071875,0.32059699964795946,0.0
0.6402815263017236,0.2017239116402164,0.14773094417556462,0.6539406032467968,0.7724001701346447,0.5844057904601956,0.2677265589604082,0.7514212134930185,0.6415488950694509,0.8402644662983588,0.684904428515252,0.05356979178903585,0.2051054042397375,0.0
0.936247600333882,0.25709090797155887,0.4176661285285851,0.7279943657053963,0.8771552062842712,0.9684685984363725,0.23805989140677883,0.7959736456451354,0.6980099794580531,0.9516893943621965,0.503610053411245,0.08102932534772853,0.08262180237855753,0.0
0.3674213475464819,0.17272528626525147,0.24940251727134535,0.3218797209341741,0.7459931129387898,0.9317405341812275,0.13729946387854536,0.8434087179462031,0.22726423225166395,0.7171590128498682,0.4445442071716946,0.06445187139489619,0.15996041804353278,0.0
0.6825698526954463,0.23309286292738807,0.5712170535701183,0.7578511728431144,0.8764160879363834,0.9861913981846321,0.1606383856012604,0.43076289576468146,0.6707124569060465,0.9355711338104715,0.6148177584190541,0.032957361231919766,0.0655651670093956,0.0
0.6467144542220502,0.07566261286005906,0.6118842240574905,0.6434728322937204,0.8797034282475532,0.9874828665594967,0.2995151823270979,0.653878092370922,0.6176016491573495,0.9076758478579224,0.5372885936881273,0.05568968334647595,0.24665739872867826,0.0
0.183610052545933,0.2444407378078886,0.03884469993697806,0.3175512646648304,0.7797595973449067,0.3521986533036988,0.22869960247144366,0.5301412954064891,0.17655427996810408,0.4714026899423831,0.2878016151477706,0.05687265811259029,0.09340807573107528,0.0
0.04497126572909549,0.2253112125509596,0.0208052511214783,0.21641714291509587,0.5310633136016962,0.5817614205398673,0.08586267103995984,0.8134916022672429,0.26125438056132605,0.543010438264078,0.33015072573179216,0.03969170919875723,0.22105822084236554,0.0
0.169999780843352,0.12922000635575115,0.06599399954081675,0.2546784828700001,0.41377464745703046,0.4976733555652375,0.15395481182238036,0.7806634582544021,0.22353363386960373,0.5302289432995989,0.3295560070807851,0.05487124063478327,0.22465975857551354,0.0
0.13183747467512308,0.23023482200299777,0.021046922286602057,0.3424425738325747,0.5493663799381499,0.4990746048047939,0.36492668470035755,0.548040611630031,0.4923892285818846,0.6415624610340723,0.3374679783456076,0.0300512447127441,0.12174227206145216,0.0
0.6088530315045165,0.17735521701279439,0.41591518336574923,0.7289014638619563,0.840926631420007,0.721595927471322,0.08777091881100937,0.7360385244098511,0.6489488287751285,0.9838305107370979,0.6963352827212916,0.05227192968773912,0.40624648760195353,0.0
0.7174874758296247,0.13269132013779839,0.08750012649950588,0.5835786894484234,0.9480233413170807,0.5507377237406127,0.19485581090539011,0.6069610379435201,0.587739679935103,0.6672468509115164,0.5151566807948256,0.057397265168520374,0.4000609312310922,0.0
0.9018970815021925,0.2790018971398155,0.2683339218312262,0.8700866024675649,0.9381121511092484,0.9959696788918174,0.17066613683916895,0.3370475314071474,0.8166041240136221,0.9535279788942465,0.7304483690873776,0.04587372405429456,0.3118788074238309,0.0
0.5828298359909235,0.2805812192859482,0.23488126799564532,0.44395148441177446,0.5154983463406676,0.7966380483104385,0.13026131622142492,0.330716200154599,0.6096495129187604,0.6344609585656982,0.5539874683753253,0.04690819812853244,0.17213333721925675,0.0
0.773385936270293,0.06065494479265392,0.3218445651329746,0.6553504493154039,0.9774348927128013,0.9726168208693104,0.2847443299972492,0.8920422701497068,0.7836300465349727,0.9995940759523853,0.5265384045780568,0.057001264073395175,0.27565822516596766,0.0
0.5022842760470506,0.144712416227746,0.35960122131140176,0.39470801465657396,0.7960470443282139,0.7780914306748101,0.1771076358077793,0.6788445884570029,0.6249892262678302,0.7607313212172978,0.3242393628866471,0.035053709653271384,0.18646051867554037,0.0
0.6546207482394382,0.14896311584338945,0.6144092768240115,0.47298119710495334,0.4656076258484388,0.8871248177390918,0.15095594154615594,0.5923475168916402,0.46074481952940766,0.5906963298591149,0.40041842025265145,0.05323949619954863,0.2673950361368248,0.0
0.8115993312980688,0.21712479257008538,0.6520382444962928,0.813375672332995,0.9213928626297533,0.9910067209396513,0.07601622792478376,0.6452851340411441,0.7997744035361619,0.969490729605236,0.7046393764029559,0.06574160414007799,0.2075163028792955,0.0
0.678331851887259,0.21257042717342606,0.13953207032404935,0.6309458899686523,0.8351563076313976,0.6616314211745212,0.15200791675722475,0.5724949537756227,0.701844812006125,0.893197949807335,0.47893156171233087,0.048736714217996656,0.1589949188013563,0.0
0.13889882756385552,0.29750550360174505,0.0875223212995848,0.20285467106058896,0.4227804026575261,0.5474177748078483,0.14349564510803214,0.5275569893945251,0.28833178733801823,0.3210041530770366,0.18645705787063105,0.06968192160212132,0.19194786059047025,0.0
0.675133641032128,0.2017101965513135,0.3431143411851092,0.6427923900946056,0.6830294412143719,0.7150514145753669,0.17174739806499797,0.7091307271358172,0.5428199453205923,0.742589070874175,0.6003782919724919,0.05701299506306965,0.12596475334516838,0.0
0.9061903925200804,0.19367167839111693,0.6636720022004242,0.6942465518685813,0.8329460940074576,0.8041445689473257,0.1648821998491021,0.31598458601931534,0.682119557346548,0.8270232445343408,0.6668309658507625,0.05398683848831187,0.2594672985302105,0.0
0.45141315701650675,0.07161053500374871,0.1448940207754348,0.43205727085729745,0.8617146370274845,0.6077117370004868,0.24690380964088762,0.5599775758109209,0.5018293817201183,0.7669167929547631,0.39590316450208585,0.05239532878891319,0.3014004565537998,0.0
0.5636125588138495,0.14072699106566278,0.2741694426528565,0.29257602363998775,0.648048576721822,0.5843570181394032,0.19251130944056136,0.8251440299995176,0.3134310358827896,0.6297116850224244,0.376920740317683,0.043234635437280254,0.24714936719831102,0.0
0.27094130535213534,0.098953844011903,0.1288287476498147,0.5274572578872401,0.8022110672853624,0.45494756682071963,0.2731039059694056,0.6366107607408172,0.5266969254684744,0.6752289377252403,0.4827950258091354,0.05073190777872212,0.24515301679230905,0.0
0.6715906319843357,0.06552796736097362,0.0797336676557223,0.6629247119138585,0.9361941307925811,0.8804333925770003,0.35439945674372725,0.4945338565162257,0.6235504607531959,0.9513024756989473,0.5633229857650731,0.048769982201800614,0.4074192331492793,0.0
0.8658265899786622,0.052364398543845406,0.02400787660317906,0.5068690863104793,0.8269571597132122,0.7891596158475889,0.374517270561718,0.847412003775627,0.48285599232008813,0.7280861240270438,0.5293467945302655,0.04030663026639992,0.3481070324355756,0.0
0.22174570832972762,0.1726501647953566,0.216901168696038,0.232187305993918,0.5505472565603258,0.6121496260863627,0.2603737164589864,0.494213375681481,0.2614433451283731,0.549768455450393,0.1844403437756274,0.040736483167727065,0.10402305726412941,0.0
0.04138499188494904,0.1896713245249495,0.02375304170532806,0.2566667231779885,0.39157931065488144,0.5156369784222035,0.1353306782657989,0.7727662250643025,0.19770586569392984,0.43144692763250225,0.24010431065118346,0.041516319645219846,0.1365785084045969,0.0
0.7838613762435575,0.0951155453256632,0.4570365354934564,0.375203377081697,0.6546309976542031,0.6577365913382648,0.2512676422776911,0.4613843026068283,0.23156027341241842,0.4431513807627613,0.38816091012340204,0.05635601984387957,0.2509768663371942,0.0
0.82945719667613,0.22432303721609648,0.027821015395750204,0.458614968653036,0.4493211763577141,0.5250889860557775,0.1938103893931823,0.48172187072807715,0.20356517411894587,0.8089621017048119,0.5769859271241334,0.043578174509763146,0.176278947843406,0.0
0.78481473690492,0.29640455718405295,0.5547242689464953,0.7983780493498019,0.8922131140449914,0.9904962819901378,0.15714997193393757,0.41474907855921367,0.7685832209061038,0.9342186347508326,0.7267611412998757,0.04247794852069139,0.30753304857054503,0.0
0.12399360185388775,0.0829125580759993,0.01411401058628883,0.2505301432942246,0.4711051171959963,0.7193907370412311,0.24881129846594519,0.8029427964158794,0.2854064821372323,0.6321538012199557,0.3415311803717947,0.04656469186947056,0.2584038092148594,0.0
0.35975923955441935,0.2316053946590345,0.277609304788509,0.1782196534206348,0.46287260268539443,0.3224717817546465,0.19472607461398284,0.4873575024182272,0.37734670934766246,0.4411567038007208,0.23583353595879492,0.053734363039329935,0.1970863787005161,0.0
0.23995079556816468,0.2893643419639345,0.050517399699950255,0.3831589836011797,0.6513027238121468,0.5935329455002163,0.15067893306675886,0.3631977275519698,0.22454655907247079,0.617343678971024,0.26602704248913944,0.042599583685923204,0.2616777616039229,0.0
0.4308110204377208,0.297759062825315,0.17283821694034396,0.2775611879404705,0.6632602894769836,0.5859011742092178,0.2626367407999502,0.6352617593593674,0.4969829309534975,0.7233058196142008,0.3744664532376803,0.045401014170643836,0.24391361735351125,0.0
0.07999769243427923,0.1391453018287423,0.06289987047141637,0.3737022112191729,0.38484994350575696,0.45655926860392715,0.2106999927552106,0.4813099421461299,0.2497227720768218,0.4113311081965366,0.431903859882814,0.05942899108775303,0.2462512637828163,0.0
0.5620892689695316,0.29129175986212485,0.48412877696145085,0.47193256378313425,0.5398583877224349,0.9216491509901301,0.11024210607996657,0.5256400124887787,0.4960063920532822,0.4986155676859729,0.45732599439328436,0.058077995929772544,0.0770893355013335,0.0
0.6780386425624874,0.263432470481111,0.5595625743663655,0.906535574644526,0.9705786928356666,0.9959557737545082,0.10895248993478614,0.7299864188263743,0.9018998242328822,0.9957354066555502,0.7343250900362704,0.04849473710367902,0.15456819752650744,0.0
0.1345037184720772,0.13636037679640495,0.06780165644940757,0.19487327360433238,0.10794825384131541,0.6150551279205899,0.23805704451393833,0.6782793943778915,0.3102157561979107,0.8729034606590833,0.3637855770479891,0.029605021947411863,0.29012707779198016,0.0
0.12420732354218655,0.25696907136372,0.10710201824645448,0.22374317057382576,0.3742400115660145,0.3742208126935677,0.14331600208996395,0.5729044658215868,0.159353072763857,0.4632936672275192,0.24143343000328965,0.05199704093238566,0.12864647191763276,0.0
0.14196414738266805,0.19663003830289938,0.0913699520972278,0.34080984337298215,0.46336488098951617,0.5182573695575521,0.27075128371965224,0.48498190691398274,0.14614486961932646,0.8448194841787361,0.4127053644919376,0.042417017876450164,0.3513821572742595,0.0
0.668355336119129,0.16251958208258693,0.23631872212584146,0.48086496927505973,0.8779213356616493,0.8740301926718652,0.2821589158241743,0.6486914047813577,0.3913496387039876,0.8807959342690719,0.2814568801512278,0.03462013645923123,0.15095076670064728,0.0
0.9941820064444127,0.10704353684234998,0.9643352381462446,0.7218307561473831,0.9117503305759582,0.9969570365410985,0.2367234027275033,0.6738358743424994,0.7309366959847389,0.9932312362931677,0.6085283814963399,0.04152431541819826,0.32607672859165077,0.0
0.23879956893203502,0.2840707197280842,0.16530135062935142,0.4783064800464865,0.6378604666923982,0.6685533484203063,0.16778959379085695,0.4403768909062524,0.27827259332800824,0.4648835789998012,0.4341644453565553,0.049598064417110496,0.11234792645452037,0.0
0.35945119810060755,0.13140835512115145,0.3157534845696048,0.2196132136193296,0.18197772803744758,0.9014782516086658,0.1727967913651246,0.37020583104129823,0.32012890463115706,0.5148664501670233,0.39546923149822355,0.047090889342586,0.20389342694572227,0.0
0.6370619570365195,0.12409094188480267,0.1468264578937759,0.5596047746392503,0.6228348818698203,0.8326562919954352,0.23744538133148557,0.5641519872671756,0.6048398419564087,0.8104927895802152,0.6055651754030287,0.07025678250052085,0.28389038754017815,0.0
0.17718500498192202,0.29012849079590025,0.05069491192541707,0.2956663453862561,0.5268415506546436,0.7711252895546387,0.3278562633699737,0.5154436345957477,0.5542705612855516,0.7252935311872099,0.1889543769293394,0.055880852528614314,0.37408074802261015,0.0
0.2520517221290568,0.06960558464598475,0.12438712252975166,0.33432055645888104,0.5803205372155014,0.46637460506141687,0.3804084321272677,0.9062498565542855,0.35299223604476926,0.7196515480542229,0.37823516777526733,0.049941205513239315,0.3030395240259287,0.0
0.06511939271787226,0.19936707452510377,0.007518737691314577,0.3499379611761834,0.2298100347814348,0.6684380081008224,0.1294888298208923,0.7876322590765875,0.19675600123119616,0.7668289062870599,0.49341262570053024,0.040034603825824175,0.14070668671860936,0.0
0.30373562469635074,0.06939383919167887,0.11906113272449273,0.3968942732881433,0.5621997456388703,0.5920378143297033,0.3234727186320862,0.3657243723899691,0.4511860504454393,0.5248982880835183,0.3595707936051994,0.05892381686821292,0.3301566000830356,0.0
0.5171991220588743,0.12811735486533393,0.12367503165339785,0.4921515065544721,0.5525141297492904,0.5640136581181776,0.20997632332490818,0.40952471684941605,0.5799168957855465,0.6309727213529446,0.5392132703762929,0.04374604895730164,0.14445501185255918,0.0
0.3590282750219058,0.17848790936458275,0.21810695139680308,0.13757762135550192,0.2298106475534712,0.8137805046880056,0.2736495535006399,0.39388749657411565,0.38322147170951115,0.4769095099438152,0.31012736725838,0.05535616283158525,0.2314611993602262,0.0
0.7126368269898758,0.11896175336397867,0.674013276378749,0.45977148452580885,0.5864841249855646,0.9534501138480465,0.31510750176926117,0.8329575568419451,0.5343382066499778,0.5955466646251942,0.41479093336969824,0.0553204373042384,0.22084583882625494,0.0
0.005489805791713542,0.06665935567863994,0.00043938479711233156,0.4130016501540954,0.39241602708483186,0.46849761998399175,0.3478796992057256,0.7425823813418875,0.28311535199231574,0.5288861791501518,0.46465779230890775,0.056009804253143794,0.3618318439748477,0.0
0.5145594918651409,0.20678931891261432,0.1981931442554499,0.5020307581915923,0.6093940735873782,0.7699859085733005,0.3974596216470384,0.31289731971159906,0.4824261757046007,0.5270030873491474,0.4208541094525829,0.03919222676798362,0.09252989999758592,0.0
0.4367721213264528,0.06970178084107738,0.2794016345361482,0.3893683480769815,0.4440261118037171,0.742886780002922,0.33801570442845974,0.5866215085388753,0.38880072253408526,0.9016775833405427,0.32696011128542535,0.03774938969443944,0.2035189231581976,0.0
0.012529576848909985,0.12784245208587752,0.004270617005818623,0.36877406808586516,0.19732756763658332,0.4873740425374516,0.24546841518278326,0.7574586665607475,0.20532201494684074,0.5910767193033615,0.4379282095251048,0.04131754144861123,0.13184682170172612,0.0
0.36823038993544965,0.2409253654622429,0.3668563797686745,0.2296911523008306,0.4385767774438448,0.3391059570566958,0.27783848012085544,0.5339275881606312,0.3461449143877813,0.795988308446864,0.2899098567759961,0.03464164288965291,0.4583966214049925,0.0
0.4405721634549573,0.2773154103862837,0.15292992206991288,0.5650750429555063,0.9115711647477076,0.6164102825427352,0.1340550113414574,0.5563533988485398,0.3904765489487809,0.499434915827599,0.3946873402159708,0.030554803479392136,0.09172847164491953,0.0
0.6606986754940675,0.0708130904112768,0.005229450308343956,0.3284315723050878,0.13690900283243168,0.5794861178241875,0.26319946250332404,0.6278187260567749,0.2443961566365119,0.4162613725397438,0.40873762417889914,0.05334358711346286,0.32003236797421997,0.0
0.8893403099320852,0.13509992203581783,0.8688752235633884,0.7260005597733868,0.8877723906846247,0.998627219344192,0.18304242562081327,0.6482931531991432,0.6112836081258354,0.9358013233935267,0.6049803021941429,0.04505298050833103,0.19008871443669886,0.0
0.47219209345823043,0.24918570233424614,0.11997064953900874,0.5690109699379001,0.6237790967735992,0.9355113874386568,0.290546833557495,0.5330590907445303,0.28280204772559725,0.5462216592528572,0.5787851478447048,0.04946398451998592,0.2848530760930522,0.0
0.3244776537500712,0.12646245366087583,0.2950585263631521,0.24424226077232236,0.282152174516818,0.8278459639458029,0.34120919856149123,0.5656385674006869,0.20972370531197732,0.592019287976535,0.3616424458158442,0.043788796434756236,0.2111370905257172,0.0
0.11387417474217221,0.09701095895634153,0.017188272529038262,0.40632865469347323,0.294081666450766,0.5706628502134203,0.1845358930629339,0.6572591549412993,0.28272911855867994,0.891273235714557,0.5301146828831649,0.04622548825601194,0.18416909443903068,0.0
0.13393439678247554,0.15788221646195572,0.10422042009119055,0.2855643399239148,0.3567680460424659,0.7102665197602972,0.17131339078828778,0.5703740873221779,0.20971734027371516,0.48472113639906783,0.43641413162496007,0.0509200565321465,0.1899164806366648,0.0
0.02487707735196809,0.24815515513170772,0.00679852909943229,0.22980430206789226,0.17926383710657257,0.8892283750000297,0.15733752249396427,0.5670862655661945,0.10006033147015281,0.5074473523687644,0.3375664655786311,0.04522294950962168,0.3606342644315454,0.0
0.945193421749642,0.06328670139274663,0.036893601200239164,0.7118380041581408,0.97936622558779,0.9314855520212971,0.3105005228928621,0.5015317192777052,0.7204115789097576,0.9999734985160179,0.5989987874975045,0.03540349128106313,0.28654403700634135,0.0
0.9213519425005726,0.289821452750496,0.7233538329170547,0.8315970460443999,0.9174802676519088,0.9967303947608765,0.19049361602806622,0.5184180347794727,0.8390187610809144,0.9150543486978187,0.7053930402939088,0.05416010070473254,0.06172396778072009,0.0
0.7895379043106481,0.06185073247359117,0.71189278283904,0.4652446483852617,0.8404772609653028,0.883634431619905,0.26702256442462974,0.8727629158654704,0.5447182804946369,0.5810464847829885,0.427101179393198,0.04912432984096525,0.30766707016493244,0.0
0.028925197760321764,0.15438074782509326,0.0033822217615997498,0.22185612370907878,0.2943452770183242,0.2750963642132611,0.43612789762866844,0.49827405465504154,0.14319288348838824,0.4153685018467336,0.3162798948155405,0.05266465082682681,0.23615263233571934,0.0
