N,sim,K,alpha_c,beta_c,final_order,sync_time,shared_closure,closure_divergence,continuity_overlap,collective_persistence,r_volatility,shared_closure_emergence,coupling_closure_r,mean_pairwise_diff
3,22,0.2584095858022486,0.09830243315472394,0.00027500311672507607,0.4844750745315452,0,0.5060083158832479,0.029062097569915343,0.8104621095202973,0.8412760449084418,0.15872395509155823,0.3676642397670643,0.3172506943087655,0.18953789047970268
3,23,0.6902947995272528,0.28214224182842373,0.3255807293148512,0.4705638211491219,0,0.5237673855925565,0.07051402937637126,0.8717189313685744,0.787186288309881,0.21281371169011892,0.43398850726269433,0.3854106286953484,0.12828106863142566
3,24,0.41253201432946274,0.12912743804516263,0.062150216419157134,0.7714167610213599,64,0.39070375976402943,0.031332121855993565,0.9651450749539324,0.7860591040664595,0.21394089593354046,0.16049819148127162,0.2609079670784826,0.03485492504606758
3,25,0.19010064544167116,0.28582021231470545,0.09688305666320614,0.9601892851334509,298,0.523489936942597,0.1266588103053143,0.8819688817082885,0.7755689283638791,0.22443107163612083,0.5336941558046971,0.4862828222390482,0.11803111829171153
3,26,0.3403644310063626,0.29871562059238344,0.17994903439043028,0.5456404040525172,90,0.19876098733303857,0.05777016782337147,0.8610631040118946,0.841374468476013,0.15862553152398695,0.5060202788612229,0.7061741420233306,0.13893689598810546
3,27,0.47064277663309906,0.06704464424850488,0.2814621457132206,0.7550771166703908,20,0.3462217034821519,0.013418552098707385,0.9644167465419473,0.7865445836954201,0.21345541630457984,-0.29399282939287036,0.2905856297904831,0.035583253458052695
3,28,0.5569807278689485,0.1440834337413866,0.43017782234611956,0.8371150612992398,6,0.7077264686412689,0.0014992545470791988,0.9592226917774951,0.9970778434423957,0.002922156557604326,0.92200006148018,-0.5935702701780563,0.04077730822250491
3,29,0.7369050395460304,0.2092598251979499,0.6270351322393055,0.964846437054108,76,0.9224398886249192,0.0034868024671910226,0.9911800291248608,0.9999607994386643,3.920056133566917e-05,-0.9294801881180618,0.7334143103447278,0.008819970875139178
3,30,0.4581247821382324,0.10456086401445945,0.03581412820170865,0.6257618523998221,0,0.45684638417524637,0.03785443876568944,0.8416229973722814,0.7855359021474833,0.2144640978525167,0.0916356333467267,0.06130552633018868,0.15837700262771862
3,31,0.40543222334712326,0.20998683264187823,0.3682204046699289,0.6834667955951013,44,0.6268256860968495,0.027527668595520926,0.9253055726703778,0.8681460507195806,0.13185394928041944,0.16578585605912327,0.44496737892167415,0.07469442732962218
3,32,0.6803106740396045,0.19731211286562883,0.6555792175616272,0.4391861490540839,18,0.4936793020082876,0.048554503366629566,0.934169316716171,0.7844926754806871,0.21550732451931282,0.3848078841452255,0.2392609272487199,0.06583068328382902
3,33,0.4372893593601227,0.2018826238923615,0.23774950030186048,0.90427967695932,58,0.8109293055873303,0.002628199707247673,0.9539331232214471,0.9999194798960565,8.052010394357686e-05,0.9985650400013153,0.7797651109584472,0.046066876778552875
3,34,0.8107939692296747,0.2926005875521518,0.21208847994001193,0.9524356292308132,22,0.9067897551212063,0.00022335010098733314,0.9720254331091777,0.9999955605590137,4.439440986239294e-06,-0.9564797001718006,0.5848898580656575,0.02797456689082231
3,35,0.39806710710566184,0.2589694191895169,0.30323942505236795,0.428225334529747,21,0.335273001676576,0.06356118987452238,0.8857791007280476,0.8309445473936328,0.16905545260636723,0.3966989198112342,0.4883247250194616,0.11422089927195245
3,36,0.268138945590893,0.20016666086258433,0.05822813781569616,0.6203357304254397,223,0.4888852668225837,0.025512876751853524,0.8063403057182621,0.9388577432316175,0.061142256768382496,0.8428761273985419,0.5658119095369855,0.1936596942817379
3,37,0.8451118766791574,0.27770573259285,0.11290630087911784,0.8007716201464088,147,0.6518557919336542,0.005032745129742965,0.8821504583257375,0.9924659678922111,0.007534032107788927,0.9592871683689022,0.7967131584698149,0.11784954167426258
3,38,0.12813023817969715,0.25655517208077777,0.05203740628365977,0.44469222766972366,88,0.24647341610966686,0.06448403555188341,0.8858096349438175,0.7698925267107389,0.2301074732892611,0.3358285950381056,0.3689981044418054,0.11419036505618256
3,39,0.15208030329289157,0.29107800409328993,0.0480211390548693,0.3485628516312872,0,0.21196467845430209,0.07133186286027808,0.8724218944424957,0.7197115513545083,0.2802884486454917,0.48845711836300765,0.45287731572254697,0.12757810555750423
3,40,0.8213096901710587,0.283646107979411,0.49635321713697395,0.6319601517666965,34,0.5339745881664499,0.0416485124571872,0.9062103662887917,0.890963236068583,0.10903676393141706,-0.10966922259724166,0.530841865874877,0.0937896337112083
3,41,0.14484420493160854,0.13636693892736607,0.07197899160008986,0.856368460005782,4,0.41039930970816546,0.0463390124599761,0.9275953336490349,0.7281588062583608,0.27184119374163923,0.513635433864951,0.30908162761362146,0.07240466635096508
3,42,0.14661015065629113,0.21588484096954724,0.04193393727302288,0.8052159156560665,64,0.5708376881618267,0.07629547878540809,0.914386623553613,0.7908439042508325,0.20915609574916746,0.24395078532233058,0.2915288013488635,0.08561337644638704
3,43,0.6269097130873625,0.05878549361707937,0.13054763688490875,0.89242519262479,34,0.7408203352778221,0.005110467336820396,0.9698785498660654,0.9998425889908007,0.000157411009199314,-0.9394949513656029,0.41184530337783065,0.030121450133934635
3,44,0.20335285968346317,0.26024612408206593,0.1316750085250704,0.3220196164447307,17,0.17639364889723752,0.052905690551822114,0.9125517029787031,0.8743581463487866,0.12564185365121344,-0.3162010579798812,0.5315536310315868,0.0874482970212968
3,45,0.3573920220397211,0.0810742657064026,0.17842388910154472,0.8387889990575139,54,0.5670420358377916,0.032930879068122254,0.9582852994855265,0.7727361149245284,0.22726388507547163,0.5084746324631536,0.26583131405955146,0.041714700514473436
3,46,0.36087259342536704,0.07684706749665261,0.1886651038833035,0.5537956261383622,203,0.2900214528467992,0.016466487848737082,0.9380131905872702,0.8383152610624731,0.16168473893752688,-0.48917492118933453,0.12394917220347508,0.06198680941272985
3,47,0.4857069194827113,0.2434063386596853,0.13511081943432798,0.5777337132669083,80,0.5172240414086,0.050964910870325446,0.9125388845717601,0.7909470801971941,0.209052919802806,0.3099931944493211,0.3898263744637372,0.08746111542823987
3,48,0.938946878299034,0.2186776773206882,0.49540420978000776,0.996193119584472,13,0.989318783042274,0.0013380558010480045,0.9987138441915191,0.9999999917756742,8.224325777175684e-09,-0.8525404021286868,0.6133837305626512,0.0012861558084809562
3,49,0.022384642294533075,0.15299121111302277,0.02216448307951374,0.6071388204356107,6,0.21438184107664887,0.03248954440890028,0.9036586362727805,0.8056418874584628,0.1943581125415372,0.008161733185160265,0.4972588198170409,0.09634136372721942
3,50,0.7174091177860449,0.2970940929567418,0.1210756072333219,0.7840184376237819,35,0.6293702737790295,0.0071859298529434595,0.8608696130351217,0.9921469059240803,0.007853094075919742,0.9997170846721831,0.11603884473533752,0.1391303869648784
3,51,0.9623459298775744,0.06989544123987428,0.14548434019285283,0.5692457343814721,47,0.5119651691218657,0.009493017904355859,0.9283609479045696,0.800547430169235,0.19945256983076498,0.18854793602644518,0.23764830470401463,0.07163905209543038
3,52,0.09041372229184941,0.14077610528879558,0.018718265308003603,0.8205380163395251,279,0.43632566990968336,0.04149080113459768,0.8978255570820093,0.7871334056693248,0.21286659433067526,-0.05611590491435001,0.5522082852805308,0.10217444291799077
3,53,0.4264049033385239,0.19108002436346921,0.15989978546651448,0.8105102969220556,20,0.6851057559108191,0.024731134901109935,0.9278283903143268,0.8109447570351287,0.1890552429648713,0.5167542111692972,0.5347692717550683,0.07217160968567314
3,54,0.2380496908750207,0.09405623833690253,0.013142639818812963,0.18629671783982102,11,0.4261448519390161,0.04800014119927242,0.9417792010254337,0.7060034654189934,0.2939965345810066,0.3021459638069134,0.3506580359680715,0.058220798974566335
3,55,0.7211446636522032,0.09540082194007814,0.7167640374880297,0.9468730368054389,11,0.4750817455956896,0.03288406166895108,0.9839989915622057,0.7833079003618091,0.21669209963819092,0.04328454092715113,0.4354865386255906,0.01600100843779426
3,56,0.8464548903518975,0.2505160129238891,0.16952902562604108,0.9249790277755343,39,0.8543535939635462,0.0006406034415381436,0.9534245563526083,0.9999723557213429,2.7644278657130148e-05,-0.9586925624483699,0.6184983528142944,0.04657544364739175
3,57,0.11368738037193471,0.07202403251628654,0.08936925938709805,0.3371206134256804,42,0.3600549675411424,0.033760217584616066,0.973280109663905,0.6967169795003103,0.30328302049968975,0.11006469724151421,0.2579595229120759,0.02671989033609502
3,58,0.005814964402304779,0.18689371082590384,0.0040601667066704475,0.519934977978105,97,0.3601821695684092,0.051397857158086306,0.8961135432020774,0.7480052320514129,0.2519947679485871,0.35147371543121686,0.03843554677986922,0.10388645679792267
3,59,0.6772497949635335,0.135935258533793,0.29696734811195746,0.9114814717768392,127,0.790974957870729,0.009477122145217365,0.9703176358971916,0.9992945018294982,0.0007054981705018036,-0.9567787469839538,0.6159375997035458,0.029682364102808417
3,60,0.06488357374623532,0.05907398481080635,0.005688818361100459,0.6401144933458002,0,0.5527638526328181,0.014996465025411585,0.9072511656285763,0.8952251565862075,0.10477484341379248,-0.20966919622445146,0.20150722599825568,0.09274883437142363
3,61,0.18989511680475457,0.11695778880410258,0.06790607981222259,0.8653347467385504,188,0.4883826489625603,0.029928577860158293,0.9062237747014281,0.784596135653262,0.21540386434673792,0.019027644624223652,-0.11142689752939307,0.09377622529857187
3,62,0.8023719559322288,0.15199998716394447,0.3630578625862269,0.902956996647382,129,0.7844886291359893,0.008411118788515224,0.9704945593790146,0.9992696612030012,0.0007303387969988467,-0.9407851596867731,0.6791400543845363,0.02950544062098541
3,63,0.413359514204903,0.26599835561092705,0.22460652116246038,0.7398718559658878,25,0.49474578600004765,0.08558468603825277,0.9524226981963381,0.7768884468315777,0.22311155316842238,0.40930145922321126,0.4534806985396489,0.04757730180366188
3,64,0.6056445722404398,0.2396945191754884,0.542246887972792,0.9222029495045632,0,0.8499168134498306,0.00027527887990847416,0.9740521625228458,0.9998919894978066,0.00010801050219348645,-0.9928862634016791,-0.767806387277234,0.02594783747715428
3,65,0.3673970676533803,0.20313837906932647,0.35782480260988697,0.7750319240834691,115,0.34799861028506496,0.052353064297080254,0.9510618200336552,0.7772290815811784,0.22277091841882163,0.334995391098446,0.1474175113806504,0.048938179966344725
3,66,0.8371275989738953,0.10455355016907263,0.3426581458296926,0.41744349734564784,10,0.4839479357040364,0.03360870252508968,0.9260507396172751,0.8212835499608616,0.17871645003913839,0.6295992178259245,-0.057641045803833134,0.07394926038272483
3,67,0.5405757655763989,0.05865977596320533,0.1719855864149037,0.7872672641433103,32,0.5708272404396847,0.01820220225539074,0.9671959813566616,0.7781611423329691,0.22183885766703088,-0.10905884785237203,0.04131349408009635,0.0328040186433384
3,68,0.4555897122589537,0.21996614803971887,0.23058288696281987,0.5714648389727836,500,0.4044327725812485,0.02100046958271823,0.8426283878170723,0.9590933132635285,0.040906686736471416,0.9986806320125026,0.4655777868117942,0.15737161218292775
3,69,0.19014394927797673,0.1987313307813015,0.05989776364150299,0.7551891207313863,192,0.63222598948415,0.06048975567218509,0.8968998911203102,0.7680257008739447,0.23197429912605524,0.4155960898698821,0.3442405602109614,0.10310010887968983
3,70,0.3283189334909543,0.0801605148782178,0.14551843541720627,0.8881874037683644,72,0.4726795671535755,0.020929360330209982,0.90862173460487,0.7761568449076117,0.22384315509238822,0.1364985992018881,0.2466150700298795,0.09137826539513
3,71,0.9500036572593225,0.1796252589940841,0.45549216526426745,0.5527292914660569,84,0.503004690207411,0.030626660754230813,0.9285128086827712,0.8436335630557545,0.15636643694424546,0.1628850521751587,0.47536113871617597,0.07148719131722885
3,72,0.9782978088162844,0.10530101322391751,0.09786734676490443,0.953150792545108,15,0.8580332325403458,0.00884707010887461,0.9757587867611824,0.9999994532925931,5.46707406939912e-07,0.8319792812186301,0.6748718515303611,0.024241213238817536
3,73,0.8028735537943384,0.1457600473809066,0.04509857103179441,0.7775646813521027,122,0.629954193685765,0.0051843456282636875,0.8727640077909622,0.9876578417668529,0.012342158233147063,0.8821355081119774,0.47384131941411095,0.12723599220903778
3,74,0.848383239172664,0.15445672954199874,0.2285723200484428,0.9119106558661815,8,0.5012025579170862,0.05508107043217251,0.9464228173466981,0.7915148413043607,0.20848515869563938,0.27925366894252623,0.3332557246374465,0.05357718265330194
3,75,0.006700180234163633,0.2840674372585413,0.00013689185575679416,0.3782396389780491,255,0.24688747360894667,0.06986507788401795,0.8449962596547579,0.8222074198027827,0.1777925801972173,0.4862699910702096,0.3785895523795083,0.1550037403452421
3,76,0.9296523165676768,0.19656359666815587,0.4732721613074826,0.7883252028832493,0,0.6268845707846288,0.0018777556378581188,0.939359011075128,0.9986997445095728,0.0013002554904272324,0.9969033242031963,-0.44065926069293043,0.060640988924871964
3,77,0.50992582227163,0.10334301839584757,0.0249888052203496,0.9762873002321877,60,0.8701977351914066,0.014210508601315642,0.9913231366802532,0.9999947661828437,5.233817156306303e-06,0.9102906970307152,0.699642996194337,0.008676863319746812
3,78,0.7006952429967631,0.05671496776432601,0.3059906370937359,0.8814265988178162,1,0.7443615693277474,0.0028880488716755384,0.9811637376734095,0.9998647559536058,0.00013524404639422637,-0.9380708392820872,-0.5243449652637501,0.018836262326590497
3,79,0.5648198884469715,0.09398662438880116,0.3618471622816699,0.6912462429801518,0,0.39990730991756834,0.02080656917065538,0.9725781214500402,0.7901925684939948,0.20980743150600525,-0.2265127312955156,0.24745786832053737,0.027421878549959856
3,80,0.4640367241439556,0.21618676660869468,0.21471856747204357,0.9607811248921011,85,0.5528611074487016,0.07622369647508251,0.902118481188816,0.7805757122452317,0.2194242877547683,0.4009332464230967,0.4069228790028976,0.09788151881118397
3,81,0.7861559335852105,0.16975442427419551,0.4291377037711499,0.9557526670689301,70,0.898425677627899,0.0046971166193346325,0.986050924197675,0.9999866093425924,1.3390657407529185e-05,0.9025435386461013,0.6379337146800216,0.013949075802324915
3,82,0.5231822651150799,0.25876399350521845,0.19658221913303872,0.33941461214639373,63,0.3986616721416912,0.06347335503214148,0.8994350045088141,0.7671533442225709,0.23284665577742916,0.3800155922346114,0.3764720433856042,0.10056499549118587
3,83,0.752546817391492,0.25755536108304244,0.017690150003983413,0.7298724160522347,65,0.6365998992593618,0.02598800298279422,0.8303583126114701,0.871653756346194,0.12834624365380598,0.2073807138908605,0.5274568399315663,0.1696416873885299
3,84,0.8833310939560864,0.10453022453612047,0.09492571547098713,0.5913183884179317,18,0.33478372405316087,0.02748093495789226,0.9677067073043569,0.8109720325104663,0.18902796748953368,0.26175105200721016,0.38582273091669284,0.032293292695643086
3,85,0.8024337028918037,0.18781792651443302,0.33126494543943835,0.9726384844301472,5,0.9438440630204424,0.0007731051629122446,0.9888318109095473,0.9999993125358175,6.874641824684019e-07,-0.8985982354938251,0.45589528098694543,0.011168189090452666
3,86,0.9747804136497644,0.12658894264760173,0.006784697174573327,0.8831881232393068,59,0.7647078095734786,0.0033219256164072983,0.8846057577577457,0.9999375236214928,6.24763785072352e-05,-0.9227766037883086,0.458459909989708,0.11539424224225425
3,87,0.8323105389204623,0.2891247875424711,0.29786619480551896,0.9332690774028091,44,0.8703633791143487,0.00040163646180280425,0.9639999371625803,0.9999889264019138,1.1073598086192417e-05,-0.9585117413002038,0.6604308402634491,0.03600006283741971
3,88,0.8635193519954204,0.15817634929264962,0.2798111621759238,0.921844205911052,56,0.8374615337085481,0.0035192126058906574,0.9712848032699825,0.9999484204844274,5.157951557258953e-05,-0.9219998788444485,0.5621004644999106,0.028715196730017586
3,89,0.37548981006703497,0.09010855821753398,0.32544325057228096,0.8530608436801929,224,0.5429593358269167,0.04502424494403462,0.9747947834944757,0.7810814100309874,0.2189185899690126,0.3489428693198403,-0.1884261002140252,0.025205216505524358
3,90,0.6409403994734835,0.24164108182647182,0.16531839780651444,0.8389433697231774,13,0.6873714936721151,0.051627500459675645,0.9230696112620702,0.7675347534980522,0.23246524650194775,0.6164261840322212,0.603978818651829,0.07693038873792975
3,91,0.6948812124748597,0.12712421507871452,0.4937763701022868,0.45081632126549165,71,0.4695483359774856,0.05011798984523313,0.9261348994062806,0.7983615768540712,0.2016384231459288,0.3754127883102003,0.32766994659170845,0.07386510059371944
3,92,0.6699353382582381,0.2866453339161407,0.11862950597316137,0.369075641846889,5,0.2119455417539456,0.0794806257762369,0.8940211656689144,0.7487503327339194,0.25124966726608056,0.7429272472617191,0.6536043674178309,0.10597883433108553
3,93,0.9478174964679167,0.08349575649291417,0.6889412825561593,0.9521883363231625,26,0.8861335384537051,0.002799382799717783,0.9942640601515137,0.9999989193678227,1.0806321773464706e-06,-0.8217427108062867,0.31470596766349784,0.00573593984848625
3,94,0.10924317155444041,0.12568745403877996,0.019558649850126182,0.32611497735525014,8,0.20441409789527826,0.028706539810050422,0.8873098174481194,0.852362496853179,0.147637503146821,-0.00533294300190465,0.2110354674766115,0.11269018255188055
3,95,0.8078055378506349,0.07238688147400894,0.10910773591936221,0.9771858289566252,78,0.8756800264885806,0.009122120096758807,0.992543304116341,0.9999912707697554,8.729230244602098e-06,0.8228437599609927,0.4625747645020201,0.007456695883659054
3,96,0.06486461314043368,0.24427219596263722,0.035159464406471226,0.5888932204947485,46,0.2971399907514261,0.040655370832065094,0.8632029773849579,0.878993469833912,0.121006530166088,-0.1924059613135401,0.3014587165208506,0.13679702261504217
3,97,0.8755115068388943,0.13477415948966154,0.8536375882650948,0.9908593692100317,0,0.9565631041990268,0.0059965497221208565,0.9986749190682955,0.9999999464001532,5.3599846797667636e-08,-0.8306785160223464,0.4089290209826142,0.001325080931704495
3,98,0.4727694479548177,0.26126101159663284,0.3385233448983189,0.9768035327686018,98,0.9506272273497322,0.0019804497651433575,0.9887009384283483,0.999551189390209,0.00044881060979097705,-0.9902477089215885,0.7752581171392458,0.011299061571651699
3,99,0.7319836587436872,0.11781838624470119,0.17450504404838782,0.865567165366945,8,0.7393875729867164,0.0019783284435738097,0.9489360661553441,0.9996727315487421,0.00032726845125781115,-0.9770049983049001,-0.32793485439452386,0.051063933844655886
3,100,0.8366193958684014,0.2985158508213528,0.7652090450472125,0.7091948019629182,62,0.38900547561085874,0.07520021029128708,0.9220986147160498,0.8013064752602044,0.19869352473979565,0.5031978498240126,0.21468239690712876,0.07790138528395017
3,101,0.8566447531809649,0.19136357956273092,0.47548767866313046,0.994928861360864,72,0.9772670511238197,0.004594246940250323,0.9984497234202722,0.9999998570625169,1.4293748305040728e-07,0.8499805090645021,0.6277803418272571,0.0015502765797277853
3,102,0.9703312439721045,0.22181363704399865,0.8990995774910836,0.8256228287964628,58,0.6813166256498018,0.0002178830956805959,0.9671972807005909,0.9992865676452686,0.0007134323547314663,-0.997755002545991,0.6561915266373332,0.03280271929940915
3,103,0.5931418184029182,0.2445006301721085,0.0017645078358785357,0.9304620350582495,30,0.6459935944015136,0.12905782308350588,0.8485791056082923,0.7555029577344825,0.24449704226551752,0.6448691119384244,0.484718124790872,0.15142089439170772
3,104,0.6306597690625739,0.19822153916564328,0.5959742498808667,0.5821421295589313,179,0.46223479303728066,0.04541953236557992,0.9665238140673869,0.7851500004689366,0.21484999953106343,0.18568437866210916,0.17591348467846613,0.03347618593261318
3,105,0.729563208100764,0.22755087175527466,0.37546504124211283,0.9875782160803994,83,0.968290271734041,0.0032072794684209287,0.9953081265327514,0.9999884437027176,1.1556297282438511e-05,-0.9194645043600443,0.719812439958108,0.004691873467248589
3,106,0.42670211325075746,0.29543962767945897,0.04459767557509259,0.6594634404267462,89,0.48729163366218076,0.04717805978100025,0.8739923642073951,0.8217878359571169,0.17821216404288315,0.6295588032263872,0.4178671422969255,0.1260076357926049
3,107,0.9940300245795453,0.1645093456265005,0.08412193616945632,0.9828715310237779,0,0.9580871960439475,0.0023712649313611324,0.9866214811965435,0.99999998508079,1.4919209989729987e-08,-0.8219344160128853,-0.0041113970378399735,0.013378518803456538
3,108,0.9904866990523874,0.1298910113307558,0.24991921379979662,0.9556781701025437,11,0.8941800435529785,0.004299329028936711,0.9831109029057192,0.9999997771214046,2.2287859536699318e-07,-0.8369523114126024,0.3919377799284164,0.016889097094280724
3,109,0.8285797308112973,0.13953934605120222,0.37562924218182936,0.8137429446776381,174,0.48493458825370905,0.05375523191297987,0.9832964590729155,0.7752586401917418,0.2247413598082582,0.18621322742379975,0.15016846116785082,0.01670354092708444
3,110,0.9763783075896134,0.08004610866105506,0.23724391863181973,0.9886521499526782,29,0.9075334238667402,0.009018081572901576,0.9965674873447418,0.9999999403752036,5.962479638275726e-08,0.7685728084475614,0.5549617908947262,0.003432512655258194
3,111,0.2639732771105211,0.2571113796791254,0.17999145061986127,0.5134670048292069,500,0.33641517067673893,0.022382556340349736,0.7966747562910214,0.9484913355570851,0.0515086644429149,0.9392875083439184,0.7882354455028826,0.20332524370897867
3,112,0.8145393822119842,0.10499876205434945,0.009364584601546832,0.7700164653555426,0,0.6010675104810669,0.005291020986424034,0.813821500689662,0.9963763285928005,0.003623671407199509,0.8542837249903549,-0.9851508730106077,0.18617849931033806
3,113,0.7719354383990041,0.06629100573248257,0.4228287876705654,0.4350595626736946,197,0.48142407688014527,0.025638842746688918,0.951194387772824,0.8536363613825947,0.1463636386174053,0.7871826546160523,0.1823363664520852,0.048805612227176
3,114,0.09486661797406493,0.10302052368642374,0.005495474341120014,0.9081557141825733,0,0.8868261614336211,0.008684455437841068,0.9441276729905654,0.9838661113017351,0.016133888698264952,0.9814278584320851,0.08203220660065,0.05587232700943453
3,115,0.333661123499259,0.20101771623188014,0.042446730821137806,0.683357934268781,101,0.5695669707860512,0.02877966201962669,0.8273147574953388,0.954343568330499,0.04565643166950096,0.9974485541785996,0.6334628099604599,0.17268524250466125
3,116,0.9552878049324878,0.1734158515571816,0.6454318389544053,0.8274721691486648,67,0.3709634260647264,0.0472267189951906,0.97380615933178,0.7842971161080925,0.21570288389190756,0.1866329388053563,0.28413430167132625,0.026193840668219937
3,117,0.8864185855929423,0.22235140609749682,0.3145884742229516,0.9754568232129092,7,0.9490637373328881,0.0010843246849598892,0.9885875591066412,0.9999996950547508,3.049452491515112e-07,-0.8921098774369245,0.4295018810653704,0.011412440893358787
3,118,0.9267525893202412,0.12554998566531195,0.7362014023884219,0.7808550953956235,35,0.39946526780335784,0.03740369239692249,0.9772483000390755,0.7718223304234754,0.22817766957652463,-0.04053660408107158,0.4364366238568496,0.022751699960924545
3,119,0.9960283668294937,0.05312869375142952,0.8168107839100589,0.9074114906393109,23,0.7421765692129215,0.006774732972918624,0.9942580543684385,0.9999914141286219,8.58587137813554e-06,-0.8541650197104825,0.30177242166040497,0.005741945631561538
