N,sim,step,K,order_param,shared_closure,c_std
3,2,450,0.8737017926894414,0.9342732244587181,0.8725035981619134,0.011729656951717097
3,2,475,0.8737017926894414,0.9342731779160602,0.8726106337037333,0.011729788035601112
3,3,0,0.5079443486204128,0.43126554504427655,0.6857494432581017,0.06255994752600094
3,3,25,0.5079443486204128,0.3075723069705206,0.6316962972236455,0.03482338319964787
3,3,50,0.5079443486204128,0.09754185559355054,0.5715745755499967,0.01921863615656285
3,3,75,0.5079443486204128,0.6313104531408139,0.5295131710290887,0.016217790535299793
3,3,100,0.5079443486204128,0.9649711183731631,0.5504583037149301,0.018154484179962998
3,3,125,0.5079443486204128,0.9102764504979521,0.5861860696591839,0.010576159744989695
3,3,150,0.5079443486204128,0.7645683513906835,0.5978749185295695,0.00977571058121231
3,3,175,0.5079443486204128,0.5706691161341865,0.5828316334737549,0.02339827958981357
3,3,200,0.5079443486204128,0.33532028926309076,0.5443291783603574,0.04106625254409527
3,3,225,0.5079443486204128,0.6464482493892418,0.5094481916944755,0.05219234324713693
3,3,250,0.5079443486204128,0.9813051881179073,0.5354867870404684,0.041719100144581404
3,3,275,0.5079443486204128,0.9199743276429726,0.5750461829898694,0.029946290269080154
3,3,300,0.5079443486204128,0.7737016778228529,0.5893516913184765,0.0289204205106996
3,3,325,0.5079443486204128,0.5832960692495124,0.5765811584592667,0.0363820067425606
3,3,350,0.5079443486204128,0.3383413727807982,0.5398061117077757,0.04860779669332462
3,3,375,0.5079443486204128,0.5748836456661797,0.5013986657147097,0.056924192494546264
3,3,400,0.5079443486204128,0.9638745171327011,0.5205801105933586,0.045950069319415775
3,3,425,0.5079443486204128,0.9288427982700562,0.5616398320149206,0.0321248487868695
3,3,450,0.5079443486204128,0.7881078238851984,0.5793694311695118,0.029396443972473704
3,3,475,0.5079443486204128,0.6034652510101363,0.5699595634763645,0.035839781817850955
3,4,0,0.5850078061290298,0.9747666450628882,0.6968424667987937,0.3637288886276908
3,4,25,0.5850078061290298,0.9845292770778901,0.7439156473376806,0.26935905312389574
3,4,50,0.5850078061290298,0.9644885985813598,0.7789278541235185,0.20202285048189675
3,4,75,0.5850078061290298,0.9475027333377918,0.8016529368778742,0.15457969845836786
3,4,100,0.5850078061290298,0.9361919279879967,0.8159990144671548,0.12102420189769549
3,4,125,0.5850078061290298,0.9290604069141414,0.8250318064903025,0.09714438265704967
3,4,150,0.5850078061290298,0.9246342872128289,0.8307468612677162,0.08005339554477793
3,4,175,0.5850078061290298,0.9219007849144639,0.8343922722186999,0.06776246362327056
3,4,200,0.5850078061290298,0.9202152537648413,0.8367419979610804,0.058887927076001274
3,4,225,0.5850078061290298,0.919176415411609,0.8382759786198349,0.052458005195862384
3,4,250,0.5850078061290298,0.9185362358991336,0.8392926391172656,0.04778490568336717
3,4,275,0.5850078061290298,0.9181417421113008,0.839978269452114,0.04437896609052706
3,4,300,0.5850078061290298,0.9178986495960748,0.8404497332784167,0.041890023520514984
3,4,325,0.5850078061290298,0.9177488552650891,0.840780788942672,0.04006675771805896
3,4,350,0.5850078061290298,0.9176565535955026,0.841018342109635,0.038728183616929486
3,4,375,0.5850078061290298,0.9175996797164137,0.8411925026987745,0.03774353127865322
3,4,400,0.5850078061290298,0.9175646364218459,0.8413228224663313,0.03701799491180073
3,4,425,0.5850078061290298,0.9175430447549473,0.8414221741260651,0.036482614302827086
3,4,450,0.5850078061290298,0.9175297415164206,0.8414991716622885,0.03608707161066027
3,4,475,0.5850078061290298,0.9175215451842424,0.8415596866667036,0.03579454668827183
3,5,0,0.2146796016772634,0.36007042924274557,0.6650355670907447,0.12376083857447887
3,5,25,0.2146796016772634,0.35766553450008925,0.6141160942838043,0.0967633900302738
3,5,50,0.2146796016772634,0.6375717033377946,0.5806773935598778,0.0823665576931925
3,5,75,0.2146796016772634,0.9068024795659195,0.5855302158253676,0.06678997973847525
3,5,100,0.2146796016772634,0.9983003827680069,0.6182581206923348,0.048675794081326426
3,5,125,0.2146796016772634,0.9593015879061958,0.6506515362875339,0.034820831062773686
3,5,150,0.2146796016772634,0.8615726333041611,0.6672080015558279,0.028353028015961686
3,5,175,0.2146796016772634,0.7336323346087107,0.6642778407672689,0.0294085824175397
3,5,200,0.2146796016772634,0.5801519241382673,0.6427922097628861,0.03657937048020152
3,5,225,0.2146796016772634,0.4103564907724345,0.6060002781618883,0.047357380482631654
3,5,250,0.2146796016772634,0.3405695483946106,0.5617934360840077,0.05834594928249838
3,5,275,0.2146796016772634,0.5708727125504246,0.5285525802916228,0.06376070193499303
3,5,300,0.2146796016772634,0.8634481907685508,0.5301133142781441,0.05752492690306455
3,5,325,0.2146796016772634,0.9919140355540205,0.5639538568498599,0.043107982403470274
3,5,350,0.2146796016772634,0.9726033592672437,0.6022810440833907,0.03069735665048118
3,5,375,0.2146796016772634,0.8835913510499077,0.6263674565335083,0.025396374722855747
3,5,400,0.2146796016772634,0.7612669580287883,0.6308947758710461,0.02718069359369966
3,5,425,0.2146796016772634,0.6131754964362711,0.616216766166744,0.0342946189580009
3,5,450,0.2146796016772634,0.44347448519454596,0.5850610099465005,0.04475359236697435
3,5,475,0.2146796016772634,0.3289226217777601,0.5438984667904077,0.0559481907713284
3,6,0,0.2367720712597634,0.49057768298161447,0.4851824153564021,0.07666426457307329
3,6,25,0.2367720712597634,0.8936344449707191,0.5025664528795065,0.07369925198875554
3,6,50,0.2367720712597634,0.9285040452014021,0.6066961149573676,0.04851545501154244
3,6,75,0.2367720712597634,0.7106410367691721,0.6268312208502874,0.01522451315674992
3,6,100,0.2367720712597634,0.36500490618999243,0.5360956659845302,0.054305108981880394
3,6,125,0.2367720712597634,0.21066105903701704,0.4052770864755864,0.06914372996380247
3,6,150,0.2367720712597634,0.46956769220262,0.3335152635441807,0.05151572311552537
3,6,175,0.2367720712597634,0.47937499340448214,0.3097915197598092,0.06894920080490038
3,6,200,0.2367720712597634,0.3326017494569076,0.27032788222099796,0.05739067567539187
3,6,225,0.2367720712597634,0.4796877013381634,0.23444389442491587,0.08874426528677815
3,6,250,0.2367720712597634,0.8326118515583768,0.3020408070088409,0.09924547483952778
3,6,275,0.2367720712597634,0.8626109906704349,0.42797784900816477,0.06065000967155125
3,6,300,0.2367720712597634,0.6464173509227814,0.46876015081478717,0.011886358957584994
3,6,325,0.2367720712597634,0.3177481738917654,0.40417421675041165,0.0629684050451382
3,6,350,0.2367720712597634,0.35397741520049847,0.31603100844106163,0.08422041193353287
3,6,375,0.2367720712597634,0.6040577607159381,0.3022315819943184,0.06956852957070793
3,6,400,0.2367720712597634,0.5871090575307968,0.32287324693599695,0.05395582467842747
3,6,425,0.2367720712597634,0.3932839689110628,0.30107440763851506,0.04716875279617685
3,6,450,0.2367720712597634,0.41511565843665127,0.25464997282008456,0.09912322222641741
3,6,475,0.2367720712597634,0.7332964797033714,0.28490684209261025,0.10534849712498326
3,7,0,0.08142023692288425,0.14424024701440374,0.10548125199198811,0.10448923261876597
3,7,25,0.08142023692288425,0.363596946011298,0.09452610569836485,0.06323542329550097
3,7,50,0.08142023692288425,0.5989737317986874,0.1302589089581929,0.0773245041185732
3,7,75,0.08142023692288425,0.5985171338997931,0.18329490788346706,0.08696750006387648
3,7,100,0.08142023692288425,0.4108851291845324,0.19972375543835189,0.08359425896098346
3,7,125,0.08142023692288425,0.2410419024333578,0.17714615195457908,0.09723166242059521
3,7,150,0.08142023692288425,0.33411952868687217,0.1569178886149173,0.09317000695537654
3,7,175,0.08142023692288425,0.3243986908910092,0.14925671052563258,0.09883116399489575
3,7,200,0.08142023692288425,0.13661402026958516,0.12958074680938952,0.10357345962201556
3,7,225,0.08142023692288425,0.3100522496130539,0.11010444881214225,0.07801651086979276
3,7,250,0.08142023692288425,0.6563316735991757,0.14247432989503042,0.07855365511347102
3,7,275,0.08142023692288425,0.8166878194419754,0.23643379300277476,0.08024292764660988
3,7,300,0.08142023692288425,0.6990744796473469,0.313476232852203,0.05697686267191714
3,7,325,0.08142023692288425,0.39640959225687256,0.31097504434535134,0.023177744510077897
3,7,350,0.08142023692288425,0.4079540547772357,0.2698823510565577,0.05073334358794161
3,7,375,0.08142023692288425,0.8152102967021287,0.3000239531908396,0.07402269990615759
3,7,400,0.08142023692288425,0.997566432160312,0.4243115780339875,0.060398271632440964
3,7,425,0.08142023692288425,0.8654262778219729,0.5249971088462374,0.04817682567972279
3,7,450,0.08142023692288425,0.5280835502642991,0.5180758785358913,0.06550166567266189
3,7,475,0.08142023692288425,0.26982699335337595,0.4359583799629769,0.0942059162137077
3,8,0,0.7831074079037869,0.4038194193663053,0.5994532066596985,0.23197686419712818
3,8,25,0.7831074079037869,0.3928964508287876,0.5206175850767035,0.1816602053550346
3,8,50,0.7831074079037869,0.3603927562194205,0.4529363913276269,0.1533694563304723
3,8,75,0.7831074079037869,0.2910062329750451,0.3909125240456803,0.13780441736481974
3,8,100,0.7831074079037869,0.2866991071475478,0.3335076746706292,0.12793615010471918
3,8,125,0.7831074079037869,0.7154843093383259,0.31992262481316786,0.11081841562419625
3,8,150,0.7831074079037869,0.9748445908568645,0.4066814905005815,0.07778787102488251
3,8,175,0.7831074079037869,0.9705601212386502,0.50554233959572,0.0521447585550964
3,8,200,0.7831074079037869,0.94600609196975,0.5790591513760727,0.03882959008879685
3,8,225,0.7831074079037869,0.9308023948659434,0.6327146359794215,0.03263615873074604
3,8,250,0.7831074079037869,0.9225378113419991,0.6730065783917382,0.029974937235037365
3,8,275,0.7831074079037869,0.918148544689552,0.7040873591209943,0.02895953955334755
3,8,300,0.7831074079037869,0.9158279271969116,0.728548387139142,0.028668043407520022
3,8,325,0.7831074079037869,0.9146018072403709,0.7480716424785432,0.028669739080430256
3,8,350,0.7831074079037869,0.9139539238254963,0.7638030751816407,0.02877130930373459
3,8,375,0.7831074079037869,0.9136115337758565,0.7765599511873562,0.028890819822260872
3,8,400,0.7831074079037869,0.9134305737484946,0.7869481346466186,0.028997265531226817
3,8,425,0.7831074079037869,0.9133349292177831,0.7954306502481897,0.029082010584933163
3,8,450,0.7831074079037869,0.9132843769278528,0.8023694412542061,0.029145505945729046
3,8,475,0.7831074079037869,0.913257658037292,0.8080520118590391,0.0291912868279012
3,9,0,0.3744616128934042,0.3743203336104427,0.4971826865075957,0.25444677565540846
3,9,25,0.3744616128934042,0.36709681784741927,0.38560007699117915,0.14815873110465955
3,9,50,0.3744616128934042,0.3578957575242865,0.30659332222626606,0.12750932710943463
3,9,75,0.3744616128934042,0.3461915416319488,0.24972628139458294,0.12694339435669735
3,9,100,0.3744616128934042,0.3314589888329617,0.20765047411167825,0.127796029805359
3,9,125,0.3744616128934042,0.3140366574685782,0.17681363599116218,0.1257188037983871
3,9,150,0.3744616128934042,0.29798738821449094,0.16093048193614123,0.11410937434592573
3,9,175,0.3744616128934042,0.29873978081675046,0.1498111976825762,0.10596326644474398
3,9,200,0.3744616128934042,0.35099678679166757,0.14476589074216728,0.10256799611411607
3,9,225,0.3744616128934042,0.4847286288046633,0.15578754545327653,0.10417608496696484
3,9,250,0.3744616128934042,0.6751349428583023,0.21588944991807354,0.09364662014403685
3,9,275,0.3744616128934042,0.8446627240856551,0.3357612295042233,0.07107891113972467
3,9,300,0.3744616128934042,0.9411382535298219,0.48589619525455713,0.044557205121437765
3,9,325,0.3744616128934042,0.9787294075864801,0.6247493033428303,0.023269709097856174
3,9,350,0.3744616128934042,0.9885700297856442,0.7326041259751882,0.009956093914374058
3,9,375,0.3744616128934042,0.9886681726217627,0.80905970176169,0.0026976909394135864
3,9,400,0.3744616128934042,0.9862264467906487,0.8607103253831002,0.001230129129345389
3,9,425,0.3744616128934042,0.9836456132265912,0.8946735392600953,0.0033413263432317923
3,9,450,0.3744616128934042,0.9815642104321455,0.91663810260445,0.004661035997109165
3,9,475,0.3744616128934042,0.9800413747727429,0.9306822690453852,0.005539890834470958
3,10,0,0.723179075104523,0.31108133469304383,0.5565946101488037,0.15013549552598876
3,10,25,0.723179075104523,0.4747043507142274,0.4572768306052935,0.038378523222674564
3,10,50,0.723179075104523,0.6375439969931671,0.42281044451100236,0.030841358729509008
3,10,75,0.723179075104523,0.7817605497336788,0.44721395980602113,0.05175335854157168
3,10,100,0.723179075104523,0.8683176352931645,0.5098549707074085,0.04738935469743621
3,10,125,0.723179075104523,0.9073194408777221,0.5819196679127111,0.0372179988257365
3,10,150,0.723179075104523,0.9241594624580294,0.6473726882787797,0.029240728698984707
3,10,175,0.723179075104523,0.9318208757899524,0.7015571607258081,0.02448869806583776
3,10,200,0.723179075104523,0.9354828500024014,0.7445581820872539,0.021963873934183618
3,10,225,0.723179075104523,0.9372836102198269,0.7779332387913733,0.02064466409577147
3,10,250,0.723179075104523,0.9381818098797037,0.803502491864393,0.019929138641324617
3,10,275,0.723179075104523,0.9386330383048624,0.8229338492171752,0.019523804025666284
3,10,300,0.723179075104523,0.9388606157528108,0.837624106913247,0.019288535588686866
3,10,325,0.723179075104523,0.9389756778589289,0.848692227719285,0.019151501195469624
3,10,350,0.723179075104523,0.9390339541782113,0.85701244795836,0.01907254130816065
3,10,375,0.723179075104523,0.9390635094425498,0.8632575273922871,0.019027936045646145
3,10,400,0.723179075104523,0.9390785149216084,0.8679402551668757,0.01900340992959182
3,10,425,0.723179075104523,0.9390861402360595,0.8714490784032499,0.018990402651532373
3,10,450,0.723179075104523,0.9390900181372437,0.8740770593238584,0.018983853108820045
3,10,475,0.723179075104523,0.9390919915432003,0.8760447012828854,0.018980823872494054
3,11,0,0.7995707471615734,0.8237896518913147,0.5961201150452571,0.26026513032813203
3,11,25,0.7995707471615734,0.9646861633215521,0.6512866440533007,0.13225447961394907
3,11,50,0.7995707471615734,0.9874523162324362,0.7212557722678202,0.0705372613929868
3,11,75,0.7995707471615734,0.9892219766622434,0.7790790794390464,0.0382453574080375
3,11,100,0.7995707471615734,0.9888979397927424,0.8239836818876601,0.021051325300210432
3,11,125,0.7995707471615734,0.988635184294736,0.8586295443351335,0.011975051036526975
3,11,150,0.7995707471615734,0.9885148189457619,0.8853866663998285,0.007303972331967875
3,11,175,0.7995707471615734,0.9884656965068706,0.906076547010516,0.0050159560433767686
3,11,200,0.7995707471615734,0.988446342433016,0.9220865745568272,0.0039692789177261335
3,11,225,0.7995707471615734,0.988438806929045,0.9344799248331986,0.0035152409736253667
3,11,250,0.7995707471615734,0.9884358850991347,0.9440753604656887,0.003321246709471349
3,11,275,0.7995707471615734,0.9884347538437537,0.9515051770293635,0.0032382703842407145
3,11,300,0.7995707471615734,0.9884343160827002,0.957258364415113,0.0032035785866057335
3,11,325,0.7995707471615734,0.9884341467158316,0.9617133499693029,0.003190421406467551
3,11,350,0.7995707471615734,0.9884340811940223,0.9651630947354919,0.0031868973233527623
3,11,375,0.7995707471615734,0.9884340558469568,0.9678344308368598,0.003187516589982066
3,11,400,0.7995707471615734,0.9884340460416644,0.9699030006890142,0.0031897120001378875
3,11,425,0.7995707471615734,0.9884340422486277,0.9715048130703196,0.0031923013112723103
3,11,450,0.7995707471615734,0.9884340407813657,0.9727451875828182,0.0031947700686869394
3,11,475,0.7995707471615734,0.9884340402137889,0.9737056796317889,0.0031969243520808214
3,12,0,0.4261251839332322,0.495817219365756,0.39330053231446055,0.046865375311740565
3,12,25,0.4261251839332322,0.8106281422562218,0.40499988051375785,0.03563500561115092
3,12,50,0.4261251839332322,0.9745657328383325,0.48408684572752697,0.027563622108068907
3,12,75,0.4261251839332322,0.998684750380111,0.5760793978275772,0.017418854273371014
3,12,100,0.4261251839332322,0.980527777368306,0.649819401847299,0.011997336902599052
3,12,125,0.4261251839332322,0.9579924849899057,0.7022944115763313,0.010915634063033875
3,12,150,0.4261251839332322,0.939255222735568,0.7379585082566619,0.012333095427857618
3,12,175,0.4261251839332322,0.9249912077811056,0.7615314507901266,0.01481588463122126
3,12,200,0.4261251839332322,0.9144026608218223,0.7766826325058381,0.017504981114399496
3,12,225,0.4261251839332322,0.9065939015656975,0.7860590782167985,0.019988622124230873
3,12,250,0.4261251839332322,0.9008375767329869,0.7915253035837603,0.02211265508686097
3,12,275,0.4261251839332322,0.8965877543187568,0.7943822907808867,0.02385148715422016
3,12,300,0.4261251839332322,0.8934440228753711,0.7955325276817092,0.025236761755497616
3,12,325,0.4261251839332322,0.8911142106808688,0.7955982412453917,0.026320734019259245
3,12,350,0.4261251839332322,0.8893848877215221,0.7950049195277465,0.027158571370448244
3,12,375,0.4261251839332322,0.88809965965585,0.7940401724095271,0.027800590314494687
3,12,400,0.4261251839332322,0.8871435326581142,0.7928952551330116,0.02828952647847863
3,12,425,0.4261251839332322,0.8864316895139749,0.7916944008742107,0.02866022079493807
3,12,450,0.4261251839332322,0.8859014061668148,0.7905155511776369,0.028940356149834503
3,12,475,0.4261251839332322,0.8855061985349647,0.7894049934823366,0.029151554947826987
3,13,0,0.8644713866671158,0.7064916719948158,0.595780323895599,0.09246757508812356
3,13,25,0.8644713866671158,0.8221537257472946,0.5999403355599684,0.035349630235131844
3,13,50,0.8644713866671158,0.7980920067154507,0.6078471527436862,0.010776001215067072
3,13,75,0.8644713866671158,0.7532294602904095,0.6070603258233525,0.01163273871050541
3,13,100,0.8644713866671158,0.703995037868014,0.5975263485676137,0.016950305904545687
3,13,125,0.8644713866671158,0.6457021491746259,0.5799052078927945,0.020994960346804002
3,13,150,0.8644713866671158,0.564408273929088,0.5535893491589916,0.024783477619892816
3,13,175,0.8644713866671158,0.4294231393187528,0.5161017583064084,0.02925345248138197
3,13,200,0.8644713866671158,0.3742704915602348,0.4683276976455633,0.033599365245389874
3,13,225,0.8644713866671158,0.9470814700967788,0.4734018394755796,0.021994114112825244
3,13,250,0.8644713866671158,0.9605962254889104,0.5339864317094271,0.007474128123730953
3,13,275,0.8644713866671158,0.8786288326135328,0.5717502606141883,0.006912883272165862
3,13,300,0.8644713866671158,0.8158492068923655,0.5892177898192958,0.010388438297101074
3,13,325,0.8644713866671158,0.764096432375753,0.5931799263670959,0.014088459133589231
3,13,350,0.8644713866671158,0.7145085918507967,0.5872107085594916,0.017433240422977583
3,13,375,0.8644713866671158,0.6587770407756084,0.572805872332669,0.02060451778981203
3,13,400,0.8644713866671158,0.5842104535944534,0.5498052736767748,0.023994349559094814
3,13,425,0.8644713866671158,0.4639683565926582,0.5161602870709735,0.02814690194641784
3,13,450,0.8644713866671158,0.3279297732505896,0.4701842209718148,0.03296197832069365
3,13,475,0.8644713866671158,0.8632842285558504,0.45588608123948554,0.02639713463331693
3,14,0,0.38869454776771517,0.7853189655452317,0.3409479129723761,0.3727466420272078
3,14,25,0.38869454776771517,0.6953739466059973,0.3873076069301118,0.23665323385627
3,14,50,0.38869454776771517,0.5394254023826303,0.3860597828265515,0.17246222260951863
3,14,75,0.38869454776771517,0.31228711442586227,0.3415364536232124,0.13870822487877016
3,14,100,0.38869454776771517,0.10086025154542036,0.2742590589900763,0.10222499790732666
3,14,125,0.38869454776771517,0.3146301148269684,0.22499696221504475,0.04334137031928709
3,14,150,0.38869454776771517,0.3893136719586772,0.2059735619088919,0.042407845789869586
3,14,175,0.38869454776771517,0.3168175999457126,0.18910902909982932,0.06389422005262027
3,14,200,0.38869454776771517,0.2171988411440643,0.16204227393765683,0.05022229318124006
3,14,225,0.38869454776771517,0.49895484156035785,0.15212666327048321,0.04895277689193162
3,14,250,0.38869454776771517,0.9103644303898388,0.2425805139760725,0.052311270779320525
3,14,275,0.38869454776771517,0.9890101733732843,0.39886147558693713,0.03302128552772608
3,14,300,0.38869454776771517,0.9032477517641816,0.5088546780017916,0.021610334063677045
3,14,325,0.38869454776771517,0.7762098010881157,0.5511294753571212,0.02909908294227804
3,14,350,0.38869454776771517,0.6189774682140078,0.5364313900338283,0.0463029459081517
3,14,375,0.38869454776771517,0.40950749973971895,0.47688801692910304,0.06223531375160858
3,14,400,0.38869454776771517,0.1399253029670823,0.38898619956210473,0.06461784111709319
3,14,425,0.38869454776771517,0.27153675063874033,0.3101460190047022,0.03833758249681951
3,14,450,0.38869454776771517,0.487444853793709,0.27814845634914637,0.0386103627478182
3,14,475,0.38869454776771517,0.5742800621503557,0.28184214816224845,0.058584459856271955
5,0,0,0.16978364080586028,0.3357853733385518,0.49006749680255324,0.2681522611318971
5,0,25,0.16978364080586028,0.26161695389539436,0.39760427033973567,0.20525243561352252
5,0,50,0.16978364080586028,0.4583835556612261,0.33791172677041,0.13723444319117492
5,0,75,0.16978364080586028,0.6042506355245951,0.3310033247791733,0.082584046250716
5,0,100,0.16978364080586028,0.5527343584527694,0.33530107235873297,0.08755979051349279
5,0,125,0.16978364080586028,0.3811705999372037,0.3087548525882725,0.11474699452660868
5,0,150,0.16978364080586028,0.3560516392597623,0.2657461402536806,0.12039893845463347
5,0,175,0.16978364080586028,0.5028166878903871,0.24999858774438213,0.10165194814534093
5,0,200,0.16978364080586028,0.4903630000839119,0.2530123866940577,0.11433107580481892
5,0,225,0.16978364080586028,0.32177886317310406,0.23676358748855328,0.13362283569859407
5,0,250,0.16978364080586028,0.27872714447504643,0.20377499501938168,0.12116843161020412
5,0,275,0.16978364080586028,0.5650522845519589,0.2002045670336976,0.10852716993595497
5,0,300,0.16978364080586028,0.787409247182578,0.26624793317470824,0.09534299100469701
5,0,325,0.16978364080586028,0.796662288609219,0.3534023120102144,0.06394406507705507
5,0,350,0.16978364080586028,0.6317889040634278,0.390386099326929,0.0655875243072681
5,0,375,0.16978364080586028,0.3725351668683432,0.35927406051710536,0.10323725308030053
5,0,400,0.16978364080586028,0.12376026963371475,0.29204522319474496,0.10890724800244768
5,0,425,0.16978364080586028,0.06258439734526235,0.227709986004457,0.08012253393892362
5,0,450,0.16978364080586028,0.14328465223427223,0.17946098898893345,0.05853229328208345
5,0,475,0.16978364080586028,0.21577100983074132,0.14688056863402313,0.07010866816803013
5,1,0,0.16643138812907365,0.3941630689548262,0.5963945976083648,0.1495630133985388
5,1,25,0.16643138812907365,0.28313553890586757,0.4538816353409484,0.06583246646016186
5,1,50,0.16643138812907365,0.17339965992883458,0.3343696233068986,0.048128280327227435
5,1,75,0.16643138812907365,0.18515168211731975,0.2437850165588916,0.05630096267528624
5,1,100,0.16643138812907365,0.2953362733647486,0.18972991942881573,0.07279153163837937
5,1,125,0.16643138812907365,0.3908661105090093,0.17029697783655248,0.11239383889022359
5,1,150,0.16643138812907365,0.44513170422793824,0.1928511726562928,0.12610104725180332
5,1,175,0.16643138812907365,0.46169486805218646,0.220610385931656,0.1268352796791716
5,1,200,0.16643138812907365,0.45634029590335473,0.23395196379307576,0.13425364268971204
5,1,225,0.16643138812907365,0.4440398651676546,0.22808176836993424,0.15643989735923397
5,1,250,0.16643138812907365,0.4334894487999504,0.22624773265729656,0.16323845208618415
5,1,275,0.16643138812907365,0.44126683274799017,0.23700425370605815,0.14757438846405868
5,1,300,0.16643138812907365,0.4795615183842572,0.24097263899985588,0.1526218156389552
