K,perturbation_type,pre_pert_sync,post_pert_sync,recovery,collapse_depth,post_closure_range,post_fragmentation,irreversible_split
0.1410920612482553,coupling_break,0.2073017896970747,0.9009839791320802,0.2300837689408868,0.0,0.05278133645321281,0.09569735839884666,0
0.1410920612482553,temporal_shift,0.2073017896970747,0.9638215755247177,0.21508315951809695,0.0,0.07453936683824591,0.11066934350153852,0
0.1410920612482553,continuity_block,0.2073017896970747,0.9638215755247168,0.21508315951809714,0.0,0.0747363147582304,0.11126068927233505,0
0.5455001392315937,desync,0.17898398914053934,0.40951237973950255,0.4370661253530048,0.0,0.13832287051086545,0.541231974051774,0
0.5455001392315937,closure_collapse,0.17898398914053934,0.3201574248124186,0.5590499398522515,0.0,0.1259336349553789,0.7452261748672313,0
0.5455001392315937,coupling_break,0.17898398914053934,0.3505441410936463,0.5105890189209172,0.0,0.16985861280804185,1.015440313970644,0
0.5455001392315937,temporal_shift,0.17898398914053934,0.32015742481242265,0.5590499398522444,0.0,0.12505218943739654,0.6187216277500305,0
0.5455001392315937,continuity_block,0.17898398914053934,0.3201574248124186,0.5590499398522515,0.0,0.12567376619701925,0.6375840135110258,0
0.8621911207697464,desync,0.8706054976529615,0.8578896984020671,1.0,0.012715799250894388,0.02033960839413218,0.03040991781412545,0
0.8621911207697464,closure_collapse,0.8706054976529615,0.8705906186540808,1.0,1.4878998880640815e-05,0.020272016557233874,0.05739291698934879,0
0.8621911207697464,coupling_break,0.8706054976529615,0.3263861470967035,1.0,0.544219350556258,0.03987648646940195,0.07970749228464075,0
0.8621911207697464,temporal_shift,0.8706054976529615,0.8705906186540798,1.0,1.4878998881640015e-05,0.021127474801440393,0.02835029325632517,0
0.8621911207697464,continuity_block,0.8706054976529615,0.8705906186540808,1.0,1.4878998880640815e-05,0.0219195162912722,0.031226635406418318,0
1.2937357423476787,desync,0.9123553735676522,0.9126997359071983,0.9996226990915406,0.0,0.05140697836493524,0.0660538498657093,0
1.2937357423476787,closure_collapse,0.9123553735676522,0.9123553113671754,1.0,6.220047676919194e-08,0.04631040474753367,0.05941882118165771,0
1.2937357423476787,coupling_break,0.9123553735676522,0.3818525054214468,1.0,0.5305028681462054,0.18141878768114378,0.44883707477786194,0
1.2937357423476787,temporal_shift,0.9123553735676522,0.9123553113671757,1.0,6.220047643612503e-08,0.046979846742435494,0.056387131590109496,0
1.2937357423476787,continuity_block,0.9123553735676522,0.9123553113671754,1.0,6.220047676919194e-08,0.04594094341242283,0.05585750116398272,0
0.09594312361202906,desync,0.40160481519355457,0.48095306807713434,0.8350187196344989,0.0,0.22592188257355533,1.0473222241697486,0
0.09594312361202906,closure_collapse,0.40160481519355457,0.11626186187363113,1.0,0.28534295331992343,0.09480400734737877,1.7944125505074726,0
0.09594312361202906,coupling_break,0.40160481519355457,0.11091735953517759,1.0,0.29068745565837695,0.11567604486970795,1.82850960611213,0
0.09594312361202906,temporal_shift,0.40160481519355457,0.11626186187363763,1.0,0.28534295331991694,0.10641612679805791,1.5664808058392976,0
0.09594312361202906,continuity_block,0.40160481519355457,0.11626186187363113,1.0,0.28534295331992343,0.10471430084327268,1.604719649099301,0
1.12707345749381,desync,0.9706177608146599,0.9706617149080984,0.9999547172894955,0.0,0.00843311988350326,0.008983036262002418,0
1.12707345749381,closure_collapse,0.9706177608146599,0.9706177607527764,0.9999999999607296,6.188349832569884e-11,0.008262391316845474,0.009613702799777895,0
1.12707345749381,coupling_break,0.9706177608146599,0.38596717009136866,1.0,0.5846505907232913,0.09476586193897876,0.3474663661061384,0
1.12707345749381,temporal_shift,0.9706177608146599,0.9706177607527714,0.9999999999607347,6.188849432930965e-11,0.008455225005583045,0.008968396109758631,0
1.12707345749381,continuity_block,0.9706177608146599,0.9706177607527764,0.9999999999607296,6.188349832569884e-11,0.008430251654204413,0.009043402154945129,0
1.388342183567009,desync,0.9334043282356095,0.9331246486414284,1.0,0.00027967959418107036,0.022607863685805696,0.02725262654483644,0
1.388342183567009,closure_collapse,0.9334043282356095,0.9334043284657851,0.9999999996462673,0.0,0.022072654363326505,0.033508958886416584,0
1.388342183567009,coupling_break,0.9334043282356095,0.10477122781053684,1.0,0.8286331004250727,0.01210277975949664,0.03030738957730246,0
1.388342183567009,temporal_shift,0.9334043282356095,0.933404328465788,0.9999999996462642,0.0,0.022615734457146153,0.026083515619177478,0
1.388342183567009,continuity_block,0.9334043282356095,0.9334043284657851,0.9999999996462673,0.0,0.022490107297360784,0.027463125992154485,0
0.8322957915340401,desync,0.8691767319183659,0.9284250190372022,0.9361840902629955,0.0,0.18928225815674438,0.26499839626858696,0
0.8322957915340401,closure_collapse,0.8691767319183659,0.8691604819846003,1.0,1.6249933765588587e-05,0.2680272240791475,0.3758662479751163,0
0.8322957915340401,coupling_break,0.8691767319183659,0.4285576168215151,1.0,0.44061911509685076,0.42198959927919055,1.497126673158649,0
0.8322957915340401,temporal_shift,0.8691767319183659,0.8691604819845975,1.0,1.6249933768364144e-05,0.2800113076429246,0.37018683907746536,0
0.8322957915340401,continuity_block,0.8691767319183659,0.8691604819846003,1.0,1.6249933765588587e-05,0.2861707489820796,0.37609717857684366,0
0.6710250178347061,desync,0.904527758276154,0.864498666343831,1.0,0.04002909193232296,0.13663787726244536,0.21701278648361433,0
0.6710250178347061,closure_collapse,0.904527758276154,0.9134000371877137,0.990286535308335,0.0,0.12439489140150167,0.2938661650146623,0
0.6710250178347061,coupling_break,0.904527758276154,0.3158661153867572,1.0,0.5886616428893967,0.09729067097443811,0.3007151696004651,0
0.6710250178347061,temporal_shift,0.904527758276154,0.9134000371877146,0.990286535308334,0.0,0.12902506534035296,0.2164601279762111,0
0.6710250178347061,continuity_block,0.904527758276154,0.9134000371877137,0.990286535308335,0.0,0.14266299979911984,0.24004922113756574,0
0.41698597470719756,desync,0.9084995921663469,0.515451839677769,1.0,0.39304775248857793,0.12110638146335945,0.2876431655318091,0
0.41698597470719756,closure_collapse,0.9084995921663469,0.5241207397220755,1.0,0.3843788524442714,0.14815860584894408,0.4711054078744644,0
0.41698597470719756,coupling_break,0.9084995921663469,0.6322371208799668,1.0,0.27626247128638015,0.13870117748013738,0.37725610110637714,0
0.41698597470719756,temporal_shift,0.9084995921663469,0.5241207397220815,1.0,0.3843788524442654,0.1491294770739201,0.3187346951499756,0
0.41698597470719756,continuity_block,0.9084995921663469,0.5241207397220755,1.0,0.3843788524442714,0.15279692072555356,0.35848164128090626,0
1.2551464091144986,desync,0.9850656829997636,0.9850259453197096,1.0,3.973768005405276e-05,0.0064274169282775295,0.007000542692335023,0
1.2551464091144986,closure_collapse,0.9850656829997636,0.9850656829996742,0.9999999998985747,8.93729534823251e-14,0.0063499293699673665,0.006891028208232478,0
1.2551464091144986,coupling_break,0.9850656829997636,0.24608828190409196,1.0,0.7389774010956717,0.0684106946934469,0.27790942083945297,0
1.2551464091144986,temporal_shift,0.9850656829997636,0.9850656829996689,0.99999999989858,9.470202400052585e-14,0.006139058706851164,0.006320330403946076,0
1.2551464091144986,continuity_block,0.9850656829997636,0.9850656829996742,0.9999999998985747,8.93729534823251e-14,0.00613410915236523,0.006304037013623821,0
0.41480508926427445,desync,0.2792108690437789,0.25538855881865213,1.0,0.023822310225126764,0.1703760228198436,1.0968041034194291,0
0.41480508926427445,closure_collapse,0.2792108690437789,0.34369848455431984,0.8123715451483576,0.0,0.1879259717055709,0.7459980571097535,0
0.41480508926427445,coupling_break,0.2792108690437789,0.2092748697641633,1.0,0.06993599927961561,0.07927527058079825,0.36369214339282313,0
0.41480508926427445,temporal_shift,0.2792108690437789,0.34369848455431806,0.8123715451483619,0.0,0.19211729124478363,0.6754929393865402,0
0.41480508926427445,continuity_block,0.2792108690437789,0.34369848455431984,0.8123715451483576,0.0,0.19575765088335714,0.6824433073741135,0
0.7602820587036248,desync,0.9171827188030988,0.9185878304489496,0.9984703566723596,0.0,0.03544735667732779,0.044605376052447396,0
0.7602820587036248,closure_collapse,0.9171827188030988,0.9172060165936589,0.9999745990648381,0.0,0.03932113220543432,0.052716614362713805,0
0.7602820587036248,coupling_break,0.9171827188030988,0.7661120407381968,1.0,0.15107067806490193,0.17239183154149762,0.3773632186329305,0
0.7602820587036248,temporal_shift,0.9171827188030988,0.917206016593661,0.9999745990648359,0.0,0.0395661595193737,0.04706423231216783,0
0.7602820587036248,continuity_block,0.9171827188030988,0.9172060165936589,0.9999745990648381,0.0,0.03936514635467847,0.047141652692487955,0
1.146740766738031,desync,0.9329201027601054,0.9348412855369992,0.9979449101078322,0.0,0.013518826223095193,0.017291445789610924,0
1.146740766738031,closure_collapse,0.9329201027601054,0.9329202406761138,0.9999998520602272,0.0,0.013637607596024282,0.018788667006291945,0
1.146740766738031,coupling_break,0.9329201027601054,0.3172621223981881,1.0,0.6156579803619173,0.04240237020506932,0.1369792590448777,0
1.146740766738031,temporal_shift,0.9329201027601054,0.9329202406761155,0.9999998520602255,0.0,0.013874891406594814,0.016010055331489883,0
1.146740766738031,continuity_block,0.9329201027601054,0.9329202406761138,0.9999998520602272,0.0,0.013848723275226571,0.016281132641833864,0
0.37850015444291324,desync,0.865054938499979,0.6952865918971667,1.0,0.16976834660281237,0.12310917359092838,0.23316134023961865,0
0.37850015444291324,closure_collapse,0.865054938499979,0.8373257149370404,1.0,0.02772922356293861,0.08633145898118866,0.2556264619647929,0
0.37850015444291324,coupling_break,0.865054938499979,0.4716239333560306,1.0,0.39343100514394846,0.12595938501297826,0.31874163664745403,0
0.37850015444291324,temporal_shift,0.865054938499979,0.8373257149370363,1.0,0.027729223562942718,0.08843018164398136,0.1599400352989511,0
0.37850015444291324,continuity_block,0.865054938499979,0.8373257149370404,1.0,0.02772922356293861,0.10026073388561141,0.18325557650820062,0
0.07116506604682427,desync,0.19498624604883513,0.5861397799613812,0.3326616835806912,0.0,0.24536353743788722,0.974885949851476,0
0.07116506604682427,closure_collapse,0.19498624604883513,0.28623900544814346,0.6812008226322592,0.0,0.1379804351373813,0.6451242857526467,0
0.07116506604682427,coupling_break,0.19498624604883513,0.2573100906091499,0.7577870168692201,0.0,0.17106318474816912,0.5388962219470577,0
0.07116506604682427,temporal_shift,0.19498624604883513,0.28623900544813846,0.6812008226322711,0.0,0.17784287029547388,0.5430525281742045,0
0.07116506604682427,continuity_block,0.19498624604883513,0.28623900544814346,0.6812008226322592,0.0,0.2256889053287177,0.7096644243429984,0
0.9235493085791846,desync,0.8513486475218898,0.6910548458046257,1.0,0.16029380171726404,0.3618690857131469,0.7136481224886976,0
0.9235493085791846,closure_collapse,0.8513486475218898,0.953092235638503,0.8932489591232717,0.0,0.13401133177263913,0.20952686418532612,0
0.9235493085791846,coupling_break,0.8513486475218898,0.3317146489338512,1.0,0.5196339985880385,0.1754360408196611,0.543438402776834,0
0.9235493085791846,temporal_shift,0.8513486475218898,0.9530922356385021,0.8932489591232726,0.0,0.1344212410835378,0.18962993037616818,0
0.9235493085791846,continuity_block,0.8513486475218898,0.953092235638503,0.8932489591232717,0.0,0.1352147944475075,0.1916553354813269,0
1.4723425728348458,desync,0.9315673929387854,0.9303134875441107,1.0,0.001253905394674737,0.02076222953431739,0.026828810024563745,0
1.4723425728348458,closure_collapse,0.9315673929387854,0.9315673929325655,0.9999999998993309,6.219913473159977e-12,0.02079279922596533,0.02584645019022979,0
1.4723425728348458,coupling_break,0.9315673929387854,0.12305496420377908,1.0,0.8085124287350064,0.05185376268132208,0.35347124128111634,0
1.4723425728348458,temporal_shift,0.9315673929387854,0.9315673929325521,0.9999999998993453,6.233347171757941e-12,0.02127360079556284,0.024487519622973426,0
1.4723425728348458,continuity_block,0.9315673929387854,0.9315673929325655,0.9999999998993309,6.219913473159977e-12,0.021161876369856336,0.024785093193743793,0
0.5124641288383495,desync,0.9071043899487325,0.9444214983084538,0.960486807508503,0.0,0.03284580501880008,0.04322530213881585,0
0.5124641288383495,closure_collapse,0.9071043899487325,0.9058483956808007,1.0,0.0012559942679318814,0.06331665988152524,0.10000978224608817,0
0.5124641288383495,coupling_break,0.9071043899487325,0.2919866429736222,1.0,0.6151177469751103,0.11460040227962287,0.3412454166386514,0
0.5124641288383495,temporal_shift,0.9071043899487325,0.9058483956808009,1.0,0.0012559942679316594,0.06344648088589755,0.0782332534769964,0
0.5124641288383495,continuity_block,0.9071043899487325,0.9058483956808007,1.0,0.0012559942679318814,0.057202045619236586,0.07029896297036622,0
0.3504993943862624,desync,0.8326992032874674,0.4376951463567138,1.0,0.3950040569307536,0.19913985375151716,0.7547061103164686,0
0.3504993943862624,closure_collapse,0.8326992032874674,0.3085967527753224,1.0,0.524102450512145,0.16514789761619206,0.7093115170004757,0
0.3504993943862624,coupling_break,0.8326992032874674,0.36733698591708164,1.0,0.46536221737038574,0.17420341748900392,0.6667147780900378,0
0.3504993943862624,temporal_shift,0.8326992032874674,0.3085967527753027,1.0,0.5241024505121648,0.1692650366347459,0.5083625477307854,0
0.3504993943862624,continuity_block,0.8326992032874674,0.3085967527753224,1.0,0.524102450512145,0.16571885666949926,0.5490584536935683,0
0.38647063215176414,desync,0.48505703079916956,0.29337778764935285,1.0,0.1916792431498167,0.24563887818581462,1.4794789865311768,0
0.38647063215176414,closure_collapse,0.48505703079916956,0.5975057306843491,0.8118031439839622,0.0,0.37686393558594944,1.1667810147914233,0
0.38647063215176414,coupling_break,0.48505703079916956,0.4352853352926587,1.0,0.04977169550651084,0.21916022808171384,0.9076131539275478,0
0.38647063215176414,temporal_shift,0.48505703079916956,0.5975057306843337,0.8118031439839832,0.0,0.43470212057809793,1.205119207066318,0
0.38647063215176414,continuity_block,0.48505703079916956,0.5975057306843491,0.8118031439839622,0.0,0.45979469125765443,1.2669102169257536,0
0.6145099963216265,desync,0.6477907345778391,0.8206207887001941,0.7893910846749997,0.0,0.10310666002479751,0.19099721917484308,0
0.6145099963216265,closure_collapse,0.6477907345778391,0.687425020190085,0.942343841811983,0.0,0.22324616663257218,0.4200776227674499,0
0.6145099963216265,coupling_break,0.6477907345778391,0.8655468127257919,0.7484179075918098,0.0,0.0545755324974353,0.08561284226373948,0
0.6145099963216265,temporal_shift,0.6477907345778391,0.6874250201900703,0.9423438418120031,0.0,0.22340002374459017,0.38797253198563914,0
0.6145099963216265,continuity_block,0.6477907345778391,0.687425020190085,0.942343841811983,0.0,0.2233912672734234,0.3905750240569105,0
0.747914197111816,desync,0.8305841563682931,0.8788757792420049,0.9450529595776701,0.0,0.07750547579165301,0.12724108097794892,0
0.747914197111816,closure_collapse,0.8305841563682931,0.8283689938106608,1.0,0.002215162557632322,0.11732757317196568,0.20529660939524907,0
0.747914197111816,coupling_break,0.8305841563682931,0.33801331248773503,1.0,0.49257084388055805,0.11486354801678564,0.5110914061412777,0
0.747914197111816,temporal_shift,0.8305841563682931,0.8283689938106592,1.0,0.0022151625576338763,0.11742712522539234,0.17048650273719235,0
0.747914197111816,continuity_block,0.8305841563682931,0.8283689938106608,1.0,0.002215162557632322,0.11823779590211736,0.1732446945583667,0
0.8324646898875403,desync,0.7381542239074197,0.8444533675617769,0.8741207651895676,0.0,0.021323839102890374,0.045940008378997046,0
0.8324646898875403,closure_collapse,0.7381542239074197,0.7878584705587608,0.9369122138018249,0.0,0.030530853889757847,0.10871217161674417,0
0.8324646898875403,coupling_break,0.7381542239074197,0.12333677901781993,1.0,0.6148174448895998,0.015142180271950245,0.05028717532209037,0
0.8324646898875403,temporal_shift,0.7381542239074197,0.7878584705587555,0.9369122138018312,0.0,0.030690724339881736,0.06306508102491813,0
0.8324646898875403,continuity_block,0.7381542239074197,0.7878584705587608,0.9369122138018249,0.0,0.030661862654649152,0.06689274532742728,0
0.839945785019115,desync,0.5231764756728801,0.2057503876415688,1.0,0.3174260880313112,0.06292202751527234,0.3464560206567818,0
0.839945785019115,closure_collapse,0.5231764756728801,0.16851620880362198,1.0,0.3546602668692581,0.05514632805832784,0.2758778316395387,0
0.839945785019115,coupling_break,0.5231764756728801,0.530172162071814,0.9868048777395695,0.0,0.121261093423074,0.5491274154924639,0
0.839945785019115,temporal_shift,0.5231764756728801,0.1685162088036595,1.0,0.3546602668692206,0.055370546115706715,0.24425881067930125,0
0.839945785019115,continuity_block,0.5231764756728801,0.16851620880362198,1.0,0.3546602668692581,0.05535613395971986,0.24443715615569506,0
0.5630282546431721,desync,0.6107242041033303,0.467738537447277,1.0,0.14298566665605328,0.16264605324221912,0.5304577798183817,0
0.5630282546431721,closure_collapse,0.6107242041033303,0.6191377996008057,0.9864107867399773,0.0,0.1395971104426713,0.3639490740565268,0
0.5630282546431721,coupling_break,0.6107242041033303,0.43205984556807087,1.0,0.17866435853525942,0.14991277832578487,0.5246401686089243,0
0.5630282546431721,temporal_shift,0.6107242041033303,0.6191377996008001,0.9864107867399864,0.0,0.13810358334736195,0.33968746440932807,0
0.5630282546431721,continuity_block,0.6107242041033303,0.6191377996008057,0.9864107867399773,0.0,0.13740702991644727,0.33845731043119903,0
0.9134322423868617,desync,0.8096971250931879,0.8035216241377172,1.0,0.006175500955470703,0.03303217284037896,0.05057691257791625,0
0.9134322423868617,closure_collapse,0.8096971250931879,0.6435895898604755,1.0,0.16610753523271238,0.05811117857624254,0.22324476170380309,0
0.9134322423868617,coupling_break,0.8096971250931879,0.6423590273501276,1.0,0.1673380977430603,0.02289058609085637,0.050105408122962845,0
0.9134322423868617,temporal_shift,0.8096971250931879,0.6435895898604678,1.0,0.16610753523272015,0.05794803227599199,0.10491506025990002,0
0.9134322423868617,continuity_block,0.8096971250931879,0.6435895898604755,1.0,0.16610753523271238,0.05789263787132448,0.10561785364096328,0
0.47762908838691487,desync,0.6124748071175357,0.8709658211317869,0.7032133663423515,0.0,0.11476134855451925,0.17205524709726175,0
0.47762908838691487,closure_collapse,0.6124748071175357,0.8074263303847493,0.7585519371777585,0.0,0.12103170095676052,0.20572902463530066,0
0.47762908838691487,coupling_break,0.6124748071175357,0.2617601045625414,1.0,0.35071470255499426,0.23476250244132352,1.2127973609274938,0
0.47762908838691487,temporal_shift,0.6124748071175357,0.8074263303847478,0.7585519371777599,0.0,0.13219050135497512,0.21100502232633114,0
0.47762908838691487,continuity_block,0.6124748071175357,0.8074263303847493,0.7585519371777585,0.0,0.13436578580766712,0.2163705065350043,0
0.023499995389125228,desync,0.5129456922146584,0.523962115128012,0.9789747718524273,0.0,0.20854871776958875,1.0216415267757988,0
0.023499995389125228,closure_collapse,0.5129456922146584,0.18622924304631824,1.0,0.3267164491683401,0.143848408991228,1.0576632436116218,0
0.023499995389125228,coupling_break,0.5129456922146584,0.1787132215412647,1.0,0.3342324706733937,0.14227629513609016,0.984024434187809,0
0.023499995389125228,temporal_shift,0.5129456922146584,0.18622924304632282,1.0,0.32671644916833553,0.15228104380875135,1.0245616250281726,0
0.023499995389125228,continuity_block,0.5129456922146584,0.18622924304631824,1.0,0.3267164491683401,0.137398829635523,0.9284818098973916,0
1.3969378537542063,desync,0.980729995817104,0.9807297690142271,1.0,2.2680287681264844e-07,0.017687332501746145,0.01865761911921275,0
1.3969378537542063,closure_collapse,0.980729995817104,0.9807299958170921,0.9999999998980472,1.1879386363489175e-14,0.020703477476896714,0.02262922193038241,0
1.3969378537542063,coupling_break,0.980729995817104,0.300541585064841,1.0,0.6801884107522629,0.12472262595714051,0.5875846077336304,0
1.3969378537542063,temporal_shift,0.980729995817104,0.9807299958170893,0.9999999998980501,1.4654943925052066e-14,0.021019410535130345,0.021831687820947947,0
1.3969378537542063,continuity_block,0.980729995817104,0.9807299958170921,0.9999999998980472,1.1879386363489175e-14,0.02079553518783339,0.02158961520487426,0
0.0007962044338433727,desync,0.645159824783206,0.2777588982997336,1.0,0.3674009264834724,0.21102942672824243,1.8724364789824262,0
0.0007962044338433727,closure_collapse,0.645159824783206,0.4171238261494134,1.0,0.2280359986337926,0.34874377908336024,1.8846046148810085,0
0.0007962044338433727,coupling_break,0.645159824783206,0.41677504847169944,1.0,0.22838477631150655,0.37272586256088636,1.914943635825794,0
0.0007962044338433727,temporal_shift,0.645159824783206,0.4171238261494063,1.0,0.2280359986337997,0.37290014560656776,1.9144388382008668,0
0.0007962044338433727,continuity_block,0.645159824783206,0.4171238261494134,1.0,0.2280359986337926,0.3844688117055811,1.953616333013056,0
0.5988970378877407,desync,0.6367553600991139,0.2578747436046086,1.0,0.37888061649450533,0.07890006656980653,0.45875577656533834,0
0.5988970378877407,closure_collapse,0.6367553600991139,0.7208818955259712,0.8833005294802047,0.0,0.145533451483353,0.31542493472041194,0
0.5988970378877407,coupling_break,0.6367553600991139,0.5145823404033201,1.0,0.12217301969579386,0.10067262154411302,0.334837471206672,0
0.5988970378877407,temporal_shift,0.6367553600991139,0.7208818955259814,0.8833005294801921,0.0,0.1467468124826472,0.2583452867724755,0
0.5988970378877407,continuity_block,0.6367553600991139,0.7208818955259712,0.8833005294802047,0.0,0.14584272324926217,0.2612529302449961,0
1.2366048944120094,desync,0.9108336112433773,0.9095566081494698,1.0,0.0012770030939074362,0.1015967568446825,0.12830500054747346,0
1.2366048944120094,closure_collapse,0.9108336112433773,0.9108336106409374,1.0,6.024398757631388e-10,0.09346945566918252,0.11947927191461215,0
1.2366048944120094,coupling_break,0.9108336112433773,0.15346086866666042,1.0,0.7573727425767168,0.1277471080207389,0.9966973600311826,0
1.2366048944120094,temporal_shift,0.9108336112433773,0.9108336106409373,1.0,6.024399867854413e-10,0.09394653216258486,0.11310853543103053,0
1.2366048944120094,continuity_block,0.9108336112433773,0.9108336106409374,1.0,6.024398757631388e-10,0.09347062431770614,0.11175731770249826,0
1.2955203820502728,desync,0.9284774967570263,0.9285677262783417,0.9999028292511658,0.0,0.021554581423452457,0.02494490799945841,0
1.2955203820502728,closure_collapse,0.9284774967570263,0.9284774984878362,0.9999999980281591,0.0,0.02171170928174182,0.026625407318562243,0
1.2955203820502728,coupling_break,0.9284774967570263,0.4780803488807882,1.0,0.4503971478762381,0.11125144270760456,0.30224747079685915,0
1.2955203820502728,temporal_shift,0.9284774967570263,0.9284774984878362,0.9999999980281591,0.0,0.021579550882571352,0.025005172295309214,0
1.2955203820502728,continuity_block,0.9284774967570263,0.9284774984878362,0.9999999980281591,0.0,0.021575320568927636,0.02495659382602903,0
1.3275361643016508,desync,0.9798664764313378,0.9798704220855191,0.999995973187789,0.0,0.010874444471445588,0.011347725613118542,0
1.3275361643016508,closure_collapse,0.9798664764313378,0.9798664764313537,0.9999999998979291,0.0,0.011334102613992703,0.013298491375274168,0
1.3275361643016508,coupling_break,0.9798664764313378,0.22979373054278399,1.0,0.7500727458885539,0.10350515589451342,0.37829864179907474,0
1.3275361643016508,temporal_shift,0.9798664764313378,0.9798664764313588,0.9999999998979239,0.0,0.010887515644734669,0.011332727460953483,0
1.3275361643016508,continuity_block,0.9798664764313378,0.9798664764313537,0.9999999998979291,0.0,0.011048607531818133,0.011984406927219022,0
0.40017540631647386,desync,0.46954196905173545,0.8979878910852812,0.5228822945841429,0.0,0.04523600033332997,0.1081670502373801,0
0.40017540631647386,closure_collapse,0.46954196905173545,0.5378846379292433,0.872941771997972,0.0,0.21649673794229943,0.6625107907616632,0
0.40017540631647386,coupling_break,0.46954196905173545,0.6076186426044261,0.7727576740599489,0.0,0.1697539938927034,0.4650695226955977,0
0.40017540631647386,temporal_shift,0.46954196905173545,0.5378846379292429,0.8729417719979727,0.0,0.2175396963150893,0.5233203386658225,0
0.40017540631647386,continuity_block,0.46954196905173545,0.5378846379292433,0.872941771997972,0.0,0.2193734826026293,0.5435874844026614,0
1.3082815969121335,desync,0.9319075263746771,0.9319327814527582,0.9999729002149286,0.0,0.015552830918658889,0.01928683182950093,0
1.3082815969121335,closure_collapse,0.9319075263746771,0.9319075262543478,1.0,1.2032930207794834e-10,0.01605284652887745,0.036638142352519866,0
1.3082815969121335,coupling_break,0.9319075263746771,0.5802003329907657,1.0,0.35170719338391143,0.03613365917655398,0.06115626779406017,0
1.3082815969121335,temporal_shift,0.9319075263746771,0.9319075262543464,1.0,1.2033074536788035e-10,0.015587303967692367,0.018836642929693673,0
