N,sim,K,alpha_c,beta_c,collective_closure,cross_prediction_error,closure_convergence,high_closure_frac,final_order
3,30,0.4581247821382324,0.10456086401445945,0.03581412820170865,0.48984950650140663,0.10284491024776178,0.5606687306065234,0.6666666666666666,0.6257618523998221
3,31,0.40543222334712326,0.20998683264187823,0.3682204046699289,0.6461173104026754,0.09329634181000572,0.7558470566541525,1.0,0.6834667955951013
3,32,0.6803106740396045,0.19731211286562883,0.6555792175616272,0.5227479253010395,0.10848604763929219,0.7473830060666803,0.0,0.4391861490540839
3,33,0.4372893593601227,0.2018826238923615,0.23774950030186048,0.8086812922005006,0.011650861609766814,0.9149105086327137,1.0,0.90427967695932
3,34,0.8107939692296747,0.2926005875521518,0.21208847994001193,0.9066013996095895,0.03166649925787171,0.9537281236985496,1.0,0.9524356292308132
3,35,0.39806710710566184,0.2589694191895169,0.30323942505236795,0.3487968092703294,0.5073715610406128,0.2818704488960967,0.0,0.428225334529747
3,36,0.268138945590893,0.20016666086258433,0.05822813781569616,0.5107050512856575,0.28334498960811305,0.3130623230285099,0.6666666666666666,0.6203357304254397
3,37,0.8451118766791574,0.27770573259285,0.11290630087911784,0.656203580169286,0.06544738987868565,0.7246014154002784,1.0,0.8007716201464088
3,38,0.12813023817969715,0.25655517208077777,0.05203740628365977,0.27345690543408335,0.5020198596615839,0.04771134478875194,0.0,0.44469222766972366
3,39,0.15208030329289157,0.29107800409328993,0.0480211390548693,0.2510770155998694,0.5791022296936517,0.0,0.0,0.3485628516312872
3,40,0.8213096901710587,0.283646107979411,0.49635321713697395,0.569445321771895,0.11423561911528973,0.6737547366997125,0.3333333333333333,0.6319601517666965
3,41,0.14484420493160854,0.13636693892736607,0.07197899160008986,0.38010019053098,0.43993408073214413,0.7998633141623613,0.0,0.856368460005782
3,42,0.14661015065629113,0.21588484096954724,0.04193393727302288,0.5046502120734401,0.39749660599211184,0.7575542346078525,0.6666666666666666,0.8052159156560665
3,43,0.6269097130873625,0.05878549361707937,0.13054763688490875,0.736399815797639,0.005941146201630763,0.9382224670005581,1.0,0.89242519262479
3,44,0.20335285968346317,0.26024612408206593,0.1316750085250704,0.17533636145041634,0.5748210830635357,0.9545376491216191,0.0,0.3220196164447307
3,45,0.3573920220397211,0.0810742657064026,0.17842388910154472,0.5395932394371927,0.07984898657243548,0.8833427891102335,1.0,0.8387889990575139
3,46,0.36087259342536704,0.07684706749665261,0.1886651038833035,0.29995672042308885,0.47973736626295516,0.6869959606626119,0.0,0.5537956261383622
3,47,0.4857069194827113,0.2434063386596853,0.13511081943432798,0.5032390452362219,0.49031426709496717,0.55188990034699,0.3333333333333333,0.5777337132669083
3,48,0.938946878299034,0.2186776773206882,0.49540420978000776,0.9881773001878569,0.0005177838244443053,0.9980457453711753,1.0,0.996193119584472
3,49,0.022384642294533075,0.15299121111302277,0.02216448307951374,0.21966401392496923,0.2828432573765517,0.47195548650185093,0.0,0.6071388204356107
3,50,0.7174091177860449,0.2970940929567418,0.1210756072333219,0.6355743972268416,0.03860750820414483,0.6615556296480376,0.6666666666666666,0.7840184376237819
3,51,0.9623459298775744,0.06989544123987428,0.14548434019285283,0.512817375620648,0.2320603366369575,0.744145078257114,0.6666666666666666,0.5692457343814721
3,52,0.09041372229184941,0.14077610528879558,0.018718265308003603,0.4022551340172013,0.4319458998964139,0.8198384221375589,0.3333333333333333,0.8205380163395251
3,53,0.4264049033385239,0.19108002436346921,0.15989978546651448,0.6693006807791083,0.09778618743373764,0.806847801110434,1.0,0.8105102969220556
3,54,0.2380496908750207,0.09405623833690253,0.013142639818812963,0.4677158221872989,0.35072324508847846,0.852238675041652,0.0,0.18629671783982102
3,55,0.7211446636522032,0.09540082194007814,0.7167640374880297,0.4557014697873607,0.05855805663981508,0.9855058971111796,1.0,0.9468730368054389
3,56,0.8464548903518975,0.2505160129238891,0.16952902562604108,0.853809632097005,0.0008343008480805504,0.9182400751368048,1.0,0.9249790277755343
3,57,0.11368738037193471,0.07202403251628654,0.08936925938709805,0.3883801998399652,0.31560569092025137,0.8151327264176229,0.0,0.3371206134256804
3,58,0.005814964402304779,0.18689371082590384,0.0040601667066704475,0.3794751599075644,0.4854168809985289,0.47359639139896204,0.0,0.519934977978105
3,59,0.6772497949635335,0.135935258533793,0.29696734811195746,0.7828167735067854,0.08733949703749061,0.9440275326229598,1.0,0.9114814717768392
3,60,0.06488357374623532,0.05907398481080635,0.005688818361100459,0.5529873248647533,0.37961840915511064,0.7326909141841877,0.6666666666666666,0.6401144933458002
3,61,0.18989511680475457,0.11695778880410258,0.06790607981222259,0.47224946769007803,0.40619449075178443,0.8115508411207402,0.6666666666666666,0.8653347467385504
3,62,0.8023719559322288,0.15199998716394447,0.3630578625862269,0.7772587561721797,0.02852919041191378,0.9438790957516652,1.0,0.902956996647382
3,63,0.413359514204903,0.26599835561092705,0.22460652116246038,0.4238330491408869,0.30700301910414024,0.7562219995554129,0.3333333333333333,0.7398718559658878
3,64,0.6056445722404398,0.2396945191754884,0.542246887972792,0.8496835402285962,0.004037687554675795,0.9542075856035016,1.0,0.9222029495045632
3,65,0.3673970676533803,0.20313837906932647,0.35782480260988697,0.3170438680800263,0.32804045916103536,0.8686104333102445,0.0,0.7750319240834691
3,66,0.8371275989738953,0.10455355016907263,0.3426581458296926,0.5122554958359622,0.21223965974683956,0.7251517644673993,0.0,0.41744349734564784
3,67,0.5405757655763989,0.05865977596320533,0.1719855864149037,0.5559271842915822,0.31893466493924594,0.8976955360712622,1.0,0.7872672641433103
3,68,0.4555897122589537,0.21996614803971887,0.23058288696281987,0.4224769201018297,0.22543407070232022,0.35515958257335145,0.0,0.5714648389727836
3,69,0.19014394927797673,0.1987313307813015,0.05989776364150299,0.5883514045246444,0.4956553953196816,0.6657316688906505,0.6666666666666666,0.7551891207313863
3,70,0.3283189334909543,0.0801605148782178,0.14551843541720627,0.47403375626826544,0.37967082541308955,0.7930959658273771,0.6666666666666666,0.8881874037683644
3,71,0.9500036572593225,0.1796252589940841,0.45549216526426745,0.5272414169760178,0.22378006831289118,0.7282429159560792,0.3333333333333333,0.5527292914660569
3,72,0.9782978088162844,0.10530101322391751,0.09786734676490443,0.8503976790797122,0.0006753445789865951,0.9579675265491538,1.0,0.953150792545108
3,73,0.8028735537943384,0.1457600473809066,0.04509857103179441,0.6344111104770653,0.01453311444046877,0.6874933276921706,1.0,0.7775646813521027
3,74,0.848383239172664,0.15445672954199874,0.2285723200484428,0.4578260985813491,0.21747343459750665,0.8757810204909942,1.0,0.9119106558661815
3,75,0.006700180234163633,0.2840674372585413,0.00013689185575679416,0.2757901654450015,0.5777976204897279,0.0,0.0,0.3782396389780491
3,76,0.9296523165676768,0.19656359666815587,0.4732721613074826,0.6285017987169836,0.046748679226123975,0.8544407816824483,1.0,0.7883252028832493
3,77,0.50992582227163,0.10334301839584757,0.0249888052203496,0.8579315903206056,0.00995695563612257,0.9854537908027181,1.0,0.9762873002321877
3,78,0.7006952429967631,0.05671496776432601,0.3059906370937359,0.741863008626935,0.009688966864282689,0.9620551576467382,1.0,0.8814265988178162
3,79,0.5648198884469715,0.09398662438880116,0.3618471622816699,0.3818556045422448,0.34272400926276686,0.8676221337476924,0.0,0.6912462429801518
3,80,0.4640367241439556,0.21618676660869468,0.21471856747204357,0.4947285963582732,0.18595678265201396,0.8489861506727154,1.0,0.9607811248921011
3,81,0.7861559335852105,0.16975442427419551,0.4291377037711499,0.8943945511566733,0.012298998999217848,0.9767972133732079,1.0,0.9557526670689301
3,82,0.5231822651150799,0.25876399350521845,0.19658221913303872,0.44091596920252196,0.2885480222737003,0.4670358758047235,0.0,0.33941461214639373
3,83,0.752546817391492,0.25755536108304244,0.017690150003983413,0.6582646951029204,0.08119324985776294,0.5277094550099226,0.6666666666666666,0.7298724160522347
3,84,0.8833310939560864,0.10453022453612047,0.09492571547098713,0.3504253396857104,0.3226203781206475,0.75994150889213,0.0,0.5913183884179317
3,85,0.8024337028918037,0.18781792651443302,0.33126494543943835,0.943181898655281,0.011331813606100798,0.9822604695859435,1.0,0.9726384844301472
3,86,0.9747804136497644,0.12658894264760173,0.006784697174573327,0.7618452886466766,0.02820492668758949,0.7739395685622575,1.0,0.8831881232393068
3,87,0.8323105389204623,0.2891247875424711,0.29786619480551896,0.8700245029197156,0.017524083502569315,0.9379678824282796,1.0,0.9332690774028091
3,88,0.8635193519954204,0.15817634929264962,0.2798111621759238,0.8344376811064972,0.021261870366903052,0.9487008890871174,1.0,0.921844205911052
3,89,0.37548981006703497,0.09010855821753398,0.32544325057228096,0.5034217142836019,0.3581047621512164,0.9144694314052715,1.0,0.8530608436801929
3,90,0.6409403994734835,0.24164108182647182,0.16531839780651444,0.6490984551444795,0.05293514074609238,0.8090371403364448,1.0,0.8389433697231774
3,91,0.6948812124748597,0.12712421507871452,0.4937763701022868,0.513860326115542,0.1774151685387871,0.7561331195069194,0.0,0.45081632126549165
3,92,0.6699353382582381,0.2866453339161407,0.11862950597316137,0.26665897023315377,0.33477063468789203,0.029069950456639626,0.0,0.369075641846889
3,93,0.9478174964679167,0.08349575649291417,0.6889412825561593,0.8837144876072076,0.0010696324041039387,0.990309702820646,1.0,0.9521883363231625
3,94,0.10924317155444041,0.12568745403877996,0.019558649850126182,0.1955602054587609,0.6258887614753518,0.47021510241206166,0.0,0.32611497735525014
3,95,0.8078055378506349,0.07238688147400894,0.10910773591936221,0.8677927131623975,0.0014284977040604043,0.9862936715637787,1.0,0.9771858289566252
3,96,0.06486461314043368,0.24427219596263722,0.035159464406471226,0.2987852453379006,0.5603660902774523,0.5352516431211699,0.0,0.5888932204947485
3,97,0.8755115068388943,0.13477415948966154,0.8536375882650948,0.9513999264251415,0.00023716706923081698,0.9979403460019267,1.0,0.9908593692100317
3,98,0.4727694479548177,0.26126101159663284,0.3385233448983189,0.9489519727771308,0.0175060715355063,0.9821586517606298,1.0,0.9768035327686018
3,99,0.7319836587436872,0.11781838624470119,0.17450504404838782,0.7376827661091173,0.06093963036092968,0.8962338709466797,1.0,0.865567165366945
3,100,0.8366193958684014,0.2985158508213528,0.7652090450472125,0.4357769299832993,0.09255356241797918,0.9277957207477348,0.6666666666666666,0.7091948019629182
3,101,0.8566447531809649,0.19136357956273092,0.47548767866313046,0.9733339445136958,0.0024541556208356194,0.9976180763062805,1.0,0.994928861360864
3,102,0.9703312439721045,0.22181363704399865,0.8990995774910836,0.6811382079326992,0.006968930623839575,0.9277617751008523,1.0,0.8256228287964628
3,103,0.5931418184029182,0.2445006301721085,0.0017645078358785357,0.5337103897857659,0.18313958131506503,0.7083209088006952,1.0,0.9304620350582495
3,104,0.6306597690625739,0.19822153916564328,0.5959742498808667,0.42960832073636046,0.36218212793925914,0.7902828484383833,0.0,0.5821421295589313
3,105,0.729563208100764,0.22755087175527466,0.37546504124211283,0.9655573953384494,0.010391296718163271,0.9927298755310289,1.0,0.9875782160803994
3,106,0.42670211325075746,0.29543962767945897,0.04459767557509259,0.47334408268350237,0.6263893767100526,0.45961442840303857,0.3333333333333333,0.6594634404267462
3,107,0.9940300245795453,0.1645093456265005,0.08412193616945632,0.9560509382760458,0.0004755909424104989,0.9796804468160806,1.0,0.9828715310237779
3,108,0.9904866990523874,0.1298910113307558,0.24991921379979662,0.8904762761988809,0.001266198419406634,0.9717709831817891,1.0,0.9556781701025437
3,109,0.8285797308112973,0.13953934605120222,0.37562924218182936,0.43760285141236827,0.3721758313340639,0.9098153545533214,0.3333333333333333,0.8137429446776381
3,110,0.9763783075896134,0.08004610866105506,0.23724391863181973,0.899738934089152,0.0006205218209701175,0.9944341260606682,1.0,0.9886521499526782
3,111,0.2639732771105211,0.2571113796791254,0.17999145061986127,0.35555352086619685,0.17850240944688864,0.0,0.0,0.5134670048292069
3,112,0.8145393822119842,0.10499876205434945,0.009364584601546832,0.6020401207044765,0.001624279248637302,0.5352036353846377,0.6666666666666666,0.7700164653555426
3,113,0.7719354383990041,0.06629100573248257,0.4228287876705654,0.5037733550313173,0.11351540227867984,0.8427794783438914,0.0,0.4350595626736946
3,114,0.09486661797406493,0.10302052368642374,0.005495474341120014,0.8943496032101806,0.17768004031247295,0.8959184015886309,1.0,0.9081557141825733
3,115,0.333661123499259,0.20101771623188014,0.042446730821137806,0.5944826528443758,0.11217291255072814,0.4959392488524961,0.6666666666666666,0.683357934268781
3,116,0.9552878049324878,0.1734158515571816,0.6454318389544053,0.34748362191925614,0.09538548311098544,0.9437718248127561,0.0,0.8274721691486648
3,117,0.8864185855929423,0.22235140609749682,0.3145884742229516,0.9481390915440884,0.003217296411350268,0.9819711256688828,1.0,0.9754568232129092
3,118,0.9267525893202412,0.12554998566531195,0.7362014023884219,0.36636866697361076,0.11715519476324372,0.908387545661631,0.0,0.7808550953956235
3,119,0.9960283668294937,0.05312869375142952,0.8168107839100589,0.7363145117857574,0.0009436962147833713,0.988470213759153,1.0,0.9074114906393109
3,120,0.3492330953818884,0.23566608560110708,0.1302884646045428,0.3516224857724977,0.4906537508690592,0.6761971493890305,0.0,0.6689038356173583
3,121,0.17887131354405428,0.19627444207241956,0.09489479365742488,0.4202922836512236,0.21868409241574083,0.0600024402989785,0.0,0.32949159972526887
3,122,0.6368252436669003,0.29844382916196127,0.6028676206303673,0.6358766340668489,0.2005789041980928,0.7848815309029635,1.0,0.7241530493833132
3,123,0.5764081018383763,0.24912749800893763,0.060420344287546696,0.9646535846240416,0.018565428887923893,0.9821622917027915,1.0,0.9874301584004569
3,124,0.2334734039032793,0.16434401848753977,0.21185690199927293,0.47420725090059324,0.37050622237475306,0.9113033767122718,1.0,0.8933225037755069
3,125,0.09918734795058937,0.16964699484847567,0.09757153763183718,0.5013975348145123,0.1144731062156125,0.7403443491871441,1.0,0.948091041745978
3,126,0.4470832998755305,0.15374096868013354,0.18932562191702712,0.3607673373222489,0.12770439681158532,0.7282827370272335,0.3333333333333333,0.8673497786121338
3,127,0.8735439366603316,0.11929578483060795,0.004287589240523887,0.45247403501088274,0.22957460665870433,0.28129709361236954,0.6666666666666666,0.6348496138684638
3,128,0.6890817114557602,0.19855037303483303,0.6043300913531122,0.872115906770771,0.015928907272083237,0.9699567217721936,1.0,0.935372822032719
3,129,0.09889660808912915,0.09516163674942545,0.06712858439944251,0.44650196275395054,0.37060786981741617,0.5000790014721817,0.0,0.438238210368484
3,130,0.7846807437093983,0.18160552664940388,0.2634462227485828,0.32890786899292285,0.16587602016432446,0.958103176647538,0.0,0.824753389228031
3,131,0.15695940596830849,0.05247469016376878,0.06413261820029888,0.4721391650997396,0.4054334564844568,0.7839595374560787,0.0,0.5752795888266621
3,132,0.6572542946272486,0.07467132336468114,0.2138668710857774,0.746106196621852,0.03308398911655885,0.936691968290175,1.0,0.8819040456243412
3,133,0.934254029204899,0.2633659465277917,0.4033753894794085,0.8984397419206588,0.002250152228282776,0.96520479774556,1.0,0.9487688265470413
3,134,0.5145363170227972,0.15469449355717885,0.42403923224180257,0.5515896320672264,0.01625762121791165,0.8149352138881792,0.3333333333333333,0.6671743108646282
3,135,0.2063775160439636,0.13132307607545296,0.20032981538232003,0.23100980138374144,0.1692637841838235,0.7302124600386991,0.0,0.8781924578618922
3,136,0.24310161268468478,0.29200364523145095,0.12079964264582248,0.4420149620627183,0.22108106967787824,0.06265884085930795,0.3333333333333333,0.5611241699791156
3,137,0.1058496350513689,0.11284563960508702,0.04398604877823394,0.33174338424908456,0.2835041128117719,0.7822294609997718,0.0,0.8209639763089669
3,138,0.6956573852011827,0.26542989568180864,0.6424959139611395,0.5431849443069652,0.12476774858815114,0.8150117449494239,1.0,0.7274851553626891
3,139,0.004355511907308873,0.2957812124787012,0.00046145124639313564,0.29696078073849347,0.5911201102431323,0.0,0.0,0.39280571940737835
3,140,0.865781556471378,0.08080761606480176,0.8208334178391441,0.8562127065813968,0.000426898538540244,0.9978131442517649,1.0,0.9862892164530623
3,141,0.6673977623728998,0.10208521383963558,0.12850867158942011,0.47340165031350306,0.34861077289342646,0.6884045987039631,0.0,0.42103626820347523
3,142,0.4272962187015539,0.29114869586312925,0.23749832505297122,0.5044704832523219,0.07765700939069074,0.5093903189879144,0.3333333333333333,0.6700984545082213
3,143,0.28908485263827777,0.19149335413824697,0.09997664808572813,0.28387773711026276,0.4575153906341445,0.3661464537339786,0.0,0.545549592294939
3,144,0.773635879441183,0.18662649847062268,0.46852378127603084,0.5699947994832665,0.1108083548212719,0.8951941489554296,1.0,0.8305394539684352
3,145,0.9504815055852134,0.2846583695019519,0.8806194328845914,0.4633224253359048,0.05281371378316255,0.9642951055103921,1.0,0.9429215590601614
3,146,0.7324762146448479,0.07160065129133468,0.2842003773757565,0.49256789378010013,0.1036340214906367,0.9024952202533457,0.6666666666666666,0.8956973543698612
3,147,0.4236348798332127,0.1942666684137785,0.01427792127898175,0.6552052328049169,0.23198728821511203,0.5501093276526252,0.6666666666666666,0.7235862600751155
3,148,0.981741942661337,0.06248869810950285,0.3744409036831884,0.8740352894793015,0.00025424808422418627,0.9929589630209087,1.0,0.9726623279768293
3,149,0.8145845344036564,0.20295350041895888,0.7896801169979681,0.9534198272695578,0.001684021149545873,0.9920999906981027,1.0,0.9780919429873167
3,150,0.4339542244634581,0.06670998052811668,0.14708918971535595,0.5492294456270472,0.1526059627524474,0.7379989139932907,0.6666666666666666,0.6006683505914557
3,151,0.3963083605811031,0.15710599292185407,0.07023701054109062,0.8525528797565352,0.023263273069217535,0.9089509532309651,1.0,0.9257956919943504
3,152,0.6385640562012082,0.2901390279497471,0.43192133394134047,0.6630583719001892,0.002855225914616707,0.8564178522310679,1.0,0.807494910430352
3,153,0.3005848956097392,0.2400163523283393,0.11349466078578334,0.8615037342385402,0.04589408189216674,0.9260045032287575,1.0,0.9408591385115094
3,154,0.9460538740930181,0.2349483463565879,0.28476252146616043,0.9517150536733368,0.007872538653960393,0.9813898447909127,1.0,0.9767905361407863
3,155,0.11899432115288566,0.19188177463887152,0.11593755132083262,0.5255120709852185,0.13739199875367228,0.780772444912593,1.0,0.9394358547794381
3,156,0.6701529292969984,0.20402309612420239,0.13858375671814377,0.5708452692236577,0.13909667344448842,0.7108767751050244,0.6666666666666666,0.7824315195294881
3,157,0.9008415506252117,0.15491294084419305,0.23240550401350643,0.5876291639127047,0.1816841442168092,0.707246007665032,0.6666666666666666,0.6374490649083042
3,158,0.992533047526444,0.2041358197354497,0.6965766930286624,0.5690634034826333,0.12997113300344912,0.8481214828272108,1.0,0.7308050537880595
3,159,0.03987019743649234,0.05830706894895883,0.02757026367973533,0.2760648411140171,0.28762204361737714,0.9321710795586268,0.0,0.41159538814249946
3,160,0.2772479063593294,0.07720744181513818,0.0502518372096775,0.485337933878345,0.5274749966974578,0.8030993321402686,0.3333333333333333,0.639307949140245
3,161,0.473965297839696,0.21465635623681933,0.4205314794978783,0.4039551719382571,0.4629689559031,0.79526700139539,0.3333333333333333,0.7369705028076804
3,162,0.9231477483709389,0.2906145471186199,0.6481322081156237,0.6423439820632049,0.03290125926808711,0.7807531753737118,0.6666666666666666,0.7042363702005007
3,163,0.4688016142396647,0.05406406553488956,0.14696569286776967,0.4477961343839744,0.10666142600483919,0.7506274564332771,0.0,0.5747502772489361
3,164,0.12821971608250782,0.20581853208315343,0.014833717437267883,0.2617490609176434,0.4253810264704742,0.5916261968104897,0.3333333333333333,0.8953131903054454
3,165,0.982019835854492,0.29613022911323056,0.9754837132092428,0.7746322175430116,0.010029943831258666,0.9430394756263457,1.0,0.8799609811512161
3,166,0.017671060079600842,0.2232005981169652,0.014199468131049133,0.4652100819572346,0.2994254581450983,0.5850746173134506,0.0,0.22874843909501907
3,167,0.7753398677382368,0.16351097710656026,0.4424100635150408,0.5469314116394725,0.10374249774737114,0.9023625837818011,1.0,0.8352904103500248
3,168,0.48070573501765956,0.15124038065889434,0.17593920663381776,0.5948256727973179,0.21716545282444114,0.6958385603344786,0.6666666666666666,0.6449404015730771
3,169,0.4276134591363113,0.10720337864850944,0.27011215612886036,0.5122540528729209,0.2148424363526252,0.8540931430609693,1.0,0.8460493055387984
3,170,0.5318710479780805,0.17614794447857085,0.2959092710502425,0.5351067557578648,0.2095170150048744,0.8607495303084614,1.0,0.9210959580495762
3,171,0.4183871785582556,0.06641927169490909,0.05475822103987856,0.3510100385307248,0.7172156506929396,0.8836649377938315,0.0,0.9086903648054893
3,172,0.9086324982552024,0.09956866380811445,0.3092675729019486,0.7861646782272821,0.00544234704528834,0.9583502654499919,1.0,0.9089336501423485
3,173,0.9050744706164585,0.2676904410702453,0.306901681839906,0.9350134976762424,0.014686346249480503,0.9748318285094492,1.0,0.9683857169113408
3,174,0.8358138891744991,0.09087000857705728,0.23891670610043741,0.9135666712769068,0.001382093801274805,0.9955648124822353,1.0,0.9906311698717704
3,175,0.8974872817109482,0.24898580851169688,0.08838658663619009,0.5937061399223796,0.014052386481165682,0.6218780819145747,0.6666666666666666,0.7630398914721142
3,176,0.8573164358898081,0.18058189956298099,0.5475056436906396,0.530398027859932,0.16477639368972158,0.9059863850362628,1.0,0.8857821070088822
3,177,0.7181036771975718,0.10370767424416784,0.20974397096489286,0.778321707789663,0.028218002031378486,0.9622255706029165,1.0,0.9443365515554896
3,178,0.31559997816387764,0.16457093582270216,0.11254319808946375,0.5248617523003918,0.37979531254929094,0.7159779052444313,0.6666666666666666,0.7438818203962262
3,179,0.028515811644718836,0.26280881048760274,0.015580340115639742,0.1594457827975112,0.5021284147985116,0.23342989555273586,0.0,0.2698802680660678
3,180,0.7903073523749282,0.2601554220017041,0.02696960207329983,0.6161968940876307,0.06049705721825232,0.5253476185328265,0.6666666666666666,0.7680314115169234
3,181,0.05277956119836735,0.17389188208492545,0.025864919989891672,0.35476211189409645,0.0995280127409527,0.11720023053957418,0.0,0.38769380130975145
3,182,0.6230051138883781,0.07087572123289039,0.2693278693033102,0.8313021737548751,2.8689413310612066e-05,0.9969874319230911,1.0,0.9932308812203371
3,183,0.6812342087636409,0.2016677920290305,0.6292311855732607,0.4652876098043605,0.15554430410610556,0.9406999805789816,1.0,0.9110006127918422
3,184,0.4248412308946118,0.10185014039067557,0.237578115613988,0.5590981151255586,0.05413175111049525,0.6874234757459804,0.6666666666666666,0.42748146292087574
3,185,0.20359361956408717,0.2860799776003069,0.12288443075705685,0.3333507861104787,0.7575161089073811,0.7284727170967453,0.6666666666666666,0.8896881907288525
3,186,0.1596552798702222,0.17742202869288226,0.01990771697197746,0.5792117364059387,0.03011947686022398,0.25774217863241844,0.6666666666666666,0.5948548247231971
3,187,0.888365135758335,0.2595444163310956,0.11118350351419773,0.869071379622731,0.05907155468670929,0.9106654063606334,1.0,0.9325157891697816
3,188,0.93669973089614,0.07526534123861998,0.7035924852213922,0.8359992181296998,9.959052181928171e-05,0.9962416292057815,1.0,0.9788804379030374
3,189,0.6184545855088743,0.28858315235937476,0.464621577206794,0.9338856497641836,0.023103743220252326,0.97953414772522,1.0,0.9689185153544894
3,190,0.6603354076743055,0.07736544609405448,0.5260758769344146,0.762232487913125,0.006602747457568379,0.9695699223007576,1.0,0.8739805525487774
3,191,0.41178360045295137,0.07126584044702051,0.3865947255919878,0.5206366404952057,0.29994433857198605,0.9076455106876663,0.6666666666666666,0.7020703407336508
3,192,0.6889189284893479,0.2301139442368877,0.0032796922786914053,0.9678038989650637,0.007719851064883172,0.9890324417569691,1.0,0.9941343882018233
