K,N,final_order,shared_closure,continuity_overlap,collective_persistence,closure_divergence,sync_time,cross_prediction_error,closure_convergence,high_closure_frac,closure_separation,fusion_fraction,fragmentation,mean_phase_separation,order_stability,persistence_gain,collapse_suppression,buffering,identity_cluster
0.6056445722404398,3,0.9222029495045632,0.8499168134498306,0.9740521625228458,0.9998919894978066,0.0002752788799084,0,0.0040376875546757,0.9542075856035016,1.0,0.0285797517164484,1.0,0.0,0.1742369565952927,0.0,0.3790375893597497,0.9999999985507247,0.4009814407986981,3
0.3673970676533803,3,0.7750319240834691,0.3479986102850649,0.9510618200336552,0.7772290815811784,0.0523530642970802,115,0.3280404591610353,0.8686104333102445,0.0,0.0339476770809498,1.0,0.0297423808864363,0.1102441192843099,0.6,0.0554597410237917,0.9999999978723404,0.9183347119150946,3
0.8371275989738953,3,0.4174434973456478,0.4839479357040364,0.9260507396172752,0.8212835499608616,0.0336087025250896,10,0.2122396597468395,0.7251517644673993,0.0,1.5750850968614911,0.0,0.9015362816098508,0.5136592916382687,0.2,0.0568801586178397,0.0,0.9071530190323698,2
0.5405757655763989,3,0.7872672641433103,0.5708272404396847,0.9671959813566616,0.7781611423329691,0.0182022022553907,32,0.3189346649392459,0.8976955360712622,1.0,0.5329029999294731,0.0,0.4023045420784428,0.5462427487963705,0.2,1.052674899162849e-13,0.0,0.999999999999836,4
0.4555897122589537,3,0.5714648389727836,0.4044327725812485,0.8426283878170723,0.9590933132635284,0.0210004695827182,500,0.2254340707023202,0.3551595825733514,0.0,0.0190458252478817,1.0,0.0,0.1791109244224559,0.2,0.825820584495265,-0.7513134849822566,0.6803930039808166,1
0.1901439492779767,3,0.7551891207313863,0.63222598948415,0.8968998911203102,0.7680257008739447,0.060489755672185,192,0.4956553953196816,0.6657316688906505,0.6666666666666666,0.0390171414125243,1.0,0.0,0.2304740951818016,0.0,5.741265418495652e-05,0.0,0.9999151339590584,0
0.3283189334909543,3,0.8881874037683644,0.4726795671535755,0.90862173460487,0.7761568449076117,0.0209293603302099,72,0.3796708254130895,0.7930959658273771,0.6666666666666666,1.0581847202727483,0.0,0.8923304547287774,0.5078178697534877,0.0,0.0918053760990481,-0.0043668122251673,0.8417707307615322,2
0.9500036572593225,3,0.5527292914660569,0.503004690207411,0.9285128086827712,0.8436335630557545,0.0306266607542308,84,0.2237800683128911,0.7282429159560792,0.3333333333333333,0.006511334039511,1.0,0.0,0.0903020564216953,0.6,0.0036707442584432,0.9999999970588236,0.9943207897011044,3
0.9782978088162844,3,0.953150792545108,0.8580332325403458,0.9757587867611824,0.9999994532925932,0.0088470701088746,15,0.0006753445789865,0.9579675265491538,1.0,0.3135743483585997,0.8,0.2868280067616672,0.310878720439745,0.0,7.806767575955481e-05,0.0,0.9998683377840132,4
0.8028735537943384,3,0.7775646813521027,0.629954193685765,0.8727640077909622,0.9876578417668528,0.0051843456282636,122,0.0145331144404687,0.6874933276921706,1.0,0.2190338850266919,1.0,0.1413696792858478,0.340482473697948,0.6,1.8364939415825396e-11,0.0,0.9999999999712988,0
0.848383239172664,3,0.9119106558661816,0.5012025579170862,0.946422817346698,0.7915148413043607,0.0550810704321725,8,0.2174734345975066,0.8757810204909942,1.0,0.4801675944104911,0.0,0.3987339405760821,0.445655682124409,0.0,0.3221553856709716,0.2375366568218367,0.7220158113469781,2
0.0067001802341636,3,0.3782396389780491,0.2468874736089466,0.8449962596547579,0.8222074198027827,0.0698650778840179,255,0.5777976204897279,0.0,0.0,0.1457018359056799,1.0,0.1349303007734026,0.1423912652703083,0.6,0.6072531335833932,-0.0477453580775211,0.3479915377258739,1
0.9296523165676768,3,0.7883252028832493,0.6268845707846288,0.939359011075128,0.9986997445095728,0.0018777556378581,0,0.0467486792261239,0.8544407816824483,1.0,0.0047611992646248,1.0,0.0,0.0691900952430835,0.2,3.2978058912324076e-09,0.0,0.9999999948501286,4
0.50992582227163,3,0.9762873002321876,0.8701977351914066,0.9913231366802532,0.9999947661828436,0.0142105086013156,60,0.0099569556361225,0.985453790802718,1.0,1.5145777500047126,0.0,1.245283671798095,0.4720493681300668,0.6,4.1735264392799954e-14,0.0,0.9999999999999312,2
0.7006952429967631,3,0.8814265988178162,0.7443615693277474,0.9811637376734096,0.9998647559536058,0.0028880488716755,1,0.0096889668642826,0.9620551576467382,1.0,0.1891077912107875,0.8,0.1289264656606342,0.3206258042082182,0.4,0.0726594479113433,0.9999999981132076,0.8606791374515605,3
0.5648198884469715,3,0.6912462429801518,0.3999073099175683,0.9725781214500402,0.7901925684939948,0.0208065691706553,0,0.3427240092627668,0.8676221337476924,0.0,0.1798020932807655,1.0,0.1738398749131951,0.2633743590284415,0.6,0.2538668293118135,0.9999999996632996,0.5545493897644197,3
0.4640367241439556,3,0.9607811248921012,0.5528611074487016,0.902118481188816,0.7805757122452317,0.0762236964750825,85,0.1859567826520139,0.8489861506727154,1.0,0.1903595089040272,1.0,0.1868967064008765,0.2687064655771684,0.0,2.925682719029364e-05,0.0,0.9999539856371944,4
0.7861559335852105,3,0.95575266706893,0.898425677627899,0.986050924197675,0.9999866093425924,0.0046971166193346,70,0.0122989989992178,0.976797213373208,1.0,0.4730251077844116,0.8,0.4212701498283263,0.2514552427188578,0.0,2.3440644577123765e-07,0.0,0.999999633479649,4
0.5231822651150799,3,0.3394146121463937,0.3986616721416912,0.8994350045088141,0.7671533442225709,0.0634733550321414,63,0.2885480222737003,0.4670358758047235,0.0,0.0348262546608158,1.0,0.0,0.1974982937129059,0.2,0.0002476345956163,0.0,0.9995786029041268,1
0.752546817391492,3,0.7298724160522347,0.6365998992593618,0.8303583126114701,0.871653756346194,0.0259880029827942,65,0.0811932498577629,0.5277094550099226,0.6666666666666666,0.9615274258408106,0.0,0.7365299825577146,0.5240264569615122,0.0,0.1101908409023513,0.0,0.8388844447716582,2
0.8833310939560864,3,0.5913183884179317,0.3347837240531608,0.9677067073043568,0.8109720325104663,0.0274809349578922,18,0.3226203781206475,0.75994150889213,0.0,1.5816936788519909,0.0,1.2435525820479312,0.5181875481557513,0.4,0.0683884648239977,-0.0975609755621653,0.8915067522897238,2
0.8024337028918037,3,0.9726384844301472,0.9438440630204424,0.9888318109095472,0.9999993125358176,0.0007731051629122,5,0.0113318136061007,0.9822604695859436,1.0,0.0825532228750411,1.0,0.0736345340542498,0.1741483600370796,0.4,4.342153029694459e-06,0.0,0.9999932038688196,4
0.9747804136497644,3,0.8831881232393068,0.7647078095734786,0.8846057577577457,0.9999375236214928,0.0033219256164072,59,0.0282049266875894,0.7739395685622575,1.0,0.1231550718270645,0.6,0.0894192985594089,0.3051679955054072,0.0,0.2627063672204272,0.9999999988095238,0.5574027876148637,3
0.8323105389204623,3,0.9332690774028092,0.8703633791143487,0.9639999371625804,0.9999889264019138,0.0004016364618028,44,0.0175240835025693,0.9379678824282796,1.0,0.2152893959141209,0.0,0.1416282785950145,0.4691502025669714,0.0,0.0176402264541349,0.9999999982142856,0.9665968131403222,3
0.8635193519954204,3,0.921844205911052,0.8374615337085481,0.9712848032699825,0.9999484204844274,0.0035192126058906,56,0.021261870366903,0.9487008890871174,1.0,1.6854994493581643,0.0,1.2420817449021062,0.5368257717648738,0.0,0.2863674431149096,-0.0900473933542597,0.7904583533833739,2
0.3754898100670349,3,0.8530608436801929,0.5429593358269167,0.9747947834944756,0.7810814100309874,0.0450242449440346,224,0.3581047621512164,0.9144694314052716,1.0,1.3710432134717845,0.0,1.244180003996034,0.4808767122333612,0.0,0.0011284385957135,0.0,0.9978013629234944,2
0.6409403994734835,3,0.8389433697231774,0.6873714936721151,0.9230696112620702,0.7675347534980522,0.0516275004596756,13,0.0529351407460923,0.8090371403364448,1.0,0.0082106285399305,1.0,0.0,0.0846696108709486,1.0,0.0460797871699418,0.9999999996845426,0.9236226218561612,3
0.6948812124748597,3,0.4508163212654916,0.4695483359774856,0.9261348994062806,0.7983615768540712,0.0501179898452331,71,0.1774151685387871,0.7561331195069194,0.0,0.5839302988564475,0.0,0.4856459076530448,0.4032707192912744,0.2,0.0885975583248248,0.0,0.8769505549077488,0
0.6699353382582381,3,0.369075641846889,0.2119455417539456,0.8940211656689144,0.7487503327339194,0.0794806257762369,5,0.334770634687892,0.0290699504566396,0.0,0.0050823171525658,1.0,0.0,0.1004264344033632,0.6,0.0441696411475237,0.9999999944444444,0.9324587219290518,1
0.9478174964679168,3,0.9521883363231624,0.8861335384537051,0.9942640601515136,0.9999989193678228,0.0027993827997177,26,0.0010696324041039,0.990309702820646,1.0,0.1728184347732143,1.0,0.1634917833210221,0.1570600099710721,0.0,5.373196400670553e-07,0.0,0.9999991604202298,4
0.1092431715544404,3,0.3261149773552501,0.2044140978952782,0.8873098174481194,0.852362496853179,0.0287065398100504,8,0.6258887614753518,0.4702151024120616,0.0,0.9914188743096616,0.0,0.6878995779229468,0.477303447983239,0.4,2.114359772313609e-07,0.0,0.9999996698315586,1
0.8078055378506349,3,0.9771858289566252,0.8756800264885806,0.992543304116341,0.9999912707697554,0.0091221200967588,78,0.0014284977040604,0.9862936715637788,1.0,0.9487967995362429,0.0,0.7557799356854629,0.4540468696913031,0.4,0.3663956281005364,0.999999996551724,0.6488398509747471,2
0.0648646131404336,3,0.5888932204947485,0.2971399907514261,0.8632029773849579,0.878993469833912,0.040655370832065,46,0.5603660902774523,0.5352516431211699,0.0,0.8414361829211571,0.0,0.534821720672175,0.5604557271063032,0.0,0.0437600709956796,0.9999999978723404,0.9241049845518126,1
0.8755115068388943,3,0.9908593692100316,0.9565631041990268,0.9986749190682956,0.9999999464001532,0.0059965497221208,0,0.0002371670692308,0.9979403460019268,1.0,0.3370101278629669,0.0,0.2364894194119915,0.4370196974365718,0.2,0.010708516499945,0.9999999987179488,0.9831583039202508,3
