domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite,passive_persistence,active_continuity,observer_continuity,perspective_continuity,temporal_alignment,self_referential_closure
branching,10,CH,1.0,0.0,0.3962,0.24455,0.9982,0.3962,0.0,0.0,0.0,0.2991,CH,op_diffusion,1.0,0.0,0.0,0.9982,0.3962,0.3962,0.24455,0.0,,,,,,,0.3962,0.9982,0.0,0.0,0.0968907099999999,0.1239059766036626,0.0,,0.3961999999603799,0.99819999990018,0.0,0.0,0.1198997316766749,0.1239059764817328,0.0,,0.2340293868598525,0.7645918660364952,0.13206666666666667,0.012796033100666652,,0.0,0.15697444
branching,11,CH,1.0,0.0,0.4656,0.322116,0.9993,0.4656,0.0,0.0,0.0,0.3164,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.4656,0.4656,0.322116,0.0,,,,,,,0.4656,0.9993,0.0,0.0,0.1499772096,0.1455363842028587,0.0,,0.46559999995344,0.99929999990007,0.0,0.0,0.185592893154116,0.1455363840814704,0.0,,0.2565756110127281,0.7429039919149808,0.1552,0.02327646292992,,0.0,0.21678336
branching,12,CH,1.0,0.0,0.3986,0.26993,0.9995,0.3986,0.0,0.0,0.0,0.2996,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.3986,0.3986,0.26993,0.0,,,,,,,0.3986,0.9995,0.0,0.0,0.107594098,0.1245311328926568,0.0,,0.39859999996014,0.99949999990005,0.0,0.0,0.1331448957303942,0.1245311327707426,0.0,,0.2365394326230467,0.7630788370932649,0.13286666666666666,0.014295669154266666,,0.0,0.15888196000000002
branching,13,CH,1.0,0.0,0.3949,0.219956,0.9983,0.3949,0.0,0.0,0.0,0.2987,CH,op_diffusion,1.0,0.0,0.0,0.9983,0.3949,0.3949,0.219956,0.0,,,,,,,0.3949,0.9983,0.0,0.0,0.0868606244,0.1234058515724674,0.0,,0.3948999999605099,0.99829999990017,0.0,0.0,0.1074877618177062,0.1234058514505251,0.0,,0.2320133733041301,0.7666810494304869,0.13163333333333332,0.011433753525186666,,0.0,0.15594600999999997
branching,14,CG,1.0,0.0,0.2,0.140195,0.9911,0.2,0.0,0.0,1.0,0.4,CG,op_diffusion,1.0,0.0,0.0,0.9911,0.2,0.2,0.140195,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,0.9911,0.0,0.0,0.0280389999999999,0.2500625157226729,0.2,-2.0,0.19999999998,0.99109999990089,0.0,0.0,0.0346975326786467,0.2500625156039009,0.24999999996875,0.0,0.2157325060165234,0.7772875132870236,0.06666666666666667,0.00186926666666666,-0.00186926666666666,0.050012503144534586,0.04000000000000001
branching,15,CG,1.0,0.6,0.5986,0.443729,0.999,0.5986,0.2145,0.5776,0.14,0.6073,CG,op_diffusion,1.0,0.0,0.0,0.999,0.5986,0.5986,0.443729,0.0,5.0,1.0,3.73,0.6,0.0,1.0,0.5986,0.999,0.35916,0.34575136,0.2656161794,0.5092523131396284,0.083804,0.6,0.59859999994014,0.9989999999001,0.359159999964084,0.3507985975669234,0.3286931083386999,0.5092523130273443,0.1047549999869056,0.8666666666377778,0.5146157106702469,0.4848989050404233,0.4345037866666666,0.11541123574923264,0.06924674144953957,0.04267738085035342,0.35832196000000005
branching,16,CH,1.0,0.0,0.3268,0.145885,0.9972,0.3268,0.0,0.0,0.0,0.2817,CH,op_diffusion,1.0,0.0,0.0,0.9972,0.3268,0.3268,0.145885,0.0,,,,,,,0.3268,0.9972,0.0,0.0,0.0476752179999999,0.102150537746668,0.0,,0.3267999999673199,0.99719999990028,0.0,0.0,0.0589968413465747,0.1021505376241937,0.0,,0.212163911262624,0.7856301476889113,0.10893333333333333,0.005193420414133322,,0.0,0.10679823999999999
branching,17,CH,1.0,0.0,0.3991,0.222845,0.9995,0.3991,0.0,0.0,0.0,0.2998,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.3991,0.3991,0.222845,0.0,,,,,,,0.3991,0.9995,0.0,0.0,0.0889374394999999,0.1247811954082546,0.0,,0.39909999996009,0.99949999990005,0.0,0.0,0.1100577664469639,0.1247811952863467,0.0,,0.2333484230847786,0.7662682511267638,0.13303333333333334,0.011831644034816654,,0.0,0.15928081
branching,18,CH,1.0,0.0,0.4649,0.321923,0.9995,0.4649,0.0,0.0,0.0,0.3162,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.4649,0.4649,0.321923,0.0,,,,,,,0.4649,0.9995,0.0,0.0,0.1496620027,0.1452863216872612,0.0,,0.46489999995351,0.99949999990005,0.0,0.0,0.1852028328198214,0.1452863215658665,0.0,,0.2564127363198926,0.7432154700482674,0.15496666666666667,0.023192621685076666,,0.0,0.21613200999999999
branching,19,CH,1.0,0.0,0.462,0.271174,0.9992,0.462,0.0,0.0,0.0,0.3155,CH,op_diffusion,1.0,0.0,0.0,0.9992,0.462,0.462,0.271174,0.0,,,,,,,0.462,0.9992,0.0,0.0,0.125282388,0.1444111028826693,0.0,,0.4619999999538,0.99919999990008,0.0,0.0,0.1550336942005388,0.1444111027612528,0.0,,0.2515206852593817,0.7478805312888258,0.154,0.019293487752,,0.0,0.21344400000000002
branching,20,CH,1.0,0.0,0.3962,0.229472,0.9996,0.3962,0.0,0.0,0.0,0.2991,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3962,0.3962,0.229472,0.0,,,,,,,0.3962,0.9996,0.0,0.0,0.0909168064,0.1239059766036626,0.0,,0.3961999999603799,0.99959999990004,0.0,0.0,0.1125071814651808,0.1239059764817328,0.0,,0.2331733082581905,0.7665199610651128,0.13206666666666667,0.012007079565226666,,0.0,0.15697444
branching,21,CH,1.0,0.0,0.3311,0.132183,0.9971,0.3311,0.0,0.0,0.0,0.2828,CH,op_diffusion,1.0,0.0,0.0,0.9971,0.3311,0.3311,0.132183,0.0,,,,,,,0.3311,0.9971,0.0,0.0,0.0437657913,0.1035258815824549,0.0,,0.33109999996689,0.99709999990029,0.0,0.0,0.0541590275629867,0.1035258814600149,0.0,,0.2122692726985973,0.7854463081922286,0.11036666666666667,0.0048302844998100005,,0.0,0.10962721
branching,22,CH,1.0,0.0,0.4625,0.294,0.9995,0.4625,0.0,0.0,0.0,0.3156,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.4625,0.4625,0.294,0.0,,,,,,,0.4625,0.9995,0.0,0.0,0.135975,0.1445361341404681,0.0,,0.46249999995375,0.99949999990005,0.0,0.0,0.1682655232347444,0.1445361340190548,0.0,,0.2535430938725141,0.7460836776744222,0.15416666666666667,0.020962812500000004,,0.0,0.21390625000000002
branching,23,CG,1.0,0.0,0.6593,0.596127,0.999,0.6593,0.0,0.0,0.2,0.3948,CG,op_diffusion,1.0,0.0,0.0,0.999,0.6593,0.6593,0.596127,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6593,0.999,0.0,0.0,0.3930265310999999,0.2435608903171343,0.13186,-2.0,0.65929999993407,0.9989999999001,0.0,0.0,0.4863601022296601,0.2435608901981996,0.1648249999793968,0.0,0.3191307490301783,0.680188381718852,0.21976666666666667,0.08637413065140997,-0.08637413065140997,0.032115938997217326,0.43467648999999997
branching,24,CH,1.0,0.0,0.4618,0.335798,0.9996,0.4618,0.0,0.0,0.0,0.3155,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.4618,0.4618,0.335798,0.0,,,,,,,0.4618,0.9996,0.0,0.0,0.1550715164,0.1444111028826693,0.0,,0.46179999995382,0.99959999990004,0.0,0.0,0.191896965220454,0.1444111027612528,0.0,,0.2568154382622238,0.742887287913081,0.15393333333333334,0.023870675424506667,,0.0,0.21325924
branching,25,CH,1.0,0.0,0.463,0.322781,0.9997,0.463,0.0,0.0,0.0,0.3158,CH,op_diffusion,1.0,0.0,0.0,0.9997,0.463,0.463,0.322781,0.0,,,,,,,0.463,0.9997,0.0,0.0,0.149447603,0.1447861966560659,0.0,,0.4629999999537,0.99969999990003,0.0,0.0,0.1849375187716371,0.1447861965346588,0.0,,0.2560605307371466,0.7437162874220745,0.15433333333333335,0.02306474672966667,,0.0,0.21436900000000003
branching,26,CH,1.0,0.0,0.5217,0.350022,0.9988,0.5217,0.0,0.0,0.0,0.3304,CH,op_diffusion,1.0,0.0,0.0,0.9988,0.5217,0.5217,0.350022,0.0,,,,,,,0.5217,0.9988,0.0,0.0,0.1826064774,0.1630407602946937,0.0,,0.52169999994783,0.99879999990012,0.0,0.0,0.2259707627561281,0.1630407601737435,0.0,,0.2727873603968316,0.7263399844356446,0.17390000000000003,0.031755266419860005,,0.0,0.27217089000000005
branching,27,CL,1.0,0.0,0.0,0.0072,0.9819,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,0.9819,0.0,0.0,0.0072,0.0,,,,,,,0.0,0.9819,0.0,0.0,0.0,1.2503131863184078e-10,0.0,,0.0,0.98189999990181,0.0,0.0,0.0,0.0,0.0,,0.1402714285574014,0.8441674842994876,0.0,0.0,,0.0,0.0
branching,28,CG,1.0,0.0,0.7299,0.606757,0.999,0.7299,0.0,0.0,0.28,0.4245,CG,op_diffusion,1.0,0.0,0.0,0.999,0.7299,0.7299,0.606757,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7299,0.999,0.0,0.0,0.4428719343,0.280695173883384,0.204372,-2.0,0.7298999999270099,0.9989999999001,0.0,0.0,0.5480424912739316,0.2806951737653789,0.2554649999680669,0.0,0.3516378331043109,0.6477138047287935,0.2433,0.10775074161519,-0.10775074161519,0.05736623407689495,0.53275401
branching,29,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.2,0.2,0.092175,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,0.9999,0.0,0.0,0.018435,0.2500625157226729,0.2,-2.0,0.19999999998,0.99989999990001,0.0,0.0,0.0228128326591837,0.2500625156039009,0.24999999996875,0.0,0.2153469185139805,0.7845746161778709,0.06666666666666667,0.001229,-0.001229,0.050012503144534586,0.04000000000000001
branching,30,CG,1.0,0.0,0.2,0.108979,0.9999,0.2,0.0,0.0,1.0,0.4,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.2,0.2,0.108979,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,0.9999,0.0,0.0,0.0217958,0.2500625157226729,0.2,-2.0,0.19999999998,0.99989999990001,0.0,0.0,0.0269717351816131,0.2500625156039009,0.24999999996875,0.0,0.2158667813292842,0.7840548053488487,0.06666666666666667,0.0014530533333333333,-0.0014530533333333333,0.050012503144534586,0.04000000000000001
branching,31,CH,1.0,0.0,0.3289,0.07592,0.9975,0.3289,0.0,0.0,0.0,0.2822,CH,op_diffusion,1.0,0.0,0.0,0.9975,0.3289,0.3289,0.07592,0.0,,,,,,,0.3289,0.9975,0.0,0.0,0.024970088,0.102775694035662,0.0,,0.32889999996711,0.99749999990025,0.0,0.0,0.0308998339587248,0.1027756939132032,0.0,,0.2085822182484697,0.7894392372971515,0.10963333333333335,0.0027375539810666673,,0.0,0.10817521000000002
branching,32,CH,1.0,0.0,0.3965,0.262706,0.9996,0.3965,0.0,0.0,0.0,0.2991,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3965,0.3965,0.262706,0.0,,,,,,,0.3965,0.9996,0.0,0.0,0.104162929,0.1239059766036626,0.0,,0.39649999996035,0.99959999990004,0.0,0.0,0.1288989134020851,0.1239059764817328,0.0,,0.2355578413920297,0.7641363817445271,0.13216666666666668,0.013766867116166669,,0.0,0.15721225000000003
branching,33,CH,1.0,0.0,0.3966,0.234505,0.996,0.3966,0.0,0.0,0.0,0.2991,CH,op_diffusion,1.0,0.0,0.0,0.996,0.3966,0.3966,0.234505,0.0,,,,,,,0.3966,0.996,0.0,0.0,0.093004683,0.1239059766036626,0.0,,0.39659999996034,0.9959999999004,0.0,0.0,0.115090874412771,0.1239059764817328,0.0,,0.2330852643936063,0.7638470766639681,0.1322,0.012295219092600002,,0.0,0.15729156
branching,34,CG,1.0,0.0,0.3333,0.151193,0.9999,0.3333,0.0,0.0,1.0,0.4333,CG,op_diffusion,1.0,0.0,0.0,0.9999,0.3333,0.3333,0.151193,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3333,0.9999,0.0,0.0,0.0503926268999999,0.2916979245696802,0.3333,-2.0,0.33329999996667,0.99989999990001,0.0,0.0,0.0623595641294484,0.2916979244519505,0.4166249999479218,0.0,0.2629853110495,0.736940987481605,0.11109999999999999,0.005598620848589988,-0.005598620848589988,0.0972229182590744,0.11108889
branching,35,CH,1.0,0.0,0.4628,0.379936,0.999,0.4628,0.0,0.0,0.0,0.3157,CH,op_diffusion,1.0,0.0,0.0,0.999,0.4628,0.4628,0.379936,0.0,,,,,,,0.4628,0.999,0.0,0.0,0.1758343808,0.144661165398267,0.0,,0.46279999995372,0.9989999999001,0.0,0.0,0.217590469483135,0.1446611652768567,0.0,,0.2605788049448302,0.7386817738601146,0.15426666666666666,0.027125383811413332,,0.0,0.21418384
branching,36,CH,1.0,0.0,0.3302,0.166972,0.9972,0.3302,0.0,0.0,0.0,0.2825,CH,op_diffusion,1.0,0.0,0.0,0.9972,0.3302,0.3302,0.166972,0.0,,,,,,,0.3302,0.9972,0.0,0.0,0.0551341544,0.1031507878090585,0.0,,0.33019999996698,0.99719999990028,0.0,0.0,0.0682270809944562,0.1031507876866092,0.0,,0.2141111240783322,0.7836883870690871,0.11006666666666666,0.006068432594293334,,0.0,0.10903204
branching,37,CG,1.0,0.0,0.2,0.118697,0.9932,0.2,0.0,0.0,1.0,0.4,CG,op_diffusion,1.0,0.0,0.0,0.9932,0.2,0.2,0.118697,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,0.9932,0.0,0.0,0.0237394,0.2500625157226729,0.2,-2.0,0.19999999998,0.99319999990068,0.0,0.0,0.0293768895920492,0.2500625156039009,0.24999999996875,0.0,0.2153299256306725,0.7793343178636161,0.06666666666666667,0.0015826266666666667,-0.0015826266666666667,0.050012503144534586,0.04000000000000001
branching,38,CH,1.0,0.0,0.5295,0.37708,0.9995,0.5295,0.0,0.0,0.0,0.3324,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.5295,0.5295,0.37708,0.0,,,,,,,0.5295,0.9995,0.0,0.0,0.19966386,0.1655413854506701,0.0,,0.52949999994705,0.99949999990005,0.0,0.0,0.2470788297405313,0.1655413853297825,0.0,,0.2773743164167734,0.722264370741435,0.1765,0.03524067129,,0.0,0.28037025
branching,39,CG,1.0,0.0,0.6497,0.537522,0.9982,0.6497,0.0,0.0,0.24,0.3984,CG,op_diffusion,1.0,0.0,0.0,0.9982,0.6497,0.6497,0.537522,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6497,0.9982,0.0,0.0,0.3492280434000001,0.2480620155978917,0.155928,-2.0,0.64969999993503,0.99819999990018,0.0,0.0,0.4321606137227213,0.2480620154790697,0.1949099999756362,0.0,0.3153790786265796,0.6833886037149483,0.21656666666666669,0.07563115326566003,-0.07563115326566003,0.03867981396814806,0.42211009000000005
branching,40,CG,1.0,0.0,0.5999,0.481982,0.999,0.5999,0.0,0.0,0.14,0.371,CG,op_diffusion,1.0,0.0,0.0,0.999,0.5999,0.5999,0.481982,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5999,0.999,0.0,0.0,0.2891410018,0.2138034509610149,0.083986,-2.0,0.59989999994001,0.9989999999001,0.0,0.0,0.3578044637359454,0.2138034508413354,0.1049824999868771,0.0,0.2844363018005335,0.714848134501267,0.19996666666666665,0.05781856232660667,-0.05781856232660667,0.0179564966324118,0.35988001
branching,41,CH,1.0,0.0,0.331,0.165367,0.9967,0.331,0.0,0.0,0.0,0.2827,CH,op_diffusion,1.0,0.0,0.0,0.9967,0.331,0.331,0.165367,0.0,,,,,,,0.331,0.9967,0.0,0.0,0.054736477,0.103400850324656,0.0,,0.3309999999669,0.99669999990033,0.0,0.0,0.0677349655630193,0.103400850202213,0.0,,0.2141194022332088,0.7832871917941608,0.11033333333333334,0.006039257962333334,,0.0,0.109561
branching,42,CL,0.9667,0.0,0.0,0.003459,0.9551,0.0,0.0,0.0,0.0,0.1933,CL,op_diffusion,0.9667,0.0333,0.004528,0.9551,0.0,0.0,0.003459,0.2108,,,,,,,0.0,0.92329517,0.0,0.0,0.0,0.0332583146995176,0.0,,0.0,0.9232951699076704,0.0,0.0,0.0,0.0332583145753188,0.0,,0.1366504977832841,0.8245851095671853,0.0,0.0,,0.0,0.0
branching,43,CH,1.0,0.0,0.3278,0.176184,0.9967,0.3278,0.0,0.0,0.0,0.2819,CH,op_diffusion,1.0,0.0,0.0,0.9967,0.3278,0.3278,0.176184,0.0,,,,,,,0.3278,0.9967,0.0,0.0,0.0577531151999999,0.1024006002622656,0.0,,0.32779999996722,0.99669999990033,0.0,0.0,0.0714679768160652,0.1024006001397975,0.0,,0.2140526538319161,0.7833537199257292,0.10926666666666666,0.0063104903875199885,,0.0,0.10745284
branching,44,CH,1.0,0.0,0.3988,0.26751,0.9996,0.3988,0.0,0.0,0.0,0.2997,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.3988,0.3988,0.26751,0.0,,,,,,,0.3988,0.9996,0.0,0.0,0.106682988,0.1246561641504557,0.0,,0.39879999996012,0.99959999990004,0.0,0.0,0.1320174208204887,0.1246561640285447,0.0,,0.2364390835298848,0.7632554921035272,0.13293333333333332,0.014181725204799999,,0.0,0.15904143999999998
branching,45,CG,1.0,0.0,0.6625,0.540962,0.9989,0.6625,0.0,0.0,0.26,0.4046,CG,op_diffusion,1.0,0.0,0.0,0.9989,0.6625,0.6625,0.540962,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6625,0.9989,0.0,0.0,0.358387325,0.2558139535814188,0.17225,-2.0,0.66249999993375,0.99889999990011,0.0,0.0,0.4434949862976679,0.2558139534627908,0.2153124999730859,0.0,0.3220026799459256,0.677251523002015,0.22083333333333333,0.07914386760416665,-0.07914386760416665,0.04406395350439938,0.43890625
branching,46,CH,1.0,0.0,0.4654,0.293934,0.9997,0.4654,0.0,0.0,0.0,0.3164,CH,op_diffusion,1.0,0.0,0.0,0.9997,0.4654,0.4654,0.293934,0.0,,,,,,,0.4654,0.9997,0.0,0.0,0.1367968835999999,0.1455363842028587,0.0,,0.46539999995346,0.99969999990003,0.0,0.0,0.1692825827971054,0.1455363840814704,0.0,,0.2542741381045808,0.7455021441368507,0.15513333333333332,0.021221756542479982,,0.0,0.21659715999999998
branching,47,CH,1.0,0.0,0.5317,0.354268,0.9994,0.5317,0.0,0.0,0.0,0.3329,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.5317,0.5317,0.354268,0.0,,,,,,,0.5317,0.9994,0.0,0.0,0.1883642956,0.1661665417396641,0.0,,0.5316999999468299,0.99939999990006,0.0,0.0,0.2330959129095647,0.1661665416187922,0.0,,0.2757660649107495,0.7237993947281969,0.17723333333333333,0.03338443199017333,,0.0,0.28270488999999993
branching,48,CH,1.0,0.0,0.4625,0.345432,0.9996,0.4625,0.0,0.0,0.0,0.3156,CH,op_diffusion,1.0,0.0,0.0,0.9996,0.4625,0.4625,0.345432,0.0,,,,,,,0.4625,0.9996,0.0,0.0,0.1597623,0.1445361341404681,0.0,,0.46249999995375,0.99959999990004,0.0,0.0,0.1977016878300143,0.1445361340190548,0.0,,0.2577625459575513,0.7419405590608317,0.15416666666666667,0.024630021250000002,,0.0,0.21390625000000002
branching,49,CH,1.0,0.0,0.3985,0.231577,0.9993,0.3985,0.0,0.0,0.0,0.2996,CH,op_diffusion,1.0,0.0,0.0,0.9993,0.3985,0.3985,0.231577,0.0,,,,,,,0.3985,0.9993,0.0,0.0,0.0922834345,0.1245311328926568,0.0,,0.39849999996015,0.99929999990007,0.0,0.0,0.1141983481672496,0.1245311327707426,0.0,,0.233789925828316,0.7656737271197638,0.13283333333333333,0.012258316216083334,,0.0,0.15880225
branching,50,CH,1.0,0.0,0.4602,0.367096,0.9994,0.4602,0.0,0.0,0.0,0.3151,CH,op_diffusion,1.0,0.0,0.0,0.9994,0.4602,0.4602,0.367096,0.0,,,,,,,0.4602,0.9994,0.0,0.0,0.1689375792,0.143910977851474,0.0,,0.46019999995398,0.99939999990006,0.0,0.0,0.2090558570185627,0.1439109777300449,0.0,,0.2589381192289496,0.7406172436425877,0.1534,0.02591502464928,,0.0,0.21178404
branching,51,CH,1.0,0.0,0.3952,0.258757,0.9995,0.3952,0.0,0.0,0.0,0.2988,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.3952,0.3952,0.258757,0.0,,,,,,,0.3952,0.9995,0.0,0.0,0.1022607664,0.1235308828302662,0.0,,0.39519999996048,0.99949999990005,0.0,0.0,0.1265450366955835,0.123530882708327,0.0,,0.2349679884663486,0.7646494955278846,0.13173333333333334,0.013471151627093333,,0.0,0.15618304
branching,52,CH,1.0,0.0,0.3986,0.255042,0.9995,0.3986,0.0,0.0,0.0,0.2996,CH,op_diffusion,1.0,0.0,0.0,0.9995,0.3986,0.3986,0.255042,0.0,,,,,,,0.3986,0.9995,0.0,0.0,0.1016597412,0.1245311328926568,0.0,,0.39859999996014,0.99949999990005,0.0,0.0,0.1258012836545446,0.1245311327707426,0.0,,0.2354903451836396,0.7641273999889522,0.13286666666666666,0.01350719094744,,0.0,0.15888196000000002
