domain_A,domain_B,operator_A,operator_B,property,val_A,val_B,comp_val,invariance
coupled_map_lattice,graph_diffusion,additive,synchronization,mean_recursive_closure,0.2613,0.0008,0.131,0.5013394565633372
coupled_map_lattice,graph_diffusion,additive,synchronization,mean_continuity,0.846,0.9917,0.9189,0.9138297872340424
coupled_map_lattice,graph_diffusion,additive,synchronization,mean_reconstruction,0.8314,0.0,0.4157,0.5
graph_diffusion,coupled_map_lattice,additive,synchronization,cg_rate,0.0,0.168,0.084,0.0
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_coherence,0.4913,0.5952,0.5433,0.8941583553836759
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_fertility,0.0004,0.1219,0.0612,0.0
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_reversibility,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_recursive_closure,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_continuity,0.9917,0.846,0.9189,0.9265907028335182
graph_diffusion,coupled_map_lattice,additive,synchronization,mean_reconstruction,0.0,0.8314,0.4157,0.0
coupled_map_lattice,gray_scott,additive,recursive_feedback,cg_rate,0.168,0.35,0.259,0.45833333333333337
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_coherence,0.5952,0.5911,0.5932,0.9966397849462365
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_fertility,0.1219,0.1448,0.1334,0.9056603773584906
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_reversibility,0.2613,0.7321,0.4967,0.09911978568694979
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_recursive_closure,0.2613,0.7321,0.4967,0.09911978568694979
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_continuity,0.846,0.9054,0.8757,0.9648936170212765
coupled_map_lattice,gray_scott,additive,recursive_feedback,mean_reconstruction,0.8314,0.9582,0.8948,0.9237430839547751
coupled_map_lattice,kuramoto,additive,recursive_feedback,cg_rate,0.168,0.358,0.263,0.43452380952380953
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_coherence,0.5952,0.572,0.5836,0.9805107526881721
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_fertility,0.1219,0.2218,0.1719,0.5898277276456111
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_reversibility,0.2613,0.5897,0.4255,0.3716035208572521
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_recursive_closure,0.2613,0.5897,0.4255,0.3716035208572521
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_continuity,0.846,0.9617,0.9039,0.9315602836879432
coupled_map_lattice,kuramoto,additive,recursive_feedback,mean_reconstruction,0.8314,1.0,0.9157,0.8986047630502767
graph_diffusion,gray_scott,additive,recursive_feedback,cg_rate,0.0,0.35,0.175,0.0
graph_diffusion,gray_scott,additive,recursive_feedback,mean_coherence,0.4913,0.5911,0.5412,0.8984327294931813
graph_diffusion,gray_scott,additive,recursive_feedback,mean_fertility,0.0004,0.1448,0.0726,0.0
graph_diffusion,gray_scott,additive,recursive_feedback,mean_reversibility,0.0008,0.7321,0.3665,0.0
graph_diffusion,gray_scott,additive,recursive_feedback,mean_recursive_closure,0.0008,0.7321,0.3665,0.0
graph_diffusion,gray_scott,additive,recursive_feedback,mean_continuity,0.9917,0.9054,0.9486,0.956539275990723
graph_diffusion,gray_scott,additive,recursive_feedback,mean_reconstruction,0.0,0.9582,0.4791,0.0
graph_diffusion,kuramoto,additive,recursive_feedback,cg_rate,0.0,0.358,0.179,0.0
graph_diffusion,kuramoto,additive,recursive_feedback,mean_coherence,0.4913,0.572,0.5317,0.9177691837980868
graph_diffusion,kuramoto,additive,recursive_feedback,mean_fertility,0.0004,0.2218,0.1111,0.0
graph_diffusion,kuramoto,additive,recursive_feedback,mean_reversibility,0.0008,0.5897,0.2952,0.0
graph_diffusion,kuramoto,additive,recursive_feedback,mean_recursive_closure,0.0008,0.5897,0.2952,0.0
graph_diffusion,kuramoto,additive,recursive_feedback,mean_continuity,0.9917,0.9617,0.9767,0.9848744580014117
graph_diffusion,kuramoto,additive,recursive_feedback,mean_reconstruction,0.0,1.0,0.5,0.0
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,cg_rate,0.168,0.0,0.084,0.5
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_coherence,0.5952,0.4913,0.5433,0.9128024193548387
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_fertility,0.1219,0.0004,0.0612,0.502050861361772
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_reversibility,0.2613,0.0008,0.131,0.5013394565633372
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_recursive_closure,0.2613,0.0008,0.131,0.5013394565633372
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_continuity,0.846,0.9917,0.9189,0.9138297872340424
coupled_map_lattice,graph_diffusion,additive,competitive_exclusion,mean_reconstruction,0.8314,0.0,0.4157,0.5
coupled_map_lattice,replicator,additive,competitive_exclusion,cg_rate,0.168,0.0,0.084,0.5
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_coherence,0.5952,0.591,0.5931,0.9964717741935484
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_fertility,0.1219,0.0167,0.0693,0.5684987694831829
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_reversibility,0.2613,0.0199,0.1406,0.5380788365862994
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_recursive_closure,0.2613,0.0199,0.1406,0.5380788365862994
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_continuity,0.846,0.9397,0.8928,0.9446808510638297
coupled_map_lattice,replicator,additive,competitive_exclusion,mean_reconstruction,0.8314,0.0,0.4157,0.5
graph_diffusion,replicator,additive,competitive_exclusion,cg_rate,0.0,0.0,0.0,0.0
graph_diffusion,replicator,additive,competitive_exclusion,mean_coherence,0.4913,0.591,0.5412,0.8984327294931813
graph_diffusion,replicator,additive,competitive_exclusion,mean_fertility,0.0004,0.0167,0.0085,0.0
graph_diffusion,replicator,additive,competitive_exclusion,mean_reversibility,0.0008,0.0199,0.0104,0.0
graph_diffusion,replicator,additive,competitive_exclusion,mean_recursive_closure,0.0008,0.0199,0.0104,0.0
graph_diffusion,replicator,additive,competitive_exclusion,mean_continuity,0.9917,0.9397,0.9657,0.9737823938691136
graph_diffusion,replicator,additive,competitive_exclusion,mean_reconstruction,0.0,0.0,0.0,0.0
coupled_map_lattice,cellular_automata,additive,diffusion,cg_rate,0.168,0.0,0.084,0.5
coupled_map_lattice,cellular_automata,additive,diffusion,mean_coherence,0.5952,0.5745,0.5849,0.9826948924731184
coupled_map_lattice,cellular_automata,additive,diffusion,mean_fertility,0.1219,0.0026,0.0623,0.5110746513535686
coupled_map_lattice,cellular_automata,additive,diffusion,mean_reversibility,0.2613,0.0845,0.1729,0.6616915422885572
coupled_map_lattice,cellular_automata,additive,diffusion,mean_recursive_closure,0.2613,0.0845,0.1729,0.6616915422885572
coupled_map_lattice,cellular_automata,additive,diffusion,mean_continuity,0.846,0.9465,0.8963,0.9405437352245862
coupled_map_lattice,cellular_automata,additive,diffusion,mean_reconstruction,0.8314,0.0,0.4157,0.5
graph_diffusion,cellular_automata,additive,diffusion,cg_rate,0.0,0.0,0.0,0.0
graph_diffusion,cellular_automata,additive,diffusion,mean_coherence,0.4913,0.5745,0.5329,0.9153266843069408
graph_diffusion,cellular_automata,additive,diffusion,mean_fertility,0.0004,0.0026,0.0015,0.0
graph_diffusion,cellular_automata,additive,diffusion,mean_reversibility,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,additive,diffusion,mean_recursive_closure,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,additive,diffusion,mean_continuity,0.9917,0.9465,0.9691,0.9772108500554603
graph_diffusion,cellular_automata,additive,diffusion,mean_reconstruction,0.0,0.0,0.0,0.0
graph_diffusion,coupled_map_lattice,additive,diffusion,cg_rate,0.0,0.168,0.084,0.0
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_coherence,0.4913,0.5952,0.5433,0.8941583553836759
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_fertility,0.0004,0.1219,0.0612,0.0
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_reversibility,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_recursive_closure,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_continuity,0.9917,0.846,0.9189,0.9265907028335182
graph_diffusion,coupled_map_lattice,additive,diffusion,mean_reconstruction,0.0,0.8314,0.4157,0.0
coupled_map_lattice,population,additive,hierarchical_nesting,cg_rate,0.168,0.238,0.203,0.7916666666666666
coupled_map_lattice,population,additive,hierarchical_nesting,mean_coherence,0.5952,0.5972,0.5962,0.9983198924731183
coupled_map_lattice,population,additive,hierarchical_nesting,mean_fertility,0.1219,0.0932,0.1076,0.8826907301066449
coupled_map_lattice,population,additive,hierarchical_nesting,mean_reversibility,0.2613,0.3661,0.3137,0.7994642173746651
coupled_map_lattice,population,additive,hierarchical_nesting,mean_recursive_closure,0.2613,0.3661,0.3137,0.7994642173746651
coupled_map_lattice,population,additive,hierarchical_nesting,mean_continuity,0.846,0.8583,0.8521,0.992789598108747
coupled_map_lattice,population,additive,hierarchical_nesting,mean_reconstruction,0.8314,0.8299,0.8306,0.9990377676208804
graph_diffusion,population,additive,hierarchical_nesting,cg_rate,0.0,0.238,0.119,0.0
graph_diffusion,population,additive,hierarchical_nesting,mean_coherence,0.4913,0.5972,0.5443,0.8921229391410543
graph_diffusion,population,additive,hierarchical_nesting,mean_fertility,0.0004,0.0932,0.0468,0.0
graph_diffusion,population,additive,hierarchical_nesting,mean_reversibility,0.0008,0.3661,0.1835,0.0
graph_diffusion,population,additive,hierarchical_nesting,mean_recursive_closure,0.0008,0.3661,0.1835,0.0
graph_diffusion,population,additive,hierarchical_nesting,mean_continuity,0.9917,0.8583,0.925,0.9327417565796108
graph_diffusion,population,additive,hierarchical_nesting,mean_reconstruction,0.0,0.8299,0.4149,0.0
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,cg_rate,0.0,0.168,0.084,0.0
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_coherence,0.4913,0.5952,0.5433,0.8941583553836759
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_fertility,0.0004,0.1219,0.0612,0.0
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_reversibility,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_recursive_closure,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_continuity,0.9917,0.846,0.9189,0.9265907028335182
graph_diffusion,coupled_map_lattice,additive,hierarchical_nesting,mean_reconstruction,0.0,0.8314,0.4157,0.0
coupled_map_lattice,cellular_automata,additive,constraint_propagation,cg_rate,0.168,0.0,0.084,0.5
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_coherence,0.5952,0.5745,0.5849,0.9826948924731184
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_fertility,0.1219,0.0026,0.0623,0.5110746513535686
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_reversibility,0.2613,0.0845,0.1729,0.6616915422885572
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_recursive_closure,0.2613,0.0845,0.1729,0.6616915422885572
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_continuity,0.846,0.9465,0.8963,0.9405437352245862
coupled_map_lattice,cellular_automata,additive,constraint_propagation,mean_reconstruction,0.8314,0.0,0.4157,0.5
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,cg_rate,0.0,0.168,0.084,0.0
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_coherence,0.4913,0.5952,0.5433,0.8941583553836759
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_fertility,0.0004,0.1219,0.0612,0.0
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_reversibility,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_recursive_closure,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_continuity,0.9917,0.846,0.9189,0.9265907028335182
graph_diffusion,coupled_map_lattice,additive,constraint_propagation,mean_reconstruction,0.0,0.8314,0.4157,0.0
graph_diffusion,cellular_automata,additive,constraint_propagation,cg_rate,0.0,0.0,0.0,0.0
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_coherence,0.4913,0.5745,0.5329,0.9153266843069408
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_fertility,0.0004,0.0026,0.0015,0.0
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_reversibility,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_recursive_closure,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_continuity,0.9917,0.9465,0.9691,0.9772108500554603
graph_diffusion,cellular_automata,additive,constraint_propagation,mean_reconstruction,0.0,0.0,0.0,0.0
coupled_map_lattice,gray_scott,additive,resonance_locking,cg_rate,0.168,0.35,0.259,0.45833333333333337
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_coherence,0.5952,0.5911,0.5932,0.9966397849462365
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_fertility,0.1219,0.1448,0.1334,0.9056603773584906
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_reversibility,0.2613,0.7321,0.4967,0.09911978568694979
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_recursive_closure,0.2613,0.7321,0.4967,0.09911978568694979
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_continuity,0.846,0.9054,0.8757,0.9648936170212765
coupled_map_lattice,gray_scott,additive,resonance_locking,mean_reconstruction,0.8314,0.9582,0.8948,0.9237430839547751
coupled_map_lattice,kuramoto,additive,resonance_locking,cg_rate,0.168,0.358,0.263,0.43452380952380953
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_coherence,0.5952,0.572,0.5836,0.9805107526881721
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_fertility,0.1219,0.2218,0.1719,0.5898277276456111
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_reversibility,0.2613,0.5897,0.4255,0.3716035208572521
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_recursive_closure,0.2613,0.5897,0.4255,0.3716035208572521
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_continuity,0.846,0.9617,0.9039,0.9315602836879432
coupled_map_lattice,kuramoto,additive,resonance_locking,mean_reconstruction,0.8314,1.0,0.9157,0.8986047630502767
graph_diffusion,gray_scott,additive,resonance_locking,cg_rate,0.0,0.35,0.175,0.0
graph_diffusion,gray_scott,additive,resonance_locking,mean_coherence,0.4913,0.5911,0.5412,0.8984327294931813
graph_diffusion,gray_scott,additive,resonance_locking,mean_fertility,0.0004,0.1448,0.0726,0.0
graph_diffusion,gray_scott,additive,resonance_locking,mean_reversibility,0.0008,0.7321,0.3665,0.0
graph_diffusion,gray_scott,additive,resonance_locking,mean_recursive_closure,0.0008,0.7321,0.3665,0.0
graph_diffusion,gray_scott,additive,resonance_locking,mean_continuity,0.9917,0.9054,0.9486,0.956539275990723
graph_diffusion,gray_scott,additive,resonance_locking,mean_reconstruction,0.0,0.9582,0.4791,0.0
graph_diffusion,kuramoto,additive,resonance_locking,cg_rate,0.0,0.358,0.179,0.0
graph_diffusion,kuramoto,additive,resonance_locking,mean_coherence,0.4913,0.572,0.5317,0.9177691837980868
graph_diffusion,kuramoto,additive,resonance_locking,mean_fertility,0.0004,0.2218,0.1111,0.0
graph_diffusion,kuramoto,additive,resonance_locking,mean_reversibility,0.0008,0.5897,0.2952,0.0
graph_diffusion,kuramoto,additive,resonance_locking,mean_recursive_closure,0.0008,0.5897,0.2952,0.0
graph_diffusion,kuramoto,additive,resonance_locking,mean_continuity,0.9917,0.9617,0.9767,0.9848744580014117
graph_diffusion,kuramoto,additive,resonance_locking,mean_reconstruction,0.0,1.0,0.5,0.0
gray_scott,lotka_volterra,multiplicative,branching,cg_rate,0.35,0.0,0.175,0.5
gray_scott,lotka_volterra,multiplicative,branching,mean_coherence,0.5911,0.5289,0.56,0.9473862290644562
gray_scott,lotka_volterra,multiplicative,branching,mean_fertility,0.1448,0.1908,0.1678,0.8411602209944752
gray_scott,lotka_volterra,multiplicative,branching,mean_reversibility,0.7321,0.1048,0.4185,0.5716432181395984
gray_scott,lotka_volterra,multiplicative,branching,mean_recursive_closure,0.7321,0.1048,0.4185,0.5716432181395984
gray_scott,lotka_volterra,multiplicative,branching,mean_continuity,0.9054,0.9536,0.9295,0.9733819306383918
gray_scott,lotka_volterra,multiplicative,branching,mean_reconstruction,0.9582,0.0,0.4791,0.5
gray_scott,cellular_automata,multiplicative,branching,cg_rate,0.35,0.0,0.175,0.5
gray_scott,cellular_automata,multiplicative,branching,mean_coherence,0.5911,0.5745,0.5828,0.9859583826763662
gray_scott,cellular_automata,multiplicative,branching,mean_fertility,0.1448,0.0026,0.0737,0.5089779005524862
gray_scott,cellular_automata,multiplicative,branching,mean_reversibility,0.7321,0.0845,0.4083,0.5577106952602104
gray_scott,cellular_automata,multiplicative,branching,mean_recursive_closure,0.7321,0.0845,0.4083,0.5577106952602104
gray_scott,cellular_automata,multiplicative,branching,mean_continuity,0.9054,0.9465,0.926,0.9772476253589573
gray_scott,cellular_automata,multiplicative,branching,mean_reconstruction,0.9582,0.0,0.4791,0.5
graph_diffusion,lotka_volterra,multiplicative,branching,cg_rate,0.0,0.0,0.0,0.0
graph_diffusion,lotka_volterra,multiplicative,branching,mean_coherence,0.4913,0.5289,0.5101,0.9617341746387137
graph_diffusion,lotka_volterra,multiplicative,branching,mean_fertility,0.0004,0.1908,0.0956,0.0
graph_diffusion,lotka_volterra,multiplicative,branching,mean_reversibility,0.0008,0.1048,0.0528,0.0
graph_diffusion,lotka_volterra,multiplicative,branching,mean_recursive_closure,0.0008,0.1048,0.0528,0.0
graph_diffusion,lotka_volterra,multiplicative,branching,mean_continuity,0.9917,0.9536,0.9727,0.9808409801351214
graph_diffusion,lotka_volterra,multiplicative,branching,mean_reconstruction,0.0,0.0,0.0,0.0
graph_diffusion,cellular_automata,multiplicative,branching,cg_rate,0.0,0.0,0.0,0.0
graph_diffusion,cellular_automata,multiplicative,branching,mean_coherence,0.4913,0.5745,0.5329,0.9153266843069408
graph_diffusion,cellular_automata,multiplicative,branching,mean_fertility,0.0004,0.0026,0.0015,0.0
graph_diffusion,cellular_automata,multiplicative,branching,mean_reversibility,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,multiplicative,branching,mean_recursive_closure,0.0008,0.0845,0.0426,0.0
graph_diffusion,cellular_automata,multiplicative,branching,mean_continuity,0.9917,0.9465,0.9691,0.9772108500554603
graph_diffusion,cellular_automata,multiplicative,branching,mean_reconstruction,0.0,0.0,0.0,0.0
gray_scott,graph_diffusion,multiplicative,synchronization,cg_rate,0.35,0.0,0.175,0.5
gray_scott,graph_diffusion,multiplicative,synchronization,mean_coherence,0.5911,0.4913,0.5412,0.9155811199458638
gray_scott,graph_diffusion,multiplicative,synchronization,mean_fertility,0.1448,0.0004,0.0726,0.5013812154696132
gray_scott,graph_diffusion,multiplicative,synchronization,mean_reversibility,0.7321,0.0008,0.3665,0.5006146701270318
gray_scott,graph_diffusion,multiplicative,synchronization,mean_recursive_closure,0.7321,0.0008,0.3665,0.5006146701270318
gray_scott,graph_diffusion,multiplicative,synchronization,mean_continuity,0.9054,0.9917,0.9486,0.952286282306163
gray_scott,graph_diffusion,multiplicative,synchronization,mean_reconstruction,0.9582,0.0,0.4791,0.5
gray_scott,coupled_map_lattice,multiplicative,synchronization,cg_rate,0.35,0.168,0.259,0.74
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_coherence,0.5911,0.5952,0.5932,0.9964473016410083
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_fertility,0.1448,0.1219,0.1334,0.9212707182320441
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_reversibility,0.7321,0.2613,0.4967,0.6784592268815736
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_recursive_closure,0.7321,0.2613,0.4967,0.6784592268815736
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_continuity,0.9054,0.846,0.8757,0.9671968190854872
gray_scott,coupled_map_lattice,multiplicative,synchronization,mean_reconstruction,0.9582,0.8314,0.8948,0.933834272594448
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,cg_rate,0.0,0.168,0.084,0.0
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_coherence,0.4913,0.5952,0.5433,0.8941583553836759
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_fertility,0.0004,0.1219,0.0612,0.0
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_reversibility,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_recursive_closure,0.0008,0.2613,0.131,0.0
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_continuity,0.9917,0.846,0.9189,0.9265907028335182
graph_diffusion,coupled_map_lattice,multiplicative,synchronization,mean_reconstruction,0.0,0.8314,0.4157,0.0
gray_scott,kuramoto,multiplicative,recursive_feedback,cg_rate,0.35,0.358,0.354,0.9885714285714285
gray_scott,kuramoto,multiplicative,recursive_feedback,mean_coherence,0.5911,0.572,0.5815,0.983759093216038
gray_scott,kuramoto,multiplicative,recursive_feedback,mean_fertility,0.1448,0.2218,0.1833,0.7341160220994477
gray_scott,kuramoto,multiplicative,recursive_feedback,mean_reversibility,0.7321,0.5897,0.6609,0.9027455265674089
gray_scott,kuramoto,multiplicative,recursive_feedback,mean_recursive_closure,0.7321,0.5897,0.6609,0.9027455265674089
