null_iteration,null_type,n1_mean_transprob,n2_mean_transprob,n3_mean_transprob,n1_CSR,n1_RBS,n1_ADI,n1_RTP,n1_SRD,n2_CSR,n2_RBS,n2_ADI,n2_RTP,n2_SRD,n3_CSR,n3_RBS,n3_ADI,n3_RTP,n3_SRD
21,all,0.4052773822507527,0.40459613973769415,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40848606577956315,0.4151577858251423,0.39943920469028804,0.39614890885750964,0.4037487335359676,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
22,all,0.4052773822507527,0.40460418734458947,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3834988540870894,0.4085334695963209,0.4129032258064516,0.4130765331981754,0.4050088540349102,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
23,all,0.4052773822507527,0.40459757542081026,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4090214067278288,0.40547520661157027,0.4046642747309072,0.4032176973353444,0.4006092916984006,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
24,all,0.4052773822507527,0.40464435280033095,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40628868531814805,0.40688205936432886,0.399492385786802,0.3996998499249625,0.4108587836074132,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
25,all,0.4052773822507527,0.40462403029618016,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4109450215353433,0.40316901408450706,0.4161458333333333,0.4069088138176276,0.3859514687100894,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
26,all,0.4052773822507527,0.4045464303070744,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40625808119989654,0.405277570326114,0.412184552638287,0.39539748953974896,0.4036144578313253,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
27,all,0.4052773822507527,0.40462480629433195,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3971399899648771,0.4027033919918388,0.4067270375161708,0.4006108424535505,0.4159427695452223,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
28,all,0.4052773822507527,0.40459214866028714,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3992287917737789,0.39767096134786917,0.39643595041322316,0.4121639258679196,0.41746111389864526,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
29,all,0.4052773822507527,0.4045860877381286,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41503184713375796,0.40104849279161203,0.39774763245456873,0.4,0.4091024663107043,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
30,all,0.4052773822507527,0.40461512589446647,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40080160320641284,0.3982528263103803,0.40789473684210525,0.4054121773991481,0.4107142857142857,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
31,all,0.4052773822507527,0.40458611113376025,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40508905852417304,0.4034552845528455,0.38799076212471134,0.40526182646091574,0.42113362400615545,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
32,all,0.4052773822507527,0.4045231937539956,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4160659114315139,0.4081374778872883,0.3958225889633832,0.4096774193548387,0.39291257113295397,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
33,all,0.4052773822507527,0.40455673996458036,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.39781874837704495,0.40581542351453853,0.4075757575757576,0.40274949083503053,0.40882427952053046,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
34,all,0.4052773822507527,0.40453375975340045,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40939425051334705,0.4074266424305375,0.38825659596482154,0.41277023629964804,0.4048210735586481,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
35,all,0.4052773822507527,0.40459635040835745,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4081580947555105,0.4056867225184057,0.40761855402954134,0.40025575447570333,0.40126262626262627,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
36,all,0.4052773822507527,0.4045324894099583,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41035258814703673,0.3844375963020031,0.4015503875968992,0.4157476275968197,0.41057424740703263,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
37,all,0.4052773822507527,0.40455946059998615,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4009446339543427,0.4046228092456185,0.4158890290037831,0.39879306009554943,0.40254777070063696,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
38,all,0.4052773822507527,0.4045357075401802,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40506012024048094,0.4097450138853825,0.4048361934477379,0.4067370537958773,0.3963001563314226,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
39,all,0.4052773822507527,0.40455121934929544,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40060468631897206,0.41266209000762777,0.40080462660296706,0.39314674339523936,0.41553795042167135,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
40,all,0.4052773822507527,0.4045998614060293,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.416794674859191,0.4036649214659686,0.39734601902854283,0.39443451621138625,0.4107591754650578,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
41,all,0.4052773822507527,0.404565532218158,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41273465246067986,0.40383631713554985,0.40618609406952966,0.3950680708964809,0.4050025265285498,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
42,all,0.4052773822507527,0.40464603778541813,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4047679431904641,0.4009157975069957,0.40175122328096835,0.4187548437096357,0.39704038123902685,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
43,all,0.4052773822507527,0.4045604282251566,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4216959511077158,0.38728769943386515,0.4009146341463415,0.41330953595104536,0.3995943204868154,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
44,all,0.4052773822507527,0.4045931145122178,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.39969214982042073,0.4138374485596708,0.40503828105705114,0.39733401691873876,0.4070636762052075,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
45,all,0.4052773822507527,0.4044482234175069,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40279978869519284,0.41403334162727046,0.409346709077563,0.3977627471383975,0.3982985305491106,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
46,all,0.4052773822507527,0.40460933390438314,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4022842639593909,0.4098069105691057,0.38809766022380465,0.409462915601023,0.4133949191685912,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
47,all,0.4052773822507527,0.40458625876989596,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41066393232504483,0.4069529652351738,0.40156684356835987,0.39548602205693767,0.40826153066396353,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
48,all,0.4052773822507527,0.40460465055967765,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4182146542827657,0.4059679037111334,0.3948244939789905,0.4008190427437932,0.40319715808170514,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
49,all,0.4052773822507527,0.4045432258136433,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4098444274419791,0.40648124521561624,0.4034567901234568,0.4114476386036961,0.3914860276834683,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
50,all,0.4052773822507527,0.404534534920446,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3960165545783756,0.412217659137577,0.40971357409713577,0.4065266885909436,0.3981981981981982,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
51,all,0.4052773822507527,0.4046748886113593,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41381947985721573,0.3955665024630542,0.40858546677010604,0.4090319231767454,0.39637107078967543,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
52,all,0.4052773822507527,0.4044822546605803,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4200050390526581,0.4101984426023612,0.3929497148781752,0.3957851452068877,0.4034729315628192,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
53,all,0.4052773822507527,0.4045860155100221,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4001540041067762,0.41003547896604153,0.39989837398373984,0.4091375770020534,0.4037046434914996,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
54,all,0.4052773822507527,0.40458346471004036,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4045397225725095,0.40122824974411464,0.40010311936065995,0.4112053456694937,0.40584088620342396,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
55,all,0.4052773822507527,0.4044782188931409,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4010777521170131,0.40226415094339624,0.4177598385469223,0.3947507953340403,0.40653855752433243,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
56,all,0.4052773822507527,0.40457631451859244,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4101651842439644,0.40928375343149487,0.3915571284125379,0.40300474433315764,0.4088707621718073,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
57,all,0.4052773822507527,0.4046435395413095,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40592555077234743,0.41185567010309276,0.3936356802806314,0.40462130937098845,0.40717948717948715,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
58,all,0.4052773822507527,0.40454484754651565,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3977510460251046,0.41359918200408996,0.39541984732824426,0.40906801007556676,0.40688615229957276,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
59,all,0.4052773822507527,0.4046542319126223,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.403954802259887,0.409823484267076,0.4019333502925464,0.4141127993819212,0.39344672336168085,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
60,all,0.4052773822507527,0.40450563984110854,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4105498880318487,0.4029163468917882,0.41000502765208646,0.39719261762412267,0.4018643190056965,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
61,all,0.4052773822507527,0.4045098826143668,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3941310397166709,0.40193828105075236,0.40165203923593185,0.42055610724925524,0.40427194581922377,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
62,all,0.4052773822507527,0.40459480748559595,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.39969488939740655,0.4061302681992337,0.40649149922720246,0.40293968575772937,0.40771769484640774,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
63,all,0.4052773822507527,0.4046067945437217,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.403899721448468,0.3983223182511439,0.40476190476190477,0.40906735751295337,0.40698267074413863,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
64,all,0.4052773822507527,0.40454973398870664,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41217982226868793,0.4086237152168463,0.40145072536268134,0.38825363825363823,0.4122407688416793,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
65,all,0.4052773822507527,0.40452319802641384,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40300790211572773,0.40490022733013387,0.41264131551901334,0.3855888429752066,0.41647770219198793,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
66,all,0.4052773822507527,0.40461412354645676,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.39469026548672564,0.4108567018266015,0.40430925221799746,0.40302331539841146,0.4101910828025478,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
67,all,0.4052773822507527,0.40465626303492847,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4095287685498568,0.39566326530612245,0.4054658385093168,0.39606458123107974,0.4165588615782665,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
68,all,0.4052773822507527,0.4046364112612135,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4104383075753737,0.39418254764292876,0.40325497287522605,0.4025380710659898,0.4127681571465495,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
69,all,0.4052773822507527,0.4045998678516958,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40069773236979817,0.3946830265848671,0.3961826154242971,0.4155181214905564,0.4159178433889602,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
70,all,0.4052773822507527,0.40465025262319765,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3992932862190813,0.4095016782855667,0.39954853273137697,0.41004946628482164,0.4048582995951417,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
71,all,0.4052773822507527,0.4045702628188105,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.41790668348045396,0.40255754475703326,0.3956433637284701,0.40582324143262044,0.4009204806954743,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
72,all,0.4052773822507527,0.40457178812555333,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40335083770942737,0.406826801517067,0.3949623474422228,0.3992337164750958,0.4184852374839538,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
73,all,0.4052773822507527,0.4045313654304422,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.400613183444047,0.4086181277860327,0.3964588144726713,0.4116616616616617,0.4053050397877984,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
74,all,0.4052773822507527,0.40459831017193537,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4022331861854064,0.40730478589420654,0.3970440881763527,0.41165987780040736,0.40474961280330407,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
75,all,0.4052773822507527,0.40460534495394496,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40238450074515647,0.4072138003136435,0.4,0.4075566750629723,0.4058717486479526,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
76,all,0.4052773822507527,0.40452030012733375,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.39084048920114495,0.41782378187326435,0.39844922461230614,0.4100755667506297,0.40541243819932343,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
77,all,0.4052773822507527,0.4045513855455929,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.40242057488653554,0.40755007704160245,0.40105680317040954,0.40141557128412536,0.4103139013452915,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
78,all,0.4052773822507527,0.40464364117311413,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4038898711795908,0.41911191898208255,0.4064793723108074,0.3967611336032389,0.39697590978985137,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
79,all,0.4052773822507527,0.4044907704704495,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4170676120536845,0.4160732451678535,0.4013657056145675,0.3816813700051894,0.40626591951095264,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
80,all,0.4052773822507527,0.40463476436941415,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.3938862440491105,0.4094570018186542,0.39715230104246124,0.4133868137377789,0.4092914611990657,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
81,all,0.4052773822507527,0.4045998210965266,0.4052773822507527,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313,0.4078014184397163,0.4031168831168831,0.4060667856232475,0.3996998499249625,0.4063141683778234,0.4110075454948957,0.3984013462347497,0.38483290488431876,0.43373493975903615,0.39841017488076313
