domain,sys_idx,intervention,desc_name,desc_original,desc_target,desc_change,regime_from,regime_to,transitioned,delta_coherence,delta_fertility,matched_sys_idx
branching,33,perturb_CSR,CSR,0.8799861688369186,0.6357213798462362,-0.24426478899068238,chaotic_fertility,chaotic_fertility,False,0.07405666593745658,-0.013635317839364003,215
branching,34,perturb_CSR,CSR,0.1771008841910349,0.4713095331913672,0.2942086490003323,constrained_generative,collapse,True,-0.7431886240457872,-0.18837918826495811,396
branching,35,perturb_CSR,CSR,0.3358665808386254,0.2591820169689501,-0.07668456386967532,chaotic_fertility,constrained_generative,True,0.1819018341245381,-0.37660245336592396,72
branching,36,perturb_CSR,CSR,0.8880609548183495,0.630113800488789,-0.2579471543295605,chaotic_fertility,chaotic_fertility,False,0.1100162089243692,0.004252177883837915,275
branching,37,perturb_CSR,CSR,0.1745043476184382,0.4713095331913672,0.296805185572929,constrained_generative,collapse,True,-0.835891838496319,-0.1270780905847795,396
branching,38,perturb_CSR,CSR,0.289657450542886,0.3390596071837864,0.04940215664090042,chaotic_fertility,chaotic_fertility,False,-0.019291930068719987,-0.08088590757595293,206
branching,39,perturb_CSR,CSR,0.101858451432788,0.0611574876382048,-0.040700963794583205,constrained_generative,constrained_generative,False,0.11246673751912228,-0.7266362076829602,138
branching,40,perturb_CSR,CSR,0.6143584579207684,0.7235186998107201,0.10916024188995177,constrained_generative,chaotic_fertility,True,-0.17214845836608228,-0.13025943234138948,46
branching,41,perturb_CSR,CSR,0.898109237489048,0.2853360530053882,-0.6127731844836598,chaotic_fertility,constrained_generative,True,0.5649248482973166,-0.14215983823326,141
branching,42,perturb_CSR,CSR,0.458226001984581,0.161850223352624,-0.296375778631957,collapse,constrained_generative,True,0.44896401421859305,0.7683207445180535,437
branching,43,perturb_CSR,CSR,0.8124743998314798,0.3712969815404806,-0.44117741829099927,chaotic_fertility,chaotic_fertility,False,0.14849431101631883,0.07350281468263531,369
branching,44,perturb_CSR,CSR,0.904123952350858,0.999689888184094,0.09556593583323603,chaotic_fertility,chaotic_fertility,False,-0.04075588303333916,-0.03904111422890166,304
branching,45,perturb_CSR,CSR,0.1362028520965297,0.4176356007414996,0.2814327486449699,constrained_generative,constrained_generative,False,0.32870367195896333,-0.17329324436144677,96
branching,46,perturb_CSR,CSR,0.7235186998107201,0.8041400243884445,0.08062132457772431,chaotic_fertility,chaotic_fertility,False,0.012444617091451282,-0.017841479571895302,351
branching,47,perturb_CSR,CSR,0.3267978746827352,0.2650533015984642,-0.061744573084271004,chaotic_fertility,chaotic_fertility,False,-0.015492266960349332,-0.04670175135485022,470
branching,48,perturb_CSR,CSR,0.6599670642031937,0.7314272669049389,0.07146020270174513,chaotic_fertility,chaotic_fertility,False,0.013526402833703433,0.011782883035835412,120
branching,49,perturb_CSR,CSR,0.6082675230655348,0.819617492937806,0.21134996987227117,chaotic_fertility,chaotic_fertility,False,-0.05028541827329819,-0.1002822603223672,432
branching,50,perturb_CSR,CSR,0.3222472623516303,0.2506775467351539,-0.0715697156164764,chaotic_fertility,chaotic_fertility,False,0.0025655716778080206,-0.029264775585875702,115
branching,51,perturb_CSR,CSR,0.5477067135374603,0.9374486311285049,0.3897419175910446,chaotic_fertility,chaotic_fertility,False,-0.20036336380787423,-0.1098916647876032,307
branching,52,perturb_CSR,CSR,0.5608190339542449,0.7259396606569346,0.16512062670268968,chaotic_fertility,chaotic_fertility,False,-0.05356676041005981,-0.07469101784382964,188
branching,53,perturb_CSR,CSR,0.8395888987145907,0.9610078858384168,0.12141898712382604,chaotic_fertility,chaotic_fertility,False,-0.0278955522738511,-0.07750316002527613,7
branching,54,perturb_CSR,CSR,0.5177407976941131,0.9374486311285049,0.4197078334343918,chaotic_fertility,chaotic_fertility,False,-0.2082778888675888,-0.10904082924260167,307
branching,55,perturb_CSR,CSR,0.2586316363468145,0.5459102516712241,0.28727861532440957,constrained_generative,chaotic_fertility,True,-0.7418728161651091,0.75020765324535,440
branching,56,perturb_CSR,CSR,0.0561977226974848,0.1128751481156652,0.0566774254181804,collapse,constrained_generative,True,0.16917986168056093,0.7642895721211761,272
branching,57,perturb_CSR,CSR,0.4338269571569805,0.2142270605890814,-0.2195998965678991,chaotic_fertility,constrained_generative,True,0.1606948095942775,0.024293908612268433,404
branching,58,perturb_CSR,CSR,0.3305550351818348,0.0840587406438798,-0.24649629453795502,collapse,constrained_generative,True,0.17208970295966453,0.11981062551006569,129
branching,59,perturb_CSR,CSR,0.5358416672777901,0.6154622491458774,0.07962058186808729,constrained_generative,chaotic_fertility,True,-0.2002629134402107,-0.2154455207710969,94
branching,60,perturb_CSR,CSR,0.3560216262103169,0.4884352207717936,0.13241359456147667,chaotic_fertility,chaotic_fertility,False,-0.05906054394626459,-0.07490611813656067,341
branching,61,perturb_CSR,CSR,0.6268710748912032,0.7235186998107201,0.09664762491951695,constrained_generative,chaotic_fertility,True,-0.112137204478168,-0.1712431064077693,46
branching,62,perturb_CSR,CSR,0.1840680922835339,0.4713095331913672,0.2872414409078333,constrained_generative,collapse,True,-0.6788007441962535,-0.7349267267685494,396
branching,63,perturb_CSR,CSR,0.9269081766820054,0.8264974756013984,-0.10041070108060701,chaotic_fertility,chaotic_fertility,False,-0.006712883646048606,-1.0799767310776254e-05,137
branching,64,perturb_CSR,CSR,0.3680651187994602,0.9374486311285049,0.5693835123290447,chaotic_fertility,chaotic_fertility,False,-0.23585047834492223,-0.186867521115959,307
branching,65,perturb_CSR,CSR,0.8334958780522758,0.9248244786074632,0.09132860055518743,chaotic_fertility,chaotic_fertility,False,-0.05146250477033171,-0.10298469149241507,364
branching,66,perturb_CSR,CSR,0.3023230123030939,0.2505834694018144,-0.05173954290127947,chaotic_fertility,constrained_generative,True,0.4486986413863756,-0.354407172978537,260
branching,67,perturb_CSR,CSR,0.5649724014797555,0.2716851213801891,-0.2932872800995664,constrained_generative,constrained_generative,False,0.36840889730554716,-0.38585435623890024,220
branching,68,perturb_CSR,CSR,0.5119018361141138,0.9374486311285049,0.4255467950143911,chaotic_fertility,chaotic_fertility,False,-0.2160366818546423,-0.09790784788133716,307
branching,69,perturb_CSR,CSR,0.9965382721369288,0.710709198267453,-0.28582907386947576,chaotic_fertility,chaotic_fertility,False,0.1991038597256205,0.019756334266019193,447
branching,70,perturb_CSR,CSR,0.6261801737138925,0.7235186998107201,0.0973385260968277,constrained_generative,chaotic_fertility,True,-0.08650266259943085,-0.15888697081544856,46
branching,71,perturb_CSR,CSR,0.2371572740816421,0.7452491187299268,0.5080918446482847,chaotic_fertility,chaotic_fertility,False,-0.12648564003864948,-0.1928801198381913,77
branching,72,perturb_CSR,CSR,0.2591820169689501,0.3427782184180262,0.08359620144907609,constrained_generative,chaotic_fertility,True,-0.219679723240486,0.3537342782477327,450
branching,73,perturb_CSR,CSR,0.2155924931208119,0.5459102516712241,0.3303177585504122,constrained_generative,chaotic_fertility,True,-0.8884014691501053,0.7079979953019682,440
branching,74,perturb_CSR,CSR,0.4679735503849248,0.161850223352624,-0.3061233270323008,collapse,constrained_generative,True,0.28346580553499584,0.7694196847159885,437
branching,75,perturb_CSR,CSR,0.4782705948118237,0.5279562633204484,0.049685668508624714,chaotic_fertility,constrained_generative,True,0.23066292244705439,-0.005096478874512589,140
branching,76,perturb_CSR,CSR,0.1745428945344216,0.4713095331913672,0.29676663865694564,constrained_generative,collapse,True,-0.5880991001594184,-0.7428726963266858,396
branching,77,perturb_CSR,CSR,0.7452491187299268,0.2006320756022866,-0.5446170431276403,chaotic_fertility,constrained_generative,True,0.3441637305296483,-0.31274267382169274,434
branching,78,perturb_CSR,CSR,0.499693546273597,0.6154622491458774,0.11576870287228042,chaotic_fertility,chaotic_fertility,False,-0.02660643938077678,0.08824061716953946,94
branching,79,perturb_CSR,CSR,0.2107060032600503,0.3526174589870398,0.1419114557269895,chaotic_fertility,chaotic_fertility,False,-0.00778760235725362,-0.05063555557380006,281
branching,80,perturb_CSR,CSR,0.31602271846686,0.2591820169689501,-0.056840701497909873,chaotic_fertility,constrained_generative,True,0.24557310386374942,-0.27303501847310335,72
branching,81,perturb_CSR,CSR,0.2968545781912794,0.3390596071837864,0.042205028992507,chaotic_fertility,chaotic_fertility,False,-0.024374582050106564,0.044137993021699407,206
branching,82,perturb_CSR,CSR,0.1198226381892039,0.3690550843808652,0.2492324461916613,chaotic_fertility,constrained_generative,True,0.7712357032068473,-0.5267632482022471,181
branching,83,perturb_CSR,CSR,0.3910892425500618,0.2142270605890814,-0.17686218196098039,chaotic_fertility,constrained_generative,True,0.17180265270744333,0.052204416100366746,404
branching,84,perturb_CSR,CSR,0.2241330840674811,0.3526174589870398,0.1284843749195587,chaotic_fertility,chaotic_fertility,False,-0.0114471179798743,-0.13180766487465567,281
branching,85,perturb_CSR,CSR,0.110021953520882,0.4490850048832584,0.3390630513623764,constrained_generative,chaotic_fertility,True,-0.24480873958278915,0.39836700338251674,467
branching,86,perturb_CSR,CSR,0.4517412759750532,0.161850223352624,-0.2898910526224292,collapse,constrained_generative,True,0.1471570457512924,0.7743411275486092,437
branching,87,perturb_CSR,CSR,0.7679897357163268,0.8680677222336485,0.1000779865173217,chaotic_fertility,chaotic_fertility,False,0.014473536736873127,-0.15935248128634782,421
branching,88,perturb_CSR,CSR,0.2709722316848022,0.3371739704790683,0.06620173879426605,chaotic_fertility,chaotic_fertility,False,0.03920360007871626,-0.16170854344039698,306
branching,89,perturb_CSR,CSR,0.6007419610388813,0.761245363039593,0.16050340200071167,chaotic_fertility,chaotic_fertility,False,-0.028120572210493966,-0.0287415331534161,433
branching,90,perturb_CSR,CSR,0.6777891989694634,0.7474509313402726,0.06966173237080919,chaotic_fertility,chaotic_fertility,False,-0.006570098469124652,-0.04770810820665483,276
branching,91,perturb_CSR,CSR,0.8931562951666736,0.2853360530053882,-0.6078202421612854,chaotic_fertility,constrained_generative,True,0.5659283497453528,-0.15549398305206358,141
branching,92,perturb_CSR,CSR,0.2997106646956028,0.3371739704790683,0.03746330578346546,chaotic_fertility,chaotic_fertility,False,0.030470484933541653,-0.0853555928626768,306
branching,93,perturb_CSR,CSR,0.2973337605805387,0.3390596071837864,0.04172584660324774,chaotic_fertility,chaotic_fertility,False,0.007476131831167021,-0.06864988954646944,206
branching,94,perturb_CSR,CSR,0.6154622491458774,0.761245363039593,0.14578311389371557,chaotic_fertility,chaotic_fertility,False,-0.05019811095867488,-0.03134310673102492,433
branching,95,perturb_CSR,CSR,0.5835184405644501,0.924300638088738,0.34078219752428784,chaotic_fertility,chaotic_fertility,False,-0.1519990188431407,-0.07596383711423926,346
branching,96,perturb_CSR,CSR,0.4176356007414996,0.1116680994219744,-0.30596750131952516,constrained_generative,constrained_generative,False,-0.088816708247757,-0.35944536298223956,314
branching,97,perturb_CSR,CSR,0.4100122662333607,0.838906345068167,0.4288940788348063,chaotic_fertility,chaotic_fertility,False,-0.12651288126623234,-0.13526416201291402,466
branching,98,perturb_CSR,CSR,0.8597416168693922,0.630113800488789,-0.22962781638060326,chaotic_fertility,chaotic_fertility,False,0.1298453527412456,-0.08995242244313778,275
branching,99,perturb_CSR,CSR,0.1421253920542472,0.4176356007414996,0.2755102086872524,constrained_generative,constrained_generative,False,0.3285011779756577,-0.20621561425985158,96
branching,100,perturb_CSR,CSR,0.9305238046538452,0.8264974756013984,-0.1040263290524468,chaotic_fertility,chaotic_fertility,False,0.03985380332009969,-0.07007252235527339,137
branching,101,perturb_CSR,CSR,0.9714404830730106,0.8395888987145907,-0.13185158435841982,chaotic_fertility,chaotic_fertility,False,0.016862242842600683,0.09594509308310994,53
branching,102,perturb_CSR,CSR,0.9801858898636286,0.8680677222336485,-0.11211816762998017,chaotic_fertility,chaotic_fertility,False,0.048963250869188846,-0.01870401972381619,421
branching,103,perturb_CSR,CSR,0.3305920138617335,0.2319488012045588,-0.09864321265717468,chaotic_fertility,chaotic_fertility,False,0.00354868856778634,0.13964382843599144,201
branching,104,perturb_CSR,CSR,0.2648268175780028,0.5459102516712241,0.2810834340932213,constrained_generative,chaotic_fertility,True,-0.7454880338435815,0.7378684227361827,440
branching,105,perturb_CSR,CSR,0.1291529378112789,0.4176356007414996,0.2884826629302207,constrained_generative,constrained_generative,False,0.32520820087435576,-0.2513334271639299,96
branching,106,perturb_CSR,CSR,0.8021708164910202,0.8990798123915613,0.09690899590054114,chaotic_fertility,chaotic_fertility,False,0.11963635564408248,0.04509564148730716,240
branching,107,perturb_CSR,CSR,0.8544566080879819,0.6136619791416178,-0.24079462894636405,chaotic_fertility,chaotic_fertility,False,0.06710844135306354,0.07390446920091664,182
branching,108,perturb_CSR,CSR,0.2382624270369034,0.3526174589870398,0.11435503195013638,constrained_generative,chaotic_fertility,True,-0.41207210206054723,0.3024210554662787,281
branching,109,perturb_CSR,CSR,0.0861855428845762,0.0414547799154174,-0.044730762969158795,chaotic_fertility,collapse,True,0.2178344942586345,-0.8500757137913055,27
branching,110,perturb_CSR,CSR,0.6069219406827099,0.7235186998107201,0.11659675912801026,chaotic_fertility,chaotic_fertility,False,-0.02263613810592946,-0.1900271298676237,46
branching,111,perturb_CSR,CSR,0.6820814089188996,0.8243499367480801,0.14226852782918054,chaotic_fertility,chaotic_fertility,False,-0.007405665199374911,0.10518370517951592,420
branching,112,perturb_CSR,CSR,0.66761127570999,0.7424292324354436,0.07481795672545355,chaotic_fertility,chaotic_fertility,False,-0.05395338234120983,-0.09189272505387602,139
branching,113,perturb_CSR,CSR,0.3506008746318517,0.2319488012045588,-0.11865207342729289,constrained_generative,chaotic_fertility,True,-0.4037533365844006,0.07893669770079925,201
branching,114,perturb_CSR,CSR,0.3818889346043685,0.1116680994219744,-0.2702208351823941,constrained_generative,constrained_generative,False,-0.10827191254686441,-0.5684122992104621,314
branching,115,perturb_CSR,CSR,0.2506775467351539,0.3526174589870398,0.10193991225188587,chaotic_fertility,chaotic_fertility,False,-0.019898715030381542,-0.09419076154328998,281
branching,116,perturb_CSR,CSR,0.4419240837256611,0.1116680994219744,-0.3302559843036867,chaotic_fertility,constrained_generative,True,0.4157568901026616,-0.23156551898740058,314
branching,117,perturb_CSR,CSR,0.7950449013432226,0.6136619791416178,-0.1813829222016048,chaotic_fertility,chaotic_fertility,False,0.023835809732693114,0.02027037054070646,182
branching,118,perturb_CSR,CSR,0.3630669304625902,0.4884352207717936,0.12536829030920338,chaotic_fertility,chaotic_fertility,False,-0.04354658073767592,-0.14950443574838634,341
branching,119,perturb_CSR,CSR,0.720429818463472,0.8341394973249641,0.11370967886149208,chaotic_fertility,chaotic_fertility,False,0.10555976712722426,0.1410939173937557,18
branching,120,perturb_CSR,CSR,0.7314272669049389,0.816921478165814,0.08549421126087509,chaotic_fertility,chaotic_fertility,False,-0.0642162709964012,-0.10311281247545756,417
branching,121,perturb_CSR,CSR,0.3506256947534433,0.5010686427901216,0.15044294803667835,chaotic_fertility,chaotic_fertility,False,-0.01535690547320312,-0.1432538844513992,297
branching,122,perturb_CSR,CSR,0.1950079005597319,0.4713095331913672,0.2763016326316353,constrained_generative,collapse,True,-0.6093667974069449,-0.7294660619428991,396
branching,123,perturb_CSR,CSR,0.561830593577741,0.2716851213801891,-0.29014547219755193,constrained_generative,constrained_generative,False,0.32398111713153044,-0.4225503526295417,220
branching,124,perturb_CSR,CSR,0.9425463027247224,0.8395888987145907,-0.10295740401013165,chaotic_fertility,chaotic_fertility,False,0.06741782618773456,0.1634250561897026,53
branching,125,perturb_CSR,CSR,0.32250976258333,0.2319488012045588,-0.09056096137877118,chaotic_fertility,chaotic_fertility,False,0.010935868158855389,0.2922835229440533,201
branching,126,perturb_CSR,CSR,0.2955683639488746,0.3390596071837864,0.043491243234911825,chaotic_fertility,chaotic_fertility,False,0.01912589180609453,0.020799707690771885,206
branching,127,perturb_CSR,CSR,0.7337422504612315,0.2539522648758265,-0.47978998558540503,chaotic_fertility,chaotic_fertility,False,0.1335285074901464,0.1589476715731316,268
branching,128,perturb_CSR,CSR,0.4086118650273701,0.1421253920542472,-0.2664864729731229,constrained_generative,constrained_generative,False,-0.003371431639777045,0.09927342443007481,99
branching,129,perturb_CSR,CSR,0.0840587406438798,0.3893336880336372,0.3052749473897574,constrained_generative,chaotic_fertility,True,-0.19046432682303405,0.2791974301119017,431
branching,130,perturb_CSR,CSR,0.4851505017896905,0.1827135978369823,-0.30243690395270817,chaotic_fertility,constrained_generative,True,0.3234259400457236,-0.042943627807449425,15
branching,131,perturb_CSR,CSR,0.5970428711897144,0.7235186998107201,0.1264758286210057,constrained_generative,chaotic_fertility,True,-0.10025102408165287,-0.1772542982178429,46
branching,132,perturb_CSR,CSR,0.8382670573343555,0.9091776612056348,0.07091060387127934,chaotic_fertility,chaotic_fertility,False,0.12865837980379613,0.20006435942656237,461
branching,133,perturb_CSR,CSR,0.8418360170065237,0.9223864527682848,0.08055043576176113,chaotic_fertility,chaotic_fertility,False,0.08877634541519619,0.07181826539601716,449
branching,134,perturb_CSR,CSR,0.6421988735337275,0.2481321419121203,-0.3940667316216072,chaotic_fertility,chaotic_fertility,False,0.08770059507924172,0.17289068671293573,337
branching,135,perturb_CSR,CSR,0.5667855883281663,0.2716851213801891,-0.2951004669479772,constrained_generative,constrained_generative,False,0.38374508242395655,-0.33960723404185217,220
branching,136,perturb_CSR,CSR,0.280212311913827,0.3390596071837864,0.05884729526995941,chaotic_fertility,chaotic_fertility,False,-0.016784425793742952,0.04148814421272806,206
branching,137,perturb_CSR,CSR,0.8264974756013984,0.9091776612056348,0.0826801856042364,chaotic_fertility,chaotic_fertility,False,-0.02715528700480807,0.10631600268805841,461
branching,138,perturb_CSR,CSR,0.0611574876382048,0.3893336880336372,0.32817620039543244,constrained_generative,chaotic_fertility,True,-0.19046432682303405,0.2791974301119017,431
branching,139,perturb_CSR,CSR,0.7424292324354436,0.816921478165814,0.07449224573037039,chaotic_fertility,chaotic_fertility,False,-0.03657973071919135,-0.0410070574045881,417
branching,140,perturb_CSR,CSR,0.5279562633204484,0.6132153530684569,0.08525908974800844,constrained_generative,chaotic_fertility,True,-0.2223592064464217,-0.49784644858876165,468
branching,141,perturb_CSR,CSR,0.2853360530053882,0.6421988735337275,0.3568628205283393,constrained_generative,chaotic_fertility,True,-0.4234561847223491,0.1733812124301955,134
branching,142,perturb_CSR,CSR,0.0955435871999261,0.04395900840546,-0.0515845787944661,constrained_generative,collapse,True,-0.15705667409049595,-0.7962410628432675,348
branching,143,perturb_CSR,CSR,0.6434972533210696,0.819617492937806,0.1761202396167364,chaotic_fertility,chaotic_fertility,False,-0.06308690957539842,-0.154193857526169,432
branching,144,perturb_CSR,CSR,0.0910868616334028,0.0414547799154174,-0.049632081717985395,constrained_generative,collapse,True,-0.25090023906557735,-0.10921798200975409,27
branching,145,perturb_CSR,CSR,0.0829012400427461,0.0414547799154174,-0.0414464601273287,constrained_generative,collapse,True,-0.25090023906557735,-0.14952676131160061,27
branching,146,perturb_CSR,CSR,0.3935970619206737,0.9374486311285049,0.5438515692078312,chaotic_fertility,chaotic_fertility,False,-0.2068061498368759,0.03564359926503463,307
branching,147,perturb_CSR,CSR,0.2292604084343388,0.5459102516712241,0.3166498432368853,chaotic_fertility,chaotic_fertility,False,-0.5541442194195232,0.30744862116305116,440
branching,148,perturb_CSR,CSR,0.7065464409862025,0.8041400243884445,0.097593583402242,chaotic_fertility,chaotic_fertility,False,-0.017119034255663745,-0.12466988324823713,351
branching,149,perturb_CSR,CSR,0.1308245992359682,0.3893336880336372,0.258509088797669,constrained_generative,chaotic_fertility,True,-0.2831675412735658,0.21506854361569916,431
branching,150,perturb_CSR,CSR,0.4262118728557206,0.1421253920542472,-0.28408648080147336,chaotic_fertility,constrained_generative,True,0.14538301843002566,0.3376225493115973,99
branching,151,perturb_CSR,CSR,0.482843293809932,0.5279562633204484,0.04511296951051641,chaotic_fertility,constrained_generative,True,0.3744436732571846,0.1422959925520748,140
branching,152,perturb_CSR,CSR,0.7560404949683482,0.8418360170065237,0.08579552203817542,chaotic_fertility,chaotic_fertility,False,-0.1431085032353736,-0.08645576644935843,133
branching,153,perturb_CSR,CSR,0.2345724379780912,0.3526174589870398,0.11804502100894859,constrained_generative,chaotic_fertility,True,-0.434099748196916,0.33772348644745587,281
branching,154,perturb_CSR,CSR,0.9513577757598602,0.710709198267453,-0.2406485774924072,chaotic_fertility,chaotic_fertility,False,0.19300210110720362,0.02000818546432398,447
branching,155,perturb_CSR,CSR,0.3855159583579073,0.0611574876382048,-0.32435847071970253,chaotic_fertility,constrained_generative,True,0.17907438823514854,-0.2823703638438605,138
branching,156,perturb_CSR,CSR,0.5973709574528977,0.2481321419121203,-0.3492388155407774,chaotic_fertility,chaotic_fertility,False,0.08163611957623712,0.2828089802314402,337
branching,157,perturb_CSR,CSR,0.6308341646345345,0.819617492937806,0.1887833283032715,chaotic_fertility,chaotic_fertility,False,-0.0635555525358692,-0.10511190862418152,432
branching,158,perturb_CSR,CSR,0.5274519709945181,0.6154622491458774,0.08801027815135931,chaotic_fertility,chaotic_fertility,False,0.007838203470010519,0.05797692155459078,94
branching,159,perturb_CSR,CSR,0.383687651079437,0.0611574876382048,-0.3225301634412322,constrained_generative,constrained_generative,False,0.12767749912684323,-0.47478478813843955,138
branching,160,perturb_CSR,CSR,0.3363710942926886,0.2591820169689501,-0.07718907732373848,chaotic_fertility,constrained_generative,True,0.2131141236257177,-0.3191741349266682,72
branching,161,perturb_CSR,CSR,0.3719990280393197,0.9374486311285049,0.5654496030891851,chaotic_fertility,chaotic_fertility,False,-0.2463716890516887,-0.17584453708121933,307
branching,162,perturb_CSR,CSR,0.7673497740364271,0.8673974323792756,0.10004765834284846,chaotic_fertility,chaotic_fertility,False,-0.008141341469139807,-0.03076524925848112,484
branching,163,perturb_CSR,CSR,0.9284104995172076,0.710709198267453,-0.2177013012497545,chaotic_fertility,chaotic_fertility,False,0.10963320272234961,0.021466695540358183,447
branching,164,perturb_CSR,CSR,0.4488851423144082,0.1421253920542472,-0.306759750260161,chaotic_fertility,constrained_generative,True,0.14378259789899595,0.2687340765536258,99
