domain,sys_idx,process_regime,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy
cellular_automata,21,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0177,0.0177,0.000234,0.0
cellular_automata,22,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2031,0.2031,0.001352,0.0
cellular_automata,23,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0605,0.0605,0.002174,0.0
cellular_automata,24,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,1e-05,0.2108
cellular_automata,25,CL,op_diffusion,0.9333,0.0667,0.009795,1.0,0.0,0.0,0.000193,0.3534
cellular_automata,26,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5833,0.5833,0.00174,0.0
cellular_automata,27,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.7e-05,0.0
cellular_automata,28,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1801,0.1801,0.003757,0.0
cellular_automata,29,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0839,0.0839,0.001762,0.0
cellular_automata,30,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.5e-05,0.0
cellular_automata,31,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1565,0.1565,0.00318,0.0
cellular_automata,32,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0861,0.0861,0.004094,0.0
cellular_automata,33,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1177,0.1177,0.000656,0.0
cellular_automata,34,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0331,0.0331,0.001048,0.0
cellular_automata,35,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1902,0.1902,0.001862,0.0
cellular_automata,36,CL,op_diffusion,0.1,0.9,0.026509,1.0,0.0,0.0,3e-06,0.469
cellular_automata,37,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0265,0.0265,0.000335,0.0
cellular_automata,38,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.3e-05,0.0
cellular_automata,39,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5455,0.5455,0.001716,0.0
cellular_automata,40,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,6e-06,0.0
cellular_automata,41,CL,op_diffusion,1.0,0.0,0.0,1.0,0.16,0.16,0.002665,0.0
cellular_automata,42,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1629,0.1629,0.002021,0.0
cellular_automata,43,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4e-06,0.0
cellular_automata,44,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2384,0.2384,0.000569,0.0
cellular_automata,45,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0728,0.0728,0.001057,0.0
cellular_automata,46,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5263,0.5263,0.013481,0.0
cellular_automata,47,CL,op_diffusion,0.3,0.7,0.033057,0.9999,0.0,0.0,0.000101,0.8813
cellular_automata,48,CL,op_diffusion,1.0,0.0,0.010887,0.9999,0.0,0.0,1.1e-05,0.0
cellular_automata,49,CL,op_diffusion,1.0,0.0,0.0,1.0,0.343,0.343,0.001788,0.0
cellular_automata,50,RG,op_diffusion,1.0,0.0,0.016801,1.0,0.0199,0.0199,0.001143,0.0
cellular_automata,51,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0331,0.0331,0.000301,0.0
cellular_automata,52,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2815,0.2815,0.001319,0.0
cellular_automata,53,RG,op_diffusion,1.0,0.0,0.016801,1.0,0.0199,0.0199,0.001318,0.0
cellular_automata,54,RG,op_diffusion,0.9333,0.0667,0.009795,1.0,0.0397,0.0397,0.000337,0.3534
cellular_automata,55,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0442,0.0442,0.00081,0.0
cellular_automata,56,RG,op_diffusion,1.0,0.0,0.0,1.0,0.3245,0.3245,0.011315,0.0
cellular_automata,57,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,58,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000452,0.0
cellular_automata,59,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.00015,0.0
cellular_automata,60,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.6e-05,0.0
cellular_automata,61,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0132,0.0132,0.000177,0.0
cellular_automata,62,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000102,0.0
cellular_automata,63,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2727,0.2727,0.002383,0.0
cellular_automata,64,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,65,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2,0.2,0.001733,0.0
cellular_automata,66,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3636,0.3636,0.004058,0.0
cellular_automata,67,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000108,0.0
cellular_automata,68,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2194,0.2194,0.002726,0.0
cellular_automata,69,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.9e-05,0.0
cellular_automata,70,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,2.3e-05,0.2108
cellular_automata,71,RG,op_diffusion,1.0,0.0,0.016801,1.0,0.0199,0.0199,0.000327,0.0
cellular_automata,72,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0433,0.0433,0.006006,0.0
cellular_automata,73,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0238,0.0238,0.000242,0.0
cellular_automata,74,CL,op_diffusion,1.0,0.0,0.0,1.0,0.011,0.011,0.000196,0.0
cellular_automata,75,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.1e-05,0.0
cellular_automata,76,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000412,0.7219
cellular_automata,77,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3333,0.3333,0.002479,0.0
cellular_automata,78,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,79,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,6.1e-05,0.0
cellular_automata,80,RG,op_diffusion,1.0,0.0,0.0,1.0,0.149,0.149,0.010138,0.0
cellular_automata,81,RG,op_diffusion,0.9,0.1,0.022632,1.0,0.0397,0.0397,0.000407,0.469
cellular_automata,82,RG,op_diffusion,0.9667,0.0333,0.012912,1.0,0.0397,0.0397,0.000365,0.2108
cellular_automata,83,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2,0.2,0.015565,0.0
cellular_automata,84,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.3e-05,0.0
cellular_automata,85,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0773,0.0773,0.001176,0.0
cellular_automata,86,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4e-05,0.0
cellular_automata,87,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1818,0.1818,0.002057,0.0
cellular_automata,88,CL,op_diffusion,0.5667,0.4333,0.038654,0.9999,0.0,0.0,1.7e-05,0.9871
cellular_automata,89,CL,op_diffusion,0.9,0.1,0.018534,1.0,0.0,0.0,1.3e-05,0.469
cellular_automata,90,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000138,0.0
cellular_automata,91,CL,op_diffusion,1.0,0.0,0.0,1.0,0.25,0.25,0.002255,0.0
cellular_automata,92,CL,op_diffusion,0.1667,0.8333,0.029669,0.9999,0.0,0.0,1.7e-05,0.65
cellular_automata,93,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0728,0.0728,0.000766,0.0
cellular_automata,94,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0132,0.0132,0.000253,0.0
cellular_automata,95,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0088,0.0088,0.000178,0.0
cellular_automata,96,RG,op_diffusion,1.0,0.0,0.0,1.0,0.4636,0.4636,0.002277,0.0
cellular_automata,97,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,98,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000162,0.0
cellular_automata,99,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.6e-05,0.0
cellular_automata,100,RG,op_diffusion,0.9333,0.0667,0.009795,1.0,0.0397,0.0397,0.000375,0.3534
cellular_automata,101,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1954,0.1954,0.001233,0.0
cellular_automata,102,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0331,0.0331,0.000302,0.0
cellular_automata,103,CL,op_diffusion,1.0,0.0,0.0,1.0,0.4412,0.4412,0.00269,0.0
cellular_automata,104,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0558,0.0558,0.000667,0.0
cellular_automata,105,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5333,0.5333,0.001832,0.0
cellular_automata,106,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0464,0.0464,0.001011,0.0
cellular_automata,107,CL,op_diffusion,1.0,0.0,0.0,0.9999,0.4673,0.4673,0.001688,0.0
cellular_automata,108,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1225,0.1225,0.001368,0.0
cellular_automata,109,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2627,0.2627,0.001417,0.0
cellular_automata,110,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0795,0.0795,0.001065,0.0
cellular_automata,111,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2,0.2,0.001955,0.0
cellular_automata,112,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0028,0.0028,0.000161,0.0
cellular_automata,113,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,6e-06,0.0
cellular_automata,114,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.6e-05,0.0
cellular_automata,115,CL,op_diffusion,0.8333,0.1667,0.021863,1.0,0.0,0.0,0.000206,0.65
cellular_automata,116,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2856,0.2856,0.001951,0.0
cellular_automata,117,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000107,0.0
cellular_automata,118,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1821,0.1821,0.004703,0.0
cellular_automata,119,CL,op_diffusion,0.1667,0.8333,0.037206,0.9999,0.0,0.0,9.4e-05,0.65
cellular_automata,120,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.7e-05,0.0
cellular_automata,121,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1457,0.1457,0.000974,0.0
cellular_automata,122,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2216,0.2216,0.001238,0.0
cellular_automata,123,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0738,0.0738,0.004886,0.0
cellular_automata,124,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3,0.3,0.002279,0.0
cellular_automata,125,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.00027,0.0
cellular_automata,126,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,9e-06,0.0
cellular_automata,127,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0159,0.0159,0.000253,0.0
cellular_automata,128,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,6.3e-05,0.0
cellular_automata,129,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0199,0.0199,0.000224,0.0
cellular_automata,130,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000403,0.7219
cellular_automata,131,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000411,0.0
cellular_automata,132,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.00014,0.0
cellular_automata,133,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,134,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,7e-06,0.0
cellular_automata,135,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.5e-05,0.0
cellular_automata,136,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,9.9e-05,0.0
cellular_automata,137,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0066,0.0066,0.000154,0.0
cellular_automata,138,RG,op_diffusion,1.0,0.0,0.030107,1.0,0.0265,0.0265,0.00073,0.0
cellular_automata,139,CL,op_diffusion,1.0,0.0,0.0,1.0,0.245,0.245,0.001253,0.0
cellular_automata,140,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,2.5e-05,0.0
cellular_automata,141,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1667,0.1667,0.001757,0.0
cellular_automata,142,RG,op_diffusion,0.8667,0.1333,0.01819,1.0,0.0464,0.0464,0.000374,0.5665
cellular_automata,143,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0199,0.0199,0.000479,0.0
cellular_automata,144,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0268,0.0268,0.001691,0.0
cellular_automata,145,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000212,0.0
cellular_automata,146,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.7e-05,0.0
cellular_automata,147,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,148,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0185,0.0185,0.000253,0.0
cellular_automata,149,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.000267,0.0
cellular_automata,150,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.8e-05,0.0
cellular_automata,151,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1954,0.1954,0.001259,0.0
cellular_automata,152,RG,op_diffusion,1.0,0.0,0.003898,1.0,0.0265,0.0265,0.000365,0.0
cellular_automata,153,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1613,0.1613,0.002083,0.0
cellular_automata,154,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.6e-05,0.0
cellular_automata,155,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0712,0.0712,0.000768,0.0
cellular_automata,156,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5455,0.5455,0.021266,0.0
cellular_automata,157,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1266,0.1266,0.001322,0.0
cellular_automata,158,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,2.3e-05,0.2108
cellular_automata,159,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1523,0.1523,0.001429,0.0
cellular_automata,160,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,2.5e-05,0.0
cellular_automata,161,CL,op_diffusion,1.0,0.0,0.0,1.0,0.047,0.047,0.002211,0.0
cellular_automata,162,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000266,0.0
cellular_automata,163,RG,op_diffusion,0.5667,0.4333,0.038654,0.9999,0.0861,0.0861,0.001257,0.9871
cellular_automata,164,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3e-05,0.0
cellular_automata,165,CL,op_diffusion,0.6333,0.3667,0.039462,0.9997,0.0,0.0,0.000166,0.9481
cellular_automata,166,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000724,0.7219
cellular_automata,167,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2176,0.2176,0.001585,0.0
cellular_automata,168,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4e-06,0.0
cellular_automata,169,RG,op_diffusion,0.6333,0.3667,0.036555,0.9999,0.0596,0.0596,0.000475,0.9481
cellular_automata,170,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0132,0.0132,0.000481,0.0
cellular_automata,171,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000226,0.0
cellular_automata,172,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2887,0.2887,0.001436,0.0
cellular_automata,173,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0265,0.0265,0.000312,0.0
cellular_automata,174,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0781,0.0781,0.000812,0.0
cellular_automata,175,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.5e-05,0.0
cellular_automata,176,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.4e-05,0.0
cellular_automata,177,CL,op_diffusion,0.4333,0.5667,0.091239,0.9999,0.0,0.0,1.2e-05,0.8632
cellular_automata,178,CL,op_diffusion,0.5667,0.4333,0.038654,0.9999,0.0353,0.0353,0.000389,0.9871
cellular_automata,179,RG,op_diffusion,0.8,0.2,0.026993,0.9994,0.2053,0.2053,0.009133,0.5375
cellular_automata,180,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1842,0.1842,0.002102,0.0
cellular_automata,181,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1192,0.1192,0.000885,0.0
cellular_automata,182,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.4e-05,0.0
cellular_automata,183,CL,op_diffusion,0.6333,0.3667,0.039462,0.9997,0.0,0.0,0.000166,0.9481
cellular_automata,184,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0106,0.0106,0.00025,0.0
cellular_automata,185,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.7e-05,0.0
cellular_automata,186,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0106,0.0106,0.000208,0.0
cellular_automata,187,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1556,0.1556,0.008548,0.0
cellular_automata,188,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0728,0.0728,0.001629,0.0
cellular_automata,189,CL,op_diffusion,1.0,0.0,0.0,1.0,0.011,0.011,0.000191,0.0
cellular_automata,190,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1159,0.1159,0.004388,0.0
cellular_automata,191,CL,op_diffusion,1.0,0.0,0.0,1.0,0.011,0.011,0.000286,0.0
cellular_automata,192,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.000203,0.0
cellular_automata,193,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1606,0.1606,0.001622,0.0
cellular_automata,194,CL,op_diffusion,0.5333,0.4667,0.039179,0.9999,0.0643,0.0643,0.000493,0.9968
cellular_automata,195,RG,op_diffusion,0.8667,0.1333,0.01819,1.0,0.0464,0.0464,0.000643,0.5665
cellular_automata,196,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.7e-05,0.0
cellular_automata,197,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0132,0.0132,0.000481,0.0
cellular_automata,198,CL,op_diffusion,1.0,0.0,0.0,1.0,0.4375,0.4375,0.002526,0.0
cellular_automata,199,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.8e-05,0.0
cellular_automata,200,CL,op_diffusion,1.0,0.0,0.0,1.0,0.4444,0.4444,0.001483,0.0
cellular_automata,201,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000405,0.7219
cellular_automata,202,RG,op_diffusion,1.0,0.0,0.030107,1.0,0.0265,0.0265,0.001415,0.0
cellular_automata,203,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0618,0.0618,0.000884,0.0
cellular_automata,204,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,205,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.5e-05,0.0
cellular_automata,206,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0
cellular_automata,207,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.4e-05,0.0
cellular_automata,208,CL,op_diffusion,1.0,0.0,0.0,1.0,0.4211,0.4211,0.019937,0.0
cellular_automata,209,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2056,0.2056,0.003754,0.0
cellular_automata,210,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1391,0.1391,0.001073,0.0
cellular_automata,211,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0331,0.0331,0.000299,0.0
cellular_automata,212,CL,op_diffusion,1.0,0.0,0.0,1.0,0.106,0.106,0.001469,0.0
cellular_automata,213,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3548,0.3548,0.002418,0.0
cellular_automata,214,RG,op_diffusion,0.9333,0.0667,0.009795,1.0,0.0397,0.0397,0.000341,0.3534
cellular_automata,215,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1192,0.1192,0.000954,0.0
cellular_automata,216,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2941,0.2941,0.001797,0.0
cellular_automata,217,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.00025,0.0
cellular_automata,218,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0265,0.0265,0.000259,0.0
cellular_automata,219,RG,op_diffusion,1.0,0.0,0.0,1.0,0.4927,0.4927,0.001712,0.0
cellular_automata,220,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0331,0.0331,0.000689,0.0
cellular_automata,221,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1779,0.1779,0.018934,0.0
cellular_automata,222,RG,op_diffusion,0.2,0.8,0.025186,1.0,0.0861,0.0861,0.000616,0.7219
cellular_automata,223,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,7.1e-05,0.0
cellular_automata,224,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,1e-05,0.2108
cellular_automata,225,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5294,0.5294,0.002613,0.0
cellular_automata,226,RG,op_diffusion,1.0,0.0,0.0,1.0,0.7788,0.7788,0.019976,0.0
cellular_automata,227,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.9e-05,0.0
cellular_automata,228,CL,op_diffusion,0.9,0.1,0.014167,1.0,0.0416,0.0416,0.000377,0.469
cellular_automata,229,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0159,0.0159,0.000192,0.0
cellular_automata,230,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.000214,0.0
cellular_automata,231,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.5e-05,0.0
cellular_automata,232,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.8e-05,0.0
cellular_automata,233,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3636,0.3636,0.004961,0.0
cellular_automata,234,CL,op_diffusion,1.0,0.0,0.010887,1.0,0.0079,0.0079,0.000208,0.0
cellular_automata,235,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0221,0.0221,0.000332,0.0
cellular_automata,236,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000287,0.0
cellular_automata,237,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4e-05,0.0
cellular_automata,238,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1898,0.1898,0.00212,0.0
cellular_automata,239,CL,op_diffusion,0.8333,0.1667,0.021863,1.0,0.0762,0.0762,0.006388,0.65
cellular_automata,240,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000135,0.0
cellular_automata,241,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.5e-05,0.0
cellular_automata,242,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0265,0.0265,0.000259,0.0
cellular_automata,243,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0684,0.0684,0.001791,0.0
cellular_automata,244,CL,op_diffusion,0.8333,0.1667,0.021863,1.0,0.0695,0.0695,0.005978,0.65
cellular_automata,245,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.1e-05,0.0
cellular_automata,246,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.7e-05,0.0
cellular_automata,247,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2697,0.2697,0.005228,0.0
cellular_automata,248,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000112,0.0
cellular_automata,249,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,2.1e-05,0.2108
cellular_automata,250,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0099,0.0099,0.000145,0.0
cellular_automata,251,RG,op_diffusion,0.8667,0.1333,0.01819,1.0,0.0464,0.0464,0.000372,0.5665
cellular_automata,252,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0066,0.0066,0.000212,0.0
cellular_automata,253,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4.8e-05,0.0
cellular_automata,254,RG,op_diffusion,0.7,0.3,0.086678,1.0,0.0596,0.0596,0.001502,0.8813
