ensemble_size,mean_continuity_alignment,mean_recursive_synchronization,mean_mutual_closure,mean_interaction_stability,mean_co_stabilization,mean_shared_closure,mean_manifold_convergence,mean_signal_transfer,collective_closure,distributed_continuity,network_stabilization,ensemble_reconstruction,distributed_identity
5,0.953126537400505,0.8738400000000001,0.57383631,0.9085856465268248,0.8480489171781989,0.4931340916774,0.4131118146001267,0.8480489171781989,0.43092029467137927,0.8659970912059117,0.3503390270451583,0.7191869659271156,0.1941704801781201
4,0.8984269956356772,0.673875,0.52785565625,0.8984269956356772,0.7794023286314062,0.34873705952137496,0.24309959812464083,0.7794023286314062,0.23500518598496656,0.8071710664869491,0.1894723928677041,0.6074679898760585,0.07616669920795609
4,0.9332960758822799,0.6443,0.6174763325000001,0.8812627578139367,0.796722916608865,0.41118265912525,0.3067414195272198,0.796722916608865,0.26492498727439856,0.8224790736889431,0.24438791841047,0.6347674058497363,0.11771360321407623
4,0.9465851699940244,0.7876000000000001,0.49666864499999996,0.9268777509291184,0.818892605276943,0.37862973441799996,0.2962996810999559,0.818892605276943,0.2982087788276168,0.8773687334269186,0.24263761779867027,0.6705850989772592,0.10619537358157341
3,0.9766999774192158,0.8019,0.49801972166666664,0.8759199079832115,0.8157699099540614,0.37892970513216667,0.2925256653368891,0.8157699099540614,0.30386373054548443,0.8555109543482442,0.23863363567112594,0.6654805459864575,0.1082639343329377
3,0.9649870471784343,0.8630666666666666,0.5709096733333333,0.8617681498225696,0.8348218271003013,0.48890606763366673,0.4043966994371662,0.8348218271003013,0.4219585301056966,0.831595102249704,0.3375991914974665,0.6969274830030854,0.19078951915459522
3,0.9196441668856439,0.6488333333333333,0.5618498483333333,0.7803862723799108,0.7521457681129998,0.3680275324875,0.2494054442540373,0.7521457681129998,0.2387885306623062,0.7176776833118161,0.18758924944001684,0.5657232564902945,0.08441236338384767
5,0.9757036149282007,0.8184400000000001,0.452540386,0.9543120476173744,0.8332007759636724,0.3550395127012,0.2836932144925966,0.8332007759636724,0.29057853877517015,0.9311257146298054,0.23637340645086002,0.6942235330664658,0.09827511282866233
3,0.9054538166887971,0.8792999999999999,0.6535096983333334,0.9054538166887971,0.8498342296799449,0.5716843902098333,0.48721444835009614,0.8498342296799449,0.5026820843115063,0.8198466141563098,0.41405151540254326,0.7222182179357054,0.25219867267587487
4,0.951801546639247,0.84805,0.4664895,0.951801546639247,0.8339888279835481,0.39149049108625,0.31748714144612633,0.8339888279835481,0.3320035109656943,0.9059261841848627,0.2647807289945019,0.6955373652013722,0.11830245706358748
5,0.9140758139438582,0.7446399999999999,0.716173392,0.8957417230725765,0.8351079395049303,0.5462955997451999,0.44592176772555153,0.8351079395049303,0.4067935553942656,0.8187758446010394,0.37239280862568147,0.6974052706241703,0.22267352964204992
5,0.9441576460673986,0.75142,0.581763991,0.8340252619202719,0.800091670596301,0.43729152510110003,0.3345083168191838,0.800091670596301,0.32858959779146857,0.7874513280553895,0.2676373180322175,0.6401466813575799,0.1381091636042839
3,0.9049232448115566,0.6444666666666666,0.6171955966666667,0.6900378236881779,0.7308207732165869,0.3965659934923333,0.2641308421848571,0.7308207732165869,0.25557356393935904,0.6244312664546108,0.19303230631588555,0.53409900256489,0.09478646566192356
5,0.9372967705848352,0.79888,0.598052824,0.9289239732507049,0.8392527879506619,0.48469752041400005,0.3971168582772543,0.8392527879506619,0.3872151551083364,0.8706774402467194,0.3332814304513936,0.7043452420829587,0.18041234132482217
3,0.9619007913573426,0.8814333333333334,0.5999020516666668,0.9619007913573426,0.8734075518144057,0.5430360830438333,0.4852033587039113,0.8734075518144057,0.47865010479760284,0.925253132413882,0.42378027765771004,0.7628407515664337,0.2534444402134666
4,0.9273626394496712,0.7531750000000001,0.6614068737500001,0.9231381510290289,0.83806661189361,0.49326662181162506,0.3969669987167858,0.83806661189361,0.3715160878829708,0.8560838323149694,0.3326847876481517,0.7023556459708347,0.18158740742400417
3,0.9421620541465493,0.7878999999999999,0.5621149583333334,0.9421620541465493,0.8353002241545963,0.4591094245705,0.3797772834774846,0.8353002241545963,0.3617323156190969,0.8876693362736453,0.3172280500175665,0.6977264644727188,0.16427474458995187
5,0.9658205657375614,0.8095800000000001,0.651949719,0.9419500607953454,0.8646371317598721,0.5273457760511,0.44450003413672057,0.8646371317598721,0.4269285933754496,0.9097547406138908,0.38433123458313934,0.7475973696179384,0.22639337780409874
5,0.9400286358027021,0.89574,0.715082571,0.8838441222800679,0.869326341624831,0.6468128002007,0.5637919993730363,0.869326341624831,0.579376097651775,0.8308387845291689,0.49011923625231063,0.7557282882428125,0.3427982514920277
4,0.90722704884861,0.8388,0.6826485250000001,0.8593617001361673,0.8342663296954332,0.5795530643915,0.4753922102761558,0.8342663296954332,0.4861291104115902,0.7796361791080593,0.3966037144328881,0.6960003088634893,0.2499546714801357
5,0.9098638385781624,0.73726,0.651527501,0.9098638385781624,0.8236758033468975,0.4772895555897,0.3737712299760533,0.8236758033468975,0.3518864977540622,0.8278522047521885,0.30786631811848364,0.678441829019157,0.16231707406184623
5,0.9502341581692744,0.7567999999999999,0.65233099,0.7791852041088918,0.8006520066834497,0.49031021175480005,0.37488211099835983,0.8006520066834497,0.37106676825603263,0.7404083964843671,0.30015011444056455,0.6410436358062348,0.17466114113359008
4,0.9382148532124798,0.769325,0.7060891737499999,0.7606650418035615,0.8047468032548122,0.5508240970941249,0.4270356244493006,0.8047468032548122,0.4237627484969377,0.7136672405395933,0.3436555536514972,0.6476174173488394,0.2206883166014788
5,0.9627656237997032,0.81264,0.507020216,0.9481046606960218,0.8371931285487175,0.41446239571519994,0.34220323570832145,0.8371931285487175,0.3368087212540001,0.9128025750824115,0.28649019750214383,0.7008923344891894,0.1365494074322317
5,0.9470580121769242,0.9043599999999999,0.688606592,0.8653196163484896,0.8623066069576242,0.6357087032202,0.5506913445123173,0.8623066069576242,0.57490952284422,0.8195078757566993,0.4748647847673484,0.7435726844027706,0.33154538748946194
5,0.9412479956698563,0.78828,0.5329730140000001,0.8996263518188835,0.8165129070466218,0.4069653951847999,0.31613408697742706,0.8165129070466218,0.3208026817162741,0.8467715005013091,0.25812756237446854,0.6666933273737253,0.12109685729354829
4,0.910780979538942,0.8267249999999999,0.44380523875,0.8731700265328063,0.7892913495715245,0.36497501224137496,0.27792938490578345,0.7892913495715245,0.3017339669952507,0.7952666520695932,0.2193672592978695,0.6229808345084384,0.09238714583966577
3,0.9144175534874815,0.7532333333333332,0.5162671183333333,0.889003379270155,0.7949263701606243,0.3766555654815,0.2808855881490902,0.7949263701606243,0.2837095271061818,0.8129202951143188,0.22328336101778834,0.6319079339767458,0.09674274367290611
3,0.9317155206020057,0.7949,0.4513578483333333,0.8504787952977391,0.7839098644365902,0.35430210786216665,0.2624734599006595,0.7839098644365902,0.2816347455396363,0.7924042935217995,0.2057555343689288,0.6145146755609932,0.08664479176063615
5,0.910889594779875,0.7104199999999998,0.692613123,0.910889594779875,0.8271403814679251,0.5123647768251001,0.4139360383847833,0.8271403814679251,0.3639941847520875,0.8297198538782449,0.3423832126929114,0.6841612106549047,0.1931871546107257
3,0.9360647951014194,0.7647333333333334,0.49502544666666665,0.9360647951014194,0.8135906330608517,0.3664355827883334,0.2798579300897954,0.8135906330608517,0.2802255046776648,0.8762173006282622,0.22768979050885624,0.6619297182043574,0.09599335460433729
3,0.8347032259894648,0.8480666666666666,0.4185786,0.7921595341709109,0.7413878813814461,0.34873198234066666,0.2465196901286707,0.7413878813814461,0.29574796982370805,0.661218118670771,0.18276671078330575,0.5496559906592692,0.07175885223351225
3,0.9671341182301885,0.8665666666666666,0.5707256683333334,0.8565090309043217,0.8345514117403531,0.48219708960983326,0.39593931515480546,0.8345514117403531,0.41785592461956117,0.8283591063598444,0.3304317144259515,0.6964760588378164,0.18464600546842377
5,0.9521810481541009,0.80092,0.6081228779999999,0.9042555488698352,0.8387395547071808,0.48219295216599994,0.39229201668060965,0.8387395547071808,0.3861979792487927,0.8610149963220415,0.32903083138587647,0.7034840406303998,0.18011499139343776
3,0.9699103621990731,0.8020999999999999,0.4139970783333333,0.9534649083628591,0.8202319968352464,0.3162345941125,0.2452923761748078,0.8202319968352464,0.2536517679376362,0.9247754946143267,0.20119665551832502,0.6727805286323356,0.07523588376958198
4,0.9628240770625994,0.72825,0.666047925,0.8725466002234709,0.8294707881858212,0.48907134801525,0.3924578526075788,0.8294707881858212,0.3561662091921058,0.8401088750542722,0.32553232433212326,0.6880217884536075,0.18480434841701085
5,0.8990183426427591,0.79814,0.6694723650000001,0.8859491741972585,0.8290127280520053,0.5308955523948999,0.4300945361582527,0.8290127280520053,0.4237289761884654,0.7964845582525405,0.3565538447408149,0.6872621032722281,0.2052776017162352
4,0.9580106644633708,0.8412,0.41006787749999996,0.8934804857829596,0.805700920573899,0.32110946359774994,0.2476829340831275,0.805700920573899,0.2701172807784272,0.8559638338699884,0.19955836800122018,0.6491539734136282,0.07619378225363677
4,0.898312950672688,0.690425,0.66927525125,0.825119498082999,0.7889697848767061,0.47006477186912493,0.3521620946366228,0.7889697848767061,0.32454447011774057,0.7412155309805062,0.2778452520471865,0.622473321448396,0.14870582275907296
3,0.9333425562385811,0.8838,0.4062657166666667,0.8965768075267353,0.8069889524629282,0.349288404036,0.27300950673979146,0.8069889524629282,0.3087010914870168,0.8368132894012295,0.22031565585636506,0.6512311693972143,0.08900266405693866
4,0.906282272685987,0.66285,0.6483223800000001,0.8843568926519866,0.7994262256013922,0.42873013764800005,0.317872753435817,0.7994262256013922,0.28418377173997683,0.8014769745381599,0.25411581550071716,0.639082290179288,0.12350962475915157
4,0.9570970785465788,0.80495,0.5584371874999999,0.9126698059431619,0.8336075028469222,0.44618470139974997,0.3584101765279522,0.8336075028469222,0.3591563753917288,0.8735136049458733,0.2987734122503908,0.6949014688026814,0.15305622519955805
5,0.9326576692002664,0.7076800000000001,0.652133168,0.8654640851947233,0.8113991599184971,0.47847852085160003,0.37639117875021777,0.8113991599184971,0.3386096796362604,0.8071817164742514,0.3054034862386596,0.6583685967164428,0.16796707104278674
5,0.9091132381436854,0.7483000000000001,0.7119675410000001,0.8945485067783506,0.833152031676611,0.5376065963425,0.43407920707322384,0.833152031676611,0.40229101604309275,0.8132458896738648,0.3616539732816288,0.6941423078868646,0.2121541608460552
3,0.9340158342825874,0.9549,0.7717092050000001,0.8346606247990849,0.8759247787245017,0.7438957986705,0.658519964259778,0.8759247787245017,0.7103460981504605,0.7795862398145429,0.5768139539799128,0.7672442179835672,0.45754655600349414
4,0.930439606634579,0.7439,0.521035165,0.8948280499470251,0.8005673299744813,0.375945211023,0.2801440581701346,0.8005673299744813,0.2796656424800097,0.8325834587982975,0.22427418065748045,0.6409080498224701,0.09799279872174614
4,0.951814200275045,0.908175,0.59616457125,0.937001351671633,0.8675125798340033,0.536418870281375,0.46258443794907933,0.8675125798340033,0.4871622075177877,0.8918511921979716,0.4012978191562682,0.752578076170248,0.2361822444149327
3,0.9555798428883207,0.7577333333333334,0.5841926366666667,0.9395094807046261,0.836911991077884,0.44352295947333337,0.3568920386636356,0.836911991077884,0.33607213049159385,0.8977763219638144,0.29868722667782843,0.7004216808099483,0.15125855482901943
4,0.9370607757775132,0.827125,0.48711699374999995,0.9370607757775132,0.8250848642165078,0.39757426132237494,0.3158359351769833,0.8250848642165078,0.3288436108962694,0.878082897500755,0.26059144969019504,0.6807650331591731,0.11766507110087997
5,0.93294376818261,0.80564,0.5843111540000001,0.9185900731400871,0.8334503831968092,0.4746686595874,0.39805342332369653,0.8334503831968092,0.38241205890999297,0.8569928842504523,0.3317577782019366,0.6946395412509081,0.17627364676984866
5,0.9201154905387682,0.6542,0.518206124,0.8412388255988296,0.7628875196412793,0.33134630442779994,0.22317870372606827,0.7628875196412793,0.21676675235666673,0.7740368746761244,0.17026024772233617,0.5819973676244233,0.06804202407060785
3,0.9788811610314135,0.8123333333333332,0.49397737666666663,0.920568842784436,0.8310971431447548,0.394910454471,0.31717501928220215,0.8310971431447548,0.320798925848609,0.9011274976341734,0.26360325240232074,0.690722461343373,0.12261047539845643
4,0.9150452749398056,0.8784749999999999,0.64080301375,0.8820842594194371,0.8429944630577728,0.559772926608875,0.46753298401448046,0.8429944630577728,0.4917465217027314,0.8071470336805336,0.3941277168210852,0.7106396647460627,0.23947860968332338
4,0.9518998699085683,0.787425,0.47650489125000006,0.9028815463999589,0.8092204031425582,0.368527591235625,0.28265945995626607,0.8092204031425582,0.29018783852871205,0.8594528265609679,0.2287338021378674,0.6548376608622044,0.09915732470926707
5,0.9702604659640851,0.8879400000000001,0.37859546499999996,0.8939075914862474,0.8125575102350998,0.3351493905092999,0.2667421245424944,0.8125575102350998,0.2975925498088278,0.8673231962442794,0.21674331659307017,0.6602497074394643,0.08673979190585795
4,0.9270326425095698,0.881575,0.50724418375,0.8649200790173973,0.8153496532080902,0.43693422505287494,0.3525225121932562,0.8153496532080902,0.3851902894509882,0.8018091464110838,0.2874291080648162,0.664795056986553,0.14279005057732183
5,0.913883867751184,0.72986,0.639608689,0.8773915254812168,0.8112763557697203,0.4784527191815,0.37628451738263846,0.8112763557697203,0.3492035016218096,0.8018339608388859,0.3052707319947549,0.6581693254309978,0.1645304885882554
3,0.8971143363610675,0.6826,0.7148359699999999,0.8338618521973497,0.7987800505675251,0.514072980352,0.3994522390970716,0.7987800505675251,0.3509062163882752,0.7480694221508359,0.31907447974527,0.6380495691846579,0.18422027864332535
5,0.9507777291293558,0.81226,0.537700651,0.8858761567901347,0.820988295975847,0.4381559758807,0.35069485755063556,0.820988295975847,0.35589657296885735,0.8422713206427653,0.2879163735079887,0.674021782129325,0.14609560028638563
4,0.9505809401014542,0.8611500000000001,0.5566026375,0.9351640491715256,0.8492740242818939,0.48118702754799997,0.4049141936174627,0.8492740242818939,0.4143742087729602,0.8889491210105513,0.34388310670236055,0.7212663683199629,0.1852106744308987
5,0.8970149023052173,0.8445,0.665673621,0.8522612219306511,0.8268175614707605,0.5572057989227001,0.4522790684457153,0.8268175614707605,0.4705602971902202,0.7644910167286482,0.3739522764765535,0.6836272799564548,0.22605898571085717
4,0.9457123566051324,0.73135,0.511873835,0.832985205388451,0.7822540355980749,0.35436183820699996,0.25420899394600804,0.7822540355980749,0.2591625303726894,0.7877644016051223,0.1988560113995914,0.6119213762094743,0.08519162871612583
5,0.9192978171944176,0.77982,0.519418199,0.8943215369967064,0.8039334460573372,0.3872163157801,0.299944611702752,0.8039334460573372,0.3019590273716376,0.8221478368310288,0.2411355053125233,0.6463089856896255,0.10677041775129906
5,0.9084562167727034,0.7254400000000001,0.581996736,0.8721191643418148,0.7956599615343555,0.41895126891,0.3110197420835569,0.7956599615343555,0.30392400851807044,0.7922820766129366,0.24746595602262805,0.6330747743888521,0.11837376697724247
5,0.9465646975764823,0.6927,0.6434332570000001,0.931627155012811,0.830684207176788,0.45498982888369993,0.36510189045334046,0.830684207176788,0.3151714544677389,0.88184537623874,0.30328437440997963,0.690036252052929,0.15724109997518804
4,0.9736766227283897,0.790575,0.54114635625,0.9383563494546018,0.8399541629048974,0.42578833276812494,0.34228503766771806,0.8399541629048974,0.3366176111781604,0.9136556412526974,0.2875037422890594,0.705522995781267,0.1419045808374667
3,0.9420507351370581,0.684,0.5472859433333334,0.8481227638090841,0.7833092383505095,0.359356275711,0.25466578462891504,0.7833092383505095,0.245799692586324,0.7989746731328212,0.19948206179161032,0.6135733628852552,0.08621247760019453
4,0.9658535922346703,0.860225,0.43728382125,0.9215153466240409,0.8257124459076134,0.37134805918462493,0.30078615078973325,0.8257124459076134,0.319442884212094,0.8900489078362073,0.24836286826372686,0.6818010433267334,0.10788232409883257
4,0.9229990092024046,0.761525,0.62364914375,0.8953189867223436,0.8225302275274244,0.481022451746125,0.3827824202728993,0.8225302275274244,0.36631062256596786,0.8263785376648239,0.3148501112405661,0.6765559751963166,0.16994898160451408
4,0.9578967615967038,0.8218500000000001,0.63131384,0.8555485565149428,0.834666363433494,0.5206271284467501,0.429034070230531,0.834666363433494,0.4278774055139616,0.8195271916743981,0.35810030718838753,0.6966679382472935,0.2139623113690624
4,0.8953213170192497,0.866875,0.67792060625,0.8953213170192497,0.8461519114615499,0.585428249206875,0.4883297234910884,0.8461519114615499,0.5074931135312097,0.8016002607090837,0.41320112895547456,0.7159730572700346,0.2559562622347993
4,0.9139821336742819,0.8113999999999999,0.43351588750000003,0.8635425003770864,0.7822405677154105,0.34116542509099995,0.2566890455680123,0.7822405677154105,0.2768216259188373,0.7892624170130738,0.20079258473144881,0.6119003057797278,0.08004054798015914
5,0.9392087131613108,0.8301000000000001,0.569463657,0.9005530233991215,0.8318412523681296,0.4724328678557,0.3950181286175043,0.8318412523681296,0.3921665236070166,0.8458072462402167,0.32859237481729964,0.6919598691413782,0.17527470492462743
4,0.9419708179623913,0.867925,0.67238329625,0.914461524966346,0.8649913621286212,0.585956282892125,0.5025402590882546,0.8649913621286212,0.5085661068291475,0.8613960706676848,0.43469298323321953,0.7482100565571275,0.2773789649942531
4,0.8851012503562009,0.878125,0.7637382687500001,0.8246027149010515,0.8412838433271758,0.674891278316875,0.5680712842954989,0.8412838433271758,0.5926389037720059,0.7298568940060386,0.477909193335922,0.707758505043344,0.33933574238649883
3,0.9108134906635432,0.8033333333333333,0.65814211,0.8695702381951061,0.8264102073242615,0.5451855371226666,0.43845603003051853,0.8264102073242615,0.4379657148218755,0.7920163040276134,0.3623445386800935,0.6829538307697289,0.21772075319121095
5,0.8867779533537293,0.65066,0.520290919,0.8601003714595101,0.7582536812439719,0.32077791598509997,0.21195071555942838,0.7582536812439719,0.20871735881486514,0.7627180470816467,0.16071241031523056,0.5749486451200349,0.06029124277746223
5,0.9520622677465761,0.86338,0.648277703,0.8468913144255916,0.8420176152516504,0.5592584793088999,0.4607624466218397,0.8420176152516504,0.48285258586571805,0.8062932653469074,0.38797009650203734,0.7089936643940764,0.24533245605308196
3,0.9520104283616586,0.7454666666666666,0.5957615966666666,0.848755529466132,0.8084754400150039,0.42886808527,0.3294013784596293,0.8084754400150039,0.3197068619659426,0.8080241151813786,0.2663129243916976,0.6536325371074542,0.13449026423087054
5,0.9802240300333998,0.8270200000000001,0.621282979,0.8943099766716458,0.8520207978115136,0.5171270079539,0.44026716849100217,0.8520207978115136,0.42767437811803444,0.8766241294321564,0.37511678414791977,0.7259394399033682,0.22317156849482475
5,0.9322711915674727,0.7447799999999999,0.43085061499999994,0.8551433298767952,0.7713504794332803,0.30780345075989995,0.21629524593198246,0.7713504794332803,0.22924585405695824,0.7972254911052162,0.16683944164877393,0.5949815621219513,0.0620672812758613
3,0.9574160933642685,0.8845,0.5321721016666667,0.9510106718112535,0.8558624498859899,0.4809435639051667,0.4244844938601466,0.8558624498859899,0.4253945822741199,0.9105129221532589,0.3633003388537595,0.7325005331248486,0.1954594493757859
5,0.9143511860961677,0.7114,0.50384768,0.8749507437918667,0.7798401149664104,0.34063929465279996,0.24311640604727414,0.7798401149664104,0.2423307942160019,0.8000122503618174,0.18959192604212677,0.6081506049108242,0.07572199445899447
4,0.8121400678522205,0.8378750000000001,0.6528772512500001,0.7430890644848779,0.7647191899511296,0.557076226597625,0.40486885211535206,0.7647191899511296,0.46676024336048516,0.6034924032509917,0.3096109806260957,0.5847954394795118,0.18317235496882284
3,0.9160961646716625,0.8184666666666667,0.8027211,0.793359461903294,0.8370742413058202,0.6640564896066667,0.5546565227206584,0.8370742413058202,0.5435081015267366,0.7267935602555816,0.4642886879417195,0.7006932854577145,0.33741952897412586
5,0.9544431504247358,0.8399599999999999,0.591226296,0.886239508394317,0.8384420568457159,0.49914663774400003,0.41764112129794473,0.8384420568457159,0.41926320983945026,0.845865228422741,0.3501678807643999,0.7029850826876748,0.1989671910331479
4,0.9017439113942853,0.797525,0.51069589375,0.8529632367859885,0.7880563232040821,0.39066625345937495,0.29437417016833456,0.7880563232040821,0.311566103790188,0.7691544054149273,0.23198342618911053,0.6210327685419368,0.10370240215002997
4,0.9457830222664354,0.8381749999999999,0.56531925875,0.923384153169478,0.841449004380774,0.454510262865125,0.3695032211064261,0.841449004380774,0.38095913957697614,0.873321055097562,0.3109181175154912,0.7080364269733957,0.1588376439294007
4,0.9166630983202856,0.791525,0.6038303337500001,0.83983278421821,0.8060198315115487,0.4769968112278751,0.37778841634576965,0.8060198315115487,0.37755490100714384,0.7698437220524161,0.30450495569003205,0.6496679687899053,0.16518623772628716
3,0.9240691222551504,0.8399333333333333,0.6716381533333333,0.8083136009967599,0.8220291143089064,0.5599143875,0.4550726073197226,0.8220291143089064,0.47029075787416663,0.7469376397799757,0.3740829323412763,0.6757318647714851,0.2354543834487299
3,0.9219613403574041,0.7390666666666666,0.6898949966666666,0.9219613403574041,0.8389691368811092,0.521237689546,0.4278069870391776,0.8389691368811092,0.38522940175379705,0.850012713113621,0.3589168586679667,0.7038692126390333,0.205587353027359
4,0.9511790627075767,0.714575,0.6248460062500001,0.9129113296982464,0.827111318971747,0.443265923677875,0.3457522752353712,0.827111318971747,0.3167467474121175,0.8683421429175056,0.28597562040741037,0.6841131339711829,0.1457778949519534
5,0.9169130572811792,0.79606,0.636625033,0.8815627112192985,0.8260797371501433,0.5083418322371,0.412639565905233,0.8260797371501433,0.4046705989706659,0.8083163607291723,0.3408731841407441,0.6824077321300498,0.1923334736134696
5,0.9217856563314099,0.65952,0.487092924,0.8950862009125867,0.7743841419731988,0.3055024611576,0.20614875171028185,0.7743841419731988,0.20148498318266034,0.8250776211813969,0.15963832421201263,0.5996707993395674,0.05805309369371369
5,0.963124435486628,0.78516,0.5837969919999999,0.8367677623655585,0.8137590577556558,0.4472173541249999,0.35157651680268937,0.8137590577556558,0.3511371777647849,0.8059114787617374,0.286098575042372,0.6622038040793727,0.15143313332203656
4,0.896011803519728,0.682425,0.51277956625,0.7575429592089291,0.7351073420685972,0.3313206716588749,0.21664015886488042,0.7351073420685972,0.2261015093568077,0.6787674331244643,0.15925377136848087,0.5403828043631576,0.06431336442280373
4,0.9708010116469432,0.70235,0.5611932475,0.9463566033836973,0.8278559340091922,0.38667992911475,0.29520608709616447,0.8278559340091922,0.2715846482137447,0.9187239479436583,0.24438811095819418,0.685345447474232,0.11081719646244657
4,0.9452338554449504,0.88655,0.44475597750000007,0.9304093222175569,0.8289541487987522,0.3739869008419999,0.30005314655858667,0.8289541487987522,0.33155808694147504,0.8794543907816245,0.24873030069986046,0.6871649808106638,0.10607031162909146
3,0.9714398460259422,0.8657,0.4958446216666667,0.9451313986436154,0.8472802977342008,0.43608635888816666,0.36624400762164794,0.8472802977342008,0.37751996088948586,0.9181383003726372,0.31031133182103676,0.7178839029285559,0.1551525588667469
4,0.9115964403752155,0.8655250000000001,0.64243256375,0.8393509709297201,0.8268757361414807,0.544904020597125,0.4464859235018339,0.8268757361414807,0.47162805242732664,0.7651493573250138,0.36918837667238774,0.6837234830195156,0.2217840982507407
5,0.9007083831671888,0.8348600000000002,0.587561483,0.802644377690217,0.7954901248572218,0.49892287742029995,0.3977780148907863,0.7954901248572218,0.4165307534431117,0.7229485196875898,0.31642848273092944,0.6328045387453584,0.17875508270168194
4,0.8989010604371035,0.86505,0.5273693275,0.8034427455507435,0.789187007296354,0.44579526393999996,0.3503979950013202,0.789187007296354,0.38563519307129696,0.7222155359760613,0.2765295450377347,0.6228161324853756,0.1404135293021528
5,0.9522289203090109,0.86518,0.34835511500000005,0.8621897926226282,0.7870326368794917,0.29691189580669997,0.22874428241782452,0.7870326368794917,0.25688223401404064,0.8210020553304952,0.18002921576240757,0.6194203715134857,0.0646724349747363
3,0.9167321365371897,0.7119,0.5612816316666667,0.8688337704912376,0.7903060984418616,0.3970891367221667,0.2924869195460934,0.7903060984418616,0.2826877564325105,0.7964878387180945,0.23115419623175176,0.6245837292343974,0.10647236741160537
4,0.9558836201940969,0.8039750000000001,0.62882370375,0.832985130130743,0.823220365847452,0.500903557042875,0.39928487401822343,0.823220365847452,0.4027139372735455,0.7962368417572255,0.32869944006663565,0.6776917707460126,0.1911797959325152
5,0.9283306421030473,0.8478,0.550375724,0.8381255950923039,0.8095720159586053,0.4765042986359999,0.39045910995833594,0.8095720159586053,0.4039803443836007,0.778057671855037,0.31610476879837274,0.6554068490232803,0.17272097010788773
5,0.9407042684405292,0.82698,0.665311599,0.8562456872662235,0.8375433065120259,0.5574180177505,0.46840384084633263,0.8375433065120259,0.46097355231930853,0.805473972845131,0.3923085016453702,0.7014787902830973,0.24561481823724543
5,0.8753995099970266,0.87538,0.5211565469999999,0.8234135672035224,0.7889512325601646,0.46483334938809995,0.37189549556638885,0.7889512325601646,0.40690581738735493,0.7208158332548673,0.29340740961067574,0.622444047358203,0.15132981328815928
5,0.9174889241124344,0.86296,0.708859204,0.8408719057866069,0.8418720897697124,0.6158901841951999,0.5149287053287026,0.8418720897697124,0.5314885933530897,0.7714906601565262,0.4335041052374873,0.7087486155332227,0.29097201091874236
5,0.9337482370982734,0.90384,0.528705212,0.919080187038487,0.842357569641028,0.4821716337652,0.41363260568820986,0.842357569641028,0.4358060094623384,0.8581895043991387,0.34842655645180615,0.7095662751315394,0.186228531178065
