sys_idx_a,domain_a,sys_idx_b,domain_b,process_regime_a,process_regime_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,perturbation_sharing,recursive_interference,co_stabilization_probability,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,external_continuity_prediction_norm,reciprocal_reconstruction_norm,mutual_anticipation_norm,co_adaptive_continuity_norm,recursive_predictive_coupling_norm,mutual_modeling_composite,shared_closure,continuity_overlap,manifold_convergence,synchronization_geometry,co_generated_transitions,shared_closure_norm,continuity_overlap_norm,manifold_convergence_norm,synchronization_geometry_norm,co_generated_transitions_norm,shared_space_composite,perturbation_response_encoding,continuity_transfer_efficiency,signaling_persistence,alignment_transmission,closure_information_retention,perturbation_response_encoding_norm,continuity_transfer_efficiency_norm,signaling_persistence_norm,alignment_transmission_norm,closure_information_retention_norm,signal_transfer_composite
352,branching,162,kuramoto,CG,CG,3,3,0.7430717650964569,0.7746,0.4835717300000001,0.7430717650964569,1.0,1.0,0.6974774050578741,0.5098958452091887,0.7430717650964569,0.35489782359,0.18074178,0.35489782359,0.3892050995722462,0.6538700927572223,0.2111189763687396,0.0159506739334198,0.2111189763687397,0.2962527638000736,0.37457466205800005,0.552155648083564,0.2475332130582404,0.475342063416907,0.20662960893649865,0.2284234867284717,0.5178945188406112,0.16213629618062758,0.944344499694359,0.21669326665923047,0.41389841362065993,0.3593284989618473,0.3788892057149416,0.337280355399747,0.26371455220391227,0.06770129116326139,0.2421081323571753,0.34594495066239145,0.21058969517788037,0.2058195256888623,0.008774925159191465,0.20264744580910019
345,kuramoto,64,coupled_map_lattice,CG,CG,3,3,0.9503970421831832,0.8977999999999999,0.57414721,0.8553573379648648,0.95,0.9333,0.8361157560444143,0.7185001638904864,0.8553573379648648,0.510780676462,0.93466952,0.5107806764619999,0.6495278507552175,0.8051907808669018,0.4017446307503572,0.0825656591454229,0.4017446307503571,0.4681547104536513,0.515469365138,0.8129290840114889,0.42707177147290243,0.4424186966555173,0.3914315296767086,0.40224286552312044,0.7987268116404379,0.3621552049852088,0.9407754315981917,0.4607759718386806,0.5929352571171279,0.5456678101617269,0.6145743875126856,0.48005352856994116,0.48544444411381016,0.48179350408823923,0.46276697421489565,0.5946563819725205,0.3807575894446896,0.4451976317491176,0.06260139587008512,0.3891959946502616
306,gray_scott,318,population,CG,CG,3,3,0.9065731719256196,0.8512,0.85986585,0.8612445133293387,0.975,0.3332999999999999,0.8725584755764875,0.8379455828108503,0.8612445133293387,0.722494414656,0.1689975899999999,0.7224944146560001,0.798586893569461,0.8131245821952218,0.6606446261074406,0.014912989548472,0.6606446261074407,0.5895827435056071,0.73191781152,0.7807811702525151,0.6304186250647661,0.32732760654871446,0.5144454198994558,0.6692716016554063,0.7641060601151215,0.5886982725214353,0.9282989451917337,0.6232502739452331,0.714725030685786,0.779531311065019,0.7216760356643999,0.7502832352762807,0.6549940531932338,0.12369234622495416,0.7397028978792186,0.7076775061870496,0.7028378454024323,0.628242253992391,0.016053016345842826,0.5589027039613869
229,gray_scott,136,kuramoto,CG,CG,3,3,0.9876828098265222,0.7163,0.7281595249999999,0.9876828098265222,1.0,1.0,0.8815015908959134,0.8310857003285271,0.9876828098265222,0.492754717884,0.4621452,0.492754717884,0.7900262679224027,0.9835180667775372,0.3797010891646206,0.0408147075368353,0.3797010891646207,0.5147522441132033,0.5215806677575,0.9755173328268141,0.434364067736213,0.6858216607744778,0.4537549221030303,0.40978227475374596,0.9738214509185599,0.37027934920329003,0.9671616077157663,0.543091470283969,0.6528272305750662,0.7191906456539456,0.8208490597071227,0.6418737797135126,0.48668536431494436,0.2410460020169234,0.6682488323854944,0.8123317936092703,0.5736272355791388,0.4465373208860253,0.03130742809071461,0.5064105221101287
489,branching,115,kuramoto,CG,CG,3,3,0.8033011851412496,0.8395,0.6393398650000001,0.8033011851412496,1.0,1.0,0.7777486840847498,0.6390662578391211,0.8033011851412496,0.5259129517300001,0.62257128,0.5259129517300001,0.5504002148020362,0.7350377535065331,0.4202495517349245,0.0549895155188571,0.4202495517349245,0.436185317459455,0.5367258166675001,0.6452927940493361,0.4090281061511341,0.6091877380923328,0.33924255667118,0.42846658521922826,0.6181958327122785,0.3420532598634281,0.9588540828349953,0.3918458132088139,0.5478831147677489,0.5135824712625465,0.5133626823059494,0.49724573868667166,0.42246649740584186,0.33415007869173086,0.4247722339933262,0.48785073608805296,0.40124856914624124,0.3772070623375597,0.043409717628598916,0.3468976638387558
352,branching,248,kuramoto,CG,CG,3,3,0.725402054333893,0.7714,0.4817416500000001,0.725402054333893,1.0,0.8333,0.6858695626003358,0.4966102463969832,0.725402054333893,0.351459613638,0.49470792,0.351459613638,0.3726256555043098,0.6300576587731725,0.2069144663156707,0.0436918600757014,0.2069144663156708,0.2920408213969051,0.37161550881000005,0.5262081404318323,0.24105545147757806,0.47941695295073306,0.2003019104329381,0.22477283011696322,0.4899511125640191,0.15491960237233807,0.9447862393966194,0.20833576819751148,0.4045531105294902,0.34945638256819933,0.36024209293963244,0.33041193477186415,0.2549495257484015,0.18384113540313682,0.23041779307192206,0.32626721754072036,0.20240339064157734,0.19635686183954784,0.02387155757395747,0.195863364133545
178,gray_scott,96,gray_scott,CG,CG,3,3,0.970374816,0.7999999999999999,0.5,0.970374816,1.0,0.8999999999999999,0.8422248895999997,0.6792623711999999,0.970374816,0.384,0.15867281,0.3839999999999999,0.6005619894149253,0.9601930975163762,0.2467073770162492,0.0140007203341609,0.2467073770162492,0.4136341122595922,0.39999999999999997,0.9416272835270338,0.3234143576063998,0.6013783883711623,0.3483729445326289,0.25979029009376997,0.9373245576898073,0.24667336646450072,0.958007507782582,0.40390504808923994,0.56114015402398,0.485187408,0.6591390984689236,0.4211124447999999,0.3726239293439999,0.06346912399999999,0.3911474355884995,0.6416841711754913,0.3105071363082429,0.32339735972573747,0.008224799813322747,0.33499218052225876
407,gray_scott,481,branching,CG,CG,3,3,0.7668873224671093,0.7075,0.750278125,0.5828343650750031,0.88,1.0,0.6964721312626337,0.6547300515562946,0.5828343650750031,0.50055625,0.06038487,0.50055625,0.5699474701042953,0.4379275365343609,0.3892414083042305,0.0053162678034472,0.3892414083042305,0.3583348182101128,0.5308217734375,0.44696828567418684,0.3486234782543317,0.23084830598912448,0.2495702145444057,0.4211828683428553,0.40461607828980195,0.27475814584808406,0.9178400757795208,0.273408365381369,0.4583611067283262,0.5753787823868932,0.381599173894337,0.5225478047584827,0.38387024230667705,0.032053603782192894,0.4979500425618625,0.34880469797260094,0.4314054901450288,0.3355388038674255,0.00414120073541002,0.3235680470564656
412,population,345,kuramoto,CG,CG,3,3,0.910681803288185,0.6929,0.450705205,0.8013999868936028,0.94,0.8,0.7423455780545364,0.5951760925389934,0.8013999868936028,0.279619795,0.2032050799999999,0.279619795,0.4956285367608903,0.732475620013177,0.1190631588356206,0.0179354694488531,0.1190631588356207,0.2968331887788323,0.3122936365445,0.7298203852193941,0.20757451835476595,0.5128577199352987,0.22035280510979358,0.15158845369459356,0.7092253394128564,0.11761942703330547,0.9484113964293426,0.23481859150579895,0.43233264161517937,0.4104490288407711,0.476974112760135,0.33457901593791334,0.25464465914567264,0.06345965339751601,0.3026439197098314,0.44945098118604876,0.20737003396483092,0.19602772989737416,0.008223568761177098,0.23274324670385246
115,gray_scott,77,gray_scott,CG,CG,3,3,0.9016068391416148,0.9501,0.949980425,0.6361737856983235,0.85,1.0,0.8413502724519815,0.8784806237176325,0.6361737856983235,0.901393522542,0.32306256,0.901393522542,0.8491716246760556,0.5098099487259221,0.8794163439759808,0.0285257473152014,0.8794163439759808,0.6292680017338281,0.9025764017925,0.5735786360682205,0.758387685777163,0.25486887395664,0.5294348047040702,0.8798101776180055,0.5409653765487447,0.7312650398524049,0.9204440331270792,0.6430479555787985,0.7431065165450066,0.8565088482306579,0.5588663440530707,0.7992662893977992,0.8127025646818185,0.29158864295867365,0.8308579745544213,0.5358693716113103,0.7612195636869991,0.7985033065935454,0.03787729803124213,0.5928655028955037
320,branching,213,coupled_map_lattice,CG,CG,3,3,0.8756113051112795,0.9916,0.34729213,0.8756113051112795,1.0,1.0,0.7931452090667677,0.5159977421020769,0.8756113051112795,0.3443398924599999,0.17960415,0.3443398924599999,0.3968198153012063,0.8324858657763241,0.1982079185231091,0.0158501560699615,0.1982079185231091,0.328314334838742,0.344374876108,0.7666951576386782,0.2731115359952149,0.7252233453134812,0.26040094174529077,0.19116652873921489,0.7489365425426168,0.19063239355425465,0.971432959921104,0.28771337467815533,0.4779763598870691,0.30409291520417614,0.451813456396473,0.27545308905609306,0.30150790263877814,0.06185115690473264,0.17669939030043902,0.4228997028698802,0.1368992707910029,0.24662097366163277,0.008014485647187063,0.1982267646540284
272,gray_scott,227,gray_scott,CG,CG,3,3,0.9722949919,0.7999999999999999,0.65,0.738944193844,0.88,0.7,0.8033717557232,0.77783599352,0.738944193844,0.504,0.5597746,0.504,0.7235745747661326,0.6483076068012082,0.3934526931580927,0.0494409732811581,0.3934526931580927,0.4416457082329369,0.52,0.718471738968104,0.4048993648844928,0.5581839016080228,0.35480568803071066,0.4078322320503423,0.6970037481469238,0.3374535441801668,0.953324995639947,0.41240128789263764,0.5616031615820034,0.6319917447350001,0.5747773911744832,0.52219164122008,0.49003667591760003,0.29108279200000003,0.5649898455182452,0.5526598175486599,0.4309809874320972,0.45015537444367315,0.03781154414608985,0.4073195138177531
200,gray_scott,326,kuramoto,CG,CG,3,3,0.9160363485216872,0.9476,0.91845044,0.9160363485216872,1.0,1.0,0.9228318971130124,0.8775628218837763,0.9160363485216872,0.8690226958559999,0.073706,0.869022695856,0.8480262759127098,0.886964328409235,0.8398307840108983,0.0064932862773359,0.8398307840108984,0.6842290917242155,0.870323636944,0.839122591812946,0.8019618630510569,0.17767248557317722,0.6314284307757712,0.8400204947710004,0.8269351405531514,0.7798098174608558,0.9120755339721912,0.7777591104354554,0.8273200194385307,0.841333987355737,0.8038794429568022,0.8475753619494809,0.796056377094403,0.06414807398459446,0.8128882439353128,0.794424271216206,0.8187979796286458,0.7805321939777575,0.00831305426563856,0.6429911486047121
219,gray_scott,140,population,CG,CG,3,3,0.9265231386529346,0.5502,0.65105002,0.8709317503337585,0.97,0.5667,0.779486470696008,0.7179627801421591,0.8709317503337585,0.302549478,0.04032328,0.3025494780000001,0.6488572356083694,0.8261795039624935,0.1471033553428478,0.0035436807897643,0.1471033553428479,0.3545574262092646,0.358207721004,0.8069384188717279,0.2358332248171396,0.35353135592518375,0.2763727168149199,0.20823187224911408,0.7922753407664641,0.149101665059181,0.9311395710176805,0.30880857785514565,0.477911405389517,0.6032129079504558,0.625296580783702,0.5074846823363655,0.28031909195436705,0.014444110232206174,0.5309105910979143,0.6059711876589756,0.4134521186065305,0.2237456755788432,0.001852201185993821,0.3551863548256515
185,coupled_map_lattice,178,gray_scott,CG,CG,3,3,0.9816926385248568,0.7333,0.462204445,0.9620587857543595,0.99,0.8999999999999999,0.8222263162837649,0.6544453974725958,0.9620587857543595,0.312855112,0.16455456,0.312855112,0.5695922428747136,0.948986070763385,0.1597058846709488,0.0145204156159271,0.1597058846709489,0.3705020997191847,0.3389345195185,0.9444460278032171,0.2572377062703047,0.6008549741338356,0.3046365766275053,0.1844548541188331,0.9403601215503674,0.17294780185338365,0.9579507668949,0.3461389223355293,0.5203704933506026,0.45374270114996706,0.6296149444350146,0.380036658182332,0.30712756037526956,0.055773220728178176,0.3539113175015272,0.6105282259778179,0.26154989904246406,0.25268791851097594,0.007224434920854614,0.29718035919072794
433,coupled_map_lattice,451,gray_scott,CG,CG,3,3,0.9652468811244774,0.9405,0.397470125,0.945941943501988,0.99,0.7,0.8409506723879396,0.6078642233881397,0.945941943501988,0.37215585,0.2046184,0.37215585,0.5114623850287471,0.9272663466930255,0.2322234308814041,0.0180603465238097,0.2322234308814041,0.3842471880016782,0.3738206525625,0.9130675106901206,0.31296471229060524,0.7406072985144635,0.3231329311131863,0.22749327814540904,0.9065679491453337,0.23503170758121628,0.9731006622846105,0.3705685398456722,0.5425524274004483,0.3836567984964062,0.5750042648571035,0.3342527688728684,0.35922227350472885,0.07649058381429466,0.27091716017366835,0.5528992304718683,0.20698118797341178,0.3089290218519261,0.009917416103680748,0.2699288033149111
464,kuramoto,473,gray_scott,CG,CG,3,3,0.9982906377701772,0.9223,0.742744225,0.95835901225937,0.98,0.9667,0.9200037400088644,0.8594783245882341,0.95835901225937,0.682248902434,0.72926808,0.682248902434,0.825458161697735,0.944000102781836,0.6114292893215422,0.0644169518328041,0.6114292893215422,0.6113467589910919,0.6850329987175,0.9567208295612036,0.6276715418562229,0.8423345237620598,0.5624413047141025,0.6114306121924691,0.9535791087876697,0.5856378236094018,0.984128434649878,0.6866422850028936,0.7642836528484624,0.7414746060753661,0.8236887982107183,0.6833274648699855,0.6810826919288413,0.4995726997113537,0.6946369995786179,0.8153284836106885,0.6230348809794927,0.6564073736180194,0.0649124544280595,0.5708640384429756
352,kuramoto,258,kuramoto,CG,CG,3,3,0.9904569341049754,0.9083,0.714185045,0.9904569341049754,1.0,1.0,0.9187711694629852,0.8357970838444835,0.9904569341049754,0.64487537898,1.1353355100000002,0.64487537898,0.7959057258670182,0.9872565915407252,0.5657260433666103,0.1002959550971304,0.5657260433666103,0.6029820718476188,0.6486942763735,0.9810049383166275,0.5924929061033404,0.45839838835116703,0.5540025433166504,0.5666001536589154,0.9797311664775908,0.5464462850415465,0.9425077151836121,0.6754965366145445,0.7421563713952418,0.7073695300543239,0.8278210171984861,0.6561726290076247,0.6387212907443149,0.7364856471005887,0.6542505318611311,0.8196890891061015,0.5906696884488876,0.610674288654756,0.09570798118670565,0.5541983158515164
19,kuramoto,186,branching,CG,CG,3,3,0.8717382816194453,0.9986,0.35904113,0.7845644534575008,0.95,1.0,0.7684190465230838,0.5223455783463716,0.7845644534575008,0.35853749379,0.8468244,0.35853749379,0.4047414451390737,0.7097873579402741,0.2155698476533318,0.0748039055193438,0.2155698476533317,0.324094480781071,0.358538472418,0.683934868476741,0.27550703912088786,0.4009098430911392,0.2490403719051845,0.20863991459605943,0.6598102798332998,0.19330115688546304,0.9362756510612011,0.2727085597506562,0.4541471124253359,0.3129898976969039,0.4098137731912632,0.27589404277717056,0.31255085873263716,0.3036191267822894,0.18723499784472078,0.37857870973462276,0.13742483287328167,0.25854287508991974,0.03944110064562999,0.20024450323763499
357,kuramoto,94,gray_scott,CG,CG,3,3,0.9185873448687174,0.69,0.73602344,0.900215597971343,0.99,1.0,0.830845570852018,0.7751040016002237,0.900215597971343,0.4747016735999999,0.09388491,0.4747016735999999,0.720165251041381,0.8656436297786522,0.3576244250748016,0.0082762393641189,0.3576244250748016,0.461866794066751,0.5078561735999999,0.8269266559499007,0.3944037829866002,0.3846049011126636,0.3837399801739812,0.39285060169167973,0.8138010856250825,0.3257607086298389,0.9345081086149201,0.4506171260749154,0.5835075261272873,0.6761018175107397,0.6977607122905262,0.611521815167266,0.4360549499569604,0.04768003115138037,0.6172240064705411,0.6824403900425774,0.5374514626449705,0.3918770646902339,0.00617242810180308,0.44703307039002527
412,coupled_map_lattice,73,kuramoto,CG,CG,3,3,0.8407097029114718,0.5268999999999999,0.609417505,0.8407097029114718,1.0,1.0,0.731689322746883,0.6254459834809896,0.8407097029114718,0.2621357533299999,0.2785222799999999,0.2621357533299999,0.5334031204216811,0.7854510212625537,0.0976823153164429,0.0245902904589004,0.097682315316443,0.3077618125552043,0.32110208338449997,0.7067928045694952,0.1918019318217716,0.4357112036878588,0.2251860321958706,0.16245528349305047,0.6844264627614347,0.10004762755350234,0.9400483036792994,0.24120222181218887,0.4256359798598952,0.5123432095776004,0.5258185069594761,0.4459042815035452,0.22038007130453907,0.08943408437700101,0.42330472804196234,0.5009949904450584,0.34005592725526396,0.159035910383572,0.011599898729986914,0.2869982909711687
488,branching,368,population,CG,CG,3,3,0.8451914097363056,0.9523,0.329872645,0.7036218486054744,0.9125,0.7,0.721078506502534,0.485013090477179,0.7036218486054744,0.3130543405000001,0.35634582,0.3130543405000001,0.3581532632066522,0.6007057515441185,0.159949516747757,0.0314665647902385,0.159949516747757,0.2620449226073046,0.31413771983350003,0.5946951421441262,0.2257367563018758,0.6410512372231505,0.18895496143024731,0.15386346762153713,0.5637061775667483,0.13785347061540767,0.9623082556419339,0.19334894340144534,0.4022160629694144,0.2788055258609939,0.34126580731940687,0.2378640741926406,0.2645908393712645,0.11194166336699883,0.14675462979798923,0.306242118289439,0.09209783250362552,0.20676555944497363,0.014525584129189856,0.15327714483304342
372,gray_scott,40,gray_scott,CG,CG,3,3,0.9679448107071318,0.8626,0.52124938,0.638843575066707,0.8300000000000001,0.5,0.7588063917321516,0.6956619354552156,0.638843575066707,0.441487306,0.24772248,0.441487306,0.6210274318952512,0.5134078674434509,0.31700731779219,0.0218689046911707,0.31700731779219,0.3580637679228505,0.449629715188,0.618365323339411,0.3350033896614083,0.44428916959465914,0.2717010757475567,0.3210176185536292,0.5891970840020818,0.25958438438851905,0.9409782008149677,0.3026383671518035,0.4826831309822003,0.5045406324553098,0.4444191578840347,0.39552736123042115,0.42733534683577157,0.11138338812806502,0.41406509084343596,0.41509672369004746,0.2800128935944131,0.38246343956838763,0.014453015786054815,0.30121823269646775
373,kuramoto,123,branching,CG,CG,3,3,0.9001540337790488,0.8991,0.4074865249999999,0.810138630401144,0.95,1.0,0.7744051042540578,0.5728130193952976,0.810138630401144,0.3617943514919999,0.78529986,0.3617943514919999,0.4677210765391915,0.744252177899701,0.2195525860959065,0.0693677660794085,0.2195525860959066,0.3440892385420229,0.3663711346274999,0.7292495560758236,0.28017539248569145,0.4199160755820255,0.2664644626458346,0.2183029356309279,0.7086106017321743,0.19850203938216662,0.93833602776882,0.2957219526106186,0.47189471142494144,0.3668006391893571,0.46405795500885033,0.31555964487474863,0.3256706448939987,0.2877112007310168,0.25095647358041934,0.4358209512586425,0.18470130529379594,0.27270690834754874,0.03737328220098558,0.23631178413627843
20,gray_scott,236,gray_scott,CG,CG,3,3,0.8468835672644448,0.5903,0.611762045,0.8468835672644448,1.0,0.5333,0.7485425493586668,0.6392700607495662,0.8468835672644448,0.3115810005000001,0.19055523,0.3115810005,0.5506545457510862,0.7937711765445021,0.1581478022137201,0.0168177634327778,0.1581478022137201,0.3355078180311613,0.36112313516350003,0.7172117765025514,0.23323163644599404,0.43941272694666506,0.25114187743880917,0.21182856869728134,0.6956468685752613,0.14620330789429065,0.9404495684911873,0.2754841865057362,0.4539225000327513,0.5180912229865918,0.5413873094929509,0.4579299207651714,0.2638728291952647,0.06881390207940183,0.43011139687444605,0.5174242760384488,0.3543889960308931,0.20599040046851658,0.008919549754923971,0.30336692383344566
52,kuramoto,115,population,CG,CG,3,3,0.9207797708973764,0.8405,0.4684201249999999,0.8287017938076386,0.95,0.5,0.7866284944115045,0.6259000492674915,0.8287017938076386,0.38301585,0.77417711,0.3830158499999999,0.5339697609184239,0.7692686656675033,0.2455038819922409,0.0683849904267089,0.2455038819922409,0.3725262361994236,0.39370711506249995,0.7630518478444424,0.30129118142124256,0.4240707078991581,0.2930397523103371,0.2520268658716302,0.7450129870652171,0.22202655188093615,0.9387864120129907,0.33082206718874524,0.4977349768039039,0.43131177538122034,0.5186844935722597,0.3684726176807987,0.35267324661306376,0.3047990365255237,0.3273491172333352,0.49346668227147594,0.24776699867212454,0.3018587362879864,0.039594473192259366,0.2820072015314362
