domain_a,domain_b,observer_level_a,observer_level_b,base_co_stabilization,fail_synchronization,fail_closure_compatibility,fail_temporal_alignment,fail_recursive_alignment,fail_continuity_transfer,fail_all,fail_synchronization_collapse,fail_closure_compatibility_collapse,fail_temporal_alignment_collapse,fail_recursive_alignment_collapse,fail_continuity_transfer_collapse,fail_all_collapse
branching,kuramoto,3,3,0.6974774050578741,0.15721140716979262,0.36019704972787486,0.17920163863637092,0.6974774050578741,0.21100267456135605,0.006974774050578741,0.7745999999,0.4835717299000001,0.7430717649964569,0.0,0.6974774049578741,0.99
kuramoto,coupled_map_lattice,3,3,0.8361157560444143,0.08545103035135078,0.35606222755808475,0.04147381466065853,0.7803468351162519,0.1370261986223033,0.008361157560444143,0.8977999998999999,0.5741472099,0.9503970420831832,0.06669999999999998,0.8361157559444143,0.99
gray_scott,population,3,3,0.8725584755764875,0.12983670125303723,0.12227524038746265,0.08152037076978379,0.29082373990964316,0.11120018236337964,0.008725584755764874,0.8511999999,0.8598658499,0.9065731718256196,0.6667000000000001,0.8725584754764875,0.99
gray_scott,kuramoto,3,3,0.8815015908959134,0.2500820014253208,0.23962781127055102,0.010857622821438321,0.8815015908959134,0.10445653623203728,0.008815015908959134,0.7162999999,0.7281595248999999,0.9876828097265222,0.0,0.8815015907959134,0.99
branching,kuramoto,3,3,0.7777486840847498,0.12482866387337721,0.2805029454758531,0.15298224449519784,0.7777486840847498,0.17285566856696472,0.0077774868408474985,0.8394999999,0.6393398648999999,0.8033011850412496,0.0,0.7777486839847498,0.99
branching,kuramoto,3,3,0.6858695626003358,0.15678978207902375,0.3554576278970587,0.18833837295355052,0.5715351065148598,0.2154525057673468,0.006858695626003358,0.7713999999,0.4817416499,0.725402054233893,0.16669999999999996,0.6858695625003358,0.99
gray_scott,gray_scott,3,3,0.8422248895999997,0.1684449780042225,0.4211124448842224,0.02495106740800219,0.7580024006399997,0.13288212502249047,0.008422248895999998,0.7999999998999999,0.4999999999,0.9703748159,0.10000000000000009,0.8422248894999997,0.99
gray_scott,branching,3,3,0.6964721312626337,0.20371809846396757,0.17392432657379822,0.16235648341531866,0.6964721312626337,0.21139870170676564,0.006964721312626337,0.7074999999,0.7502781249,0.7668873223671093,0.0,0.6964721311626337,0.99
population,kuramoto,3,3,0.7423455780545364,0.2279743270947827,0.4077665621908576,0.06630496844305561,0.5938764624436291,0.19126862087164717,0.007423455780545364,0.6928999999,0.4507052049,0.910681803188185,0.19999999999999996,0.7423455779545364,0.99
gray_scott,gray_scott,3,3,0.8413502724519815,0.04198337867948895,0.042083983138317335,0.08278311277974908,0.8413502724519815,0.13347999158109305,0.008413502724519815,0.9500999998999999,0.9499804249,0.9016068390416148,0.0,0.8413502723519815,0.99
branching,coupled_map_lattice,3,3,0.7931452090667677,0.006662419835475339,0.5176921200899891,0.09865829749237112,0.7931452090667677,0.1640658864805156,0.007931452090667677,0.9915999999,0.3472921299,0.8756113050112795,0.0,0.7931452089667677,0.99
gray_scott,gray_scott,3,3,0.8033717557232,0.16067435122497722,0.28118011458345715,0.02225742107995964,0.5623602290062399,0.15796557790976026,0.008033717557232,0.7999999998999999,0.6499999999,0.9722949918,0.30000000000000004,0.8033717556232,0.99
gray_scott,kuramoto,3,3,0.9228318971130124,0.04835639150100504,0.07525653525581463,0.07748433587455032,0.9228318971130124,0.07121318687609408,0.009228318971130123,0.9475999999,0.9184504399,0.9160363484216872,0.0,0.9228318970130124,0.99
gray_scott,population,3,3,0.779486470696008,0.350613014597013,0.2720017884375912,0.05727421940719261,0.4417349829434277,0.17188731277583813,0.00779486470696008,0.5501999999,0.6510500199,0.9265231385529346,0.4333,0.779486470596008,0.99
coupled_map_lattice,gray_scott,3,3,0.8222263162837649,0.21928775863510278,0.44218965818365547,0.015052794468804958,0.7400036846553883,0.14617020117641777,0.008222263162837648,0.7332999998999999,0.4622044449,0.9816926384248568,0.09999999999999998,0.8222263161837648,0.99
coupled_map_lattice,gray_scott,3,3,0.8409506723879396,0.05003656509117747,0.5066979035991663,0.02922565877004377,0.5886654706715577,0.13375263908230692,0.008409506723879396,0.9404999999,0.3974701249,0.9652468810244774,0.30000000000000004,0.8409506722879396,0.99
kuramoto,gray_scott,3,3,0.9200037400088644,0.07148429069068912,0.23667627523087928,0.001572619736467209,0.8893676154665693,0.07359685847056659,0.009200037400088644,0.9222999999,0.7427442249,0.9982906376701772,0.033299999999999996,0.9200037399088644,0.99
kuramoto,kuramoto,3,3,0.9187711694629852,0.08425131633163285,0.2625985405472376,0.008767893904511223,0.9187711694629852,0.07463070771848083,0.009187711694629853,0.9082999999,0.7141850449,0.9904569340049754,0.0,0.9187711693629852,0.99
kuramoto,branching,3,3,0.7684190465230838,0.001075786741974189,0.4925250038227551,0.09855874742024003,0.7684190465230838,0.1779512155404805,0.007684190465230838,0.9985999999,0.35904112990000003,0.8717382815194453,0.0,0.7684190464230838,0.99
kuramoto,gray_scott,3,3,0.830845570852018,0.2575621270472102,0.21932375576783658,0.06764134401021352,0.830845570852018,0.14054120833068687,0.008308455708520181,0.6899999998999999,0.7360234399,0.9185873447687174,0.0,0.830845570752018,0.99
coupled_map_lattice,kuramoto,3,3,0.731689322746883,0.34616221866471936,0.2857850413165067,0.1165510096700239,0.731689322746883,0.19632005779825962,0.007316893227468831,0.5268999998999999,0.6094175049,0.8407097028114718,0.0,0.731689322646883,0.99
branching,population,3,3,0.721078506502534,0.0343954448322787,0.4832144323820013,0.11162914713321537,0.5047549545517738,0.20112429403471688,0.00721078506502534,0.9522999999,0.3298726449,0.8451914096363056,0.30000000000000004,0.721078506402534,0.99
gray_scott,gray_scott,3,3,0.7588063917321516,0.10425999829987825,0.36327903057761113,0.02432368259949307,0.3794031958660758,0.18301925167446476,0.007588063917321516,0.8625999999,0.5212493799,0.9679448106071318,0.5,0.7588063916321516,0.99
kuramoto,branching,3,3,0.7744051042540578,0.07813747509667493,0.45884545945674965,0.07732122595812337,0.7744051042540578,0.17470183883676016,0.007744051042540579,0.8990999999,0.4074865248999999,0.9001540336790488,0.0,0.7744051041540578,0.99
gray_scott,gray_scott,3,3,0.7485425493586668,0.30667788254710004,0.29061262866834964,0.11461416498343158,0.399197741572977,0.18822660123314894,0.0074854254935866685,0.5902999999,0.6117620449,0.8468835671644448,0.4667,0.7485425492586668,0.99
kuramoto,population,3,3,0.7866284944115045,0.1254672449372978,0.41815587680936867,0.062316889624594106,0.39331424720575225,0.167844106270057,0.007866284944115046,0.8404999999,0.46842012489999996,0.9207797707973764,0.5,0.7866284943115045,0.99
gray_scott,gray_scott,3,3,0.9054288626714412,0.089275285949947,0.3247673915218766,0.004698169848532877,0.6639509849969678,0.08562743740348457,0.009054288626714412,0.9013999999,0.6413109799000001,0.9948111110190688,0.26670000000000005,0.9054288625714412,0.99
branching,population,3,3,0.6527213994415484,0.09699440002228628,0.4696911522224445,0.06745583497443082,0.56571363689599,0.22667617421788716,0.0065272139944154844,0.8513999998999999,0.28041097989999997,0.8966544761177674,0.13330000000000009,0.6527213993415484,0.99
branching,gray_scott,3,3,0.7061321905438845,0.09236209059375335,0.516336815321998,0.0972861087052076,0.6826179885987732,0.2075095200921929,0.007061321905438845,0.8691999999,0.2687816499000001,0.8622267756547469,0.033299999999999996,0.7061321904438845,0.99
branching,gray_scott,3,3,0.7360313894725422,0.027895589734612522,0.49792927954426314,0.11761976792123638,0.31892240105845254,0.19428918325726424,0.0073603138947254225,0.9620999999,0.3234945049,0.8401973480974425,0.5667,0.7360313893725422,0.99
coupled_map_lattice,gray_scott,3,3,0.8439333088945012,0.17908264823180656,0.3677876804985722,0.0036135658953190203,0.8157459363774249,0.13170987911727292,0.008439333088945013,0.7877999998999999,0.5641981699,0.9957181854807312,0.033399999999999985,0.8439333087945012,0.99
branching,gray_scott,3,3,0.8033068612698941,0.3226080355663202,0.2578283420407334,0.031260467763190414,0.8033068612698941,0.15800494798693587,0.008033068612698941,0.5983999999,0.6790412799000001,0.9610852723033227,0.0,0.8033068611698941,0.99
gray_scott,kuramoto,3,3,0.8166928706173174,0.1269140721756004,0.48997931428388763,0.04387824748322444,0.4628198497788338,0.14970562578183233,0.008166928706173174,0.8445999999,0.4000445799,0.9462732575955292,0.4333,0.8166928705173174,0.99
kuramoto,gray_scott,3,3,0.7835981097559392,0.23852726468806773,0.35265795324692756,0.08555844772369829,0.6529723048596242,0.16957211222121807,0.007835981097559393,0.6955999999,0.5499504799,0.8908133561598988,0.16669999999999996,0.7835981096559392,0.99
gray_scott,gray_scott,3,3,0.8475652104814843,0.1683264508863793,0.15389993325529647,0.10792191286563821,0.7062760898942209,0.12919842454771807,0.008475652104814843,0.8013999999,0.8184211299000002,0.8726683073691404,0.16669999999999996,0.8475652103814842,0.99
kuramoto,gray_scott,3,3,0.9390571937992168,0.015682255230352687,0.046575128722946765,0.07462883979400459,0.9390571937992168,0.05722878066706269,0.009390571937992169,0.9832999998999999,0.9504022449,0.9205279078986948,0.0,0.9390571936992168,0.99
branching,gray_scott,3,3,0.7487207588599127,0.026654459090284945,0.5130133712898549,0.08380537650257303,0.5989766070879302,0.1881379841870212,0.007487207588599128,0.9643999999,0.31481347989999997,0.8880685816295723,0.19999999999999996,0.7487207587599127,0.99
gray_scott,gray_scott,3,3,0.8512271799396791,0.12734358620409877,0.45896881644136517,0.01562831271275053,0.7944503270377026,0.12663946815674298,0.008512271799396792,0.8503999998999999,0.46081512990000006,0.9816402564661316,0.06669999999999998,0.8512271798396791,0.99
kuramoto,gray_scott,3,3,0.842353067639937,0.18877132254234516,0.167619495860914,0.020324128551218287,0.8143027104875271,0.13279437716176004,0.00842353067639937,0.7758999999,0.8010104049,0.9758721973813648,0.033299999999999996,0.842353067539937,0.99
gray_scott,coupled_map_lattice,3,3,0.8103048218626328,0.33951772044147355,0.330537590180615,0.00043843708118863786,0.7833216712946071,0.15371091760983024,0.008103048218626327,0.5809999999000001,0.5920824098999999,0.9994589232726262,0.033299999999999996,0.8103048217626327,0.99
gray_scott,gray_scott,3,3,0.8943067902116308,0.012788587189456982,0.01535887409139871,0.1481544383771007,0.8943067902116308,0.09452215528243162,0.00894306790211631,0.9856999999,0.9828259449,0.8343360019193848,0.0,0.8943067901116308,0.99
gray_scott,gray_scott,3,3,0.7713080926144145,0.2714233178681433,0.22366638510281464,0.04136324941491721,0.5399156648300901,0.17639191895905912,0.007713080926144145,0.6480999999,0.7100168049,0.9463725976545728,0.30000000000000004,0.7713080925144145,0.99
population,branching,3,3,0.7559169709990282,0.1503518856072984,0.3810513765557212,0.0974532323954942,0.15118339419980556,0.18450650403027424,0.007559169709990282,0.8010999999,0.4959084249,0.8710794490211022,0.8,0.7559169708990282,0.99
gray_scott,gray_scott,3,3,0.8730288142455347,0.08730288151185642,0.2403797188805158,0.0674660115579154,0.6401920294862505,0.11084950382987327,0.008730288142455347,0.8999999998999999,0.7246600399,0.9227218959362538,0.26670000000000005,0.8730288141455347,0.99
kuramoto,kuramoto,3,3,0.931654823299346,0.05748310269073511,0.14127238758761446,0.0398716925998433,0.931654823299346,0.06367411361557584,0.00931654823299346,0.9382999999,0.8483640249000001,0.9572033637322432,0.0,0.931654823199346,0.99
kuramoto,gray_scott,3,3,0.8590074117621063,0.0921714953679748,0.44500883699466753,0.022796019855409532,0.7445017237742175,0.12111367838577423,0.008590074117621064,0.8926999998999999,0.4819499449,0.9734623711701772,0.13329999999999997,0.8590074116621063,0.99
coupled_map_lattice,branching,3,3,0.824053708908297,0.28891323042565425,0.30544228101075294,0.002449965382771219,0.824053708908297,0.1449891938251821,0.00824053708908297,0.6493999999,0.6293417799,0.9970269348268368,0.0,0.824053708808297,0.99
kuramoto,kuramoto,3,3,0.8992978314991424,0.017716167370462936,0.3667783283950598,0.022770571161512876,0.8992978314991424,0.09056124185001223,0.008992978314991424,0.9802999998999999,0.5921503249,0.974679610731904,0.0,0.8992978313991424,0.99
gray_scott,coupled_map_lattice,3,3,0.7493627027766167,0.313908036268061,0.30297076914188753,0.10740413576147878,0.7493627027766167,0.18781824253887702,0.007493627027766167,0.5810999998999999,0.5956954249,0.8566726961943611,0.0,0.7493627026766166,0.99
population,branching,3,3,0.7604533286067516,0.15604502310615073,0.383966596663109,0.11281980133610564,0.2534590944246302,0.1821640636937088,0.007604533286067516,0.7947999999,0.4950819699,0.8516413866675999,0.6667000000000001,0.7604533285067516,0.99
kuramoto,kuramoto,3,3,0.9048889107454952,0.10297635813332624,0.2743682448508883,0.017660082414954006,0.9048889107454952,0.08606497004581534,0.009048889107454952,0.8861999999,0.6967934499000001,0.980483701142492,0.0,0.9048889106454951,0.99
kuramoto,branching,3,3,0.8071773822277697,0.20324726492567016,0.3805786389231382,0.06479479193108444,0.8071773822277697,0.15564205592841243,0.008071773822277696,0.7481999999,0.5285068099,0.9197267002796163,0.0,0.8071773821277697,0.99
gray_scott,kuramoto,3,3,0.901228976909206,0.09724260669862622,0.32821821619295094,0.00653857266699891,0.841117004149362,0.08901530817851473,0.00901228976909206,0.8920999999,0.6358104049000001,0.9927448264153432,0.06669999999999998,0.901228976809206,0.99
kuramoto,population,3,3,0.8263477319567194,0.09139405923704787,0.4803590933174119,0.0076422727320481195,0.3305390927826878,0.14349715792934,0.008263477319567194,0.8893999999000001,0.41869617989999997,0.9907517471924902,0.6,0.8263477318567194,0.99
gray_scott,gray_scott,3,3,0.981267262435696,0.0007850139080753055,0.0013731364418161384,0.010501675145226956,0.981267262435696,0.018381822205777686,0.00981267262435696,0.9991999999,0.9986006499,0.9892978441783946,0.0,0.9812672623356959,0.99
gray_scott,coupled_map_lattice,3,3,0.8213895443343087,0.21807892410289798,0.3183302367047515,0.06571154785532435,0.7118983180745453,0.1467087608747244,0.008213895443343087,0.7344999998999999,0.6124491249,0.9199995321238476,0.13330000000000009,0.8213895442343087,0.99
gray_scott,gray_scott,3,3,0.9016026016773822,0.006581699082405125,0.3299618619168352,0.03567773036045041,0.8415558684056685,0.08871535041611818,0.009016026016773822,0.9926999999,0.6340273849,0.96042854102897,0.06659999999999999,0.9016026015773821,0.99
gray_scott,kuramoto,3,3,0.8065250949224863,0.2534101849052977,0.21387134060934623,0.10431010193414092,0.8065250949224863,0.1560423662634133,0.008065250949224863,0.6857999999,0.7348236999,0.8706672581041437,0.0,0.8065250948224862,0.99
gray_scott,kuramoto,3,3,0.8979342705874833,0.026399267645065422,0.27332643300498927,0.05283862708631687,0.808140843528735,0.09164831638180103,0.008979342705874834,0.9705999999,0.6956052999,0.9411553508791388,0.09999999999999998,0.8979342704874833,0.99
population,population,3,3,0.7849331819917913,0.11773997737726195,0.4739034087060373,0.0200846062079752,0.549453227394254,0.16881308187852606,0.007849331819917912,0.8499999999000001,0.3962499999,0.9744123364016668,0.29999999999999993,0.7849331818917913,0.99
coupled_map_lattice,kuramoto,3,3,0.8189136656419751,0.1635370591105938,0.48494791010558996,0.03099513350908837,0.7916438405760974,0.14829407394868988,0.008189136656419752,0.8002999999,0.4078155849,0.962150914303292,0.033299999999999885,0.8189136655419751,0.99
gray_scott,gray_scott,3,3,0.880783267503876,0.12463083243987685,0.30879105339455126,0.03053287685044046,0.7633748579456093,0.10500410327714992,0.00880783267503876,0.8584999998999999,0.6494131249,0.9653344040731268,0.13330000000000009,0.880783267403876,0.99
gray_scott,population,3,3,0.7911602416080071,0.17761547432011357,0.5078852182843461,0.007703101779609354,0.31646409664320285,0.16522571378588294,0.007911602416080072,0.7754999999000001,0.3580501248999999,0.9902635378087844,0.6,0.7911602415080071,0.99
kuramoto,gray_scott,3,3,0.8083978393641577,0.15569742394237654,0.46926367676585257,0.04983092102452189,0.4041989196820788,0.154890772756359,0.008083978393641576,0.8073999999,0.41951393989999997,0.9383584188402628,0.5,0.8083978392641576,0.99
gray_scott,nonlinear_oscillator,3,3,0.7404386255785074,0.366517119735405,0.27602697502797224,0.0727496310205442,0.5676942942310417,0.19218926740396222,0.0074043862557850735,0.5049999999,0.6272115399,0.9017479254763288,0.23329999999999995,0.7404386254785074,0.99
population,kuramoto,3,3,0.7362741039845759,0.27978415958776626,0.3591545079973036,0.084576798342886,0.6135372108503472,0.19417454785991323,0.007362741039845759,0.6199999999,0.5121999999,0.8851286526509999,0.16669999999999996,0.7362741038845759,0.99
gray_scott,gray_scott,3,3,0.8065851576454903,0.201484972460502,0.30967222352378837,0.08962350332548383,0.40329257882274516,0.15600554119214838,0.008065851576454904,0.7501999999,0.6160700199000001,0.8888852559758171,0.5,0.8065851575454903,0.99
gray_scott,gray_scott,3,3,0.8372129044884975,0.17899611906336205,0.2890125756721284,0.07114286363842443,0.8372129044884975,0.13628745713015275,0.008372129044884975,0.7861999999,0.6547920199000001,0.9150241673808291,0.0,0.8372129043884975,0.99
coupled_map_lattice,gray_scott,3,3,0.8290754108523992,0.027193673558866278,0.5753137004954426,0.035346498740617655,0.3869294942448147,0.1417093740552322,0.008290754108523993,0.9671999998999999,0.30607795989999986,0.9573663646539984,0.5333,0.8290754107523992,0.99
coupled_map_lattice,gray_scott,3,3,0.8575989557991797,0.008147190165852062,0.48992902435484575,0.029229209187958047,0.4573575231277025,0.12212298689709625,0.008575989557991796,0.9904999999,0.4287201249,0.9659173918178108,0.4667,0.8575989556991797,0.99
kuramoto,kuramoto,3,3,0.820117808603708,0.14770321741153952,0.46563372431733413,0.04142866725166136,0.628784323856463,0.14752458869677157,0.00820117808603708,0.8198999999000001,0.43223556490000004,0.9494844925728466,0.23329999999999995,0.820117808503708,0.99
gray_scott,gray_scott,3,3,0.7819750949050659,0.27361308578548005,0.34718519304024575,0.06283450514716345,0.41702731811287164,0.1704900459314766,0.00781975094905066,0.6500999999,0.5560150249000001,0.9196464113031736,0.4667,0.7819750948050659,0.99
branching,gray_scott,3,3,0.7195402386982968,0.02921333376310485,0.48521895235995266,0.08561925434641643,0.2878160954793187,0.20180208366424893,0.007195402386982967,0.9593999999,0.3256541799,0.8810083859919937,0.6000000000000001,0.7195402385982967,0.99
coupled_map_lattice,kuramoto,3,3,0.8384170188111469,0.15016048815291816,0.4500858781811704,0.025707746993333048,0.8384170188111469,0.13547392146281753,0.008384170188111469,0.8208999999,0.4631718249,0.9693377562519115,0.0,0.8384170187111469,0.99
kuramoto,gray_scott,3,3,0.8293358128251884,0.13750387784934978,0.1261048063825139,0.00848179259177687,0.8293358128251884,0.14153792247370606,0.008293358128251884,0.8341999999,0.8479448199,0.9897727887055991,0.0,0.8293358127251884,0.99
branching,gray_scott,3,3,0.7736600993194311,0.039534031152588966,0.48248499371858583,0.0833272669503618,0.670531208080151,0.17511015011784511,0.007736600993194311,0.9488999999,0.37636050490000006,0.8922947337937388,0.13329999999999997,0.7736600992194311,0.99
gray_scott,gray_scott,3,3,0.8827165305622788,0.13178957810121988,0.12325783595046307,0.07949878001414812,0.647296031861319,0.10352805732264395,0.008827165305622789,0.8506999999,0.8603653249,0.9099384941125908,0.26670000000000005,0.8827165304622788,0.99
gray_scott,gray_scott,3,3,0.8131285062382341,0.2046644451014764,0.3131871572270384,0.08063369699437017,0.5691899543667638,0.15195053866232505,0.00813128506238234,0.7482999999,0.6148368249,0.9008352352970568,0.30000000000000004,0.8131285061382341,0.99
gray_scott,kuramoto,3,3,0.8677867084939916,0.20332242588692098,0.18149366343344103,0.0629495321297699,0.8677867084939916,0.11473293714193429,0.008677867084939917,0.7656999998999999,0.7908545249000001,0.927459672389986,0.0,0.8677867083939916,0.99
population,kuramoto,3,3,0.802030583859282,0.0690548333504872,0.5640227107672368,0.02778217846109477,0.6149168486449116,0.15877752649382426,0.00802030583859282,0.9138999999,0.2967566049,0.9653602006953276,0.23329999999999995,0.802030583759282,0.99
kuramoto,gray_scott,3,3,0.8580520081961566,0.11892600842179246,0.4563506875459303,0.011239033864933384,0.5434043367906259,0.12179875951250464,0.008580520081961565,0.8613999999,0.4681549799,0.9869016868935944,0.3667,0.8580520080961566,0.99
kuramoto,gray_scott,3,3,0.8550502604423256,0.03043978935725179,0.47346383421527555,0.038597646551393874,0.5700620086368984,0.12393931264534182,0.008550502604423256,0.9643999999,0.4462736799,0.954859207303876,0.33330000000000004,0.8550502603423256,0.99
kuramoto,coupled_map_lattice,3,3,0.8882167225526527,0.025758285042848626,0.3890740091274244,0.027202195975406084,0.8882167225526527,0.09928777641929833,0.008882167225526528,0.9709999999,0.5619604999,0.969374370821088,0.0,0.8882167224526527,0.99
gray_scott,gray_scott,3,3,0.9348069641804088,0.12675982443634407,0.1454692379788437,0.0108284858511,0.8413262677623679,0.06094290399369742,0.009348069641804088,0.8643999999,0.8443857999,0.988416340200681,0.10000000000000009,0.9348069640804088,0.99
kuramoto,branching,3,3,0.7581734985038128,0.017362173191554687,0.4968755188215107,0.10132228313353887,0.7329263210036359,0.18334644474611914,0.007581734985038128,0.9770999999,0.34464140489999995,0.8663600306084435,0.033299999999999885,0.7581734984038128,0.99
gray_scott,gray_scott,3,3,0.8535658863449876,0.006231031055674976,0.4888613860558383,0.043287801126895606,0.4267829431724938,0.12499116409843987,0.008535658863449877,0.9926999999,0.4272716449,0.9492859288083124,0.5,0.8535658862449876,0.99
kuramoto,gray_scott,3,3,0.7974750195711999,0.2232930055596835,0.3451471885501629,0.07970095664815413,0.55823251369984,0.16150861281086173,0.007974750195712,0.7199999999,0.5671999998999999,0.9000583658519998,0.30000000000000004,0.7974750194711999,0.99
gray_scott,gray_scott,3,3,0.8841869872607512,0.25040175488066346,0.2401972467582487,0.00713426430023948,0.5894874644067428,0.1024003589079261,0.008841869872607513,0.7167999999,0.7283411199,0.991931272001252,0.33330000000000004,0.8841869871607512,0.99
gray_scott,gray_scott,3,3,0.8094056245140288,0.1110504517642653,0.4437712677744482,0.05712746292030968,0.5396307298635029,0.1542681596000244,0.008094056245140287,0.8627999999,0.45173191989999983,0.9294204769646748,0.33330000000000004,0.8094056244140287,0.99
kuramoto,gray_scott,3,3,0.8423460266373894,0.1007445848700664,0.4726301800904721,0.030207075229531352,0.5896422186461726,0.13279919812982643,0.008423460266373894,0.8803999999,0.4389120798999999,0.9641393509623156,0.30000000000000004,0.8423460265373894,0.99
kuramoto,gray_scott,3,3,0.9002867757361059,0.006662122230475827,0.3296950105478015,0.02878341759294415,0.6601802926472864,0.0897704972608211,0.009002867757361059,0.9925999999,0.6337888998999999,0.9680286122503468,0.26670000000000005,0.9002867756361059,0.99
gray_scott,kuramoto,3,3,0.879983851427933,0.009855819223991223,0.4556356451242778,0.020856633120565144,0.46929538796651665,0.10561227274199292,0.00879983851427933,0.9887999999,0.4822227198999999,0.9762988456132218,0.4667,0.879983851327933,0.99
kuramoto,kuramoto,3,3,0.8357699000705725,0.11241105164306896,0.49302025878680633,0.026953853673666282,0.8357699000705725,0.13725857429017474,0.008357699000705725,0.8654999999,0.41010048489999984,0.9677496716842874,0.0,0.8357698999705725,0.99
coupled_map_lattice,population,3,3,0.7757454225026927,0.13963417612805928,0.4994249030848081,0.0401408482919376,0.6722609831408335,0.17396446204638602,0.007757454225026927,0.8199999998999999,0.35619999990000006,0.9482551270977068,0.13340000000000007,0.7757454224026927,0.99
kuramoto,gray_scott,3,3,0.9037933510306146,0.09200616322529591,0.25015009812606365,0.013051287874357932,0.8736970324412952,0.08695092975384615,0.009037933510306146,0.8981999999,0.7232220199000001,0.9855594336255348,0.033299999999999996,0.9037933509306146,0.99
kuramoto,coupled_map_lattice,3,3,0.8796707776925459,0.03817771183982357,0.23484069348511316,0.08541069931552855,0.8796707776925459,0.10585010065430449,0.008796707776925459,0.9565999999,0.7330356999000001,0.9029060627209098,0.0,0.8796707775925459,0.99
gray_scott,gray_scott,3,3,0.8309398788735758,0.10037753745102196,0.5859652417259164,0.0053504013647488365,0.581657915211503,0.140478796654237,0.008309398788735758,0.8791999999,0.2948163199000001,0.993561024689293,0.30000000000000004,0.8309398787735758,0.99
gray_scott,kuramoto,3,3,0.8185465196273596,0.19170359497858233,0.3863991247429213,0.054845951618083616,0.5457249646355606,0.1485281149151509,0.008185465196273596,0.7657999998999999,0.5279448199000001,0.9329959259455992,0.33330000000000004,0.8185465195273596,0.99
gray_scott,coupled_map_lattice,3,3,0.8240032462174152,0.19042715028324506,0.19653276301672598,0.11271652310497202,0.6592025969739321,0.14502189652297737,0.008240032462174151,0.7688999998999999,0.7614903048999999,0.8632086419290252,0.19999999999999996,0.8240032461174152,0.99
branching,kuramoto,3,3,0.7631289820312326,0.019993979405531194,0.500405674602744,0.07629261963067668,0.7631289820312326,0.18076313889152018,0.007631289820312326,0.9737999999,0.34427116990000006,0.9000265729292479,0.0,0.7631289819312326,0.99
population,population,3,3,0.8399702286780175,0.04216650556363352,0.5618224704381712,0.0017485385723458391,0.8119992200630395,0.1344202436966135,0.008399702286780176,0.9497999999,0.33114001989999997,0.997918332682936,0.03330000000000011,0.8399702285780175,0.99
