external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,mutual_modeling_composite,external_continuity_prediction_norm,reciprocal_reconstruction_norm,mutual_anticipation_norm,co_adaptive_continuity_norm,recursive_predictive_coupling_norm,sys_idx_a,domain_a,sys_idx_b,domain_b,process_regime_a,process_regime_b,observer_level_a,observer_level_b,co_stabilization_probability,continuity_alignment
0.7185001638904864,0.8553573379648648,0.510780676462,0.9346695199999999,0.5107806764619999,0.4681547104536513,0.6495278507552175,0.8051907808669018,0.4017446307503572,0.08256565914542296,0.4017446307503571,345,kuramoto,64,coupled_map_lattice,CG,CG,3,3,0.8361157560444143,0.9503970421831831
0.8379455828108503,0.8612445133293387,0.722494414656,0.16899758999999998,0.7224944146560001,0.5895827435056071,0.798586893569461,0.8131245821952218,0.6606446261074406,0.014912989548472064,0.6606446261074407,306,gray_scott,318,population,CG,CG,3,3,0.8725584755764875,0.9065731719256197
0.8310857003285271,0.9876828098265222,0.492754717884,0.4621452,0.492754717884,0.5147522441132033,0.7900262679224027,0.9835180667775371,0.37970108916462064,0.04081470753683533,0.3797010891646207,229,gray_scott,136,kuramoto,CG,CG,3,3,0.8815015908959134,0.9876828098265222
0.6390662578391211,0.8033011851412496,0.5259129517300001,0.62257128,0.5259129517300001,0.43618531745945505,0.5504002148020362,0.7350377535065331,0.4202495517349245,0.0549895155188571,0.4202495517349245,489,branching,115,kuramoto,CG,CG,3,3,0.7777486840847498,0.8033011851412496
0.4966102463969832,0.725402054333893,0.351459613638,0.49470792,0.35145961363800005,0.2920408213969051,0.3726256555043098,0.6300576587731725,0.20691446631567073,0.04369186007570146,0.20691446631567081,352,branching,248,kuramoto,CG,CG,3,3,0.6858695626003358,0.725402054333893
0.6792623711999999,0.9703748159999999,0.384,0.15867281,0.38399999999999995,0.41363411225959223,0.6005619894149253,0.9601930975163762,0.24670737701624926,0.01400072033416091,0.2467073770162492,178,gray_scott,96,gray_scott,CG,CG,3,3,0.8422248895999997,0.9703748159999999
0.6547300515562946,0.5828343650750031,0.50055625,0.06038487,0.50055625,0.35833481821011287,0.5699474701042953,0.4379275365343609,0.3892414083042305,0.005316267803447221,0.3892414083042305,407,gray_scott,481,branching,CG,CG,3,3,0.6964721312626337,0.7668873224671093
0.5951760925389934,0.8013999868936028,0.279619795,0.20320507999999998,0.279619795,0.29683318877883236,0.4956285367608903,0.732475620013177,0.11906315883562069,0.017935469448853162,0.11906315883562071,412,population,345,kuramoto,CG,CG,3,3,0.7423455780545364,0.910681803288185
0.8784806237176325,0.6361737856983235,0.901393522542,0.32306256,0.901393522542,0.6292680017338281,0.8491716246760556,0.5098099487259221,0.8794163439759808,0.028525747315201418,0.8794163439759808,115,gray_scott,77,gray_scott,CG,CG,3,3,0.8413502724519815,0.9016068391416149
0.5159977421020769,0.8756113051112795,0.34433989245999996,0.17960415000000002,0.34433989245999996,0.32831433483874206,0.3968198153012063,0.8324858657763241,0.19820791852310912,0.015850156069961548,0.19820791852310915,320,branching,213,coupled_map_lattice,CG,CG,3,3,0.7931452090667677,0.8756113051112795
0.77783599352,0.738944193844,0.504,0.5597746,0.504,0.4416457082329369,0.7235745747661326,0.6483076068012082,0.3934526931580927,0.04944097328115818,0.3934526931580927,272,gray_scott,227,gray_scott,CG,CG,3,3,0.8033717557232,0.9722949919
0.8775628218837763,0.9160363485216871,0.8690226958559999,0.073706,0.869022695856,0.6842290917242155,0.8480262759127098,0.886964328409235,0.8398307840108983,0.006493286277335941,0.8398307840108984,200,gray_scott,326,kuramoto,CG,CG,3,3,0.9228318971130123,0.9160363485216871
0.7179627801421591,0.8709317503337585,0.30254947800000004,0.04032328,0.3025494780000001,0.35455742620926467,0.6488572356083694,0.8261795039624935,0.14710335534284782,0.0035436807897643577,0.14710335534284794,219,gray_scott,140,population,CG,CG,3,3,0.779486470696008,0.9265231386529346
0.6544453974725958,0.9620587857543597,0.312855112,0.16455456,0.312855112,0.3705020997191847,0.5695922428747136,0.948986070763385,0.15970588467094887,0.014520415615927169,0.1597058846709489,185,coupled_map_lattice,178,gray_scott,CG,CG,3,3,0.8222263162837649,0.9816926385248568
0.6078642233881397,0.9459419435019879,0.37215585,0.2046184,0.37215585,0.3842471880016782,0.5114623850287471,0.9272663466930257,0.23222343088140412,0.018060346523809747,0.23222343088140415,433,coupled_map_lattice,451,gray_scott,CG,CG,3,3,0.8409506723879396,0.9652468811244774
0.8594783245882341,0.9583590122593701,0.682248902434,0.72926808,0.682248902434,0.6113467589910919,0.825458161697735,0.9440001027818361,0.6114292893215422,0.06441695183280419,0.6114292893215422,464,kuramoto,473,gray_scott,CG,CG,3,3,0.9200037400088643,0.9982906377701772
0.8357970838444835,0.9904569341049754,0.64487537898,1.1353355100000002,0.64487537898,0.6029820718476188,0.7959057258670182,0.9872565915407251,0.5657260433666103,0.10029595509713048,0.5657260433666103,352,kuramoto,258,kuramoto,CG,CG,3,3,0.9187711694629852,0.9904569341049754
0.5223455783463716,0.7845644534575008,0.35853749379000005,0.8468244,0.35853749379,0.32409448078107106,0.40474144513907373,0.7097873579402741,0.2155698476533318,0.07480390551934384,0.21556984765333176,19,kuramoto,186,branching,CG,CG,3,3,0.7684190465230838,0.8717382816194453
0.7751040016002237,0.900215597971343,0.47470167359999993,0.09388491000000002,0.47470167359999993,0.461866794066751,0.720165251041381,0.8656436297786522,0.35762442507480163,0.008276239364118957,0.35762442507480163,357,kuramoto,94,gray_scott,CG,CG,3,3,0.830845570852018,0.9185873448687174
0.6254459834809896,0.8407097029114718,0.26213575332999994,0.27852227999999996,0.26213575332999994,0.3077618125552043,0.5334031204216811,0.7854510212625537,0.09768231531644299,0.024590290458900464,0.09768231531644303,412,coupled_map_lattice,73,kuramoto,CG,CG,3,3,0.731689322746883,0.8407097029114718
0.485013090477179,0.7036218486054744,0.3130543405000001,0.35634582,0.3130543405000001,0.26204492260730466,0.3581532632066522,0.6007057515441185,0.159949516747757,0.03146656479023855,0.15994951674775706,488,branching,368,population,CG,CG,3,3,0.721078506502534,0.8451914097363056
0.6956619354552156,0.638843575066707,0.441487306,0.24772248000000002,0.441487306,0.35806376792285055,0.6210274318952512,0.5134078674434509,0.31700731779219,0.021868904691170723,0.31700731779219005,372,gray_scott,40,gray_scott,CG,CG,3,3,0.7588063917321516,0.9679448107071318
0.5728130193952976,0.810138630401144,0.36179435149199995,0.78529986,0.36179435149199995,0.3440892385420229,0.4677210765391915,0.744252177899701,0.21955258609590655,0.06936776607940852,0.2195525860959066,373,kuramoto,123,branching,CG,CG,3,3,0.7744051042540578,0.9001540337790488
0.6392700607495662,0.8468835672644448,0.3115810005000001,0.19055523,0.31158100050000004,0.33550781803116136,0.5506545457510862,0.7937711765445021,0.15814780221372016,0.016817763432777858,0.15814780221372013,20,gray_scott,236,gray_scott,CG,CG,3,3,0.7485425493586668,0.8468835672644448
0.6259000492674915,0.8287017938076386,0.38301585,0.77417711,0.38301584999999994,0.3725262361994236,0.5339697609184239,0.7692686656675033,0.24550388199224094,0.06838499042670897,0.2455038819922409,52,kuramoto,115,population,CG,CG,3,3,0.7866284944115045,0.9207797708973763
0.7951525211174717,0.9948111111190688,0.57369603,0.901486,0.5736960299999999,0.5550614507564215,0.745184319634343,0.993124460805605,0.47868240945960444,0.07963365442295155,0.4786824094596043,12,gray_scott,172,gray_scott,CG,CG,3,3,0.9054288626714413,0.9948111111190688
0.47011594188097544,0.5245428685873939,0.229341618,0.1169025,0.22934161799999997,0.16488048757636214,0.3395627242769665,0.35937150182645283,0.057579100678115995,0.010310010422159547,0.057579100678115995,15,branching,135,population,CG,CG,3,3,0.6527213994415484,0.8966544762177674
0.4434432307706664,0.7328927593915349,0.226189595236,0.04648375,0.22618959523600002,0.21159334520511258,0.3062771548235725,0.6401524431234061,0.053724562536537096,0.004088003005510112,0.053724562536537165,253,branching,171,gray_scott,CG,CG,3,3,0.7061321905438845,0.8622267757547469
0.4776101825828362,0.7561776133776983,0.31054307823000005,0.43308702,0.31054307823,0.2744902731576897,0.34891498203399013,0.6715320766569944,0.1568785502833717,0.0382472065307207,0.15687855028337166,389,branching,335,gray_scott,CG,CG,3,3,0.7360313894725422,0.8401973481974425
0.7404160427978318,0.9160607307342729,0.42673845824999995,0.21324946000000003,0.42673845825,0.4361279918663107,0.6768772456662083,0.8869971868886625,0.29897128174384274,0.018822963288997237,0.29897128174384285,206,coupled_map_lattice,242,gray_scott,CG,CG,3,3,0.8439333088945012,0.9957181855807313
0.7680993497047357,0.8649767451629906,0.35808256000000005,0.06273912,0.35808256000000005,0.39302591554433086,0.7114239638808868,0.8181542923781581,0.21501351929635548,0.005524282869898229,0.2150135192963555,62,branching,92,gray_scott,CG,CG,3,3,0.8033068612698941,0.9610852724033229
0.5939757238554836,0.9462732576955291,0.32767946200000003,0.14673776000000002,0.32767946200000003,0.35809161569011827,0.49413056548157774,0.9277128394210443,0.1778342507321767,0.012946172083615683,0.17783425073217676,458,gray_scott,38,kuramoto,CG,CG,3,3,0.8166928706173174,0.9462732576955291
0.6465523339734345,0.8908133562598988,0.35031862848,1.21482504,0.35031862848,0.3862145714307983,0.5597422837830096,0.85297277947078,0.20551918108463857,0.10731943173092441,0.2055191810846386,360,kuramoto,287,gray_scott,CG,CG,3,3,0.7835981097559392,0.8908133562598988
0.784703342076251,0.8726683074691404,0.64007830021,1.23986436,0.64007830021,0.557983144230443,0.7321445175208985,0.8285197602746354,0.5598598030277688,0.10953183730114341,0.5598598030277688,42,gray_scott,403,gray_scott,CG,CG,3,3,0.8475652104814843,0.8726683074691404
0.8973766311125275,0.9205279079986948,0.9343934112400001,0.14433912,0.93439341124,0.7236092715715963,0.8727524434362276,0.8930173399705944,0.9197711698062614,0.01273423483863658,0.9197711698062613,334,kuramoto,170,gray_scott,CG,CG,3,3,0.9390571937992169,0.9205279079986948
0.49802886063394414,0.7548582944701364,0.30299499912,0.18637372000000002,0.30299499912,0.2711789463887916,0.37439598108226296,0.6697541078598601,0.14764817315620002,0.016448296689434736,0.14764817315620005,67,branching,253,gray_scott,CG,CG,3,3,0.7487207588599127,0.8880685817295723
0.6623126811051692,0.9816402565661317,0.38236114252,0.3376909,0.38236114252,0.41480193587083825,0.5794100306008498,0.9753748717619738,0.244703254857799,0.029818267275769725,0.24470325485779904,478,gray_scott,222,gray_scott,CG,CG,3,3,0.8512271799396791,0.9816402565661317
0.8665257177535779,0.7806977579850919,0.6020208100000001,0.89676881,0.6020208100000001,0.5289372762205613,0.8342527867997839,0.7045764389891707,0.5133201494241725,0.07921685646550775,0.5133201494241725,412,kuramoto,266,gray_scott,CG,CG,3,3,0.842353067639937,0.9758721974813648
0.7399993868650925,0.9195022095028161,0.2929994097100001,0.8698451300000001,0.29299940971000005,0.3831359781926641,0.6763572898983072,0.8916350662000245,0.13542479042291256,0.07683795401916363,0.1354247904229125,231,gray_scott,469,coupled_map_lattice,CG,CG,3,3,0.8103048218626328,0.9994589233726262
0.8271189956019172,0.8343360020193848,0.9686707510899999,0.16163808000000002,0.9686707510899999,0.6999153439176181,0.7850761139941936,0.7768615579846117,0.9616881620795084,0.01426272345026803,0.9616881620795084,403,gray_scott,200,gray_scott,CG,CG,3,3,0.8943067902116308,0.8343360020193848
0.7798583391796559,0.7192431742934754,0.42003361,0.08758386,0.42003361,0.38742393017746857,0.7260983124782404,0.621757696971373,0.29077207277609834,0.007719495885532941,0.29077207277609834,407,gray_scott,356,gray_scott,CG,CG,3,3,0.7713080926144145,0.9463725977545729
0.6072730379547764,0.7839715042089921,0.38142599660200005,0.6368706599999999,0.381425996602,0.3526170490948202,0.510724629360766,0.7089882749770192,0.24355968582966855,0.05625296947697888,0.24355968582966853,339,population,488,branching,CG,CG,3,3,0.7559169709990282,0.8710794491211022
0.7841290672516084,0.9042674581155287,0.647694036,1.50384395,0.6476940359999999,0.5747468260929632,0.731427865041069,0.8711040843097156,0.5691729159957379,0.1328563491225557,0.5691729159957378,392,gray_scott,499,gray_scott,CG,CG,3,3,0.8730288142455347,0.9227218960362538
0.8811535565757714,0.9572033638322431,0.794233962214,0.47101428,0.794233962214,0.6666589867827032,0.8525072470627674,0.9424427031022649,0.74837331432637,0.041598355095743396,0.74837331432637,352,kuramoto,195,kuramoto,CG,CG,3,3,0.9316548232993459,0.9572033638322431
0.673781980274653,0.9734623712701771,0.42509775890999996,0.51831948,0.42509775890999996,0.43955696182500475,0.5937228671366175,0.9643540148642123,0.2969649072159926,0.04577811269220861,0.29696490721599267,53,kuramoto,120,gray_scott,CG,CG,3,3,0.8590074117621063,0.9734623712701771
0.7713997395528936,0.8973242414341531,0.3687823110400001,0.17811894,0.36878231104000003,0.4098409324381162,0.7155426061538755,0.8617471179686199,0.228098005538054,0.015718926991977602,0.22809800553805398,299,coupled_map_lattice,62,branching,CG,CG,3,3,0.824053708908297,0.9970269349268368
0.7499672265546086,0.974679610831904,0.580294741284,0.27092088,0.580294741284,0.5304426273733684,0.6887964161241167,0.9659944173074605,0.4867518259054322,0.02391865162440086,0.4867518259054322,150,kuramoto,478,kuramoto,CG,CG,3,3,0.8992978314991424,0.974679610831904
0.6363793124422662,0.8566726962943612,0.29517370810199994,0.05403144,0.29517370810199994,0.3269865593590888,0.5470471058040565,0.8069634122250146,0.13808369129725187,0.004754896171869509,0.1380836912972519,188,gray_scott,158,coupled_map_lattice,CG,CG,3,3,0.7493627027766167,0.8566726962943612
0.5928275693289263,0.8232817285882389,0.37675781206000003,0.66226229,0.37675781206000003,0.3577721507663106,0.49269775360584084,0.7619643613152416,0.2378510673594664,0.058496504191537416,0.23785106735946643,278,population,320,branching,CG,CG,3,3,0.7604533286067516,0.8516413867675999
0.8165468263947474,0.9804837012424921,0.6117600154260001,0.98299017,0.611760015426,0.5765988460236472,0.7718828292559853,0.9738162499111046,0.5252300059175786,0.08683513911598935,0.5252300059175785,352,kuramoto,412,kuramoto,CG,CG,3,3,0.9048889107454953,0.9804837012424921
0.6585243174718053,0.9197267003796163,0.371709643158,0.51688531,0.3717096431579999,0.3951253949914254,0.5746824331582221,0.8919375994025007,0.23167777451395455,0.04565139336849531,0.23167777451395452,93,kuramoto,257,branching,CG,CG,3,3,0.8071773822277697,0.9197267003796163
0.7897781467342815,0.9927448265153433,0.56201336532,1.41286779,0.56201336532,0.5564854347753203,0.7384774981545017,0.9903398501020322,0.46439594011088986,0.12481794539828785,0.46439594011088986,45,gray_scott,441,kuramoto,CG,CG,3,3,0.9012289769092059,0.9927448265153433
0.6387376514794685,0.8916765725632412,0.366948652,1.16687142,0.36694865200000004,0.3917839870471181,0.5499901383849143,0.8541360855097699,0.22585566490871098,0.10308238152348409,0.22585566490871106,211,kuramoto,305,population,CG,CG,3,3,0.8263477319567194,0.9907517472924902
0.9886053357873998,0.9497259305072588,0.997801449736,0.00847602,0.997801449736,0.7828635095275663,0.986599115154011,0.9323658042885863,0.9973114419315089,0.000729744332216292,0.9973114419315089,361,gray_scott,257,gray_scott,CG,CG,3,3,0.9812672624356961,0.9892978442783946
0.7095496392276426,0.9199995322238477,0.42395633799999993,0.14750536,0.42395633799999993,0.4269631421253095,0.6383582583925477,0.8923052788946444,0.2955690891135854,0.013013995112184353,0.2955690891135855,120,gray_scott,263,coupled_map_lattice,CG,CG,3,3,0.8213895443343087,0.9199995322238477
0.7647412258739426,0.9604285411289701,0.629372534598,0.93023455,0.629372534598,0.5659464160472345,0.7072332738703854,0.946789085592457,0.5467679617004904,0.08217379737234949,0.5467679617004904,42,gray_scott,233,gray_scott,CG,CG,3,3,0.9016026016773822,0.9604285411289701
0.7337112984886318,0.8706672582041437,0.470090443104,1.9785586499999999,0.470090443104,0.474621005990874,0.6685102209776356,0.8258230634151419,0.3519854544336481,0.1748008366942963,0.35198545443364815,249,gray_scott,179,kuramoto,CG,CG,3,3,0.8065250949224863,0.8706672582041437
0.7848294471815038,0.9411553509791388,0.6747350302720001,0.43704709999999997,0.6747350302720001,0.5792392436558871,0.7323018873593811,0.9208157363808085,0.6022407431060249,0.03859710832719572,0.6022407431060249,12,gray_scott,416,kuramoto,CG,CG,3,3,0.8979342705874833,0.9411553509791388
0.6090077103135416,0.8111982701376376,0.32725,0.6635846999999999,0.32725000000000004,0.3343602111197834,0.5128893720836851,0.7456801922917412,0.17730907125750242,0.05861334870848568,0.17730907125750253,41,population,368,population,CG,CG,3,3,0.7849331819917913,0.9744123365016667
0.6068766892598765,0.962150914403292,0.31041679466200006,0.7814961,0.310416794662,0.36836403216453734,0.5102300155227767,0.9491102271460345,0.15672412093245772,0.0690316762889599,0.1567241209324577,469,coupled_map_lattice,477,kuramoto,CG,CG,3,3,0.8189136656419751,0.962150914403292
0.7749221929499776,0.9653344041731268,0.548926617,0.13413312000000002,0.548926617,0.5163912308725082,0.7199383673012928,0.9534004297985701,0.44839244828183034,0.011832460699017177,0.44839244828183034,495,gray_scott,483,gray_scott,CG,CG,3,3,0.880783267503876,0.9653344041731268
0.582027394405888,0.891237184117906,0.258125175,0.09369235,0.258125175,0.30531576897891494,0.47921993460863166,0.853543947444326,0.09277786877521407,0.008259225291188806,0.0927778687752141,209,gray_scott,41,population,CG,CG,3,3,0.7911602416080071,0.9902635379087844
0.6010185673312383,0.9383584189402627,0.32374040054400005,0.403248,0.32374040054400005,0.36032224432843196,0.5029195129077361,0.9170464749351306,0.17301726057665281,0.03561071264598758,0.17301726057665287,28,kuramoto,448,gray_scott,CG,CG,3,3,0.8083978393641577,0.9383584189402627
0.6783849644110722,0.8115731330186959,0.2548730152,0.46571826000000005,0.2548730152,0.31287691752102653,0.5994670506780662,0.7461853730345515,0.08880087529192414,0.041130413308666465,0.08880087529192417,167,gray_scott,171,nonlinear_oscillator,CG,CG,3,3,0.7404386255785074,0.9017479255763288
0.6107387703981899,0.81431836053092,0.2728,0.40123512,0.2728,0.3043628380972998,0.5150496069558458,0.7498849553188597,0.11072338405814097,0.03543286009551167,0.110723384058141,193,population,142,kuramoto,CG,CG,3,3,0.7362741039845759,0.885128652751
0.6887971849331507,0.8888852560758171,0.43876947400000005,1.13439425,0.438769474,0.4380830789412883,0.6124607312948724,0.8503743918137873,0.3136837418250199,0.10021278794774204,0.3136837418250199,499,gray_scott,32,gray_scott,CG,CG,3,3,0.8065851576454903,0.8888852560758171
0.7339408847363732,0.9150241674808293,0.4968287121600001,0.16899852,0.4968287121600001,0.4677352483921564,0.6687967276234406,0.885600271320853,0.3846830856478847,0.014913071720718771,0.38468308564788484,130,gray_scott,355,gray_scott,CG,CG,3,3,0.8372129044884975,0.9150241674808293
0.5294235997089611,0.9573663647539985,0.29551832668799993,0.54395328,0.295518326688,0.33625798841189375,0.4135742919645327,0.9426623698948228,0.13850511765850956,0.048043044883093966,0.13850511765850967,244,coupled_map_lattice,146,gray_scott,CG,CG,3,3,0.8290754108523992,0.9573663647539985
0.6324344123581865,0.9465990440794545,0.4246025875,0.2573956,0.4246025875,0.4171436772927598,0.5421241624559923,0.9281518826439001,0.29635937317345223,0.02272359501700212,0.2963593731734523,433,coupled_map_lattice,32,gray_scott,CG,CG,3,3,0.8575989557991797,0.9659173919178107
0.6183517758531913,0.9494844926728466,0.341092797444,0.4285554,0.34109279744400006,0.37658230986603203,0.5245500743351659,0.9320404326642033,0.19423711865089646,0.03784680502899798,0.19423711865089657,70,kuramoto,193,kuramoto,CG,CG,3,3,0.820117808603708,0.9494844926728466
0.6666057013055904,0.8828605549470465,0.32166949300200004,0.65534832,0.32166949300200004,0.36517557001312034,0.5847674020901963,0.84225525507011,0.17048479406039183,0.057885604784511706,0.17048479406039185,473,gray_scott,297,gray_scott,CG,CG,3,3,0.7819750949050659,0.9196464114031735
0.5024390825882641,0.6607562895689953,0.311641902,0.08540155,0.311641902,0.2493618376455402,0.37989961168652736,0.5429383489837928,0.15822227729597851,0.007526672965423906,0.15822227729597857,391,branching,298,gray_scott,CG,CG,3,3,0.7195402386982968,0.8810083860919937
0.6539637173228171,0.9693377563519116,0.36705182447799994,0.16849635000000002,0.36705182447799994,0.3989238040980433,0.5689911416963042,0.958795512986586,0.22598183222455465,0.01486870135821704,0.22598183222455467,213,coupled_map_lattice,346,kuramoto,CG,CG,3,3,0.8384170188111469,0.9693377563519116
0.907720624613615,0.6532500406116954,0.6958896400000001,0.52636813,0.6958896400000001,0.5442386705076544,0.8856609817802293,0.5328226170306564,0.6281102422092972,0.04648926930879178,0.6281102422092972,210,kuramoto,234,gray_scott,CG,CG,3,3,0.8293358128251884,0.9897727888055992
0.5469320571401672,0.803065260504365,0.35588959461,0.35492104,0.35588959461,0.3252295239665377,0.43542355106076897,0.7347198116954579,0.2123317909676582,0.031340675141145184,0.21233179096765822,389,branching,120,gray_scott,CG,CG,3,3,0.7736600993194311,0.8922947338937388
0.8412836348242507,0.8917397243283389,0.7224315220559999,0.27016233,0.7224315220559999,0.6003921574834231,0.8027525354373451,0.8542211914437364,0.6605677161535239,0.023851628228985587,0.6605677161535239,295,gray_scott,81,gray_scott,CG,CG,3,3,0.8827165305622788,0.9099384942125908
0.697201430435552,0.9008352353970568,0.436378912354,1.6099816999999998,0.436378912354,0.45063648615024443,0.6229486076947122,0.8664786788347532,0.3107603774541962,0.142234389313364,0.31076037745419627,356,gray_scott,499,gray_scott,CG,CG,3,3,0.8131285062382341,0.9008352353970568
0.8176020742835471,0.927459672489986,0.5845401885959999,0.14814341999999997,0.584540188596,0.5345031845350683,0.7731997005236988,0.90235887286606,0.49194348847179015,0.013070372342002649,0.4919434884717903,306,gray_scott,39,kuramoto,CG,CG,3,3,0.8677867084939916,0.927459672489986
0.5242388570419027,0.9009706754022793,0.267818395,0.6829731,0.267818395,0.308670951233627,0.40710411683203,0.8666612033948038,0.10463149071965107,0.060326454501999006,0.10463149071965111,190,population,169,kuramoto,CG,CG,3,3,0.802030583859282,0.9653602007953276
0.6717839783365397,0.9869016869935943,0.39499497000000006,0.6761845999999999,0.39499497000000006,0.43074546060178304,0.5912295085873479,0.9824653932990363,0.26015287992141667,0.05972664127969777,0.2601528799214167,4,kuramoto,172,gray_scott,CG,CG,3,3,0.8580520081961566,0.9869016869935943
0.6376549787043084,0.954859207403876,0.429775216,1.8441853499999998,0.429775216,0.4512440748580208,0.5486390428887027,0.9392836208202253,0.302684864877759,0.1629279808256582,0.30268486487775903,179,kuramoto,330,gray_scott,CG,CG,3,3,0.8550502604423256,0.954859207403876
0.7265460910053554,0.9693743709210879,0.54525534,0.28434124,0.54525534,0.5062647435815842,0.6595685723260895,0.958844856296337,0.44390292574841966,0.02510443778865549,0.44390292574841966,33,kuramoto,426,coupled_map_lattice,CG,CG,3,3,0.8882167225526527,0.9693743709210879
0.9057847342515442,0.988416340300681,0.7219400685280001,0.0704728,0.7219400685280001,0.6387785607113908,0.8832451338810646,0.9845066028224055,0.6599667286257294,0.006207609602025588,0.6599667286257294,12,gray_scott,200,gray_scott,CG,CG,3,3,0.9348069641804087,0.988416340300681
0.5085100200243209,0.7797240276375992,0.33649291632,2.92911476,0.33649291632000006,0.34535066211960774,0.3874756923046305,0.7032641996475363,0.18861202690292747,0.2587893648400165,0.18861202690292758,347,kuramoto,62,branching,CG,CG,3,3,0.7581734985038128,0.8663600307084435
0.6205007474309185,0.9492859289083125,0.4241261115,0.19338334999999998,0.4241261115,0.41352514454886363,0.527231831821609,0.9317728399119434,0.29577670132966893,0.017067648351427715,0.29577670132966893,69,gray_scott,182,gray_scott,CG,CG,3,3,0.8535658863449876,0.9492859289083125
0.6660431908044799,0.9000583659519998,0.38015999999999994,1.1690078400000001,0.38016,0.4073582743083941,0.5840654306154728,0.865431737397894,0.24201152689971017,0.10327114972918326,0.24201152689971028,142,kuramoto,51,gray_scott,CG,CG,3,3,0.7974750195711999,0.9000583659519998
0.8348093586004135,0.9919312721012519,0.493330432,0.32783212,0.493330432,0.5147347990096581,0.7946731178626651,0.9892434704816577,0.3804051170809518,0.028947172542064355,0.38040511708095187,170,gray_scott,272,gray_scott,CG,CG,3,3,0.8841869872607512,0.9919312721012519
0.6214105309654415,0.8922436579820877,0.381633696,0.40342649999999997,0.381633696,0.3813042651236333,0.5283671743408108,0.8549003133050664,0.24381367677818502,0.035626484415919195,0.24381367677818505,451,gray_scott,34,gray_scott,CG,CG,3,3,0.8094056245140288,0.9294204770646748
