universe_id,trajectory_length,final_norm,omega_alpha,distinction_emerged,distinction_depth,distinction_value,persistence_emerged,persistence_depth,persistence_value,relation_emerged,relation_depth,relation_value,closure_emerged,closure_depth,closure_value,selfref_emerged,selfref_depth,selfref_value
29,41,14.771841580354616,0.451345092186353,True,5,0.3540532286116867,False,0,0.21621621621621623,True,6,0.511158241321321,False,7,0.10211267605633803,True,0,0.9582615139616034
30,41,4.018818001399978,0.4229818863440208,True,11,0.34800320271668944,False,0,0.21621621621621623,True,0,0.42157744879438747,False,4,0.10211267605633803,True,0,0.9047268385627567
31,41,1.1734642133939834,0.3873272255935657,True,4,0.5684497192817567,False,0,0.21621621621621623,True,0,1.3827108603985174,False,3,0.10211267605633803,True,0,0.9511388295936577
32,41,11.495229930659617,0.2828478677920717,True,11,0.6323170727404637,False,0,0.21621621621621623,True,0,0.3579757442169951,False,2,0.10211267605633803,True,0,0.9186789702939879
33,41,0.45522561811929574,0.12379773010618411,True,7,0.7705924945173392,False,0,0.21621621621621623,True,0,2.389596588457129,False,2,0.10211267605633803,True,0,0.9923839752266828
34,41,21.655794858852015,0.43233727690153134,True,6,0.8578187937038846,False,0,0.21621621621621623,True,10,1.5873797644010743,False,2,0.10211267605633803,True,0,0.9350242628999695
35,41,0.28263608556022884,0.22466354793461255,True,4,0.7539160439236974,False,0,0.21621621621621623,True,0,1.7288178349212064,False,2,0.10211267605633803,True,0,0.9977353093193818
36,41,5.391141292062495,0.18216934352903588,True,6,0.557202909603528,False,0,0.21621621621621623,True,34,0.9088649377010515,False,2,0.10211267605633803,True,0,0.9993966073739445
37,41,22.520493038987098,0.23254053394880683,True,4,0.6557169008681275,False,0,0.21621621621621623,True,0,0.41838479587782396,False,2,0.10211267605633803,True,0,0.8509097706956391
38,41,16.818143692272688,0.29149504570756235,True,6,0.8709509833355261,False,0,0.21621621621621623,True,7,0.8979761710592117,False,2,0.10211267605633803,True,0,0.9230832398655341
39,41,0.35294195937705514,0.38915874506501424,True,18,0.5868406669028479,False,0,0.21621621621621623,True,0,0.9619936927952325,False,14,0.10211267605633803,True,0,0.9830026743105676
40,41,0.17169481472291778,0.1124256074440349,True,9,0.7963792520604721,False,0,0.21621621621621623,True,0,2.3664373677708332,False,3,0.10211267605633803,True,0,0.9883058093024764
41,41,0.44758887683621973,0.1571076008263814,True,4,0.4100721384964886,False,0,0.21621621621621623,True,0,0.30466019356601437,False,11,0.10211267605633803,True,0,0.6011071558720834
42,41,0.17874969171998725,0.1353970008207678,True,15,0.5546885010116304,False,0,0.21621621621621623,True,0,1.2910757024423063,False,7,0.10211267605633803,True,0,0.9894873564318115
43,41,3.518805311178058,0.3438239485036183,True,4,0.6239572333254594,False,0,0.21621621621621623,True,0,1.2961812371200274,False,2,0.10211267605633803,True,0,0.94718847341483
44,41,0.32690451132762993,0.2323985563203065,True,7,0.8291344420726292,False,0,0.21621621621621623,True,0,2.4796481089905846,False,4,0.10211267605633803,True,0,0.9654738902321319
45,41,7.05970105973145,0.20202270213472132,True,4,0.6185658743798492,False,0,0.21621621621621623,True,33,0.5784250173849983,False,2,0.10211267605633803,True,0,0.9999884433844681
46,41,0.4171050960048935,0.10758735130949892,True,6,0.8594076420249148,False,0,0.21621621621621623,True,0,2.4626321672198874,False,3,0.10211267605633803,True,0,0.9770435202575083
47,41,0.20116199008389635,0.1414915242875761,True,8,0.6998835594401839,False,0,0.21621621621621623,True,0,1.612108262294957,False,7,0.10211267605633803,True,0,0.9808418184549423
48,41,18.414021476612398,0.11391112374418166,True,4,0.7861389000918937,False,0,0.21621621621621623,True,5,0.4985350396682906,False,2,0.10211267605633803,True,0,0.9951597555030612
49,41,1.0917170500716744,0.22794792020494248,True,4,0.9158213285479785,False,0,0.21621621621621623,False,0,0.09546382163961009,False,40,0.10211267605633803,True,0,0.9505846090833319
50,41,0.25822268851071145,0.21797181821081135,True,6,0.8554201735420969,False,0,0.21621621621621623,True,0,2.8132182909784067,False,5,0.10211267605633803,True,0,0.9595303354686593
51,41,0.07991912531134526,0.4390404222792045,True,9,0.7985255080522012,False,0,0.21621621621621623,True,0,1.9941887570206867,False,3,0.10211267605633803,True,0,0.9852243005127466
52,41,0.2346912437636837,0.3880816689593761,True,15,0.604135281471908,False,0,0.21621621621621623,True,0,1.1702192182478113,False,5,0.10211267605633803,True,0,0.9974794417706421
53,41,13.006653967346105,0.1113419452540177,True,4,0.629139420121888,False,0,0.21621621621621623,True,5,0.5399124822739767,False,4,0.10211267605633803,True,0,0.9962884889023718
54,41,0.09136672590792502,0.4528956631345389,True,4,0.670834938015601,False,0,0.21621621621621623,True,0,1.3791949315967342,False,5,0.10211267605633803,True,0,0.9779506765998599
55,41,0.22253023817209097,0.3690812116394617,True,11,0.5989035626951793,False,0,0.21621621621621623,True,0,1.087501331734419,False,4,0.10211267605633803,True,0,0.9915901765545743
56,41,0.18885159636383436,0.16109422866735917,True,15,0.5390566175630682,False,0,0.21621621621621623,True,0,1.2527641326361532,False,8,0.10211267605633803,True,0,0.9737196017376624
57,41,11.855802943803983,0.4102086724987296,True,6,0.33385621563052276,False,0,0.21621621621621623,True,6,0.4672307376751142,False,7,0.10211267605633803,True,0,0.837883615076977
58,41,18.009461147506762,0.48860509596263724,True,4,0.7279106012445825,False,0,0.21621621621621623,False,0,0.298873829357741,False,2,0.10211267605633803,True,0,0.9505366466609272
59,41,0.8974470391580353,0.2176444499902117,True,6,0.40788101535351695,False,0,0.21621621621621623,True,0,1.0547301823973478,False,24,0.10211267605633803,True,0,0.9465759251817862
60,41,0.1879810541665779,0.37533715517710886,True,4,0.7118927420131858,False,0,0.21621621621621623,True,0,1.598056735157726,False,4,0.10211267605633803,True,0,0.9862662421832883
61,41,0.19554878977834786,0.29387537434388467,True,4,0.8087289820867726,False,0,0.21621621621621623,True,0,2.1924265801461504,True,2,0.10211267605633803,True,0,0.9979193497547117
62,41,15.037035266623914,0.17821939002346784,True,4,0.7815625142765091,False,0,0.21621621621621623,True,5,0.5308036234477289,False,2,0.10211267605633803,True,0,0.9948808232384186
63,41,15.272185950362395,0.4640604592782599,True,4,0.764459158597084,False,0,0.21621621621621623,True,0,0.9917507965621954,False,2,0.10211267605633803,True,0,0.9803561111949504
64,41,0.8511781539874707,0.49573202109838765,True,4,0.7141844892934867,False,0,0.21621621621621623,True,0,1.709895743832976,False,2,0.10211267605633803,True,0,0.9751970117017674
65,41,6.790846189540804,0.47423396543825047,True,8,0.6211101652859666,False,0,0.21621621621621623,True,0,0.9611115306407334,False,3,0.10211267605633803,True,0,0.9727859581115531
66,41,0.399061735907711,0.3013623363802952,True,4,0.45361465071529605,False,0,0.21621621621621623,True,0,0.5716597051134019,False,13,0.10211267605633803,True,0,0.8404106852566212
67,41,19.939482131603487,0.3569185105070979,True,4,0.8270601144173899,False,0,0.21621621621621623,True,0,1.2794775825288607,False,2,0.10211267605633803,True,0,0.9679946747209144
68,41,0.1916726284057487,0.10187510849081956,True,5,0.8861746656947271,False,0,0.21621621621621623,True,0,3.2210489328571,False,4,0.10211267605633803,True,0,0.9781139597717559
69,41,2.970412166265038,0.17636700862914134,True,6,0.33406044841787313,False,0,0.21621621621621623,True,14,0.4735755077038516,False,7,0.10211267605633803,True,0,0.9336112024475619
70,41,0.7899483095846578,0.4319746428851453,True,7,0.3876176470302447,False,0,0.21621621621621623,False,0,0.08505470312560105,False,25,0.10211267605633803,True,0,0.8494734937664443
71,41,0.8736335622190872,0.13171186249346956,True,4,0.8446204593040821,False,0,0.21621621621621623,False,0,0.16289396432327094,False,6,0.10211267605633803,True,0,0.9789800458024671
72,41,17.937929300971334,0.3931418570984473,True,8,0.8836154160518767,False,0,0.21621621621621623,True,5,1.6422779494348625,False,2,0.10211267605633803,True,0,0.9510191045616511
73,41,1.1748160681788966,0.2062900483860832,True,4,0.8612986364308223,False,0,0.21621621621621623,False,0,0.15850902120013172,False,2,0.10211267605633803,True,0,0.9713843385910296
74,41,6.991988941650699,0.24881791743498285,True,4,0.6396550965727352,False,0,0.21621621621621623,True,0,0.42202772243910613,False,8,0.10211267605633803,True,0,0.9428063370244996
75,41,0.2540693862115581,0.4214852724744338,True,4,0.8395343884581061,False,0,0.21621621621621623,True,0,2.462853631190887,False,4,0.10211267605633803,True,0,0.9839893794521348
76,41,0.28438502853228936,0.44914411263760434,True,4,0.8099742677419537,False,0,0.21621621621621623,True,0,2.4903173253061155,False,2,0.10211267605633803,True,0,0.997615792880662
77,41,0.22720330214512094,0.475906013986943,True,9,0.7894066454047739,False,0,0.21621621621621623,True,0,2.256008615945303,False,8,0.10211267605633803,True,0,0.9701308200459374
78,41,3.237730611328126,0.28897549561496816,True,4,0.5994116012640773,False,0,0.21621621621621623,True,0,1.2540481215417512,False,3,0.10211267605633803,True,0,0.9265463294284835
79,41,3.773292981521826,0.10183383609075075,True,4,0.594498123678641,False,0,0.21621621621621623,False,0,0.2754028204886892,False,33,0.10211267605633803,True,0,0.973772725490087
80,41,0.46089809678165267,0.48078055779729667,True,4,0.5778470596757874,False,0,0.21621621621621623,True,0,0.564022496116613,False,2,0.10211267605633803,True,0,0.9153791071607909
81,41,18.511727839226086,0.10881021103601257,True,4,0.8181575399465216,False,0,0.21621621621621623,True,5,0.4666241366964347,False,2,0.10211267605633803,True,0,0.994122215810249
82,41,0.2260621333981879,0.10859161451735658,True,4,0.7994206464639714,False,0,0.21621621621621623,True,0,2.1887351717302272,False,2,0.10211267605633803,True,0,0.9830910980504256
83,41,0.2281948286331761,0.4481414545025205,True,7,0.8564509711500738,False,0,0.21621621621621623,True,0,2.4299487942395537,False,6,0.10211267605633803,True,0,0.9849616055756952
84,41,1.183246026182972,0.1070717288608472,True,4,0.8626481635091482,False,0,0.21621621621621623,False,0,0.1916417816922896,True,2,0.10211267605633803,True,0,0.9988615654090712
85,41,0.8771679301658637,0.4271395851826715,True,5,0.7768730297906077,False,0,0.21621621621621623,True,5,2.6189378548278124,False,5,0.10211267605633803,True,0,0.9679340995220334
86,41,0.40621042300228544,0.19937436559221014,True,4,0.6557788291177685,False,0,0.21621621621621623,True,0,1.649393666795085,False,9,0.10211267605633803,True,0,0.9847364555667893
87,41,0.1886469580093449,0.26328055764775804,True,4,0.8369704178515243,False,0,0.21621621621621623,True,0,2.434017138333754,False,7,0.10211267605633803,True,0,0.9716637224486413
88,41,0.10618603602178406,0.17291023733639327,True,6,0.859282482646542,False,0,0.21621621621621623,True,0,2.5632337175981426,False,4,0.10211267605633803,True,0,0.9962192750842511
89,41,0.15255205161585447,0.2034786674946552,True,5,0.8992591281628303,False,0,0.21621621621621623,True,0,3.2156536738740535,False,2,0.10211267605633803,True,0,0.9973628481046674
90,41,9.32229442627545,0.2765676501489944,True,4,0.6859445722047373,False,0,0.21621621621621623,True,0,0.9864564757355638,False,5,0.10211267605633803,True,0,0.9491229149100352
91,41,17.635742582585394,0.30398779943413445,True,6,0.8247448189830616,False,0,0.21621621621621623,True,15,1.1362527447285757,False,2,0.10211267605633803,True,0,0.9602409786071398
92,41,15.37990969769449,0.29436139850696225,True,5,0.5684173553370304,False,0,0.21621621621621623,True,5,0.5051648184672444,False,4,0.10211267605633803,True,0,0.958927462228312
93,41,0.320369256156636,0.3571423372010325,True,6,0.6504517157219836,False,0,0.21621621621621623,True,7,0.9258113139947276,False,6,0.10211267605633803,True,0,0.9296468598362082
94,41,14.22248250434387,0.3185834861391279,True,5,0.5939774943754629,False,0,0.21621621621621623,True,0,0.7795531810140091,False,3,0.10211267605633803,True,0,0.9711727504735019
95,41,0.2071219938341643,0.3543323133023234,True,6,0.7771750736199253,False,0,0.21621621621621623,True,0,2.7612220188597463,False,40,0.10211267605633803,True,0,0.9462721112991836
96,41,0.37963601983528444,0.4557335479153838,True,4,0.7855909607157338,False,0,0.21621621621621623,True,0,2.542366775313194,False,2,0.10211267605633803,True,0,0.9809256652232037
97,41,0.22772582923725437,0.20097599761544593,True,4,0.7962619331323431,False,0,0.21621621621621623,True,0,2.077269484854944,False,2,0.10211267605633803,True,0,0.9935254638684236
98,41,0.48448859821402246,0.13772202324624938,True,4,0.7130499731399146,False,0,0.21621621621621623,True,0,1.5539999285435173,False,7,0.10211267605633803,True,0,0.9861035054594316
99,41,0.5537655419080838,0.44053759626871425,True,5,0.8662603567191235,False,0,0.21621621621621623,True,0,2.9510444996268714,False,3,0.10211267605633803,True,0,0.9599633220233066
100,41,0.3283959484934749,0.11794491298431012,True,6,0.8968338599551635,False,0,0.21621621621621623,True,0,3.2515814882244554,False,2,0.10211267605633803,True,0,0.9610188578483834
101,41,14.811487500993731,0.3000466855203173,True,5,0.8898186468707019,False,0,0.21621621621621623,True,5,1.8667637889633468,False,2,0.10211267605633803,True,0,0.9392517122274063
102,41,23.26906969097874,0.21499585374757701,True,8,0.8142099415471072,False,0,0.21621621621621623,True,15,1.2544243910533475,False,2,0.10211267605633803,True,0,0.9553532710871512
103,41,0.07032428872593331,0.3396871229705145,True,4,0.7369531393553765,False,0,0.21621621621621623,True,0,1.3228906227164943,False,3,0.10211267605633803,True,0,0.9634296778551799
104,41,0.2499635440383378,0.2700102235706861,True,5,0.8194095721692549,False,0,0.21621621621621623,True,0,2.5227958167309525,False,8,0.10211267605633803,True,0,0.9854825077548843
105,41,15.923440068689628,0.3634716645787943,True,11,0.8314036443849899,False,0,0.21621621621621623,True,17,0.7914708538925559,False,3,0.10211267605633803,True,0,0.917516309823009
106,41,0.304959595366021,0.46148465661022586,True,5,0.6738117717612643,False,0,0.21621621621621623,True,0,1.3910751714806044,False,14,0.10211267605633803,True,0,0.9633209833921589
107,41,0.8168877049101669,0.24289452463679925,True,7,0.7055739490356807,False,0,0.21621621621621623,True,0,1.5306255223429066,False,4,0.10211267605633803,True,0,0.9839544405296003
108,41,0.3443361912330241,0.24467794671750454,True,6,0.8086843024079329,False,0,0.21621621621621623,True,0,2.3322973503963813,False,5,0.10211267605633803,True,0,0.996600385550761
109,41,0.09477477732342528,0.4946891022936273,True,6,0.8527012517958601,False,0,0.21621621621621623,True,0,2.535591962600148,False,4,0.10211267605633803,True,0,0.9903024663881698
110,41,0.703212526196513,0.45706212292963333,True,4,0.806629792082469,False,0,0.21621621621621623,True,0,1.6176143264493672,False,2,0.10211267605633803,True,0,0.9488114855666856
111,41,0.11200658958096818,0.17173791354641338,True,12,0.7105847596548187,False,0,0.21621621621621623,True,0,1.6653027666750744,False,4,0.10211267605633803,True,0,0.9714178463953047
112,41,2.4897703749431104,0.2508953974221873,True,4,0.6242077123662216,False,0,0.21621621621621623,True,0,1.0043451797519771,False,2,0.10211267605633803,True,0,0.9821770727973523
113,41,0.3646137316198519,0.39179467546757285,True,7,0.8444422795340093,False,0,0.21621621621621623,True,0,1.9922611475551368,False,4,0.10211267605633803,True,0,0.9775527817900813
114,41,1.2725639597891851,0.30183924121781813,True,6,0.7921639974775686,False,0,0.21621621621621623,True,0,2.6449887146138953,False,5,0.10211267605633803,True,0,0.9883311966066788
115,41,0.40868734117637423,0.43365144737879613,True,13,0.5893850464223698,False,0,0.21621621621621623,True,0,1.1536231882329575,False,9,0.10211267605633803,True,0,0.9881917192180546
116,41,0.2764775398094321,0.41352605822935395,True,5,0.8985157520347175,False,0,0.21621621621621623,True,0,3.1137190402274855,False,3,0.10211267605633803,True,0,0.98442281979993
117,41,0.38187045692247873,0.49332977436462155,True,5,0.8202576935249885,False,0,0.21621621621621623,True,0,2.977913077553079,False,2,0.10211267605633803,True,0,0.9728616681552869
118,41,21.741203975162517,0.3935817216599764,True,8,0.8046725600003258,False,0,0.21621621621621623,True,21,1.186382568352906,True,2,0.10211267605633803,True,0,0.9487088478621724
119,41,0.2563073232773241,0.31418748639767524,True,8,0.4400883617117628,False,0,0.21621621621621623,True,0,0.7258164293728887,False,6,0.10211267605633803,True,0,0.9839381709610973
120,41,0.24219829126046313,0.2277673652109421,True,8,0.6600546327453749,False,0,0.21621621621621623,True,0,1.4081945212719849,False,10,0.10211267605633803,True,0,0.952437167239248
121,41,0.27056411936760966,0.3046855617338125,True,5,0.31354454308427127,False,0,0.21621621621621623,True,0,0.48500055241294415,True,8,0.10211267605633803,True,0,0.8847997869717459
122,41,19.342447337739895,0.14510655801369424,True,5,0.7109186269641778,False,0,0.21621621621621623,True,5,0.7277882816805832,False,3,0.10211267605633803,True,0,0.9256570835075686
123,41,0.18538849514658792,0.44652366315334635,True,13,0.7211611329035031,False,0,0.21621621621621623,True,0,1.920754965779202,False,8,0.10211267605633803,True,0,0.9666850372026983
124,41,1.5768578982003547,0.394021078659616,True,5,0.3427076581897717,False,0,0.21621621621621623,False,0,0.2577002649088856,False,34,0.10211267605633803,True,0,0.9504427540683079
125,41,0.11826270574173267,0.3882753835669074,True,7,0.5939721521563387,False,0,0.21621621621621623,True,0,1.3574539534381915,True,7,0.10211267605633803,True,0,0.9643599766367666
126,41,9.462826477237499,0.287986810148246,True,7,0.6184011032759869,False,0,0.21621621621621623,True,29,0.5785172178943842,False,6,0.10211267605633803,True,0,0.9996525711776693
127,41,0.44818078839756803,0.3095790668625238,True,4,0.770622524126686,False,0,0.21621621621621623,True,0,2.7104614853747413,False,5,0.10211267605633803,True,0,0.9717660552216202
128,41,0.17216765533240444,0.1899669906683772,True,5,0.8990030299446723,False,0,0.21621621621621623,True,0,3.5460029189434024,False,2,0.10211267605633803,True,0,0.9483649105246179
129,41,0.23910265677987053,0.43137203678518565,True,5,0.8835092366274723,False,0,0.21621621621621623,True,0,2.9563408415896486,False,2,0.10211267605633803,True,0,0.9903740609869502
130,41,0.18222025704076666,0.38264160095778255,True,5,0.8954265180088619,False,0,0.21621621621621623,True,0,3.3121032294716324,False,3,0.10211267605633803,True,0,0.9634710580510399
131,41,0.3176491634478337,0.4132977142777269,True,5,0.3937520484389762,False,0,0.21621621621621623,True,0,0.6402725747310017,True,4,0.10211267605633803,True,0,0.9695982267664546
132,41,0.08615121315936718,0.21306399785015664,True,5,0.8897072399190922,False,0,0.21621621621621623,True,0,3.2118622530185976,False,4,0.10211267605633803,True,0,0.9929154747115672
133,41,0.36531082862377723,0.28382859316445597,True,5,0.35541045510462854,False,0,0.21621621621621623,True,0,0.5694928436528381,False,20,0.10211267605633803,True,0,0.9178699695558119
134,41,2.5022119347483662,0.28626501178174957,True,4,0.6052637559122822,False,0,0.21621621621621623,True,0,2.159017941004668,False,2,0.10211267605633803,True,0,0.9871589648352037
135,41,0.21937001321653088,0.31862567219531823,True,5,0.8897655433740603,False,0,0.21621621621621623,True,0,3.1017830757326714,False,4,0.10211267605633803,True,0,0.9899765904459217
136,41,0.1994675498084513,0.15964204627915382,True,6,0.89802110450064,False,0,0.21621621621621623,True,0,2.9139146002031104,False,3,0.10211267605633803,True,0,0.9364346290483313
137,41,12.391228351469952,0.30031580306987626,True,5,0.6329603913422442,False,0,0.21621621621621623,True,5,1.5511351597580538,False,2,0.10211267605633803,True,0,0.9796946745833264
138,41,0.2020726062350338,0.48934979092294484,True,5,0.8544449823549833,False,0,0.21621621621621623,True,0,2.8151436489286783,False,3,0.10211267605633803,True,0,0.9323117698235275
139,41,0.2879928925043349,0.4889164115241732,True,5,0.699200290425344,False,0,0.21621621621621623,True,0,1.526156716656195,False,10,0.10211267605633803,True,0,0.9786402110257403
140,41,16.51491380423975,0.43758787477022165,True,4,0.7708708967674072,False,0,0.21621621621621623,True,26,1.0646788500986073,False,2,0.10211267605633803,True,0,0.933071732435232
141,41,13.082302088702885,0.27826644108254284,True,6,0.466795561765637,False,0,0.21621621621621623,True,14,0.8693059055357267,False,3,0.10211267605633803,True,0,0.9897510779030533
142,41,7.779679345055171,0.31510123544122526,True,5,0.6310654232178783,False,0,0.21621621621621623,True,0,0.506766766081343,False,5,0.10211267605633803,True,0,0.9265393335168763
143,41,0.9121989491467893,0.20074797519411094,True,4,0.7897148175242416,False,0,0.21621621621621623,True,0,2.020115323610073,False,4,0.10211267605633803,True,0,0.9820653172697922
144,41,19.02456357431117,0.20972462737421413,True,8,0.7782076514751246,False,0,0.21621621621621623,True,22,1.0909333457462582,False,4,0.10211267605633803,True,0,0.9453117142224885
145,41,0.9716549698936048,0.28551247763551824,True,4,0.5024427223793511,False,0,0.21621621621621623,True,0,1.9208367422892734,False,2,0.10211267605633803,True,0,0.994182484510347
146,41,3.6785859923809836,0.46148481007437936,True,4,0.5795778099784838,False,0,0.21621621621621623,True,0,1.0916023226103482,False,2,0.10211267605633803,True,0,0.9860655939744524
147,41,0.4138756900373481,0.3108534986014224,True,5,0.6976316977631203,False,0,0.21621621621621623,True,0,1.7582460718348578,False,10,0.10211267605633803,True,0,0.9733334174580911
148,41,0.9391602021059523,0.4990592282699756,True,4,0.4968794818493688,False,0,0.21621621621621623,True,0,1.3019045151082642,False,2,0.10211267605633803,True,0,0.970583372570029
149,41,0.25363679743466794,0.16656355505157344,True,5,0.6043601635844053,False,0,0.21621621621621623,True,0,1.243642618054115,False,7,0.10211267605633803,True,0,0.9439402883025806
150,41,15.939785183925922,0.45894299529618154,True,4,0.7922229880618803,False,0,0.21621621621621623,True,6,0.6006934559851391,False,2,0.10211267605633803,True,0,0.9954511070980565
151,41,0.1344231810140557,0.4269624444913811,True,5,0.6067721516276361,False,0,0.21621621621621623,True,0,0.8041261281905322,False,29,0.10211267605633803,True,0,0.9950329448688101
152,41,0.06617997881496879,0.10968229735294965,True,4,0.7939651535300055,False,0,0.21621621621621623,True,0,2.1017828471541513,False,10,0.10211267605633803,True,0,0.9793621462539654
153,41,0.9417171110213635,0.305649429943736,True,8,0.849197355028771,False,0,0.21621621621621623,True,0,2.2429818411612894,False,3,0.10211267605633803,True,0,0.9641357719808439
154,41,18.45554661400247,0.4449065293839156,True,6,0.8130915220908824,False,0,0.21621621621621623,True,15,1.3554490254132636,False,2,0.10211267605633803,True,0,0.9463000494568282
155,41,18.437179191648063,0.11009018372852988,True,4,0.6232171561698205,False,0,0.21621621621621623,True,11,0.7868779681846484,False,2,0.10211267605633803,True,0,0.9970256186295736
156,41,9.883551380282103,0.13302252097499503,True,13,0.5273629061297856,False,0,0.21621621621621623,True,0,0.6699235397679889,False,5,0.10211267605633803,True,0,0.9389082767502516
157,41,0.3363990595959331,0.331027100517126,True,6,0.7820696589371834,False,0,0.21621621621621623,True,0,2.3936451945168593,False,3,0.10211267605633803,True,0,0.996966386301854
158,41,0.17717276596145481,0.26321776177264655,True,7,0.8482046889682988,False,0,0.21621621621621623,True,0,2.598860453813347,False,7,0.10211267605633803,True,0,0.99205075312712
