universe_id,universe_class,trajectory_length,n_trajectories,dist_score,dist_persistence,dist_persistence_val,dist_separability,dist_separability_val,dist_reproducibility,dist_reproducibility_val,dist_stability,dist_stability_val,distinction_emerged,relation_emerged,relation_score,proto_math_emerged,proto_math_score,proto_geometry_emerged,proto_geometry_score,stability_score,novelty_score
12,recursive_transform,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,4.661063622056048,False,0.0,True,0.8048768323123665,1.0,0.001417614648436423
13,self_application,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,False,0.9951226936093044,False,0.0,True,0.6719372557967767,1.0,0.003399968016916034
14,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,0.6992652015842666,False,0.0,True,0.9332131991084963,1.0,4.649662297696444e-13
15,nonlinear_continuous,51,3,1.9001125925925926,False,0.00037530864197530867,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.07975151267471314,1.0,0.08669449156341068
16,recursive_rewrite,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,3.7382923357615674,False,0.0,True,0.7225329673098684,1.0,0.0008858243219247149
17,stochastic_recursive,51,3,0.7000355555555555,False,0.00011851851851851852,False,1.0,True,1.0,True,1.0,False,True,0.42002093009716057,False,0.0,True,0.14317199087929233,1.0,0.02630743991033744
18,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9500136965541626,False,0.0,True,0.9326625350724407,1.0,2.3208419465416466e-09
19,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.6438550954119084,False,0.0,True,0.7628023027079055,1.0,0.0010392753919128957
20,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,1.5157278653266193,False,0.0,True,0.9332131991084964,1.0,8.533999292261439e-13
21,nonlinear_continuous,51,3,1.9000533333333331,False,0.00017777777777777779,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.033792243216284046,1.0,0.11629787356723266
22,recursive_rewrite,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,False,0.8943773719282163,False,0.0,True,0.7132929564821785,1.0,0.005150516736946834
23,stochastic_recursive,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,0.32050158488632197,False,0.0,True,0.17602622197400541,1.0,0.047343334835014246
24,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.947233023457315,False,0.0,True,0.9332131991084964,1.0,7.192664930487575e-09
25,self_application,51,3,1.0000296296296296,False,9.876543209876543e-05,True,2.0,True,1.0,True,1.0,False,False,0.8328517007385925,False,0.0,True,0.5109379548970526,1.0,0.005052396345224028
26,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.7659668356616889,False,0.0,True,0.9092923178576273,1.0,5.283360638572659e-06
27,nonlinear_continuous,51,3,1.900071111111111,False,0.00023703703703703704,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.07876544630901727,1.0,0.0967253263279708
28,recursive_rewrite,51,3,0.7000414814814815,False,0.0001382716049382716,False,1.0,True,1.0,True,1.0,False,False,0.17460287586667203,False,0.0,True,0.12161216382317142,1.0,0.012860409326085356
29,stochastic_recursive,51,3,1.9000177777777776,False,5.925925925925926e-05,True,5.0,True,1.0,True,1.0,False,True,0.46508274486086243,False,0.0,True,0.1732998707899578,1.0,0.0865404223548457
30,recursive_transform,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,5.021654663940272,False,0.0,True,0.8694943569579758,1.0,0.0007106728269260707
31,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.323805094565965,False,0.0,True,0.7185720576556691,1.0,0.0018740911820424304
32,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.494008138781226,False,0.0,True,0.9327657426659347,1.0,9.079613118120285e-12
33,nonlinear_continuous,51,3,1.900077037037037,False,0.0002567901234567901,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.06268665104773408,1.0,0.05545812438840622
34,recursive_rewrite,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9534946343202944,False,0.0,True,0.9328894393964693,1.0,6.095911027995028e-06
35,stochastic_recursive,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,0.391506630256114,False,0.0,True,0.14543959631383296,1.0,0.042544647288699
36,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,5.5360791412009664,False,0.0,True,0.8668542646417398,1.0,6.152895869899484e-06
37,self_application,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,3.0000270860719884,False,0.0,True,0.6567606361951461,1.0,0.004718948131091598
38,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.8171266420824514,False,0.0,True,0.9099235959639052,1.0,4.205107494586481e-07
39,nonlinear_continuous,51,3,1.900071111111111,False,0.00023703703703703704,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.0875992504613553,1.0,0.07114323386485309
40,recursive_rewrite,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.7416771215103015,False,0.0,True,0.7371856428954389,1.0,0.0015073063891204955
41,stochastic_recursive,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,0.42538267127167095,False,0.0,True,0.13630257993909012,1.0,0.04276346007695451
42,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,5.75372766885163,False,0.0,True,0.8733613497151886,1.0,6.654352608945158e-06
43,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,2.7874089074054758,False,0.0,True,0.6189721862837636,1.0,0.007728966548845328
44,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.59407816227107,False,0.0,True,0.9332131991084964,1.0,5.7069240694112155e-11
45,nonlinear_continuous,51,3,1.900065185185185,False,0.00021728395061728395,True,5.0,True,1.0,True,1.0,False,True,0.33103991667392196,False,0.0,False,0.09475818779527223,1.0,0.1275714141423695
46,recursive_rewrite,51,3,1.0000355555555556,False,0.00011851851851851852,True,2.0,True,1.0,True,1.0,False,False,0.2569563155866488,False,0.0,True,0.14079303058483017,1.0,0.01919446688672651
47,stochastic_recursive,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,0.387039100302497,False,0.0,True,0.13639064696083736,1.0,0.02970828774353331
48,recursive_transform,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.171638209141104,False,0.0,True,0.7067214577960101,1.0,0.008549287130082158
49,self_application,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,3.4499883985970246,False,0.0,True,0.7311269311384314,1.0,0.0069498338676448525
50,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.46739523560733,False,0.0,True,0.9322419199724152,1.0,3.7831400248581355e-09
51,nonlinear_continuous,51,3,1.9000533333333331,False,0.00017777777777777779,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.07119069078673201,1.0,0.09320585876889068
52,recursive_rewrite,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,False,1.122500791311288,False,0.0,True,0.8327269973150454,1.0,0.00047094185077190063
53,stochastic_recursive,51,3,1.9000296296296295,False,9.876543209876543e-05,True,5.0,True,1.0,True,1.0,False,True,0.4032693313576446,False,0.0,True,0.1450651872712292,1.0,0.06594982296167765
54,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.4076359820062327,False,0.0,True,0.8340696073986495,1.0,0.0005351639773672067
55,self_application,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.5346095678532072,False,0.0,True,0.7516883525410363,1.0,0.006352118429689015
56,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9017260913977738,False,0.0,True,0.9318843565810939,1.0,4.392957605537165e-09
57,nonlinear_continuous,51,3,1.9001125925925926,False,0.00037530864197530867,True,5.0,True,1.0,True,1.0,False,True,0.33317029012025906,False,0.0,False,0.09320262983277983,1.0,0.1619711158753838
58,recursive_rewrite,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.4508516175848607,False,0.0,True,0.7337625614294039,1.0,0.009031544636884216
59,stochastic_recursive,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,0.36807499749940176,False,0.0,True,0.15328999061575987,1.0,0.044355489309932994
60,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,4.78617532309806,False,0.0,True,0.8441629973613501,1.0,5.920865137010299e-05
61,self_application,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,3.08454854643062,False,0.0,True,0.6766299881603836,1.0,0.006079048080910008
62,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.6230662475704118,False,0.0,True,0.8661480057712438,1.0,6.188019084057237e-06
63,nonlinear_continuous,51,3,1.900065185185185,False,0.00021728395061728395,True,5.0,True,1.0,True,1.0,False,True,0.5190173237790058,False,0.0,False,0.03655544476057271,1.0,0.20618969431676734
64,recursive_rewrite,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,3.2423538204843094,False,0.0,True,0.7149848830598998,1.0,0.015771968181994934
65,stochastic_recursive,51,3,0.7001303703703703,False,0.0004345679012345679,False,1.0,True,1.0,True,1.0,False,True,0.42881005277411094,False,0.0,True,0.16781375658724396,1.0,0.014167345325654127
66,recursive_transform,51,3,1.9000118518518518,False,3.950617283950617e-05,True,5.0,True,1.0,True,1.0,False,False,0.22034255376966244,False,0.0,True,0.7090086177766287,1.0,4.34571318663069e-13
67,self_application,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.1029609312120368,False,0.0,True,0.729096739656862,1.0,0.011881544779761732
68,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9427958808330374,False,0.0,True,0.9327652766965432,1.0,1.7156425367402589e-09
69,nonlinear_continuous,51,3,1.9000533333333331,False,0.00017777777777777779,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.055639509402339304,1.0,0.06721609032775268
70,recursive_rewrite,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,False,1.0517606534744668,False,0.0,True,0.7514715913977522,1.0,0.0006028794723784725
71,stochastic_recursive,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,0.38468025884701346,False,0.0,True,0.12364685574286882,1.0,0.05154625724994542
72,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.3566358320482308,False,0.0,True,0.8160106044120603,1.0,0.0007621471357482688
73,self_application,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,3.3806799182806384,False,0.0,True,0.6901343470634798,1.0,0.011524628433507546
74,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9422457005687235,False,0.0,True,0.9326625350724407,1.0,7.129709730211238e-10
75,nonlinear_continuous,51,3,1.9001007407407406,False,0.0003358024691358025,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.06919278823895103,1.0,0.07817921019881395
76,recursive_rewrite,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,False,1.122514314274885,False,0.0,True,0.8238877709680932,1.0,0.0019790473878652905
77,stochastic_recursive,51,3,0.7001659259259259,False,0.0005530864197530864,False,1.0,True,1.0,True,1.0,False,True,0.44268793083165203,False,0.0,True,0.23652126466839607,1.0,0.01198924564224899
78,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,5.637521368466017,False,0.0,True,0.8879513815766273,1.0,1.1671103680606332e-05
79,self_application,51,3,0.7000355555555555,False,0.00011851851851851852,False,1.0,True,1.0,True,1.0,False,True,2.8331623824087537,False,0.0,True,0.6183568605593561,1.0,0.01904972468865287
80,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.419402032293272,False,0.0,True,0.9332565470344596,1.0,2.221749346993248e-09
81,nonlinear_continuous,51,3,1.9000474074074074,False,0.0001580246913580247,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.030510532380263466,1.0,0.08784926066234128
82,recursive_rewrite,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9559646451742854,False,0.0,True,0.9554657692782207,1.0,2.6752979371859917e-05
83,stochastic_recursive,51,3,0.7000355555555555,False,0.00011851851851851852,False,1.0,True,1.0,True,1.0,False,True,0.35274989158265907,False,0.0,True,0.14904585432933593,1.0,0.033366249467807495
84,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,4.923867404443231,False,0.0,True,0.8493396842201566,1.0,0.0001289316600450073
85,self_application,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.2698907892097804,False,0.0,True,0.7101747283807092,1.0,0.009288143414753734
86,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.9303392091101328,False,0.0,True,0.9326625350724406,1.0,4.231035612070128e-10
87,nonlinear_continuous,51,3,1.9001125925925926,False,0.00037530864197530867,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.07788223897547253,1.0,0.12523627277888294
88,recursive_rewrite,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.4803907921301742,False,0.0,True,0.8342221942824095,1.0,0.0001818268815739983
89,stochastic_recursive,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,0.3322238553238033,False,0.0,True,0.13983277984318299,1.0,0.03517025924794476
90,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.6144944309741727,False,0.0,True,0.8930569424566689,1.0,1.117487982583883e-05
91,self_application,51,3,0.7000296296296296,False,9.876543209876543e-05,False,1.0,True,1.0,True,1.0,False,True,1.8280440322892064,False,0.0,True,0.4600140905509488,1.0,0.007562088987319579
92,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,4.674158555108223,False,0.0,True,0.8151015609761514,1.0,1.709727909830688e-05
93,nonlinear_continuous,51,3,1.9001125925925926,False,0.00037530864197530867,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.10090313346218849,1.0,0.10149972293594346
94,recursive_rewrite,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.74171079987134,False,0.0,True,0.7763177565766384,1.0,0.0025602159438019366
95,stochastic_recursive,51,3,1.9000118518518518,False,3.950617283950617e-05,True,5.0,True,1.0,True,1.0,False,True,0.32505349732784067,False,0.0,False,0.08195369278239073,1.0,0.053897544225468115
96,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9777281123949236,1.0,3.383795501522974e-15
97,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.6379777836248977,False,0.0,True,0.7171843342561939,1.0,0.004104861255484168
98,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.4186190045708826,False,0.0,True,0.8505708834779845,1.0,3.1509095417212244e-05
99,nonlinear_continuous,51,3,1.9001185185185185,False,0.0003950617283950617,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.08473427374314346,1.0,0.06770183864682039
100,recursive_rewrite,51,3,0.7000414814814815,False,0.0001382716049382716,False,1.0,True,1.0,True,1.0,False,True,1.8295247682981508,False,0.0,True,0.13160579299444541,1.0,0.017050356703432343
101,stochastic_recursive,51,3,1.3000296296296294,False,9.876543209876543e-05,True,3.0,True,1.0,True,1.0,False,True,0.40109899569143426,False,0.0,True,0.20920822414733053,1.0,0.05776577189365116
102,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.4583831058906838,False,0.0,True,0.8291348568071577,1.0,0.0006755061175444347
103,self_application,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,3.557875400630528,False,0.0,True,0.7049214109294883,1.0,0.0021331353396293828
104,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.511879674796627,False,0.0,True,0.9325654475723648,1.0,1.5728855255725115e-09
105,nonlinear_continuous,51,3,1.9000533333333331,False,0.00017777777777777779,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.07237343901009174,1.0,0.03399083350125203
106,recursive_rewrite,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.259209978107597,False,0.0,True,0.6968409281386911,1.0,0.01099602539288876
107,stochastic_recursive,51,3,0.700082962962963,False,0.0002765432098765432,False,1.0,True,1.0,True,1.0,False,True,0.31836981594827923,False,0.0,True,0.13911690431543677,1.0,0.010685545873467933
108,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,5.534106753030342,False,0.0,True,0.880769691750826,1.0,8.42659492081511e-06
109,self_application,51,3,0.7000296296296296,False,9.876543209876543e-05,False,1.0,True,1.0,True,1.0,False,True,2.281008721772034,False,0.0,True,0.5193455175361131,1.0,0.015812417715805695
110,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9332131991084964,1.0,3.963767719847179e-15
111,nonlinear_continuous,51,3,1.9001185185185185,False,0.0003950617283950617,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.054015312255551784,1.0,0.11360138956613419
112,recursive_rewrite,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,False,0.5377200162803933,False,0.0,True,0.5258937256808821,1.0,0.02414680109127827
113,stochastic_recursive,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,0.3460327313749244,False,0.0,True,0.16467965343778979,1.0,0.04416684997211671
114,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9777281123949236,1.0,2.5676215285558643e-17
115,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,True,3.447582296275309,False,0.0,True,0.7256298817179938,1.0,0.004442417275550171
116,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.562742692591519,False,0.0,True,0.9332131991084964,1.0,3.0310677805239046e-11
117,nonlinear_continuous,51,3,1.900071111111111,False,0.00023703703703703704,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.02568264451389146,1.0,0.1209415201572431
118,recursive_rewrite,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,1.9518339442392787,False,0.0,True,0.45219039257502014,1.0,0.007831478770549632
119,stochastic_recursive,51,3,0.7000414814814815,False,0.0001382716049382716,False,1.0,True,1.0,True,1.0,False,True,0.4890738838671063,False,0.0,True,0.20543336294101422,1.0,0.03699865592528692
120,recursive_transform,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,False,1.3672580642707128,False,0.0,True,0.8108545374256813,1.0,0.0012542508185770789
121,self_application,51,3,0.7000355555555555,False,0.00011851851851851852,False,1.0,True,1.0,True,1.0,False,True,1.548040240473934,False,0.0,True,0.3843008582532813,1.0,0.019078547370577046
122,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.410699033699787,False,0.0,True,0.933214120704571,1.0,2.6787956516350765e-09
123,nonlinear_continuous,51,3,1.9001007407407406,False,0.0003358024691358025,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.05868562951350442,1.0,0.06519144832122907
124,recursive_rewrite,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,3.7416666001366057,False,0.0,True,0.7071493102299671,1.0,0.0004201246300052482
125,stochastic_recursive,51,3,0.7001777777777778,False,0.0005925925925925926,False,1.0,True,1.0,True,1.0,False,True,0.3520324975789391,False,0.0,True,0.28233502518495257,1.0,0.02908271601733314
126,recursive_transform,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,4.263436293008676,False,0.0,True,0.7772058392614196,1.0,0.0010269192130938146
127,self_application,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,True,3.8539039647876607,False,0.0,True,0.7192461039179889,1.0,0.0015171678236671102
128,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,6.488343449615173,False,0.0,True,0.9330298748225083,1.0,2.2388633142459956e-10
129,nonlinear_continuous,51,3,1.900077037037037,False,0.0002567901234567901,True,5.0,True,1.0,True,1.0,False,True,0.5944197503712955,False,0.0,True,0.1097705268547885,1.0,0.1827734445412327
130,recursive_rewrite,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,1.9559427116737225,False,0.0,True,0.4070425592046437,1.0,0.005198412107426329
131,stochastic_recursive,51,3,0.700088888888889,False,0.0002962962962962963,False,1.0,True,1.0,True,1.0,False,True,0.3909417935234681,False,0.0,True,0.1386851847765972,1.0,0.018046648224196857
132,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9554657692782207,1.0,5.783077128610446e-14
133,self_application,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,1.9126962290815988,False,0.0,True,0.4135987400482125,1.0,0.02839002928295769
134,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.903855790311082,False,0.0,True,0.9173668223138851,1.0,1.5602467807984053e-08
135,nonlinear_continuous,51,3,1.9000533333333331,False,0.00017777777777777779,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.0654474075251168,1.0,0.07192645326303745
136,recursive_rewrite,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,True,3.729119945426962,False,0.0,True,0.6952285542198886,1.0,0.001041314343899594
137,stochastic_recursive,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,0.39285759598750153,False,0.0,True,0.1376106822817874,1.0,0.04377609804754812
138,recursive_transform,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9332131991084964,1.0,6.143427917379056e-15
139,self_application,51,3,0.7000118518518519,False,3.950617283950617e-05,False,1.0,True,1.0,True,1.0,False,False,1.1448967902515486,False,0.0,True,0.6776792614224549,1.0,0.0010387199848454166
140,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,1.923603952497138,False,0.0,True,0.9546933942567685,1.0,4.6073777417069465e-11
141,nonlinear_continuous,51,3,1.900082962962963,False,0.0002765432098765432,True,5.0,True,1.0,True,1.0,False,False,0.0,False,0.0,False,0.031750606158602146,1.0,0.040561019628074714
142,recursive_rewrite,51,3,1.9000296296296295,False,9.876543209876543e-05,True,5.0,True,1.0,True,1.0,False,True,0.68879207776395,False,0.0,True,0.18547530608061125,1.0,0.012539659170073878
143,stochastic_recursive,51,3,0.7000237037037036,False,7.901234567901235e-05,False,1.0,True,1.0,True,1.0,False,True,0.3563538833810439,False,0.0,True,0.13509279363343996,1.0,0.0472169901955722
144,recursive_transform,51,3,0.7000059259259259,False,1.9753086419753087e-05,False,1.0,True,1.0,True,1.0,False,False,1.2877808550704322,False,0.0,True,0.8727902142744697,1.0,0.00030804824024678655
145,self_application,51,3,0.7000177777777778,False,5.925925925925926e-05,False,1.0,True,1.0,True,1.0,False,True,3.1920410128915933,False,0.0,True,0.6700884482636096,1.0,0.004100274336541053
146,operator_composition,51,3,0.7,False,0.0,False,1.0,True,1.0,True,1.0,False,False,0.0,False,0.0,True,0.9332131991084964,1.0,8.422746196153859e-14
147,nonlinear_continuous,51,3,1.9001007407407406,False,0.0003358024691358025,True,5.0,True,1.0,True,1.0,False,True,0.33508613554334027,False,0.0,False,0.05660221139852961,1.0,0.17552586734399117
