system_id,system,family,nearest_foreign_family,overlap_score,own_distance,foreign_distance,C,F,A,R
13,logistic_r=3.3125,logistic,lorenz,1.0425769742816615,2.118662698575002,2.2088689458037454,1.2691396550897849,-1.1716361398684478,-1.8740454427014364,0.20327913991991706
14,logistic_r=3.3750,logistic,ca,0.5775930351869806,3.396240772647457,1.9616450160992207,0.033560748146579,0.3537216153276466,-1.8879152909691042,-1.7612603497528667
15,logistic_r=3.4375,logistic,ca,0.6478897271767163,3.176738322911904,2.058176125343213,0.20255355891206783,0.1916956353008305,-1.9889283281862764,-1.5064133262163046
16,logistic_r=3.5000,logistic,lotka,1.0666815956577793,1.9738880609142682,2.1055100664658712,0.21296219170389,-2.088575812858539,0.8305891408790377,0.7701095933940162
17,logistic_r=3.5625,logistic,markov,0.4002598241106187,5.643526533493306,2.2588769376596405,-0.46607377684556944,3.0431164486833175,-2.6314292834882957,-1.9531426095316957
18,logistic_r=3.6250,logistic,henon,0.7171201383143359,2.799047710400274,2.0072534812306695,0.520628695437857,-0.0494415842209896,-2.6072658859364366,-0.4949245829223435
19,logistic_r=3.6875,logistic,markov,0.43531699894421866,5.085614150119866,2.2138542896184332,-1.646975747702077,0.7686198300238731,-2.372393253760278,-3.3023338814804037
20,logistic_r=3.7500,logistic,ca,0.12263149827027868,3.171241860480343,0.38889414072813056,-1.2485104953163906,0.9367726986263046,-1.5410242011938344,-0.8592463988975956
21,logistic_r=3.8125,logistic,ca,0.11149350069034061,3.1872621505938,0.35535901478752635,-1.6688273409655479,0.9409918601101032,-1.4561145120732097,-0.6553381828232023
22,logistic_r=3.8750,logistic,ca,0.17298272297128361,3.5530567950491374,0.6146174392792217,-1.3187059111537094,1.4215530666475877,-1.3527719911632143,-0.8524350206891139
23,logistic_r=3.9375,logistic,ca,0.07513185377803802,3.1349258364526724,0.23553278954935572,-1.2736592406599427,1.018831527279428,-1.2656955416365772,-0.7250569103841985
24,logistic_r=4.0000,logistic,kuramoto,0.29441125874678625,3.4374806611187827,1.0120330083577158,-3.0456740528556443,0.709461524894604,-0.7139945744192182,0.8026502736014873
25,lorenz_rho=0.0000,lorenz,lotka,0.3053515780158982,4.505856962522416,1.3758705338201416,1.727465209368302,-3.1212543124581145,0.3518558289622507,3.420111999686703
26,lorenz_rho=2.0833,lorenz,gbm,0.4928466746781347,5.373083171384794,2.648106173786042,-2.930616217990735,-0.48168936533423456,-2.5054170361448636,-3.7396032836606525
28,lorenz_rho=6.2500,lorenz,reaction,0.8696276165267528,1.9175159796821752,1.6675248510629714,-0.6983164498455278,0.9412053988500925,0.5002030958443516,-0.11172692837664117
29,lorenz_rho=8.3333,lorenz,markov,0.472637146362675,4.7747265784186,2.2567131446857864,-3.078506569307977,0.9348521691114969,-1.5578533965579018,-2.9572427393243657
30,lorenz_rho=10.4167,lorenz,markov,0.3755084107467122,4.061307705098533,1.5250552018949268,-1.80504571530021,1.8626282490772377,-0.0351942469044817,-2.3905865166227813
31,lorenz_rho=12.5000,lorenz,markov,0.4587037151300912,3.7423549217960934,1.71663210596325,-1.6409680573863334,1.3415906910914013,0.2579916835624029,-2.350069331258578
32,lorenz_rho=14.5833,lorenz,markov,0.22299463005629178,2.7202366008611674,0.6065981544746206,-1.1612174402032758,1.4032866123483023,-0.9231811302739587,-1.197367544558854
33,lorenz_rho=16.6667,lorenz,markov,0.23273622514382294,2.796709995812547,0.6508957272474091,-1.295236266411525,1.2793323064659556,-0.7239750342479802,-1.4011542289437078
34,lorenz_rho=18.7500,lorenz,markov,0.29451316370195657,3.7647318098502414,1.1087630758083873,-1.6931398402538784,1.9607519695731037,-0.312617946708568,-1.9718931596113036
35,lorenz_rho=20.8333,lorenz,gbm,0.8508448442265406,3.307071095521114,2.813804391114757,-1.0738491468000249,-1.024513931013261,1.3178778931120476,-2.0462647269425234
36,lorenz_rho=22.9167,lorenz,markov,0.45572523750305177,3.7819436042731307,1.72352714728052,-1.587790441702427,1.6053170615568715,0.35063135141027124,-2.215630525448276
37,lorenz_rho=25.0000,lorenz,markov,0.3125824460536444,3.7044496822259383,1.1579459429528294,-1.3271151340934946,1.9304797856872613,-0.261312176695403,-2.077848187328352
38,lorenz_rho=27.0833,lorenz,markov,0.16844483738311503,3.0988565479234054,0.5219863872885592,-1.1901496615050808,1.6430224696316498,-0.793356143161675,-1.5333746023330361
39,lorenz_rho=29.1667,lorenz,markov,0.3375805814332624,4.36598297890095,1.4738710725451099,-1.6450393669503836,2.3430072166704266,-0.4164912581906325,-2.5195218156120553
40,lorenz_rho=31.2500,lorenz,markov,0.39064222395078485,3.0042925465641486,1.1736035217885858,-0.987618080700268,1.407504673416979,-0.18028987053812345,-1.677364108190216
41,lorenz_rho=33.3333,lorenz,reaction,0.9546011638623043,2.6346118892489305,2.5150035758024933,-0.8431736049319484,0.40255810789361796,1.1624845214754909,-1.1967158562826132
42,lorenz_rho=35.4167,lorenz,lotka,0.5361618536962446,5.444582929376493,2.91917767601743,1.2614353744515292,-3.298464622361915,-1.2645195712747441,4.853234671326941
43,lorenz_rho=37.5000,lorenz,lotka,0.5387278615921873,5.678048016137899,3.058922665751732,1.9811405176622492,-3.289775334617877,-1.2645195712747441,4.8357148795309515
44,lorenz_rho=39.5833,lorenz,lotka,0.5335902717436731,5.420893078663317,2.8925358109373565,1.2986911574411162,-3.2817744423748416,-1.2645195712747441,4.820376398676101
45,lorenz_rho=41.6667,lorenz,lotka,0.532007089853541,5.432419332358572,2.8900855998722,1.3889884367812462,-3.2718899138955684,-1.2645195712747441,4.8063130364655215
46,lorenz_rho=43.7500,lorenz,lotka,0.5355308410199129,5.620894089282293,3.0101621389172037,1.9522121919220439,-3.2643195353382564,-1.2645195712747441,4.7923994948282465
47,lorenz_rho=45.8333,lorenz,lotka,0.536024149494171,5.631529491776926,3.018635806181068,2.0067796367860726,-3.254943042051716,-1.2645195712747441,4.783071410265953
48,lorenz_rho=47.9167,lorenz,lotka,0.5338067924887024,5.589908043362579,2.983930882934177,1.9573433254702217,-3.241434198968844,-1.2645195712747441,4.763678720065102
49,lorenz_rho=50.0000,lorenz,lotka,0.5287988867852549,5.342659189955751,2.825192232121613,1.2999766001991575,-3.2338042878229034,-1.2645195712747441,4.752230662103915
50,ising_T=0.5000,ising,rbn,0.6085098262418329,1.4373600092280954,0.8746476894623477,-1.8144992072773514,-0.8433317881699883,-0.6644019515084283,1.6726110175738256
51,ising_T=0.6875,ising,rbn,0.39995090195843036,1.5811946086571542,0.6324002099042362,-2.1217572706242995,-1.326722723318407,-0.6775014508521965,1.2700382988040864
52,ising_T=0.8750,ising,rbn,0.4316524929348582,1.5017741982229988,0.6482445764882053,-2.0522854096878795,-1.2074345420684656,-0.6763176516025982,1.3340966309302662
53,ising_T=1.0625,ising,branching,0.30592113283624567,1.6001556990976213,0.48952144418231897,-2.3417816891709653,-1.2640884137118154,-0.6544645523342575,0.9964733786986661
54,ising_T=1.2500,ising,kuramoto,0.35547312851436363,1.6437678103305982,0.5843152860894228,-2.6092431633363335,0.3088789314229907,-0.730058465411549,0.517295407277319
55,ising_T=1.4375,ising,branching,0.47437265388350874,1.6777889824041423,0.7958972122395646,-2.7580947363404373,-0.5989574170524018,-0.6880863441317597,0.32560632847726556
56,ising_T=1.6250,ising,branching,0.2258922349553789,1.6360449459668738,0.36956984933190923,-2.6155563498744,-1.0144019944470366,-0.7814646019774475,0.790519806686185
57,ising_T=1.8125,ising,rbn,0.1722095011819952,1.7922312998625898,0.3086392581520955,-2.001588406631186,-1.6947691339957198,-0.8377610747618809,1.3952471049428814
58,ising_T=2.0000,ising,rbn,0.34243990780734707,2.143285482990259,0.7339464832000097,-2.300850300833081,-1.3824249106321118,-0.8299059064881619,2.041850000576734
59,ising_T=2.1875,ising,branching,0.6298851974569627,1.4979426127418476,0.9435318784060972,-1.9117025116369852,-1.5766950646676534,-0.9427352190779236,0.08624589655223533
60,ising_T=2.3750,ising,markov,0.4204812285453606,4.726830627612859,1.9875435494244929,-2.3681270859768446,2.138727744751678,-1.5439162084662694,-3.2291929383413835
61,ising_T=2.5625,ising,ca,0.4432956784475954,2.207308248694179,0.9784902076478595,-0.5030879385690475,1.0724455107761557,-1.303522387556,-0.9590170013800177
62,ising_T=2.7500,ising,sandpile,1.0266045156761094,0.8119963838921398,0.8335991544163425,-0.4554525328255606,-0.03504598645347173,-1.2550488610263404,0.4219684690057625
63,ising_T=2.9375,ising,lorenz,0.6664920210192155,1.7794875467993923,1.1860142514448526,0.6101348397223001,-0.33665762176602704,-1.239871508280066,0.6955626579911633
64,ising_T=3.1250,ising,lorenz,1.0277723882856298,0.8169692484854553,0.8396584356718125,-0.4090318587265511,-0.186312729469818,-1.3037067378537293,0.689580474683282
65,ising_T=3.3125,ising,lorenz,0.7041278293666023,1.205278836522666,0.8486703709422089,0.01205235741882225,-0.38335357920013097,-1.2754079695207243,0.772078187355081
66,ising_T=3.5000,ising,sandpile,1.2288021934377553,0.6057860393137531,0.7443912138627101,-0.6529819661839659,-0.2791181874889195,-1.1785445992649721,0.8584683799666482
67,ising_T=3.6875,ising,lorenz,0.8508275590994913,0.8741334757606762,0.7437368515086105,-0.3327278864729701,-0.21601833608962606,-1.1902168588398767,0.7702840424285672
68,ising_T=3.8750,ising,sandpile,1.0977016727040183,0.813557958968502,0.8930439324013918,-0.48324812828003283,-0.08807734731062784,-1.3667649634993697,0.36134716161634517
69,ising_T=4.0625,ising,lorenz,0.7701881365042097,0.9926102598549109,0.7644966463126132,-0.19461458460863312,-0.19879420352954677,-1.232656256407025,0.6155296974016269
70,ising_T=4.2500,ising,sandpile,0.9629655879239897,0.7677885278100426,0.7393539310838921,-0.6176497541648647,0.05286975405162478,-1.351071984857005,0.36755241232436275
71,ising_T=4.4375,ising,lorenz,0.725095884612602,1.1920532766294716,0.8643529251229974,-0.009692818073817316,-0.10095373809653346,-1.2488439688327584,0.5506379095804561
73,ising_T=4.8125,ising,lorenz,0.7385182615656207,1.0892499248288394,0.8044309608950776,-0.11559326456233217,-0.09021166676182325,-1.2094917754838344,0.4943502796208834
74,ising_T=5.0000,ising,lorenz,0.8422901518230481,1.050862138216816,0.8851308299437349,-0.20452100671748455,0.014785163175556502,-1.256895509266442,0.448531525843873
75,reaction_diffusion_F=0.0100,reaction,lorenz,1.0279368959230781,1.5845859661221746,1.6288543793389,-0.2518796684902733,-0.18325668269818024,0.45492377657360034,1.7774143715241204
76,reaction_diffusion_F=0.0137,reaction,lorenz,1.1112964315258826,1.470966724164652,1.6346800714574952,-0.4187050193980867,-0.2686585424876314,0.4836109135797402,1.7778622133880113
83,reaction_diffusion_F=0.0395,reaction,kuramoto,1.1147184637445415,0.8869018680378884,0.988645887831359,-2.0553815811417713,-0.3247061386158951,0.5850240539297303,0.49978899315165415
86,reaction_diffusion_F=0.0505,reaction,kuramoto,0.6281523290014785,0.8404258628180705,0.5279154630822481,-2.3145147055843505,0.21710949743067343,0.286217055252383,0.5924271841300149
87,reaction_diffusion_F=0.0542,reaction,kuramoto,0.6716799508832775,0.766175399487727,0.5146246546958919,-2.2647945537845673,0.2673182954246905,0.2236824165227186,0.6757626092961846
88,reaction_diffusion_F=0.0579,reaction,kuramoto,0.650608496661721,0.7321720297627345,0.47635734358169357,-2.2579559930138853,0.16770401992234032,0.18552596160622162,0.7254840045831059
89,reaction_diffusion_F=0.0616,reaction,kuramoto,0.6654842402781191,0.7241934869671364,0.48193935248868675,-2.2814327796682767,0.17095661775527923,0.1212734459205892,0.8566847358299903
90,reaction_diffusion_F=0.0653,reaction,kuramoto,0.4848410707114421,0.828121591214463,0.40150735896368345,-2.3303427899515876,0.28000612580623074,0.0836394810582554,0.727537923399519
91,reaction_diffusion_F=0.0689,reaction,kuramoto,0.6800620606016848,0.7419771819214938,0.5045905312569622,-2.280929217248365,-0.012365260295621482,0.05663055140396224,0.9349525701270763
92,reaction_diffusion_F=0.0726,reaction,kuramoto,0.5259911504136164,0.7553235305555589,0.39729349277139275,-2.2670068295238774,0.05120009520364116,0.0099622696674959,0.825948793128857
93,reaction_diffusion_F=0.0763,reaction,kuramoto,0.4830013263997476,0.8556310090618652,0.41327091228563534,-2.374364786882796,-0.015022658953854927,-0.012074644709741178,0.8961382098155669
94,reaction_diffusion_F=0.0800,reaction,kuramoto,0.43427622871637794,0.8548715968804279,0.37125041312998,-2.364169517044421,0.06801126158215615,-0.05954156788213093,0.8862958258984371
95,henon_a=0.8000,henon,lorenz,0.700047349478063,1.277790778960697,0.8945140479989455,-0.48733638506634125,0.1496605788251963,-0.9954777051962653,0.12604069645790092
104,henon_a=1.1857,henon,sandpile,0.292779375519645,1.414439365279208,0.4141186740768496,-0.8728827896148661,0.09587871804754196,-1.2596863335374942,0.5758903270023161
105,henon_a=1.2286,henon,sandpile,1.1821208485301624,1.0122062237974696,1.1965500801629763,-0.3736451388346286,0.487496183301848,-1.311445467905178,-0.11398442005018414
106,henon_a=1.2714,henon,ca,0.34308759897495006,1.55423006034092,0.533237059657058,-1.2457457706724187,1.131906109177004,-1.3382598509425618,-0.3366500639815364
107,henon_a=1.3143,henon,lorenz,1.1083857849893117,1.0910046126990944,1.2092540040734459,0.39699627446871955,0.1375181999486277,-1.268126967734072,0.3609041504057588
108,henon_a=1.3571,henon,ising,0.6829949986280203,1.2793769167405271,0.8738080354939171,-0.4139762083880693,-0.04181554417792167,-1.3848935831746476,0.5286458478805101
110,kuramoto_coupling=0.0000,kuramoto,reaction,0.5671304140572556,2.316872841614429,1.3139690539828015,-0.7393669761334792,-0.31515358235211277,0.4698028162365164,1.8886972172429022
111,kuramoto_coupling=0.4211,kuramoto,reaction,0.5925868655644791,2.3706263664633087,1.4048020479270025,-0.8171298298787055,-0.39321362320005365,0.4721071977041695,2.0453159521756743
112,kuramoto_coupling=0.8421,kuramoto,reaction,0.583557836108991,2.246887967651814,1.3111890803822213,-0.9477271230659154,-0.5011318015235499,0.48364109114825293,1.9434007272433358
113,kuramoto_coupling=1.2632,kuramoto,reaction,0.44230005563355185,1.2502047409561294,0.5529656264782263,-1.4652286888562938,-0.10273521160218545,0.516026896918384,0.5995235053609053
114,kuramoto_coupling=1.6842,kuramoto,reaction,1.142558531308627,1.3269411511361269,1.5161079327750722,-2.0339243786203682,-0.29898857761591924,0.5798105404226608,-0.3318629951015939
115,kuramoto_coupling=2.1053,kuramoto,reaction,0.6547931709582562,1.2073763318252997,0.7905817768558357,-1.5945044322887192,-0.08238747962371684,0.5738387459705965,0.3186136368850425
116,kuramoto_coupling=2.5263,kuramoto,ca,0.8961847881990477,1.9514745417398907,1.7488817988649976,-2.4101336064824976,1.4833581199361132,0.059160683922569436,-0.7887867278087396
117,kuramoto_coupling=2.9474,kuramoto,ca,1.2481966258440027,1.8481769377416688,2.3068882176518524,-3.419482020889596,1.1089413570099023,-0.11022957030503407,-0.6546955763328497
125,kuramoto_coupling=6.3158,kuramoto,branching,0.1833336049246645,1.5738388490816342,0.28853754977262097,-2.523050395151449,-1.2752515866104337,-0.9419550590131727,0.7546432952421104
126,kuramoto_coupling=6.7368,kuramoto,branching,1.133632381481102,1.017594019324922,1.153577531508238,-3.0730555973826457,-0.2939736083855933,-0.8856935768538085,0.7787588527201976
128,kuramoto_coupling=7.5789,kuramoto,branching,1.0175573578907706,1.0481298580898404,1.0665322491243263,-2.58460735196081,-0.4156947498126081,-0.9167054375100312,1.1197325545268015
129,kuramoto_coupling=8.0000,kuramoto,branching,0.5036615269562837,1.3153317607394386,0.6624820030681229,-2.76954859779003,-0.8620656364149225,-0.9206649700830246,1.0072051627404481
130,ca_rule=30.0000,ca,markov,0.6801409236207049,3.476639228796646,2.364604616169726,-1.8407898928508677,3.3504806635320676,-1.5642148676088883,-3.077857998113298
131,ca_rule=90.0000,ca,ising,1.0235106215609326,1.1170116805592136,1.1432733194599827,-0.7040118408833167,0.06407308712326379,-1.271959693843453,-0.3772562777991325
132,ca_rule=110.0000,ca,kuramoto,0.43168684881683267,2.7457288667582973,1.1852950421963024,-2.287294599423703,-0.2770760530914837,-0.6906800987587504,1.5591753882000101
133,ca_rule=184.0000,ca,kuramoto,0.4346611241708002,2.0892519067205346,0.9081165824511354,-1.9862934099516592,0.4179196787204819,-0.6131642955974397,1.1348680970352523
134,ca_rule=150.0000,ca,ising,1.0612828854060985,0.9921401820614093,1.0529413951454643,-1.181736125939507,-0.07240947535381358,-1.2790705454835574,-0.4310685537662459
136,ca_rule=54.0000,ca,markov,0.7959022117957864,0.9713197025597078,0.7730754996280967,-1.030104258492608,1.6009315956775134,-1.5856556479326038,-1.0245371702155521
137,ca_rule=45.0000,ca,markov,0.4817700148821354,1.466210424724382,0.7063762181398076,-2.103792577870655,1.5711027075668669,-1.2027959698580915,-1.8055708328458722
139,ca_rule=126.0000,ca,markov,1.1543289713155318,0.9611955970695254,1.1095359247982837,-1.3776204257156843,0.49474076287935137,-1.4467095159051635,-1.6020531860620133
144,sandpile_L=16.0000,sandpile,kuramoto,1.2179231672123905,0.881066654922834,1.0730714908888443,-1.8668940557305411,0.32153464660114467,-0.8228395481367824,1.164633568400996
145,rbn_K=1.0000,rbn,branching,0.554197091960518,0.9749054328804032,0.5402897558388294,-2.426480110579998,-1.1953183071521218,-0.7193615439847475,1.0924298283920644
150,rbn_K=6.0000,rbn,ising,0.666966068386692,1.2902213554916455,0.8605338648208114,-1.8053803592054216,-0.5240316142448367,-0.9138042838514179,1.0755284811714214
165,markov_transition_noise=1.0000,markov,ca,0.39314974891882004,0.8712866043573655,0.34254610973942956,-1.3835945529204527,0.9085155173614857,-1.3296073782568232,-1.0511227477837612
166,branching_p_branch=0.0500,branching,kuramoto,0.745154203324053,1.3939267185005484,1.0386903534163876,-1.9802433791247942,-0.28480079101277145,-0.6540255780392181,1.2643339018594832
167,branching_p_branch=0.1036,branching,rbn,1.2332261139095295,2.0921003859861815,2.580032828918365,-2.3358886604953653,-3.025261333005897,-1.1521512500810902,-0.5030588984262454
168,branching_p_branch=0.1571,branching,rbn,1.1616797119003182,2.5666241935438254,2.9815952537123773,-2.4014840571910843,-3.557455357322441,-0.9598350540246127,-0.62476766045599
194,lotka_alpha=1.8929,lotka,logistic,1.2414194668901475,1.5276797263674142,1.8964913514859219,0.022488977338505675,-1.2398072765588946,0.38139101345870435,2.034263672313265
195,lotka_alpha=2.0000,lotka,lorenz,0.9168166221676279,1.856259565517049,1.7018496247236896,-0.20975877798407225,-1.1199706200586959,0.39401955165594194,1.7954441523390237
196,gbm_sigma=0.0050,gbm,markov,0.5765936266372462,4.6059532306491064,2.6557632773815087,-2.3993067626894233,3.8356097614699785,-1.26088995408972,-2.61784432278648
197,gbm_sigma=0.0154,gbm,markov,0.5490234287567709,3.8553993736076184,2.1167045833247613,-2.2106375152189304,2.9373219769425014,-1.309762770532233,-3.0209551690579857
198,gbm_sigma=0.0257,gbm,branching,0.9361162394445497,3.024569814530915,2.831348920716179,-2.248046312941183,-3.590215157369393,-1.2055832979377519,-0.9832684473340494
199,gbm_sigma=0.0361,gbm,branching,0.8061044374004259,3.100511767514,2.499336294005273,-2.226545298980639,-3.5036630309923,-1.2582218923149342,-0.42924351969661617
200,gbm_sigma=0.0464,gbm,branching,0.9725311650826375,3.326704334855136,3.235323642662126,-2.075313204532124,-3.934449531731114,-1.2602436100583037,-1.150570287354685
201,gbm_sigma=0.0568,gbm,markov,0.5437729358690586,4.487597884374191,2.44023427658593,-2.1119883703280364,3.7660330624093903,-1.2854731300282818,-2.448938465872718
202,gbm_sigma=0.0671,gbm,branching,0.8569921822454112,3.4104255727049084,2.9227080539379355,-1.8864568153700627,-3.871782660328569,-1.2427025925702289,-0.517011124031493
203,gbm_sigma=0.0775,gbm,rbn,0.7436744513840742,4.281741247583736,3.184221573265396,-1.8754573058594954,-4.520165672867515,-1.2523572872853146,0.2081160155739057
204,gbm_sigma=0.0879,gbm,branching,1.0964164839416146,2.56801619392855,2.8156152860522687,-1.8607090206442087,-3.1836186803132867,-1.2751039327440632,-1.2898640062112725
205,gbm_sigma=0.0982,gbm,markov,0.5120746106339771,3.8263534026637545,1.9593784288170353,-2.270624247847624,3.04664988622204,-1.2891337188813763,-2.5910507246367955
206,gbm_sigma=0.1086,gbm,logistic,0.8363319799807193,3.5068347979599532,2.9328780900431335,-1.6377608599302975,-3.93246487368116,-1.253035944151581,-0.45037878949479937
207,gbm_sigma=0.1189,gbm,branching,1.0315215847738,2.5729737174677543,2.6540779266236734,-1.7340274488840006,-3.132453501333333,-1.2962150310174043,-1.026651078448716
208,gbm_sigma=0.1293,gbm,markov,0.5454144868451034,3.7262612116643923,2.032356846610748,-1.815195145285048,2.6924828225392963,-1.2409517179222305,-3.252486207297928
209,gbm_sigma=0.1396,gbm,markov,0.3277150103838411,1.8330180064848103,0.6007075150289373,-1.8304676416269305,1.1773698414966898,-1.3450346286149997,-1.7554250076791778
210,gbm_sigma=0.1500,gbm,markov,0.4485272178407855,3.4239772137027513,1.5357469736123397,-1.9688459557729965,2.6446179450813787,-1.2424896213339678,-2.5654933351550535
