universe_id,property,emergence_depth,value
59,distinction,6,0.40788101535351695
59,relation,0,1.0547301823973478
59,selfref,0,0.9465759251817862
60,distinction,4,0.7118927420131858
60,relation,0,1.598056735157726
60,selfref,0,0.9862662421832883
61,distinction,4,0.8087289820867726
61,relation,0,2.1924265801461504
61,closure,2,0.10211267605633803
61,selfref,0,0.9979193497547117
62,distinction,4,0.7815625142765091
62,relation,5,0.5308036234477289
62,selfref,0,0.9948808232384186
63,distinction,4,0.764459158597084
63,relation,0,0.9917507965621954
63,selfref,0,0.9803561111949504
64,distinction,4,0.7141844892934867
64,relation,0,1.709895743832976
64,selfref,0,0.9751970117017674
65,distinction,8,0.6211101652859666
65,relation,0,0.9611115306407334
65,selfref,0,0.9727859581115531
66,distinction,4,0.45361465071529605
66,relation,0,0.5716597051134019
66,selfref,0,0.8404106852566212
67,distinction,4,0.8270601144173899
67,relation,0,1.2794775825288607
67,selfref,0,0.9679946747209144
68,distinction,5,0.8861746656947271
68,relation,0,3.2210489328571
68,selfref,0,0.9781139597717559
69,distinction,6,0.33406044841787313
69,relation,14,0.4735755077038516
69,selfref,0,0.9336112024475619
70,distinction,7,0.3876176470302447
70,selfref,0,0.8494734937664443
71,distinction,4,0.8446204593040821
71,selfref,0,0.9789800458024671
72,distinction,8,0.8836154160518767
72,relation,5,1.6422779494348625
72,selfref,0,0.9510191045616511
73,distinction,4,0.8612986364308223
73,selfref,0,0.9713843385910296
74,distinction,4,0.6396550965727352
74,relation,0,0.42202772243910613
74,selfref,0,0.9428063370244996
75,distinction,4,0.8395343884581061
75,relation,0,2.462853631190887
75,selfref,0,0.9839893794521348
76,distinction,4,0.8099742677419537
76,relation,0,2.4903173253061155
76,selfref,0,0.997615792880662
77,distinction,9,0.7894066454047739
77,relation,0,2.256008615945303
77,selfref,0,0.9701308200459374
78,distinction,4,0.5994116012640773
78,relation,0,1.2540481215417512
78,selfref,0,0.9265463294284835
79,distinction,4,0.594498123678641
79,selfref,0,0.973772725490087
80,distinction,4,0.5778470596757874
80,relation,0,0.564022496116613
80,selfref,0,0.9153791071607909
81,distinction,4,0.8181575399465216
81,relation,5,0.4666241366964347
81,selfref,0,0.994122215810249
82,distinction,4,0.7994206464639714
82,relation,0,2.1887351717302272
82,selfref,0,0.9830910980504256
83,distinction,7,0.8564509711500738
83,relation,0,2.4299487942395537
83,selfref,0,0.9849616055756952
84,distinction,4,0.8626481635091482
84,closure,2,0.10211267605633803
84,selfref,0,0.9988615654090712
85,distinction,5,0.7768730297906077
85,relation,5,2.6189378548278124
85,selfref,0,0.9679340995220334
86,distinction,4,0.6557788291177685
86,relation,0,1.649393666795085
86,selfref,0,0.9847364555667893
87,distinction,4,0.8369704178515243
87,relation,0,2.434017138333754
87,selfref,0,0.9716637224486413
88,distinction,6,0.859282482646542
88,relation,0,2.5632337175981426
88,selfref,0,0.9962192750842511
89,distinction,5,0.8992591281628303
89,relation,0,3.2156536738740535
89,selfref,0,0.9973628481046674
90,distinction,4,0.6859445722047373
90,relation,0,0.9864564757355638
90,selfref,0,0.9491229149100352
91,distinction,6,0.8247448189830616
91,relation,15,1.1362527447285757
91,selfref,0,0.9602409786071398
92,distinction,5,0.5684173553370304
92,relation,5,0.5051648184672444
92,selfref,0,0.958927462228312
93,distinction,6,0.6504517157219836
93,relation,7,0.9258113139947276
93,selfref,0,0.9296468598362082
94,distinction,5,0.5939774943754629
94,relation,0,0.7795531810140091
94,selfref,0,0.9711727504735019
95,distinction,6,0.7771750736199253
95,relation,0,2.7612220188597463
95,selfref,0,0.9462721112991836
96,distinction,4,0.7855909607157338
96,relation,0,2.542366775313194
96,selfref,0,0.9809256652232037
97,distinction,4,0.7962619331323431
97,relation,0,2.077269484854944
97,selfref,0,0.9935254638684236
98,distinction,4,0.7130499731399146
98,relation,0,1.5539999285435173
98,selfref,0,0.9861035054594316
99,distinction,5,0.8662603567191235
99,relation,0,2.9510444996268714
99,selfref,0,0.9599633220233066
100,distinction,6,0.8968338599551635
100,relation,0,3.2515814882244554
100,selfref,0,0.9610188578483834
101,distinction,5,0.8898186468707019
101,relation,5,1.8667637889633468
101,selfref,0,0.9392517122274063
102,distinction,8,0.8142099415471072
102,relation,15,1.2544243910533475
102,selfref,0,0.9553532710871512
103,distinction,4,0.7369531393553765
103,relation,0,1.3228906227164943
103,selfref,0,0.9634296778551799
104,distinction,5,0.8194095721692549
104,relation,0,2.5227958167309525
104,selfref,0,0.9854825077548843
105,distinction,11,0.8314036443849899
105,relation,17,0.7914708538925559
105,selfref,0,0.917516309823009
106,distinction,5,0.6738117717612643
106,relation,0,1.3910751714806044
106,selfref,0,0.9633209833921589
107,distinction,7,0.7055739490356807
107,relation,0,1.5306255223429066
107,selfref,0,0.9839544405296003
108,distinction,6,0.8086843024079329
108,relation,0,2.3322973503963813
108,selfref,0,0.996600385550761
109,distinction,6,0.8527012517958601
109,relation,0,2.535591962600148
109,selfref,0,0.9903024663881698
110,distinction,4,0.806629792082469
110,relation,0,1.6176143264493672
110,selfref,0,0.9488114855666856
111,distinction,12,0.7105847596548187
111,relation,0,1.6653027666750744
111,selfref,0,0.9714178463953047
112,distinction,4,0.6242077123662216
112,relation,0,1.0043451797519771
112,selfref,0,0.9821770727973523
113,distinction,7,0.8444422795340093
113,relation,0,1.9922611475551368
113,selfref,0,0.9775527817900813
114,distinction,6,0.7921639974775686
114,relation,0,2.6449887146138953
114,selfref,0,0.9883311966066788
115,distinction,13,0.5893850464223698
115,relation,0,1.1536231882329575
115,selfref,0,0.9881917192180546
116,distinction,5,0.8985157520347175
116,relation,0,3.1137190402274855
116,selfref,0,0.98442281979993
117,distinction,5,0.8202576935249885
117,relation,0,2.977913077553079
117,selfref,0,0.9728616681552869
118,distinction,8,0.8046725600003258
118,relation,21,1.186382568352906
118,closure,2,0.10211267605633803
118,selfref,0,0.9487088478621724
119,distinction,8,0.4400883617117628
119,relation,0,0.7258164293728887
119,selfref,0,0.9839381709610973
120,distinction,8,0.6600546327453749
120,relation,0,1.4081945212719849
120,selfref,0,0.952437167239248
121,distinction,5,0.31354454308427127
121,relation,0,0.48500055241294415
121,closure,8,0.10211267605633803
121,selfref,0,0.8847997869717459
122,distinction,5,0.7109186269641778
122,relation,5,0.7277882816805832
122,selfref,0,0.9256570835075686
123,distinction,13,0.7211611329035031
123,relation,0,1.920754965779202
123,selfref,0,0.9666850372026983
124,distinction,5,0.3427076581897717
124,selfref,0,0.9504427540683079
125,distinction,7,0.5939721521563387
125,relation,0,1.3574539534381915
125,closure,7,0.10211267605633803
125,selfref,0,0.9643599766367666
126,distinction,7,0.6184011032759869
126,relation,29,0.5785172178943842
126,selfref,0,0.9996525711776693
127,distinction,4,0.770622524126686
127,relation,0,2.7104614853747413
127,selfref,0,0.9717660552216202
128,distinction,5,0.8990030299446723
128,relation,0,3.5460029189434024
128,selfref,0,0.9483649105246179
129,distinction,5,0.8835092366274723
129,relation,0,2.9563408415896486
129,selfref,0,0.9903740609869502
130,distinction,5,0.8954265180088619
130,relation,0,3.3121032294716324
130,selfref,0,0.9634710580510399
131,distinction,5,0.3937520484389762
131,relation,0,0.6402725747310017
131,closure,4,0.10211267605633803
131,selfref,0,0.9695982267664546
132,distinction,5,0.8897072399190922
132,relation,0,3.2118622530185976
132,selfref,0,0.9929154747115672
133,distinction,5,0.35541045510462854
133,relation,0,0.5694928436528381
133,selfref,0,0.9178699695558119
134,distinction,4,0.6052637559122822
134,relation,0,2.159017941004668
134,selfref,0,0.9871589648352037
135,distinction,5,0.8897655433740603
135,relation,0,3.1017830757326714
135,selfref,0,0.9899765904459217
136,distinction,6,0.89802110450064
136,relation,0,2.9139146002031104
136,selfref,0,0.9364346290483313
137,distinction,5,0.6329603913422442
137,relation,5,1.5511351597580538
137,selfref,0,0.9796946745833264
138,distinction,5,0.8544449823549833
138,relation,0,2.8151436489286783
138,selfref,0,0.9323117698235275
139,distinction,5,0.699200290425344
139,relation,0,1.526156716656195
139,selfref,0,0.9786402110257403
140,distinction,4,0.7708708967674072
140,relation,26,1.0646788500986073
140,selfref,0,0.933071732435232
141,distinction,6,0.466795561765637
141,relation,14,0.8693059055357267
141,selfref,0,0.9897510779030533
142,distinction,5,0.6310654232178783
142,relation,0,0.506766766081343
142,selfref,0,0.9265393335168763
143,distinction,4,0.7897148175242416
143,relation,0,2.020115323610073
143,selfref,0,0.9820653172697922
144,distinction,8,0.7782076514751246
144,relation,22,1.0909333457462582
144,selfref,0,0.9453117142224885
145,distinction,4,0.5024427223793511
145,relation,0,1.9208367422892734
145,selfref,0,0.994182484510347
146,distinction,4,0.5795778099784838
146,relation,0,1.0916023226103482
146,selfref,0,0.9860655939744524
147,distinction,5,0.6976316977631203
147,relation,0,1.7582460718348578
147,selfref,0,0.9733334174580911
148,distinction,4,0.4968794818493688
148,relation,0,1.3019045151082642
148,selfref,0,0.970583372570029
149,distinction,5,0.6043601635844053
149,relation,0,1.243642618054115
149,selfref,0,0.9439402883025806
150,distinction,4,0.7922229880618803
150,relation,6,0.6006934559851391
150,selfref,0,0.9954511070980565
151,distinction,5,0.6067721516276361
151,relation,0,0.8041261281905322
151,selfref,0,0.9950329448688101
152,distinction,4,0.7939651535300055
152,relation,0,2.1017828471541513
152,selfref,0,0.9793621462539654
153,distinction,8,0.849197355028771
153,relation,0,2.2429818411612894
153,selfref,0,0.9641357719808439
154,distinction,6,0.8130915220908824
154,relation,15,1.3554490254132636
154,selfref,0,0.9463000494568282
155,distinction,4,0.6232171561698205
155,relation,11,0.7868779681846484
155,selfref,0,0.9970256186295736
156,distinction,13,0.5273629061297856
156,relation,0,0.6699235397679889
156,selfref,0,0.9389082767502516
157,distinction,6,0.7820696589371834
157,relation,0,2.3936451945168593
157,selfref,0,0.996966386301854
158,distinction,7,0.8482046889682988
158,relation,0,2.598860453813347
158,selfref,0,0.99205075312712
159,distinction,4,0.5431878801228102
159,relation,0,0.9710375653688744
159,selfref,0,0.9922085110431802
160,distinction,4,0.6753922534177601
160,relation,7,0.5290119475055417
160,selfref,0,0.9980079199372742
161,distinction,6,0.5517686580850545
161,relation,0,2.2918159419558948
161,selfref,0,0.9865184836729604
162,distinction,5,0.8068002075889312
162,relation,16,1.2889965830556127
162,selfref,0,0.9421775427230631
163,distinction,6,0.8150729726638782
163,relation,0,2.412950321691736
163,selfref,0,0.9354069654657233
164,distinction,6,0.790820736157165
164,relation,0,2.926944928316426
164,selfref,0,0.96761587974978
165,distinction,5,0.9035431041589697
165,relation,0,3.1567107804840218
165,selfref,0,0.9524054413823901
166,distinction,4,0.7355003099222395
166,relation,0,2.390885746136843
166,selfref,0,0.9849348738173047
167,distinction,4,0.8624056608882555
167,relation,5,0.3949889918548235
167,selfref,0,0.9918611597020215
168,distinction,5,0.80705705672807
168,relation,15,0.9719549104458068
168,selfref,0,0.9387058634132336
169,distinction,4,0.9130156534355134
169,relation,0,2.8986736666247737
169,closure,2,0.10211267605633803
169,selfref,0,0.9577925255324428
170,distinction,4,0.8101922239646691
170,relation,8,1.2819854635114871
170,selfref,0,0.936713952324465
171,distinction,6,0.7977489418718681
171,relation,0,1.9654107307309676
171,selfref,0,0.9383027301032777
172,distinction,7,0.7250072874904923
172,relation,0,0.860204154956462
172,selfref,0,0.955618463518982
173,distinction,5,0.50847773581536
173,relation,0,2.1328525712695074
173,selfref,0,0.9340453639322909
174,distinction,4,0.8333722517434214
174,relation,0,2.633750969812515
174,selfref,0,0.994626043048751
175,distinction,6,0.7372633182593947
175,relation,0,2.402582841695268
175,selfref,0,0.9682232822166768
176,distinction,5,0.8514421917428556
176,relation,9,1.4483420992671914
176,selfref,0,0.934070606976308
177,distinction,7,0.42956003246497676
177,relation,0,0.3636548310939847
177,selfref,0,0.9060966908547166
178,distinction,4,0.8476814723152675
178,relation,15,1.3387218997341814
178,selfref,0,0.9258760404321248
179,distinction,9,0.32753823852880914
179,relation,0,0.4447049524553095
179,selfref,0,0.9351720794531183
180,distinction,6,0.8647923316032983
180,relation,0,2.5594596160746064
180,selfref,0,0.9330413783602447
181,distinction,5,0.8868303124041265
181,relation,0,3.0845934260009042
181,selfref,0,0.9492977560714875
182,distinction,4,0.6391690925279649
182,relation,0,0.7714408274579247
182,selfref,0,0.8432776539379069
183,distinction,5,0.806283827918328
183,relation,0,2.6486063302405105
183,selfref,0,0.991387762989595
184,distinction,8,0.4327343349419908
184,relation,0,0.4569970832237995
184,selfref,0,0.933038911850713
185,distinction,7,0.7808381489648326
185,relation,0,2.5454777543140805
185,selfref,0,0.9402311278821917
186,distinction,5,0.5851727335806337
186,relation,0,1.1271469220081862
186,selfref,0,0.972232969919084
187,distinction,8,0.7480684231219383
187,relation,0,1.6111926969473271
187,selfref,0,0.9470103619346576
188,distinction,12,0.6779683984053362
188,relation,0,1.1139827568038325
188,selfref,0,0.99976533601513
189,distinction,5,0.8044003350879104
189,relation,0,2.8671934219985826
189,selfref,0,0.9536379317936314
190,distinction,5,0.6520574726927993
190,selfref,0,0.3657411630552089
191,distinction,6,0.7498987288960164
191,relation,0,2.6006127207349397
191,selfref,0,0.9890612102295873
192,distinction,8,0.8064645493469403
192,relation,0,2.1221304903491705
192,selfref,0,0.9963474542878176
193,distinction,5,0.6691717797091656
193,relation,0,1.9448000697011139
193,selfref,0,0.9859720925845985
194,distinction,4,0.8728946463504512
194,relation,9,1.7380704455331546
194,selfref,0,0.9336419499012789
195,distinction,5,0.6829067461064355
195,relation,0,1.5360031566739463
195,selfref,0,0.9965322692050498
196,distinction,5,0.39272530190690935
196,relation,5,0.36541612928339895
196,selfref,0,0.6474065400062863
197,distinction,5,0.5573175913033284
197,relation,0,1.6190530141403972
197,selfref,0,0.993477805708143
198,distinction,7,0.8445233424344429
198,relation,0,2.471909161129623
198,selfref,0,0.9735079571048861
199,distinction,8,0.7083151163471731
199,relation,0,1.1823217412080853
199,selfref,0,0.9660757679647559
200,distinction,6,0.8397250999859415
200,relation,0,2.916874930686351
200,selfref,0,0.9740764060356641
201,distinction,6,0.7257315582323935
201,relation,0,2.5745679001393147
201,selfref,0,0.9915289681095971
202,distinction,5,0.894696874123753
202,relation,0,2.9684068861825055
202,selfref,0,0.9471131416114409
203,distinction,4,0.5157012393677067
203,relation,0,1.754945571963847
203,selfref,0,0.999123649862191
204,distinction,6,0.8791422857725201
204,relation,0,2.588325024154364
204,selfref,0,0.9814160764052688
205,distinction,5,0.4318717001264367
205,closure,33,0.10211267605633803
205,selfref,0,0.6695631447939443
206,distinction,4,0.3805357948974578
206,selfref,0,0.8516629130764076
207,distinction,4,0.7789725253505856
207,relation,5,1.752054201775899
207,selfref,0,0.9876937085713005
208,distinction,7,0.8425013948719855
208,relation,0,2.400010793013965
208,closure,3,0.10211267605633803
208,selfref,0,0.9944133178274834
209,distinction,4,0.8083759201192383
209,relation,0,2.299932704027104
209,selfref,0,0.985623267223826
210,distinction,6,0.8631482111583819
210,relation,0,2.5577821419340214
210,selfref,0,0.9860007730693064
211,distinction,7,0.6666440704198591
211,relation,0,0.5068048178301944
211,selfref,0,0.9552097973151987
212,distinction,4,0.8370238501489496
212,relation,0,2.4579856162814093
212,selfref,0,0.9796351102937153
213,distinction,4,0.8433526060810208
213,relation,0,2.9941609620228324
213,selfref,0,0.9986924553796054
214,distinction,5,0.8702309251224288
214,relation,0,2.8545059009390834
214,selfref,0,0.9825463595337119
215,distinction,4,0.5925706771756796
215,relation,32,1.0744393077179406
215,selfref,0,0.9996661757502083
216,distinction,6,0.4938487622040312
216,relation,0,1.3489609529575526
216,selfref,0,0.9711732827808439
217,distinction,7,0.5209135896283488
217,relation,0,1.6467612597734849
217,selfref,0,0.9537615836666731
218,distinction,4,0.46944135021727745
218,selfref,0,0.5813816685666103
219,distinction,5,0.7542116674921155
219,relation,0,3.0160912759994303
219,selfref,0,0.979512379837159
220,distinction,6,0.431670121434326
220,relation,8,0.7645743412906782
220,selfref,0,0.8363392892673954
221,distinction,4,0.8403048131984157
221,relation,0,3.0869008651947616
221,selfref,0,0.9854379184470026
222,distinction,7,0.5969979901143402
222,relation,0,1.9213441581401056
222,selfref,0,0.9829192297119134
223,distinction,4,0.6298526335292117
223,relation,0,2.1648554817370007
223,closure,2,0.10211267605633803
223,selfref,0,0.9854488871906714
224,distinction,4,0.8611575060860848
224,relation,5,0.32739146024034066
224,selfref,0,0.9928594716349851
225,distinction,4,0.6933824597676513
225,relation,0,2.343460648055408
225,selfref,0,0.9861358751926119
226,distinction,8,0.7866590590575463
226,relation,0,2.099293059888537
226,selfref,0,0.9785889253610216
227,distinction,4,0.5675689730428751
227,relation,0,2.0525769355298333
227,selfref,0,0.9785671229042309
228,distinction,6,0.3546203809364179
228,relation,7,0.3106429070524438
228,selfref,0,0.7496701135651538
229,distinction,4,0.7875962314090049
229,relation,0,2.074215402385818
229,selfref,0,0.9835721269217356
230,distinction,12,0.74368613361941
230,relation,0,0.6054905759134737
230,selfref,0,0.9222899744708811
231,distinction,4,0.7092810134849388
231,relation,0,1.4700737027450475
231,selfref,0,0.9334124529178488
232,distinction,4,0.7396789380271248
232,relation,0,1.5610535600841111
232,selfref,0,0.9552910698479452
233,distinction,6,0.8340102605677101
233,relation,5,1.6972265670105566
233,selfref,0,0.9379670630823775
234,distinction,7,0.7372022437394609
234,relation,0,2.334255151635946
234,selfref,0,0.9681507584216436
235,distinction,9,0.8512887383605136
235,relation,0,2.5332498772467638
235,selfref,0,0.8970408535428438
236,distinction,7,0.9023126535734052
236,relation,8,1.6936020510549434
236,selfref,0,0.8963117946162522
237,distinction,6,0.48849866231399525
237,relation,0,0.6549220053137308
237,selfref,0,0.935186979855909
238,distinction,7,0.8551703211074798
238,relation,0,2.740623796298326
238,selfref,0,0.9704856412608304
239,distinction,4,0.7860186902470393
239,relation,0,0.4456654165299886
239,selfref,0,0.9813835997596981
240,distinction,7,0.8159308202561264
240,relation,0,2.4475291642652772
240,selfref,0,0.9790740040515343
241,distinction,4,0.7824215059161284
241,relation,0,2.578546648341068
241,selfref,0,0.9020576306034127
242,distinction,7,0.8123472384190302
242,relation,0,1.9864506910523168
242,selfref,0,0.9852543579695744
243,distinction,5,0.4344120745137217
244,distinction,5,0.7968458139140101
244,relation,25,1.1967182911723198
244,selfref,0,0.900593038270132
245,distinction,5,0.8669107859641718
245,relation,0,2.833169620946729
245,selfref,0,0.913389395256227
246,distinction,4,0.6196801053462968
246,relation,0,1.2816315235991103
246,selfref,0,0.9561524791651066
247,distinction,7,0.8497984581859794
247,relation,6,1.551134470279862
247,selfref,0,0.9128338974957916
248,distinction,10,0.4165482232264019
248,relation,0,0.41672033257321883
248,selfref,0,0.9879112368105528
249,distinction,4,0.6302365836685988
249,relation,0,1.644351270853816
249,selfref,0,0.964959439906211
250,distinction,8,0.8300565619043784
250,relation,0,2.540523893785561
250,selfref,0,0.9697083734223599
251,distinction,4,0.6153051409489136
251,relation,0,1.2325883277749012
251,selfref,0,0.9625116818440416
252,distinction,5,0.7247356501612059
252,relation,0,1.4315980249394042
252,selfref,0,0.941360593094714
253,distinction,4,0.8597830316334503
253,relation,5,1.573641540447594
253,selfref,0,0.9495142815079495
254,distinction,5,0.626355250373544
254,relation,0,0.6789933440286324
254,selfref,0,0.9015844997810977
255,distinction,6,0.46792761064702465
255,relation,0,0.6870693585524993
255,selfref,0,0.9656212981152714
256,distinction,6,0.7283710989396392
256,relation,0,0.9777151016333138
256,selfref,0,0.9514182607610869
257,distinction,4,0.5912363404765453
257,relation,0,1.2169365213268841
257,selfref,0,0.9184878818207958
258,distinction,10,0.5815991839835052
258,relation,0,1.116756489978372
258,selfref,0,0.9807915181415003
259,distinction,6,0.8499740530000713
259,relation,0,2.619262856604168
259,selfref,0,0.9670021889610575
260,distinction,4,0.8672076766715298
260,relation,0,2.8098748909759155
260,selfref,0,0.9447591734723633
261,distinction,10,0.478780185029954
261,relation,6,0.34694405044572807
261,selfref,0,0.8913108836937049
262,distinction,6,0.797094378635183
262,relation,0,2.4715979042412104
262,selfref,0,0.9826027831198658
263,distinction,5,0.6981357276500442
263,relation,5,1.2108372109270367
263,selfref,0,0.9164084827689698
264,distinction,8,0.7160506998619544
264,relation,0,1.3952682178481142
264,selfref,0,0.9505689376707932
265,distinction,4,0.3301466127939452
265,relation,11,0.4782316592319244
265,selfref,0,0.9416455330171233
266,distinction,4,0.701388565853958
266,relation,0,1.448728046574081
266,selfref,0,0.993969573520241
267,distinction,4,0.6054869782906456
267,relation,9,0.7276526721438789
267,selfref,0,0.9528642293075955
268,distinction,12,0.6948712274798529
268,relation,7,0.6381006603275069
268,selfref,0,0.9918489907337452
269,distinction,7,0.8627284118891537
269,relation,0,2.4701927062765305
269,selfref,0,0.9899813016607838
270,distinction,7,0.844167405571762
270,relation,0,2.1454311181380628
270,selfref,0,0.9777611405002717
271,distinction,8,0.8456702437886738
271,relation,0,2.606117592218967
271,selfref,0,0.9626003819720976
272,distinction,4,0.7882445272738675
272,relation,21,1.2191117007593977
272,selfref,0,0.9557644772510979
273,distinction,5,0.7315990116489954
273,relation,0,0.7467052717728676
273,selfref,0,0.950930459154118
274,distinction,4,0.8333762901758398
274,relation,0,2.90976280943913
274,selfref,0,0.9965386648419563
275,distinction,5,0.5040357129495872
275,relation,0,1.1013779804517658
275,selfref,0,0.928178308254621
276,distinction,4,0.6234126399237065
276,relation,0,0.6540945142022981
276,selfref,0,0.9911086924809649
277,distinction,4,0.8816833642179681
277,relation,5,0.4148160598876324
277,selfref,0,0.989027941007758
278,distinction,6,0.8403545089310764
278,relation,0,2.5186537933488635
278,selfref,0,0.9901103105937867
279,distinction,4,0.6839863575184615
279,relation,0,1.0405150555550333
279,selfref,0,0.9853028334404115
280,distinction,4,0.8646706683175407
280,relation,0,2.685529831899176
280,selfref,0,0.9418185314404476
281,distinction,8,0.7754102349316158
281,relation,0,2.2146072358678386
281,selfref,0,0.991757381456646
282,distinction,6,0.8631616715864575
282,relation,0,2.6018127880031328
282,selfref,0,0.9757420717021914
