family_A,family_B,centroid_distance,mahalanobis_distance,wasserstein_distance,bhattacharyya_distance
gbm,reaction,3.1632044420897976,44.41547058044616,1.9529406324623433,31.195034338057724
gbm,sandpile,2.685879154144898,28.48235816149653,1.6903273543213277,16.949235676386976
henon,branching,3.7194917787965447,11.911745747816251,1.5648809077196968,7.6774479791010934
henon,ca,1.9653452842548969,3.3953429187151043,0.8567826145848079,1.5750664500532001
henon,gbm,3.449581775016379,7.9754836104157185,1.7493960133256226,4.161462418861363
henon,henon,0.0,0.0,0.0,0.0
henon,ising,1.9817401808561033,3.0258175915746524,0.8787116643023997,1.2551161577474732
henon,kuramoto,2.993698731660281,10.423070863419412,1.2410788252328822,6.109078514523559
henon,logistic,2.8347748269589825,2.967926578795022,1.3059978761762283,1.2726255101296462
henon,lorenz,1.9022867386580065,2.9469837789948654,1.4934454019652184,1.5411823524859845
henon,lotka,4.492565388639477,103.36496607256784,2.062419714257201,11.084498541571808
henon,markov,2.618160162641353,12.202268328728579,1.109014698242464,3.522461865708367
henon,rbn,3.6093433976549263,8.303764250120505,1.5920632051478967,6.632228613318176
henon,reaction,2.6390553704705133,12.639352758619442,1.2466779613187993,6.869233271224623
henon,sandpile,1.5311523950088473,22.102909144262444,0.7350571485149844,3.3621392829185766
ising,branching,1.7858321228410072,5.251831585433285,0.7766611032005801,2.0571816190014216
ising,ca,1.7992098732868376,1.4122453435555915,0.8012406311898869,0.5751524849786864
ising,gbm,2.3337399421010665,8.236862797998514,1.5112259924050737,3.607284214347872
ising,henon,1.9817401808561033,3.0258175915746524,0.8787116643023997,1.2551161577474732
ising,ising,0.0,0.0,0.0,0.0
ising,kuramoto,1.6397191914883444,7.296565376933238,0.7566356379719876,2.3145535905621744
ising,logistic,1.4008051276481313,2.2412975768227033,1.0693387237009628,1.1308764911517037
ising,lorenz,0.9909955878179538,4.791200863600013,1.3803560908556727,1.9588076455201242
ising,lotka,3.80173303241319,100.73610361022912,1.8779022554604596,54.76877325633934
ising,markov,2.926873715787031,5.935164359829503,1.302890475581452,2.7525916566948827
ising,rbn,1.8189509233131913,3.8435027434158493,0.8586036126502041,1.1809849626926179
ising,reaction,1.580988045292813,15.017081617043676,0.7650893257073272,7.863614059114351
ising,sandpile,0.6887228731569567,14.69298175473403,0.455331574893546,2.5277903875392953
kuramoto,branching,1.5304050101686535,5.8742697666725325,0.710305655410512,2.233368592348906
kuramoto,ca,2.0884629267454153,8.440079794382106,1.0259814757681345,2.6974006321652557
kuramoto,gbm,2.554182504460694,23.591811189012276,1.6849236702459718,12.59241637547586
kuramoto,henon,2.993698731660281,10.423070863419412,1.2410788252328822,6.109078514523559
kuramoto,ising,1.6397191914883444,7.296565376933238,0.7566356379719876,2.3145535905621744
kuramoto,kuramoto,0.0,0.0,0.0,0.0
kuramoto,logistic,2.7072256068234424,5.2393231085448235,1.4322639270577504,2.093838781024122
kuramoto,lorenz,2.2482851640426578,8.157253596939668,1.6077807676880473,5.039069093956388
kuramoto,lotka,4.69893660753097,51.552100619825985,2.130762826658827,5.915743197930752
kuramoto,markov,2.999459681440713,23.26374450361385,1.4513471000445033,22.79274083001795
kuramoto,rbn,2.2852933768308894,4.492949144063094,1.0956963702402123,2.133942208580777
kuramoto,reaction,1.0982782330454992,2.352925020054621,0.586880565825139,1.2733364908483034
kuramoto,sandpile,1.6113217744534971,22.728233623381907,0.790265921389838,5.724492641346281
logistic,branching,2.1741648665694138,5.5024620961039545,1.4986138632587416,3.1110957322288906
logistic,ca,3.032251099861047,2.353165890858842,1.433431336887786,1.1960200172351452
logistic,gbm,3.0200207419311806,9.805591405079973,1.563150809389479,3.337181061654122
logistic,henon,2.8347748269589825,2.967926578795022,1.3059978761762283,1.2726255101296462
logistic,ising,1.4008051276481313,2.2412975768227033,1.0693387237009628,1.1308764911517037
logistic,kuramoto,2.7072256068234424,5.2393231085448235,1.4322639270577504,2.093838781024122
logistic,logistic,0.0,0.0,0.0,0.0
logistic,lorenz,1.2043191207533221,1.51268073418255,0.8843709030440342,1.1963242612060117
logistic,lotka,2.7586095185628348,88.52085580867923,1.5562996721688975,6.116673862719318
logistic,markov,4.095823503669035,11.77157388515148,1.9363413938120777,3.4426341939389844
logistic,rbn,1.5362381017907196,5.973864666874589,1.3145809137280535,2.2402324327723893
logistic,reaction,2.3868421898466594,13.148768267470345,1.5588232711529384,4.116045363718424
logistic,sandpile,1.9606331483008237,42.16001763083034,1.3432334947905882,3.978813507745213
lorenz,branching,2.460168210318747,10.632174474709522,1.8719997349630209,10.213725124935992
lorenz,ca,2.245082895107704,4.660771790041973,1.3375761441779335,2.030346568579477
lorenz,gbm,2.8099144659501207,16.211472667548247,1.5383351002611274,3.1211331177192405
lorenz,henon,1.9022867386580065,2.9469837789948654,1.4934454019652184,1.5411823524859845
lorenz,ising,0.9909955878179538,4.791200863600013,1.3803560908556727,1.9588076455201242
lorenz,kuramoto,2.2482851640426578,8.157253596939668,1.6077807676880473,5.039069093956388
lorenz,logistic,1.2043191207533221,1.51268073418255,0.8843709030440342,1.1963242612060117
lorenz,lorenz,0.0,0.0,0.0,0.0
lorenz,lotka,3.1810671691025423,58.04568872209386,1.9384055981706092,4.771472488289766
lorenz,markov,3.243323574221693,14.543091082033857,1.6775369862261145,3.294018170478246
lorenz,rbn,2.2137540496595576,10.300610919098826,1.757688654850839,7.951730123240307
lorenz,reaction,1.7135004503465636,12.22021126563244,1.747830082396804,5.153578042971576
lorenz,sandpile,1.2390807838553013,31.002604021930228,1.5860555727346561,4.547696701596754
lotka,branching,4.374285770566875,106.53864653279523,1.9221881372700051,84.08082460867271
lotka,ca,5.412137701005042,110.04896416777204,2.6125458230915686,47.94128850806531
lotka,gbm,5.672225373511245,149.45696012704616,2.850369668661589,737.9344479829645
lotka,henon,4.492565388639477,103.36496607256784,2.062419714257201,11.084498541571808
lotka,ising,3.80173303241319,100.73610361022912,1.8779022554604596,54.76877325633934
lotka,kuramoto,4.69893660753097,51.552100619825985,2.130762826658827,5.915743197930752
lotka,logistic,2.7586095185628348,88.52085580867923,1.5562996721688975,6.116673862719318
lotka,lorenz,3.1810671691025423,58.04568872209386,1.9384055981706092,4.771472488289766
lotka,lotka,0.0,0.0,0.0,0.0
lotka,markov,6.412611780148194,131.34048561740755,3.019821307664688,205.4967873794096
lotka,rbn,3.2353534015837266,103.6963094532117,1.3903427715899557,35.58447154274029
lotka,reaction,3.876212081989672,18.611368794121265,1.7000344958497466,4.734150846175318
lotka,sandpile,4.040612732489951,165.8772992956701,1.9775342310001827,198.37367396999494
markov,branching,3.8779166563357763,25.283693775322696,1.7086100036496283,31.672707570558128
markov,ca,1.1375676361266278,2.0730317471807473,0.623211305789078,1.7331175254833249
markov,gbm,2.2969010027500527,12.97306116392541,1.1246086484565991,3.2739171728677903
markov,henon,2.618160162641353,12.202268328728579,1.109014698242464,3.522461865708367
markov,ising,2.926873715787031,5.935164359829503,1.302890475581452,2.7525916566948827
markov,kuramoto,2.999459681440713,23.26374450361385,1.4513471000445033,22.79274083001795
markov,logistic,4.095823503669035,11.77157388515148,1.9363413938120777,3.4426341939389844
markov,lorenz,3.243323574221693,14.543091082033857,1.6775369862261145,3.294018170478246
markov,lotka,6.412611780148194,131.34048561740755,3.019821307664688,205.4967873794096
markov,markov,0.0,0.0,0.0,0.0
markov,rbn,4.618428039341336,15.438871237579145,1.8081349988029192,13.98702862791231
markov,reaction,3.3605931163977023,36.96129033639032,1.5278807641680514,35.75770602867027
markov,sandpile,2.7159248855568228,26.193472904258506,1.059813972389113,6.6774933690444405
rbn,branching,1.3670869069598086,4.980427959076684,0.6691708434990277,2.259086771616659
rbn,ca,3.4950295180385695,5.886147518705681,1.4259348747217615,1.983110090329741
rbn,gbm,3.4113615301623104,14.32845987933014,1.6353661514228963,9.598480410278345
rbn,henon,3.6093433976549263,8.303764250120505,1.5920632051478967,6.632228613318176
rbn,ising,1.8189509233131913,3.8435027434158493,0.8586036126502041,1.1809849626926179
rbn,kuramoto,2.2852933768308894,4.492949144063094,1.0956963702402123,2.133942208580777
rbn,logistic,1.5362381017907196,5.973864666874589,1.3145809137280535,2.2402324327723893
rbn,lorenz,2.2137540496595576,10.300610919098826,1.757688654850839,7.951730123240307
rbn,lotka,3.2353534015837266,103.6963094532117,1.3903427715899557,35.58447154274029
rbn,markov,4.618428039341336,15.438871237579145,1.8081349988029192,13.98702862791231
rbn,rbn,0.0,0.0,0.0,0.0
rbn,reaction,2.248486037645423,12.953629848251143,1.0174545607700347,6.688810050638544
rbn,sandpile,2.259997743788034,40.86974136843591,0.923204593814481,5.201118089926118
reaction,branching,2.0954471596259725,15.900979251253935,0.9782813362861716,6.922707712492592
reaction,ca,2.42757169089991,17.433726810679428,1.056242456358138,6.333588134565796
reaction,gbm,3.1632044420897976,44.41547058044616,1.9529406324623433,31.195034338057724
reaction,henon,2.6390553704705133,12.639352758619442,1.2466779613187993,6.869233271224623
reaction,ising,1.580988045292813,15.017081617043676,0.7650893257073272,7.863614059114351
reaction,kuramoto,1.0982782330454992,2.352925020054621,0.586880565825139,1.2733364908483034
reaction,logistic,2.3868421898466594,13.148768267470345,1.5588232711529384,4.116045363718424
reaction,lorenz,1.7135004503465636,12.22021126563244,1.747830082396804,5.153578042971576
reaction,lotka,3.876212081989672,18.611368794121265,1.7000344958497466,4.734150846175318
reaction,markov,3.3605931163977023,36.96129033639032,1.5278807641680514,35.75770602867027
reaction,rbn,2.248486037645423,12.953629848251143,1.0174545607700347,6.688810050638544
reaction,reaction,0.0,0.0,0.0,0.0
reaction,sandpile,1.4470082989343591,36.237108894561615,0.5783856981235947,9.610716379732393
sandpile,branching,2.232216927658329,40.07491185511927,0.9381936433061668,5.394375644807188
sandpile,ca,1.6334063624243862,11.301962655553112,0.710642364894992,2.6662907932219633
sandpile,gbm,2.685879154144898,28.48235816149653,1.6903273543213277,16.949235676386976
sandpile,henon,1.5311523950088473,22.102909144262444,0.7350571485149844,3.3621392829185766
sandpile,ising,0.6887228731569567,14.69298175473403,0.455331574893546,2.5277903875392953
sandpile,kuramoto,1.6113217744534971,22.728233623381907,0.790265921389838,5.724492641346281
sandpile,logistic,1.9606331483008237,42.16001763083034,1.3432334947905882,3.978813507745213
sandpile,lorenz,1.2390807838553013,31.002604021930228,1.5860555727346561,4.547696701596754
sandpile,lotka,4.040612732489951,165.8772992956701,1.9775342310001827,198.37367396999494
sandpile,markov,2.7159248855568228,26.193472904258506,1.059813972389113,6.6774933690444405
sandpile,rbn,2.259997743788034,40.86974136843591,0.923204593814481,5.201118089926118
sandpile,reaction,1.4470082989343591,36.237108894561615,0.5783856981235947,9.610716379732393
sandpile,sandpile,0.0,0.0,0.0,0.0
