domain,add_r2,mult_gain,log_slope,tree_r2,continuity,sync,sym_inv
kuramoto_nullD_0,0.008175224363299982,0.007331415801549279,0.49823414431222096,0.32987310054904606,-0.06563422906734151,,0.998331442572394
kuramoto_nullD_1,0.005285536769661481,0.007677403575512387,0.13213510302020914,0.42064984993503496,-0.0776959901119838,,0.9988809740784703
kuramoto_nullD_2,0.00944154844433287,0.014642695523595761,0.025141611168033103,0.4686023469219762,-0.032992246323492624,,0.9972356450411518
kuramoto_nullD_3,0.007603776639829918,0.007548192285707245,-0.8033920103071893,0.31519631359681843,-0.049237641239378904,,0.9976366838831233
kuramoto_nullD_4,0.006789859108824348,0.00380871731614274,-0.5928490143172271,0.3740487645939158,-0.06923753414439937,,0.9978773573908407
lotka_volterra_nullD_0,0.019955928518705757,0.0021128788004098897,-0.07874049728252965,0.23105036420381952,-0.08601890642587029,,0.9954917568179493
lotka_volterra_nullD_1,0.007193034373682572,0.0035171372970203008,-0.008652736376048197,0.318482210916992,-0.05701120280033112,,0.997854118188879
lotka_volterra_nullD_2,0.005967008554222386,0.009178967941323224,-0.04660504500496551,0.31752932515784815,-0.04837782354502229,,0.9983503308146384
lotka_volterra_nullD_3,0.004506464210911942,0.01336060205727807,-0.012169972444825528,0.2613705741913067,-0.07028323258729441,,0.9988885674404958
lotka_volterra_nullD_4,0.0020353798110227528,0.01775837119629997,-0.02594373336574648,0.31302312187475767,-0.08614465237907831,,0.9995401858511886
nonlinear_oscillator_nullD_0,0.003494829977107483,0.008593738701728526,-1.0802623946170626,0.4645280504746133,-0.07233633121377858,,0.9991996551497847
nonlinear_oscillator_nullD_1,0.000779175403738952,0.02499769273116037,-0.37447679581577104,0.49898006299967956,-0.055321341240170296,,0.9997774038722613
nonlinear_oscillator_nullD_2,0.013339862629488275,0.02093690572910656,-1.5665440680410283,0.4805639682731019,-0.02573565524478072,,0.9964548285519342
nonlinear_oscillator_nullD_3,0.003542501782417662,0.012771983223653693,-2.4969144912309496,0.5012609236540941,-0.07916077034223501,,0.9991294049755609
nonlinear_oscillator_nullD_4,0.014804780498771652,0.01694582167244929,2.0538825248006027,0.5114328101624377,-0.04778426101992994,,0.9961179522980979
population_nullD_0,0.0017251082582597776,0.01528854610356789,0.12537304503911711,0.3573939884648839,-0.07432086404586524,,0.9996926927789724
population_nullD_1,0.0067590642432348025,0.020638203677474598,0.4521974543588413,0.34907018299331183,-0.06701809246952317,,0.9984017402676847
population_nullD_2,0.016094254872460745,0.029622119365302457,-1.1307359741344802,0.3778525143195468,-0.03166906511689005,,0.9967279956322466
population_nullD_3,0.012224543513670416,0.010137281756195438,0.07193609784840427,0.4259406637931946,-0.06390726757810006,,0.9968218172283949
population_nullD_4,0.008490167687489447,0.01936866453728714,0.8400941797909851,0.4565183937076771,-0.06018860198780707,,0.9975839543800068
replicator_nullD_0,0.030352370164346443,0.017575429790102626,-0.5776783708232094,0.2521290806013222,-0.05759190094877065,,0.9990255135950084
replicator_nullD_1,0.018129095053255218,0.06463093804450493,-0.013576581660354036,0.2809568780478471,-0.04476880109043124,,0.9969658469718365
replicator_nullD_2,0.0057438650073071695,0.010611267227958798,0.7513824190246021,0.24846844834174775,-0.07262754741246269,,0.9982027957661056
replicator_nullD_3,0.014006128586288358,0.01920070782040162,2.5331095440609386,0.28127928010616,-0.043091527449334865,,0.9960039766900572
replicator_nullD_4,0.0034310346254090573,0.008745020785826285,0.09362685995126718,0.2459871996741393,-0.06580166240270402,,0.9993687534147178
