sys_idx,domain,poss_reachable_volume,poss_branching_diversity,poss_adaptive_recovery,poss_future_entropy,poss_divergence_capacity,poss_stability_fertility_coupling
104,cellular_automata,3.9073007644302506e-11,0.4989523216587081,5.461968857104402e-06,36.762782718537416,0.04798419890786566,0.055818354104311386
105,cellular_automata,1.0001676436767184e-10,0.4563399623765718,0.00021626155003704752,37.82830771201769,0.2830188679245283,0.5333333334982222
106,cellular_automata,2.8478621131592484e-11,0.521008977216239,0.0007751601468982017,19.764861162204976,0.11378687537627935,0.046357615950699066
107,cellular_automata,9.747809700312119e-11,0.047471388062865924,0.000919993619236788,32.72701846245545,0.4867549668874172,0.46728476831316557
108,cellular_automata,7.35144632642008e-11,0.5125159092437979,0.00024697877900413623,27.98032732147519,0.16335540838852095,0.12251655656705329
109,cellular_automata,7.880810970476255e-11,0.4947709066913197,0.0001668449035200854,31.75939440596186,0.12021551240318776,0.26269315707731156
110,cellular_automata,2.736328759730256e-10,0.4999246704417523,0.00015863267177394305,22.10998474680037,0.020435193945127713,0.07947019886092721
111,cellular_automata,1.0006705747068736e-10,0.5228677063879332,0.0010284607830051095,26.79281059846854,0.392156862745098,0.20000000020399988
112,cellular_automata,1.9867550702815246e-12,0.5029360301353608,3.057034837624135e-05,5.332817590124349,0.0023571669098664174,0.0028382213956210075
113,cellular_automata,1.3659901650536053e-11,0.5000000017330988,0.0,0.8686738525854696,0.001281777397991874,1.3686533878270302e-11
114,cellular_automata,1.0858335624798201e-10,0.5532736141914772,3.4289748705447883e-12,22.079985115486917,0.6818181818181818,1.4666667880192108e-10
115,cellular_automata,1.528419765366308e-06,0.5138042351620923,6.331833984548382e-13,18.590504198801604,0.06244087038789024,3.3995587801769783e-11
116,cellular_automata,6.095204484153756e-11,0.5013093301146017,0.0045358025445801555,20.11389100308879,0.38228801454356576,0.28559602654165206
117,cellular_automata,1.3476957400745115e-08,0.5155845716218065,7.328344061986536e-13,24.6265493650159,0.0704977568895535,2.709933999055363e-10
118,cellular_automata,1.4929474374632172e-07,0.48685357641964694,0.0004067765149622482,22.03205166787311,0.02698062300711304,0.18211920554387412
119,cellular_automata,7.73768899071295e-08,0.5156823709693427,7.383951436286031e-13,13.22701668577565,0.030905077262693134,2.7814571837811623e-11
120,cellular_automata,4.740212706861315e-11,0.5000000017330988,0.0,79.16613238620276,0.02088639836984207,3.5298010136578126e-10
121,cellular_automata,3.642495312074486e-11,0.49422684054305177,0.00023982423689835526,24.122173208795896,0.0337257787588913,0.14569536447443707
122,cellular_automata,5.867245150174921e-11,0.05548492045465823,0.0011828832349332226,26.722535697099584,0.24966887417218545,0.2215995924855206
123,cellular_automata,2.6685655541830494e-07,0.4889124723313207,0.0007418884141215209,19.710725364018227,0.050220750551876366,0.07379375594669552
124,cellular_automata,1.3433342499192806e-10,0.5146872156853668,0.001657366455077079,27.398905512812863,0.4761904761904761,0.3000000001469999
125,cellular_automata,3.172815619714998e-11,0.5095114775598225,0.00031273298145551254,1.1156264136246827,0.0036122817579771174,0.013245033141721839
126,cellular_automata,1.1300534002038776e-10,0.5172313085260261,8.276316175276389e-13,0.4645127022657045,0.0027403516784653926,1.4403974701723835e-11
127,cellular_automata,1.986807904674015e-12,0.28893989946624005,0.0015112093078276424,3.6338960253546206,0.0019867549668874103,0.01589403973907279
128,cellular_automata,1.7010104035699604e-09,0.5000000017330988,0.0,75.3156773830778,0.02048841059602649,2.3311257780612635e-10
129,cellular_automata,3.311258852557437e-12,0.4818451554712055,0.0011194603581017768,0.7763535444595898,0.0028545329984014556,0.019867549684238393
130,cellular_automata,5.2995190309631974e-12,0.38405214597222037,0.0241090895306953,0.6969011639259992,0.0044150110375275895,0.0529801324503311
131,cellular_automata,3.3355778036559655e-06,0.5188608855173746,9.238205293072303e-13,27.476169270661554,0.5165562913907285,1.4348787059188545e-10
132,cellular_automata,2.4672452307694783e-07,0.5090069547759115,3.8071844286990263e-13,21.005084824758622,0.020695364238410587,1.3245034208481729e-10
133,cellular_automata,2.8664281036679927e-12,0.5000000017330988,0.0,0.864974427652085,0.001168679392286708,1.5011037299118467e-11
134,cellular_automata,5.066609666836941e-11,0.5000000017330988,0.0,0.8551064286265977,0.0009134505594884619,1.9205296661310252e-11
135,cellular_automata,5.419505657073087e-11,0.5163790497237285,7.782621888130609e-13,21.98173157570794,0.07641365257259297,1.1622517517942723e-10
136,cellular_automata,2.076734530467861e-08,0.5000000017330988,0.0,71.56643938177635,0.01371807000946073,2.688741517878511e-10
137,cellular_automata,5.066609666836941e-11,0.4884891340095414,0.0004067765150029265,0.21833224250246375,0.0009134505594884619,0.006622516565894009
138,cellular_automata,1.5815799940500793e-09,0.499195731001176,0.0699869872700486,0.2090011333544699,0.002037697401935807,0.0264900662251655
139,cellular_automata,7.351899275356716e-11,0.49238220755637163,8.730185904083332e-05,32.882971491340115,0.08321879295264274,0.24503311301567343
140,cellular_automata,3.727722247470393e-11,0.015332025581563059,0.0,80.30815389070789,0.027152317880794703,2.715231711287471e-10
141,cellular_automata,1.0001676436767184e-10,0.5147802258218257,0.000445258656698136,29.327303452337013,0.3396226415094339,0.1666666669120369
142,cellular_automata,4.654207467047544e-12,0.3710396285387939,0.0242112155600259,0.6132123292438976,0.0042143287176399724,0.0463576158940397
143,cellular_automata,8.921221903617798e-10,0.48767501678038927,0.00040677651498258703,1.0961360194729284,0.002838221381267734,0.019867549696688715
144,cellular_automata,4.044290977647367e-10,0.5367644693613111,0.000563462640884958,21.569411647013215,0.31949167710757115,0.0268054242508747
145,cellular_automata,1.986755794040326e-12,0.37375288457063416,0.0241900670793889,0.20378547722194915,0.0017738883632923287,0.0198675496688741
146,cellular_automata,6.317048453021484e-09,0.5000000017330988,0.0,0.8661699979320202,0.0012040939193256998,1.4569536158835746e-11
147,cellular_automata,1.336549598698971e-12,0.5000000017330988,0.0,0.8689981347633162,0.0012921983524470928,1.3576158593199623e-11
148,cellular_automata,4.635905697823061e-12,0.5054339941728827,0.00047279635269993837,1.301143175853022,0.004544864303337225,0.018543046385986736
149,cellular_automata,2.6730991973979523e-12,0.47512669551089803,0.0003999779716328846,4.729377920097773,0.0037842951750236414,0.013245033121854275
150,cellular_automata,1.4212365641814932e-08,0.5108198657171122,4.732018255667313e-13,4.632227103307,0.004515352197471385,8.741722577597913e-12
151,cellular_automata,7.814633521297164e-11,0.49852350729943395,7.115114376266056e-05,33.96054779799892,0.10967816893226438,0.19536423882818707
152,cellular_automata,3.3112766593215945e-12,0.4603997117473213,0.005249323928781957,2.983605668154541,0.003123828564288386,0.02649006623218542
153,cellular_automata,1.0003352873534368e-10,0.5319734511927282,0.0017429623707471192,25.19511656414696,0.5961538461538461,0.16129032272133192
154,cellular_automata,9.474491917139645e-11,0.5102489759641402,4.4367487425302466e-13,23.28804559875633,0.034007517451226044,1.8622518097125316e-10
155,cellular_automata,3.9613613930981095e-11,0.3787427684569514,8.441375390691627e-05,24.94863987118477,0.028476821192052984,0.07119205319370862
156,cellular_automata,4.500250680541992e-06,0.47087306260668893,0.004015709483709585,29.021115146909878,0.88,0.5454545455061983
157,cellular_automata,2.0666550501490267e-10,0.47842497817513463,0.00029583116641756,25.609153676587404,0.07119205298013245,0.12656364980573953
158,cellular_automata,1.2135047988386335e-09,0.5000000017330988,0.0,5.124586422301089,0.0033112582781456915,6.490065732810195e-11
159,cellular_automata,7.616015585260767e-11,0.5172961348202305,0.00035322345130364057,26.370218701169353,0.13599810785241243,0.15231788113589406
160,cellular_automata,6.318372956332767e-09,0.5000000017330988,0.0,2.5851579984920834,0.002207505518763791,3.17880762183798e-11
161,cellular_automata,1.198461619197138e-09,0.5234003289617252,0.002374208581507739,19.21409126719242,0.2582781456953642,0.04695966287483443
162,cellular_automata,1.586407809857495e-11,0.366387069051352,0.024247332530292,0.20672405058788487,0.001862582781456947,0.0198675496688741
163,cellular_automata,2.0932915908611357e-09,0.41128961290229016,0.0238869745076454,1.1259375809015888,0.005937428636675034,0.086092715231788
164,cellular_automata,2.8422744528662975e-08,0.5144658050838461,6.698604714061863e-13,0.48131834971563225,0.009460737937559093,4.1721857756717314e-12
165,cellular_automata,2.785248169106995e-06,0.015332025581563059,0.0,65.46529499134152,0.01390728476821192,1.3907284374887045e-10
166,cellular_automata,4.000307601019244e-10,0.29025289538637666,0.0243230819682469,0.7352032326600157,0.00529801324503311,0.0529801324503311
167,cellular_automata,1.5581501609898661e-10,0.34618930213887683,0.0003338240375457201,28.197143473323717,0.13327814569536423,0.2175969728747128
168,cellular_automata,1.3245974228789005e-12,0.5063275837833741,2.514293453194058e-13,0.2798708079935595,0.0013796909492273636,1.2715231369648314e-11
169,cellular_automata,5.960272345038492e-12,0.4620774171452394,0.0458539495117491,0.6640379855283827,0.005321665089877004,0.0596026490066225
170,cellular_automata,3.1591864781663715e-09,0.3777166850300209,0.0241590421297784,0.10115931746744516,0.0011517420097897997,0.0132450331125827
171,cellular_automata,3.721420358348353e-12,0.37986537159108485,0.0241421539402807,0.20134929053289508,0.0017029328287606368,0.0198675496688741
172,cellular_automata,7.219416593361296e-11,0.5063171747732076,0.0004727963527283067,24.974911593017097,0.06809946270148692,0.2887417223134043
173,cellular_automata,1.4984404961794382e-11,0.3710396285387939,0.0242112155600259,0.30712847878887456,0.0024081878386514087,0.0264900662251655
174,cellular_automata,3.907292766321085e-11,0.5036794449674976,5.23811155750083e-05,27.56880829535507,0.03368348938113723,0.07814569572683433
175,cellular_automata,7.549728594612699e-11,0.5000000017330988,0.0,101.00686034838331,0.06622516556291388,8.60662239048981e-10
176,cellular_automata,8.901354353948904e-10,0.5000000017330988,0.0,1.717999194844659,0.0015282730514518533,2.5827812295057072e-11
177,cellular_automata,7.285479931051547e-12,0.020582275013986708,5.294774522724234e-13,12.06608857137048,0.010198675496688743,5.203406065111613e-11
178,cellular_automata,1.6763725659705148e-11,0.500945309998379,0.00015863267180566944,3.6452511553613207,0.008365284071104907,0.03532008838969829
179,cellular_automata,3.7935869953079724e-07,0.4458625631872185,0.0930529864927498,7.19687733368374,0.042770419426048555,0.2052980132450331
180,cellular_automata,1.0000026194324488e-10,0.5214726627754879,0.001418615608602149,27.249500682403838,0.6440677966101694,0.1842105264424514
181,cellular_automata,3.843939505912216e-11,0.0363960018316813,0.0009108113925800613,22.679919236615774,0.09735099337748343,0.11920529805865654
182,cellular_automata,3.1169621676009167e-10,0.5185774799898379,9.069256151041076e-13,0.9134736685515548,0.003425439598081746,3.200882899426229e-11
183,cellular_automata,2.785248169106995e-06,0.015332025581563059,0.0,65.46529499134152,0.01390728476821192,1.3907284374887045e-10
184,cellular_automata,3.0344878206189824e-12,0.4896154867949628,0.00023297211573226824,4.9080994441566075,0.003485535029627038,0.010596026502145672
185,cellular_automata,4.105969097055684e-11,0.5117180251264407,5.203751888415301e-13,25.63485091776062,0.05663393468828498,2.97682143835627e-10
186,cellular_automata,1.4984404961794382e-11,0.4882316142514526,0.00023297211569732243,0.7878827216975891,0.004013646397752348,0.010596026500556268
187,cellular_automata,3.4878896770553077e-06,0.4826265658889332,0.00040677651486055455,21.863763667079358,0.028296207104154113,0.15562913924403984
188,cellular_automata,8.832866587386224e-10,0.5106081099048345,0.0001626573154382175,24.89230035816805,0.0749290444654683,0.07284768233167785
189,cellular_automata,3.3112766593215945e-12,0.5017253484524986,0.00024140216867681065,0.9688692228807684,0.0037485942771460635,0.011037527613318606
190,cellular_automata,1.2091008253287004e-07,0.47138405423251567,0.0004690994713545267,22.245700120944516,0.05348955680081505,0.1158940397853201
191,cellular_automata,1.2948288230706504e-11,0.4995805014338069,0.00015863267176336718,4.977821836149763,0.002921698480716783,0.011037527618837348
192,cellular_automata,3.3300806022717855e-12,0.4972742692143673,0.0003680341217873639,0.9351067319884667,0.003850300323425219,0.013245033129668847
193,cellular_automata,5.07504066699092e-11,0.46672006801087257,0.004917861065318028,21.387237246648116,0.2847682119205298,0.16063847853168622
194,cellular_automata,1.1258331267293724e-11,0.47044476798217316,0.0008279323376809746,3.485427616752461,0.014328717639975905,0.0643330180133126
195,cellular_automata,3.068530209017114e-10,0.29025289538637666,0.0243230819682469,0.6305355384522829,0.0046357615894039705,0.0463576158940397
196,cellular_automata,8.399638107404213e-11,0.5233728079533504,1.2018630993374878e-12,24.211175465633797,0.20352124051041834,1.7455063884352477e-10
197,cellular_automata,3.1591864781663715e-09,0.3777166850300209,0.0241590421297784,0.10115931746744516,0.0011517420097897997,0.0132450331125827
198,cellular_automata,1.0429167812399101e-10,0.4970372715536256,0.003254482557556854,27.911860713765513,0.7111111111111111,0.4375000000791016
199,cellular_automata,3.444503852465851e-11,0.5000000017330988,0.0,85.53273849657992,0.03376184911050512,3.512582689760897e-10
200,cellular_automata,1.0001676436767184e-10,0.4724194745384933,4.513376752095679e-05,42.201971412691876,0.1698113207547169,0.44444444477160483
201,cellular_automata,5.2980147155271824e-12,0.3790103971512377,0.0241488800843053,0.7039153355443007,0.004567252797442334,0.0529801324503311
202,cellular_automata,5.052844060430451e-08,0.45779852947009747,0.047048015334761,0.25282447488896675,0.002522863450015761,0.0264900662251655
203,cellular_automata,7.738616143030835e-08,0.4854752992965236,4.9641092177489016e-21,71.9706320195436,0.02139582272032601,0.06181015463252383
204,cellular_automata,1.336549598698971e-12,0.5000000017330988,0.0,0.8689981347633162,0.0012921983524470928,1.3576158593199623e-11
205,cellular_automata,5.947688703347516e-09,0.015332025581563059,0.0,74.24746071825669,0.020529801324503313,2.0529800743880877e-10
206,cellular_automata,2.8664281036679927e-12,0.5000000017330988,0.0,0.864974427652085,0.001168679392286708,1.5011037299118467e-11
207,cellular_automata,6.410854881666354e-11,0.5236665265791765,1.2205385003790617e-12,24.04314150738902,0.16263668566148157,2.088300393537287e-10
208,cellular_automata,4.500250680541992e-06,0.4976885874885387,0.0030556363026458815,28.364388114166257,0.76,0.42105263165512463
209,cellular_automata,3.716247332569778e-09,0.512437027993654,0.005459810517388262,19.824712094257364,0.2769416014449127,0.2056291391143162
