source,target,same_domain,possibility_metric,transfer_R2,spearman_r
cellular_automata,lotka_volterra,False,poss_branching_diversity,-2.705476844606133,-0.0422749210996844
cellular_automata,lotka_volterra,False,poss_adaptive_recovery,-16.905376236333204,0.08576098304393218
cellular_automata,lotka_volterra,False,poss_future_entropy,-21.66104227588172,0.004550802203208812
cellular_automata,lotka_volterra,False,poss_divergence_capacity,-1.8634051336181985,0.46245132180528714
cellular_automata,lotka_volterra,False,poss_stability_fertility_coupling,-4.236401839771818,-0.042575690302761204
cellular_automata,nonlinear_oscillator,False,poss_reachable_volume,-0.6169595970797204,0.07307675453107375
cellular_automata,nonlinear_oscillator,False,poss_branching_diversity,-23.20893764171858,0.08822454489817959
cellular_automata,nonlinear_oscillator,False,poss_adaptive_recovery,-1.199683132350338,0.1392750531002124
cellular_automata,nonlinear_oscillator,False,poss_future_entropy,-0.22481021079158525,0.2687948351793407
cellular_automata,nonlinear_oscillator,False,poss_divergence_capacity,-0.3146085531647693,0.07653870615482461
cellular_automata,nonlinear_oscillator,False,poss_stability_fertility_coupling,-1.8698048614217382,0.188938067752271
cellular_automata,population,False,poss_reachable_volume,-0.69928697304276,-0.4049179872899529
cellular_automata,population,False,poss_branching_diversity,-8.09778053006096,-0.04167895071580286
cellular_automata,population,False,poss_adaptive_recovery,-1.3149484625522803,0.0307254989019956
cellular_automata,population,False,poss_future_entropy,-5.599565281895946,0.2724524498097992
cellular_automata,population,False,poss_divergence_capacity,-0.46955063182462053,-0.24690408627290228
cellular_automata,population,False,poss_stability_fertility_coupling,-1.8249501337700558,-0.24906323317292192
cellular_automata,replicator,False,poss_reachable_volume,-1.3668588164076527,0.005765148931176006
cellular_automata,replicator,False,poss_branching_diversity,-6.208773998631981,0.06899797199188797
cellular_automata,replicator,False,poss_adaptive_recovery,-3.4960620777557603,0.14201087204348814
cellular_automata,replicator,False,poss_future_entropy,-158.01979373131618,-0.16372884691538764
cellular_automata,replicator,False,poss_divergence_capacity,-1151.7762811730188,-0.038914235656942624
cellular_automata,replicator,False,poss_stability_fertility_coupling,-82.28489674550723,0.021719894879579513
coupled_map_lattice,branching,False,poss_reachable_volume,-3.4236068065085554,-0.23509603829168527
coupled_map_lattice,branching,False,poss_branching_diversity,-0.7136134671017258,-0.4371287715333568
coupled_map_lattice,branching,False,poss_adaptive_recovery,-0.23264013239183012,0.06556696593483158
coupled_map_lattice,branching,False,poss_future_entropy,-2.7221288812763547,-0.049624321482081554
coupled_map_lattice,branching,False,poss_divergence_capacity,-3.176112690170453,0.45571285031708747
coupled_map_lattice,branching,False,poss_stability_fertility_coupling,-1.7257966982990647,0.09818739025996577
coupled_map_lattice,cellular_automata,False,poss_reachable_volume,-14424436307.975296,-0.37986327943322556
coupled_map_lattice,cellular_automata,False,poss_branching_diversity,-0.9100308825549601,-0.21510706077880037
coupled_map_lattice,cellular_automata,False,poss_adaptive_recovery,-2.8196739015497774,-0.029554549218814542
coupled_map_lattice,cellular_automata,False,poss_future_entropy,-0.5794524872712461,-0.5866858546056373
coupled_map_lattice,cellular_automata,False,poss_divergence_capacity,-0.2701657304191105,-0.7391991653469716
coupled_map_lattice,cellular_automata,False,poss_stability_fertility_coupling,-3.5199707393657595,-0.3659463904077999
coupled_map_lattice,coupled_map_lattice,True,poss_reachable_volume,0.20647677547330312,0.293083511594001
coupled_map_lattice,coupled_map_lattice,True,poss_branching_diversity,0.05323644331021726,0.2605033780135121
coupled_map_lattice,coupled_map_lattice,True,poss_adaptive_recovery,0.1046502880235427,0.34247906591626365
coupled_map_lattice,coupled_map_lattice,True,poss_future_entropy,0.26108879668467766,0.6018573194292778
coupled_map_lattice,coupled_map_lattice,True,poss_divergence_capacity,0.06463775406591632,0.4451675086700347
coupled_map_lattice,coupled_map_lattice,True,poss_stability_fertility_coupling,0.16524455523769688,0.2630611574060661
coupled_map_lattice,graph_diffusion,False,poss_reachable_volume,-26144485239.83355,-0.367950614668474
coupled_map_lattice,graph_diffusion,False,poss_branching_diversity,-26.166580159839725,0.25705295829623764
coupled_map_lattice,graph_diffusion,False,poss_adaptive_recovery,-39.413493963326275,0.04713811342937234
coupled_map_lattice,graph_diffusion,False,poss_future_entropy,-105.15009783282719,-0.3653541015912081
coupled_map_lattice,graph_diffusion,False,poss_divergence_capacity,-17684.58507014991,0.16739892759679312
coupled_map_lattice,graph_diffusion,False,poss_stability_fertility_coupling,-249028.8989207742,-0.22977705847549573
coupled_map_lattice,gray_scott,False,poss_reachable_volume,-7.378299003795474,0.6183026967362971
coupled_map_lattice,gray_scott,False,poss_branching_diversity,-0.4389640309132339,-0.3053707696617056
coupled_map_lattice,gray_scott,False,poss_adaptive_recovery,-0.26437997084543463,-0.11599980520142562
coupled_map_lattice,gray_scott,False,poss_future_entropy,-0.9616746310661182,0.10102969187523818
coupled_map_lattice,gray_scott,False,poss_divergence_capacity,-0.24770185195355454,-0.10277115408823134
coupled_map_lattice,gray_scott,False,poss_stability_fertility_coupling,-1.9161892348966818,0.38017567965513227
coupled_map_lattice,kuramoto,False,poss_reachable_volume,-7.132715111938447,-0.1813096370441118
coupled_map_lattice,kuramoto,False,poss_branching_diversity,-0.5679428181778998,-0.18428608114432454
coupled_map_lattice,kuramoto,False,poss_adaptive_recovery,-136.10538380487588,-0.15416970467881871
coupled_map_lattice,kuramoto,False,poss_future_entropy,-4.355579801195886,-0.3229941559766239
coupled_map_lattice,kuramoto,False,poss_divergence_capacity,-1.9731533027205757,-0.05177675110700442
coupled_map_lattice,kuramoto,False,poss_stability_fertility_coupling,-2.3542885375279714,-0.07092431569726279
coupled_map_lattice,lotka_volterra,False,poss_reachable_volume,-3037.4958855263035,0.19577377369243823
coupled_map_lattice,lotka_volterra,False,poss_branching_diversity,-6.834276613613124,0.06778452713810856
coupled_map_lattice,lotka_volterra,False,poss_adaptive_recovery,-741.3278976428645,-0.03490391561566246
coupled_map_lattice,lotka_volterra,False,poss_future_entropy,-36.47638334785936,0.08728220512882051
coupled_map_lattice,lotka_volterra,False,poss_divergence_capacity,-1.8705274890205894,-0.2845264181056724
coupled_map_lattice,lotka_volterra,False,poss_stability_fertility_coupling,-24.368297600408617,0.05075818703274813
coupled_map_lattice,nonlinear_oscillator,False,poss_reachable_volume,-11.188294568298058,0.07387640176303317
coupled_map_lattice,nonlinear_oscillator,False,poss_branching_diversity,-12.353843326161103,0.021554678218712875
coupled_map_lattice,nonlinear_oscillator,False,poss_adaptive_recovery,-0.430678652013913,0.1415069660278641
coupled_map_lattice,nonlinear_oscillator,False,poss_future_entropy,-0.9452752155580904,0.05238059352237408
coupled_map_lattice,nonlinear_oscillator,False,poss_divergence_capacity,-0.2494066324846138,-0.0023346333385333537
coupled_map_lattice,nonlinear_oscillator,False,poss_stability_fertility_coupling,-1.8753699286288321,0.05032311329245317
coupled_map_lattice,population,False,poss_reachable_volume,-0.665138406922247,-0.060461984434927125
coupled_map_lattice,population,False,poss_branching_diversity,-3.7389495067756533,-0.027896175584702337
coupled_map_lattice,population,False,poss_adaptive_recovery,-0.20987082251652556,0.0027114348457393826
coupled_map_lattice,population,False,poss_future_entropy,-1.1037695233372982,-0.2965707222828891
coupled_map_lattice,population,False,poss_divergence_capacity,-0.13545308709034876,-0.19020063021931247
coupled_map_lattice,population,False,poss_stability_fertility_coupling,-0.8417118597800877,0.027698534530081035
coupled_map_lattice,replicator,False,poss_reachable_volume,-833023.104178154,-0.04832422218162316
coupled_map_lattice,replicator,False,poss_branching_diversity,-2.895780883633437,-0.06566051864207456
coupled_map_lattice,replicator,False,poss_adaptive_recovery,-1.5295931509556775,-0.06134904539618158
coupled_map_lattice,replicator,False,poss_future_entropy,-39.311327690277004,-0.04576184704738819
coupled_map_lattice,replicator,False,poss_divergence_capacity,-155.7824781405381,-0.03050066600266401
coupled_map_lattice,replicator,False,poss_stability_fertility_coupling,-1257.8634839354559,-0.01973527894111576
graph_diffusion,branching,False,poss_reachable_volume,-2.100650593975492,0.033759889766519495
graph_diffusion,branching,False,poss_branching_diversity,-0.23295089455028029,-0.10035972779119413
graph_diffusion,branching,False,poss_adaptive_recovery,-0.3574443147951727,0.09419755196626088
graph_diffusion,branching,False,poss_future_entropy,-6.293391381270974,-0.013916556103906609
graph_diffusion,branching,False,poss_divergence_capacity,-3.1761614506639892,-0.484959996446374
graph_diffusion,branching,False,poss_stability_fertility_coupling,-7.333961523333581,0.08631898046198164
graph_diffusion,cellular_automata,False,poss_reachable_volume,-0.2540432130658079,0.4243953047004957
graph_diffusion,cellular_automata,False,poss_branching_diversity,-9.250434613676246,-0.20075712308743116
graph_diffusion,cellular_automata,False,poss_adaptive_recovery,-0.032119927748359034,0.0897374829971582
graph_diffusion,cellular_automata,False,poss_future_entropy,-0.8019267446372798,0.6061750110137748
graph_diffusion,cellular_automata,False,poss_divergence_capacity,-0.315718795400739,0.6726047203255944
graph_diffusion,cellular_automata,False,poss_stability_fertility_coupling,-0.3986249167192095,0.3645000751630641
graph_diffusion,coupled_map_lattice,False,poss_reachable_volume,-0.37797733169004033,0.008430095414568135
graph_diffusion,coupled_map_lattice,False,poss_branching_diversity,-2.9029924113313683,-0.07052409009636039
graph_diffusion,coupled_map_lattice,False,poss_adaptive_recovery,-0.533531553658197,0.27979359917439667
graph_diffusion,coupled_map_lattice,False,poss_future_entropy,-0.5929621307024746,0.20721500486001942
graph_diffusion,coupled_map_lattice,False,poss_divergence_capacity,-0.21572343108671532,-0.07928950115800464
graph_diffusion,coupled_map_lattice,False,poss_stability_fertility_coupling,-0.8259167815977118,0.047179985685160804
graph_diffusion,graph_diffusion,True,poss_reachable_volume,0.4262999077994959,0.6583822029034259
graph_diffusion,graph_diffusion,True,poss_branching_diversity,0.15279923911366755,0.24986576746306982
graph_diffusion,graph_diffusion,True,poss_adaptive_recovery,0.07061088471988697,0.08840176160704642
graph_diffusion,graph_diffusion,True,poss_future_entropy,0.11318396476444736,0.601235432465732
graph_diffusion,graph_diffusion,True,poss_divergence_capacity,0.5554650198046895,0.3021729753961676
graph_diffusion,graph_diffusion,True,poss_stability_fertility_coupling,0.5706389939451652,0.3124134988900783
graph_diffusion,gray_scott,False,poss_reachable_volume,-14.181716742796707,-0.6352677258570311
graph_diffusion,gray_scott,False,poss_branching_diversity,-0.6770127788937292,-0.33243789237725974
graph_diffusion,gray_scott,False,poss_adaptive_recovery,-0.5213163382092938,0.38883380518091804
graph_diffusion,gray_scott,False,poss_future_entropy,-0.8161142999476028,-0.07934941925459266
graph_diffusion,gray_scott,False,poss_divergence_capacity,-0.3631918854257652,0.12756282766704655
graph_diffusion,gray_scott,False,poss_stability_fertility_coupling,-5.029363157954547,-0.39723876199485403
graph_diffusion,kuramoto,False,poss_reachable_volume,-11.66114882626531,-0.2963947291305718
graph_diffusion,kuramoto,False,poss_branching_diversity,-0.9440637076641298,0.19329706118824475
graph_diffusion,kuramoto,False,poss_adaptive_recovery,-3.740462985705041,-0.16915536462145847
graph_diffusion,kuramoto,False,poss_future_entropy,-8.14501600310622,-0.4241450565802263
graph_diffusion,kuramoto,False,poss_divergence_capacity,-3.0257452690416775,-0.2880819843279373
graph_diffusion,kuramoto,False,poss_stability_fertility_coupling,-5.9651906043309255,-0.17521529286117143
graph_diffusion,lotka_volterra,False,poss_reachable_volume,-17.798499329192314,-0.12035608164119752
graph_diffusion,lotka_volterra,False,poss_branching_diversity,-25.302290493646606,0.08905802023208093
graph_diffusion,lotka_volterra,False,poss_adaptive_recovery,-27.144143834794768,0.07323715694862779
graph_diffusion,lotka_volterra,False,poss_future_entropy,-50.68063664065826,0.01174497497989992
graph_diffusion,lotka_volterra,False,poss_divergence_capacity,-1.8724300765730915,0.13934551738206954
graph_diffusion,lotka_volterra,False,poss_stability_fertility_coupling,-5.92477557031418,-0.043553742214968855
graph_diffusion,nonlinear_oscillator,False,poss_reachable_volume,-0.6169109506168573,0.31504041576357866
graph_diffusion,nonlinear_oscillator,False,poss_branching_diversity,-0.13142952969224653,0.28650153000612005
graph_diffusion,nonlinear_oscillator,False,poss_adaptive_recovery,-0.9822634589404367,0.046496345985383936
graph_diffusion,nonlinear_oscillator,False,poss_future_entropy,-2.3597676567219983,0.3699137676550706
graph_diffusion,nonlinear_oscillator,False,poss_divergence_capacity,-0.3388375974311668,0.28379575918303673
graph_diffusion,nonlinear_oscillator,False,poss_stability_fertility_coupling,-2.90807418501528,0.198814971259885
graph_diffusion,population,False,poss_reachable_volume,-0.6992818085584556,0.1943354655500179
graph_diffusion,population,False,poss_branching_diversity,-0.5780156551322899,0.08252260209040836
graph_diffusion,population,False,poss_adaptive_recovery,-1.1698084927526349,-0.2751579326317305
graph_diffusion,population,False,poss_future_entropy,-0.2760250485123372,-0.168502082008328
graph_diffusion,population,False,poss_divergence_capacity,-0.28596243412920597,0.06205236322604137
graph_diffusion,population,False,poss_stability_fertility_coupling,-2.8127760764236336,0.0804408358886773
graph_diffusion,replicator,False,poss_reachable_volume,-1.3627732755739537,-0.032817005310257774
graph_diffusion,replicator,False,poss_branching_diversity,-0.4569701882330208,-0.21390776763107053
graph_diffusion,replicator,False,poss_adaptive_recovery,-3.011378743266116,-0.11563044652178608
graph_diffusion,replicator,False,poss_future_entropy,-1.3725203367398366,-0.10830244920979683
graph_diffusion,replicator,False,poss_divergence_capacity,-0.7922059788247784,-0.06426419305677222
graph_diffusion,replicator,False,poss_stability_fertility_coupling,-4.708111040868007,0.07026565706262826
gray_scott,branching,False,poss_reachable_volume,-15.242160121389382,-0.19347387908109273
gray_scott,branching,False,poss_branching_diversity,-0.23817721657608137,-0.08732645325881319
gray_scott,branching,False,poss_adaptive_recovery,-0.26090960078573033,0.14804789672878776
gray_scott,branching,False,poss_future_entropy,-2.2354315221115297,0.1757181329797044
gray_scott,branching,False,poss_divergence_capacity,-3.1758255789520478,0.43677991375028113
gray_scott,branching,False,poss_stability_fertility_coupling,-4.8733641266551055,-0.14098326793597282
gray_scott,cellular_automata,False,poss_reachable_volume,-110012061622.2913,-0.2868351956494125
gray_scott,cellular_automata,False,poss_branching_diversity,-2.927088997527868,0.17857494364734458
gray_scott,cellular_automata,False,poss_adaptive_recovery,-1.8190602064661583,0.05049852363622988
gray_scott,cellular_automata,False,poss_future_entropy,-0.43530565476308847,-0.046236478210344746
gray_scott,cellular_automata,False,poss_divergence_capacity,-1.9920115184498455,-0.23716223744486808
gray_scott,cellular_automata,False,poss_stability_fertility_coupling,-25.19115033114264,-0.31943489864148755
gray_scott,coupled_map_lattice,False,poss_reachable_volume,-2.427302621634479,0.34192852574176275
gray_scott,coupled_map_lattice,False,poss_branching_diversity,-0.42213810688614806,0.17330162120648482
gray_scott,coupled_map_lattice,False,poss_adaptive_recovery,-0.11570864826158589,0.312566594266377
gray_scott,coupled_map_lattice,False,poss_future_entropy,0.15448008465659246,0.5191604766419066
gray_scott,coupled_map_lattice,False,poss_divergence_capacity,-10.721860315827877,0.40461473845895385
gray_scott,coupled_map_lattice,False,poss_stability_fertility_coupling,-2.8488912421915065,-0.017328353158502504
gray_scott,graph_diffusion,False,poss_reachable_volume,-142930364088.89978,-0.6627132598031246
gray_scott,graph_diffusion,False,poss_branching_diversity,-14.769847386197796,-0.28395056367197347
gray_scott,graph_diffusion,False,poss_adaptive_recovery,-22.89878178912814,0.16179697610965307
gray_scott,graph_diffusion,False,poss_future_entropy,-51.68371608420851,-0.13960276637483054
gray_scott,graph_diffusion,False,poss_divergence_capacity,-578533.4337782685,-0.171795454864766
gray_scott,graph_diffusion,False,poss_stability_fertility_coupling,-1303729.2775068118,0.013692425689034051
gray_scott,gray_scott,True,poss_reachable_volume,0.4941425401692138,0.6216404309396708
gray_scott,gray_scott,True,poss_branching_diversity,0.1834438248514073,0.367125436501746
gray_scott,gray_scott,True,poss_adaptive_recovery,0.2029222214620695,0.48402180399017986
gray_scott,gray_scott,True,poss_future_entropy,0.22807952181130564,0.4358476953907815
gray_scott,gray_scott,True,poss_divergence_capacity,0.0675166599747492,0.16139488557954232
gray_scott,gray_scott,True,poss_stability_fertility_coupling,0.26206643180258415,0.414250969003876
gray_scott,kuramoto,False,poss_reachable_volume,-0.6537077540893848,0.01761073218155053
gray_scott,kuramoto,False,poss_branching_diversity,-0.21242598569333726,-0.09927812511250046
gray_scott,kuramoto,False,poss_adaptive_recovery,-90.83880518991646,-0.09063962655850623
gray_scott,kuramoto,False,poss_future_entropy,-4.264628124885623,-0.26863365053460214
gray_scott,kuramoto,False,poss_divergence_capacity,-6.862429556448053,-0.31208198432793727
gray_scott,kuramoto,False,poss_stability_fertility_coupling,-0.5678518054870154,0.01296504386017544
gray_scott,lotka_volterra,False,poss_reachable_volume,-24330.767726757353,0.13914533346412936
gray_scott,lotka_volterra,False,poss_branching_diversity,-12.619329783696259,0.05593606374425498
gray_scott,lotka_volterra,False,poss_adaptive_recovery,-510.15850279287406,0.0151936927747711
gray_scott,lotka_volterra,False,poss_future_entropy,-38.07512926625228,0.04170861483445933
gray_scott,lotka_volterra,False,poss_divergence_capacity,-1.8574899926274493,-0.02529206916827667
gray_scott,lotka_volterra,False,poss_stability_fertility_coupling,-224.3360811940714,0.034741674966699866
gray_scott,nonlinear_oscillator,False,poss_reachable_volume,-104.55831974907555,-0.2340754854764417
gray_scott,nonlinear_oscillator,False,poss_branching_diversity,-5.383705096193741,-0.021005364021456085
gray_scott,nonlinear_oscillator,False,poss_adaptive_recovery,-1.0357303049939666,-0.059108780435121744
gray_scott,nonlinear_oscillator,False,poss_future_entropy,-1.2861761883071705,-0.03529665318661274
gray_scott,nonlinear_oscillator,False,poss_divergence_capacity,-0.330025408856925,-0.11735778143112573
gray_scott,nonlinear_oscillator,False,poss_stability_fertility_coupling,-27.087368687959607,-0.12140035760143038
gray_scott,population,False,poss_reachable_volume,-4.152609860111801,-0.12583614897092854
gray_scott,population,False,poss_branching_diversity,-1.0505502242891294,0.15482125928503712
gray_scott,population,False,poss_adaptive_recovery,-0.48285718551211243,-0.23719486877947513
gray_scott,population,False,poss_future_entropy,-0.7670640209869506,-0.45018698474793895
gray_scott,population,False,poss_divergence_capacity,-1.3405928016597994,-0.22069489713020612
gray_scott,population,False,poss_stability_fertility_coupling,-2.795737435269943,0.17014509913964687
gray_scott,replicator,False,poss_reachable_volume,-4544584.91256221,-0.01948769722855648
gray_scott,replicator,False,poss_branching_diversity,-0.8300520514839236,0.21251614606458424
gray_scott,replicator,False,poss_adaptive_recovery,-1.8575693903156516,-0.16212736850947404
gray_scott,replicator,False,poss_future_entropy,-19.36997989556831,-0.06214258457033828
gray_scott,replicator,False,poss_divergence_capacity,-6577.973581341323,-0.026959979839919355
gray_scott,replicator,False,poss_stability_fertility_coupling,-6659.420964821569,-0.0312439009756039
kuramoto,branching,False,poss_reachable_volume,-11.491334935865687,0.25832346403300704
kuramoto,branching,False,poss_branching_diversity,0.05561102504870796,0.30774367292025395
kuramoto,branching,False,poss_adaptive_recovery,-0.38194880019482236,-0.09602900008473943
kuramoto,branching,False,poss_future_entropy,-1.235993001851588,0.15881624168569286
kuramoto,branching,False,poss_divergence_capacity,-3.1760168182273274,-0.3317751489485023
kuramoto,branching,False,poss_stability_fertility_coupling,-1.6272919518463018,0.12286907448066009
kuramoto,cellular_automata,False,poss_reachable_volume,-90784273733.97183,0.14754773713768582
kuramoto,cellular_automata,False,poss_branching_diversity,-2.9255787884975786,0.05333001788394491
