box_width,rep,seed,friction,effective_density,pre_C,dip,restoration,tau_rec,pre_I_pred,pre_C_sigma,pre_MSE_s1,rms_velocity,msd,neighbor_turnover,packing_var,res_C_global,res_C_within,mean_nn_dist,contact_count,coordination_number,component_count,largest_component_size,clustering_coefficient
35,3,313,0.4,0.047619047619047616,0.4632293750123658,-0.018176757903969387,0.786747573397623,37.0,4.723067983477565,1.5894315848458653,0.09318819875036075,14.592159196890533,18.39590712901255,0.007414141414141414,2.7045127291751863,0.014189966175684354,0.01619551274455716,2.321691250288062,34.0,1.511111111111111,25.6,0.13333333333333336,0.9235911422598729
35,4,314,0.4,0.047619047619047616,0.40086203631926043,0.04034373692714999,1.1421585945261952,37.0,4.631500310446965,1.001025121079266,0.12987287979982381,16.50772625617698,21.774272300379245,0.01096969696969697,2.4365739079102333,-0.04817737251742099,-0.046171825948548184,2.05173414802248,34.9,1.5511111111111113,23.4,0.10888888888888888,0.9162292744377412
35,5,315,0.4,0.047619047619047616,0.43662277101476077,0.058155699140499284,1.0164195607026767,37.0,4.771809138781846,0.0,0.07008947159810258,16.856912159455216,22.793988705410893,0.009636363636363636,2.590336401606516,-0.01241663782192065,-0.010411091253047844,2.289118743596387,38.9,1.7288888888888891,24.3,0.13555555555555557,0.9275131426021519
35,6,316,0.4,0.047619047619047616,0.44219382897887294,0.08616808355138539,1.1739776519084322,62.0,4.505973137775504,0.0,0.09122390657977718,16.668085967828045,21.88214541396794,0.007696969696969697,4.147426529133763,-0.0068455798578084814,-0.0048400332889356745,2.749001035603256,36.5,1.6222222222222222,24.6,0.14666666666666667,0.8725883838383839
35,7,317,0.4,0.047619047619047616,0.4361434953223152,-0.059738168327788554,1.0479873149042436,37.0,4.562427054600162,0.0,0.0995656748706744,16.49581221963386,21.691955629965495,0.00791919191919192,2.230108917026347,-0.012895913514366197,-0.01089036694549339,2.060249763370753,34.7,1.5422222222222222,24.7,0.14222222222222222,0.9367685495250733
35,8,318,0.4,0.047619047619047616,0.40825260714614264,0.06348256828274262,1.2481662406237584,37.0,4.584166635088431,0.0,0.08664200336635232,13.526410480336535,16.715415383804153,0.008161616161616161,2.0464236402651688,-0.040786801690538776,-0.03878125512166597,2.1537265442799733,31.7,1.4088888888888889,25.9,0.12,0.8997994652406416
35,9,319,0.4,0.047619047619047616,0.464466145946726,0.006798031128890991,1.0531368586575371,37.0,4.598834646117973,0.0,0.06385624409507273,16.3671455276046,20.71332719781379,0.012808080808080808,3.552404773423774,0.015426737110044553,0.01743228367891736,2.7966735806652765,30.4,1.351111111111111,26.3,0.11333333333333333,0.9000438186970696
40,0,320,0.4,0.041666666666666664,0.41506323463417777,0.004979558764138026,1.1748397993921191,112.0,4.720948470837009,0.0,0.07565266388848772,13.30887841105758,15.563637450474486,0.005131313131313132,3.1762676333065514,-0.03397617420250365,-0.023855502928923356,2.494207807357771,29.5,1.3111111111111113,26.6,0.10888888888888888,0.9352801827801827
40,1,321,0.4,0.041666666666666664,0.40019413986852825,-0.033545406455846194,1.2051068945702261,62.0,4.739050814941358,0.0,0.06031098803428191,15.845533352534257,20.02620329159624,0.009393939393939394,2.911855939287336,-0.048845268968153166,-0.03872459769457287,2.2158062882601,37.1,1.648888888888889,23.7,0.11555555555555555,0.9562870660629283
40,2,322,0.4,0.041666666666666664,0.4886494391262478,-0.06059557285742467,0.9971905715274316,37.0,4.732974615478384,0.0,0.06076861444849265,16.315669763675846,21.007381982455907,0.010767676767676768,4.003269411019882,0.03961003028956639,0.049730701563146684,3.0922276427169466,36.2,1.6088888888888888,26.2,0.14666666666666664,0.9284655200091733
40,3,323,0.4,0.041666666666666664,0.42350019771605085,-0.1054072143294229,1.1927958498576523,37.0,4.60881224923185,2.1414460885999116,0.12717128699099708,15.104345504354711,20.76862112416429,0.007858585858585858,4.580642829853248,-0.025539211120630567,-0.015418539847050272,3.172565588357341,35.2,1.5644444444444443,25.7,0.13555555555555557,0.9047049149618474
40,4,324,0.4,0.041666666666666664,0.45860607040876816,0.10003379893094472,1.120200711239141,37.0,4.593099794447443,0.0,0.06750567547201745,13.259850658420543,14.875827233166444,0.006424242424242424,2.491909839555985,0.009566661572086743,0.019687332845667038,2.606170307728013,24.8,1.1022222222222222,28.3,0.11111111111111112,0.8850289089994974
40,5,325,0.4,0.041666666666666664,0.4438941046867584,0.020098027936479967,1.2779964662878034,37.0,4.761754135891172,0.0,0.0636630137444956,13.382663394638092,15.196450543788782,0.006545454545454545,4.617959477153351,-0.005145304149923036,0.004975367123657259,3.507157497935558,25.6,1.1377777777777778,28.7,0.11333333333333333,0.8471379205589733
40,6,326,0.4,0.041666666666666664,0.45412939302294675,0.09253766923674006,1.0260487623984074,137.0,4.798865632722107,0.0,0.04475088156958379,14.220348967181398,17.50113117247491,0.007474747474747475,2.749949815478597,0.005089984186265328,0.015210655459845623,2.893128891417173,27.5,1.222222222222222,28.4,0.12,0.938474859691965
40,7,327,0.4,0.041666666666666664,0.45605967934667774,0.07929508767366017,0.9896174034899049,87.0,4.649199467224278,0.0,0.10210329974090879,15.132115787428079,18.430042622124233,0.012141414141414142,2.268978511713428,0.007020270509996318,0.017140941783576613,2.4528634831087603,29.8,1.3244444444444443,26.2,0.11555555555555555,0.9014204854456404
40,8,328,0.4,0.041666666666666664,0.40715360200562767,-0.07576071983759392,1.272046669606012,37.0,4.783186583425824,0.0,0.06528666451729366,13.770243792383372,15.731688047121079,0.006686868686868687,5.289203574008541,-0.04188580683105375,-0.031765135557473456,3.058871114197862,26.7,1.1866666666666665,25.9,0.10444444444444445,0.8795173223462698
40,9,329,0.4,0.041666666666666664,0.44193751481522825,0.025706000106571536,1.151974205800939,37.0,4.632645674768682,0.0,0.06498715529894948,16.742575773166216,21.34036320772699,0.009070707070707071,2.3494589070010345,-0.00710189402145317,0.003018777252127125,2.1967221234092733,37.0,1.6444444444444446,24.4,0.1288888888888889,0.9241778836631778
45,0,330,0.4,0.037037037037037035,0.44743956472390367,0.003359666184591159,1.09164099799758,62.0,4.767265997665558,0.0,0.058003773561765636,10.642138267441398,10.376722401740373,0.0052525252525252525,2.761158237573587,-0.0015998441127777485,-0.0034285633542159855,3.3032784036143843,17.0,0.7555555555555555,31.5,0.08222222222222222,0.8177777777777777
45,1,331,0.4,0.037037037037037035,0.4964867041411757,-0.013735990641111528,1.1131066156349505,37.0,4.5952446600630585,0.0,0.07665301464133015,13.072556607861335,15.429744038738427,0.007595959595959596,3.2270079485470733,0.047447295304494264,0.04561857606305603,3.4045325706127443,24.8,1.1022222222222222,30.8,0.13111111111111112,0.8991345460095459
45,2,332,0.4,0.037037037037037035,0.44754368607155637,0.010667639624129033,1.2113758784757944,37.0,4.806752835699491,0.0,0.04855940209464344,12.832199090456218,14.28303131088992,0.0076363636363636364,2.316520030440777,-0.0014957227651250515,-0.0033244420065632885,2.404473220802961,24.4,1.0844444444444443,28.0,0.11555555555555555,0.8642877492877492
45,3,333,0.4,0.037037037037037035,0.4184904175254426,0.04462369466371552,1.2020790390611247,87.0,4.739991318436971,0.0,0.0696401998444174,15.04502698714088,18.69446568683842,0.007939393939393939,3.191568899069997,-0.030548991311238838,-0.032377710552677075,2.580890294491078,31.9,1.4177777777777778,26.0,0.11777777777777776,0.9352856334841629
45,4,334,0.4,0.037037037037037035,0.4580853079507836,-0.02664751254115122,1.1974183385321757,37.0,4.708171523891726,0.0,0.06290613765844441,13.361475694216391,15.871166678600854,0.007131313131313132,10.014961623677364,0.009045899114102196,0.007217179872663959,4.4375108281372615,18.7,0.831111111111111,31.2,0.09777777777777777,0.8901076238576238
45,5,335,0.4,0.037037037037037035,0.45427394282071853,0.08520146686957486,1.1393734408027074,87.0,4.625956363745704,0.0,0.08365026954748685,13.732724989443843,16.418769855816063,0.007151515151515152,3.488914915662164,0.005234533984037115,0.0034058147425988783,3.2410952554299235,28.6,1.271111111111111,28.6,0.12666666666666668,0.8970185185185185
45,6,336,0.4,0.037037037037037035,0.448996605866107,0.026479228081712436,1.2113678816003044,37.0,4.70152308159699,0.0,0.07365595063016372,13.308650474799414,14.99683970041228,0.0068484848484848485,3.956215088972088,-4.280297057440707e-05,-0.001871522212012644,3.2100061738413155,24.2,1.0755555555555554,28.9,0.10444444444444445,0.9292967032967034
45,7,337,0.4,0.037037037037037035,0.43297869128825806,0.01708155877198747,1.287937382852392,37.0,4.752830488841272,0.0,0.0643742462992826,13.158235547870465,14.319513005073006,0.005797979797979798,2.2484927281385314,-0.016060717548423364,-0.0178894367898616,2.3986599189114104,22.4,0.9955555555555555,28.2,0.10222222222222224,0.8649774810959021
45,8,338,0.4,0.037037037037037035,0.45430705190248544,0.003289037784618476,1.1243653491502181,37.0,4.850559568935081,0.0,0.041795855069585656,14.462701425953323,17.398734442259347,0.006949494949494949,2.9210411622928873,0.005267643065804017,0.0034389238243657805,2.773139849352181,30.3,1.3466666666666665,26.3,0.13111111111111112,0.8823839339195377
45,9,339,0.4,0.037037037037037035,0.45007930849076616,-0.026426078088804483,1.1994713111008122,37.0,4.687978779650885,0.0,0.062229208891813916,14.585739834502702,18.65472874024328,0.006525252525252525,3.2111391202688853,0.0010398996540847416,-0.0007888195873534953,2.9601613710852512,32.0,1.4222222222222223,26.9,0.13777777777777778,0.9320807895807895
50,0,340,0.4,0.03333333333333333,0.46579176675647715,0.023365515614475307,1.0555652253501557,62.0,4.821298666177185,0.0,0.049515162188826595,10.773225773806361,10.75581735288108,0.004141414141414141,2.6389746822383215,0.016752357919795735,0.01336859702907317,3.099379321783627,17.1,0.76,32.3,0.08444444444444445,0.8270947802197803
50,1,341,0.4,0.03333333333333333,0.43232449325503497,-0.0003491793008280064,1.0584625250290347,37.0,4.74247816025247,0.0,0.07987978737087931,11.876467996810641,14.104919447795307,0.004222222222222222,2.8610197809902433,-0.01671491558164645,-0.020098676472369015,3.09971801669436,26.0,1.1555555555555554,29.3,0.11777777777777779,0.740842627960275
50,2,342,0.4,0.03333333333333333,0.4458468476531816,0.030821267704751076,1.1676101542485762,37.0,4.707978157916797,0.0,0.07252235645160762,11.874061414009349,12.788707934554143,0.0056565656565656566,4.038934983195374,-0.003192561183499809,-0.006576322074222374,3.0925476070889846,22.5,1.0,29.1,0.10222222222222224,0.8784573487514663
50,3,343,0.4,0.03333333333333333,0.4658978218016169,0.05413841654449969,1.1082047679203864,37.0,4.746373982493807,0.0,0.060342253620446464,10.810075374550904,11.656762877124415,0.0057777777777777775,3.4213838550602147,0.016858412964935454,0.01347465207421289,3.428448187812736,18.3,0.8133333333333332,31.8,0.09777777777777777,0.8730500055500056
50,4,344,0.4,0.03333333333333333,0.437263151614911,0.0231325841043723,1.138171933397926,37.0,4.673645058929389,0.32323483485677595,0.09284657226300437,11.358314105607663,12.087709717662525,0.003313131313131313,3.9087340142310136,-0.011776257221770392,-0.015160018112492957,3.215497139917906,21.6,0.9600000000000002,29.7,0.08444444444444446,0.9402938034188034
50,5,345,0.4,0.03333333333333333,0.4668202162300654,-0.05320033538115132,0.9973604038840095,37.0,4.741299192815988,0.0,0.06522900761824038,11.407578426598704,11.948344967124326,0.004505050505050505,2.4857066870601274,0.017780807393384,0.014397046502661437,2.805313712908906,21.4,0.9511111111111109,29.6,0.1,0.8608287545787545
50,6,346,0.4,0.03333333333333333,0.4754353675659856,-0.0032567496179509714,1.1196314997220145,62.0,4.8296693758505,0.0,0.03472654932982748,10.555874869543846,10.994880346158409,0.003212121212121212,2.239744731619702,0.02639595872930417,0.023012197838581605,2.8569387046903643,20.4,0.9066666666666666,30.8,0.10222222222222224,0.8222765246449457
50,7,347,0.4,0.03333333333333333,0.45596090352374996,0.08982193532261462,1.0443448856768354,137.0,4.7930875319540265,0.0,0.049827159666294064,11.467217672426058,12.115553642717835,0.006363636363636364,3.2138937358142075,0.006921494687068541,0.0035377337963459765,3.2593523076018043,22.4,0.9955555555555554,29.6,0.11555555555555555,0.8248857623857623
50,8,348,0.4,0.03333333333333333,0.42863902546230803,-0.03623636462175217,1.2532380261607958,37.0,4.629027137883613,0.0,0.07656934011878364,11.631742881146245,12.226961745094258,0.005535353535353536,4.477735281539071,-0.020400383374373388,-0.023784144265095952,3.3951878559462236,21.6,0.96,29.7,0.1,0.8369257555310187
50,9,349,0.4,0.03333333333333333,0.45025210341070887,0.020003584436279587,1.1420427726888822,37.0,4.7368811798558905,0.0,0.08165320924035559,10.62272496599636,11.316301649156308,0.004969696969696969,3.437213986028396,0.0012126945740274508,-0.002171066316695114,3.3130195159897062,20.9,0.9288888888888888,31.2,0.11333333333333333,0.8688223541164717
55,0,350,0.4,0.030303030303030304,0.48686219304731937,0.08348845114612269,1.0737719149627982,137.0,4.789325679244278,0.0,0.04646847803224144,8.920692827105134,8.416213190700317,0.0026868686868686867,4.847002967323476,0.03782278421063795,0.02405265783840599,4.052591797913017,12.1,0.5377777777777777,34.9,0.08444444444444446,0.5261111111111111
55,1,351,0.4,0.030303030303030304,0.4589739648944434,0.04856188739121925,0.9926767462505569,187.0,4.625716715284613,0.0,0.0663896037749468,11.398216461828477,13.525550698978751,0.00597979797979798,5.424231008901871,0.009934556057762,-0.0038355703144699604,3.7769676561855334,22.2,0.9866666666666667,31.9,0.11777777777777776,0.8997601010101011
55,2,352,0.4,0.030303030303030304,0.4225835963886168,-0.09193615636912528,1.2049319837698265,37.0,4.69927120577297,1.272037569724752,0.10384210744770477,11.101424300660193,11.642051760136079,0.005111111111111111,2.248485672121064,-0.02645581244806461,-0.04022593882029657,2.495223704075908,21.5,0.9555555555555557,29.1,0.08888888888888888,0.9174057315233787
55,3,353,0.4,0.030303030303030304,0.4578500853787515,0.002387408495079568,1.1629260739406224,37.0,4.806478332869878,0.0,0.0677134369383147,9.92562466361842,9.010004354813415,0.0031313131313131315,2.6156039542314815,0.008810676542070073,-0.004959449830161888,3.1399815437757117,13.8,0.6133333333333334,33.4,0.07111111111111111,0.5762830687830689
55,4,354,0.4,0.030303030303030304,0.45249256649780134,-0.024020861614013456,1.1276531272167967,112.0,4.670022504129479,0.0,0.06728689607545894,12.118791187812292,13.131801049453376,0.004282828282828283,3.980234610407923,0.003453157661119921,-0.01031696871111204,2.9316345872193508,24.3,1.0799999999999998,28.5,0.11333333333333333,0.8740401698691173
55,5,355,0.4,0.030303030303030304,0.4993155723707513,0.06939352948971395,1.0901660620032863,37.0,4.80737464208282,0.0,0.046546820742370446,10.03040719609522,10.003440163690707,0.0031313131313131315,4.816607721343823,0.050276163534069884,0.03650603716183792,4.028726755199699,14.5,0.6444444444444444,34.2,0.08888888888888888,0.7744327894327894
55,6,356,0.4,0.030303030303030304,0.47803970318426947,-0.021938096849198452,1.1868588066904204,37.0,4.739969268565222,0.0,0.071792099376264,10.117919782165435,9.544572072678951,0.006121212121212121,3.144002475230615,0.02900029434758805,0.01523016797535609,3.2423030509178767,16.5,0.7333333333333333,31.8,0.08666666666666667,0.8614297739297738
55,7,357,0.4,0.030303030303030304,0.5050690424893379,0.057491961118391055,1.0566957369530396,112.0,4.789646400607083,0.0,0.050343180842797285,9.944408124884134,9.49817328364836,0.00393939393939394,3.035949572252347,0.05602963365265651,0.042259507280424546,3.349308684205675,12.7,0.5644444444444444,34.2,0.08222222222222222,0.5587037037037037
55,8,358,0.4,0.030303030303030304,0.42727958861760273,-0.03628644368545453,1.116295302178782,37.0,4.814449253065247,0.0,0.07204262905238269,10.447604130124434,10.421939890899294,0.004383838383838384,2.188541317137681,-0.021759820219078685,-0.035529946591310646,2.860042836975684,21.6,0.96,29.8,0.10222222222222224,0.8955548155548156
55,9,359,0.4,0.030303030303030304,0.4396290392202393,-0.005333111562923154,1.0917798446562978,37.0,4.633241149211852,1.4093309269853673,0.10816336968588416,9.75730290594434,10.097367081214637,0.0029292929292929295,2.1268992948576915,-0.009410369616442094,-0.023180495988674055,2.8438749369192413,18.3,0.8133333333333332,31.7,0.09555555555555556,0.8340007215007216
