sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability
196,population,113,branching,0,0,0.8559858321717999,0.4333,0.42058444500000003,0.0,0.42757263865154
358,kuramoto,396,nonlinear_oscillator,3,0,0.9085235613149102,0.36260000000000003,0.32596137999999997,0.0,0.41026934439447305
101,population,358,coupled_map_lattice,0,3,0.872724963696795,0.5262,0.34438322000000005,0.4363624818483975,0.5668428776635577
434,branching,29,gray_scott,0,3,0.8728898994109299,0.26669999999999994,0.535564445,0.0,0.42231985882327894
326,branching,242,nonlinear_oscillator,0,0,0.9674354628083831,0.6165,0.15342446499999998,0.0,0.44421553184251494
153,population,19,population,0,0,0.9937465188272498,0.8999999999999999,0.1625,0.623277816608451,0.6976073006307103
339,population,393,nonlinear_oscillator,3,0,0.95902370685312,0.39590000000000003,0.33581390499999997,0.0,0.434049893055936
191,coupled_map_lattice,320,branching,0,3,0.8171905179369701,0.6324,0.20163653,0.1470942932286546,0.45609274934968735
167,gray_scott,44,nonlinear_oscillator,3,0,0.8712444994349547,0.2984,0.54426164,0.7841200494914593,0.6651416926779242
287,nonlinear_oscillator,392,kuramoto,0,3,0.8700314877904638,0.20889999999999997,0.445957605,0.0,0.3919809673371391
405,kuramoto,418,kuramoto,3,0,0.9671448192775508,0.6989000000000001,0.17015970499999997,0.9671448192775508,0.7540988325665305
81,gray_scott,114,population,3,3,0.9701508081024293,0.9988,0.7213108500000001,0.8746879685851503,0.8974738030062739
278,coupled_map_lattice,9,kuramoto,3,3,0.8998115584341337,0.6873,0.551448725,0.8998115584341337,0.7876366800604803
354,kuramoto,252,kuramoto,0,3,0.9616037526443328,0.8399,0.640103605,0.0,0.5844818467932998
248,kuramoto,431,nonlinear_oscillator,3,0,0.9723695543270617,0.6147,0.17973354500000002,0.0,0.4505975752981185
473,nonlinear_oscillator,479,gray_scott,0,3,0.9690489959666666,0.49249999999999994,0.22140312500000003,0.0,0.43349532378999994
155,coupled_map_lattice,462,population,0,0,0.9971472441557401,0.8400000000000001,0.0793,0.16752073701816433,0.5332603943521713
367,branching,233,gray_scott,0,3,0.9922064631403869,0.8074,0.49410738,0.0,0.5579634149421161
181,branching,96,gray_scott,0,3,0.9967642129066667,0.8,0.26,0.0,0.5110292638720001
396,population,440,nonlinear_oscillator,0,0,0.9893043901025833,0.6825,0.110028125,0.0,0.455296942030775
32,gray_scott,493,branching,3,0,0.9928748677609434,0.8833,0.353454445,0.0,0.545213349328283
94,gray_scott,319,nonlinear_oscillator,3,0,0.8624735322162727,0.1462,0.50931322,0.0,0.3898447036648818
296,nonlinear_oscillator,296,gray_scott,0,3,0.8982053609159286,0.39480000000000004,0.31719176,0.8982053609159286,0.681321568549557
122,population,339,nonlinear_oscillator,0,0,0.9948106099331667,0.8475,0.080753125,0.0,0.48409380797994994
10,nonlinear_oscillator,362,gray_scott,0,3,0.953989412005616,0.22529999999999994,0.48049254500000005,0.0,0.4273553326016848
261,population,77,nonlinear_oscillator,0,0,0.9962145272787343,0.4625,0.217578125,0.0,0.4348799831836203
282,gray_scott,472,nonlinear_oscillator,3,0,0.8987381287580961,0.2651,0.367777505,0.8987381287580961,0.6658183782548577
318,population,289,gray_scott,3,0,0.9773470587887886,0.8499,0.8611650049999999,0.0,0.6354171186366366
212,nonlinear_oscillator,211,gray_scott,0,3,0.8626083410775516,0.3921000000000001,0.424680205,0.8626083410775516,0.6809210456465309
262,kuramoto,79,nonlinear_oscillator,3,0,0.926402781217419,0.33120000000000005,0.31154297000000003,0.926402781217419,0.6843902627304514
353,kuramoto,313,kuramoto,3,0,0.9391978423404926,0.6577,0.281647845,0.9391978423404926,0.7513882744042957
135,branching,219,coupled_map_lattice,3,0,0.8757920740727225,0.6086,0.19487698000000003,0.36783267111054346,0.5337828195549797
421,nonlinear_oscillator,260,nonlinear_oscillator,0,0,0.9885499416613472,0.8446,0.10538833,0.0,0.4865626484984042
298,kuramoto,495,nonlinear_oscillator,0,0,0.9556626028665,0.22050000000000003,0.40416012500000004,0.0,0.41163080585995004
73,gray_scott,337,kuramoto,3,0,0.8647868984354278,0.878,0.8854420000000001,0.0,0.6121244695306284
295,gray_scott,65,population,3,0,0.8510002634860148,0.4508000000000001,0.60045032,0.629740194979651,0.6544722015396998
149,branching,81,nonlinear_oscillator,0,0,0.9969266734192431,0.8458,0.041892570000000004,0.0,0.47661651602577293
258,nonlinear_oscillator,90,gray_scott,0,3,0.925745490769709,0.2634000000000001,0.36203053,0.9072305809543149,0.6749789275172071
200,nonlinear_oscillator,367,coupled_map_lattice,0,0,0.9980719578119408,0.9175,0.033653125,0.858341883718269,0.7471547774590629
370,nonlinear_oscillator,114,gray_scott,0,3,0.9474401883904165,0.3424999999999999,0.33015312500000005,0.0,0.418762681517125
159,coupled_map_lattice,214,population,3,0,0.92551800097198,0.7242,0.42593282000000005,0.7996475528397907,0.7475762301435311
12,nonlinear_oscillator,88,population,0,0,0.99337031649275,0.5075,0.223653125,0.0,0.44424171994782496
326,kuramoto,264,gray_scott,3,3,0.9284395634968245,0.9338,0.9321276199999999,0.9284395634968245,0.9302492620980948
287,coupled_map_lattice,150,coupled_map_lattice,0,3,0.9694037591880755,0.8903000000000001,0.147294545,0.8550141156038826,0.7548442714375874
369,kuramoto,211,branching,3,0,0.967532691349236,0.9309000000000001,0.399165425,0.0,0.5562728924047708
208,nonlinear_oscillator,244,coupled_map_lattice,0,3,0.9417297234802199,0.6031,0.176986305,0.0,0.43853617804406597
297,kuramoto,289,nonlinear_oscillator,3,0,0.864753118233157,0.22150000000000003,0.442306125,0.0,0.39218716046994706
70,branching,404,branching,0,0,0.9802942329378399,0.9803,0.273887585,0.019998002351931936,0.5509251875869315
477,kuramoto,145,nonlinear_oscillator,3,0,0.9267445716415654,0.5567,0.308158825,0.9267445716415654,0.7290185079849393
72,branching,72,kuramoto,3,3,0.9510318858014623,0.6243,0.4637233250000001,0.9510318858014623,0.7882237964808773
335,gray_scott,454,branching,3,0,0.9851489206759076,0.8505,0.230975125,0.9851489206759076,0.8073843774055447
21,gray_scott,486,kuramoto,3,0,0.96750626574755,0.7071999999999999,0.74989521,0.0,0.581670921724265
169,gray_scott,407,nonlinear_oscillator,3,0,0.9704238091600271,0.6525,0.257003125,0.9704238091600271,0.7641549104960162
279,gray_scott,139,nonlinear_oscillator,3,0,0.8034557967156453,0.14090000000000003,0.508900405,0.0,0.3709968200146936
48,nonlinear_oscillator,11,kuramoto,0,0,0.9912164383282382,0.8531,0.110727605,0.9912164383282382,0.787495383996943
365,branching,186,kuramoto,0,3,0.9726548627399474,0.6823999999999999,0.20626769000000003,0.0,0.46952999682198415
363,kuramoto,46,nonlinear_oscillator,0,0,0.992869785968382,0.9264,0.055085480000000006,0.0,0.4941580317905146
172,gray_scott,472,kuramoto,3,3,0.986427123324732,0.7042999999999999,0.38444424499999996,0.986427123324732,0.8096051229948392
302,coupled_map_lattice,97,gray_scott,3,3,0.9646307296510803,0.7991999999999999,0.34601632000000004,0.8681676566859723,0.7788827799011158
463,gray_scott,70,nonlinear_oscillator,3,0,0.8525360245363999,0.19500000000000006,0.5190125,0.5797244966847519,0.5724806563663456
83,nonlinear_oscillator,241,population,0,0,0.9968782694243334,0.545,0.1905125,0.0,0.4461659808273
171,gray_scott,399,gray_scott,3,3,0.9921285884852903,0.7989999999999999,0.31194061,0.9921285884852903,0.8174652750911742
183,nonlinear_oscillator,332,population,0,0,0.9932982559464523,0.7326,0.08873812999999998,0.0,0.4622571027839357
465,branching,423,coupled_map_lattice,0,0,0.9975347315780101,0.9117,0.085556945,0.0,0.498711808473403
133,kuramoto,109,population,0,3,0.9907641549285605,0.8335999999999999,0.22482448000000002,0.9412259471821325,0.7912819266332078
227,nonlinear_oscillator,334,kuramoto,0,3,0.8701829319236133,0.1935,0.479861125,0.8701829319236133,0.656781984154168
371,kuramoto,481,branching,0,3,0.6774625469978071,0.4393,0.26105324500000004,0.6774625469978071,0.5465481771986842
190,nonlinear_oscillator,349,population,0,0,0.9959192919176667,0.815,0.0516125,0.0,0.47209828757530004
169,kuramoto,407,gray_scott,3,3,0.9599471610046724,0.5861,0.671756605,0.729559842363551,0.7584234220104669
242,gray_scott,60,kuramoto,3,3,0.9661578426338767,0.8637,0.6154648250000001,0.9661578426338767,0.8755276705803261
499,coupled_map_lattice,448,kuramoto,0,3,0.8999006303529118,0.5392999999999999,0.46310924500000006,0.6974229885235067,0.6796789346629255
247,kuramoto,410,gray_scott,3,3,0.9766956859050335,0.9976999999999999,0.638162645,0.9766956859050335,0.9131899405430202
23,branching,120,gray_scott,0,3,0.9794922962541273,0.9792,0.42117936999999994,0.0,0.5739235628762382
437,nonlinear_oscillator,454,nonlinear_oscillator,0,0,0.99938397134,0.995,0.0232625,0.0,0.503467691402
62,branching,352,kuramoto,3,3,0.9303909849088622,0.7087,0.574824325,0.837351886417976,0.7870277263980514
99,gray_scott,109,nonlinear_oscillator,0,0,0.92709812,0.19999999999999996,0.52,0.0,0.42212943599999997
433,nonlinear_oscillator,413,gray_scott,0,3,0.9001678355272688,0.1724,0.51486088,0.0,0.40750252665818065
27,kuramoto,229,gray_scott,3,3,0.9815654853332343,0.5379,0.6192641649999999,0.9815654853332343,0.8203721241999407
34,nonlinear_oscillator,13,kuramoto,0,3,0.9057753460140578,0.4052,0.30226052000000003,0.0,0.41322470780421733
179,coupled_map_lattice,341,gray_scott,0,3,0.921518728813656,0.3288,0.55405472,0.6266327355932861,0.6410163833220827
450,nonlinear_oscillator,17,gray_scott,0,3,0.9457611739506668,0.355,0.33201250000000004,0.0,0.4211308521852001
94,population,7,nonlinear_oscillator,0,0,0.99605304615,0.6799999999999999,0.1412,0.0,0.46305591384499994
168,nonlinear_oscillator,165,nonlinear_oscillator,0,0,0.9996123485062905,0.9775,0.020790625,0.0,0.4995418295518872
379,nonlinear_oscillator,67,nonlinear_oscillator,0,0,0.9979450241385728,0.9654,0.03173458,0.0,0.4988104232415718
440,population,137,gray_scott,0,3,0.9653512623866667,0.4,0.5800000000000001,0.6796072887202134,0.689487565332064
497,kuramoto,74,population,3,3,0.9465368984105117,0.939,0.5345605,0.8992100534899861,0.8484361855701493
89,nonlinear_oscillator,261,branching,0,0,0.9556345785837334,0.54,0.1898,0.0,0.43265037357512004
244,branching,353,branching,0,0,0.9698138471606442,0.8706,0.22013218,0.0,0.5090905901481932
364,kuramoto,457,gray_scott,0,3,0.9533420156527234,0.5827,0.39322964500000007,0.9533420156527234,0.7671911383916341
43,kuramoto,206,nonlinear_oscillator,3,0,0.9564819763312128,0.5484,0.20567053,0.0,0.4377586988993638
146,gray_scott,489,kuramoto,3,0,0.9982910163080329,0.8176000000000001,0.2066986,0.9982910163080329,0.8038343297848196
163,nonlinear_oscillator,173,branching,0,0,0.9386919088,0.56,0.1928,0.0,0.43216757264
350,kuramoto,253,population,0,0,0.9996111479877478,0.8519,0.146821805,0.5747764100929549,0.6720606284242108
112,nonlinear_oscillator,355,coupled_map_lattice,0,0,0.9967370336576834,0.88,0.034225,0.9369328116382224,0.7629459535887717
225,branching,104,gray_scott,0,3,0.8731218302895666,0.3379000000000001,0.391608205,0.0,0.40783819008687
487,nonlinear_oscillator,55,branching,0,0,0.977763701996262,0.8724,0.11710088000000002,0.977763701996262,0.7845583971977571
19,nonlinear_oscillator,238,gray_scott,0,3,0.9402507332479734,0.34540000000000004,0.33019257999999996,0.0,0.417193735974392
322,branching,359,nonlinear_oscillator,0,0,0.9217767193330924,0.6184000000000001,0.25796313,0.0,0.45180564179992766
334,population,335,coupled_map_lattice,0,0,0.9961086754771471,0.9454,0.22381257999999998,0.622567922173217,0.7194454952951091
230,nonlinear_oscillator,52,kuramoto,0,3,0.906533814779145,0.5129,0.325521005,0.906533814779145,0.711604489867487
178,kuramoto,348,kuramoto,3,0,0.9502161939723945,0.6381000000000001,0.304236005,0.9502161939723945,0.7585969173834368
461,gray_scott,401,coupled_map_lattice,0,0,0.9205448327928616,0.16500000000000004,0.5136125,0.0,0.4118859498378585
266,gray_scott,473,gray_scott,3,3,0.9904909958594322,0.8998,0.9048200200000001,0.760697084820044,0.8862804282038428
435,kuramoto,30,gray_scott,0,3,0.9765533296381216,0.8899999999999999,0.20615549,0.9570222630453591,0.7993037758050441
128,coupled_map_lattice,137,coupled_map_lattice,3,3,0.8422167191893959,0.5443,0.538910245,0.8422167191893959,0.7219720805136376
307,gray_scott,348,gray_scott,3,0,0.958892498989351,0.5043,0.627159245,0.0,0.5139595986968053
255,nonlinear_oscillator,177,kuramoto,0,0,0.9974383752326815,0.9837,0.044946845,0.0,0.5049608815698045
281,nonlinear_oscillator,485,branching,0,0,0.9469938189397404,0.5959,0.147785905,0.17045888740915327,0.48397299290466805
191,nonlinear_oscillator,402,population,0,0,0.9975543597663334,0.855,0.08226249999999999,0.0,0.48671880792989997
373,kuramoto,157,kuramoto,3,0,0.9444496860180658,0.9509,0.5066215249999999,0.0,0.5748392108054197
400,kuramoto,345,nonlinear_oscillator,3,0,0.9131081940203866,0.3661,0.29577710500000004,0.0,0.406307879206116
364,gray_scott,445,kuramoto,0,0,0.9288824049891894,0.2572,0.53307592,0.0,0.4367199054967568
4,gray_scott,19,kuramoto,3,3,0.974010361875508,0.8491000000000001,0.459901305,0.974010361875508,0.8462064781253049
159,nonlinear_oscillator,140,nonlinear_oscillator,0,0,0.9995114794937501,0.9475,0.034453125,0.0,0.496244068848125
220,gray_scott,367,nonlinear_oscillator,3,0,0.912759919310138,0.3244,0.55261768,0.7119527370619076,0.6628173329116137
158,kuramoto,180,nonlinear_oscillator,3,0,0.9637879729773031,0.45330000000000004,0.21786894499999998,0.9637879729773031,0.7125065727863817
336,population,201,gray_scott,3,3,0.8785359475806667,0.55,0.65125,0.8785359475806667,0.7673715685483999
297,nonlinear_oscillator,441,kuramoto,0,3,0.9178794699399558,0.3609,0.2802384050000001,0.9178794699399558,0.6789553629639735
489,branching,253,branching,3,3,0.8580584513759997,0.8644,0.42385309000000004,0.7293496836695997,0.7338730585136798
211,nonlinear_oscillator,442,nonlinear_oscillator,0,0,0.9991812868939334,0.9025000000000001,0.038003125,0.0,0.4878550110681801
110,nonlinear_oscillator,284,gray_scott,0,3,0.9687536044109751,0.43779999999999997,0.25424316999999996,0.0,0.42903471532329257
371,nonlinear_oscillator,452,nonlinear_oscillator,0,0,0.99661128093405,0.8952,0.04073177,0.99661128093405,0.78515312256043
444,nonlinear_oscillator,238,nonlinear_oscillator,0,0,0.9993659499895834,0.9299999999999999,0.02448125,0.0,0.490706034996875
6,coupled_map_lattice,474,kuramoto,3,0,0.8371933178037193,0.6528,0.7046706500000001,0.0,0.5226521253411158
88,kuramoto,360,kuramoto,0,3,0.9853158904981926,0.9639,0.350375525,0.0,0.5584498721494577
186,coupled_map_lattice,2,nonlinear_oscillator,3,0,0.9052102187627902,0.5103,0.29444958499999996,0.9052102187627902,0.704076048257674
170,population,86,gray_scott,0,3,0.9549766932760858,0.6598999999999999,0.413379005,0.8117301892846729,0.7446678657682276
137,kuramoto,496,gray_scott,3,3,0.8761690454121656,0.6029,0.681583925,0.8411222835956789,0.7720841837023533
19,coupled_map_lattice,383,nonlinear_oscillator,0,0,0.99411391890618,0.94,0.071125,0.0,0.5004591756718539
361,population,448,nonlinear_oscillator,0,0,0.9920253381533333,0.71,0.08605000000000002,0.7936202705226667,0.6949036826028
145,branching,102,coupled_map_lattice,0,0,0.9982599189337134,0.9933000000000001,0.069364445,0.0,0.512010864680114
84,nonlinear_oscillator,252,nonlinear_oscillator,0,0,0.9999918410468633,0.9475,0.018578125,0.0,0.493213177314059
209,population,144,kuramoto,0,3,0.9149520958565743,0.6573,0.415436645,0.7685597605195225,0.719600885912829
221,gray_scott,157,nonlinear_oscillator,3,0,0.8275989636964429,0.17920000000000003,0.51605632,0.5517602290964184,0.5528590218378584
13,nonlinear_oscillator,284,population,0,3,0.9489125561892291,0.21619999999999995,0.5217918500000001,0.8540213005703062,0.6884785270278606
49,coupled_map_lattice,320,coupled_map_lattice,3,3,0.9733997976431507,0.9272,0.6814550500000001,0.9733997976431507,0.9057708885858904
466,nonlinear_oscillator,188,gray_scott,0,3,0.9679502005594878,0.7995,0.197668985,0.9679502005594878,0.7802039173356926
301,nonlinear_oscillator,310,nonlinear_oscillator,0,0,0.9973510172047917,0.8049999999999999,0.0546625,0.0,0.47113780516143755
221,nonlinear_oscillator,418,nonlinear_oscillator,0,0,0.9996756873075511,0.9924999999999999,0.014715625,0.0,0.5013458311922654
412,coupled_map_lattice,93,nonlinear_oscillator,3,0,0.8052374281504131,0.2144999999999999,0.499702625,0.0,0.3844117534451239
115,population,272,branching,3,3,0.8263324970531538,0.9433,0.39562744499999997,0.7436992473478384,0.7387950123202978
379,gray_scott,317,branching,3,0,0.9601627473717999,0.4131,0.478928465,0.0,0.46645451721153997
487,kuramoto,442,kuramoto,0,3,0.8715056160113828,0.4788999999999999,0.531034605,0.8715056160113828,0.7248902906068295
41,population,213,population,3,0,0.9699387061215834,0.75,0.34624999999999995,0.8205681453788596,0.756402055450133
278,population,247,nonlinear_oscillator,3,0,0.9669734975254676,0.47630000000000006,0.356773345,0.0,0.4567067182576403
160,gray_scott,222,population,3,3,0.9997666418100954,0.8248,0.32396752,0.9997666418100954,0.8296134890860571
22,kuramoto,426,branching,3,0,0.9804125316256129,0.8416,0.12591945,0.0,0.4876276494876839
115,nonlinear_oscillator,234,nonlinear_oscillator,0,0,0.9981959649346956,0.9605,0.030927625,0.0,0.4977443144804087
323,branching,447,nonlinear_oscillator,0,0,0.8907937362877301,0.5494,0.18788218,0.0,0.414694556886319
53,kuramoto,330,coupled_map_lattice,3,0,0.9253487308288058,0.6692,0.36422132,0.8328138577459252,0.7341330405724192
263,kuramoto,210,kuramoto,0,3,0.9104313159099562,0.3206,0.35992634000000007,0.9104313159099562,0.6823640575459737
481,kuramoto,448,population,3,0,0.8766506652175181,0.35949999999999993,0.487270125,0.3681932793913576,0.5428072083826626
195,kuramoto,363,nonlinear_oscillator,3,0,0.8647286636401962,0.345,0.49650746,0.8647286636401962,0.6871386901841177
123,branching,40,nonlinear_oscillator,3,0,0.8248555401506675,0.5216000000000001,0.17741753,0.7423699861356008,0.6099711638858806
30,kuramoto,294,nonlinear_oscillator,0,0,0.9904018435287292,0.8747,0.093835045,0.9904018435287292,0.7879481151172374
311,nonlinear_oscillator,353,nonlinear_oscillator,0,0,0.9988471550634433,0.9751,0.019741005,0.0,0.49862234751903295
175,nonlinear_oscillator,126,population,0,0,0.99318045473448,0.485,0.22036250000000002,0.0,0.43902663642034406
171,nonlinear_oscillator,333,nonlinear_oscillator,3,0,0.9668312860720202,0.7451,0.158636525,0.9668312860720202,0.7608460766432121
78,population,484,gray_scott,0,3,0.889792264512,0.4,0.5800000000000001,0.8008130380608001,0.70318159077184
458,gray_scott,441,branching,3,0,0.9818454548620834,0.6499999999999999,0.17125,0.0,0.458803636458625
372,gray_scott,267,kuramoto,3,3,0.9230561263823175,0.8331999999999999,0.7652482,0.6092170434123295,0.779371590938394
217,nonlinear_oscillator,441,nonlinear_oscillator,0,0,0.9968437201479167,0.81,0.05418125,0.0,0.47188936604437504
10,population,95,gray_scott,0,3,0.9385595995000615,0.4546,0.5268905800000001,0.5349789717150351,0.638359687364529
397,branching,242,branching,0,3,0.87346761731086,0.9889,0.42129670499999994,0.0,0.544079626193258
90,kuramoto,235,branching,3,0,0.9508587711741887,0.6701999999999999,0.21347057000000003,0.0,0.4619917453522566
327,nonlinear_oscillator,330,gray_scott,0,3,0.972240089113,0.57,0.23545000000000002,0.0,0.4527620267339
213,coupled_map_lattice,231,branching,3,0,0.9691076559651213,0.8149000000000001,0.251171005,0.9691076559651213,0.7946787945790728
322,population,94,kuramoto,0,3,0.878305019820034,0.8584,0.6787252799999999,0.0,0.5709165619460101
419,population,211,population,0,3,0.9904304865020834,0.75,0.15625,0.6925089961622568,0.6861318447993021
128,gray_scott,54,gray_scott,3,3,0.8962519689316356,0.44409999999999994,0.5978906050000001,0.8962519689316356,0.7461493023589814
159,branching,68,nonlinear_oscillator,3,0,0.9263888303780163,0.7699,0.145187065,0.9263888303780163,0.7388507112268099
197,kuramoto,93,population,3,0,0.977704624521406,0.6999,0.44495000500000004,0.0,0.5222813883564218
375,nonlinear_oscillator,485,nonlinear_oscillator,0,0,0.9995904493437499,0.9625,0.027990624999999998,0.0,0.49797525980312496
28,branching,128,population,0,0,0.89640095897681,0.6701,0.346377005,0.0,0.47221568869304303
393,gray_scott,92,gray_scott,3,3,0.9405853897,1.0,1.0,0.8465268507300001,0.9361336721289999
196,branching,211,kuramoto,0,3,0.9986924021458098,0.9439,0.31590062500000005,0.4993462010729049,0.7013717059656144
45,gray_scott,29,nonlinear_oscillator,3,0,0.9291635543681542,0.39239999999999997,0.39008293000000005,0.9291635543681542,0.7139947186208926
124,gray_scott,478,branching,3,0,0.8292063979466358,0.2667999999999999,0.5354644500000001,0.0,0.4092148093839907
140,population,307,population,3,3,0.9923285855325,0.95,0.27625,0.9179039416175626,0.8183197581450188
142,nonlinear_oscillator,178,nonlinear_oscillator,0,0,0.9970164905984175,0.9077,0.035857145,0.9970164905984175,0.7869213233590504
353,gray_scott,226,coupled_map_lattice,3,3,0.9785949195335212,0.8445,0.333515125,0.9785949195335212,0.8227599767201128
197,nonlinear_oscillator,464,population,0,0,0.9886803145123,0.7675000000000001,0.068153125,0.9557572600390404,0.7504618973654021
488,nonlinear_oscillator,429,coupled_map_lattice,0,0,0.9996045872023026,0.9851,0.035193005,0.0,0.5039399771606907
486,branching,39,branching,0,0,0.93301404336155,0.6836,0.26659949000000005,0.0,0.46994411100846506
85,branching,495,gray_scott,0,3,0.9429599988892577,0.668,0.347912,0.9429599988892577,0.7689583993335546
114,branching,193,gray_scott,3,3,0.28093483896253557,0.6667,0.615524445,0.28093483896253557,0.42500579237752134
267,gray_scott,415,population,0,0,0.9427388892864434,0.45019999999999993,0.60105002,0.0,0.493071670785933
195,nonlinear_oscillator,240,gray_scott,0,3,0.9766815694200507,0.5467,0.18764194499999998,0.9766815694200507,0.7328773306520304
272,kuramoto,216,nonlinear_oscillator,0,0,0.9919213857616597,0.8289,0.084463865,0.9919213857616597,0.7778256044569959
5,coupled_map_lattice,446,population,0,3,0.9812795984057084,0.5750000000000001,0.28281249999999997,0.47690188482517437,0.6090169449692648
202,branching,460,nonlinear_oscillator,0,0,0.999647741825,0.985,0.03711250000000001,0.0,0.5043168225475
448,gray_scott,357,kuramoto,3,3,0.9602469295668279,0.8554,0.38529954,0.9602469295668279,0.8242880657400968
129,branching,361,gray_scott,0,3,0.9432431019070898,0.20110000000000006,0.518900605,0.0,0.42697305157212695
224,branching,290,coupled_map_lattice,0,3,0.8607259271609592,0.32099999999999995,0.40632050000000003,0.0,0.4036818781482877
