sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,shared_closure,manifold_convergence,continuity_transfer_efficiency,closure_compatibility,reconstruction_compatibility,temporal_compatibility,operator_compatibility,continuity_preservation_compatibility,compatibility_composite
253,branching,353,kuramoto,3,3,0.9994109497366095,0.9062,0.39482717,0.849499307276118,0.8148785111038181,0.6262309011049596,0.849499307276118,0.35380580829,0.021411000000000003,0.35380580828999997,0.357792381454,0.2883087502792381,0.5319827166835623,0.604983824727602,0.849499307276118,0.9994109497366095,0.7698162722536182,0.8148785111038181,0.8077177730195532
39,kuramoto,298,kuramoto,3,0,0.9623720325553086,0.8724,0.6899856799999999,0.0,0.6011887457665925,0.7970365173623066,0.0,0.5948414035199999,0.1803717195,0.59484140352,0.601943507232,0.3576119573122284,0.0,0.510816647660952,0.0,0.9623720325553086,0.0,0.6011887457665925,0.41487548519657064
157,nonlinear_oscillator,229,gray_scott,0,3,0.9876040968713926,0.19590000000000007,0.499495765,0.9876040968713926,0.7316416111228357,0.5740448813064969,0.9876040968713926,0.03451902182400001,0.73255162953,0.03451902182400001,0.09785122036350004,0.02525555274169569,0.5669290765663486,0.05915541215039463,0.9876040968713926,0.9876040968713926,0.1934716425771059,0.7316416111228357,0.5918953719186243
488,nonlinear_oscillator,3,population,0,0,0.9438278988367258,0.78,0.09620000000000001,0.0,0.45838836965101776,0.2737100906626505,0.0,0.05616,0.23356958309999995,0.056159999999999995,0.075036,0.025743090839601156,0.0,0.6416205251820001,0.0,0.9438278988367258,0.0,0.45838836965101776,0.4087673587339487
452,nonlinear_oscillator,368,gray_scott,0,3,0.9796519490437122,0.2144999999999999,0.440745125,0.9796519490437122,0.7188401944262273,0.524358705725647,0.9796519490437122,0.028365479999999988,0.23074518649,0.028365479999999988,0.09453982931249996,0.020390247158193254,0.5136890280621684,0.17108955295789494,0.9796519490437122,0.9796519490437122,0.2101353430698762,0.7188401944262273,0.6118737977082847
306,nonlinear_oscillator,14,kuramoto,0,0,0.8103920600719874,0.7867,0.073449945,0.0,0.4151476070215962,0.20190918176693565,0.0,0.039886870049999995,0.1908855,0.039886870049999995,0.0577830717315,0.016558938652838872,0.0,0.6679093778183349,0.0,0.8103920600719874,0.0,0.4151476070215962,0.3786898089823837
261,kuramoto,426,coupled_map_lattice,3,3,0.9701032806917222,0.8529,0.482130805,0.9701032806917222,0.8490681294150333,0.6698078101535996,0.9701032806917222,0.40198166364,0.48870555893999995,0.40198166364,0.4112093635845,0.3413098192059579,0.6497827540629452,0.77893318969863,0.9701032806917222,0.9701032806917222,0.8274010881019699,0.8490681294150333,0.8791217937198155
296,coupled_map_lattice,177,kuramoto,3,0,0.9917771857882755,0.7523,0.12262782500000001,0.9917771857882755,0.7700518764729654,0.3248566172049496,0.9917771857882755,0.06917412041399999,0.06346,0.069174120414,0.0922529127475,0.05326766122816756,0.322185381596224,0.7480012672125478,0.9917771857882755,0.9917771857882755,0.7461139768685195,0.7700518764729654,0.8495442984261168
103,coupled_map_lattice,258,kuramoto,0,3,0.9265960374581077,0.6109,0.40200160500000004,0.7968725922139727,0.7196209099016241,0.5591543788040951,0.7968725922139727,0.19933801398,0.14465325,0.19933801397999998,0.24558278049450002,0.14344780299827026,0.4455747992854129,0.577493077684618,0.7968725922139727,0.9265960374581077,0.4868094665835159,0.7196209099016241,0.7014784167683678
377,nonlinear_oscillator,343,kuramoto,0,0,0.7956972181313741,0.9498,0.026262020000000004,0.7956972181313741,0.6726307348788244,0.127391124622833,0.7956972181313741,0.0237468996,0.157185,0.023746899600000003,0.024943666596000003,0.015972894529041663,0.10136476347701541,0.8230604922400799,0.7956972181313741,0.7956972181313741,0.7557532177811791,0.6726307348788244,0.7685677762325663
266,gray_scott,103,nonlinear_oscillator,3,0,0.9774866127949999,0.26970000000000005,0.536369045,0.781989290236,0.6890565799092999,0.6205573761329057,0.781989290236,0.07273809000000002,0.0546039,0.07273809000000002,0.14465873143650004,0.050120659524534865,0.4852692221128854,0.26480920895700005,0.781989290236,0.9774866127949999,0.21090251157664922,0.6890565799092999,0.5848488406947899
479,nonlinear_oscillator,294,kuramoto,0,3,0.723893914544619,0.40179999999999993,0.29340337,0.723893914544619,0.5733770227267714,0.32691049180834997,0.723893914544619,0.045998767149999994,0.41700050000000005,0.045998767149999994,0.11788947406599998,0.026374636157569013,0.23664851562085307,0.25273150374086994,0.723893914544619,0.723893914544619,0.2908605748640279,0.5733770227267714,0.5129513860841814
120,nonlinear_oscillator,173,branching,0,0,0.89519764221089,0.5687,0.19422984499999998,0.0,0.421145261663267,0.34406921378375555,0.0,0.05756381399999999,0.160578,0.05756381399999999,0.11045851285149999,0.024242727509365628,0.0,0.5101158324218,0.0,0.89519764221089,0.0,0.421145261663267,0.3652917472591914
29,nonlinear_oscillator,93,nonlinear_oscillator,0,0,0.9604996289713597,0.9531000000000001,0.048270305,0.0,0.4884239496914079,0.20982114394879353,0.0,0.044958203550000006,0.323510214222,0.044958203550000006,0.0460064276955,0.02195866334892128,0.0,0.6876120786285169,0.0,0.9604996289713597,0.0,0.4884239496914079,0.4273071314582569
330,coupled_map_lattice,191,nonlinear_oscillator,0,0,0.8982408217764138,0.79,0.107125,0.0,0.4488972465329242,0.2784546547506883,0.0,0.06720924999999998,0.28301389199999993,0.06720924999999998,0.08462875,0.03017004726654293,0.0,0.6195143328200001,0.0,0.8982408217764138,0.0,0.4488972465329242,0.39333048022586764
248,branching,294,gray_scott,0,3,0.9958146620909067,0.9904999999999999,0.356013785,0.49790733104545337,0.717419354940908,0.5941528181365395,0.49790733104545337,0.35258695773,0.57858534576,0.35258695773,0.3526316540425,0.2529527077752338,0.29583304391149906,0.7666485966562849,0.49790733104545337,0.9958146620909067,0.4931772114005215,0.717419354940908,0.6941934312268149
361,nonlinear_oscillator,205,nonlinear_oscillator,0,0,0.9877676049923501,0.9325,0.024778124999999998,0.0,0.48778590649770504,0.15186926926757383,0.0,0.02098125,0.052652025000000005,0.02098125,0.023105601562499998,0.010234358050704974,0.0,0.9029670023124999,0.0,0.9877676049923501,0.0,0.48778590649770504,0.475704102760511
124,gray_scott,484,kuramoto,3,3,0.8520849595199154,0.6164999999999999,0.689874485,0.835043260329517,0.7674133629548296,0.6886124600360195,0.835043260329517,0.3799725989399999,0.021433432302,0.37997259893999996,0.4253076200025,0.29159604998323213,0.575021193732007,0.395460603767673,0.835043260329517,0.8520849595199154,0.5148041699931472,0.7674133629548296,0.6729612713130165
82,nonlinear_oscillator,230,population,0,0,0.9915576485480163,0.9527,0.10693314500000001,0.0,0.5093939235644049,0.3233965270739355,0.0,0.10080947415,0.17004,0.10080947415,0.10187520724150001,0.05135173356973295,0.0,0.8867440780227049,0.0,0.9915576485480163,0.0,0.5093939235644049,0.4775391300270252
116,gray_scott,238,population,3,0,0.8378197722430945,0.5033,0.621705445,0.6841921118859672,0.6816046542387185,0.6269824265581198,0.6841921118859672,0.25081955499999997,0.23728950000000001,0.25081955499999997,0.3129043504685,0.17095977606208423,0.42897643054218826,0.4964903233185,0.6841921118859672,0.8378197722430945,0.3443538899122073,0.6816046542387185,0.6088921503196975
40,gray_scott,13,kuramoto,3,3,0.9600132498005763,0.8902,0.49989802000000005,0.9600132498005763,0.8540275538803459,0.6767133397844264,0.9600132498005763,0.439643074,0.09485250749999999,0.439643074,0.44500921740400007,0.37546729906865595,0.6496537725098488,0.5832674377017,0.9600132498005763,0.9600132498005763,0.8546037949724731,0.8540275538803459,0.8423850572311343
174,branching,122,population,0,0,0.9900865373109978,0.9167000000000001,0.096814445,0.0,0.4997288501932993,0.3052931837798462,0.0,0.0855693615,0.58239306,0.08556936150000001,0.0887498017315,0.04276147863416978,0.0,0.46126171558504997,0.0,0.9900865373109978,0.0,0.4997288501932993,0.3902154206178694
425,nonlinear_oscillator,179,kuramoto,0,3,0.99729763613398,0.5343,0.25920168499999996,0.99729763613398,0.7570789186803881,0.45152650475965944,0.99729763613398,0.080552905992,0.0520065,0.080552905992,0.13849146029549997,0.06098490696498632,0.45030631584864667,0.5190476552784744,0.99729763613398,0.99729763613398,0.5328561269863855,0.7570789186803881,0.7607155946426416
153,branching,211,nonlinear_oscillator,0,0,0.9870175488725833,0.8067,0.065344445,0.0,0.47051415366177507,0.23357770294069685,0.0,0.0376422354,0.048751875,0.0376422354,0.052713363781499996,0.01771120453116831,0.0,0.79773785373468,0.0,0.9870175488725833,0.0,0.47051415366177507,0.4510539112538076
399,gray_scott,229,gray_scott,3,3,0.8718928302895665,0.6666000000000001,0.69462445,0.8718928302895665,0.7953805881737399,0.71198768521446,0.8718928302895665,0.42598851022200007,0.0,0.42598851022200007,0.46303665837,0.33882299181562964,0.6207769579929525,0.38263605908601483,0.8718928302895665,0.8718928302895665,0.5812037606710251,0.7953805881737399,0.7006012137019825
367,population,141,population,0,3,0.9578884711827035,0.75,0.40625,0.43679714285931276,0.6496556842126049,0.5986802944891897,0.43679714285931276,0.28125,0.0691495,0.28125,0.3046875,0.18271566118479513,0.26150184211905003,0.590924625,0.43679714285931276,0.9578884711827035,0.3275978571444846,0.6496556842126049,0.5925727560798212
329,population,267,gray_scott,0,0,0.9493303703247093,0.45019999999999993,0.60105002,0.0,0.4950491150974128,0.6881695854483818,0.0,0.20254948199999998,0.21454356000000002,0.20254948199999998,0.27059271900399995,0.10027194182753933,0.0,0.4448002660843999,0.0,0.9493303703247093,0.0,0.4950491150974128,0.3778359503013044
128,gray_scott,134,nonlinear_oscillator,3,0,0.999933744281995,0.7512,0.117364,0.999933744281995,0.773673046569197,0.31917885117481276,0.999933744281995,0.064913655936,0.0118125,0.064913655936,0.08816383679999999,0.05022194595194976,0.31915770375085617,0.7113104116608768,0.999933744281995,0.999933744281995,0.7511502287046347,0.773673046569197,0.8472002350997396
421,gray_scott,218,nonlinear_oscillator,3,0,0.9975913478113875,0.6065,0.184443625,0.0,0.45746612934341624,0.38083049702699723,0.0,0.06490914625000001,0.5197599900000001,0.06490914625000001,0.11186505856250001,0.029693735893973224,0.0,0.33063296326562497,0.0,0.9975913478113875,0.0,0.45746612934341624,0.35713808808408576
158,kuramoto,122,branching,3,0,0.9371588295218369,0.8709,0.34891182499999995,0.11245905954262043,0.5588477317193372,0.5502528067537465,0.11245905954262043,0.29660974597799994,0.347852,0.29660974597799994,0.3038673083925,0.16575968374565406,0.0618809131582136,0.8262731209722401,0.11245905954262043,0.9371588295218369,0.09794059495566813,0.5588477317193372,0.5065358673423406
398,kuramoto,392,nonlinear_oscillator,3,0,0.9920197247345146,0.4095,0.276615125,0.0,0.43482894242035436,0.4317765851906975,0.0,0.041879565,0.07282264095,0.041879565,0.1132738936875,0.01821044695797449,0.0,0.39682881039847495,0.0,0.9920197247345146,0.0,0.43482894242035436,0.3647354955106688
61,nonlinear_oscillator,153,coupled_map_lattice,0,0,0.9370267763008713,0.9675,0.022390625000000004,0.9370267763008713,0.7601941907805227,0.1393827329747546,0.9370267763008713,0.021151968750000003,0.11684218874999999,0.021151968750000003,0.021662929687500006,0.01607960376732116,0.13060535295133943,0.87491971215,0.9370267763008713,0.9370267763008713,0.9065734060710929,0.7601941907805227,0.8831481723206718
59,branching,113,kuramoto,0,0,0.9837167216521908,0.6907,0.6959066850000001,0.0,0.5724363534956572,0.8064017825743834,0.0,0.44762432500800003,0.13985267999999998,0.447624325008,0.48066274732950004,0.25623643634353443,0.0,0.4781221247929744,0.0,0.9837167216521908,0.0,0.5724363534956572,0.4068550399881645
274,branching,353,branching,0,0,0.9277762609679723,0.8039000000000001,0.195676625,0.0,0.4782482032903917,0.40019629016853486,0.0,0.141847367178,0.5977,0.141847367178,0.1573044388375,0.06783824849435098,0.0,0.4374400684743942,0.0,0.9277762609679723,0.0,0.4782482032903917,0.3686929065465516
379,nonlinear_oscillator,397,nonlinear_oscillator,0,0,0.9420564863838474,0.9824999999999999,0.022953124999999998,0.0,0.48370757091515426,0.1424860435655569,0.0,0.022400999999999994,0.55304907,0.022400999999999997,0.022551445312499998,0.01083553329607037,0.0,0.46113827122499995,0.0,0.9420564863838474,0.0,0.48370757091515426,0.37738046570480027
85,branching,404,gray_scott,0,3,0.9556662079582225,0.4982,0.48662162000000003,0.9365528837990581,0.7646300515271842,0.622043134760007,0.9365528837990581,0.17971070400000003,0.0909645,0.179710704,0.24243489108400001,0.13741220485950656,0.5825762917068907,0.4539866411672,0.9365528837990581,0.9556662079582225,0.4665906467086907,0.7646300515271842,0.7154852862320711
150,kuramoto,77,gray_scott,3,3,0.9853015880768047,0.8102,0.73917626,0.7094171434152994,0.8182908714476311,0.8419402070116296,0.7094171434152994,0.5842872672480001,0.10543000000000001,0.5842872672480001,0.5988806058520001,0.47811693709212094,0.5972868165846761,0.4222298420756704,0.7094171434152994,0.9853015880768047,0.5747697695950755,0.8182908714476311,0.7020018429220962
64,coupled_map_lattice,186,coupled_map_lattice,3,3,0.98550542275939,0.9758,0.51423541,0.8869548804834511,0.8597451729728522,0.7066073881184826,0.8869548804834511,0.5015051793219999,0.09209343852179999,0.501505179322,0.501790913078,0.4311666571429742,0.6267288714773522,0.5762960233271649,0.8869548804834511,0.98550542275939,0.8654905723757516,0.8597451729728522,0.8347984143837219
94,population,186,kuramoto,0,3,0.9829468661250758,0.9157,0.295703245,0.0,0.5371647088375228,0.5329046434697099,0.0,0.267521755,0.157837284,0.267521755,0.2707754614465,0.14370324563227813,0.0,0.8152619299053,0.0,0.9829468661250758,0.0,0.5371647088375228,0.46707470097357967
135,branching,434,branching,3,0,0.8943122539754166,0.6753,0.21044142500000002,0.0,0.44544196119262497,0.38370467256815255,0.0,0.106512624414,0.419985,0.106512624414,0.14211109430250002,0.04744519231074563,0.0,0.46361210476677417,0.0,0.8943122539754166,0.0,0.44544196119262497,0.36067326398696314
336,population,0,kuramoto,3,3,0.9606267754412375,0.9309000000000001,0.342892405,0.9606267754412375,0.8311345462647425,0.5615343815841755,0.9606267754412375,0.3169761045,0.22932416000000003,0.3169761045,0.3191985398145,0.2634497907903731,0.5394249622805959,0.8493048048649501,0.9606267754412375,0.9606267754412375,0.894247465258248,0.8311345462647425,0.8991880734540831
193,kuramoto,78,population,3,0,0.850062997603125,0.6587000000000001,0.354762845,0.7650566978428125,0.6872284776337813,0.48508844958222325,0.7650566978428125,0.19531772400000003,0.125,0.19531772400000003,0.2336822860015,0.13422790211941507,0.37112016739906534,0.6123817152012,0.7650566978428125,0.850062997603125,0.5039428468690607,0.6872284776337813,0.6837345470299958
42,kuramoto,129,branching,3,0,0.9473561604553791,0.7724,0.11142088,0.0,0.4609710241366137,0.2972803631508979,0.0,0.06605564800000001,0.148694,0.066055648,0.08606148771199999,0.03044973970856766,0.0,0.7085701369152,0.0,0.9473561604553791,0.0,0.4609710241366137,0.4233794643014385
450,gray_scott,114,branching,3,3,0.8679258111623195,0.9333,0.935524445,0.62490658403687,0.8216146075597568,0.8389804853600561,0.62490658403687,0.8710488900000001,0.57309855,0.8710488900000001,0.8731249645185,0.7156664919227118,0.5242844291799479,0.6552229476779999,0.62490658403687,0.8679258111623195,0.5832253148816108,0.8216146075597568,0.7105790530637114
444,nonlinear_oscillator,19,gray_scott,0,3,0.985267440289,0.16759999999999997,0.45805812999999995,0.0,0.4207118580867,0.5258372328822393,0.0,0.018706380699999994,0.1680023997,0.018706380699999994,0.07677054258799998,0.00786999618237418,0.0,0.14257798721559997,0.0,0.985267440289,0.0,0.4207118580867,0.30971145711826
260,branching,128,coupled_map_lattice,0,3,0.996821667270153,0.40759999999999996,0.48400468999999996,0.0,0.4773674381810459,0.6274992395465613,0.0,0.12575919615599998,0.752952024,0.12575919615599998,0.19728031164399998,0.06003334529669734,0.0,0.15195620337078555,0.0,0.996821667270153,0.0,0.4773674381810459,0.3252290617643969
300,nonlinear_oscillator,40,coupled_map_lattice,0,3,0.9323184374538666,0.27360000000000007,0.51100073,0.0,0.43661567723615996,0.5740284619403456,0.0,0.06762632760000002,0.51554111,0.06762632760000002,0.13980979972800003,0.029526714824068427,0.0,0.15105051553536003,0.0,0.9323184374538666,0.0,0.43661567723615996,0.30399692604507733
61,nonlinear_oscillator,363,gray_scott,0,3,0.9402582551666462,0.4334,0.25314853000000004,0.9402582551666462,0.7014646590999876,0.39095938249829154,0.9402582551666462,0.04014616705000001,0.15392602998422997,0.04014616705000001,0.10971457290200001,0.028161117383899408,0.36760278682887304,0.38408780740430476,0.9402582551666462,0.9402582551666462,0.40750792778922446,0.7014646590999876,0.6747153809253618
464,nonlinear_oscillator,279,kuramoto,0,0,0.850942043634934,0.8085,0.07079612499999999,0.0,0.4311418380904802,0.21124636233237234,0.0,0.04241390999999999,0.354523635,0.04241390999999999,0.05723866706249999,0.018286411118004196,0.0,0.5561592873375,0.0,0.850942043634934,0.0,0.4311418380904802,0.3676486338125828
363,gray_scott,78,population,3,0,0.9967030137123501,0.7009,0.32437040500000003,0.8970327123411151,0.7731747988160396,0.547738141185622,0.8970327123411151,0.195999676,0.0308761875,0.19599967600000004,0.22735121686450002,0.15154201005930898,0.4913390304404192,0.5851649469103499,0.8970327123411151,0.9967030137123501,0.6287302280798875,0.7731747988160396,0.7761611399719485
224,branching,434,branching,0,0,0.9909840969919199,0.9333,0.055564445000000004,0.0,0.49506811809757595,0.2312461390330645,0.0,0.049782222,0.085004964,0.049782222,0.051858296518500005,0.024645590960255745,0.0,0.9004266148914001,0.0,0.9909840969919199,0.0,0.49506811809757595,0.4772957659961792
486,branching,366,nonlinear_oscillator,0,0,0.9347466928626057,0.7967,0.063994445,0.0,0.45256289685878165,0.21653407140162262,0.0,0.0345202143,0.27495,0.0345202143,0.05098437433149999,0.015622568183793938,0.0,0.60514958973281,0.0,0.9347466928626057,0.0,0.45256289685878165,0.3984918358908395
341,kuramoto,65,population,0,0,0.9937694788842468,0.7885,0.12969112500000002,0.7353894143743427,0.7023858929775768,0.34210514310590195,0.7353894143743427,0.08462576249999999,0.073167622955,0.0846257625,0.10226145206250001,0.05943994176247084,0.25158050084309996,0.7794652569687675,0.7353894143743427,0.9937694788842468,0.5798545532341692,0.7023858929775768,0.7581729192878206
14,branching,251,kuramoto,0,3,0.9147126596774954,0.25249999999999995,0.46887812500000003,0.0,0.4186894229032486,0.5248163884899629,0.0,0.04784874999999999,0.22778804000000002,0.04784874999999999,0.11839172656249998,0.020033765524141812,0.0,0.20706532927499993,0.0,0.9147126596774954,0.0,0.4186894229032486,0.30809348237114875
448,population,236,nonlinear_oscillator,0,0,0.9966941686124999,0.8375,0.054453125,0.0,0.47739887558375,0.21802684938398437,0.0,0.034546875,0.035625,0.034546875000000005,0.0456044921875,0.016492639279932365,0.0,0.8365970703125,0.0,0.9966941686124999,0.0,0.47739887558375,0.46213802290174993
290,kuramoto,214,population,3,0,0.9174484224646,0.532,0.593512,0.82570358021814,0.748048000804822,0.6734071420890164,0.82570358021814,0.257488,0.077832,0.257488,0.31574838400000005,0.192613383631232,0.5560346881673666,0.436423008,0.82570358021814,0.9174484224646,0.43927430467605055,0.748048000804822,0.6733794632327225
474,kuramoto,315,nonlinear_oscillator,0,0,0.937763773664806,0.5223,0.22420764500000004,0.0,0.43063066109944176,0.383404718862856,0.0,0.05750993070000001,0.622920054165,0.0575099307,0.11710365298350002,0.024765539477124083,0.0,0.2269862925142305,0.0,0.937763773664806,0.0,0.43063066109944176,0.3190761454556956
485,kuramoto,202,nonlinear_oscillator,3,0,0.9988673965497744,0.5624,0.22117913,0.0,0.45637604496493234,0.4158284971836711,0.0,0.0705430974,0.31917150120099996,0.0705430974,0.124391142712,0.032194179790988,0.0,0.42257138570231767,0.0,0.9988673965497744,0.0,0.45637604496493234,0.3755629654434049
91,nonlinear_oscillator,41,nonlinear_oscillator,0,0,0.9091151347324467,0.91,0.021625,0.0,0.45905954041973407,0.12727611886254253,0.0,0.01599325,0.11365992000000001,0.01599325,0.01967875,0.007341853994817912,0.0,0.8211233303000001,0.0,0.9091151347324467,0.0,0.45905954041973407,0.4378596010904362
179,kuramoto,6,branching,3,0,0.99718900480273,0.9554,0.5016197,0.0,0.590560641440819,0.7059100964998525,0.0,0.47829723964799997,0.04733925,0.4782972396479999,0.47924746138,0.28246352464589597,0.0,0.5436627366903007,0.0,0.99718900480273,0.0,0.590560641440819,0.42628247658676993
359,kuramoto,230,population,0,0,0.9782432308986829,0.8342,0.1941017,0.0,0.49913330926960486,0.4232858460098601,0.0,0.150453709296,0.031882499999999994,0.150453709296,0.16191963814,0.07509645781279958,0.0,0.7352878972052769,0.0,0.9782432308986829,0.0,0.49913330926960486,0.4425328874747129
219,gray_scott,177,kuramoto,3,0,0.9915519318820255,0.20389999999999997,0.520546865,0.9320588159691039,0.7219725973553388,0.5966663750100089,0.9320588159691039,0.041526123113999995,0.059493750000000005,0.041526123113999995,0.1061395057735,0.029980722962712147,0.5561281550204061,0.20023640087794456,0.9320588159691039,0.9915519318820255,0.19004679257610024,0.7219725973553388,0.6071733077321027
260,nonlinear_oscillator,248,nonlinear_oscillator,0,0,0.9505681793966927,0.9375,0.043515624999999995,0.0,0.4813735788190078,0.19605468700056786,0.0,0.03896484375,0.7306,0.03896484375,0.0407958984375,0.018756646284060947,0.0,0.28909204101562497,0.0,0.9505681793966927,0.0,0.4813735788190078,0.3442067598462651
362,kuramoto,209,nonlinear_oscillator,0,0,0.9560485540849731,0.8711,0.061442225,0.0,0.473323011225492,0.22883022142023832,0.0,0.046285567482,0.14894856,0.046285567482,0.0535223221975,0.021908024176860955,0.0,0.7816702672175702,0.0,0.9560485540849731,0.0,0.473323011225492,0.442208366505607
373,nonlinear_oscillator,367,gray_scott,0,3,0.9860590729427917,0.11580000000000001,0.50303357,0.9860590729427917,0.7154021577656751,0.5468683618540723,0.9860590729427917,0.012984509250000003,0.06952846875,0.012984509250000002,0.05825128740600001,0.009289145934978368,0.5392445099115697,0.10925220948990001,0.9860590729427917,0.9860590729427917,0.11418564064677529,0.7154021577656751,0.5821916307575867
23,branching,177,nonlinear_oscillator,0,0,0.9994592859355244,0.4407,0.222338245,0.0,0.4324454347806573,0.37944471790542184,0.0,0.029055350999999997,0.1477766835,0.029055351,0.0979844645715,0.012564853895899605,0.0,0.38837950876724997,0.0,0.9994592859355244,0.0,0.4324454347806573,0.3640568458966863
260,kuramoto,389,branching,0,3,0.9705461287708932,0.6033000000000001,0.656745785,0.0,0.543172995631268,0.7626066206817292,0.0,0.3487438031220001,0.72449544,0.3487438031220001,0.39621473209050007,0.18942821624961795,0.0,0.3766090374715027,0.0,0.9705461287708932,0.0,0.543172995631268,0.3780656323747328
19,nonlinear_oscillator,462,nonlinear_oscillator,0,0,0.6888504571231244,0.9675,0.016840624999999998,0.0,0.4035232621369373,0.08868949635460227,0.0,0.015782343749999997,0.171691,0.01578234375,0.0162933046875,0.006368542834166504,0.0,0.816658375078125,0.0,0.6888504571231244,0.0,0.4035232621369373,0.3818064188676374
333,branching,363,nonlinear_oscillator,0,0,0.9291391409921809,0.646,0.25543656,0.0,0.4590290542976542,0.4398544693456984,0.0,0.12453494976,0.7783768,0.12453494976,0.16501201776,0.057165160215338684,0.0,0.22361816474496002,0.0,0.9291391409921809,0.0,0.4590290542976542,0.3223572720069591
121,kuramoto,472,kuramoto,3,3,0.9740550146808333,0.8818999999999999,0.267015125,0.9740550146808333,0.8142160338085,0.5000311417864057,0.9740550146808333,0.22933044010799997,0.018028919999999997,0.229330440108,0.2354806387375,0.18672452137629353,0.48705784115363127,0.6955531894167548,0.9740550146808333,0.9740550146808333,0.8590191174470269,0.8142160338085,0.8633796740067897
163,nonlinear_oscillator,157,kuramoto,0,0,0.924768365044357,0.42410000000000003,0.283574405,0.0,0.4189653905133071,0.41424998912161975,0.0,0.04993523040000001,0.170082,0.0499352304,0.12026390516049999,0.020921133304907965,0.0,0.37314575501264,0.0,0.924768365044357,0.0,0.4189653905133071,0.3433759021140608
