sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,shared_closure,manifold_convergence,continuity_transfer_efficiency,closure_compatibility,reconstruction_compatibility,temporal_compatibility,operator_compatibility,continuity_preservation_compatibility,compatibility_composite
3,population,195,nonlinear_oscillator,0,0,0.9968743725724,0.7837000000000001,0.21110332499999998,0.0,0.49802297677172,0.4451542510722052,0.0,0.147108703176,0.04940189999999999,0.147108703176,0.1654416758025,0.0732635142647389,0.0,0.7071271783509688,0.0,0.9968743725724,0.0,0.49802297677172,0.44040490553901773
103,coupled_map_lattice,349,population,0,0,0.9902496905846015,0.5525,0.15650312500000002,0.681291787122206,0.6432630683120422,0.3230689615532263,0.681291787122206,0.0311471875,0.1027776966363,0.0311471875,0.0864679765625,0.020035835400540485,0.22010423018031278,0.5129241437021943,0.681291787122206,0.9902496905846015,0.3764137123850188,0.6432630683120422,0.6408284804212127
237,kuramoto,142,nonlinear_oscillator,3,0,0.8985529373093907,0.6301,0.13340000500000002,0.8985529373093907,0.6918317633856345,0.2829992476055926,0.8985529373093907,0.0409483087,0.12093125,0.0409483087,0.0840553431505,0.028329340615580317,0.2542898051923528,0.57970274868687,0.8985529373093907,0.8985529373093907,0.5661782057986471,0.6918317633856345,0.7269637184979866
373,kuramoto,238,nonlinear_oscillator,3,0,0.9250069917140457,0.9615,0.048441125,0.0,0.4794903225142137,0.2028077829333045,0.0,0.04586355,0.128775,0.04586355,0.0465761416875,0.021991128381146766,0.0,0.8817806408250001,0.0,0.9250069917140457,0.0,0.4794903225142137,0.45725559101065183
399,gray_scott,253,branching,3,3,0.8700981872694566,0.6893,0.21357618500000003,0.7395834591790381,0.6634797309345485,0.37871023600903103,0.7395834591790381,0.113947452342,0.276268597099,0.11394745234199999,0.14721806432050002,0.07560182502054744,0.2800878263740691,0.577412034919,0.7395834591790381,0.8700981872694566,0.509794878412111,0.6634797309345485,0.6720736581428308
448,kuramoto,195,nonlinear_oscillator,3,0,0.8876814568214818,0.40989999999999993,0.488313405,0.8876814568214818,0.712251555092889,0.5623018188235677,0.8876814568214818,0.12879238355999997,0.12407475,0.12879238355999997,0.20015966470949995,0.09173257547472981,0.4991448977066735,0.4079662420037559,0.8876814568214818,0.8876814568214818,0.3638606291511253,0.712251555092889,0.6518882679781468
45,branching,230,population,0,0,0.9253440025680512,0.95,0.22625,0.0,0.5128532007704153,0.4395384012198243,0.0,0.21375,0.18539399999999998,0.21375,0.2149375,0.10962237166467627,0.0,0.9230617999999999,0.0,0.9253440025680512,0.0,0.5128532007704153,0.4722518006676933
324,coupled_map_lattice,300,nonlinear_oscillator,3,0,0.86759610790543,0.895,0.25026250000000005,0.0,0.489331332371629,0.43162906368295145,0.0,0.21905125,0.250884,0.21905125000000003,0.22398493750000006,0.10718864002017081,0.0,0.86650968875,0.0,0.86759610790543,0.0,0.489331332371629,0.44468742580541176
161,nonlinear_oscillator,370,nonlinear_oscillator,0,0,0.9928555091502622,0.40359999999999996,0.52650549,0.0,0.48387775074507866,0.6567739193028984,0.0,0.140718776436,0.043790249999999996,0.14071877643599998,0.21249761576399998,0.06809068502945125,0.0,0.3644796467304304,0.0,0.9928555091502622,0.0,0.48387775074507866,0.36824258132515425
358,kuramoto,141,branching,3,0,0.9315057788276069,0.7001000000000001,0.324930005,0.0,0.48445773464828207,0.5122816030662424,0.0,0.195999996,0.36981308,0.195999996,0.22748349650050004,0.09495371405323236,0.0,0.5784134598916,0.0,0.9315057788276069,0.0,0.48445773464828207,0.3988753946734978
225,nonlinear_oscillator,33,kuramoto,0,3,0.9200150549761248,0.6003000000000001,0.172909645,0.0,0.4306464454928374,0.33548348979704395,0.0,0.055845668880000005,0.14743383375,0.055845668880000005,0.10379765989350001,0.02404973879934197,0.0,0.5453196246285391,0.0,0.9200150549761248,0.0,0.4306464454928374,0.3791962250195003
466,nonlinear_oscillator,150,coupled_map_lattice,0,3,0.9719915617935606,0.9092,0.6489596500000001,0.9525517305576894,0.8889949177053751,0.7817728131505608,0.9525517305576894,0.586286100436,0.13989273272099997,0.586286100436,0.5900341137800001,0.5212053636089071,0.7446790460695198,0.5033391500735219,0.9525517305576894,0.9719915617935606,0.8660600334230512,0.8889949177053751,0.8365874787106395
83,kuramoto,433,coupled_map_lattice,0,3,0.9473431158427491,0.8157,0.2507032450000001,0.928396253525894,0.776002459810593,0.466234914462009,0.928396253525894,0.19064540400000002,0.184104292847321,0.19064540400000002,0.20449863694650006,0.1479413024555843,0.43285074784949484,0.8103644156327597,0.928396253525894,0.9473431158427491,0.7572928240010718,0.776002459810593,0.8438798137626137
109,kuramoto,307,kuramoto,3,3,0.96423292041112,0.8421000000000001,0.127789925,0.96423292041112,0.772517737246672,0.336179807701337,0.96423292041112,0.09711410461200001,0.61313016,0.097114104612,0.10761189584250001,0.07502236834959884,0.3241556377631089,0.40756287975776523,0.96423292041112,0.96423292041112,0.8119805422782042,0.772517737246672,0.7841054000209763
209,nonlinear_oscillator,99,gray_scott,0,0,0.92675041429086,0.9024,0.06548288,0.0,0.471601700287258,0.23279970406986403,0.0,0.05479372799999999,0.1749,0.05479372799999999,0.059091750911999995,0.025840815289877535,0.0,0.7940161001471999,0.0,0.92675041429086,0.0,0.471601700287258,0.43847364294506364
225,population,220,kuramoto,0,3,0.9442162066280734,0.9508,0.05921757,0.0,0.485268375988422,0.22859474362465654,0.0,0.0551532933,0.230708478,0.055153293299999996,0.056304065555999996,0.026764149070104114,0.0,0.78388213038724,0.0,0.9442162066280734,0.0,0.485268375988422,0.4426733426007471
336,population,253,population,3,0,0.9893949069148334,0.5136000000000001,0.35628025,0.5689020714760292,0.6414651435172588,0.5393191637592757,0.5689020714760292,0.12223051867200001,0.163342575,0.12223051867200002,0.18298553640000004,0.07840661720212348,0.30681978944937177,0.4924848478699393,0.5689020714760292,0.9893949069148334,0.29218810391008865,0.6414651435172588,0.5968870147376298
364,kuramoto,333,branching,0,0,0.9252110483968301,0.9589,0.184849605,0.0,0.506313235519049,0.3973318847340187,0.0,0.1764423945,0.157633487064,0.1764423945,0.17725228623449998,0.08933511964202345,0.0,0.9408641386596195,0.0,0.9252110483968301,0.0,0.506313235519049,0.4744776845150997
433,gray_scott,181,kuramoto,3,0,0.9557985641101292,0.6875,0.280703125,0.9557985641101292,0.7671197634660775,0.48387302308075286,0.9557985641101292,0.15941406249999998,0.1373866839,0.15941406249999998,0.1929833984375,0.12228967791816647,0.46248514067221097,0.6723561772125,0.9557985641101292,0.9557985641101292,0.6571115128257138,0.7671197634660775,0.8016369163449099
496,gray_scott,186,branching,3,3,0.9822834007142327,0.9033,0.029843945,0.8486928582170971,0.7359216666793988,0.16291170200845548,0.8486928582170971,0.022734706049999998,0.59984001,0.02273470605,0.0269580355185,0.016730962767782215,0.13826199801456807,0.38200077894196494,0.8486928582170971,0.9822834007142327,0.7666242588275037,0.7359216666793988,0.7431045926760393
352,gray_scott,32,gray_scott,0,3,0.9817904063666666,0.6592,0.6115104,0.0,0.54867920191,0.74930243813904,0.0,0.364826382336,0.1365,0.36482638233599995,0.40310765568,0.20017264829582895,0.0,0.5086872487641088,0.0,0.9817904063666666,0.0,0.54867920191,0.40783137140815506
73,kuramoto,275,population,3,3,0.9933739446095246,0.8,0.10000000000000002,0.8940365501485721,0.746223148427429,0.2980121833828574,0.8940365501485721,0.06400000000000002,0.17588767299999997,0.06400000000000002,0.08000000000000002,0.047758281499355466,0.26643378433385345,0.7104898616000002,0.8940365501485721,0.9933739446095246,0.7152292401188577,0.746223148427429,0.8118705489808766
382,nonlinear_oscillator,205,gray_scott,0,3,0.8587882631734624,0.5298,0.52463402,0.8587882631734624,0.7261597619040774,0.5883558391001391,0.8587882631734624,0.21938488200000003,0.1468736,0.21938488200000003,0.277951103796,0.15930847367847414,0.5052730891887736,0.4913835227964,0.8587882631734624,0.8587882631734624,0.45498602182930037,0.7261597619040774,0.6780211665753406
347,gray_scott,337,kuramoto,3,0,0.9309978627171857,0.6667,0.4289044450000001,0.0,0.4984202478151557,0.5896474963519296,0.0,0.24891911199999997,0.6522721704000001,0.248919112,0.28595059348150004,0.1240663254889685,0.0,0.39778451596471986,0.0,0.9309978627171857,0.0,0.4984202478151557,0.36544052529941223
485,nonlinear_oscillator,299,gray_scott,0,3,0.8989371638071088,0.3781,0.488127825,0.0,0.44292671414213264,0.5624200365359177,0.0,0.11144422636199999,0.184963,0.11144422636199999,0.18456113063250001,0.04936162499263269,0.0,0.3503025516874722,0.0,0.8989371638071088,0.0,0.44292671414213264,0.33843328592734273
282,gray_scott,120,gray_scott,3,3,0.9639164875854334,0.25470000000000004,0.44705954499999995,0.9639164875854334,0.7187018015512601,0.5351182380830534,0.9639164875854334,0.04312669545,0.32922709309349996,0.04312669545,0.1138660661115,0.030995233714867534,0.5158092924959224,0.1818302287202006,0.9639164875854334,0.9639164875854334,0.2455095293880099,0.7187018015512601,0.6147749069660675
161,nonlinear_oscillator,426,kuramoto,0,0,0.9979655173871083,0.9203,0.847712045,0.9979655173871083,0.9523817194322649,0.9179785811685316,0.9979655173871083,0.7772264808,0.07352459799999997,0.7772264808,0.7801493950135,0.7402162921725922,0.9161109697061371,0.27268315725916,0.9979655173871083,0.9979655173871083,0.9184276656513557,0.9523817194322649,0.8278847154233994
307,population,362,kuramoto,3,0,0.9962846078636358,0.7309,0.252892405,0.9215632622738632,0.7721128420412497,0.4827497067403247,0.9215632622738632,0.15837506649999997,0.12152000000000002,0.1583750665,0.1848390588145,0.12228342270378692,0.4448843946053644,0.7039626318951501,0.9215632622738632,0.9962846078636358,0.6735705883959666,0.7721128420412497,0.8134987864939731
253,gray_scott,310,nonlinear_oscillator,3,0,0.9652998588981163,0.7958,0.49748882000000005,0.9652998588981163,0.8378376793388698,0.6736827715249953,0.9652998588981163,0.379310112,0.049956,0.379310112,0.395901602956,0.31780030398784676,0.6503058842951699,0.5336999976704,0.9652998588981163,0.9652998588981163,0.7681856277111209,0.8378376793388698,0.8140646045033246
164,nonlinear_oscillator,264,nonlinear_oscillator,0,0,0.999473298675,0.1624,0.51318688,0.0,0.4349593656025,0.5808938811899099,0.0,0.026373759999999996,0.028274999999999998,0.026373759999999996,0.083341549312,0.011471513918152588,0.0,0.162091238624,0.0,0.999473298675,0.0,0.4349593656025,0.3193047805803
248,nonlinear_oscillator,382,branching,0,0,0.9990987085416667,0.9318,0.93412562,0.0,0.6729147365625001,0.9650294425803959,0.0,0.86825124,0.034999999999999996,0.86825124,0.8704182527159999,0.5842590544346641,0.0,0.15537649456800004,0.0,0.9990987085416667,0.0,0.6729147365625001,0.36547798793443337
170,population,287,gray_scott,0,3,0.8739376255352479,0.8955000000000001,0.36543512499999997,0.7428469817049607,0.7372224071720626,0.526328934978603,0.7428469817049607,0.32235761250000006,0.34243317,0.3223576125,0.3272471544375,0.23764925505748896,0.39098186073284175,0.87752233825875,0.7428469817049607,0.8739376255352479,0.6652194721167923,0.7372224071720626,0.7793497649575627
450,gray_scott,225,branching,3,0,0.9023183141333334,0.7262,0.46790965000000007,0.0,0.50951742424,0.60473373413216,0.0,0.31257567346599996,0.2,0.312575673466,0.33979598783000003,0.15926275202447965,0.0,0.6444475459289908,0.0,0.9023183141333334,0.0,0.50951742424,0.41125665686046486
69,coupled_map_lattice,435,kuramoto,0,0,0.983471086172927,0.9541999999999999,0.52310882,0.3540495910222537,0.6967179671585543,0.7109512481944089,0.3540495910222537,0.4981496519999999,0.009404756222999999,0.49814965199999994,0.499150436044,0.3470698128821812,0.2517119986599913,0.4878396204495867,0.3540495910222537,0.983471086172927,0.33783411975343447,0.6967179671585543,0.5719824769113513
349,population,230,nonlinear_oscillator,0,0,0.9982053838672312,0.7576,0.46519888,0.798564307093785,0.7835906832883048,0.6699954536516857,0.798564307093785,0.33017723200000004,0.07899872399999999,0.33017723200000004,0.352434671488,0.25872380282912116,0.5350344552013445,0.5673071623392,0.798564307093785,0.9982053838672312,0.6049923190542515,0.7835906832883048,0.7505319711285545
255,kuramoto,154,gray_scott,0,3,0.9524444318126789,0.7896,0.58396465,0.9143466545401717,0.8347502559058552,0.7209051904390166,0.9143466545401717,0.44362141807199995,0.18941328,0.4436214180719999,0.46109848763999994,0.3703130922609203,0.6591572491185602,0.5888772541783488,0.9143466545401717,0.9524444318126789,0.7219681184249196,0.8347502559058552,0.8024773429723948
152,nonlinear_oscillator,171,kuramoto,0,0,0.9708960273182901,0.7734000000000001,0.67283065,0.0,0.580514938195487,0.7887559325933788,0.0,0.5005111232580001,0.10243999342499999,0.5005111232580001,0.5203672247100001,0.2905541837842717,0.0,0.4655317881871578,0.0,0.9708960273182901,0.0,0.580514938195487,0.403388550740187
424,gray_scott,261,population,0,0,0.9964648669780001,0.6087,0.16476584500000002,0.0,0.4536326290934,0.35439272994072574,0.0,0.053692209600000006,0.008775,0.053692209600000006,0.10029296985150002,0.024356538202681896,0.0,0.58135889451648,0.0,0.9964648669780001,0.0,0.4536326290934,0.40629127811757604
407,population,210,gray_scott,0,3,0.8303118031373333,0.89,0.055924999999999996,0.64764320644712,0.632571502875336,0.19097171472158664,0.64764320644712,0.04438875,0.335135556,0.04438875,0.04977325,0.028079058298257572,0.12368153366299305,0.63123534266,0.64764320644712,0.8303118031373333,0.5764024537379369,0.632571502875336,0.6636328617715452
497,nonlinear_oscillator,238,gray_scott,0,3,0.94028085386464,0.884,0.10879409,0.0,0.480643074159392,0.3053091932498486,0.0,0.09022642355999999,0.10794599999999999,0.09022642356,0.09617397556,0.0433667055902858,0.0,0.8683358944270401,0.0,0.94028085386464,0.0,0.480643074159392,0.4578519644902144
145,coupled_map_lattice,131,coupled_map_lattice,0,0,0.99796075290864,1.0,0.2025,0.6754198375685675,0.7425141771431623,0.449082338808888,0.6754198375685675,0.2025,0.0475,0.2025,0.2025,0.15035912087149036,0.3033191203332115,0.845,0.6754198375685675,0.99796075290864,0.6754198375685675,0.7425141771431623,0.7872629210377874
353,kuramoto,144,kuramoto,3,3,0.9696965078406883,0.4245000000000001,0.320700125,0.9696965078406883,0.730857929704413,0.4729694716992957,0.9696965078406883,0.06583995000000002,0.5338834499999999,0.06583995000000002,0.13613720306250005,0.04811964954884208,0.4586368450220623,0.22581553425000012,0.9696965078406883,0.9696965078406883,0.4116361675783723,0.730857929704413,0.6615405294428324
339,nonlinear_oscillator,353,branching,0,0,0.9567070187106442,0.9924999999999999,0.017903125000000002,0.0,0.48909273061319325,0.12795956375254866,0.0,0.0177409375,0.1045565,0.0177409375,0.0177688515625,0.008676963565512999,0.0,0.9063355542187499,0.0,0.9567070187106442,0.0,0.48909273061319325,0.47042706070851753
83,nonlinear_oscillator,159,branching,0,3,0.9223574859835423,0.45000000000000007,0.25625,0.0,0.4179572457950627,0.39200193154300544,0.0,0.04725,0.05548279999999999,0.04725000000000001,0.11531250000000001,0.019748479863816715,0.0,0.44629524000000004,0.0,0.9223574859835423,0.0,0.4179572457950627,0.357321994355721
44,nonlinear_oscillator,19,nonlinear_oscillator,0,0,0.9924935475991563,0.7311000000000001,0.08533922499999999,0.0,0.4610359092797469,0.25740320156984114,0.0,0.035959606782000005,0.0360310587,0.035959606782000005,0.0623915073975,0.016578670010081526,0.0,0.7310477615027503,0.0,0.9924935475991563,0.0,0.4610359092797469,0.43691544367633073
201,gray_scott,222,nonlinear_oscillator,3,0,0.8640059540730999,0.4404999999999999,0.284966685,0.0,0.40429512322192995,0.39282030701933485,0.0,0.05658070967999999,0.345321,0.056580709679999994,0.12552782474249996,0.022875304992059843,0.0,0.3133099021140399,0.0,0.8640059540730999,0.0,0.40429512322192995,0.316322195881814
481,kuramoto,141,gray_scott,3,3,0.9475214506285181,0.9373,0.033798144999999995,0.8148684475405256,0.7229365984507131,0.17164351078135603,0.8148684475405256,0.029836602249999997,0.818263215,0.02983660225,0.031679001308499995,0.021569971739941893,0.13986688116080906,0.19830773586942496,0.8148684475405256,0.9475214506285181,0.7637761958797347,0.7229365984507131,0.6894820856737833
225,branching,422,nonlinear_oscillator,0,0,0.9992315103094501,0.6667000000000001,0.16220444499999997,0.0,0.465550342092835,0.36636823325495993,0.0,0.07111022200000001,0.034499999999999996,0.07111022200000001,0.1081417034815,0.03310538817839745,0.0,0.6422919649926001,0.0,0.9992315103094501,0.0,0.465550342092835,0.42141476347897705
240,population,177,kuramoto,0,0,0.9960032829660149,0.7505,0.113062625,0.0,0.47151350988980445,0.31100202510613817,0.0,0.06149409375,0.0,0.06149409374999999,0.08485350006249999,0.02899529598155518,0.0,0.7043486826406249,0.0,0.9960032829660149,0.0,0.47151350988980445,0.4343730950992889
170,gray_scott,194,nonlinear_oscillator,3,0,0.9490593377592518,0.97,0.01648125,0.0,0.48201405132777553,0.1210050655643046,0.0,0.015550312499999998,0.20155599999999999,0.0155503125,0.0159868125,0.007495469127537949,0.0,0.789574483125,0.0,0.9490593377592518,0.0,0.48201405132777553,0.44412957444240553
432,nonlinear_oscillator,353,nonlinear_oscillator,0,0,0.9992194757762533,0.38040000000000007,0.33588007999999997,0.0,0.44302185873287603,0.48941769923520884,0.0,0.0547502112,0.028178760000000004,0.05475021120000001,0.12776878243200002,0.024255540331841532,0.0,0.3702922199635201,0.0,0.9992194757762533,0.0,0.44302185873287603,0.36250671089452985
375,kuramoto,466,kuramoto,0,3,0.9377143032557493,0.9264,0.13181968000000002,0.9377143032557493,0.7742725179534495,0.3387024063359767,0.9377143032557493,0.11960861568000002,0.18845647999999998,0.11960861568,0.12211775155200003,0.09260966403148005,0.3176060909683861,0.862619338493952,0.9377143032557493,0.9377143032557493,0.8686985305361262,0.7742725179534495,0.8762037986990053
