domain,sys_idx,process_regime,geometry_survival,identity_survival,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,geo_without_id,id_without_geo
branching,37,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,38,CH,1.0,0.3324,1.0,0.0,0.5295,0.0,False,False
branching,39,CG,1.0,0.3984,1.0,0.0,0.6497,0.24,False,False
branching,40,CG,1.0,0.371,1.0,0.0,0.5999,0.14,False,False
branching,41,CH,1.0,0.2827,1.0,0.0,0.331,0.0,False,False
branching,42,CL,0.9667,0.1933,0.9667,0.0,0.0,0.0,False,False
branching,43,CH,1.0,0.2819,1.0,0.0,0.3278,0.0,False,False
branching,44,CH,1.0,0.2997,1.0,0.0,0.3988,0.0,False,False
branching,45,CG,1.0,0.4046,1.0,0.0,0.6625,0.26,False,False
branching,46,CH,1.0,0.3164,1.0,0.0,0.4654,0.0,False,False
branching,47,CH,1.0,0.3329,1.0,0.0,0.5317,0.0,False,False
branching,48,CH,1.0,0.3156,1.0,0.0,0.4625,0.0,False,False
branching,49,CH,1.0,0.2996,1.0,0.0,0.3985,0.0,False,False
branching,50,CH,1.0,0.3151,1.0,0.0,0.4602,0.0,False,False
branching,51,CH,1.0,0.2988,1.0,0.0,0.3952,0.0,False,False
branching,52,CH,1.0,0.2996,1.0,0.0,0.3986,0.0,False,False
branching,53,CH,1.0,0.3156,1.0,0.0,0.4625,0.0,False,False
branching,54,CH,1.0,0.2989,1.0,0.0,0.3955,0.0,False,False
branching,55,CG,1.0,0.8485,1.0,1.0,0.4,1.0,False,False
branching,56,CL,0.7,0.14,0.7,0.0,0.0,0.0,False,False
branching,57,CH,1.0,0.316,1.0,0.0,0.4639,0.0,False,False
branching,58,CL,0.5,0.2,0.5,0.0,0.4,0.0,False,False
branching,59,CG,1.0,0.4113,1.0,0.0,0.6651,0.3,False,False
branching,60,CH,1.0,0.3164,1.0,0.0,0.4654,0.0,False,False
branching,61,CG,1.0,0.3888,1.0,0.14,0.5201,0.02,False,False
branching,62,CG,1.0,0.7292,1.0,0.9,0.5984,0.14,False,False
branching,63,CH,1.0,0.2997,1.0,0.0,0.3987,0.0,False,False
branching,64,CH,1.0,0.315,1.0,0.0,0.4601,0.0,False,False
branching,65,CH,1.0,0.2988,1.0,0.0,0.3953,0.0,False,False
branching,66,CH,1.0,0.3164,1.0,0.0,0.4655,0.0,False,False
branching,67,CG,1.0,0.7311,1.0,0.85,0.5786,0.32,False,False
branching,68,CH,1.0,0.2993,1.0,0.0,0.3972,0.0,False,False
branching,69,CH,1.0,0.2828,1.0,0.0,0.3313,0.0,False,False
branching,70,CG,1.0,0.4698,1.0,0.34,0.5134,0.04,False,False
branching,71,CH,1.0,0.3324,1.0,0.0,0.5297,0.0,False,False
branching,72,CG,1.0,0.8652,1.0,1.0,0.4667,1.0,False,False
branching,73,CG,1.0,0.45,1.0,0.0,0.4,1.0,False,False
branching,74,CL,0.9667,0.1933,0.9667,0.0,0.0,0.0,False,False
branching,75,CH,0.7333,0.2686,0.7333,0.0,0.4878,0.0,False,True
branching,76,CG,1.0,0.7329,1.0,0.9,0.5893,0.18,False,False
branching,77,CH,1.0,0.2828,1.0,0.0,0.3311,0.0,False,False
branching,78,CH,1.0,0.2999,1.0,0.0,0.3996,0.0,False,False
branching,79,CH,1.0,0.3319,1.0,0.0,0.5276,0.0,False,False
branching,80,CH,1.0,0.3161,1.0,0.0,0.4644,0.0,False,False
branching,81,CH,1.0,0.3165,1.0,0.0,0.466,0.0,False,False
branching,82,CH,0.9667,0.2546,0.9667,0.0,0.2449,0.0,False,True
branching,83,CH,1.0,0.3159,1.0,0.0,0.4636,0.0,False,False
branching,84,CH,1.0,0.3325,1.0,0.0,0.5302,0.0,False,False
branching,85,CG,1.0,0.8485,1.0,1.0,0.4,1.0,False,False
branching,86,CL,0.7,0.14,0.7,0.0,0.0,0.0,False,False
branching,87,CH,1.0,0.3139,1.0,0.0,0.4556,0.0,False,False
branching,88,CH,1.0,0.3314,1.0,0.0,0.5254,0.0,False,False
branching,89,CH,1.0,0.2985,1.0,0.0,0.394,0.0,False,False
branching,90,CH,1.0,0.3318,1.0,0.0,0.5272,0.0,False,False
branching,91,CH,1.0,0.2808,1.0,0.0,0.3233,0.0,False,False
branching,92,CH,1.0,0.3156,1.0,0.0,0.4622,0.0,False,False
branching,93,CH,1.0,0.3316,1.0,0.0,0.5264,0.0,False,False
branching,94,CH,1.0,0.2992,1.0,0.0,0.3968,0.0,False,False
branching,95,CH,1.0,0.299,1.0,0.0,0.3959,0.0,False,False
branching,96,CG,1.0,0.55,1.0,0.0,0.8,1.0,False,False
branching,97,CH,1.0,0.3162,1.0,0.0,0.4648,0.0,False,False
branching,98,CH,1.0,0.2958,1.0,0.0,0.3833,0.0,False,False
branching,99,CG,1.0,0.416,1.0,0.0,0.6602,0.34,False,False
branching,100,CH,1.0,0.3152,1.0,0.0,0.4609,0.0,False,False
branching,101,CH,1.0,0.2997,1.0,0.0,0.399,0.0,False,False
branching,102,CH,1.0,0.2996,1.0,0.0,0.3984,0.0,False,False
branching,103,CH,1.0,0.3165,1.0,0.0,0.466,0.0,False,False
branching,104,CG,1.0,0.8485,1.0,1.0,0.4,1.0,False,False
branching,105,CG,1.0,0.4012,1.0,0.0,0.6486,0.26,False,False
branching,106,CH,1.0,0.2823,1.0,0.0,0.3294,0.0,False,False
branching,107,CH,1.0,0.2828,1.0,0.0,0.331,0.0,False,False
branching,108,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,109,CH,0.9667,0.2369,0.9667,0.0,0.1744,0.0,False,False
branching,110,CH,1.0,0.3488,1.0,0.0,0.5953,0.0,False,False
branching,111,CH,1.0,0.2823,1.0,0.0,0.3291,0.0,False,False
branching,112,CH,1.0,0.3155,1.0,0.0,0.4622,0.0,False,False
branching,113,CG,1.0,0.4617,1.0,0.0,0.8667,0.3,False,False
branching,114,CG,1.0,0.8433,1.0,1.0,0.9333,0.12,False,False
branching,115,CH,1.0,0.3158,1.0,0.0,0.463,0.0,False,False
branching,116,CH,1.0,0.2993,1.0,0.0,0.3972,0.0,False,False
branching,117,CH,1.0,0.2994,1.0,0.0,0.3976,0.0,False,False
branching,118,CH,1.0,0.3149,1.0,0.0,0.4597,0.0,False,False
branching,119,CH,1.0,0.2826,1.0,0.0,0.3305,0.0,False,False
branching,120,CH,1.0,0.3159,1.0,0.0,0.4635,0.0,False,False
branching,121,CH,1.0,0.3153,1.0,0.0,0.4612,0.0,False,False
branching,122,CG,1.0,0.3814,1.0,0.12,0.5226,0.02,False,False
branching,123,CG,1.0,0.7348,1.0,0.9,0.5859,0.2,False,False
branching,124,CH,1.0,0.2976,1.0,0.0,0.3906,0.0,False,False
branching,125,CH,0.6667,0.225,0.6667,0.0,0.3667,0.0,False,False
branching,126,CH,1.0,0.3326,1.0,0.0,0.5304,0.0,False,False
branching,127,CH,1.0,0.2826,1.0,0.0,0.3305,0.0,False,False
branching,128,CG,0.8333,0.7472,0.8333,1.0,0.7392,0.02,False,True
branching,129,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,130,CH,0.9667,0.2313,0.9667,0.0,0.1518,0.0,False,False
branching,131,CG,1.0,0.4919,1.0,0.375,0.5099,0.1,False,False
branching,132,CH,1.0,0.2827,1.0,0.0,0.3308,0.0,False,False
branching,133,CH,1.0,0.2832,1.0,0.0,0.3326,0.0,False,False
branching,134,CH,1.0,0.2998,1.0,0.0,0.3992,0.0,False,False
branching,135,CG,1.0,0.6537,1.0,0.7,0.5914,0.18,False,False
branching,136,CH,1.0,0.3162,1.0,0.0,0.4648,0.0,False,False
branching,137,CH,1.0,0.2991,1.0,0.0,0.3963,0.0,False,False
branching,138,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,139,CH,1.0,0.3163,1.0,0.0,0.4652,0.0,False,False
branching,140,CG,1.0,0.3909,1.0,0.0,0.6195,0.24,False,False
branching,141,CG,1.0,0.4667,1.0,0.0,0.4667,1.0,False,False
branching,142,CG,1.0,0.404,1.0,0.0,0.6601,0.26,False,False
branching,143,CH,1.0,0.2994,1.0,0.0,0.3975,0.0,False,False
branching,144,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,145,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,146,CH,1.0,0.2997,1.0,0.0,0.3987,0.0,False,False
branching,147,CH,1.0,0.333,1.0,0.0,0.5318,0.0,False,False
branching,148,CH,1.0,0.3155,1.0,0.0,0.462,0.0,False,False
branching,149,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,150,CH,1.0,0.3166,1.0,0.0,0.4666,0.0,False,False
branching,151,CH,0.9667,0.2351,0.9667,0.0,0.167,0.0,False,False
branching,152,CH,1.0,0.3166,1.0,0.0,0.4662,0.0,False,False
branching,153,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,154,CH,1.0,0.2821,1.0,0.0,0.3285,0.0,False,False
branching,155,CH,0.6667,0.1654,0.6667,0.0,0.1284,0.0,False,False
branching,156,CH,1.0,0.2833,1.0,0.0,0.3332,0.0,False,False
branching,157,CH,1.0,0.2998,1.0,0.0,0.3992,0.0,False,False
branching,158,CH,1.0,0.2995,1.0,0.0,0.3979,0.0,False,False
branching,159,CG,0.8,0.6907,0.8,1.0,0.4783,0.1,False,True
branching,160,CH,1.0,0.3162,1.0,0.0,0.4647,0.0,False,False
branching,161,CH,1.0,0.3158,1.0,0.0,0.4631,0.0,False,False
branching,162,CH,1.0,0.316,1.0,0.0,0.4638,0.0,False,False
branching,163,CH,1.0,0.283,1.0,0.0,0.3318,0.0,False,False
branching,164,CH,1.0,0.2989,1.0,0.0,0.3955,0.0,False,False
branching,165,CH,1.0,0.2988,1.0,0.0,0.3951,0.0,False,False
branching,166,CH,1.0,0.3161,1.0,0.0,0.4643,0.0,False,False
branching,167,CH,1.0,0.2828,1.0,0.0,0.3313,0.0,False,False
branching,168,CH,1.0,0.2819,1.0,0.0,0.3278,0.0,False,False
branching,169,CH,1.0,0.3165,1.0,0.0,0.4662,0.0,False,False
branching,170,CH,1.0,0.2995,1.0,0.0,0.3981,0.0,False,False
branching,171,CH,1.0,0.3159,1.0,0.0,0.4638,0.0,False,False
branching,172,CH,1.0,0.3157,1.0,0.0,0.4627,0.0,False,False
branching,173,CG,1.0,0.5,1.0,0.0,0.6,1.0,False,False
branching,174,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,175,CG,0.4,0.2406,0.4,0.0,0.5226,0.2,False,True
branching,176,CH,1.0,0.283,1.0,0.0,0.3321,0.0,False,False
branching,177,CG,1.0,0.3833,1.0,0.0,0.1333,1.0,False,False
branching,178,CH,1.0,0.2992,1.0,0.0,0.3967,0.0,False,False
branching,179,CL,0.8333,0.1667,0.8333,0.0,0.0,0.0,False,False
branching,180,CH,1.0,0.3325,1.0,0.0,0.53,0.0,False,False
branching,181,CG,1.0,0.45,1.0,0.0,0.4,1.0,False,False
branching,182,CH,1.0,0.2975,1.0,0.0,0.39,0.0,False,False
branching,183,CH,1.0,0.2827,1.0,0.0,0.3308,0.0,False,False
branching,184,CH,1.0,0.299,1.0,0.0,0.3961,0.0,False,False
branching,185,CH,1.0,0.3301,1.0,0.0,0.5204,0.0,False,False
branching,186,CG,1.0,0.7386,1.0,0.9,0.5999,0.2,False,False
branching,187,CH,1.0,0.2996,1.0,0.0,0.3983,0.0,False,False
branching,188,CH,1.0,0.2832,1.0,0.0,0.3326,0.0,False,False
branching,189,CH,1.0,0.2833,1.0,0.0,0.3331,0.0,False,False
branching,190,CG,1.0,0.7802,1.0,1.0,0.5954,0.22,False,False
branching,191,CH,1.0,0.2978,1.0,0.0,0.3913,0.0,False,False
branching,192,CH,1.0,0.3159,1.0,0.0,0.4634,0.0,False,False
branching,193,CH,1.0,0.2832,1.0,0.0,0.3327,0.0,False,False
branching,194,CH,1.0,0.299,1.0,0.0,0.3962,0.0,False,False
branching,195,CH,1.0,0.3327,1.0,0.0,0.531,0.0,False,False
branching,196,CG,1.0,0.6826,1.0,0.5,0.5333,1.0,False,False
branching,197,CH,1.0,0.2831,1.0,0.0,0.3325,0.0,False,False
branching,198,CH,1.0,0.2822,1.0,0.0,0.329,0.0,False,False
branching,199,CH,1.0,0.2819,1.0,0.0,0.3276,0.0,False,False
branching,200,CH,0.9667,0.1947,0.9667,0.0,0.0053,0.0,False,False
branching,201,CH,1.0,0.3315,1.0,0.0,0.5261,0.0,False,False
branching,202,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,203,CH,1.0,0.3162,1.0,0.0,0.4649,0.0,False,False
branching,204,CH,1.0,0.2999,1.0,0.0,0.3994,0.0,False,False
branching,205,CH,1.0,0.3326,1.0,0.0,0.5304,0.0,False,False
branching,206,CH,1.0,0.3156,1.0,0.0,0.4624,0.0,False,False
branching,207,CH,1.0,0.3159,1.0,0.0,0.4638,0.0,False,False
branching,208,CH,1.0,0.3329,1.0,0.0,0.5317,0.0,False,False
branching,209,CL,0.6667,0.1333,0.6667,0.0,0.0,0.0,False,False
branching,210,CH,1.0,0.316,1.0,0.0,0.4641,0.0,False,False
branching,211,CG,1.0,0.4143,1.0,0.0,0.6654,0.32,False,False
branching,212,CH,1.0,0.3779,1.0,0.0,0.7117,0.0,False,False
branching,213,CH,1.0,0.2971,1.0,0.0,0.3884,0.0,False,False
branching,214,CH,1.0,0.3159,1.0,0.0,0.4635,0.0,False,False
branching,215,CH,1.0,0.2986,1.0,0.0,0.3946,0.0,False,False
branching,216,CL,0.9667,0.1933,0.9667,0.0,0.0,0.0,False,False
branching,217,CH,1.0,0.2999,1.0,0.0,0.3994,0.0,False,False
branching,218,CH,1.0,0.2818,1.0,0.0,0.3272,0.0,False,False
branching,219,CH,1.0,0.2987,1.0,0.0,0.3949,0.0,False,False
branching,220,CG,1.0,0.4833,1.0,0.0,0.5333,1.0,False,False
branching,221,CH,1.0,0.3155,1.0,0.0,0.4621,0.0,False,False
branching,222,CH,1.0,0.2995,1.0,0.0,0.3979,0.0,False,False
branching,223,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,224,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,225,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,226,CH,1.0,0.3156,1.0,0.0,0.4623,0.0,False,False
branching,227,CH,1.0,0.3161,1.0,0.0,0.4643,0.0,False,False
branching,228,CH,1.0,0.2831,1.0,0.0,0.3323,0.0,False,False
branching,229,CL,0.9667,0.1933,0.9667,0.0,0.0,0.0,False,False
branching,230,CH,1.0,0.3144,1.0,0.0,0.4574,0.0,False,False
branching,231,CG,1.0,0.8485,1.0,1.0,0.4,1.0,False,False
branching,232,CH,1.0,0.2818,1.0,0.0,0.3274,0.0,False,False
branching,233,CH,1.0,0.2984,1.0,0.0,0.3934,0.0,False,False
branching,234,CG,1.0,0.6801,1.0,0.8,0.5977,0.08,False,False
branching,235,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,236,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,237,CH,1.0,0.2833,1.0,0.0,0.3333,0.0,False,False
branching,238,CH,1.0,0.3144,1.0,0.0,0.4575,0.0,False,False
branching,239,CH,1.0,0.2825,1.0,0.0,0.3298,0.0,False,False
branching,240,CH,1.0,0.2996,1.0,0.0,0.3986,0.0,False,False
branching,241,CL,0.9667,0.1933,0.9667,0.0,0.0,0.0,False,False
branching,242,CG,1.0,0.7969,1.0,1.0,0.6435,0.26,False,False
branching,243,CH,1.0,0.3314,1.0,0.0,0.5255,0.0,False,False
branching,244,CG,1.0,0.45,1.0,0.0,0.4,1.0,False,False
branching,245,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,246,CG,1.0,0.4112,1.0,0.0,0.665,0.3,False,False
branching,247,CH,1.0,0.316,1.0,0.0,0.4639,0.0,False,False
branching,248,CG,1.0,0.5682,1.0,0.5,0.5919,0.14,False,False
branching,249,CH,1.0,0.3148,1.0,0.0,0.4594,0.0,False,False
branching,250,CG,1.0,0.45,1.0,0.0,0.4,1.0,False,False
branching,251,CL,0.9333,0.1867,0.9333,0.0,0.0,0.0,False,False
branching,252,CH,1.0,0.2996,1.0,0.0,0.3985,0.0,False,False
branching,253,CG,1.0,0.7073,1.0,0.85,0.5797,0.16,False,False
branching,254,CG,1.0,0.8452,1.0,1.0,0.8667,0.24,False,False
branching,255,CH,1.0,0.3954,1.0,0.0,0.7817,0.0,False,False
branching,256,CH,1.0,0.2999,1.0,0.0,0.3997,0.0,False,False
branching,257,CG,1.0,0.764,1.0,1.0,0.5901,0.12,False,False
branching,258,CH,1.0,0.2824,1.0,0.0,0.3298,0.0,False,False
branching,259,CH,1.0,0.2975,1.0,0.0,0.3902,0.0,False,False
branching,260,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,261,CG,1.0,0.5,1.0,0.0,0.6,1.0,False,False
branching,262,CH,1.0,0.2833,1.0,0.0,0.3331,0.0,False,False
branching,263,CH,1.0,0.3161,1.0,0.0,0.4643,0.0,False,False
branching,264,CH,1.0,0.3326,1.0,0.0,0.5305,0.0,False,False
branching,265,CH,1.0,0.2999,1.0,0.0,0.3996,0.0,False,False
branching,266,CL,0.9333,0.1867,0.9333,0.0,0.0,0.0,False,False
branching,267,CH,1.0,0.2978,1.0,0.0,0.3913,0.0,False,False
branching,268,CH,1.0,0.333,1.0,0.0,0.5319,0.0,False,False
branching,269,CH,1.0,0.2995,1.0,0.0,0.3979,0.0,False,False
branching,270,CH,1.0,0.3,1.0,0.0,0.3998,0.0,False,False
branching,271,CH,1.0,0.2995,1.0,0.0,0.3981,0.0,False,False
branching,272,CG,1.0,0.7914,1.0,1.0,0.6567,0.2,False,False
branching,273,CH,1.0,0.2995,1.0,0.0,0.398,0.0,False,False
branching,274,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,275,CH,1.0,0.2999,1.0,0.0,0.3996,0.0,False,False
branching,276,CH,1.0,0.3152,1.0,0.0,0.4608,0.0,False,False
branching,277,CH,0.7,0.2362,0.7,0.0,0.3846,0.0,False,False
branching,278,CL,0.7,0.14,0.7,0.0,0.0,0.0,False,False
branching,279,CH,1.0,0.3153,1.0,0.0,0.4611,0.0,False,False
branching,280,CH,1.0,0.3489,1.0,0.0,0.5955,0.0,False,False
branching,281,CH,1.0,0.3166,1.0,0.0,0.4664,0.0,False,False
branching,282,CH,1.0,0.2996,1.0,0.0,0.3985,0.0,False,False
branching,283,CH,1.0,0.2819,1.0,0.0,0.3277,0.0,False,False
branching,284,CH,1.0,0.2814,1.0,0.0,0.3255,0.0,False,False
branching,285,CH,1.0,0.3331,1.0,0.0,0.5324,0.0,False,False
branching,286,CH,1.0,0.2831,1.0,0.0,0.3325,0.0,False,False
branching,287,CH,1.0,0.2993,1.0,0.0,0.3972,0.0,False,False
branching,288,CH,1.0,0.3145,1.0,0.0,0.4579,0.0,False,False
branching,289,CH,1.0,0.2827,1.0,0.0,0.3309,0.0,False,False
branching,290,CH,1.0,0.3,1.0,0.0,0.3999,0.0,False,False
branching,291,CH,1.0,0.2825,1.0,0.0,0.3301,0.0,False,False
branching,292,CH,1.0,0.2991,1.0,0.0,0.3962,0.0,False,False
branching,293,CH,1.0,0.2994,1.0,0.0,0.3977,0.0,False,False
branching,294,CH,1.0,0.2812,1.0,0.0,0.3248,0.0,False,False
branching,295,CH,1.0,0.2984,1.0,0.0,0.3938,0.0,False,False
branching,296,CG,1.0,0.4,1.0,0.0,0.2,1.0,False,False
branching,297,CH,1.0,0.2999,1.0,0.0,0.3996,0.0,False,False
branching,298,CH,1.0,0.2973,1.0,0.0,0.389,0.0,False,False
branching,299,CH,1.0,0.3162,1.0,0.0,0.4649,0.0,False,False
branching,300,CH,1.0,0.2986,1.0,0.0,0.3942,0.0,False,False
branching,301,CH,1.0,0.3152,1.0,0.0,0.4607,0.0,False,False
branching,302,CH,1.0,0.3161,1.0,0.0,0.4644,0.0,False,False
branching,303,CH,1.0,0.298,1.0,0.0,0.3918,0.0,False,False
branching,304,CH,1.0,0.2998,1.0,0.0,0.3993,0.0,False,False
branching,305,CH,1.0,0.3164,1.0,0.0,0.4657,0.0,False,False
branching,306,CH,1.0,0.3167,1.0,0.0,0.4666,0.0,False,False
branching,307,CH,1.0,0.2821,1.0,0.0,0.3283,0.0,False,False
branching,308,CH,1.0,0.2819,1.0,0.0,0.3276,0.0,False,False
branching,309,CH,1.0,0.2988,1.0,0.0,0.3951,0.0,False,False
branching,310,CH,1.0,0.281,1.0,0.0,0.324,0.0,False,False
branching,311,CL,0.7333,0.1467,0.7333,0.0,0.0,0.0,False,False
branching,312,CH,1.0,0.2999,1.0,0.0,0.3995,0.0,False,False
branching,313,CH,1.0,0.2831,1.0,0.0,0.3322,0.0,False,False
branching,314,CG,1.0,0.45,1.0,0.0,0.4,1.0,False,False
branching,315,CH,1.0,0.3164,1.0,0.0,0.4658,0.0,False,False
branching,316,CH,1.0,0.3164,1.0,0.0,0.4656,0.0,False,False
branching,317,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,318,CH,0.9667,0.2236,0.9667,0.0,0.121,0.0,False,False
branching,319,CH,1.0,0.3148,1.0,0.0,0.4591,0.0,False,False
branching,320,CG,1.0,0.7733,1.0,1.0,0.5935,0.18,False,False
branching,321,CH,1.0,0.2994,1.0,0.0,0.3976,0.0,False,False
branching,322,CG,1.0,0.4014,1.0,0.0,0.6615,0.24,False,False
branching,323,CG,1.0,0.5541,1.0,0.5,0.5956,0.04,False,False
branching,324,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,325,CH,1.0,0.2828,1.0,0.0,0.3314,0.0,False,False
branching,326,CG,1.0,0.4833,1.0,0.0,0.5333,1.0,False,False
branching,327,CG,1.0,0.8485,1.0,1.0,0.4,1.0,False,False
branching,328,CH,1.0,0.2815,1.0,0.0,0.326,0.0,False,False
branching,329,CH,1.0,0.3329,1.0,0.0,0.5317,0.0,False,False
branching,330,CH,1.0,0.2998,1.0,0.0,0.3992,0.0,False,False
branching,331,CH,1.0,0.2982,1.0,0.0,0.3927,0.0,False,False
branching,332,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,333,CG,1.0,0.3866,1.0,0.0,0.6504,0.16,False,False
branching,334,CG,1.0,0.4096,1.0,0.0,0.6585,0.3,False,False
branching,335,CL,0.7,0.14,0.7,0.0,0.0,0.0,False,False
branching,336,CH,1.0,0.2995,1.0,0.0,0.3981,0.0,False,False
branching,337,CH,1.0,0.3328,1.0,0.0,0.5313,0.0,False,False
branching,338,CH,1.0,0.2826,1.0,0.0,0.3303,0.0,False,False
branching,339,CH,1.0,0.2993,1.0,0.0,0.3971,0.0,False,False
branching,340,CH,1.0,0.3321,1.0,0.0,0.5282,0.0,False,False
branching,341,CH,1.0,0.2995,1.0,0.0,0.3978,0.0,False,False
branching,342,CG,1.0,0.7066,1.0,0.85,0.5997,0.12,False,False
branching,343,CH,1.0,0.2994,1.0,0.0,0.3976,0.0,False,False
branching,344,CH,1.0,0.2832,1.0,0.0,0.3329,0.0,False,False
branching,345,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
branching,346,CH,1.0,0.2825,1.0,0.0,0.3298,0.0,False,False
branching,347,CH,1.0,0.316,1.0,0.0,0.4639,0.0,False,False
branching,348,CL,1.0,0.2,1.0,0.0,0.0,0.0,False,False
branching,349,CH,1.0,0.299,1.0,0.0,0.396,0.0,False,False
branching,350,CH,1.0,0.2979,1.0,0.0,0.3917,0.0,False,False
branching,351,CH,1.0,0.2996,1.0,0.0,0.3982,0.0,False,False
branching,352,CG,1.0,0.7987,1.0,1.0,0.7989,0.02,False,False
branching,353,CG,1.0,0.3672,1.0,0.08,0.5294,0.02,False,False
branching,354,CH,0.6,0.2419,0.6,0.0,0.4874,0.0,False,True
branching,355,CG,1.0,0.4667,1.0,0.0,0.4667,1.0,False,False
branching,356,CG,1.0,0.4333,1.0,0.0,0.3333,1.0,False,False
branching,357,CH,1.0,0.2833,1.0,0.0,0.3333,0.0,False,False
branching,358,CH,1.0,0.2994,1.0,0.0,0.3976,0.0,False,False
branching,359,CH,1.0,0.333,1.0,0.0,0.532,0.0,False,False
branching,360,CH,1.0,0.2999,1.0,0.0,0.3996,0.0,False,False
branching,361,CH,1.0,0.3311,1.0,0.0,0.5245,0.0,False,False
branching,362,CH,1.0,0.3468,1.0,0.0,0.5874,0.0,False,False
branching,363,CL,0.8,0.16,0.8,0.0,0.0,0.0,False,False
branching,364,CH,1.0,0.2999,1.0,0.0,0.3995,0.0,False,False
branching,365,CG,1.0,0.4167,1.0,0.0,0.2667,1.0,False,False
