domain,sys_idx,half_life,initial_identity
branching,67,100,0.6967977417169471
branching,68,100,0.2954089134668835
branching,69,100,0.30250584000462194
branching,70,100,0.4914274656084446
branching,71,100,0.3133866547884388
branching,72,100,0.8991352625323256
branching,73,100,0.41857128529146576
branching,74,100,0.17874992289471908
branching,75,100,0.27244803269565016
branching,76,100,0.7222061868442015
branching,77,100,0.3037274135118326
branching,78,100,0.29892515311184703
branching,79,100,0.3230449414185772
branching,80,100,0.3370333103943084
branching,81,100,0.32137028672111617
branching,82,100,0.25510166309746163
branching,83,100,0.31991805264700574
branching,84,100,0.3414188141482017
branching,85,100,0.8107040418936449
branching,86,69,0.14122316878366797
branching,87,100,0.3225371096490901
branching,88,100,0.33013537118632486
branching,89,100,0.3066423375749057
branching,90,100,0.3374811649374885
branching,91,100,0.2867882631485749
branching,92,100,0.3251576770419537
branching,93,100,0.34093250432058514
branching,94,100,0.32535626358962694
branching,95,100,0.298028719654246
branching,96,100,0.5714900775390217
branching,97,100,0.3080926699555843
branching,98,100,0.2920687819240495
branching,99,100,0.412632724295995
branching,100,100,0.3209865032253153
branching,101,100,0.2804318037091155
branching,102,100,0.32988238436911305
branching,103,100,0.2923169617675479
branching,104,100,0.84967187889173
branching,105,100,0.3921036341304971
branching,106,100,0.2797965395347086
branching,107,100,0.263744123061672
branching,108,100,0.4378142149837646
branching,109,100,0.24738179000992364
branching,110,100,0.3170516175627231
branching,111,100,0.2982851125734487
branching,112,100,0.31091975565068874
branching,113,100,0.45965148227674085
branching,114,100,0.8742891088068557
branching,115,100,0.3182938561940217
branching,116,100,0.28601856515379304
branching,117,100,0.29371552095440695
branching,118,100,0.2988278770787138
branching,119,100,0.2897481690756224
branching,120,100,0.28972054060195196
branching,121,100,0.2903686260616756
branching,122,100,0.3796189899475788
branching,123,100,0.7610128183917326
branching,124,100,0.31102850518829234
branching,125,82,0.23495011518040723
branching,126,100,0.32501841917401864
branching,127,100,0.2603173997775816
branching,128,100,0.7354726596980156
branching,129,100,0.36029779667131206
branching,130,100,0.21659309078036793
branching,131,100,0.5033358528964986
branching,132,100,0.2933932034108759
branching,133,100,0.2970748142340937
branching,134,100,0.32423675414226233
branching,135,100,0.6195338069862852
branching,136,100,0.3125811220775525
branching,137,100,0.2770653346159378
branching,138,100,0.3772980168199016
branching,139,100,0.3175179188205454
branching,140,100,0.3794479793991988
branching,141,100,0.4575253537010328
branching,142,100,0.3918183198671961
branching,143,100,0.3447662852668068
branching,144,100,0.3991211559796541
branching,145,100,0.4315236915946588
branching,146,100,0.3020010872765254
branching,147,100,0.3304337816428554
branching,148,100,0.32288786391503393
branching,149,100,0.4190168424671855
branching,150,100,0.33066293171104233
branching,151,100,0.28191150269881443
branching,152,100,0.31435888412901525
branching,153,100,0.4453344769250921
branching,154,100,0.2819823944379426
branching,155,69,0.1451454264171843
branching,156,100,0.29472840809074413
branching,157,100,0.3404265730722296
branching,158,100,0.2972765548425595
branching,159,100,0.7007337171386684
branching,160,100,0.31977177132112605
branching,161,100,0.3470266740960519
branching,162,100,0.30607326267823365
branching,163,100,0.2681866033589504
branching,164,100,0.2886014811050877
branching,165,100,0.3063002829905183
branching,166,100,0.28862532525694534
branching,167,100,0.29922216972114374
branching,168,100,0.3039212727746972
branching,169,100,0.3216330480279464
branching,170,100,0.31200489151328253
branching,171,100,0.33796771231980627
branching,172,100,0.32083692990353824
branching,173,100,0.5100120368868702
branching,174,100,0.3797946093684858
branching,175,50,0.23992947132326725
branching,176,100,0.29186208241079636
branching,177,100,0.4076536007154867
branching,178,100,0.3170749737772974
branching,179,100,0.16558577014155978
branching,180,100,0.3174574188571205
branching,181,100,0.4290033066544134
branching,182,100,0.29889881992598044
branching,183,100,0.27585129539520076
branching,184,100,0.33045259994142767
branching,185,100,0.3396003988558922
branching,186,100,0.6936646076546218
branching,187,100,0.3022930801681451
branching,188,100,0.29396237008452103
branching,189,100,0.27435797583408233
branching,190,100,0.8026993824394737
branching,191,100,0.26653832118860554
branching,192,100,0.3137064995661345
branching,193,100,0.2896045936763182
branching,194,100,0.31064208229897644
branching,195,100,0.32616091072318265
branching,196,100,0.6583666962650141
branching,197,100,0.28901002267443476
branching,198,100,0.25042252025459527
branching,199,100,0.25802244006449315
branching,200,100,0.19490645693680575
branching,201,100,0.3390753968643464
branching,202,100,0.40443902650883795
branching,203,100,0.3153705165823476
branching,204,100,0.2741628885370523
branching,205,100,0.31048886180640184
branching,206,100,0.3238411617419636
branching,207,100,0.3235996901602355
branching,208,100,0.3072773786946199
branching,209,40,0.14822849571468155
branching,210,100,0.3400584158605565
branching,211,100,0.42369683720350754
branching,212,100,0.402938880878534
branching,213,100,0.3106671290116661
branching,214,100,0.27164819365099224
branching,215,100,0.278040334411052
branching,216,100,0.18509286601884742
branching,217,100,0.28162764760898135
branching,218,100,0.29010545892545314
branching,219,100,0.26059918874434584
branching,220,100,0.4698242560103997
branching,221,100,0.29677792558339205
branching,222,100,0.2996113834671866
branching,223,100,0.43817665836745523
branching,224,100,0.3973640530035732
branching,225,100,0.40965808543931925
branching,226,100,0.3140650574203421
branching,227,100,0.3170754875811577
branching,228,100,0.2885895774845566
branching,229,100,0.18015582835642324
branching,230,100,0.33821383923630527
branching,231,100,0.8430772216819719
branching,232,100,0.26244096641543446
branching,233,100,0.254233968794361
branching,234,100,0.6454701632330447
branching,235,100,0.4518291936237109
branching,236,100,0.4642562379112101
branching,237,100,0.25915867132257103
branching,238,100,0.3138141717224218
branching,239,100,0.30298826469627693
branching,240,100,0.29150515945983463
branching,241,100,0.20079004843396
branching,242,100,0.7586583723559311
branching,243,100,0.3346538694787226
branching,244,100,0.4533092053193539
branching,245,100,0.44204435768754663
branching,246,100,0.39002758809601157
branching,247,100,0.3283072597575287
branching,248,100,0.569313404504109
branching,249,100,0.3406781113011741
branching,250,100,0.447635365373136
branching,251,100,0.2051942583377495
branching,252,100,0.3046975008061108
branching,253,100,0.732014540990854
branching,254,100,0.8371393055817856
branching,255,100,0.38392927298421625
branching,256,100,0.29128438936154954
branching,257,100,0.7266515427099808
branching,258,100,0.2974158250773205
branching,259,100,0.3151454617113843
branching,260,100,0.467858135829228
branching,261,100,0.5069171307047767
branching,262,100,0.2706930382676993
branching,263,100,0.34190068390820266
branching,264,100,0.3109734953347711
branching,265,100,0.32167389987442774
branching,266,100,0.2032065290857688
branching,267,100,0.2849536820065242
branching,268,100,0.3609960413324411
branching,269,100,0.32729634808277686
branching,270,100,0.29898322770099006
branching,271,100,0.296925528201456
branching,272,100,0.789628098386923
branching,273,100,0.2867077575300115
branching,274,100,0.45028998563781913
branching,275,100,0.3167996471390052
branching,276,100,0.333624487636678
branching,277,100,0.20981791881421102
branching,278,92,0.13570199568932936
branching,279,100,0.3321536865311547
branching,280,100,0.35609636035888664
branching,281,100,0.30661613650358294
branching,282,100,0.2731989360751426
branching,283,100,0.30287904529873927
branching,284,100,0.2522499441739014
branching,285,100,0.3514292184710971
branching,286,100,0.2711784070282119
branching,287,100,0.2901802700989131
branching,288,100,0.3186369473572562
branching,289,100,0.3001773872732574
branching,290,100,0.28209854467009005
branching,291,100,0.2736611873202801
branching,292,100,0.3049976543862673
branching,293,100,0.293740436656878
branching,294,100,0.2435075923234766
branching,295,100,0.29800809521512744
branching,296,100,0.39643309066621446
branching,297,100,0.29407458335335906
branching,298,100,0.2988833799392408
branching,299,100,0.3393732897103659
branching,300,100,0.30051737429751085
branching,301,100,0.3218464599756511
branching,302,100,0.3602700444769207
branching,303,100,0.3230567832600846
branching,304,100,0.26699854744142837
branching,305,100,0.2653501620292001
branching,306,100,0.31359375915302234
branching,307,100,0.27142037160170707
branching,308,100,0.24452901155658666
branching,309,100,0.29739195125563694
branching,310,100,0.2971048422744616
branching,311,65,0.15474426550735004
branching,312,100,0.3133536107085948
branching,313,100,0.26931600102470155
branching,314,100,0.4671617583611596
branching,315,100,0.3114756048398449
branching,316,100,0.30901758475769575
branching,317,100,0.4586489433624248
branching,318,100,0.20165770187265594
branching,319,100,0.310460746436683
branching,320,100,0.7653942269868381
branching,321,100,0.30951726023581627
branching,322,100,0.37040960518436084
branching,323,100,0.5409078386329508
branching,324,100,0.42742376700083134
branching,325,100,0.3207544703430528
branching,326,100,0.46955507043529565
branching,327,100,0.8138558969633811
branching,328,100,0.2628100834766354
branching,329,100,0.340051150760072
branching,330,100,0.30729911724393455
branching,331,100,0.3009920396087036
branching,332,100,0.4282908036883387
branching,333,100,0.37195417272110776
branching,334,100,0.41205428669666594
branching,335,43,0.16327669373201648
branching,336,100,0.33311331044443004
branching,337,100,0.3442869078963096
branching,338,100,0.26545092746493226
branching,339,100,0.2541914478840345
branching,340,100,0.32029483642126905
branching,341,100,0.33554226524558456
branching,342,100,0.706587844412027
branching,343,100,0.31292313278256917
branching,344,100,0.2967781649246405
branching,345,100,0.3979540253281314
branching,346,100,0.264245063367657
branching,347,100,0.28247926914167204
branching,348,100,0.18854630751585366
branching,349,100,0.33757403628042343
branching,350,100,0.2673454020972362
branching,351,100,0.35052337767578157
branching,352,100,0.7973904159442111
branching,353,100,0.3795084791101766
branching,354,90,0.21814111145289622
branching,355,100,0.4970313251833933
branching,356,100,0.412461140942568
branching,357,100,0.32120709602094183
branching,358,100,0.32164980305192753
branching,359,100,0.32617184395217064
branching,360,100,0.3064873292450416
branching,361,100,0.31804224768042494
branching,362,100,0.36889300260520397
branching,363,97,0.1560340650224532
branching,364,100,0.2700122129162835
branching,365,100,0.39704835673891037
branching,366,100,0.3629258718226881
branching,367,100,0.5030267029209836
branching,368,100,0.36254695690503197
branching,369,100,0.33308597473970836
branching,370,100,0.33292517416478584
branching,371,100,0.258472710720525
branching,372,100,0.3264098638792649
branching,373,100,0.297131054792605
branching,374,100,0.3070001308200944
branching,375,100,0.3174841852920283
branching,376,100,0.25245805302998786
branching,377,100,0.4917520105921319
branching,378,100,0.2956374284823891
branching,379,100,0.22812683624403854
branching,380,100,0.29555375054056465
branching,381,100,0.29868496134559924
branching,382,100,0.4104708524498815
branching,383,100,0.2733834557973112
branching,384,100,0.4751087140940048
branching,385,52,0.5717942556247598
branching,386,100,0.29807037695661454
branching,387,100,0.3092112403407146
branching,388,100,0.3076711801307862
branching,389,100,0.7353207793365129
branching,390,100,0.3635433312189238
branching,391,100,0.6983758495204531
branching,392,100,0.29646809355402365
branching,393,100,0.2970304804043182
branching,394,100,0.29138833273361625
branching,395,100,0.25779694226834937
branching,396,100,0.20915784547920618
branching,397,100,0.3769433745698211
branching,398,83,0.23507968978552823
branching,399,100,0.26899037703831535
branching,400,100,0.27011247749117623
branching,401,100,0.27734262981864877
branching,402,72,0.14080501640162685
branching,403,100,0.27786392878464333
branching,404,100,0.3758909889539106
branching,405,100,0.35478227453112293
branching,406,100,0.2790223965046385
branching,407,100,0.34506607565222613
branching,408,100,0.47164839433198424
branching,409,100,0.19634477558460667
branching,410,100,0.33707551577362055
branching,411,100,0.28472906838181294
branching,412,100,0.3092175809872151
branching,413,100,0.29048281329901976
branching,414,100,0.46761779263621456
branching,415,100,0.2835765085311021
branching,416,100,0.3224405555077759
branching,417,100,0.3132845920877775
branching,418,100,0.32365922242321665
branching,419,100,0.31032116488717937
branching,420,100,0.2726442070355532
branching,421,100,0.3239889524577237
branching,422,100,0.32677979181785904
branching,423,100,0.40628892409918027
branching,424,100,0.29389097048244556
branching,425,100,0.29199136251394214
branching,426,100,0.4171707185965248
branching,427,100,0.30633170708575364
branching,428,100,0.33975535218030056
branching,429,100,0.28085672653727034
branching,430,100,0.32672480194288966
branching,431,37,0.15667583502544852
branching,432,100,0.3055650114804562
branching,433,100,0.2592169733416267
branching,434,100,0.39579211513440404
branching,435,100,0.29614493910772266
branching,436,100,0.7796300539565076
branching,437,100,0.7558234414263589
branching,438,100,0.29022969329751175
branching,439,100,0.32290822525689833
branching,440,88,0.2783591252533534
branching,441,100,0.36212089628591926
branching,442,100,0.211394063510864
branching,443,100,0.3019648128765092
branching,444,100,0.32521361160029577
branching,445,100,0.2829664643080651
branching,446,100,0.2797599441226777
branching,447,100,0.2589711953081168
branching,448,100,0.29871733707360437
branching,449,100,0.29510758995218117
branching,450,100,0.3122780060687126
branching,451,100,0.3191894403805746
branching,452,100,0.34575615534178167
branching,453,100,0.29603169004670643
branching,454,100,0.8325810542192007
branching,455,100,0.31812685853475603
branching,456,100,0.3206466074945262
branching,457,100,0.30065101071072003
branching,458,100,0.30031851008898197
branching,459,100,0.34890638132863283
branching,460,100,0.2794638010380972
branching,461,100,0.3452095818159832
branching,462,100,0.2947968142780527
branching,463,100,0.2973954270016891
branching,464,100,0.43082241658289994
branching,465,100,0.4219207778211223
branching,466,100,0.30723022378603526
branching,467,100,0.29872163076082814
branching,468,100,0.25069349546987274
branching,469,100,0.18801752236749314
branching,470,100,0.34393669788613757
branching,471,100,0.3284691621022305
branching,472,100,0.33220450837131205
branching,473,100,0.19464093526180673
branching,474,100,0.3623968621698651
branching,475,100,0.2803033349837895
branching,476,100,0.32412696163596916
branching,477,100,0.3169871018107506
branching,478,100,0.39295183853845966
branching,479,100,0.8433009420072803
branching,480,100,0.16125098595313386
branching,481,100,0.8090797869047617
branching,482,100,0.2893424153750966
branching,483,100,0.28272981040710077
branching,484,100,0.31595388355758364
branching,485,100,0.42209484891050975
branching,486,100,0.4493845628109328
branching,487,100,0.30691215922501086
branching,488,100,0.733506378885797
branching,489,100,0.7493519393092266
branching,490,100,0.3518729466946807
branching,491,100,0.30368586506199935
branching,492,100,0.3544978475088738
branching,493,100,0.49597753957974633
branching,494,100,0.3034457395388235
branching,495,100,0.3134600953893016
branching,496,100,0.2910989270305616
branching,497,100,0.277308808364705
branching,498,100,0.2982851169728076
branching,499,100,0.25059414115773226
cellular_automata,0,100,0.2027456490777314
cellular_automata,1,100,0.25047198671326515
cellular_automata,2,100,0.18390506416395483
cellular_automata,3,100,0.2567242421595198
cellular_automata,4,100,0.2077605631377252
cellular_automata,5,100,0.19652220988989813
cellular_automata,6,100,0.17800254744331198
cellular_automata,7,100,0.18625391687672324
cellular_automata,8,100,0.2337563088695458
cellular_automata,9,100,0.2228578729231812
cellular_automata,10,100,0.34496020075538686
cellular_automata,11,100,0.21205950987242528
cellular_automata,12,9,0.08261299544017549
cellular_automata,13,100,0.2775870693642975
cellular_automata,14,100,0.18095765953937126
cellular_automata,15,100,0.20196811721593988
cellular_automata,16,100,0.19616901204772036
cellular_automata,17,100,0.19225917764483105
cellular_automata,18,100,0.20966354427874428
cellular_automata,19,100,0.21065714919393835
cellular_automata,20,100,0.18015344378570222
cellular_automata,21,100,0.23048445708284457
cellular_automata,22,100,0.25691215110324
cellular_automata,23,100,0.19512740634909914
cellular_automata,24,100,0.18237057504378187
cellular_automata,25,100,0.18742646053395354
cellular_automata,26,100,0.3368623853288772
cellular_automata,27,100,0.19644437919085067
cellular_automata,28,100,0.23091034923127973
cellular_automata,29,100,0.21672613962157922
cellular_automata,30,100,0.17553381635218085
cellular_automata,31,100,0.22967896202277716
cellular_automata,32,100,0.21827408244033428
cellular_automata,33,100,0.1890383985017432
cellular_automata,34,100,0.19347149769819574
cellular_automata,35,100,0.255286379108891
cellular_automata,36,6,0.008662093551705717
cellular_automata,37,100,0.18389569805098013
cellular_automata,38,100,0.16314251206198485
cellular_automata,39,100,0.3508450731325514
cellular_automata,40,100,0.164709586359969
cellular_automata,41,100,0.23924411976305796
cellular_automata,42,100,0.2551759896290073
cellular_automata,43,100,0.19837954781475642
cellular_automata,44,100,0.2871619844451466
cellular_automata,45,100,0.20588806929959594
cellular_automata,46,100,0.3408339442565388
cellular_automata,47,48,0.031150231158602933
cellular_automata,48,100,0.2219079889337116
cellular_automata,49,100,0.2843935142226169
cellular_automata,50,100,0.21724886056059156
cellular_automata,51,100,0.23742504243917895
cellular_automata,52,100,0.27211986859834136
cellular_automata,53,100,0.2208109116029961
cellular_automata,54,100,0.19720342134260885
cellular_automata,55,100,0.23232887235767888
cellular_automata,56,100,0.263872754643537
cellular_automata,57,100,0.23058281603917363
cellular_automata,58,100,0.1854172551738462
cellular_automata,59,100,0.22027371952270425
cellular_automata,60,100,0.21726493416979073
cellular_automata,61,100,0.18487749573925266
cellular_automata,62,100,0.20341209388477663
cellular_automata,63,100,0.24952400981601564
cellular_automata,64,100,0.21334110988426216
cellular_automata,65,100,0.24866396187067663
cellular_automata,66,100,0.2753160574557611
cellular_automata,67,100,0.20977465582796034
cellular_automata,68,100,0.25683501216968363
cellular_automata,69,100,0.199919058074582
cellular_automata,70,100,0.14140360699709748
cellular_automata,71,100,0.20183638815312394
cellular_automata,72,100,0.1968725543866457
cellular_automata,73,100,0.23371675235583855
cellular_automata,74,100,0.1859757980076535
cellular_automata,75,100,0.1927768696398498
cellular_automata,76,100,0.175670611584714
cellular_automata,77,100,0.2954385893500657
cellular_automata,78,100,0.20478714306105195
cellular_automata,79,100,0.21288098986280818
cellular_automata,80,100,0.2309800428281438
cellular_automata,81,100,0.19636059096682643
cellular_automata,82,100,0.2125453910351788
cellular_automata,83,100,0.27219982646984536
cellular_automata,84,100,0.18018416108188587
cellular_automata,85,100,0.1708783268684274
cellular_automata,86,100,0.2275656249588304
cellular_automata,87,100,0.24814984437145227
cellular_automata,88,48,0.11123627762794669
cellular_automata,89,100,0.17986508455568126
cellular_automata,90,100,0.1793141547023731
cellular_automata,91,100,0.25944462774528126
cellular_automata,92,21,0.020669755599034924
cellular_automata,93,100,0.19841460388009258
cellular_automata,94,100,0.1975467756379825
cellular_automata,95,100,0.19127332739520606
cellular_automata,96,100,0.305803138698278
cellular_automata,97,100,0.21005250705431536
cellular_automata,98,100,0.21544905771519457
cellular_automata,99,100,0.20439206152552508
cellular_automata,100,100,0.18454407320440408
cellular_automata,101,100,0.254763660238077
cellular_automata,102,100,0.2515365585408913
cellular_automata,103,100,0.3100731244063375
cellular_automata,104,100,0.21856662491153245
cellular_automata,105,100,0.31198776177574156
cellular_automata,106,100,0.22459774735233146
cellular_automata,107,100,0.3466871106831491
cellular_automata,108,100,0.22694685613773358
cellular_automata,109,100,0.25977969894442554
cellular_automata,110,100,0.21426669152745467
cellular_automata,111,100,0.2592630125285532
cellular_automata,112,100,0.15049106751040808
cellular_automata,113,100,0.1832081669026483
cellular_automata,114,100,0.24071108179198994
cellular_automata,115,100,0.19078934957189253
cellular_automata,116,100,0.24839053330945382
cellular_automata,117,100,0.2136629944881585
cellular_automata,118,100,0.22387265336657047
cellular_automata,119,5,0.011692918995325988
cellular_automata,120,100,0.21431487829666857
cellular_automata,121,100,0.24229294164637857
cellular_automata,122,100,0.2747400523055692
cellular_automata,123,100,0.2485091767852145
cellular_automata,124,100,0.24619350777830407
cellular_automata,125,100,0.22676694720716484
cellular_automata,126,100,0.19160191564335483
cellular_automata,127,100,0.20431109661664917
cellular_automata,128,100,0.18124092481490228
cellular_automata,129,100,0.18547434579054337
cellular_automata,130,94,0.18507407672416867
cellular_automata,131,100,0.21985917685657244
cellular_automata,132,100,0.20043146402578504
cellular_automata,133,100,0.17667894163823783
cellular_automata,134,100,0.19163903918444
cellular_automata,135,100,0.19937448087270498
cellular_automata,136,100,0.21643298008721923
cellular_automata,137,100,0.18136054499769885
cellular_automata,138,100,0.19584089075991412
cellular_automata,139,100,0.2788705916156216
cellular_automata,140,100,0.17042654972703225
cellular_automata,141,100,0.24948660058090094
cellular_automata,142,100,0.17862205003713963
cellular_automata,143,100,0.21101970033149403
cellular_automata,144,100,0.23286177679763145
cellular_automata,145,100,0.203881256568601
cellular_automata,146,100,0.18365163095277903
cellular_automata,147,100,0.21130897065311668
cellular_automata,148,100,0.21953021465800104
cellular_automata,149,100,0.20044130630594997
cellular_automata,150,100,0.19275350525007298
cellular_automata,151,100,0.27750252341120496
cellular_automata,152,100,0.20984192962433387
cellular_automata,153,100,0.2081643090499447
cellular_automata,154,100,0.20380268948478097
cellular_automata,155,100,0.22769925446467562
cellular_automata,156,100,0.32698060764965325
cellular_automata,157,100,0.25867253218441677
cellular_automata,158,100,0.21668750736024966
cellular_automata,159,100,0.24900085422980373
cellular_automata,160,100,0.22236401391932856
cellular_automata,161,100,0.22440513801356127
cellular_automata,162,100,0.23746318949436904
cellular_automata,163,51,0.13746845972437613
cellular_automata,164,100,0.20759091162594004
cellular_automata,165,61,0.1284731113209682
cellular_automata,166,100,0.14778383574630372
cellular_automata,167,100,0.2754676556144316
cellular_automata,168,100,0.20292287552009478
cellular_automata,169,100,0.08273883391257461
cellular_automata,170,100,0.18359744643690074
cellular_automata,171,100,0.2378089047466461
cellular_automata,172,100,0.2612283948916445
cellular_automata,173,100,0.2364873337513747
cellular_automata,174,100,0.2076596713296585
cellular_automata,175,100,0.21116003788666468
cellular_automata,176,100,0.14419965696759032
cellular_automata,177,16,0.08766516208910381
cellular_automata,178,52,0.1115644617622539
cellular_automata,179,100,0.20968293350909203
cellular_automata,180,100,0.24257681423455743
cellular_automata,181,100,0.18404658932663207
cellular_automata,182,100,0.19845349374899673
cellular_automata,183,34,0.12882012111061555
cellular_automata,184,100,0.19333301139027714
cellular_automata,185,100,0.21394600929944754
cellular_automata,186,100,0.20956267190701894
cellular_automata,187,100,0.281942366788582
cellular_automata,188,100,0.1738127031265131
cellular_automata,189,100,0.2039380701343841
cellular_automata,190,100,0.2501991660345306
cellular_automata,191,100,0.22667089201728113
cellular_automata,192,100,0.20086809645339915
cellular_automata,193,100,0.2300000588648014
cellular_automata,194,67,0.0962960034339706
cellular_automata,195,100,0.13986737533910443
cellular_automata,196,100,0.19088697152967457
cellular_automata,197,100,0.18980075336174898
cellular_automata,198,100,0.3218805372652106
cellular_automata,199,100,0.2367931401491826
cellular_automata,200,100,0.29202558394728867
cellular_automata,201,100,0.19040819536908798
cellular_automata,202,100,0.22648443217272435
cellular_automata,203,100,0.2561160137926899
cellular_automata,204,100,0.18637085566712772
cellular_automata,205,100,0.2083445396520816
cellular_automata,206,100,0.1855848913373634
cellular_automata,207,100,0.21819849795283647
cellular_automata,208,100,0.3105482284096444
cellular_automata,209,100,0.25374207659725595
cellular_automata,210,100,0.26413357936223963
cellular_automata,211,100,0.22994392097258154
cellular_automata,212,100,0.21551714555579812
cellular_automata,213,100,0.29421006433969676
cellular_automata,214,100,0.1745789854517869
cellular_automata,215,100,0.23322894537279965
cellular_automata,216,100,0.2709432643120381
cellular_automata,217,100,0.22584677885317564
cellular_automata,218,100,0.2077631926698246
cellular_automata,219,100,0.3291237652349013
cellular_automata,220,100,0.2065915341080967
cellular_automata,221,100,0.2338680742001883
cellular_automata,222,2,0.09613187491818327
cellular_automata,223,100,0.21168310773497837
cellular_automata,224,100,0.2078732288085919
cellular_automata,225,100,0.3030595872678812
cellular_automata,226,100,0.39442498758977584
cellular_automata,227,100,0.2261522234648625
cellular_automata,228,100,0.17414497769813325
cellular_automata,229,100,0.22210221208923994
cellular_automata,230,100,0.22461110320599428
cellular_automata,231,100,0.16801023436703916
cellular_automata,232,100,0.14654562941816707
cellular_automata,233,100,0.3216021725291927
cellular_automata,234,100,0.22422089214585517
cellular_automata,235,100,0.18218006241912318
cellular_automata,236,100,0.20417109931539848
cellular_automata,237,100,0.20867838799293628
cellular_automata,238,100,0.2547575906242045
cellular_automata,239,100,0.16397544411783196
cellular_automata,240,100,0.19849108890393968
cellular_automata,241,100,0.22875833094724574
cellular_automata,242,100,0.18251957551241077
cellular_automata,243,100,0.24937364103706078
cellular_automata,244,100,0.18013492262331599
cellular_automata,245,100,0.1855131390489699
cellular_automata,246,100,0.2168567492450859
cellular_automata,247,100,0.24788721270889388
cellular_automata,248,100,0.23561098433285438
cellular_automata,249,100,0.19487301795603942
cellular_automata,250,100,0.19067940569108116
cellular_automata,251,100,0.14769681176995886
cellular_automata,252,100,0.20121859726041208
cellular_automata,253,100,0.21829851814415563
cellular_automata,254,75,0.16621180324060425
cellular_automata,255,100,0.1888946902019062
cellular_automata,256,100,0.2088078132594149
cellular_automata,257,100,0.29139752881961883
cellular_automata,258,100,0.21066965154060596
cellular_automata,259,100,0.20062809094701284
cellular_automata,260,100,0.20573357380425256
cellular_automata,261,100,0.22068148209088778
cellular_automata,262,100,0.2138726081109259
cellular_automata,263,100,0.20968641404128566
cellular_automata,264,100,0.18669071023859582
cellular_automata,265,100,0.2549556891752297
cellular_automata,266,6,0.025477684635389283
cellular_automata,267,100,0.2135063548529262
cellular_automata,268,100,0.2626128556550575
cellular_automata,269,100,0.22141146231345452
cellular_automata,270,100,0.18542329763612148
cellular_automata,271,100,0.2982222133675798
cellular_automata,272,100,0.3028003667832517
cellular_automata,273,1,0.042323512680714714
cellular_automata,274,25,0.16673217995599557
cellular_automata,275,100,0.24113234046744525
cellular_automata,276,100,0.17031002659483035
cellular_automata,277,100,0.21989767369015525
cellular_automata,278,100,0.2100084526833421
cellular_automata,279,100,0.241020254356581
cellular_automata,280,100,0.21818811717541875
cellular_automata,281,100,0.24998253547131377
cellular_automata,282,64,0.14455444206713172
cellular_automata,283,100,0.23505893272817166
cellular_automata,284,100,0.21880847429348624
cellular_automata,285,100,0.18704644322203387
cellular_automata,286,100,0.19707086092998782
cellular_automata,287,100,0.24917049530011706
cellular_automata,288,100,0.20356429038425033
cellular_automata,289,100,0.18303757793089426
cellular_automata,290,100,0.2149402177606496
cellular_automata,291,100,0.11934959669625422
cellular_automata,292,100,0.23174505789209565
cellular_automata,293,100,0.2513943758959604
cellular_automata,294,100,0.2019775869253375
cellular_automata,295,100,0.24203408323224743
cellular_automata,296,100,0.20958396031254334
cellular_automata,297,100,0.231152017833974
cellular_automata,298,45,0.1426795864345372
cellular_automata,299,100,0.1849557552849111
