null_sys,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence
110,0.9679500026164868,0.02694577332776471,0.6048713898077431,0.6747474797953542,0.8328028227846248,0.9809811996949316
111,0.4133824416574978,0.6818947899059495,0.9999999087330027,0.7237895194445498,0.5410382563308963,0.9019667463504368
112,0.10401989190377181,0.4785648648505817,0.13302254388732104,0.004388947894474415,0.5680370805293885,0.8451221294173811
113,0.2547871631892952,0.6853929712446946,0.717733124784242,0.6923288664147071,0.456586558893179,0.3017998985806527
114,0.3314055322557813,0.8648817589535152,0.6953737129688619,0.6095785745466381,0.2243169934231568,0.8286232048229834
115,0.7151204446053956,0.3967553517979715,0.8660970860331554,0.9046715031218306,0.7136162326943061,0.2028195544150342
116,0.15796496018648987,0.16559430887633642,0.23050729415717253,0.9425411703329014,0.29101846768833795,0.75474724164689
117,0.5677757606496663,0.30144729515318724,0.5719756726488698,0.9872855264073477,0.32546590629974836,0.6314258542513397
118,0.0909909840385491,0.3526569097706983,0.9882511856270264,0.35291534777968925,0.850040048133705,0.2909236551893001
119,0.7059725035900175,0.4527044849059182,0.22146689547539167,0.9265280491939806,0.9578888224412484,0.21862093977978847
120,0.4711713260238509,0.9203874077031016,0.6792044171854964,0.2518234064045658,0.854031998865939,0.29868039904341614
121,0.8551620795132897,0.4373965272477198,0.7328518162488544,0.9937048044249378,0.02934944223293534,0.9287806672490496
122,0.4243949097600641,0.7748776805330571,0.234821702456385,0.27847238708969924,0.27490918084198124,0.8750679158453939
123,0.012228950932622329,0.49339983065571313,0.6248400550203819,0.5241296983546337,0.9470862132411638,0.022883593604601904
124,0.3314627507916903,0.8931858348968713,0.06847584238871529,0.7763610090881591,0.15836516687903257,0.8284063735169722
125,0.42585376242790696,0.3398873702348775,0.5781808616414836,0.5900154267978956,0.9765784071616984,0.12833551082390315
126,0.30927372693934785,0.9514732050780738,0.0021185147602802434,0.5254792761365055,0.6974219261687798,0.5774346160101756
127,0.7255665954086075,0.4748036120690443,0.6159106872227224,0.9422292500555064,0.8455838312490986,0.22644297223761134
128,0.4098540645659038,0.03541157840863707,0.5419301775674767,0.7070590020610308,0.6435522559553734,0.8229059931351234
129,0.0805986719548375,0.3026716996225527,0.7654076269839281,0.12987344519368305,0.3725167237505205,0.49395588731692675
130,0.1236059323754145,0.06242394296430531,0.7795110744647602,0.48609753670844,0.5937167598257227,0.2756755251671714
131,0.3321233602398459,0.14994821532011549,0.8013139795498413,0.5414718437060067,0.4650694918365368,0.05844088322130758
132,0.013803134290948926,0.43906988028120997,0.5054000995190189,0.8716216851085887,0.12203447687275648,0.719593726247806
133,0.8755453753913384,0.396499348625558,0.49131664484786153,0.11045506256013671,0.9353959845270094,0.0924414143726906
134,0.20736654195692272,0.51031988480818,0.9129974206363852,0.10876780890666649,0.8825318073731366,0.5852219428162839
135,0.7242136365981495,0.4874044048706403,0.5709760131207252,0.7122077112543022,0.45528469849520325,0.8279067599864076
136,0.026558928595884157,0.9243048102350778,0.2683449478020091,0.030297440261947917,0.4307256289204363,0.5767421207903
137,0.036672024254948754,0.5525612424256031,0.8040948893292168,0.9223541738679288,0.5664592708020644,0.49443611697970435
138,0.4536814036938821,0.7750494489435431,0.6417864865416981,0.05080345355773619,0.6573076712808603,0.0443724218666085
139,0.7995800727535702,0.9616343182307043,0.11362986188353674,0.24925493289700285,0.7695688035803485,0.1668792382823059
140,0.24938319155229172,0.6888128050229966,0.02560444831586517,0.1341474130878132,0.6471356356716704,0.4293607486791662
141,0.010976255295399362,0.06250742623536798,0.14991368625068058,0.9592290567566688,0.14565631605131568,0.034219966643597055
142,0.42882841598153143,0.07621897685563228,0.14280640421729285,0.4550270527092136,0.547938924732372,0.3218890367793652
143,0.5088164009130184,0.20834291779050307,0.08182988120915091,0.3261365868252535,0.5776456234874539,0.7568742050489841
144,0.2401846196808084,0.39069116594079667,0.04631635276735002,0.03954312784558245,0.8231853051890251,0.35160976561809365
145,0.10574682320376994,0.8328802279517791,0.47071748307044314,0.21194662026133926,0.8146684789728715,0.9930351857377038
146,0.9863306905896854,0.7342103853853114,0.23104024714486449,0.7163044405035476,0.37529314434647065,0.8697043369430965
147,0.594501186986345,0.3002155467632974,0.42798791631061295,0.36829620457522927,0.6832652406160524,0.5279456794049677
148,0.9429880268696905,0.23062693488852726,0.3139527669486315,0.1316523906444046,0.5501920421510399,0.07120689061165975
149,0.8986088352583547,0.4681909770759827,0.19408683426380335,0.004751988266824103,0.4391704082088915,0.08228153548669381
150,0.5289766804360914,0.81308131004945,0.29898653166559475,0.7555472979165802,0.4024896945224591,0.14183007902043077
151,0.023336023033228792,0.7977170595990741,0.8526600104802621,0.2775638038545485,0.23526349431774674,0.9824605579188539
152,0.39358044811977266,0.8670681648367204,0.9055949556079683,0.8449728188602709,0.17267643522984277,0.3037506622902095
153,0.615073205367511,0.6914807681495164,0.6399245726693158,0.7939475339769354,0.5737846780316924,0.40591481471359514
154,0.1992938875851472,0.06717269870373688,0.8580437709827368,0.1713636475749718,0.7164829331343652,0.16702399896390285
155,0.28409085291886116,0.9035705762977803,0.5810742168612956,0.3761129541945094,0.15483652258763292,0.11189655209600724
156,0.2512381174494517,0.022968144140572244,0.9630092669724222,0.2607950009227348,0.2998477164112143,0.5028424939452873
157,0.31657087978658793,0.04239520236078331,0.4421725241237532,0.3817362456977281,0.1589326422406575,0.7119977891936549
158,0.20981882100075666,0.8370926379715999,0.4331079550912189,0.48300863643167213,0.9533298264032459,0.8661806165255936
159,0.5716917771555335,0.919977268373276,0.6871964710257888,0.04094729511537032,0.003380922898451044,0.6126162957639014
160,0.040081786197518565,0.8214564811825816,0.11909570910019374,0.5675423754264501,0.5509595836859482,0.08689997281317297
161,0.25670488024443205,0.3911819425294215,0.08376021794872279,0.5627072646477065,0.37568191476677204,0.597449405735376
162,0.939691751503828,0.025238118938644027,0.6682474577003457,0.3208885097769202,0.49150199797519434,0.3550414602136469
163,0.7292170116270903,0.4543106591561422,0.12348533083136382,0.8979847106006179,0.5453871026031669,0.9110295342388077
164,0.09369799332782724,0.6917917107101245,0.11214854768856175,0.9433295276086997,0.17110890348752672,0.8757790329874908
165,0.6224208487078464,0.4571393769110744,0.9764964455217144,0.29968216960807537,0.9804533837274202,0.11778180773898617
166,0.2610538996817624,0.04916210505352392,0.9248270468767851,0.2071270788521924,0.04946526161373588,0.9544945700433579
167,0.6096866984927177,0.26677515622881465,0.7984863275406019,0.2668464510535937,0.9257476270220265,0.538751997480613
168,0.9078602748150812,0.6600125834175691,0.4154420426255798,0.812374394371434,0.5073188627897469,0.8476332566360913
169,0.83009218706324,0.905956693180737,0.25950381205583595,0.3276613463475573,0.3966743353722878,0.9293540732533356
170,0.7014261442264366,0.7972061062778474,0.6461701374916303,0.25743776964878895,0.026820075594495396,0.16084673769283309
171,0.28566489876038914,0.7839910967201481,0.7161434408381647,0.050178889638410884,0.9007299890960307,0.2840091433933549
172,0.6739468656979558,0.27165236289842465,0.5051386994466383,0.39083822174575156,0.8442675874679232,0.11435345984092471
173,0.08299068195616444,0.6642833089007035,0.8395491361392595,0.06972186026437577,0.5549629262066291,0.7581592813875773
174,0.3215656431876721,0.3505239210001432,0.07745759862700463,0.05904445116459256,0.9287694662030211,0.017730670262269932
175,0.6572907532848106,0.20839327912969252,0.7966469920638569,0.12506095532235983,0.5602228804136594,0.969321461316009
176,0.07762579094700739,0.615402085923569,0.45940431809037896,0.6331803513865601,0.2712262942422967,0.9393808344603226
177,0.5029071371216249,0.22275436202667498,0.17356751216179656,0.07129317291481374,0.8063188917527158,0.23653903818197675
178,0.03231675470385942,0.9224857417930653,0.5909340509670731,0.8129924590097474,0.10442738291745102,0.2776299860403213
179,0.4031820684763947,0.7740440856525413,0.8803047873599044,0.9226567625406226,0.8761951491825111,0.38769291399576244
180,0.29887946274455734,0.8844665803343283,0.9570214781935636,0.3120346764066626,0.6773598751856376,0.1661517325426699
181,0.9922498646380384,0.4990141520301856,0.21538201761327613,0.8491686145338714,0.9669340517254393,0.06078662116334721
182,0.8969664993166051,0.5974055843191308,0.9633308172602886,0.9419207422885125,0.6593398846020438,0.06144145873037232
183,0.3628607079276862,0.12352386897434542,0.813265487236194,0.15682040647703155,0.2888256457621232,0.32168062964191413
184,0.9001012726152204,0.7954615436553623,0.8652033098462976,0.10601670031696242,0.5735133387620376,0.2981941250484609
185,0.01667739706037885,0.18462406023330125,0.9887901029600762,0.03118253195664178,0.14468870139036205,0.303125071335971
186,0.7241692405812789,0.20497162699763283,0.04556618018266878,0.3056159572607713,0.9328112831544408,0.2938982960397859
187,0.983099521837692,0.985414740623301,0.2873389190065305,0.9020394018839083,0.05214153166872826,0.9458539268262134
188,0.385692247107549,0.6625891908016869,0.03948419480560028,0.13861728882975444,0.5876998566491191,0.2281743087554442
189,0.901926190521849,0.8630839825607592,0.34678897934371167,0.2010340963019377,0.5187104007411603,0.8646124652249032
190,0.6858149175129966,0.8148337711615534,0.7614426122569787,0.34102092381414173,0.8899469275756118,0.9938448312797922
191,0.1638835287074415,0.26949986712488583,0.11779341952834965,0.5080387908950926,0.858638819440397,0.8749163927846915
192,0.96228748230272,0.3055541754743438,0.21896643092974677,0.10960351283281744,0.9602261561454472,0.10037602771182219
193,0.9861823403873455,0.48584215620923477,0.10983859413310681,0.48668798158474524,0.1893691598445243,0.5753170162186376
194,0.5966130876534098,0.6920096585808488,0.1680247950313698,0.9381376303876084,0.10465923303428937,0.11995482559112847
195,0.9821886561428821,0.021248436183464725,0.8371476993430256,0.1113025443859299,0.5422163158775811,0.9520317667040783
196,0.02635662270788841,0.28388317429572885,0.024254152071600976,0.38235809393966913,0.5967292177977374,0.34249601521757944
197,0.7867228219576106,0.008751685492819905,0.5357944320541939,0.43005685585191467,0.00439967379919215,0.1616847731557014
198,0.4947231796165389,0.0005005690521878714,0.2950554372453388,0.549304530995205,0.6773906062252719,0.9100471016114272
199,0.0911364328783153,0.5390263750652902,0.0513897189197815,0.9982363497499792,0.7096717667384285,0.9719215512198642
200,0.19351376275599608,0.30612239008366193,0.9637077725966591,0.08367738324944507,0.16284000487264683,0.833951784692617
201,0.5913386160724419,0.5159243999020049,0.7961647342593325,0.4908742663271711,0.22698801072448616,0.8336018361129188
202,0.9026438398644242,0.013565242225703211,0.3734004505225438,0.4819466448025209,0.8172338283384496,0.7919877906107738
203,0.8232547481866407,0.7646492162544144,0.9116800715825362,0.2501636488539666,0.8518320434875387,0.8209367919492271
204,0.13547482889025153,0.4512943787819579,0.8652889368604647,0.08221838683742488,0.7868288503257966,0.4795672269640413
205,0.7837899069153885,0.24687639826505803,0.011821259181205024,0.6064523067031865,0.03893887992515799,0.5141811573156594
206,0.17123234882978255,0.9017513344132491,0.16118401868981602,0.06720609066260053,0.2753844721681804,0.23572618128307687
207,0.21794352448080367,0.953745837377238,0.36734257201634546,0.12309802628352295,0.32060306832143903,0.822264070741172
208,0.4195591073634378,0.6150592398784658,0.975821912003272,0.5524824039582306,0.5723893055122362,0.2946463384710003
209,0.37055327667799287,0.17529765499891503,0.27434857089563314,0.7106165846334854,0.021943934161489986,0.45185047833841285
210,0.1553343978416858,0.28736901497909706,0.5177599733569971,0.9755463349028847,0.46207717423848504,0.034347840696265286
211,0.6531626697449566,0.6425191424679144,0.24899245661954572,0.8945620438321746,0.44862870172562996,0.1070135258819237
212,0.5197956850378741,0.29609516626892685,0.855507950231614,0.5751532641565397,0.8333324388897198,0.11452835210828971
213,0.6351699436070619,0.1474653994208388,0.6666539433797016,0.715580820703018,0.8385653950289111,0.7662469639112607
214,0.35951180988873477,0.4467609596981783,0.19293452181057769,0.6422888350694007,0.47498727644736294,0.5373535823577982
215,0.07439917927480677,0.757346713738646,0.3821539889917094,0.05296795045927627,0.9266773479394025,0.5750632046185452
216,0.19358392870641317,0.14840554629362368,0.09742070070043873,0.5414588594143129,0.511475014091238,0.33041837303070165
217,0.29986599339374453,0.0016755356314581693,0.6877932502798629,0.31170305629701445,0.761022482543345,0.49087371589564777
218,0.3986342818110741,0.010965749419653892,0.42291002103380126,0.5709733453341935,0.7301393307785822,0.0527062669732542
219,0.19073874164905302,0.8286798160707591,0.6853746776515307,0.9986046352379603,0.679629712316475,0.12184817139820381
220,0.0965407081940205,0.03560298133330042,0.9064710883756395,0.9795592584640538,0.7149625590256072,0.5620826652177429
221,0.0739727757350388,0.29069843240765236,0.4664002677115723,0.21159816018756628,0.41190696695568696,0.9706580000099597
222,0.011173795113324503,0.31727600404444056,0.7044636217239407,0.6511813404716789,0.2741398767161338,0.06539190694497055
223,0.7918342207724962,0.24097304394308128,0.20529794044311778,0.424817388998849,0.3717993263716879,0.04244863698319756
224,0.22878626363584698,0.3655997059698318,0.19690754650860054,0.3722898811866334,0.6426132280578281,0.7271210587087058
225,0.6220077620101774,0.07535607922578857,0.46316842568591177,0.8490724384953625,0.6984991036304384,0.7831323286983197
226,0.9591977951623472,0.6598905690893835,0.4002969327693354,0.6474518142835247,0.5492675119121732,0.5899047120889508
227,0.557167483151919,0.6173209701442791,0.47756505632407886,0.8875112528021502,0.5661061281889725,0.24311943091560229
228,0.8931101778556642,0.7464572191970252,0.026421915431050214,0.10445802553168415,0.16613664008098616,0.23097883430011334
229,0.6026112400729827,0.20884429252220071,0.6093226931290422,0.6456267544535299,0.5643258302085613,0.3388046215228673
230,0.7162669723351621,0.6646563033634623,0.08376079738909614,0.37999116331711547,0.7071248044376053,0.3759641887349433
231,0.8049490070821538,0.6796396022364402,0.706486221550148,0.3914134689804559,0.8196208968988813,0.25470068003391066
232,0.7593111217621952,0.8590146919760581,0.9781224440110229,0.1940630771680446,0.893232276090871,0.43816556544906815
233,0.3879796503291819,0.8123037522668682,0.7718187157332659,0.9064208754576394,0.5279728997876733,0.07065514607662204
234,0.08390081663770144,0.2639938885187657,0.6060208475985177,0.8072370033760203,0.01766841644147521,0.3993235900034918
235,0.8863247099486871,0.9912943791893355,0.9005951863113277,0.6254398442131613,0.4636584475072364,0.7025219967778555
236,0.49867588386669603,0.11837379959348737,0.00849408586059408,0.5754901081224056,0.8343709142001263,0.8843527028245649
237,0.9147079603006342,0.3824048881809238,0.5682602917522941,0.6153838866825545,0.42891183030297053,0.5465593167547595
238,0.006058311711374609,0.09241371194185721,0.6910289537223244,0.3089845408481844,0.03783293162707024,0.9036508589231756
239,0.1915628851957476,0.14065610726080924,0.960672267680758,0.6862179212727891,0.684353839566429,0.8973694967424141
240,0.8337192962370387,0.35095037918745753,0.23639271564584985,0.6785874515690211,0.40451434706932754,0.6505484058660062
241,0.9828357794204859,0.6592914670860082,0.2605205335501469,0.4033288993333305,0.11836342340579775,0.5272609203568971
242,0.13582941689842898,0.01967921579327847,0.9203130504389161,0.7245036686129578,0.7160856875480527,0.9922434517283156
243,0.1496878843026973,0.9591667078018076,0.537406614006138,0.3364324143478451,0.29705387268166417,0.08099783980544495
244,0.20772662667460984,0.43656573631919926,0.5030100388641553,0.49882069090557024,0.017947625040814708,0.44681376267264483
245,0.36028455236362456,0.9105818881588364,0.917265412733898,0.34456172617312186,0.5036711822930752,0.39130077000282326
246,0.1243388722758868,0.7220344696406255,0.31353240615128575,0.6480245789470003,0.9692971551488758,0.013796048489679857
247,0.8130736483853319,0.7301286763668933,0.2958664712679473,0.9389351056514987,0.42017481731151796,0.08688012622921004
248,0.007139097972761244,0.8936263543851851,0.7018241364038255,0.14120677621392475,0.1317956177108387,0.25756937150084236
