domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,z_recursive_identity_score,z_recursive_continuity,z_org_memory,z_reconstruction_ability,z_trajectory_coherence,z_closure_persistence,self_composite,self_type
branching,131,CG,1.0,0.375,0.5099,0.459907,0.9979,0.5099,0.189,0.371,0.1,0.4919,-0.5723695498666775,0.4748681923063309,0.05862976574475075,-0.6561842033493157,-0.3422432882389607,0.05862976574475075,-0.1631115529431869,intermediate
branching,135,CG,1.0,0.7,0.5914,0.451126,0.9976,0.5914,0.2138,0.692,0.18,0.6537,0.32319045883714576,0.4748681923063309,0.3458670872346427,0.08051540741452819,-0.04591645775820095,0.3458670872346427,0.25406529587818155,strong_self
branching,138,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,140,CG,1.0,0.0,0.6195,0.624014,0.9988,0.6195,0.0,0.0,0.24,0.3909,-1.1314026826175192,0.4748681923063309,0.4449022864231822,-1.5062222157691358,0.1763286651023689,0.4449022864231822,-0.18277057802193178,intermediate
branching,141,CG,1.0,0.0,0.4667,0.323781,0.9908,0.4667,0.0,0.0,1.0,0.4667,-0.7118510839787688,0.4748681923063309,-0.09362363656645582,-1.5062222157691358,2.991433554669587,-0.09362363656645582,0.17683019568251693,intermediate
branching,142,CG,1.0,0.0,0.6601,0.513942,0.9983,0.6601,0.0,0.0,0.26,0.404,-1.0588944248052814,0.4748681923063309,0.5879922895212142,-1.5062222157691358,0.2504103727225589,0.5879922895212142,-0.11064224941718319,intermediate
branching,144,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,145,CG,1.0,0.0,0.2667,0.122186,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,149,CG,1.0,0.0,0.2667,0.157342,0.9937,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,153,CG,1.0,0.0,0.3333,0.209388,0.9906,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,159,CG,0.8,1.0,0.4783,0.369234,0.9889,0.4783,0.6025,0.974,0.1,0.6907,0.5279847747953751,-0.6149272121270001,-0.052740778538446664,0.7605458173503843,-0.3422432882389607,-0.052740778538446664,0.03764642245048422,intermediate
branching,173,CG,1.0,0.0,0.6,0.516607,0.9914,0.6,0.0,0.0,1.0,0.5,-0.5275361996163626,0.4748681923063309,0.37617679232437345,-1.5062222157691358,2.991433554669587,0.37617679232437345,0.3641494860398611,strong_self
branching,174,CG,1.0,0.0,0.2667,0.142319,0.9937,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,175,CG,0.4,0.0,0.5226,0.30926,0.9935,0.5226,0.0,0.0,0.2,0.2406,-1.9633104039289202,-2.7945180209936624,0.10338944651679502,-1.5062222157691358,0.028165249861989067,0.10338944651679502,-1.004851082966023,weak_self
branching,177,CG,1.0,0.0,0.1333,0.066041,0.9999,0.1333,0.0,0.0,1.0,0.3833,-1.1734685421116422,0.4748681923063309,-1.2686533664404431,-1.5062222157691358,2.991433554669587,-1.2686533664404431,-0.29178262396429105,weak_self
branching,181,CG,1.0,0.0,0.4,0.374912,0.9909,0.4,0.0,0.0,1.0,0.45,-0.8042852752355911,0.4748681923063309,-0.3287000702275084,-1.5062222157691358,2.991433554669587,-0.3287000702275084,0.08306568591936234,intermediate
branching,186,CG,1.0,0.9,0.5999,0.481457,0.9991,0.5999,0.6868,0.891,0.2,0.7386,0.7931103892385963,0.4748681923063309,0.37582435389309754,0.5338690140384323,0.028165249861989067,0.37582435389309754,0.4302769255385906,strong_self
branching,190,CG,1.0,1.0,0.5954,0.502651,0.9986,0.5954,0.547,0.989,0.22,0.7802,1.0233656201537944,0.4748681923063309,0.3599646244856804,0.7605458173503843,0.10224695748217898,0.3599646244856804,0.5134926393773415,strong_self
branching,196,CG,1.0,0.5,0.5333,0.250989,0.9908,0.5333,1.0091,0.495,1.0,0.6826,0.4831514245450601,0.4748681923063309,0.14110035866332085,-0.3728381992093757,2.991433554669587,0.14110035866332085,0.6431359482730407,strong_self
branching,202,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,211,CG,1.0,0.0,0.6654,0.563808,0.999,0.6654,0.0,0.0,0.32,0.4143,-1.0018841152277205,0.4748681923063309,0.6066715263788389,-1.5062222157691358,0.47265549558312875,0.6066715263788389,-0.05787326505828646,intermediate
branching,220,CG,1.0,0.0,0.5333,0.40935,0.991,0.5333,0.0,0.0,1.0,0.4833,-0.6199703908731848,0.4748681923063309,0.14110035866332085,-1.5062222157691358,2.991433554669587,0.14110035866332085,0.2703849762767065,strong_self
branching,223,CG,1.0,0.0,0.2667,0.16346,0.992,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,224,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,225,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,231,CG,1.0,1.0,0.4,0.179474,0.9999,0.4,1.6395,0.99,1.0,0.8485,1.4014048574496607,0.4748681923063309,-0.3287000702275084,0.7605458173503843,2.991433554669587,-0.3287000702275084,0.8284753802201577,strong_self
branching,234,CG,1.0,0.8,0.5977,0.485225,0.999,0.5977,0.6354,0.791,0.08,0.6801,0.469313970764099,0.4748681923063309,0.3680707084050269,0.3071922107264804,-0.41632499585915067,0.3680707084050269,0.26186513245796894,strong_self
branching,235,CG,1.0,0.0,0.2667,0.191655,0.992,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,236,CG,1.0,0.0,0.3333,0.151193,0.9999,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,242,CG,1.0,1.0,0.6435,0.503884,0.9973,0.6435,0.8755,0.98,0.26,0.7969,1.1157998114106171,0.4748681923063309,0.5294875099294077,0.7605458173503843,0.2504103727225589,0.5294875099294077,0.6100998689414511,strong_self
branching,244,CG,1.0,0.0,0.4,0.268324,0.9908,0.4,0.0,0.0,1.0,0.45,-0.8042852752355911,0.4748681923063309,-0.3287000702275084,-1.5062222157691358,2.991433554669587,-0.3287000702275084,0.08306568591936234,intermediate
branching,245,CG,1.0,0.0,0.3333,0.151193,0.9999,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,246,CG,1.0,0.0,0.665,0.555913,0.999,0.665,0.0,0.0,0.3,0.4112,-1.0190425579161124,0.4748681923063309,0.6052617726537353,-1.5062222157691358,0.39857378796293874,0.6052617726537353,-0.07354987468475134,intermediate
branching,248,CG,1.0,0.5,0.5919,0.529316,0.9987,0.5919,0.2751,0.495,0.14,0.5682,-0.1500504604717346,0.4748681923063309,0.34762927939102223,-0.3728381992093757,-0.19407987299858076,0.34762927939102223,0.07552636973478072,intermediate
branching,250,CG,1.0,0.0,0.4,0.23579,0.9911,0.4,0.0,0.0,1.0,0.45,-0.8042852752355911,0.4748681923063309,-0.3287000702275084,-1.5062222157691358,2.991433554669587,-0.3287000702275084,0.08306568591936234,intermediate
branching,253,CG,1.0,0.85,0.5797,0.549598,0.9986,0.5797,0.4535,0.839,0.16,0.7073,0.6198654679009593,0.4748681923063309,0.30463179077535746,0.42053061238245626,-0.11999816537839086,0.30463179077535746,0.33408828146034514,strong_self
branching,254,CG,1.0,1.0,0.8667,0.67374,0.9917,0.8667,4.9874,0.9503,0.24,0.8452,1.3831394184587913,0.4748681923063309,1.3161300885373082,0.7605458173503843,0.1763286651023689,1.3161300885373082,0.9045237117154152,strong_self
branching,257,CG,1.0,1.0,0.5901,0.556732,0.999,0.5901,0.7103,0.99,0.12,0.764,0.9336989196531644,0.4748681923063309,0.3412853876280552,0.7605458173503843,-0.26816158061877077,0.3412853876280552,0.43058702065786986,strong_self
branching,260,CG,1.0,0.0,0.3333,0.237068,0.9907,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,261,CG,1.0,0.0,0.6,0.378548,0.9951,0.6,0.0,0.0,1.0,0.5,-0.5275361996163626,0.4748681923063309,0.37617679232437345,-1.5062222157691358,2.991433554669587,0.37617679232437345,0.3641494860398611,strong_self
branching,272,CG,1.0,1.0,0.6567,0.452798,0.9965,0.6567,0.822,0.9815,0.2,0.7914,1.0853574130925014,0.4748681923063309,0.5760093828578319,0.7605458173503843,0.028165249861989067,0.5760093828578319,0.5834925730544782,strong_self
branching,274,CG,1.0,0.0,0.3333,0.2807,0.9909,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,296,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,314,CG,1.0,0.0,0.4,0.265557,0.9908,0.4,0.0,0.0,1.0,0.45,-0.8042852752355911,0.4748681923063309,-0.3287000702275084,-1.5062222157691358,2.991433554669587,-0.3287000702275084,0.08306568591936234,intermediate
branching,317,CG,1.0,0.0,0.3333,0.240011,0.9909,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,320,CG,1.0,1.0,0.5935,0.524535,0.9989,0.5935,0.6403,0.986,0.18,0.7733,0.9851742477183407,0.4748681923063309,0.35326829429143747,0.7605458173503843,-0.04591645775820095,0.35326829429143747,0.4802013980332884,strong_self
branching,322,CG,1.0,0.0,0.6615,0.586675,0.999,0.6615,0.0,0.0,0.24,0.4014,-1.0732853767374815,0.4748681923063309,0.5929264275590771,-1.5062222157691358,0.1763286651023689,0.5929264275590771,-0.12374297999662724,intermediate
branching,323,CG,1.0,0.5,0.5956,0.464929,0.9975,0.5956,0.1626,0.4944,0.04,0.5541,-0.22809369979635705,0.4748681923063309,0.36066950134823217,-0.3728381992093757,-0.5644884110995305,0.36066950134823217,0.005131147482921992,intermediate
branching,324,CG,1.0,0.0,0.3333,0.157958,0.9999,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,326,CG,1.0,0.0,0.5333,0.355519,0.9908,0.5333,0.0,0.0,1.0,0.4833,-0.6199703908731848,0.4748681923063309,0.14110035866332085,-1.5062222157691358,2.991433554669587,0.14110035866332085,0.2703849762767065,strong_self
branching,327,CG,1.0,1.0,0.4,0.191623,0.9999,0.4,1.3587,0.99,1.0,0.8485,1.4014048574496607,0.4748681923063309,-0.3287000702275084,0.7605458173503843,2.991433554669587,-0.3287000702275084,0.8284753802201577,strong_self
branching,332,CG,1.0,0.0,0.2667,0.122186,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,333,CG,1.0,0.0,0.6504,0.581548,0.9989,0.6504,0.0,0.0,0.16,0.3866,-1.155203103120773,0.4748681923063309,0.5538057616874477,-1.5062222157691358,-0.11999816537839086,0.5538057616874477,-0.1998239614311789,intermediate
branching,334,CG,1.0,0.0,0.6585,0.551682,0.9989,0.6585,0.0,0.0,0.3,0.4096,-1.0278985283359277,0.4748681923063309,0.5823532746207989,-1.5062222157691358,0.39857378796293874,0.5823532746207989,-0.08266203576569935,intermediate
branching,342,CG,1.0,0.85,0.5997,0.453298,0.999,0.5997,0.4788,0.841,0.12,0.7066,0.61599098084229,0.4748681923063309,0.3751194770305457,0.42053061238245626,-0.26816158061877077,0.3751194770305457,0.3322445264955663,strong_self
branching,345,CG,1.0,0.0,0.2667,0.122186,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,352,CG,1.0,1.0,0.7989,0.47935,0.9964,0.7989,0.3658,0.973,0.02,0.7987,1.1257627781329087,0.4748681923063309,1.0771768321322204,0.7605458173503843,-0.6385701187197206,1.0771768321322204,0.6461600555557241,strong_self
branching,353,CG,1.0,0.08,0.5294,0.410888,0.9984,0.5294,0.0268,0.0792,0.02,0.3672,-1.2625817444610334,0.4748681923063309,0.1273552598435591,-1.3248807731195742,-0.6385701187197206,0.1273552598435591,-0.41607565405114655,weak_self
branching,355,CG,1.0,0.0,0.4667,0.385342,0.9909,0.4667,0.0,0.0,1.0,0.4667,-0.7118510839787688,0.4748681923063309,-0.09362363656645582,-1.5062222157691358,2.991433554669587,-0.09362363656645582,0.17683019568251693,intermediate
branching,356,CG,1.0,0.0,0.3333,0.157958,0.9999,0.3333,0.0,0.0,1.0,0.4333,-0.8967194664924134,0.4748681923063309,-0.5637765038885612,-1.5062222157691358,2.991433554669587,-0.5637765038885612,-0.010698823843792282,intermediate
branching,365,CG,1.0,0.0,0.2667,0.122186,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,367,CG,1.0,0.0,0.6,0.335675,0.995,0.6,0.0,0.0,1.0,0.5,-0.5275361996163626,0.4748681923063309,0.37617679232437345,-1.5062222157691358,2.991433554669587,0.37617679232437345,0.3641494860398611,strong_self
branching,377,CG,1.0,0.0,0.5333,0.329104,0.9922,0.5333,0.0,0.0,1.0,0.4833,-0.6199703908731848,0.4748681923063309,0.14110035866332085,-1.5062222157691358,2.991433554669587,0.14110035866332085,0.2703849762767065,strong_self
branching,382,CG,1.0,0.0,0.2,0.118184,0.9932,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
branching,384,CG,1.0,0.0,0.4667,0.402064,0.9911,0.4667,0.0,0.0,1.0,0.4667,-0.7118510839787688,0.4748681923063309,-0.09362363656645582,-1.5062222157691358,2.991433554669587,-0.09362363656645582,0.17683019568251693,intermediate
branching,385,CG,0.3,1.0,0.4286,0.302787,0.9942,0.4286,2.406,0.985,0.14,0.5859,-0.05208128770252801,-3.339415723210328,-0.22790267888258942,0.7605458173503843,-0.19407987299858076,-0.22790267888258942,-0.5468060707210386,weak_self
branching,389,CG,1.0,0.9,0.5874,0.54072,0.9986,0.5874,0.4846,0.891,0.22,0.7385,0.7925568910873579,0.4748681923063309,0.3317695499836051,0.5338690140384323,0.10224695748217898,0.3317695499836051,0.4278466924802517,strong_self
branching,391,CG,1.0,0.75,0.5906,0.465546,0.9982,0.5906,0.2405,0.741,0.28,0.6883,0.5147008191656524,0.4748681923063309,0.3430475797844351,0.19385380907050428,0.3244920803427489,0.3430475797844351,0.36566834340901777,strong_self
branching,397,CG,1.0,0.0,0.6546,0.56521,0.9986,0.6546,0.0,0.0,0.26,0.4026,-1.0666433989226198,0.4748681923063309,0.5686081758010372,-1.5062222157691358,0.2504103727225589,0.5686081758010372,-0.11839511634346528,intermediate
branching,404,CG,1.0,0.06,0.5331,0.42335,0.9991,0.5331,0.0385,0.0594,0.02,0.3602,-1.3013266150477256,0.4748681923063309,0.14039548180076905,-1.3702161337819645,-0.6385701187197206,0.14039548180076905,-0.4257422852735903,weak_self
branching,408,CG,1.0,0.0,0.5333,0.34544,0.9949,0.5333,0.0,0.0,1.0,0.4833,-0.6199703908731848,0.4748681923063309,0.14110035866332085,-1.5062222157691358,2.991433554669587,0.14110035866332085,0.2703849762767065,strong_self
branching,414,CG,1.0,0.0,0.7318,0.572482,0.999,0.7318,0.0,0.0,0.36,0.437,-0.8762400348965906,0.4748681923063309,0.8406906447460638,-1.5062222157691358,0.6208189108235086,0.8406906447460638,0.06576769032604012,intermediate
branching,426,CG,1.0,0.0,0.2667,0.133511,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,430,CG,1.0,0.0,0.4642,0.438725,0.996,0.4642,0.0,0.0,0.02,0.319,-1.52936785335797,0.4748681923063309,-0.10243459734835435,-1.5062222157691358,-0.6385701187197206,-0.10243459734835435,-0.5673601983728673,weak_self
branching,434,CG,1.0,0.0,0.2667,0.133511,0.9999,0.2667,0.0,0.0,1.0,0.4167,-0.9886001595979973,0.4748681923063309,-0.7985004991183379,-1.5062222157691358,2.991433554669587,-0.7985004991183379,-0.1042536044379818,intermediate
branching,436,CG,1.0,1.0,0.7306,0.588673,0.9989,0.7306,0.8596,0.987,0.26,0.8197,1.2419973898929848,0.4748681923063309,0.8364613835707525,0.7605458173503843,0.2504103727225589,0.8364613835707525,0.7334574232356273,strong_self
branching,437,CG,1.0,1.0,0.5955,0.523084,0.999,0.5955,0.6857,0.986,0.2,0.7768,1.0045466830116871,0.4748681923063309,0.36031706291695625,0.7605458173503843,0.028165249861989067,0.36031706291695625,0.49812667806071736,strong_self
branching,441,CG,1.0,0.0,0.2,0.092175,0.9999,0.2,0.0,0.0,1.0,0.4,-1.0810343508548197,0.4748681923063309,-1.0335769327793904,-1.5062222157691358,2.991433554669587,-1.0335769327793904,-0.19801811420113638,intermediate
