sim,transition_type,K1,K2,pre_order,post_order,r_drop,r_recovery,pre_closure,post_closure,c_drop,c_recovery,continuity_survives
17,fragmentation,0.8,0.0,0.8207995255815591,0.7002379010886121,0.054064782053485305,0.852078736104256,0.5151616400056241,0.323846261239908,0.015139907719639023,0.629349870394027,1
18,closure_reorg,0.6,0.6,0.6180878858153227,0.4174342628090894,0.0,0.6742730270991159,0.37747220955194083,0.4529909134116184,0.001955976117606839,1.0,1
19,fragmentation,0.8,0.0,0.9250666825293049,0.29108477800497845,0.02731088710461127,0.31432377764628977,0.8379922059765745,0.11255932227815155,0.029068039761672493,0.13535205865943678,0
20,bifurcation,0.8,0.8,0.8245335244669707,0.30945995897215217,0.06915783229478867,0.37486055962653225,0.33249601976869303,0.38681257215123993,0.0,1.0,1
21,coupling_weaken,1.0,0.2,0.9656565673469841,0.5970991640690939,0.01377642713997218,0.6176952438318908,0.8982635864511787,0.2592379972378997,0.0064698258740644166,0.2893901200479978,0
22,bifurcation,0.8,0.8,0.7376853308574707,0.885458052696896,0.22813548923562788,1.0,0.5448806917197734,0.4977638422912078,0.14563177461427468,0.9136865433358231,1
23,fragmentation,0.8,0.0,0.5530120731225571,0.3183248396580851,0.0,0.5745810517520367,0.2354784947607287,0.1975515372716327,0.23001806383872575,0.8396177312974235,0
24,closure_reorg,0.6,0.6,0.5785380624190375,0.7606451521290942,0.0,1.0,0.3805964512597343,0.6433776444072963,0.0093758522201563,1.0,1
25,bifurcation,0.8,0.8,0.7072838593834493,0.6526535348296509,0.09178634140273878,0.9214575853779532,0.5205222450966339,0.5235144030871379,0.039145402185760014,1.0,1
26,coupling_strengthen,0.2,1.0,0.5435944458193176,0.20638538101799597,0.08213214949471914,0.3789707783513997,0.38645376585213753,0.2560099315360653,0.3035227277725878,0.6633305808005672,0
27,bifurcation,0.8,0.8,0.54871994363589,0.6530403213240799,0.14049682876327824,1.0,0.5252413618187967,0.5627614632027278,0.16285312332980278,1.0,1
28,coupling_weaken,1.0,0.2,0.5473390864856631,0.46052325460084537,0.2490531374828276,0.8398512270069338,0.5205865079844154,0.40671454171646737,0.3200932251141044,0.781681534079577,1
29,coupling_weaken,1.0,0.2,0.5906237842113654,0.3460911363797146,0.0,0.584985163909619,0.4556053705078416,0.3661122167084478,0.4006516299613838,0.8040032825285026,1
30,bifurcation,0.8,0.8,0.6758029312456848,0.49328657330491743,0.16855835338427727,0.7288481632267791,0.482059850157002,0.45135149968594407,0.04954734586643661,0.9364295118688146,1
31,bifurcation,0.8,0.8,0.8093769191214047,0.7004113487917482,0.17660131674402513,0.864303180736096,0.4389933529289774,0.43110948913972713,0.0047964137250553485,0.9820818570626841,1
32,coupling_strengthen,0.2,1.0,0.30353135694291405,0.7379662432194394,0.0,1.0,0.1264619765209995,0.6022864840892728,0.1264619765209995,1.0,1
33,fragmentation,0.8,0.0,0.8955133737498678,0.6111851375232092,0.03635888046586844,0.6817356610831031,0.7673830361534026,0.2629680394228203,0.06519323514824182,0.34353704728343437,0
34,coupling_strengthen,0.2,1.0,0.7260821599435494,0.8412996996697761,0.1517724041651205,1.0,0.24421108391714325,0.6234878712304998,0.05194178961583057,1.0,1
35,fragmentation,0.8,0.0,0.7651410113508875,0.5566212297227824,0.07724760336385272,0.7265258241969421,0.5902506361859983,0.33501535987313596,0.07806776665198789,0.56831289356521,1
36,coupling_weaken,1.0,0.2,0.8352211894268635,0.4579629229131504,0.0534036005482742,0.5476576397532248,0.6579330756263334,0.46156163362591446,0.030293267226061182,0.701985756575108,1
37,closure_reorg,0.6,0.6,0.27678443677192965,0.416211230691637,0.14574073851431021,1.0,0.29717272627674285,0.27980079983688827,0.10127360123935139,0.9417387141447298,0
38,fragmentation,0.8,0.0,0.571117281902901,0.6024880855495293,0.29111715870542926,1.0,0.5090917577765136,0.2807248774476851,0.1769447943705143,0.5523023517880818,0
39,fragmentation,0.8,0.0,0.2290967110093929,0.30844060426087627,0.0,1.0,0.2554992035057769,0.27019717858687986,0.03215710556841411,1.0,0
40,bifurcation,0.8,0.8,0.5631060793486758,0.5191771468054146,0.0,0.9203537522674161,0.3845755008993718,0.42028616847065325,0.10938024767675475,1.0,1
41,coupling_weaken,1.0,0.2,0.7715107012021629,0.32660715285469183,0.07663565306109066,0.42278657414898396,0.6066241718240728,0.14689270274115465,0.14875013648557633,0.2433950287020089,0
42,coupling_weaken,1.0,0.2,0.9786978280778479,0.5711560009110216,0.00925773160284471,0.5829920048221613,0.9243216531905236,0.33913781914613894,0.02618998408959039,0.3675887384385077,0
43,coupling_weaken,1.0,0.2,0.9570967564009222,0.23175553583408057,0.021232955152305943,0.24189157753196783,0.6886730919653735,0.2279707537074508,0.007784548904155142,0.3319989664305284,0
44,coupling_weaken,1.0,0.2,0.8427528721618509,0.6787040083224751,0.05267221628203189,0.8043871976204477,0.6778393330291008,0.4231204202007765,0.03852903860746737,0.6247729021656367,1
45,topology_change,0.6,0.6,0.7991392207223086,0.7541894417271535,0.038192405300803145,0.9425727700815929,0.44247060503797836,0.568925571881563,0.11671343435872289,1.0,1
46,bifurcation,0.8,0.8,0.6071689549567677,0.34624974008789716,0.0,0.5693314945885567,0.36694546668217987,0.4100228508984268,0.0,1.0,1
47,coupling_strengthen,0.2,1.0,0.6750724963694996,0.8117372797672586,0.11764734764336227,1.0,0.26789070220920963,0.6234552756412375,0.19909568719489718,1.0,1
48,bifurcation,0.8,0.8,0.6191598393264743,0.8459935668399627,0.29399214448230204,1.0,0.5150366875437612,0.48545447986566664,0.18852514062023762,0.9426742160157249,1
49,topology_change,0.6,0.6,0.7829549532771067,0.7185697238915472,0.0,0.9165956805142506,0.3936190712245489,0.26953957707222087,0.029159870449744718,0.6855714708179335,0
50,coupling_strengthen,0.2,1.0,0.42040820301529136,0.8982697233330801,0.23295568087095225,1.0,0.2701620417428263,0.6821168149264502,0.2701620417428263,1.0,1
51,bifurcation,0.8,0.8,0.8680769254430396,0.43649154979290666,0.13259352212343378,0.5022473120781469,0.500475868507069,0.4926907402509206,0.0,0.9844755675296493,1
52,fragmentation,0.8,0.0,0.7576054539575381,0.7463786633704292,0.08290529452524131,0.9838825432597098,0.6201287744793627,0.27788718619580083,0.07929843088178656,0.4490005899816303,0
53,bifurcation,0.8,0.8,0.8822435475449164,0.5653524845295153,0.1255427349890983,0.6400867417610712,0.45693562703859575,0.4904445900666569,0.0,1.0,1
54,coupling_strengthen,0.2,1.0,0.2884794206367579,0.8006169233518042,0.13194629794340312,1.0,0.3118703459599776,0.6340740730188611,0.1372721288678525,1.0,1
55,bifurcation,0.8,0.8,0.5956209909340362,0.4213934567476689,0.19248376067773315,0.7063000852315958,0.44519172801298373,0.3778301899833547,0.17415004045979543,0.8490300608449002,1
56,topology_change,0.6,0.6,0.9070658428781616,0.8190524828761309,0.0028691333574512035,0.9019747734152203,0.4404329736932074,0.5752954991212499,0.0,1.0,1
57,closure_reorg,0.6,0.6,0.27698379954838465,0.2679895319158702,0.0,0.9640473018616509,0.32768099709552734,0.2321729265289423,0.10419614824044296,0.7094201629830559,0
58,coupling_strengthen,0.2,1.0,0.30989122406069175,0.9031596795627853,0.04430405883618449,1.0,0.41924512560265015,0.6774502420866992,0.11268659712005935,1.0,1
59,fragmentation,0.8,0.0,0.8500464786738317,0.45734837074579304,0.05596362806992394,0.5373952918041206,0.69820602702009,0.4004554891733296,0.14441674432057727,0.5741590799556919,1
60,bifurcation,0.8,0.8,0.8602979363858992,0.7305614949420921,0.10139015653283945,0.8482099678626984,0.5304438845611993,0.5684488184793642,0.0,1.0,1
61,closure_reorg,0.6,0.6,0.4800487230848233,0.4654207912672893,0.0,0.9675127880657978,0.3789061909896934,0.21611157547675588,0.22343162398174657,0.5714873319414949,0
62,coupling_strengthen,0.2,1.0,0.6031172349324592,0.6690593522295787,0.26257223238965427,1.0,0.3294921065377741,0.5295072842248183,0.2042918156025794,1.0,1
63,fragmentation,0.8,0.0,0.9857313735898213,0.23522006956165495,0.006072768840598153,0.23838308566788777,0.8994063884269997,0.3810910242586199,0.0,0.42435396857426666,0
64,coupling_weaken,1.0,0.2,0.9496027780737344,0.19253044947364065,0.01949167695766174,0.20253512183477634,0.5847917858591556,0.40885874638158065,0.0,0.6996662573212058,1
65,coupling_weaken,1.0,0.2,0.9561977804543987,0.1352361620683162,0.016635545618533087,0.14128340540459383,0.7166926874063378,0.3657795476813404,0.11190174964909916,0.5110537617525981,1
66,bifurcation,0.8,0.8,0.920139270724558,0.6995382516151766,0.08290804860169709,0.7594272373871623,0.4911219852710171,0.5504320100461116,0.0,1.0,1
67,bifurcation,0.8,0.8,0.5263801104307337,0.4420733271585948,0.0,0.8382442159176894,0.41970919547289076,0.43563151947761125,0.13246284186008267,1.0,1
68,fragmentation,0.8,0.0,0.463593336030174,0.4128014792552356,0.25922228081082244,0.8885221703404401,0.46535791903901896,0.28769996325224223,0.21590701783447283,0.6190523447036984,0
69,closure_reorg,0.6,0.6,0.9279360343780829,0.9382640898487972,0.0,1.0,0.6494586805313511,0.8449770845814235,0.03534361202317182,1.0,1
70,coupling_weaken,1.0,0.2,0.9005220428596384,0.5922777056404852,0.033574710931151164,0.6569752901013639,0.6859718126848852,0.4295635976536126,0.04190705341591017,0.6267558431121725,1
71,coupling_weaken,1.0,0.2,0.9533806613348784,0.4135518330363832,0.017632581277405746,0.4333195859794081,0.8322436449444526,0.279584252488163,0.00662194218155987,0.33673734470170236,0
72,bifurcation,0.8,0.8,0.5083961918245063,0.7624796138195633,0.32386039183736914,1.0,0.48544822929389486,0.5143255469629631,0.16770442095403232,1.0,1
73,fragmentation,0.8,0.0,0.9273092422769424,0.40394724454436487,0.028406138936353353,0.4351429740735634,0.7394635433873948,0.5121169241268148,0.09330303133393703,0.6929671672685752,1
74,closure_reorg,0.6,0.6,0.3856810038908956,0.29982215934235656,0.24163994300805994,0.7753733861385992,0.42481026442578745,0.19043950926837996,0.23676834944417674,0.4495887611505549,0
75,coupling_strengthen,0.2,1.0,0.5277266570018354,0.9472011954201917,0.0,1.0,0.2740972653347709,0.8099613516242935,0.10983680031493026,1.0,0
76,fragmentation,0.8,0.0,0.9151971836747659,0.3702475793928491,0.028450199740853943,0.4041134222960901,0.823633976224493,0.4524855322973974,0.1152144184077416,0.5499234149599768,1
77,closure_reorg,0.6,0.6,0.3323420068430662,0.5152824097087946,0.06817604499304386,1.0,0.45039103522752383,0.3074597048236296,0.12262817978749374,0.6833536352093266,1
78,coupling_weaken,1.0,0.2,0.9104972816662391,0.1504710526733355,0.03217884691596673,0.16508118641700253,0.7453202029405791,0.2113155931267214,0.016057712978410188,0.2844832449800715,0
79,fragmentation,0.8,0.0,0.2753971102037301,0.15023309134314153,0.0,0.5435407455324186,0.34446376620508784,0.10476635029917775,0.15857335768623126,0.30615757901622753,0
80,closure_reorg,0.6,0.6,0.3651465075617076,0.5429979502189604,0.0904596320252326,1.0,0.5200164699188907,0.5376457165862302,0.13914365469625017,1.0,1
81,closure_reorg,0.6,0.6,0.897810334274514,0.8613954299506905,0.09347909013494782,0.9583728592150386,0.48248266348955576,0.6385326624236978,0.0,1.0,1
82,fragmentation,0.8,0.0,0.8816816928425233,0.2642756443299852,0.04171892120281173,0.29940084457731453,0.7373075008374069,0.2555342664938366,0.05181149560387821,0.34746263068283745,0
83,closure_reorg,0.6,0.6,0.7647573828591859,0.784844827550689,0.043342845361489135,1.0,0.5364111740599813,0.5126262328485479,0.31174754981883324,0.9557416325534409,1
84,coupling_strengthen,0.2,1.0,0.5212695154464658,0.8751854187954763,0.0,1.0,0.1897548847138957,0.744493722710084,0.11164865868135679,1.0,0
85,coupling_weaken,1.0,0.2,0.8159572243078186,0.5366565226446065,0.06730269625663954,0.6568967219786791,0.5964938306907939,0.47117518948462034,0.05174241755231501,0.7902595227447184,1
86,closure_reorg,0.6,0.6,0.8935073390534886,0.88268459093201,0.0,0.9867829501164421,0.503828290967519,0.6309461799814141,0.04165402114701283,1.0,1
87,bifurcation,0.8,0.8,0.6966361029709403,0.6331587293809718,0.18846017265035742,0.9075773554215639,0.4740868035230756,0.3665307079118897,0.08027686502854059,0.7736074864349253,1
88,coupling_weaken,1.0,0.2,0.9429838321806169,0.5673688041165269,0.02272435414874885,0.6010365694568056,0.6391752884098059,0.441163551859847,0.0,0.6906913776040629,1
89,coupling_weaken,1.0,0.2,0.762823344897594,0.4581299672186367,0.1733470131614837,0.5997852386667474,0.5477113651042593,0.5114314614957173,0.07269837427983372,0.9338816253575346,1
90,coupling_weaken,1.0,0.2,0.943505619638684,0.6481176305223612,0.02145943335600964,0.6861977494324443,0.8058732002016462,0.3925963642399389,0.0033300645980816057,0.48780448296160406,1
91,topology_change,0.6,0.6,0.4150737088242619,0.8821809992393284,0.0,1.0,0.3906814016575478,0.40054387990550727,0.0659112946737852,1.0,1
92,coupling_weaken,1.0,0.2,0.9019124290163569,0.1336021123473053,0.03293614766846242,0.14796796240013327,0.8068011225604478,0.2186022541761115,0.16526385280720135,0.27185188042330155,0
93,fragmentation,0.8,0.0,0.8800890330615821,0.544268351678561,0.04754195795741578,0.6177223087062534,0.6482680818175572,0.18002638815628852,0.09825644264027289,0.27881609034210386,0
94,fragmentation,0.8,0.0,0.7590564495791028,0.45910828718392493,0.08297058422114911,0.6040449856562178,0.6456177638591765,0.14749011991776148,0.16094928813645676,0.22964126291788733,0
95,closure_reorg,0.6,0.6,0.8391019040826994,0.5821110869250998,0.06054334796754157,0.6929053298131759,0.43667929287048607,0.2236397215664326,0.05926543231728082,0.5132518838009223,0
96,closure_reorg,0.6,0.6,0.8999909256347424,0.8531771303353295,0.0348473367604768,0.9469319901687929,0.5325639834323957,0.6518832970323797,0.12635313961964673,1.0,1
97,bifurcation,0.8,0.8,0.8260496107400267,0.8424872357484412,0.0,1.0,0.4079737638206706,0.5256381538863081,0.0,1.0,1
98,closure_reorg,0.6,0.6,0.647222350222654,0.5957694866956877,0.16284139334524006,0.9190819885970463,0.39433432927229595,0.29496115603224843,0.17539518297204598,0.7486351022867992,0
99,coupling_weaken,1.0,0.2,0.586696927222063,0.45591101640673914,0.1882543747040925,0.7757587206755495,0.5479730343860912,0.4002389717988999,0.0481661537846223,0.7308901287794577,1
100,bifurcation,0.8,0.8,0.7369134736579187,0.4789849091079356,0.0,0.6491071463074857,0.3766349703790966,0.3901607927432888,0.004293432031434341,1.0,1
101,fragmentation,0.8,0.0,0.9293265291723144,0.3883347402592608,0.025881408973853937,0.4174176787205578,0.7300233466289099,0.5033802867897643,0.007190164988560177,0.689964676389198,1
102,coupling_weaken,1.0,0.2,0.9410749870225953,0.49817637673978227,0.02196338936176012,0.5288075616085046,0.7381596204219907,0.30528286602231397,0.0,0.41436633923191746,1
103,bifurcation,0.8,0.8,0.950360167415036,0.8492657152138342,0.09274264649355979,0.8926858032341156,0.49862891077898486,0.5629988469673328,0.0,1.0,1
104,closure_reorg,0.6,0.6,0.5077952996548477,0.5240712705922362,0.0,1.0,0.3827515366091232,0.4772260620489752,0.17815292141846814,1.0,1
105,bifurcation,0.8,0.8,0.8159511218464164,0.4114171658148664,0.15387227750708932,0.5036007110009346,0.47105019266534565,0.42227871415101265,0.010623565509536748,0.8966815832889429,1
106,topology_change,0.6,0.6,0.6508359891638652,0.8381986194138805,0.08797882250974864,1.0,0.5625831522530318,0.6025222069200755,0.19282379478650202,1.0,1
107,coupling_strengthen,0.2,1.0,0.36323631695011566,0.8979788531630257,0.13945939539832614,1.0,0.3697061137257945,0.3602573495320678,0.08813498032786321,0.9745114422344925,1
108,fragmentation,0.8,0.0,0.8229858689146815,0.35063948052071725,0.0,0.42554064790281465,0.583541690608289,0.38224577756216804,0.07909973447282903,0.6556346343121442,1
109,bifurcation,0.8,0.8,0.7843786664606364,0.5520016703621584,0.11260063406852294,0.702847803149266,0.4166071326391364,0.4559774126167821,0.004468375252546675,1.0,1
110,coupling_strengthen,0.2,1.0,0.2732928983823674,0.340790453574697,0.0357555974873561,1.0,0.44057447051329907,0.40338213891525654,0.04432635125233941,0.9157733653514681,1
111,topology_change,0.6,0.6,0.853134161988338,0.7380562427131011,0.0020186330005171893,0.8640987277630726,0.5929921745065277,0.6051452449170819,0.05951192118230597,1.0,1
112,closure_reorg,0.6,0.6,0.6609257790090055,0.5068772881846975,0.0,0.7657615162587608,0.39859009068197765,0.17560075401888112,0.01628557140646303,0.441954788512092,0
113,closure_reorg,0.6,0.6,0.7964554443379008,0.5670601692448635,0.021530064511763425,0.7110869620003328,0.45606727067989344,0.35716497248873946,0.05460043174553236,0.7836154445186252,1
114,coupling_weaken,1.0,0.2,0.840210070947938,0.4589019153380975,0.043994758192092975,0.5455259407688412,0.6042344157929439,0.37849699348020316,0.10277529031066668,0.6270248082026328,1
115,bifurcation,0.8,0.8,0.6772054974084203,0.3723928069143454,0.16188602296743204,0.5490855033427836,0.5268802817228512,0.4396762522516924,0.046736404846465684,0.8348033967350521,1
116,fragmentation,0.8,0.0,0.7744508677567323,0.594303834157958,0.06672748752081914,0.7663977936825235,0.6306133920304943,0.26173580233771887,0.1176208908549441,0.415975667477668,0
117,fragmentation,0.8,0.0,0.7427440690871839,0.3626062688125851,0.0,0.4875417282421103,0.18664966439411676,0.16013185043022668,0.0,0.8586844583521596,0
118,topology_change,0.6,0.6,0.47825648134651927,0.2137561496775273,0.45913279473427093,0.44601618965477086,0.5763066569802766,0.40078614856413614,0.05723267708508695,0.6959665954066123,1
119,fragmentation,0.8,0.0,0.853726916990127,0.23815984846156726,0.2166399724065129,0.2786385262093229,0.4471586229308099,0.22414003142719838,0.11082414628619719,0.5023668404612114,0
120,closure_reorg,0.6,0.6,0.16665433632773535,0.1643935844756299,0.0,0.9805507455188559,0.4062224736446906,0.2863310553444172,0.10598759399727525,0.7055874219631578,0
121,coupling_weaken,1.0,0.2,0.9647055716828622,0.6931180694752588,0.015205334607931276,0.7177322879761523,0.7892127155308367,0.4256899310770404,0.0,0.5399684448135023,1
122,topology_change,0.6,0.6,0.9230144342129125,0.9325262369323152,0.004175043973709491,1.0,0.5826089755529503,0.8106537719800022,0.012064734054681558,1.0,1
123,topology_change,0.6,0.6,0.4382476756618132,0.5635130997871114,0.0,1.0,0.3915242074160738,0.3163234127807804,0.08821051765784255,0.808417434607846,1
124,fragmentation,0.8,0.0,0.7792400807918223,0.5109338665985901,0.06875546030203739,0.6548418610846956,0.6399673745200637,0.18528964617768304,0.07046265543653474,0.29063826581995833,0
125,coupling_weaken,1.0,0.2,0.8791305891084475,0.3722105396819015,0.03831765826459621,0.42290376483669584,0.7518566337768,0.17772830714442753,0.174675658788069,0.23740018899456927,0
126,bifurcation,0.8,0.8,0.8800870694075961,0.6440325172706913,0.0064314888595253805,0.7309521835381267,0.42154302174735836,0.5655972990736924,0.0,1.0,1
127,closure_reorg,0.6,0.6,0.6768684241672108,0.8274983775657937,0.06149654650940284,1.0,0.5122969833909634,0.7334900743738288,0.24546856551888668,1.0,1
128,coupling_weaken,1.0,0.2,0.8082607937702025,0.729486087477369,0.059316876334129964,0.9014227466510798,0.6729091521748394,0.3643360391269174,0.09879391123992698,0.5421146722045621,1
129,fragmentation,0.8,0.0,0.8683624989491122,0.47296627595404866,0.036787827986406896,0.5440380468743149,0.5923796864652298,0.2736319587369819,0.053962880135370095,0.4628266942755791,0
130,fragmentation,0.8,0.0,0.9057718169131427,0.28106377986723513,0.030601353936878795,0.30996086846196885,0.7379513561350997,0.3204871354069223,0.043797819432471075,0.4350585904441402,1
131,topology_change,0.6,0.6,0.7046575696707563,0.25089414302340285,0.20852096996691538,0.3555465905941664,0.5260871122612613,0.10267847560077908,0.2381628347694405,0.19670083595098187,0
132,closure_reorg,0.6,0.6,0.5178281146040566,0.7677616170702756,0.1158351053650356,1.0,0.40502001811374816,0.4408474407898784,0.09222137455940055,1.0,1
133,closure_reorg,0.6,0.6,0.8619826132431554,0.8391222579258136,0.005288523172172321,0.9723512908010131,0.5160490232392365,0.6877352019329341,0.0017944448947410097,1.0,1
134,bifurcation,0.8,0.8,0.8122136175715129,0.34265223999184513,0.0,0.4213557576852957,0.4363907358022086,0.43958671274950645,0.0,1.0,1
135,closure_reorg,0.6,0.6,0.2529520159850997,0.32976778361522546,0.0,1.0,0.2777652984129148,0.21232635402526145,0.06564343110328905,0.7652543384696204,0
136,coupling_weaken,1.0,0.2,0.9527655109728203,0.5930082549545961,0.018602632100625294,0.6217547689995001,0.6262573087318606,0.5624408384319581,0.01330277386759382,0.8982610973016455,1
137,bifurcation,0.8,0.8,0.9387571948074296,0.7002924333322443,0.08736396625818621,0.745184434023668,0.5032294646515213,0.5453907460984877,0.050709068377160604,1.0,1
138,coupling_strengthen,0.2,1.0,0.3250111466575152,0.9192653099368598,0.041988495648852875,1.0,0.3041931146879266,0.740606404790484,0.2444470402590392,1.0,1
139,fragmentation,0.8,0.0,0.6475354641319467,0.6893639708224769,0.09843225783327014,1.0,0.5435063896376118,0.26149840118450335,0.442645599609421,0.48208507040515225,0
140,coupling_weaken,1.0,0.2,0.9342970807667216,0.22675358280060456,0.024255834514076646,0.2424401695071265,0.7270775313405079,0.2867436717518126,0.1188900331253262,0.3952102068333714,0
141,bifurcation,0.8,0.8,0.38669536584432196,0.5874218033001185,0.0,1.0,0.377279630392757,0.5314514070087689,0.1277904119411431,1.0,1
142,fragmentation,0.8,0.0,0.680880746655035,0.4235064419699918,0.13871314327315376,0.6210857896303746,0.5987462408824998,0.33540394638552534,0.2877301488708246,0.5609104708860233,1
143,fragmentation,0.8,0.0,0.7845029477890898,0.4173743871685439,0.15668507257122632,0.5313466847493109,0.45464126675796523,0.34740188137465744,0.1086722202870643,0.7646407531382075,1
144,closure_reorg,0.6,0.6,0.45746783176186606,0.40307689730452606,0.059768255124062586,0.8791825061215838,0.4768430751682803,0.3348999264440715,0.3333707660960522,0.7029502861912958,1
145,fragmentation,0.8,0.0,0.8870139091655765,0.23980746539604808,0.04336453549243724,0.27004922211340526,0.6999876338422962,0.36197454482752056,0.01121428483384257,0.5178044908409616,1
146,topology_change,0.6,0.6,0.2059378149813003,0.577520636994347,0.03776041682035361,1.0,0.32873542092542407,0.5526682982125444,0.18539919982622718,1.0,1
147,topology_change,0.6,0.6,0.9527363182585037,0.9571389927786107,5.0910074302801256e-05,1.0,0.8780012118347693,0.9169920104010734,0.018458881255523307,1.0,1
148,topology_change,0.6,0.6,0.4597908886622021,0.4610971244472033,0.03882462653076191,1.0,0.41461305257996356,0.4057882062864356,0.20472233554269229,0.9787666767471648,1
149,closure_reorg,0.6,0.6,0.8324012250046416,0.35940045340117455,0.016930663587833128,0.43124541051541276,0.3356928325806586,0.14988360249863847,0.0,0.4481342870953233,0
150,closure_reorg,0.6,0.6,0.31679667150865193,0.33226492621193776,0.0,1.0,0.4231491369852924,0.3869219321127107,0.11847023448551741,0.9145885215514705,1
151,coupling_strengthen,0.2,1.0,0.31717052652611205,0.8988400938000787,0.12739773748917613,1.0,0.28022415540930845,0.4659829297802188,0.11132689363195444,1.0,1
152,closure_reorg,0.6,0.6,0.5136492614283131,0.926587583190846,0.10771754369772424,1.0,0.4061591310208773,0.4146233171636335,0.22605996809868836,1.0,1
153,coupling_weaken,1.0,0.2,0.8159161962730885,0.7404083021292129,0.05886640181401814,0.9063454801203383,0.6677523919109287,0.41014142146042026,0.06112024720108156,0.6147887116868515,1
154,closure_reorg,0.6,0.6,0.7304919920343012,0.17489518485987954,0.09690063943110827,0.23909377924082365,0.5361875331037292,0.09619764616371683,0.13384812539401675,0.18093801544897037,0
155,closure_reorg,0.6,0.6,0.5352579314360298,0.9465811576968413,0.0,1.0,0.2148217585018146,0.7495910349953498,0.11810920099216714,1.0,0
156,topology_change,0.6,0.6,0.9362155418559912,0.9198360527900182,0.0009626152223628504,0.9814562517480707,0.7557048616328848,0.8343364928904119,0.006412192537717631,1.0,1
157,fragmentation,0.8,0.0,0.7205558547734355,0.25615971521747816,0.0,0.355010237284972,0.22579308307949728,0.10002910621607138,0.01926332060722763,0.44546819878390154,0
158,fragmentation,0.8,0.0,0.8204100068867852,0.4377627521445011,0.05734891459195346,0.5329406124520685,0.7023721335375657,0.17305618997553104,0.2520507919050715,0.2474596044914752,0
159,fragmentation,0.8,0.0,0.8838949498934935,0.32137096945690863,0.037464147534025494,0.36317414795461206,0.7957442800370522,0.27700943836770353,0.11023929245077102,0.3489318283587487,0
160,closure_reorg,0.6,0.6,0.9654807583767128,0.9662879020298714,0.0,0.9998004550580342,0.6225142821955548,0.9095102631304002,0.0,1.0,1
161,closure_reorg,0.6,0.6,0.8732046643750138,0.7005959859670249,0.08032889756236383,0.8014095720570135,0.44716625432965085,0.6486078535621793,0.071619630310916,1.0,1
162,closure_reorg,0.6,0.6,0.6429961716369806,0.8994550869064127,0.16921586172540587,1.0,0.5787260387277595,0.6819681545745306,0.3401170416534739,1.0,1
