transition_type,pre_order,post_order,pre_closure,post_closure,r_drop,c_drop,r_recovery,c_recovery,continuity_survives,c_curvature,closure_deformation,bifurcation_point,c_delta,transformation_cluster
bifurcation,0.7376853308574707,0.885458052696896,0.5448806917197734,0.4977638422912078,0.2281354892356278,0.1456317746142746,1.0,0.9136865433358232,1,8.730163414275337e-05,1.0291863028936306,0,-0.0471168494285655,2
fragmentation,0.5530120731225571,0.3183248396580851,0.2354784947607287,0.1975515372716327,0.0,0.2300180638387257,0.5745810517520367,0.8396177312974235,0,0.0001634905390508,0.2048499122227538,0,-0.037926957489096,0
closure_reorg,0.5785380624190375,0.7606451521290942,0.3805964512597343,0.6433776444072963,0.0,0.0093758522201563,1.0,1.0,1,0.0003346925876353,0.5575796751732517,0,0.262781193147562,0
bifurcation,0.7072838593834493,0.6526535348296509,0.5205222450966339,0.5235144030871379,0.0917863414027387,0.03914540218576,0.9214575853779532,1.0,1,1.989333813616767e-05,0.4736930075241395,0,0.002992157990504,2
coupling_strengthen,0.5435944458193176,0.2063853810179959,0.3864537658521375,0.2560099315360653,0.0821321494947191,0.3035227277725878,0.3789707783513997,0.6633305808005672,0,0.0001524253856144,0.1847650894065684,0,-0.1304438343160722,4
bifurcation,0.54871994363589,0.6530403213240799,0.5252413618187967,0.5627614632027278,0.1404968287632782,0.1628531233298027,1.0,1.0,1,2.55789676337279e-05,0.4002770953838241,0,0.0375201013839311,2
coupling_weaken,0.5473390864856631,0.4605232546008453,0.5205865079844154,0.4067145417164673,0.2490531374828276,0.3200932251141044,0.8398512270069338,0.781681534079577,1,8.384537860030426e-05,0.385991330656655,0,-0.113871966267948,2
coupling_weaken,0.5906237842113654,0.3460911363797146,0.4556053705078416,0.3661122167084478,0.0,0.4006516299613838,0.584985163909619,0.8040032825285026,1,0.0002202193708257,0.2559271567533542,0,-0.0894931537993938,0
bifurcation,0.6758029312456848,0.4932865733049174,0.482059850157002,0.451351499685944,0.1685583533842772,0.0495473458664366,0.7288481632267791,0.9364295118688146,1,2.1567652227743272e-05,0.2714295253833289,0,-0.0307083504710579,2
bifurcation,0.8093769191214047,0.7004113487917482,0.4389933529289774,0.4311094891397271,0.1766013167440251,0.0047964137250553,0.864303180736096,0.982081857062684,1,2.8608391859893212e-05,0.7882002353234429,0,-0.0078838637892502,2
coupling_strengthen,0.303531356942914,0.7379662432194394,0.1264619765209995,0.6022864840892728,0.0,0.1264619765209995,1.0,1.0,1,0.000128310476266,0.5809548100273632,0,0.4758245075682732,0
fragmentation,0.8955133737498678,0.6111851375232092,0.7673830361534026,0.2629680394228203,0.0363588804658684,0.0651932351482418,0.6817356610831031,0.3435370472834343,0,5.230900977765947e-05,0.5378663170268199,0,-0.5044149967305823,4
coupling_strengthen,0.7260821599435494,0.8412996996697761,0.2442110839171432,0.6234878712304998,0.1517724041651205,0.0519417896158305,1.0,1.0,1,4.52442109080603e-05,0.1302121708482806,0,0.3792767873133565,3
fragmentation,0.7651410113508875,0.5566212297227824,0.5902506361859983,0.3350153598731359,0.0772476033638527,0.0780677666519878,0.7265258241969421,0.56831289356521,1,6.330841206556845e-05,0.6008086966677986,0,-0.2552352763128623,1
coupling_weaken,0.8352211894268635,0.4579629229131504,0.6579330756263334,0.4615616336259144,0.0534036005482742,0.0302932672260611,0.5476576397532248,0.701985756575108,1,3.111659811676142e-05,0.1526184418276334,0,-0.1963714420004189,1
closure_reorg,0.2767844367719296,0.416211230691637,0.2971727262767428,0.2798007998368882,0.1457407385143102,0.1012736012393513,1.0,0.9417387141447298,0,0.0002097447604927,1.5758485339778192,0,-0.0173719264398545,0
fragmentation,0.571117281902901,0.6024880855495293,0.5090917577765136,0.2807248774476851,0.2911171587054292,0.1769447943705143,1.0,0.5523023517880818,0,6.053425692395881e-05,0.1270545786913129,0,-0.2283668803288285,2
fragmentation,0.2290967110093929,0.3084406042608762,0.2554992035057769,0.2701971785868798,0.0,0.0321571055684141,1.0,1.0,0,1.4950806167839918e-05,0.4017457497323012,0,0.0146979750811029,0
bifurcation,0.5631060793486758,0.5191771468054146,0.3845755008993718,0.4202861684706532,0.0,0.1093802476767547,0.920353752267416,1.0,1,6.790284131547673e-05,0.217855867642459,0,0.0357106675712814,0
coupling_weaken,0.7715107012021629,0.3266071528546918,0.6066241718240728,0.1468927027411546,0.0766356530610906,0.1487501364855763,0.4227865741489839,0.2433950287020089,0,8.690173319541057e-05,0.4437650550374716,0,-0.4597314690829182,4
coupling_weaken,0.978697828077848,0.5711560009110216,0.9243216531905236,0.3391378191461389,0.0092577316028447,0.0261899840895903,0.5829920048221613,0.3675887384385077,0,3.286768124636709e-05,0.6376730631865769,0,-0.5851838340443847,4
coupling_weaken,0.9570967564009222,0.2317555358340805,0.6886730919653735,0.2279707537074508,0.0212329551523059,0.0077845489041551,0.2418915775319678,0.3319989664305284,0,6.911492049529163e-05,0.2699658689084606,0,-0.4607023382579227,4
coupling_weaken,0.8427528721618509,0.6787040083224751,0.6778393330291008,0.4231204202007765,0.0526722162820318,0.0385290386074673,0.8043871976204477,0.6247729021656367,1,7.787599480669117e-05,0.5235612062287093,0,-0.2547189128283243,1
topology_change,0.7991392207223086,0.7541894417271535,0.4424706050379783,0.568925571881563,0.0381924053008031,0.1167134343587228,0.9425727700815928,1.0,1,3.4445323150740284e-05,2.468740289916892,0,0.1264549668435846,3
bifurcation,0.6071689549567677,0.3462497400878971,0.3669454666821798,0.4100228508984268,0.0,0.0,0.5693314945885567,1.0,1,0.0001562138885547,0.6146694526876355,0,0.0430773842162469,0
coupling_strengthen,0.6750724963694996,0.8117372797672586,0.2678907022092096,0.6234552756412375,0.1176473476433622,0.1990956871948971,1.0,1.0,1,5.4670803203794494e-05,0.0375477370548542,0,0.3555645734320278,3
bifurcation,0.6191598393264743,0.8459935668399627,0.5150366875437612,0.4854544798656666,0.293992144482302,0.1885251406202376,1.0,0.9426742160157248,1,8.726651395063588e-05,0.2504723462301658,0,-0.0295822076780945,2
topology_change,0.7829549532771067,0.7185697238915472,0.3936190712245489,0.2695395770722208,0.0,0.0291598704497447,0.9165956805142506,0.6855714708179335,0,8.939310762984032e-05,0.7384485937269358,0,-0.124079494152328,4
coupling_strengthen,0.4204082030152913,0.8982697233330801,0.2701620417428263,0.6821168149264502,0.2329556808709522,0.2701620417428263,1.0,1.0,1,4.782242080140236e-05,0.0222720690750106,0,0.4119547731836238,2
bifurcation,0.8680769254430396,0.4364915497929066,0.500475868507069,0.4926907402509206,0.1325935221234337,0.0,0.5022473120781469,0.9844755675296492,1,6.062419992507509e-05,1.6347282896262387,0,-0.0077851282561484,1
fragmentation,0.7576054539575381,0.7463786633704292,0.6201287744793627,0.2778871861958008,0.0829052945252413,0.0792984308817865,0.9838825432597098,0.4490005899816303,0,9.195188513670814e-05,0.2008063428125325,0,-0.3422415882835618,4
bifurcation,0.8822435475449164,0.5653524845295153,0.4569356270385957,0.4904445900666569,0.1255427349890983,0.0,0.6400867417610712,1.0,1,1.987015256978244e-05,0.3820664895555106,0,0.0335089630280611,2
coupling_strengthen,0.2884794206367579,0.8006169233518042,0.3118703459599776,0.6340740730188611,0.1319462979434031,0.1372721288678525,1.0,1.0,1,7.124453309343568e-05,0.2981162375917155,0,0.3222037270588835,2
bifurcation,0.5956209909340362,0.4213934567476689,0.4451917280129837,0.3778301899833547,0.1924837606777331,0.1741500404597954,0.7063000852315958,0.8490300608449002,1,4.960337130249836e-05,0.3443243872253686,0,-0.067361538029629,2
topology_change,0.9070658428781616,0.8190524828761309,0.4404329736932074,0.5752954991212499,0.0028691333574512,0.0,0.9019747734152204,1.0,1,4.62550150672203e-06,0.3248397563433107,0,0.1348625254280425,3
closure_reorg,0.2769837995483846,0.2679895319158702,0.3276809970955273,0.2321729265289423,0.0,0.1041961482404429,0.9640473018616508,0.7094201629830559,0,0.0001772121438499,2.8477484189755087,1,-0.095508070566585,0
coupling_strengthen,0.3098912240606917,0.9031596795627852,0.4192451256026501,0.6774502420866992,0.0443040588361844,0.1126865971200593,1.0,1.0,1,6.234041048739428e-05,0.0910361113690242,0,0.2582051164840491,3
fragmentation,0.8500464786738317,0.457348370745793,0.69820602702009,0.4004554891733296,0.0559636280699239,0.1444167443205772,0.5373952918041206,0.5741590799556919,1,6.081750755505164e-05,0.7352767819963719,0,-0.2977505378467604,1
bifurcation,0.8602979363858992,0.7305614949420921,0.5304438845611993,0.5684488184793642,0.1013901565328394,0.0,0.8482099678626984,1.0,1,3.956554931309023e-05,0.6581955021224195,0,0.0380049339181649,3
closure_reorg,0.4800487230848233,0.4654207912672893,0.3789061909896934,0.2161115754767558,0.0,0.2234316239817465,0.9675127880657978,0.5714873319414949,0,0.0002071596825279,0.6287137328382483,0,-0.1627946155129375,0
coupling_strengthen,0.6031172349324592,0.6690593522295787,0.3294921065377741,0.5295072842248183,0.2625722323896542,0.2042918156025794,1.0,1.0,1,7.45338221319241e-05,0.0368646121591067,0,0.2000151776870442,2
fragmentation,0.9857313735898212,0.2352200695616549,0.8994063884269997,0.3810910242586199,0.0060727688405981,0.0,0.2383830856678877,0.4243539685742666,0,1.7397166622075485e-05,1.3173312421774688,0,-0.5183153641683798,4
coupling_weaken,0.9496027780737344,0.1925304494736406,0.5847917858591556,0.4088587463815806,0.0194916769576617,0.0,0.2025351218347763,0.6996662573212058,1,1.8644116302515395e-05,0.6663534725932917,0,-0.1759330394775749,1
coupling_weaken,0.9561977804543988,0.1352361620683162,0.7166926874063378,0.3657795476813404,0.016635545618533,0.1119017496490991,0.1412834054045938,0.5110537617525981,1,2.1976796479359237e-05,0.199987339040324,0,-0.3509131397249974,1
bifurcation,0.920139270724558,0.6995382516151766,0.4911219852710171,0.5504320100461116,0.082908048601697,0.0,0.7594272373871623,1.0,1,6.626567918637133e-05,0.1846157425907741,0,0.0593100247750945,3
bifurcation,0.5263801104307337,0.4420733271585948,0.4197091954728907,0.4356315194776112,0.0,0.1324628418600826,0.8382442159176894,1.0,1,0.0001635382916924,0.3193440476755588,0,0.0159223240047204,0
fragmentation,0.463593336030174,0.4128014792552356,0.4653579190390189,0.2876999632522422,0.2592222808108224,0.2159070178344728,0.8885221703404401,0.6190523447036984,0,5.527783785692207e-05,0.2532241595183409,0,-0.1776579557867767,2
closure_reorg,0.9279360343780828,0.9382640898487972,0.6494586805313511,0.8449770845814235,0.0,0.0353436120231718,1.0,1.0,1,2.739081170555505e-05,0.1308338421582829,0,0.1955184040500723,3
coupling_weaken,0.9005220428596384,0.5922777056404852,0.6859718126848852,0.4295635976536126,0.0335747109311511,0.0419070534159101,0.6569752901013639,0.6267558431121725,1,2.605536708408328e-05,0.3396507838619172,0,-0.2564082150312725,1
coupling_weaken,0.9533806613348784,0.4135518330363832,0.8322436449444526,0.279584252488163,0.0176325812774057,0.0066219421815598,0.4333195859794081,0.3367373447017023,0,3.4873007441433025e-05,0.7010916772429757,0,-0.5526593924562896,4
bifurcation,0.5083961918245063,0.7624796138195633,0.4854482292938948,0.5143255469629631,0.3238603918373691,0.1677044209540323,1.0,1.0,1,0.0001007698243142,0.242738682467601,0,0.0288773176690682,2
fragmentation,0.9273092422769424,0.4039472445443648,0.7394635433873948,0.5121169241268148,0.0284061389363533,0.093303031333937,0.4351429740735634,0.6929671672685752,1,4.843066584952687e-05,0.5401789931902964,0,-0.22734661926058,1
closure_reorg,0.3856810038908956,0.2998221593423565,0.4248102644257874,0.1904395092683799,0.2416399430080599,0.2367683494441767,0.7753733861385992,0.4495887611505549,0,0.0002057532706726,0.4930891541463604,0,-0.2343707551574075,4
coupling_strengthen,0.5277266570018354,0.9472011954201917,0.2740972653347709,0.8099613516242935,0.0,0.1098368003149302,1.0,1.0,0,9.90730833260532e-05,0.3894489634403664,0,0.5358640862895225,3
fragmentation,0.915197183674766,0.3702475793928491,0.823633976224493,0.4524855322973974,0.0284501997408539,0.1152144184077416,0.4041134222960901,0.5499234149599768,1,6.466584699277826e-05,0.6537371658475746,0,-0.3711484439270955,1
closure_reorg,0.3323420068430662,0.5152824097087946,0.4503910352275238,0.3074597048236296,0.0681760449930438,0.1226281797874937,1.0,0.6833536352093266,1,6.818264625428689e-05,0.0395615814260038,0,-0.1429313304038942,0
coupling_weaken,0.9104972816662392,0.1504710526733355,0.7453202029405791,0.2113155931267214,0.0321788469159667,0.0160577129784101,0.1650811864170025,0.2844832449800715,0,6.997325984926879e-05,0.6111139662726104,0,-0.5340046098138577,4
fragmentation,0.2753971102037301,0.1502330913431415,0.3444637662050878,0.1047663502991777,0.0,0.1585733576862312,0.5435407455324186,0.3061575790162275,0,6.250627846840247e-05,0.2657200579796796,0,-0.2396974159059101,4
closure_reorg,0.3651465075617076,0.5429979502189604,0.5200164699188907,0.5376457165862302,0.0904596320252326,0.1391436546962501,1.0,1.0,1,0.0002698892308183,0.0859378360741208,0,0.0176292466673394,0
closure_reorg,0.897810334274514,0.8613954299506905,0.4824826634895557,0.6385326624236978,0.0934790901349478,0.0,0.9583728592150386,1.0,1,9.31442268457857e-05,3.0288713006577868,0,0.156049998934142,3
fragmentation,0.8816816928425233,0.2642756443299852,0.7373075008374069,0.2555342664938366,0.0417189212028117,0.0518114956038782,0.2994008445773145,0.3474626306828374,0,8.181870811825425e-05,0.2771737751360829,0,-0.4817732343435703,4
closure_reorg,0.7647573828591859,0.784844827550689,0.5364111740599813,0.5126262328485479,0.0433428453614891,0.3117475498188332,1.0,0.9557416325534408,1,6.20150726659473e-05,0.4257617126517188,0,-0.0237849412114333,3
coupling_strengthen,0.5212695154464658,0.8751854187954763,0.1897548847138957,0.744493722710084,0.0,0.1116486586813567,1.0,1.0,0,0.0001253011336403,0.5160593836735246,0,0.5547388379961883,3
coupling_weaken,0.8159572243078186,0.5366565226446065,0.5964938306907939,0.4711751894846203,0.0673026962566395,0.051742417552315,0.6568967219786791,0.7902595227447184,1,2.557175297925873e-05,0.0996712092872182,0,-0.1253186412061735,1
closure_reorg,0.8935073390534886,0.88268459093201,0.503828290967519,0.6309461799814141,0.0,0.0416540211470128,0.986782950116442,1.0,1,6.016834366315282e-05,0.2300813972782004,0,0.1271178890138951,3
bifurcation,0.6966361029709403,0.6331587293809718,0.4740868035230756,0.3665307079118897,0.1884601726503574,0.0802768650285405,0.907577355421564,0.7736074864349253,1,6.545271790775143e-05,0.6318667464441062,0,-0.1075560956111859,2
coupling_weaken,0.9429838321806168,0.5673688041165269,0.6391752884098059,0.441163551859847,0.0227243541487488,0.0,0.6010365694568056,0.6906913776040629,1,2.660348277806245e-05,0.7188247330887345,0,-0.1980117365499588,1
coupling_weaken,0.762823344897594,0.4581299672186367,0.5477113651042593,0.5114314614957173,0.1733470131614837,0.0726983742798337,0.5997852386667474,0.9338816253575346,1,7.762464230252328e-05,0.2008024201480433,0,-0.036279903608542,2
coupling_weaken,0.943505619638684,0.6481176305223612,0.8058732002016462,0.3925963642399389,0.0214594333560096,0.0033300645980816,0.6861977494324443,0.487804482961604,1,4.579883332332245e-05,0.8300832723497726,0,-0.4132768359617073,1
topology_change,0.4150737088242619,0.8821809992393284,0.3906814016575478,0.4005438799055072,0.0,0.0659112946737852,1.0,1.0,1,0.0001150374478273,0.0403309626160962,0,0.0098624782479594,0
coupling_weaken,0.9019124290163568,0.1336021123473053,0.8068011225604478,0.2186022541761115,0.0329361476684624,0.1652638528072013,0.1479679624001332,0.2718518804233015,0,8.103641187739284e-05,0.5497049541699331,0,-0.5881988683843362,4
fragmentation,0.8800890330615821,0.544268351678561,0.6482680818175572,0.1800263881562885,0.0475419579574157,0.0982564426402728,0.6177223087062534,0.2788160903421038,0,0.0001101276681332,1.039470180602908,0,-0.4682416936612687,4
fragmentation,0.7590564495791028,0.4591082871839249,0.6456177638591765,0.1474901199177614,0.0829705842211491,0.1609492881364567,0.6040449856562178,0.2296412629178873,0,8.598318520764952e-05,0.3163303990846311,0,-0.4981276439414149,4
closure_reorg,0.8391019040826994,0.5821110869250998,0.436679292870486,0.2236397215664326,0.0605433479675415,0.0592654323172808,0.6929053298131759,0.5132518838009223,0,6.257438192186084e-05,0.0189919428519078,0,-0.2130395713040534,4
closure_reorg,0.8999909256347424,0.8531771303353295,0.5325639834323957,0.6518832970323797,0.0348473367604768,0.1263531396196467,0.9469319901687928,1.0,1,0.0001371731202762,0.2727628051668592,0,0.1193193135999839,3
bifurcation,0.8260496107400267,0.8424872357484412,0.4079737638206706,0.5256381538863081,0.0,0.0,1.0,1.0,1,0.0001042901899604,0.1867179873736615,0,0.1176643900656375,3
closure_reorg,0.647222350222654,0.5957694866956877,0.3943343292722959,0.2949611560322484,0.16284139334524,0.1753951829720459,0.9190819885970464,0.7486351022867992,0,0.0002021628530513,1.551447457153866,0,-0.0993731732400475,0
coupling_weaken,0.586696927222063,0.4559110164067391,0.5479730343860912,0.4002389717988999,0.1882543747040925,0.0481661537846223,0.7757587206755495,0.7308901287794577,1,2.168165469150686e-05,0.0774033074914211,0,-0.1477340625871913,2
bifurcation,0.7369134736579187,0.4789849091079356,0.3766349703790966,0.3901607927432888,0.0,0.0042934320314343,0.6491071463074857,1.0,1,0.0001027578356034,0.3764168709367991,0,0.0135258223641921,0
fragmentation,0.9293265291723144,0.3883347402592608,0.7300233466289099,0.5033802867897643,0.0258814089738539,0.0071901649885601,0.4174176787205578,0.689964676389198,1,1.941298597961719e-05,0.7557668582826428,0,-0.2266430598391455,1
coupling_weaken,0.9410749870225952,0.4981763767397822,0.7381596204219907,0.3052828660223139,0.0219633893617601,0.0,0.5288075616085046,0.4143663392319174,1,4.340677177175199e-05,0.5729406798689762,0,-0.4328767543996767,1
bifurcation,0.950360167415036,0.8492657152138342,0.4986289107789848,0.5629988469673328,0.0927426464935597,0.0,0.8926858032341156,1.0,1,5.747252461310844e-05,0.1482558422721556,0,0.0643699361883479,3
closure_reorg,0.5077952996548477,0.5240712705922362,0.3827515366091232,0.4772260620489752,0.0,0.1781529214184681,1.0,1.0,1,7.807908096710471e-05,0.3253488487425831,0,0.094474525439852,0
bifurcation,0.8159511218464164,0.4114171658148664,0.4710501926653456,0.4222787141510126,0.1538722775070893,0.0106235655095367,0.5036007110009346,0.8966815832889429,1,4.467350571950287e-05,1.6675240751794218,0,-0.048771478514333,1
topology_change,0.6508359891638652,0.8381986194138805,0.5625831522530318,0.6025222069200755,0.0879788225097486,0.192823794786502,1.0,1.0,1,9.031596070988491e-05,0.0284743488975741,0,0.0399390546670437,3
coupling_strengthen,0.3632363169501156,0.8979788531630257,0.3697061137257945,0.3602573495320678,0.1394593953983261,0.0881349803278632,1.0,0.9745114422344924,1,3.4298497929197144e-05,0.0438590574075679,0,-0.0094487641937267,2
fragmentation,0.8229858689146815,0.3506394805207172,0.583541690608289,0.382245777562168,0.0,0.079099734472829,0.4255406479028146,0.6556346343121442,1,3.891119027756062e-05,0.0428320758391469,0,-0.2012959130461209,1
bifurcation,0.7843786664606364,0.5520016703621584,0.4166071326391364,0.4559774126167821,0.1126006340685229,0.0044683752525466,0.702847803149266,1.0,1,1.882813776565441e-05,0.7727448587179546,0,0.0393702799776456,2
coupling_strengthen,0.2732928983823674,0.340790453574697,0.440574470513299,0.4033821389152565,0.0357555974873561,0.0443263512523394,1.0,0.915773365351468,1,5.3448090459983167e-05,0.5575154855172906,0,-0.0371923315980425,0
topology_change,0.853134161988338,0.7380562427131011,0.5929921745065277,0.6051452449170819,0.0020186330005171,0.0595119211823059,0.8640987277630726,1.0,1,6.7704352273785005e-06,0.0670905328449933,0,0.0121530704105541,3
closure_reorg,0.6609257790090055,0.5068772881846975,0.3985900906819776,0.1756007540188811,0.0,0.016285571406463,0.7657615162587608,0.441954788512092,0,0.0001098508861143,4.017675739950885,1,-0.2229893366630965,4
closure_reorg,0.7964554443379008,0.5670601692448635,0.4560672706798934,0.3571649724887394,0.0215300645117634,0.0546004317455323,0.7110869620003328,0.7836154445186252,1,0.0001525974633806,0.1280083243120512,0,-0.0989022981911539,1
coupling_weaken,0.840210070947938,0.4589019153380975,0.6042344157929439,0.3784969934802031,0.0439947581920929,0.1027752903106666,0.5455259407688412,0.6270248082026328,1,4.608591303170911e-05,0.3993829815009428,0,-0.2257374223127407,1
bifurcation,0.6772054974084203,0.3723928069143454,0.5268802817228512,0.4396762522516924,0.161886022967432,0.0467364048464656,0.5490855033427836,0.8348033967350521,1,3.087379374042482e-05,0.5557303648508285,0,-0.0872040294711588,1
fragmentation,0.7744508677567323,0.594303834157958,0.6306133920304943,0.2617358023377188,0.0667274875208191,0.1176208908549441,0.7663977936825235,0.415975667477668,0,6.759603266703591e-05,0.3086426304940523,0,-0.3688775896927754,4
fragmentation,0.7427440690871839,0.3626062688125851,0.1866496643941167,0.1601318504302266,0.0,0.0,0.4875417282421103,0.8586844583521596,0,9.935960291853326e-05,0.3995305131454892,0,-0.02651781396389,4
topology_change,0.4782564813465192,0.2137561496775273,0.5763066569802766,0.4007861485641361,0.4591327947342709,0.0572326770850869,0.4460161896547708,0.6959665954066123,1,2.8937754737531178e-05,0.4205172810745254,0,-0.1755205084161404,2
fragmentation,0.853726916990127,0.2381598484615672,0.4471586229308099,0.2241400314271983,0.2166399724065129,0.1108241462861971,0.2786385262093229,0.5023668404612114,0,0.0001166644657463,0.3013352589392624,0,-0.2230185915036115,4
closure_reorg,0.1666543363277353,0.1643935844756299,0.4062224736446906,0.2863310553444172,0.0,0.1059875939972752,0.980550745518856,0.7055874219631578,0,0.0001013257364065,0.1297913449122814,0,-0.1198914183002733,0
coupling_weaken,0.9647055716828622,0.6931180694752588,0.7892127155308367,0.4256899310770404,0.0152053346079312,0.0,0.7177322879761523,0.5399684448135023,1,2.54858772744279e-05,0.2888304379732863,0,-0.3635227844537963,1
topology_change,0.9230144342129124,0.9325262369323152,0.5826089755529503,0.8106537719800022,0.0041750439737094,0.0120647340546815,1.0,1.0,1,9.439195988893513e-06,0.2889461197208849,0,0.2280447964270519,3
topology_change,0.4382476756618132,0.5635130997871114,0.3915242074160738,0.3163234127807804,0.0,0.0882105176578425,1.0,0.808417434607846,1,1.822613055628668e-05,0.1812371744646549,0,-0.0752007946352933,0
fragmentation,0.7792400807918223,0.5109338665985901,0.6399673745200637,0.185289646177683,0.0687554603020373,0.0704626554365347,0.6548418610846956,0.2906382658199583,0,0.0001088893194183,0.2459838751382165,0,-0.4546777283423806,4
coupling_weaken,0.8791305891084475,0.3722105396819015,0.7518566337768,0.1777283071444275,0.0383176582645962,0.174675658788069,0.4229037648366958,0.2374001889945692,0,7.814799232806509e-05,0.4561376857439648,0,-0.5741283266323725,4
bifurcation,0.8800870694075961,0.6440325172706913,0.4215430217473583,0.5655972990736924,0.0064314888595253,0.0,0.7309521835381267,1.0,1,0.0001535815277073,0.3787710883207896,0,0.144054277326334,3
closure_reorg,0.6768684241672108,0.8274983775657937,0.5122969833909634,0.7334900743738288,0.0614965465094028,0.2454685655188866,1.0,1.0,1,9.170382117228352e-05,1.578044444692032,0,0.2211930909828654,3
