K1,K2,real_pre_c,real_post_c,real_continuity,null1_pre_c,null1_post_c,null1_continuity,null2_survives,null3_pre_c,null3_post_c,null3_continuity
1.0,0.8,0.7837976963822094,0.7739903328626635,1,0.7631624679225886,0.804752211434309,1,1,0.7140269681682112,0.847472651564132,1
0.2,1.0,0.29450973541134134,0.643207937719735,1,0.30248616374446613,0.39480211644801183,1,1,0.3780645559125922,0.22842418758295358,0
0.2,0.5,0.19525585618192776,0.1369089226154901,0,0.2222749733703789,0.2266822867813424,0,0,0.1908695966682733,0.2800898055398595,0
0.5,1.0,0.476662207108906,0.8820458103937887,1,0.4298464827645222,0.6211387190634013,1,1,0.6493926948351079,0.317367921886323,1
0.5,0.2,0.4887199896769565,0.454045508301588,1,0.4543341530666232,0.47646439152035325,1,1,0.41077230777128276,0.45929902552959834,1
0.8,0.2,0.2842119316119841,0.2806795378024005,0,0.26940345747458516,0.3466577393620337,1,1,0.4094266793702392,0.44910681812906533,1
0.2,1.0,0.4073380825892598,0.8218999460557269,1,0.41901300140463765,0.5605031580765001,1,1,0.21197511114158718,0.1376150860709009,0
0.8,0.2,0.5861293444780076,0.35680764410804133,1,0.5952161712691608,0.5299117821471817,1,1,0.5134729459313114,0.558938852745845,1
0.2,0.8,0.4661150213146983,0.7639555223892057,1,0.3634252549874634,0.6080678644797495,1,1,0.3761452166099509,0.1754892523157557,0
0.8,0.2,0.37325013771085674,0.29645937367092573,0,0.44397940123114277,0.27668438787700766,0,0,0.4014391338974005,0.4703632855197262,1
0.8,1.0,0.3353202058965396,0.4333589844269529,1,0.3328529288791272,0.38900615491443385,1,1,0.39940369409179954,0.38367815021226764,1
0.8,1.0,0.5690577345122628,0.7043158296734827,1,0.5998312803866414,0.5474580241463193,1,1,0.5043183988720705,0.5798609542627701,1
1.0,0.2,0.7761853307924989,0.2132516597088342,0,0.7652594953409766,0.6455305243105254,1,1,0.7662856512486992,0.8073208204792227,1
0.5,1.0,0.4661243464515626,0.6297494564902498,1,0.48391802597305206,0.4653395786368729,1,1,0.36899562790963064,0.4051379496758244,1
0.2,1.0,0.3845352873617959,0.7392855658993888,1,0.3941635174984176,0.4174654916536045,1,1,0.5004280783800157,0.42814617654575315,1
0.8,0.2,0.7357794294753194,0.2081196426595962,0,0.6950942856226139,0.7052893289655024,1,1,0.8129477902465185,0.8713485253747201,1
0.5,0.8,0.4484918808867958,0.6031526274765383,1,0.3960350258461802,0.6334003171696723,1,1,0.5823437794444578,0.457953144967787,1
0.8,0.2,0.4863128585948112,0.34284852270585975,1,0.45992747546123086,0.47868343833695653,1,1,0.44832763426664524,0.5431945855292224,1
0.2,0.5,0.33948594379141694,0.6433605083427867,1,0.2557011678997672,0.6282471089470171,1,1,0.23650174435829943,0.11689639610606588,0
1.0,0.8,0.2689012367866003,0.44949373491237177,1,0.2222416747361461,0.34261035742065127,1,0,0.6531601722486269,0.5011071337446615,1
0.8,1.0,0.3669631358085519,0.7261613569424458,1,0.29363586069401926,0.5565661014547313,1,0,0.5753459973575034,0.4841790764398685,1
0.5,1.0,0.7183682882019287,0.8444888317707039,1,0.683912455833489,0.6918365357136208,1,1,0.7288513069675311,0.6481217660907966,1
0.5,0.8,0.34914060375270584,0.3334149853560497,1,0.2933017218434473,0.3627714873020677,1,1,0.335202053553184,0.3560360357744777,1
0.2,0.5,0.21065440389303433,0.3411436736905884,1,0.23771577633730145,0.2586965567158151,0,1,0.38451771017221165,0.2666162909008846,0
0.2,0.5,0.4612398083383286,0.5574196682668714,1,0.36052822715738847,0.6062220719339924,1,1,0.21396687212574853,0.19648612538528712,0
0.2,0.8,0.26044780728581646,0.8512813056870728,0,0.34201778732724325,0.2824039852663815,0,1,0.15681330875658506,0.2929236986529993,0
0.8,0.2,0.7062385432095095,0.46303633338940126,1,0.6913561822078886,0.7053591902566922,1,1,0.6533234023027176,0.7766504818657504,1
0.2,0.8,0.41071919795053496,0.426942479691156,1,0.43864577156269047,0.3619975780467432,1,1,0.3465091312032418,0.3063339163174769,1
0.8,0.5,0.6379603597637258,0.4009118367342621,1,0.6371208167229595,0.5470715001319438,1,1,0.32321724881953023,0.6166143828887869,1
0.5,0.8,0.18023802999053737,0.7302375156331788,0,0.19229841400629294,0.3589546444643746,1,1,0.5665572495164334,0.7176029193016754,1
1.0,0.8,0.8746562090299915,0.930304459226469,1,0.8366904820364466,0.917862159213896,1,1,0.9215943986609588,0.9571141259303302,1
0.2,0.8,0.4065008557926432,0.8622420812716702,1,0.3951870001884665,0.5492194502677933,1,1,0.4718762130384992,0.7813600660051603,1
0.2,1.0,0.28474426465279257,0.4219732889475416,1,0.2793868186911803,0.3317013106527656,1,1,0.1978115007621684,0.2684512124826499,0
1.0,0.2,0.8632144185316621,0.6375688738863436,1,0.8255622433831082,0.8906521227026806,1,1,0.8663600576930296,0.9682210649341879,1
0.5,0.8,0.24072576477560204,0.24072968350385826,0,0.2815380845742925,0.23031562234825015,0,0,0.3391952517157188,0.36063455106092307,1
0.2,0.5,0.25308645534841434,0.34032648448494746,1,0.2653014414719014,0.2608373541190609,0,0,0.2996412130576469,0.2415785197248618,0
0.5,0.2,0.17485726191121836,0.22174418918007388,0,0.14479970553705054,0.17700876895546985,0,0,0.3186577529390724,0.41553831707313615,1
0.2,1.0,0.36408132238152235,0.6436147399155413,1,0.3472545946316966,0.4706823362711048,1,1,0.35264705518153533,0.21604588708276756,0
0.8,0.2,0.5259272947542147,0.4378941453258982,1,0.4839631711594594,0.45570867121653963,1,1,0.4590049590484476,0.4202800396500945,1
0.2,1.0,0.189392522392131,0.7774410183964214,0,0.20871243855740412,0.44638602162870095,1,1,0.14205036216316988,0.23992070801942508,0
0.5,1.0,0.48685545598606206,0.52586276677552,1,0.46224502509054816,0.43750462845850824,1,1,0.40191922077239967,0.3589151143837878,1
0.5,0.8,0.30112983350419004,0.4901857772743206,1,0.32385469259392446,0.3250057894680723,1,0,0.4401536757539488,0.42465626248998367,1
0.8,0.5,0.9069785184837467,0.9248395850687903,1,0.894471595662088,0.9255703254461953,1,1,0.7771376942695847,0.9337098575628443,1
0.2,1.0,0.5877898185850068,0.8627869289403663,1,0.5751714758821419,0.6622217656958542,1,1,0.14083895853521705,0.4920864173988912,1
0.8,0.2,0.8021354370591094,0.35027170802701074,1,0.7793944041183222,0.7760598929237251,1,1,0.8031524059959344,0.88534913688955,1
0.5,1.0,0.36123583808398835,0.6727962622986468,1,0.3878000449509497,0.41098437095577456,1,1,0.308640640769664,0.4525097771354529,1
0.2,0.8,0.2858919908515169,0.19590571842964727,0,0.30957987377720214,0.2950429062945136,0,0,0.32447585251229877,0.24427535655228372,0
1.0,0.5,0.8414740842313027,0.6987469863076758,1,0.8026353106280582,0.8560021347759903,1,1,0.8697721464021754,0.9308127137648239,1
0.5,1.0,0.438758126858298,0.7547627427284275,1,0.4629310675056341,0.5634618576412881,1,1,0.41025426389051917,0.40988236273375656,1
0.5,0.8,0.38461990332169055,0.5058644525250277,1,0.42925306461319873,0.25189169194836747,0,0,0.1656500558562645,0.25202363288233276,0
1.0,0.2,0.8272840670016205,0.2859845663766118,0,0.809320425169932,0.6490700727897629,1,1,0.8376184253634154,0.8584017564402753,1
0.8,0.2,0.6250233211390802,0.4855733202602454,1,0.5812741579438234,0.6524196363090325,1,1,0.7197157107652516,0.8536557683259862,1
0.5,0.8,0.5028532386508566,0.4308779338836938,1,0.4320881386888784,0.5653821264101552,1,1,0.41835098982804597,0.580993437985768,1
1.0,0.8,0.544574011893438,0.5322061818938877,1,0.4676212479325198,0.5864376364712919,1,1,0.5966570416831477,0.6546974114908893,1
0.8,1.0,0.38820970039163094,0.508654396667356,1,0.36317165484610053,0.5534617779636891,1,1,0.5386547253672079,0.3152126033577135,1
0.5,0.8,0.08445888460162507,0.4953759173357438,1,0.10566404230488109,0.31026088355684034,1,1,0.34279587634862624,0.5882378899404448,1
0.2,1.0,0.2618712640351637,0.7037726355911265,1,0.2873370730133993,0.4751140925368054,1,0,0.39615308681897704,0.3732698705539058,1
0.8,1.0,0.4239752498996112,0.5800391007720628,1,0.43257622262999085,0.5505408691916723,1,1,0.4167660494472904,0.5565690256320892,1
0.8,0.5,0.5483607714873787,0.5083917449490377,1,0.5572612626062973,0.5163692180715951,1,1,0.6004769425186722,0.610346359469991,1
1.0,0.5,0.79808242600603,0.21826978871157177,0,0.7979443145493018,0.6533248826010518,1,0,0.7243593505398339,0.7921206972434993,1
0.2,0.8,0.43712945890294086,0.6658045868183043,1,0.44450772157857843,0.49324541329300664,1,1,0.489778950819685,0.33879117399393543,1
1.0,0.8,0.6200912722177869,0.6636943231445472,1,0.6077897239792283,0.6112065772490312,1,1,0.5530003535533303,0.5862147772413391,1
0.5,1.0,0.1946758395910727,0.7607290994370859,0,0.17684847307022936,0.3888251539700665,1,1,0.39835068878515734,0.48020415346584777,1
0.2,0.5,0.4386143902045419,0.3566619661757386,1,0.4828570756514511,0.4431206472685935,1,1,0.10230363959794309,0.3757739924867368,1
1.0,0.5,0.49292857378656,0.580044154445211,1,0.49512891062812436,0.5564861019880316,1,1,0.5332986570837883,0.6344461836046161,1
1.0,0.5,0.7339402185085008,0.36968556647662326,1,0.7289716859941806,0.6035419720954803,1,1,0.6547185191505476,0.7417709082226984,1
0.8,0.2,0.4953717242215792,0.3142215609049256,1,0.41273638223915243,0.4511228500032959,1,1,0.5763930659976397,0.4562570603951457,1
0.8,0.5,0.3904308951865802,0.2621795126225586,0,0.4075804185928362,0.35853186533592224,1,1,0.3808281925788784,0.48181849058186493,1
0.8,1.0,0.49407176573214584,0.5097651563355514,1,0.43519613002420704,0.3709689758502395,1,1,0.3547671260765899,0.32278102418291627,1
0.2,1.0,0.26808721139258723,0.8917185522145276,0,0.2515818351813613,0.5860563413433252,1,0,0.2519061213503119,0.4622942401892962,1
0.2,0.8,0.2224365907240633,0.3808901319820248,1,0.25872382124634713,0.14270297262061726,0,0,0.21580457759528335,0.162668389651358,0
0.5,0.8,0.31235766280892835,0.6204097157661428,1,0.2798995205714404,0.5486246170176245,1,0,0.39425161749150567,0.4015109339890518,1
1.0,0.2,0.6524932280880649,0.38827262813844976,1,0.6238779905389841,0.6485621132696624,1,1,0.6271888310696997,0.7986470569756925,1
0.2,0.8,0.28479497738484433,0.3480547531130569,1,0.2770343020184244,0.37600562569018964,1,0,0.3622559115236449,0.4527065704355897,1
1.0,0.5,0.7663477248985596,0.5128780497712875,1,0.7474150744386152,0.7501346000216604,1,1,0.7802094943630908,0.8466163398258509,1
0.2,0.5,0.34639677110797273,0.3205043296663769,1,0.37694088301635315,0.305489185676783,1,0,0.30659858680679064,0.2086520370921901,0
0.2,0.8,0.3526143716013741,0.7664263805306831,1,0.401898043910416,0.4450704056178195,1,1,0.19530336636579762,0.40531254346185047,1
0.2,0.5,0.29218979964008157,0.42445558163615044,1,0.32594298846398256,0.3574285341227635,1,1,0.3125439730388082,0.19335600554701773,0
1.0,0.2,0.7286876540084368,0.6038652711546281,1,0.7095366635183474,0.7005805545438095,1,1,0.5994785222874394,0.7897076336439168,1
0.2,0.8,0.4284954753269765,0.49733362926528346,1,0.44046460444174484,0.4222822634663353,1,1,0.30580208736059483,0.2049160017628464,0
1.0,0.8,0.7451105923414968,0.4955073851369233,1,0.7350592646492898,0.7208836072289939,1,1,0.734587246443683,0.7682632979478693,1
0.5,0.2,0.42863974003496436,0.31178160987806003,1,0.4338365182478101,0.4015024143888363,1,1,0.41157455339365423,0.36290842257227,1
0.8,0.5,0.8047689600314218,0.731016753188911,1,0.7880670674852627,0.818986084526101,1,1,0.5894541504844958,0.8304625503046278,1
0.2,0.5,0.19265155223575167,0.10734433646527308,0,0.2172106751354628,0.15430659828511714,0,1,0.2641808644259618,0.2843844044628271,0
1.0,0.2,0.6504892133091853,0.16660291760338647,0,0.6540315950316451,0.5317334661490078,1,1,0.700248732005389,0.5099195946976733,1
0.5,1.0,0.4819959470234291,0.5392446671697979,1,0.43651943677984023,0.414888553921763,1,1,0.3389385360444935,0.36028138193267717,1
1.0,0.2,0.7485885693423098,0.2648143991519803,0,0.7461560119885023,0.5964839565900795,1,1,0.7179537833594445,0.7448430847137131,1
0.8,0.2,0.7586117180756483,0.4579493033911748,1,0.764026194098388,0.6508360934995817,1,1,0.6618878867118209,0.7035827387506214,1
0.5,0.8,0.3420534993969271,0.46011472499159495,1,0.40142455955700823,0.1505687448952926,0,1,0.16644868867987087,0.2373321126214819,0
0.2,0.8,0.4756655833562119,0.8074236231413635,1,0.472513524545628,0.41376646516570725,1,1,0.38860182441812985,0.34912543808577573,1
0.5,0.2,0.519025036589072,0.2352749176820063,0,0.4513902415764367,0.3407131699975456,1,1,0.22723446544646278,0.38424412630897053,1
0.5,1.0,0.37420442806725907,0.7494106650794764,1,0.43296600596502843,0.39509772842753427,1,1,0.3550198404252772,0.38958616461714285,1
1.0,0.8,0.6817857152050838,0.5779256430269922,1,0.6553199649748949,0.7035906616661499,1,1,0.6815518417717711,0.7742985641242461,1
0.5,1.0,0.6098266196195821,0.871630265239668,1,0.6071505989377776,0.6788851319622331,1,1,0.6482200406505599,0.6251578598767384,1
0.2,0.5,0.22022001137267866,0.25146839365920526,0,0.25246440331647707,0.463013076203728,1,1,0.12111593500024435,0.1521999081584011,0
1.0,0.5,0.7308995176509195,0.3984384282164901,1,0.7192914600777085,0.6416977420790367,1,1,0.7198474413937145,0.7541467705868001,1
1.0,0.5,0.8429206030316452,0.24865108243418177,0,0.8243088893046291,0.7962140054764417,1,1,0.805259400768464,0.8831280571970506,1
0.5,0.2,0.2836673951913243,0.1990066720927411,0,0.2980274176452801,0.2696422544366942,0,0,0.1886838954818413,0.20518673194858952,0
0.2,1.0,0.19549806102313397,0.6261769547171495,1,0.23588607001761808,0.1533654342576291,0,0,0.45349243774820597,0.5066110851468564,1
1.0,0.8,0.826362555516566,0.8410546073385478,1,0.8028382112180324,0.8516019307326163,1,1,0.8327519480043788,0.8971354482544716,1
1.0,0.8,0.6307493107828102,0.5295554311394871,1,0.6466512222237509,0.5502379488606987,1,1,0.6374090003720152,0.7207595279208976,1
0.5,0.2,0.5129379962769577,0.3717344028176716,1,0.5445524575351742,0.3509049020206061,1,0,0.4330480971347475,0.5663839555082152,1
1.0,0.2,0.7871658865794743,0.6600750318037499,1,0.7584802195841928,0.7552955811562995,1,1,0.8192512754586537,0.8963068798265098,1
1.0,0.2,0.5500098550923598,0.29464164887564503,0,0.5481857235939576,0.5414298881831362,1,1,0.6593685779614713,0.6159029273119381,1
0.5,1.0,0.5853470076976335,0.6771316295185065,1,0.5622529871948089,0.5648242570160873,1,1,0.37507957238175116,0.5282708352855532,1
0.5,0.2,0.6622022024595531,0.38680540594390866,1,0.6537534951513648,0.5918130227271372,1,1,0.4631836201281076,0.7031326574740847,1
0.5,0.2,0.24213255237243866,0.20644081259089117,0,0.25532679986152895,0.34282643839988375,1,0,0.2850464010183569,0.38591003216823194,1
0.5,0.8,0.5732354523108909,0.8361424465433933,1,0.6345401042265524,0.5800521716508579,1,1,0.4465698657815891,0.4624661319719664,1
0.2,0.5,0.29264415381267883,0.45704891417676813,1,0.29550508122770675,0.2576534649986088,0,0,0.5049100225401513,0.29076272641938045,0
0.8,0.5,0.3522976393522226,0.43945689069303917,1,0.4047803596124737,0.48928904334933304,1,1,0.37279935054602675,0.5714684806041569,1
0.2,1.0,0.4321716632778532,0.5340065960153753,1,0.43628523049259654,0.3701025534083373,1,1,0.25546305558177745,0.34545766935777195,1
1.0,0.8,0.7457043147003789,0.5798077724634871,1,0.7196664032261973,0.73378477383873,1,1,0.7475796939220304,0.7883659484094871,1
0.2,0.5,0.11281928446446221,0.31999768764023195,1,0.14534141290273306,0.096006902858047,0,1,0.17623170787861767,0.29191160166562413,0
0.8,0.5,0.44923973455104693,0.40794736456363556,1,0.4560210299061373,0.4250108436709372,1,1,0.3800980687755546,0.4733456380081884,1
0.8,1.0,0.3973532126065774,0.3825250203694916,1,0.435797550635639,0.5207798458511059,1,1,0.2782335251788377,0.3941231148555122,1
1.0,0.8,0.574059977375099,0.4863803295419497,1,0.6088235442858488,0.3711025812724105,1,1,0.6196663406127321,0.43114110051210663,1
0.2,0.8,0.46641086256545566,0.497742632278603,1,0.44099743643053696,0.6150003143397611,1,1,0.15409005583504579,0.40481268582146923,1
0.5,0.8,0.2789070813267044,0.3514941460385022,1,0.27748656756856405,0.30872537535003847,1,1,0.5156195520473889,0.3542867785478269,1
0.2,0.5,0.14334494714081425,0.5386408982303238,1,0.1639622825088963,0.21638411694629003,0,0,0.2272229299876289,0.28090034469647174,0
0.5,0.2,0.4692865518958325,0.38301199168038846,1,0.48733309168310085,0.43858696811085723,1,1,0.5488085046026915,0.5328148099974288,1
1.0,0.8,0.6504449301587358,0.22421684787205884,0,0.6557773178447501,0.5569066753981984,1,0,0.6730049357978743,0.5906522616257057,1
0.5,1.0,0.27241489475057357,0.7122197116746702,1,0.33793243164908876,0.3292190914055167,1,0,0.32743870178875467,0.40498050864935137,1
0.8,1.0,0.37653225868851836,0.65880445440249,1,0.3767053349411905,0.37792417976220255,1,1,0.5828114548443384,0.44578836046228026,1
