sim,transition_type,c_curvature,closure_deformation,bifurcation_point,pre_c_range,post_c_range,r_delta,c_delta
21,coupling_weaken,3.831595824989861e-05,0.8342949327508409,0,0.027312109988942623,0.031208184570623132,-0.3685574032778902,-0.639025589213279
22,bifurcation,8.730163414275337e-05,1.0291863028936306,0,0.14933780595295715,0.19859469896393445,0.14777272183942536,-0.04711684942856559
23,fragmentation,0.00016349053905085503,0.2048499122227538,0,0.3536195058472404,0.3135042239833453,-0.23468723346447196,-0.037926957489096025
24,closure_reorg,0.0003346925876353175,0.5575796751732517,0,0.09307513887942698,0.054712873118715755,0.18210708971005674,0.262781193147562
25,bifurcation,1.989333813616767e-05,0.47369300752413956,0,0.05221483964273593,0.06142380464228331,-0.05463032455379835,0.0029921579905040074
26,coupling_strengthen,0.00015242538561440952,0.1847650894065684,0,0.36634100556394944,0.3055952452385793,-0.3372090648013216,-0.1304438343160722
27,bifurcation,2.55789676337279e-05,0.4002770953838241,0,0.16667312553696023,0.18389683536286705,0.1043203776881898,0.03752010138393114
28,coupling_weaken,8.384537860030426e-05,0.38599133065665503,0,0.2973006587764493,0.3338040426724388,-0.08681583188481773,-0.11387196626794804
29,coupling_weaken,0.00022021937082573548,0.2559271567533542,0,0.5678894673512237,0.4418680436083307,-0.2445326478316508,-0.08949315379939382
30,bifurcation,2.1567652227743272e-05,0.2714295253833289,0,0.05761661856232031,0.061950902726492785,-0.18251635794076737,-0.03070835047105791
31,bifurcation,2.8608391859893215e-05,0.7882002353234429,0,0.027905185030367652,0.03652161880027155,-0.10896557032965659,-0.007883863789250267
32,coupling_strengthen,0.00012831047626603128,0.5809548100273632,0,0.16481512275553578,0.2512643921985507,0.4344348862765253,0.47582450756827327
33,fragmentation,5.230900977765947e-05,0.5378663170268199,0,0.10195441146341933,0.11209739139448316,-0.2843282362266586,-0.5044149967305823
34,coupling_strengthen,4.52442109080603e-05,0.13021217084828066,0,0.1340558166479174,0.1069040017089608,0.11521753972622673,0.3792767873133565
35,fragmentation,6.330841206556845e-05,0.6008086966677986,0,0.13614547787288356,0.1584661034516231,-0.20851978162810514,-0.2552352763128623
36,coupling_weaken,3.111659811676142e-05,0.15261844182763343,0,0.05909365910504605,0.06032561462059616,-0.37725826651371314,-0.19637144200041895
37,closure_reorg,0.00020974476049272743,1.5758485339778192,0,0.09948781244571978,0.11284906031619679,0.13942679391970736,-0.01737192643985458
38,fragmentation,6.053425692395881e-05,0.1270545786913129,0,0.22660071276366206,0.23816620687211648,0.031370803646628254,-0.22836688032882851
39,fragmentation,1.4950806167839918e-05,0.4017457497323012,0,0.043870104985432146,0.03527190931808974,0.07934389325148336,0.014697975081102987
40,bifurcation,6.790284131547673e-05,0.217855867642459,0,0.210955589803482,0.1981030606160416,-0.043928932543261245,0.03571066757128144
41,coupling_weaken,8.690173319541057e-05,0.4437650550374716,0,0.20730071389597682,0.23553992016801567,-0.4449035483474711,-0.4597314690829182
42,coupling_weaken,3.286768124636709e-05,0.6376730631865769,0,0.0510639101785586,0.0558805946680504,-0.4075418271668263,-0.5851838340443847
43,coupling_weaken,6.911492049529163e-05,0.26996586890846064,0,0.10237660334645216,0.10059099111924075,-0.7253412205668416,-0.4607023382579227
44,coupling_weaken,7.787599480669117e-05,0.5235612062287093,0,0.0775958718596591,0.08586851576337584,-0.16404886383937578,-0.2547189128283243
45,topology_change,3.4445323150740284e-05,2.468740289916892,0,0.18597902249029763,0.27327943200476573,-0.044949778995155065,0.12645496684358465
46,bifurcation,0.0001562138885547924,0.6146694526876355,0,0.11839438257132268,0.05841536213560583,-0.26091921486887054,0.04307738421624696
47,coupling_strengthen,5.4670803203794494e-05,0.03754773705485423,0,0.37481209986206127,0.3286906757676468,0.136664783397759,0.35556457343202785
48,bifurcation,8.726651395063588e-05,0.2504723462301658,0,0.21652738335693034,0.24813623646489968,0.2268337275134884,-0.029582207678094552
49,topology_change,8.939310762984032e-05,0.7384485937269358,0,0.17937149749929204,0.08840511579322374,-0.06438522938555957,-0.12407949415232805
50,coupling_strengthen,4.782242080140236e-05,0.022272069075010628,0,0.3697650745362832,0.34855343292998003,0.4778615203177887,0.41195477318362383
51,bifurcation,6.062419992507509e-05,1.6347282896262387,0,0.03560622779619871,0.05609054679558001,-0.43158537565013294,-0.007785128256148466
52,fragmentation,9.195188513670814e-05,0.2008063428125325,0,0.15487642899302279,0.1674220578891903,-0.011226790587108848,-0.3422415882835618
53,bifurcation,1.9870152569782442e-05,0.3820664895555106,0,0.022308993833936197,0.02595717743027187,-0.31689106301540115,0.03350896302806117
54,coupling_strengthen,7.124453309343568e-05,0.29811623759171557,0,0.13187651598911596,0.1311395709513337,0.5121375027150463,0.3222037270588835
55,bifurcation,4.960337130249836e-05,0.3443243872253686,0,0.17819508804567896,0.20268676403979285,-0.17422753418636727,-0.06736153802962902
56,topology_change,4.62550150672203e-06,0.3248397563433107,0,0.008264064826107753,0.008717432191013008,-0.08801336000203075,0.1348625254280425
57,closure_reorg,0.00017721214384994305,2.8477484189755087,1,0.03537163840987201,0.17984016844169157,-0.00899426763251443,-0.09550807056658503
58,coupling_strengthen,6.234041048739428e-05,0.09103611136902427,0,0.10234267595634716,0.0851343622011757,0.5932684555020935,0.2582051164840491
59,fragmentation,6.081750755505164e-05,0.7352767819963719,0,0.17678573753001947,0.20514018848269688,-0.3926981079280386,-0.2977505378467604
60,bifurcation,3.9565549313090225e-05,0.6581955021224195,0,0.03886940255226745,0.049831559850795126,-0.12973644144380714,0.03800493391816495
61,closure_reorg,0.00020715968252795175,0.6287137328382483,0,0.2606730858725995,0.20696160078832207,-0.014627931817534023,-0.16279461551293753
62,coupling_strengthen,7.45338221319241e-05,0.03686461215910677,0,0.2897645093013531,0.2722336083723056,0.06594211729711952,0.2000151776870442
63,fragmentation,1.7397166622075485e-05,1.3173312421774688,0,0.013494322306508488,0.015325876077559752,-0.7505113040281663,-0.5183153641683798
64,coupling_weaken,1.8644116302515395e-05,0.6663534725932917,0,0.018123947070566304,0.020264313355236596,-0.7570723286000938,-0.17593303947757494
65,coupling_weaken,2.1976796479359233e-05,0.19998733904032404,0,0.24532790497234425,0.22957433092368973,-0.8209616183860825,-0.35091313972499744
66,bifurcation,6.626567918637133e-05,0.18461574259077418,0,0.039828044199616386,0.047891385432963784,-0.22060101910938146,0.05931002477509456
67,bifurcation,0.00016353829169240406,0.3193440476755588,0,0.2267407178697462,0.18959118847117828,-0.08430678327213892,0.01592232400472049
68,fragmentation,5.5277837856922066e-05,0.25322415951834093,0,0.2425757834795383,0.26139594604307476,-0.050791856774938415,-0.17765795578677673
69,closure_reorg,2.7390811705555052e-05,0.13083384215828295,0,0.11567726025480196,0.1189526480421711,0.010328055470714248,0.19551840405007237
70,coupling_weaken,2.605536708408328e-05,0.3396507838619172,0,0.07538318941356614,0.07813014050835432,-0.30824433721915323,-0.25640821503127254
71,coupling_weaken,3.4873007441433025e-05,0.7010916772429757,0,0.0341617805723331,0.03793815001837231,-0.5398288282984952,-0.5526593924562896
72,bifurcation,0.00010076982431428463,0.242738682467601,0,0.1426616614784933,0.1368405800895256,0.25408342199505696,0.028877317669068203
73,fragmentation,4.843066584952687e-05,0.5401789931902964,0,0.18404168445226488,0.19817108716981668,-0.5233619977325776,-0.22734661926058009
74,closure_reorg,0.00020575327067267078,0.4930891541463604,0,0.19567679720990355,0.19702314213982325,-0.08585884454853904,-0.2343707551574075
75,coupling_strengthen,9.907308332605319e-05,0.38944896344036645,0,0.21649668466490085,0.19026274301573248,0.41947453841835625,0.5358640862895225
76,fragmentation,6.466584699277826e-05,0.6537371658475746,0,0.15307916311362324,0.16913677442963304,-0.5449496042819169,-0.37114844392709556
77,closure_reorg,6.818264625428689e-05,0.03956158142600385,0,0.13533577831509847,0.11874245478636064,0.18294040286572838,-0.14293133040389422
78,coupling_weaken,6.997325984926879e-05,0.6111139662726104,0,0.06537052793876508,0.07313326653582364,-0.7600262289929036,-0.5340046098138577
79,fragmentation,6.250627846840247e-05,0.2657200579796796,0,0.23510752352266076,0.18719176812632707,-0.12516401886058856,-0.2396974159059101
80,closure_reorg,0.00026988923081836945,0.08593783607412087,0,0.11416278709000371,0.11018635364002127,0.17785144265725278,0.01762924666733945
81,closure_reorg,9.31442268457857e-05,3.0288713006577868,0,0.03746324057614864,0.056924416991140814,-0.03641490432382344,0.156049998934142
82,fragmentation,8.181870811825425e-05,0.2771737751360829,0,0.10055790241321672,0.10996078985582047,-0.6174060485125381,-0.48177323434357033
83,closure_reorg,6.20150726659473e-05,0.42576171265171886,0,0.42748150746378744,0.4826270808932741,0.02008744469150303,-0.023784941211433375
84,coupling_strengthen,0.00012530113364039413,0.5160593836735246,0,0.25765713299143916,0.21208708118308917,0.35391590334901046,0.5547388379961883
85,coupling_weaken,2.5571752979258734e-05,0.09967120928721827,0,0.11228861683919444,0.10594807226680025,-0.2793007016632121,-0.12531864120617353
86,closure_reorg,6.0168343663152823e-05,0.23008139727820046,0,0.10659464340832137,0.0961311435462634,-0.010822748121478543,0.1271178890138951
87,bifurcation,6.545271790775143e-05,0.6318667464441062,0,0.10799324613005534,0.12285217817696215,-0.06347737358996841,-0.1075560956111859
88,coupling_weaken,2.6603482778062454e-05,0.7188247330887345,0,0.0228784837550583,0.025827519037647684,-0.37561502806409,-0.19801173654995885
89,coupling_weaken,7.762464230252328e-05,0.2008024201480433,0,0.12813697911126926,0.1362872613728352,-0.30469337767895727,-0.03627990360854205
90,coupling_weaken,4.579883332332245e-05,0.8300832723497726,0,0.03368833971556284,0.03852278052676983,-0.2953879891163228,-0.41327683596170733
91,topology_change,0.00011503744782733427,0.040330962616096255,0,0.07319625413362968,0.11058353521133463,0.46710729041506643,0.009862478247959494
92,coupling_weaken,8.103641187739284e-05,0.5497049541699331,0,0.23458273853541733,0.2541958830909692,-0.7683103166690517,-0.5881988683843362
93,fragmentation,0.00011012766813327407,1.039470180602908,0,0.18061685862433574,0.2150915168324261,-0.3358206813830211,-0.4682416936612687
94,fragmentation,8.598318520764952e-05,0.3163303990846311,0,0.20180496896205025,0.2234892747198079,-0.29994816239517785,-0.49812764394141495
95,closure_reorg,6.257438192186084e-05,0.018991942851907886,0,0.18223406749904986,0.1716764105066692,-0.2569908171575995,-0.21303957130405346
96,closure_reorg,0.00013717312027628054,0.27276280516685925,0,0.2693674159536592,0.24788284877495548,-0.046813795299412875,0.11931931359998393
97,bifurcation,0.00010429018996042884,0.1867179873736615,0,0.031178553300418077,0.029738958639681068,0.016437625008414503,0.1176643900656375
98,closure_reorg,0.0002021628530513868,1.5514474571538661,0,0.20253673838249353,0.28585091839805865,-0.05145286352696621,-0.09937317324004752
99,coupling_weaken,2.168165469150686e-05,0.07740330749142119,0,0.05332889540832364,0.057648281615669816,-0.13078591081532387,-0.14773406258719135
100,bifurcation,0.00010275783560342691,0.3764168709367991,0,0.13193352407592307,0.08305659515940989,-0.2579285645499831,0.013525822364192197
101,fragmentation,1.941298597961719e-05,0.7557668582826428,0,0.021668062792164156,0.024344940177121854,-0.5409917889130536,-0.22664305983914557
102,coupling_weaken,4.3406771771751986e-05,0.5729406798689762,0,0.043075399348878496,0.045737464295844354,-0.442898610282813,-0.4328767543996767
103,bifurcation,5.747252461310844e-05,0.14825584227215563,0,0.02427075673440482,0.027970070885920628,-0.10109445220120183,0.06436993618834796
104,closure_reorg,7.807908096710471e-05,0.3253488487425831,0,0.236015375284835,0.22802332777953824,0.01627597093738853,0.09447452543985202
105,bifurcation,4.4673505719502866e-05,1.6675240751794218,0,0.040457594928528795,0.05972554392942059,-0.40453395603154996,-0.048771478514333
106,topology_change,9.031596070988491e-05,0.028474348897574112,0,0.17952930014095186,0.19737482441268717,0.18736263025001532,0.03993905466704373
107,coupling_strengthen,3.4298497929197144e-05,0.04385905740756799,0,0.10133191800285929,0.09187836656443288,0.5347425362129101,-0.0094487641937267
108,fragmentation,3.891119027756062e-05,0.04283207583914698,0,0.15682388954777465,0.1438739073457186,-0.47234638839396426,-0.20129591304612093
109,bifurcation,1.8828137765654414e-05,0.7727448587179546,0,0.03043320173439018,0.03674912218246096,-0.23237699609847795,0.039370279977645695
110,coupling_strengthen,5.3448090459983167e-05,0.5575154855172906,0,0.01751010794662089,0.022011851039269115,0.06749755519232958,-0.03719233159804253
111,topology_change,6.7704352273785005e-06,0.06709053284499333,0,0.12484483683358605,0.12650533842900025,-0.11507791927523692,0.012153070410554134
112,closure_reorg,0.00010985088611432716,4.017675739950885,1,0.048966487658656244,0.12151944596452546,-0.15404849082430805,-0.22298933666309653
113,closure_reorg,0.00015259746338068813,0.12800832431205122,0,0.2189327739165336,0.1680962418887046,-0.22939527509303737,-0.09890229819115398
114,coupling_weaken,4.6085913031709106e-05,0.39938298150094287,0,0.1547211672136185,0.16749433634049127,-0.3813081556098405,-0.22573742231274074
115,bifurcation,3.087379374042482e-05,0.5557303648508285,0,0.05307389321065514,0.06119271189273934,-0.3048126904940749,-0.0872040294711588
116,fragmentation,6.759603266703591e-05,0.30864263049405233,0,0.1533141314359302,0.16703989884949721,-0.18014703359877438,-0.3688775896927754
117,fragmentation,9.935960291853326e-05,0.39953051314548926,0,0.06090054658165181,0.047408318666818605,-0.3801378002745988,-0.02651781396389008
118,topology_change,2.8937754737531178e-05,0.4205172810745254,0,0.04007972417692074,0.027981055086186424,-0.264500331668992,-0.17552050841614047
119,fragmentation,0.00011666446574633735,0.3013352589392624,0,0.222877217537358,0.25934078233120006,-0.6155670685285598,-0.2230185915036115
120,closure_reorg,0.00010132573640651712,0.12979134491228148,0,0.1308850473070583,0.08876461590197882,-0.002260751852105447,-0.11989141830027339
121,coupling_weaken,2.54858772744279e-05,0.2888304379732863,0,0.021903222756906704,0.024251024721815173,-0.2715875022076034,-0.3635227844537963
122,topology_change,9.439195988893511e-06,0.2889461197208849,0,0.07011373977609292,0.07861086220769664,0.009511802719402662,0.2280447964270519
123,topology_change,1.8226130556286676e-05,0.18123717446465498,0,0.14490703532404897,0.11544099913620864,0.12526542412529817,-0.07520079463529339
124,fragmentation,0.00010888931941835057,0.2459838751382165,0,0.11185290495490019,0.12150135656284189,-0.2683062141932322,-0.4546777283423806
125,coupling_weaken,7.814799232806509e-05,0.4561376857439648,0,0.2526532690593861,0.271577889775349,-0.506920049426546,-0.5741283266323725
126,bifurcation,0.00015358152770730387,0.37877108832078965,0,0.08280213343723936,0.0629631647491492,-0.23605455213690474,0.14405427732633402
127,closure_reorg,9.170382117228353e-05,1.578044444692032,0,0.23355482931499538,0.35991876153392477,0.15062995339858287,0.22119309098286544
128,coupling_weaken,0.00012076219952602844,0.4129084375836835,0,0.14386845098723455,0.15479607624429614,-0.07877470629283356,-0.30857311304792195
129,fragmentation,8.313384598167725e-05,0.010239189424270878,0,0.1625538990748988,0.15897902607040548,-0.39539622299506355,-0.3187477277282479
130,fragmentation,4.821492809217059e-05,0.5556592373202738,0,0.07820167351623675,0.08504155520009526,-0.6247080370459075,-0.41746422072817735
131,topology_change,0.00010016715797640796,0.9504215862512686,0,0.24927626177539758,0.3380287500226253,-0.4537634266473535,-0.4234086366604822
132,closure_reorg,8.615885674294259e-05,0.1125365705665742,0,0.23917988638049992,0.22552737835411285,0.24993350246621893,0.03582742267613026
133,closure_reorg,3.354427731279492e-05,0.6401413187043514,0,0.06827788629989429,0.08346573851523931,-0.022860355317341763,0.17168617869369762
134,bifurcation,7.703454734985092e-05,0.3818936310798929,0,0.0627311490815185,0.04589815212651255,-0.46956137757966776,0.0031959769472978405
135,closure_reorg,0.00012718923766259478,0.3959103751251196,0,0.07933352990758158,0.0810616282865759,0.07681576763012576,-0.06543894438765335
136,coupling_weaken,1.7172222859816367e-05,0.3913822987671276,0,0.06339953301252566,0.05425880230530067,-0.35975725601822417,-0.06381647029990245
137,bifurcation,3.5834628422301416e-05,0.23132313597540013,0,0.17297140433349012,0.1585551155381873,-0.23846476147518525,0.0421612814469664
138,coupling_strengthen,5.290536023227371e-05,0.30650752603052445,0,0.30196519218204687,0.20066967571647804,0.5942541632793447,0.4364132901025574
139,fragmentation,4.1952327437623654e-05,0.19377028126422513,0,0.4588017728462115,0.5069694479705247,0.041828506690530176,-0.2820079884531084
140,coupling_weaken,3.525660751280252e-05,0.135466655983229,0,0.2521666331896787,0.2330957543422577,-0.707543497966117,-0.4403338595886953
141,bifurcation,0.00032336671915536455,0.6905647022248356,0,0.1186334364275691,0.10542789462252661,0.20072643745579655,0.1541717766160119
142,fragmentation,7.244547585882771e-05,0.3947255780240922,0,0.27681697039070574,0.32168608840916574,-0.25737430468504313,-0.2633422944969745
143,fragmentation,8.595812312910605e-05,0.42724236872841226,0,0.22011609284782974,0.25266237819439114,-0.3671285606205459,-0.1072393853833078
144,closure_reorg,0.0001885665329130296,0.2245438130737967,0,0.3244984846554517,0.3604488602110231,-0.05439093445734,-0.14194314872420877
145,fragmentation,5.528662518514459e-05,0.7222078858657671,0,0.04210355994810078,0.04816260179483345,-0.6472064437695284,-0.33801308901477567
146,topology_change,4.6826967028643084e-05,0.5930139328952715,0,0.20206145030654832,0.13519944372299603,0.3715828220130467,0.2239328772871203
147,topology_change,7.486912340904986e-06,0.032430938486920406,0,0.049116478069315406,0.04896418777254152,0.004402674520107008,0.03899079856630405
148,topology_change,5.6242621228968035e-05,0.12927139481128228,0,0.22483150497186674,0.209704149032896,0.0013062357850012196,-0.008824846293527977
149,closure_reorg,0.0003398709019660986,0.39493681515582785,0,0.1321856547479643,0.1112339554383368,-0.4730007716034671,-0.1858092300820201
150,closure_reorg,0.000365474951106217,1.6901810117838334,0,0.08556927065316161,0.1596818261705269,0.015468254703285833,-0.036227204872581686
151,coupling_strengthen,8.020278328082468e-05,0.010094184758745945,0,0.12892431466118268,0.13448972534368062,0.5816695672739667,0.18575877437091037
152,closure_reorg,6.90060934850885e-05,0.31294058854034795,0,0.3275514189363153,0.35559314981779855,0.41293832176253287,0.00846418614275618
153,coupling_weaken,8.559022527240571e-05,0.5065825718212258,0,0.10092659560141604,0.10978317511316837,-0.0755078941438756,-0.25761097045050846
154,closure_reorg,7.20585166326653e-05,1.3330254510553017,0,0.16404818701455798,0.23965917678803522,-0.5555968071744216,-0.4399898869400124
155,closure_reorg,6.922027664411554e-05,0.07792490033070934,0,0.1869547864333459,0.1854203361262705,0.4113232262608114,0.5347692764935352
156,topology_change,5.049976373827063e-06,0.03142824903514375,0,0.03571631896703398,0.03579239622675989,-0.016379489065972974,0.07863163125752715
157,fragmentation,0.00014406344208710476,0.045947391091255146,0,0.21677034145005933,0.17450559625058332,-0.4643961395559574,-0.12576397686342589
158,fragmentation,9.654763440618932e-05,0.4515250405366104,0,0.31592051093336043,0.34903048637496215,-0.3826472547422841,-0.5293159435620346
159,fragmentation,6.379638601368142e-05,0.5611259526886139,0,0.1406569291288643,0.15477952080537727,-0.5625239804365849,-0.5187348416693487
160,closure_reorg,5.576347034414073e-05,0.7579955591874649,0,0.009730832124232425,0.014228058101778629,0.0008071436531585929,0.28699598093484535
161,closure_reorg,8.28106644260491e-05,1.0198818606420417,0,0.17738906376179775,0.24051690540889142,-0.17260867840798888,0.20144159923252847
162,closure_reorg,0.00017862350964401253,1.5276430807300072,0,0.24947827715809984,0.4096424556862961,0.2564589152694321,0.10324211584677112
163,topology_change,7.562324845991108e-05,0.5361286690621411,0,0.20113812853964252,0.23395543242179936,-0.14238593174805875,0.021100009789966068
164,closure_reorg,8.829411546705509e-05,2.2552609020437764,0,0.23596442564809766,0.37810728644490477,-0.10611051277158745,0.007848324696896114
165,coupling_strengthen,5.379200885501177e-05,0.06590858543924864,0,0.1707440138257988,0.17791344648194166,0.041590262348516704,0.17687378480470983
166,topology_change,4.3718802346619744e-05,0.3947659866447028,0,0.05224111402814202,0.0536207423444966,0.48570149652628475,-0.022417437863159195
167,coupling_strengthen,0.0001864754935684275,0.04273871068609506,0,0.29402354040475076,0.34319122156660276,0.3118884041277174,0.43406208658693524
168,fragmentation,0.00011202003830278006,0.38639688675202005,0,0.2082228413758345,0.04933165245445453,0.11254515150243599,-0.1514223698463718
169,coupling_strengthen,5.30699586934417e-05,0.1733877252673544,0,0.07908145597105007,0.06282438565342449,0.612202066156936,0.5690102767073725
170,coupling_weaken,3.915576543769634e-05,0.03648649187556347,0,0.10141705147662772,0.08190114046901842,-0.3954341345075225,-0.4899439205666671
171,topology_change,0.00011094922427366801,0.12571056450222823,0,0.13822644841388476,0.1330048722783892,-0.43679272135258135,-0.1675585065090397
172,fragmentation,7.351329435723089e-05,0.005658039620280835,0,0.32630381506797224,0.32086014765850795,-0.6864485225535646,-0.4085235644165227
173,coupling_weaken,1.5480430480265933e-05,0.5297622767932881,0,0.02056328870430657,0.02064567498862735,-0.35402490397129416,-0.29275906665876106
174,topology_change,3.2714067175734334e-05,0.47124279084283455,0,0.212761712211152,0.2501721127628139,0.03955970030904593,0.0348435866529444
175,topology_change,1.535066307952076e-05,0.10883970461942005,0,0.133546640062574,0.14090331860739852,0.08405189371948651,-0.15499226355930212
176,topology_change,1.3026200389948103e-05,0.09979791757158511,0,0.1465037025807343,0.15215207499406702,-0.026332863564630937,0.03411280984457321
177,closure_reorg,3.698599783351046e-05,0.5573281301142923,0,0.01072438198157899,0.01394598074936293,0.00023865507457743185,0.09585054176743968
178,closure_reorg,0.0001866588412414805,0.2769274331188499,0,0.2900976555782766,0.30288439064945605,-0.020221324577732624,0.3969820487699357
179,fragmentation,1.2362758261661911e-05,0.3926060815931862,0,0.060550069837230214,0.049252691812442184,-0.7173985722984726,-0.25748903857813443
180,closure_reorg,0.00018976899447741398,0.42182162061163697,0,0.21759830927485108,0.2746194924966885,-0.05689862468421414,-0.07610004070159476
181,bifurcation,9.934135009259952e-06,0.18284460582009818,0,0.06675827090337466,0.06909128073863535,0.14810327802548684,0.018463771328602108
182,coupling_weaken,3.186930248638931e-05,0.5828956754120871,0,0.05696230125341839,0.06280275630762511,-0.48601552541426707,-0.2490668095404791
183,coupling_strengthen,1.911109961797529e-05,0.4619803181599,0,0.11095166044493976,0.07948947718440269,0.5665738012950549,0.18916269529450042
184,fragmentation,4.0537870614894354e-05,0.708666782977107,1,0.03030853922490051,0.06477160172080271,-0.006790180493139675,-0.1145768885378243
185,coupling_strengthen,3.0980801817372336e-05,0.10573618716492454,0,0.04284961352572039,0.04224679772879303,0.12847123026047125,0.09763692919245254
186,bifurcation,1.910506834198087e-05,0.14058420225804102,0,0.1129610330985753,0.11344281300664844,-0.30987922149312813,-0.07362143206441973
187,closure_reorg,0.00013057919299706567,0.9780509166791052,0,0.10082665204501912,0.0850451660253777,0.2029504034575581,0.03178073990877106
188,closure_reorg,0.00041318548193970174,0.3018696463417877,0,0.11154261992858039,0.05937457056956452,-0.29155396776756354,-0.042359460354077505
189,closure_reorg,0.00011365906247150036,3.230357626707466,0,0.17314001008677055,0.32090564932746196,-0.06741942837708026,-0.14688746653358253
190,coupling_weaken,5.704651727334265e-05,0.4811425753816775,0,0.14214821549211765,0.15609652715043276,-0.6591528018794421,-0.46862812823749345
191,bifurcation,7.652777818651076e-05,1.4851857872717635,0,0.06879682638089868,0.09179923774972082,-0.4920660914939338,-0.14170153894519688
192,topology_change,1.7907992921542695e-05,0.08410220946543386,0,0.137715277241914,0.1393653790830478,0.07346014418689384,0.1378455991535953
193,fragmentation,2.748274309392238e-05,0.445437633670299,0,0.02062415249566729,0.02166399687266063,-0.5474266920117021,-0.26310183656820296
194,topology_change,3.401732769773642e-05,0.1867975696116058,0,0.1010998133150563,0.11464637913193276,-0.3382785628711902,-0.028814848950493244
195,bifurcation,6.396171252882318e-05,0.9659140001366787,0,0.10175361863637677,0.13011656882979533,0.23716304981006298,-0.03450973695281501
196,bifurcation,7.7383701295847e-05,0.1556868785831889,0,0.12855074105261166,0.14267413693780862,-0.3611070457904322,-0.22601859243757982
197,coupling_strengthen,8.757261073449917e-05,0.1934891555788499,0,0.2075985903200672,0.1847107709384033,0.3381880812417133,0.6314622776986312
198,closure_reorg,0.00021865748165098242,0.7103310127889194,0,0.21960177106585965,0.2939715977512545,-0.11217103298856146,-0.16397133170931927
199,topology_change,2.039512372731022e-05,0.8281200528455781,0,0.26225615921478884,0.3189305142344347,0.0542095329946759,0.036818213345301
200,bifurcation,0.00022735984863753663,0.4730391497769464,0,0.11044153115738309,0.10043715735853387,0.5294367627651034,0.15382837003775646
201,bifurcation,0.00014055340738490182,0.3454474811253872,0,0.13493486232131563,0.10907339738831257,0.48651027921637785,0.07272392105200343
202,coupling_weaken,3.7871823790698075e-05,0.06950216312169027,0,0.03599385340619132,0.03390707291458461,-0.41142804481260153,-0.2558573540783892
203,closure_reorg,0.00014144000231653057,0.6180912019867465,0,0.18123126749886131,0.11991010158452892,-0.0709863936793328,0.21079323189813887
204,fragmentation,3.160614500658141e-05,0.8645650285711516,0,0.04124879906000445,0.04508967599994218,-0.7426010933091897,-0.6802416150443944
