sim,transition_type,step,order_param,shared_closure,c_std,in_transition
1,coupling_strengthen,130,0.8408771039892979,0.589047356806104,0.12314237720832302,0
1,coupling_strengthen,140,0.8653925060939883,0.5932378976289929,0.11997431782789308,0
1,coupling_strengthen,150,0.882229825843479,0.5983373450439781,0.11635523299445581,0
1,coupling_strengthen,160,0.8919787404700902,0.603954207266567,0.11245287179995418,0
1,coupling_strengthen,170,0.8956312312225054,0.6097359193524179,0.10841876361777535,0
1,coupling_strengthen,180,0.8942945697284119,0.6153896351914302,0.10437452368975565,0
1,coupling_strengthen,190,0.8890120403599251,0.6206871646247516,0.10040944369074896,0
1,coupling_strengthen,200,0.8806766994853289,0.6254600753580353,0.09658451907732411,0
1,coupling_strengthen,210,0.8700070058005316,0.6295902480073255,0.09293903136944279,0
1,coupling_strengthen,220,0.8575560091458526,0.632999386239498,0.08949729284643244,0
1,coupling_strengthen,230,0.8437347582854411,0.6356393431151903,0.08627439185123983,0
1,coupling_strengthen,240,0.8288389191171023,0.6374840105286617,0.08328055751594592,0
1,coupling_strengthen,250,0.8235267392102216,0.6385740400724611,0.08051614432467358,1
1,coupling_strengthen,260,0.8937095349035948,0.641818698126724,0.07751534528249675,1
1,coupling_strengthen,270,0.9350852040111587,0.6477774714742466,0.0741702641051267,1
1,coupling_strengthen,280,0.9576133712429997,0.6552176613921237,0.07069706260295638,1
1,coupling_strengthen,290,0.9696608567555606,0.6633517674979724,0.06724244852513013,1
1,coupling_strengthen,300,0.9762095091375361,0.6717441334905556,0.06388477951619835,1
1,coupling_strengthen,310,0.9798733243966208,0.6801656046892913,0.060660765451003566,1
1,coupling_strengthen,320,0.9819829418765958,0.6884964136114764,0.05758534852520854,1
1,coupling_strengthen,330,0.9832263859411768,0.6966736814063685,0.0546625671214742,1
1,coupling_strengthen,340,0.9839718869443859,0.704664677415287,0.051890998624841964,1
1,coupling_strengthen,350,0.984424078483787,0.7124531507050565,0.049266471007475464,1
1,coupling_strengthen,360,0.9847004611276835,0.7200321277156776,0.04678345255218244,1
1,coupling_strengthen,370,0.9848702153754818,0.7273999703722496,0.04443579150794207,1
1,coupling_strengthen,380,0.9849748003332599,0.7345581419462954,0.04221712280353782,1
1,coupling_strengthen,390,0.9850393592124232,0.7415099055194577,0.04012109604887661,1
1,coupling_strengthen,400,0.9850792585750188,0.7482595509194282,0.03814150349083066,1
1,coupling_strengthen,410,0.9851039361693456,0.754811929872239,0.036272350144925934,1
1,coupling_strengthen,420,0.9851192063740501,0.7611721746525906,0.03450788980213118,1
1,coupling_strengthen,430,0.9851286582246263,0.7673455275046226,0.03284264068126512,1
1,coupling_strengthen,440,0.9851345097939028,0.7733372375268941,0.03127138892420476,1
1,coupling_strengthen,450,0.9851381329138131,0.7791524988681664,0.029789184889977376,1
1,coupling_strengthen,460,0.9851403764351432,0.7847964142938235,0.02839133527157991,1
1,coupling_strengthen,470,0.9851417657601779,0.7902739743508571,0.02707339288845167,1
1,coupling_strengthen,480,0.9851426261531426,0.7955900461189784,0.025831145290787616,1
1,coupling_strengthen,490,0.9851431590030469,0.8007493678405633,0.024660602870691117,1
2,topology_change,0,0.3943645476167094,0.4290746863478227,0.27708589311197607,0
2,topology_change,10,0.44471213903168405,0.3959107263696694,0.1996385340954815,0
2,topology_change,20,0.47010268373797964,0.37131082729950965,0.13865998593067172,0
2,topology_change,30,0.49271557581846565,0.35276201983930733,0.09975203796979706,0
2,topology_change,40,0.5267646353680825,0.34054718764765535,0.08257526609813101,0
2,topology_change,50,0.5593036443468341,0.3349432062359121,0.08102809622100583,0
2,topology_change,60,0.5670657789334919,0.33306112210715627,0.09292498996616998,0
2,topology_change,70,0.5443607315021968,0.32993616579276713,0.11565462849228286,0
2,topology_change,80,0.5100360287418534,0.3226279001834567,0.14144964018092115,0
2,topology_change,90,0.5060336983602716,0.3141847138398451,0.15985873611334142,0
2,topology_change,100,0.5701742616596346,0.3147407018349715,0.15896267797113398,0
2,topology_change,110,0.6731931108032955,0.32552972743595154,0.14947242935184474,0
2,topology_change,120,0.7477887014547777,0.3513302302265912,0.1264710324318189,0
2,topology_change,130,0.7682780085928367,0.3823805268445077,0.10055889842999426,0
2,topology_change,140,0.7472683961412238,0.40836719224674967,0.08061145612048777,0
2,topology_change,150,0.7012949821212765,0.4237133068809257,0.06998650113606643,0
2,topology_change,160,0.6389260505587959,0.4266607695234962,0.06716838150048124,0
2,topology_change,170,0.561935868603392,0.4172805290327851,0.0686914561261801,0
2,topology_change,180,0.4676675843297692,0.3963714005160232,0.0716870841937714,0
2,topology_change,190,0.35034688069034153,0.3652452413552111,0.07403516736754483,0
2,topology_change,200,0.20264243060890902,0.3262917923214682,0.07329466018961989,0
2,topology_change,210,0.020735472980651336,0.2843324818813139,0.06573451602685534,0
2,topology_change,220,0.18355584247634252,0.24784023186844087,0.04684483081943028,0
2,topology_change,230,0.37204090418417013,0.2264937038710803,0.018974561091973614,0
2,topology_change,240,0.49963147896720866,0.22344389002538195,0.03953084483918212,0
2,topology_change,250,0.5539733160774731,0.23186763418881604,0.08376492952793575,1
2,topology_change,260,0.5474679442366189,0.24246063570228876,0.12156031733081098,1
2,topology_change,270,0.4733536476624027,0.25284716754679337,0.12697001376104944,1
2,topology_change,280,0.36309093263112235,0.24612790775074708,0.12347284271818258,1
2,topology_change,290,0.23263912468917022,0.22533097573856006,0.11349964755565696,1
2,topology_change,300,0.10125116860967584,0.19858905247959685,0.09647933646413102,1
2,topology_change,310,0.13427557782763813,0.17324446965437013,0.07501101266564511,1
2,topology_change,320,0.30822412189407633,0.15738379076698522,0.053126527514207905,1
2,topology_change,330,0.5047960199616205,0.16009179469270882,0.04215867228889845,1
2,topology_change,340,0.7091308163177434,0.19059775277151692,0.050564846695438495,1
2,topology_change,350,0.884161449435331,0.25394601916007065,0.05832094455525331,1
2,topology_change,360,0.9679174277765368,0.3384391652016609,0.053206684153506684,1
2,topology_change,370,0.9619018664055733,0.41924970538549644,0.040290052761139665,1
2,topology_change,380,0.9093135909654187,0.4802179369543637,0.026241066804115948,1
2,topology_change,390,0.8380039581236649,0.5174111546442899,0.01769150578339369,1
2,topology_change,400,0.7594067709916121,0.5326824880768563,0.023231591944600234,1
2,topology_change,410,0.6771747916513138,0.5295860010837462,0.03603411211803708,1
2,topology_change,420,0.5913594012315975,0.5117594527005628,0.04918878206349028,1
2,topology_change,430,0.49990523994955915,0.48241378749366975,0.06046237111408702,1
2,topology_change,440,0.39898200655099775,0.4442969062474149,0.06865829017465845,1
2,topology_change,450,0.2829591782054973,0.3999487639735356,0.07269614583642958,1
2,topology_change,460,0.14624010890134706,0.35232747875353476,0.07124025327673865,1
2,topology_change,470,0.060609596965449375,0.3060111788022192,0.0625036494595781,1
2,topology_change,480,0.23450566559823802,0.26847319964652233,0.04536794239875579,1
2,topology_change,490,0.42075481797591063,0.24844839647669698,0.0297958000424845,1
3,fragmentation,0,0.43770689451191275,0.33029554699745006,0.0678616150072478,0
3,fragmentation,10,0.5455383126691916,0.3225909794108749,0.06312475596225842,0
3,fragmentation,20,0.6174197231405765,0.3249692630065121,0.06797184199665801,0
3,fragmentation,30,0.6531990951685037,0.33312002624200737,0.07481281523613664,0
3,fragmentation,40,0.6670271672595178,0.34328328454259494,0.0798019204689223,0
3,fragmentation,50,0.6705039065835687,0.3534020704087889,0.08190514052527907,0
3,fragmentation,60,0.6699488610237705,0.3626525061043418,0.08140495182444585,0
3,fragmentation,70,0.6682907848563512,0.37083494371335723,0.07898853131311334,0
3,fragmentation,80,0.6667495810059468,0.37801164922053476,0.0753520118146832,0
3,fragmentation,90,0.6657522305845601,0.3843324526133109,0.07107098698018158,0
3,fragmentation,100,0.6653752787298651,0.389958867655772,0.06657976328721664,0
3,fragmentation,110,0.6655524819408734,0.3950345274579146,0.06218700167322931,0
3,fragmentation,120,0.6661712667931738,0.39967648121685884,0.05809919713310169,0
3,fragmentation,130,0.6671162628387495,0.40397546007967655,0.054442393651510115,0
3,fragmentation,140,0.6682872418600202,0.40799959112373063,0.051280059557863925,0
3,fragmentation,150,0.6696046516717646,0.4117990152007486,0.04862771266056007,0
3,fragmentation,160,0.6710093324020071,0.4154102816245634,0.046465450264296056,0
3,fragmentation,170,0.6724597821024967,0.4188600801641903,0.04474917696925705,0
3,fragmentation,180,0.6739286855800072,0.42216820380785525,0.04342067129903371,0
3,fragmentation,190,0.6753995390641295,0.42534978984235955,0.04241613958438871,0
3,fragmentation,200,0.6768637273811458,0.4284169485369557,0.041672803183543244,0
3,fragmentation,210,0.678318158513869,0.43137990328346937,0.04113330688406007,0
3,fragmentation,220,0.6797634355736142,0.43424775790940673,0.040748098898569014,0
3,fragmentation,230,0.6812024926383327,0.4370289894446812,0.0404762055048887,0
3,fragmentation,240,0.682639605757587,0.4397317450056703,0.0402849218348272,0
3,fragmentation,250,0.6705190854703856,0.44217884875818203,0.040175695247236014,1
3,fragmentation,260,0.5266510542182046,0.4334502493023221,0.04122122443545134,1
3,fragmentation,270,0.3705432930002351,0.4105425256357522,0.04210317160532682,1
3,fragmentation,280,0.21223372606423535,0.3788257225719544,0.04071187912561983,1
3,fragmentation,290,0.08508337875208268,0.34418756255192695,0.035843521275288524,1
3,fragmentation,300,0.14536261256295177,0.31208090806623767,0.027615679439307296,1
3,fragmentation,310,0.2753816524041303,0.286714793160591,0.018406023357214807,1
3,fragmentation,320,0.3937596560693622,0.2705271902597815,0.01580441423598197,1
3,fragmentation,330,0.49043831905896906,0.26401681315508835,0.02359538720162554,1
3,fragmentation,340,0.5618590283556252,0.26593770483403406,0.03317383559815982,1
3,fragmentation,350,0.6070216098385224,0.27378938362190797,0.040357022413936065,1
3,fragmentation,360,0.6270225103111835,0.28448126676382346,0.0448320748921583,1
3,fragmentation,370,0.6249551767152802,0.2950234219044729,0.04864186427424735,1
3,fragmentation,380,0.6058060985404695,0.30310089654309175,0.054766593929394786,1
3,fragmentation,390,0.5762021484851197,0.30742362953048585,0.06438175612080023,1
3,fragmentation,400,0.5438003659052281,0.3077997774732643,0.0756597509254887,1
3,fragmentation,410,0.5160105343196606,0.30494447293682564,0.0854326048811066,1
3,fragmentation,420,0.4979475609072248,0.30009440761154804,0.09103538638014344,1
3,fragmentation,430,0.49040379053535643,0.29453865834470294,0.09122444768912284,1
3,fragmentation,440,0.48942824316065575,0.28918959467227445,0.08655249844856155,1
3,fragmentation,450,0.48806530903295714,0.2843022759030425,0.07936967743848451,1
3,fragmentation,460,0.4788807140867976,0.27941061889388885,0.07314093269680512,1
3,fragmentation,470,0.4557898291881538,0.27349335827551136,0.07048000228342305,1
3,fragmentation,480,0.4149161604636688,0.26532524301054233,0.07086044849098148,1
3,fragmentation,490,0.35492731576707826,0.2539222311567938,0.07110051169845591,1
4,coupling_weaken,0,0.3537696589802508,0.40395635138955877,0.16100353223606997,0
4,coupling_weaken,10,0.48569833351724684,0.37778761816839845,0.14163192041925365,0
4,coupling_weaken,20,0.6952532160403937,0.37614201837923966,0.1252517297578432,0
4,coupling_weaken,30,0.8829293483014722,0.4087477951474939,0.10332666207989866,0
4,coupling_weaken,40,0.9644596828258925,0.4634564489594405,0.07867315641282668,0
4,coupling_weaken,50,0.9787272357710436,0.5203688195260485,0.05870607114452287,0
4,coupling_weaken,60,0.9718089412648035,0.5706416302680021,0.0452456982996799,0
4,coupling_weaken,70,0.9611816973026017,0.6128569190306373,0.03709475869770683,0
4,coupling_weaken,80,0.9515612097598086,0.6478600864288857,0.03277171324273785,0
4,coupling_weaken,90,0.9438246705409749,0.6768806040316673,0.031076171832182045,0
4,coupling_weaken,100,0.9378408086169265,0.7010379188426518,0.031055881853343098,0
4,coupling_weaken,110,0.9332754932605247,0.7212517499874174,0.0319878368161612,0
4,coupling_weaken,120,0.9298073265066042,0.7382560471870686,0.03337575823233855,0
4,coupling_weaken,130,0.927174282292877,0.7526330856606032,0.03491180161474307,0
4,coupling_weaken,140,0.9251738046286231,0.7648459726355293,0.03642088440591864,0
4,coupling_weaken,150,0.9236522093735988,0.7752650963019888,0.03781251704099505,0
4,coupling_weaken,160,0.9224935459895639,0.7841886432685056,0.03904708721784109,0
4,coupling_weaken,170,0.9216103678022507,0.7918582992597144,0.04011431011026334,0
4,coupling_weaken,180,0.9209366215303836,0.798471253941887,0.04101998352876422,0
4,coupling_weaken,190,0.9204223072931484,0.8041894184309836,0.04177801075973151,0
4,coupling_weaken,200,0.9200294978222087,0.8091465453990614,0.042405683146707604,0
4,coupling_weaken,210,0.9197293708001252,0.8134537649896171,0.042920964929607716,0
4,coupling_weaken,220,0.9194999899682904,0.8172039170184544,0.04334100302496104,0
4,coupling_weaken,230,0.9193246397921018,0.8204749625691763,0.04368138062984339,0
4,coupling_weaken,240,0.9191905709363332,0.8233326869774924,0.04395581556751989,0
4,coupling_weaken,250,0.91394709619085,0.8257167584491842,0.04425341444836059,1
4,coupling_weaken,260,0.8572025376995692,0.8203562990261022,0.049158747850624226,1
4,coupling_weaken,270,0.7930390088110588,0.8034812405064642,0.06015822938380733,1
4,coupling_weaken,280,0.7244591385343279,0.7762835952888292,0.07558995938666835,1
4,coupling_weaken,290,0.6558567306832888,0.7406608059135971,0.09364407063087256,1
4,coupling_weaken,300,0.5953805519447947,0.6992922394471982,0.11229413364182776,1
4,coupling_weaken,310,0.5571923781076611,0.6558630432026098,0.12916108904608947,1
4,coupling_weaken,320,0.55880183150438,0.6152329675739943,0.14146615120426445,1
4,coupling_weaken,330,0.6078188784860546,0.5831307440690636,0.14634436608358373,1
4,coupling_weaken,340,0.6904006378300592,0.5648591525213555,0.14177881656944646,1
4,coupling_weaken,350,0.7793643917669304,0.5630945942980672,0.12792174471806306,1
4,coupling_weaken,360,0.8506467392227315,0.5761816133725179,0.10773678706582956,1
4,coupling_weaken,370,0.8921233466701457,0.5986028265768142,0.08598928485321972,1
4,coupling_weaken,380,0.9028739373860573,0.6233636741847052,0.06708473333195555,1
4,coupling_weaken,390,0.8878460247612324,0.6443552841575346,0.05324811728264589,1
4,coupling_weaken,400,0.8531507585739734,0.6574456335651355,0.04429424347189953,1
4,coupling_weaken,410,0.8038462987336096,0.6604704625180832,0.03941782908171798,1
4,coupling_weaken,420,0.7435939589521046,0.6527832069642875,0.03925213181664884,1
4,coupling_weaken,430,0.6752688987588421,0.6348130338350629,0.04512097654486465,1
4,coupling_weaken,440,0.6021764133164915,0.6078014005892954,0.0564471353818926,1
4,coupling_weaken,450,0.5300820986479671,0.5737387240481506,0.07090012487824382,1
4,coupling_weaken,460,0.47027464892205456,0.535453524320697,0.08583402912683472,1
4,coupling_weaken,470,0.4412787988834242,0.49673106471688816,0.09871816129715863,1
4,coupling_weaken,480,0.4601261774833468,0.4622107006357313,0.10728976245273937,1
4,coupling_weaken,490,0.5235721656589303,0.4367068775299763,0.11007765355078289,1
5,bifurcation,0,0.7021206215591036,0.43622633504533026,0.24630016172174748,0
5,bifurcation,10,0.8511606762334003,0.44768931315480237,0.19311578894865142,0
5,bifurcation,20,0.9110764729113365,0.4681434171257653,0.14846724068898096,0
5,bifurcation,30,0.909611070786666,0.48979771589350724,0.11127845292500849,0
5,bifurcation,40,0.8799149161999072,0.508107611292518,0.08169585358523726,0
5,bifurcation,50,0.8406528227898813,0.5216182765083323,0.05900540836421701,0
5,bifurcation,60,0.7987480549296365,0.530275868654728,0.04207748392140481,0
5,bifurcation,70,0.7558081699613686,0.5344305191625404,0.029923645910007398,0
5,bifurcation,80,0.7113297843727132,0.5344585948275028,0.02194639154441912,0
5,bifurcation,90,0.6638098370895954,0.530643767601629,0.017862990639427055,0
5,bifurcation,100,0.610941163721907,0.5231449099154004,0.017090228757652384,0
5,bifurcation,110,0.5493519643928627,0.5119923958105204,0.018366310547234546,0
5,bifurcation,120,0.47401058083127795,0.4971060336420264,0.0204773250960977,0
5,bifurcation,130,0.3775660221250604,0.4783745091258784,0.022691899111016857,0
5,bifurcation,140,0.2529571389519095,0.4559435448957915,0.0245146719802759,0
5,bifurcation,150,0.1488446462146933,0.4311401379403625,0.02534812652504861,0
5,bifurcation,160,0.3195310731494163,0.4087659207782318,0.02449076267158687,0
5,bifurcation,170,0.6236491477200276,0.399123196789413,0.02242356464408087,0
5,bifurcation,180,0.8593966464883268,0.41041064484538003,0.020683673002734344,0
5,bifurcation,190,0.9528967072705922,0.4363690358579365,0.017735266737828458,0
5,bifurcation,200,0.9534004025961704,0.46475099552874466,0.013246924905731185,0
5,bifurcation,210,0.9188212885538325,0.4889702778929836,0.008871156814439448,0
5,bifurcation,220,0.8751970540316826,0.5073621600026718,0.0061486074072345295,0
5,bifurcation,230,0.830572251286041,0.5200913747696887,0.006320150152868508,0
5,bifurcation,240,0.7864759237986422,0.5277387059580564,0.008452838118955254,0
5,bifurcation,250,0.7422871371502594,0.5308623417242879,0.011093953061769274,1
5,bifurcation,260,0.6965639087764829,0.5298878132732039,0.013753322588744371,1
5,bifurcation,270,0.647307401751806,0.5250905970646211,0.016316060067779383,1
5,bifurcation,280,0.5917947846970342,0.516600788190692,0.018759728731005433,1
5,bifurcation,290,0.5261264854584842,0.5044152469410366,0.021074241273747407,1
5,bifurcation,300,0.44452070948238254,0.488432934214757,0.02322154570260342,1
5,bifurcation,310,0.33899923794969566,0.46858231236687925,0.0250809323003411,1
5,bifurcation,320,0.20777203318326226,0.4452607035488329,0.02634415863458966,1
5,bifurcation,330,0.17584379394726637,0.4206611581266147,0.026389939753519803,1
5,bifurcation,340,0.4242028329829142,0.4015095149872406,0.024656683491684782,1
5,bifurcation,350,0.7225126601375822,0.39906270075180034,0.02222245431247749,1
5,bifurcation,360,0.908804512646948,0.41713908200949595,0.019870257632560024,1
5,bifurcation,370,0.9610214263778566,0.44536436552037467,0.01603140461962534,1
5,bifurcation,380,0.9439582171613355,0.47285947133145506,0.011394954066070323,1
5,bifurcation,390,0.904288165564954,0.4951930807158467,0.0075693970145294005,1
5,bifurcation,400,0.8597702908626292,0.5116278841210962,0.006019149270660935,1
5,bifurcation,410,0.8152615143594041,0.5225763349761794,0.007188375786126666,1
5,bifurcation,420,0.7712328082593266,0.5286414799204342,0.009579326036835674,1
5,bifurcation,430,0.7266891820764324,0.5303429354529123,0.012208683825833696,1
5,bifurcation,440,0.6799870035653273,0.5280553520865725,0.014800651423551884,1
5,bifurcation,450,0.6289070814166275,0.5220033665263852,0.017291642269396727,1
5,bifurcation,460,0.5703816718200797,0.5122692231797943,0.01966813528527391,1
5,bifurcation,470,0.4999450441466754,0.4988095996889969,0.021913459205114682,1
5,bifurcation,480,0.41100196734297,0.4815106640383625,0.02396762924606129,1
5,bifurcation,490,0.29548456450648536,0.4603859862959979,0.025658952301938473,1
6,bifurcation,0,0.5030554417115267,0.47211257886641655,0.1264296690042421,0
6,bifurcation,10,0.5441117201655352,0.45672679256262133,0.08891802876178383,0
6,bifurcation,20,0.5494356262104012,0.4444089887479832,0.06442984589962732,0
6,bifurcation,30,0.5217449159645952,0.4318831913890261,0.04923901453629951,0
6,bifurcation,40,0.4666929656829429,0.4168033758194274,0.04050374284645496,0
6,bifurcation,50,0.3849990268975636,0.39783392490178926,0.035940666156772084,0
6,bifurcation,60,0.27574354375659255,0.3745801896602708,0.03373736108336272,0
6,bifurcation,70,0.1816470719207265,0.3483787819410276,0.0324363540449329,0
6,bifurcation,80,0.31486714541095223,0.32495835730791467,0.0311804162881365,0
6,bifurcation,90,0.6150936094273547,0.31779137293052917,0.030544909469368865,0
6,bifurcation,100,0.8743062795853318,0.3401945447593101,0.02917955712100838,0
6,bifurcation,110,0.9790202087979947,0.38445835969182446,0.023810672399718784,0
6,bifurcation,120,0.9761106160164755,0.4309262066606837,0.017323045227592124,0
6,bifurcation,130,0.9361426475278066,0.46942391044232135,0.013013226269747455,0
6,bifurcation,140,0.8885422624268753,0.498069469690838,0.011564961540652589,0
6,bifurcation,150,0.8412272950083023,0.5176653972098235,0.012195108166138604,0
6,bifurcation,160,0.7952458749198152,0.5294502856848741,0.01393345810558949,0
6,bifurcation,170,0.7496359785662473,0.5345059283783364,0.016237984194129855,0
6,bifurcation,180,0.7027313799063595,0.5336460867089448,0.018874630991527554,0
6,bifurcation,190,0.6523592264879479,0.5274208115535423,0.021742307839184884,0
6,bifurcation,200,0.595617168911004,0.5161403079622424,0.024801079297440087,0
6,bifurcation,210,0.5283777686629466,0.49990357207405856,0.028045300743219672,0
6,bifurcation,220,0.44463971107414135,0.4786621662984814,0.03148178752943778,0
6,bifurcation,230,0.3372461977458156,0.4524434056608295,0.03508189078769075,0
6,bifurcation,240,0.21772057483221915,0.4221567822685352,0.03864055201417366,0
6,bifurcation,250,0.2626505043390374,0.3921785360149027,0.04139214679354131,1
6,bifurcation,260,0.5620508807273732,0.3754999094593099,0.041418884675455674,1
6,bifurcation,270,0.8587688994927827,0.38957884426724104,0.03660114973385721,1
6,bifurcation,280,0.9852335771488193,0.4297208041802626,0.028416931845914366,1
6,bifurcation,290,0.9874897685671914,0.4741293385604948,0.02090619576840319,1
6,bifurcation,300,0.9475699898472264,0.5109503126202868,0.016076520023636885,1
6,bifurcation,310,0.8990768678339477,0.5378770480224164,0.01395357972520525,1
6,bifurcation,320,0.8509582883669671,0.5556867575732013,0.013860086594455418,1
6,bifurcation,330,0.8044868927687975,0.5656702158201921,0.015049195649478408,1
6,bifurcation,340,0.7587484892670949,0.5689637692344707,0.016990991242424137,1
6,bifurcation,350,0.712111648587408,0.5664256274080269,0.019385080272624675,1
6,bifurcation,360,0.6624794229585851,0.5586413471112317,0.02207673052282124,1
6,bifurcation,370,0.6071026988564519,0.5459504852375312,0.024994447594645832,1
6,bifurcation,380,0.5421267470557665,0.5284751530726558,0.028115080965864906,1
6,bifurcation,390,0.4619486817605109,0.5061733284454013,0.031436949425740775,1
6,bifurcation,400,0.359374914154671,0.47901614696852485,0.034935175770979834,1
6,bifurcation,410,0.23784892702958438,0.4476298628784706,0.038443394749336286,1
6,bifurcation,420,0.23020511834640442,0.4154145482869723,0.041336611121004604,1
6,bifurcation,430,0.4988033791677975,0.3933945427362201,0.041985176572191564,1
6,bifurcation,440,0.8133202297308861,0.3996883609138254,0.038182338434721436,1
6,bifurcation,450,0.973237282480201,0.43522388588291394,0.030402895903140204,1
6,bifurcation,460,0.9915682698386618,0.47894210676652105,0.022475382323191826,1
6,bifurcation,470,0.956007265905481,0.5164709050724265,0.01700008000452817,1
6,bifurcation,480,0.9081157459305875,0.544275697669505,0.01433637841140681,1
6,bifurcation,490,0.859741668182138,0.562824770807818,0.01388851126203128,1
7,topology_change,0,0.4429583850067431,0.5903166516115099,0.14654308632845642,0
7,topology_change,10,0.38979130660048894,0.5470172638202622,0.14823521834511946,0
7,topology_change,20,0.33668602656411833,0.5039258005056354,0.14723815460020243,0
