perturbation_type,K,base_c,base_r,post_c,post_r,recovery_c,recovery_r,cascade_depth,final_c_range,irreversible,branching
all_disruption,0.29132092466383963,0.3879027961541018,0.49338338591877795,0.16609250243930848,0.2934629454155337,0.42707973324392023,0.5935938661655321,0.9974286633835264,0.14357202592862275,0,0
temporal_disruption,0.906881429119119,0.560253742380802,0.7396577843913507,0.6054179777854999,0.9000527656784013,1.0,1.0,0.9556340695642639,0.3943569861589915,0,0
closure_collapse,0.906881429119119,0.560253742380802,0.7396577843913507,0.7338884670714126,0.8340093986949815,1.0,1.0,0.9916097183545279,0.40116882223568684,0,0
coupling_fragmentation,0.906881429119119,0.560253742380802,0.7396577843913507,0.6215265409996407,0.6630893795767201,1.0,0.895270924778879,0.8373600391894779,0.471431142042474,0,0
desync_shock,0.906881429119119,0.560253742380802,0.7396577843913507,0.19285163328918245,0.349596040030933,0.3436086367480034,0.47200751466916674,0.9982182746866719,0.1520430892668081,1,0
all_disruption,0.906881429119119,0.560253742380802,0.7396577843913507,0.23185418869719723,0.6654073740841207,0.4131004770029449,0.8984005678559519,0.9437336762113873,0.13136087942592514,0,0
temporal_disruption,0.4581491099510072,0.28797166818718034,0.38762780207794784,0.3810960662189721,0.6112620445600649,1.0,1.0,0.9965394531364499,0.5095247271869825,0,0
closure_collapse,0.4581491099510072,0.28797166818718034,0.38762780207794784,0.5476414129879997,0.5953874756840182,1.0,1.0,0.9965394531364499,0.5610141942226576,0,0
coupling_fragmentation,0.4581491099510072,0.28797166818718034,0.38762780207794784,0.20264085456735467,0.43065588101051966,0.7012481737001802,1.0,0.9965394531364499,0.31436540138238483,0,0
desync_shock,0.4581491099510072,0.28797166818718034,0.38762780207794784,0.2353580159724329,0.4454425100818621,0.8144674439847874,1.0,0.8446005909626834,0.1875966305906829,0,0
all_disruption,0.4581491099510072,0.28797166818718034,0.38762780207794784,0.2571089862261526,0.5735399811843456,0.8897376958754696,1.0,0.9965394531364499,0.15474685603247132,0,0
temporal_disruption,0.23091099525053538,0.32932449487116344,0.6828986314734549,0.29480696299459075,0.7917870532104045,0.8924768449568791,1.0,0.9969726737934163,0.17993287101609973,0,0
closure_collapse,0.23091099525053538,0.32932449487116344,0.6828986314734549,0.32402816846236865,0.23324202002295671,0.9809389660574505,0.34104764842186974,0.9969726737934163,0.06593443164242874,0,0
coupling_fragmentation,0.23091099525053538,0.32932449487116344,0.6828986314734549,0.22609295507555366,0.17044394254031114,0.6844571280241775,0.24922398539252938,0.9969726737934163,0.09408406135612125,0,0
desync_shock,0.23091099525053538,0.32932449487116344,0.6828986314734549,0.2530917311848588,0.32219782480459197,0.766191230485563,0.47111927115633934,0.987311917010342,0.14051129157313094,0,0
all_disruption,0.23091099525053538,0.32932449487116344,0.6828986314734549,0.14415127608627806,0.22263631231700365,0.4363929358084735,0.32553992956139605,0.9969726737934163,0.09136677445213497,0,0
temporal_disruption,0.378860744952667,0.5934386058996404,0.6196255218387445,0.5848684491347239,0.6045554004271547,0.9839005127359911,0.9741065733745876,0.8297895996014261,0.4330383353641051,0,0
closure_collapse,0.378860744952667,0.5934386058996404,0.6196255218387445,0.42317332867017526,0.5035477184437911,0.7118873580388216,0.8113551581828543,0.9983177404864434,0.44523708783328736,0,0
coupling_fragmentation,0.378860744952667,0.5934386058996404,0.6196255218387445,0.24696403519499172,0.6562554591988679,0.4154575977131049,1.0,0.9378683559127319,0.16855158587051675,0,0
desync_shock,0.378860744952667,0.5934386058996404,0.6196255218387445,0.2047703487282172,0.2173818478441943,0.3444768672423486,0.3502625016131322,0.7987211956158629,0.07356373597688691,0,0
all_disruption,0.378860744952667,0.5934386058996404,0.6196255218387445,0.19289597279801085,0.32927591107676457,0.3245010853662113,0.530554899033494,0.9983177404864434,0.19121725080369084,1,0
temporal_disruption,0.25576171878189047,0.2970597147779948,0.44438592830336837,0.31561285928461563,0.6109983585358136,1.0,1.0,0.7187168464264629,0.32167786579933955,0,0
closure_collapse,0.25576171878189047,0.2970597147779948,0.44438592830336837,0.21085309747092998,0.3843893846565114,0.7074189735032815,0.8630478877516085,0.962091811175835,0.17178264746278166,0,0
coupling_fragmentation,0.25576171878189047,0.2970597147779948,0.44438592830336837,0.15927268055350038,0.24933809435846668,0.5343650035769919,0.5598248137481199,0.8084728221931929,0.13501981576390226,0,0
desync_shock,0.25576171878189047,0.2970597147779948,0.44438592830336837,0.2554765705957087,0.39565064788553955,0.8571321716052654,0.888332169345161,0.559395672743092,0.1007315544929702,0,0
all_disruption,0.25576171878189047,0.2970597147779948,0.44438592830336837,0.15945231539091356,0.29601125002031925,0.5349676842765523,0.6646174277394219,0.9758572136969645,0.07062206642776403,0,0
temporal_disruption,0.8109891149120856,0.16453039256596663,0.39899774137575716,0.6900071894661234,0.9009186552184982,1.0,1.0,0.5815305637089246,0.03709151345640105,0,0
closure_collapse,0.8109891149120856,0.16453039256596663,0.39899774137575716,0.7317586066854356,0.8974617938116646,1.0,1.0,0.9102470051732049,0.03857623527168319,0,0
coupling_fragmentation,0.8109891149120856,0.16453039256596663,0.39899774137575716,0.08536630218811876,0.12307489648081107,0.5157137663048728,0.3076889785864934,0.674136305959366,0.03903608281955609,0,0
desync_shock,0.8109891149120856,0.16453039256596663,0.39899774137575716,0.19528724538747577,0.37945406353801686,1.0,0.9486405154012068,0.5594251348296947,0.03931295768427967,0,0
all_disruption,0.8109891149120856,0.16453039256596663,0.39899774137575716,0.29716621111563396,0.3357946341070404,1.0,0.8394913255062496,0.9811348204543994,0.0626033510244626,0,0
temporal_disruption,0.12199376692675012,0.0863801649977338,0.20670932953840435,0.13850718578573687,0.25274138762956505,1.0,1.0,0.9885557551873937,0.22214592218506063,0,0
closure_collapse,0.12199376692675012,0.0863801649977338,0.20670932953840435,0.4918137775842938,0.6438821190458232,1.0,1.0,0.9885557551873937,0.5088414492473406,0,0
coupling_fragmentation,0.12199376692675012,0.0863801649977338,0.20670932953840435,0.4527805260073356,0.6478833113166926,1.0,1.0,0.8452917944304965,0.4197594933127932,0,0
desync_shock,0.12199376692675012,0.0863801649977338,0.20670932953840435,0.17118948857111235,0.3203635878189086,1.0,1.0,0.9885557551873937,0.21490113457120688,0,0
all_disruption,0.12199376692675012,0.0863801649977338,0.20670932953840435,0.12992594738179286,0.22843688583791816,1.0,1.0,0.9885557551873937,0.19078448933889078,0,0
temporal_disruption,0.2787630717653241,0.23095369652999198,0.357864533653404,0.25883710017666556,0.5817157824796447,1.0,1.0,0.6853990197701509,0.22221471799070877,0,0
closure_collapse,0.2787630717653241,0.23095369652999198,0.357864533653404,0.2260497680026078,0.46350515501754186,0.9745469521904307,1.0,0.9956887947251546,0.2645246662493174,0,0
coupling_fragmentation,0.2787630717653241,0.23095369652999198,0.357864533653404,0.13465806455149937,0.15881483399562088,0.580538558194902,0.44254814589453495,0.7696158335281478,0.10361572615624429,0,0
desync_shock,0.2787630717653241,0.23095369652999198,0.357864533653404,0.21425450315591965,0.17854672863874238,0.9236951441651899,0.497532388673396,0.6978281701813979,0.06469466050612349,0,0
all_disruption,0.2787630717653241,0.23095369652999198,0.357864533653404,0.15595256071617933,0.3317215887602686,0.6723435023852462,0.9243643705416975,0.9956887947251546,0.10897373582343844,0,0
temporal_disruption,0.658699131410851,0.41335770713545544,0.5306027502210499,0.35152193350828226,0.5042741212230902,0.848353795416114,0.9485920097542838,0.8771230766545736,0.20985629325178004,0,0
closure_collapse,0.658699131410851,0.41335770713545544,0.5306027502210499,0.19126612513855698,0.23434225804786835,0.4615966394370244,0.4408221325988714,0.7287496413557366,0.08673898912281744,1,0
coupling_fragmentation,0.658699131410851,0.41335770713545544,0.5306027502210499,0.2359128242044949,0.2023993667552938,0.5693458095311207,0.38073423561321407,0.6619393597927318,0.055365144447908604,0,0
desync_shock,0.658699131410851,0.41335770713545544,0.5306027502210499,0.2763661245617192,0.45636096348233296,0.6669747413950572,0.8584623824699363,0.5588858623323301,0.054548245892792446,0,0
all_disruption,0.658699131410851,0.41335770713545544,0.5306027502210499,0.328954201312405,0.45058715612983646,0.7938894236734164,0.8476012510139843,0.9283024229016714,0.062371955108391886,0,0
temporal_disruption,0.5034736114812839,0.30947310500865677,0.32721043554505214,0.3405587536347507,0.7556673839720399,1.0,1.0,0.31677703864845824,0.07554772324621545,0,0
closure_collapse,0.5034736114812839,0.30947310500865677,0.32721043554505214,0.2883476324018319,0.5422565524742149,0.9287362665239299,1.0,0.9113346781549789,0.1606254978338087,0,0
coupling_fragmentation,0.5034736114812839,0.30947310500865677,0.32721043554505214,0.21555668800234407,0.5372452560799512,0.6942845757809966,1.0,0.5252431379327934,0.10440560979677957,0,0
desync_shock,0.5034736114812839,0.30947310500865677,0.32721043554505214,0.26581607882649355,0.6378754378646571,0.8561645905499027,1.0,0.3331349954397421,0.039553974018939564,0,0
all_disruption,0.5034736114812839,0.30947310500865677,0.32721043554505214,0.10864058414367483,0.32302499157640874,0.34991946932294077,0.9842008558928602,0.9654345830826826,0.05682523167535715,0,0
temporal_disruption,0.5657386199439829,0.6086638058938499,0.6024019030622567,0.5425660054571392,0.8647193066798242,0.8899429492319356,1.0,0.4292551221965288,0.10366618616836776,0,0
closure_collapse,0.5657386199439829,0.6086638058938499,0.6024019030622567,0.4004168251129425,0.860842593776304,0.6567830027663805,1.0,0.8288466031316465,0.10494835530889612,0,0
coupling_fragmentation,0.5657386199439829,0.6086638058938499,0.6024019030622567,0.3403449427427003,0.22587241409531755,0.5582502019185941,0.37433162366412503,0.5899842458813677,0.11062157660539804,0,0
desync_shock,0.5657386199439829,0.6086638058938499,0.6024019030622567,0.30778820220560005,0.37812422517968935,0.5048490647305867,0.6266540149454516,0.5708462279110598,0.04640155048412997,0,0
all_disruption,0.5657386199439829,0.6086638058938499,0.6024019030622567,0.12137059247072503,0.35692955771089957,0.19907790375185427,0.5915287238894785,0.9440454125531093,0.07121373103792154,1,0
temporal_disruption,0.7880040243624791,0.2960866300908748,0.19483826085791886,0.6216760499796414,0.8488460996615643,1.0,1.0,0.431084887657585,0.1414639948868871,0,0
closure_collapse,0.7880040243624791,0.2960866300908748,0.19483826085791886,0.5957826573754242,0.8522019125648194,1.0,1.0,0.9204028196495341,0.13508475498372852,0,0
coupling_fragmentation,0.7880040243624791,0.2960866300908748,0.19483826085791886,0.21261650169622873,0.5889890144567452,0.7156717272372445,1.0,0.868534195959525,0.2535576362175625,0,0
desync_shock,0.7880040243624791,0.2960866300908748,0.19483826085791886,0.2406576393023683,0.41879313731953766,0.8100588007907134,1.0,0.48785198904100213,0.06544789373155022,0,0
all_disruption,0.7880040243624791,0.2960866300908748,0.19483826085791886,0.16798443270645744,0.4162966114352561,0.5654392210617935,1.0,0.9948906284335679,0.04309042587187914,0,0
temporal_disruption,0.7100637117143702,0.5637067035529608,0.7601000657667895,0.35422619614508805,0.9061687466365568,0.6272746434855577,1.0,0.9982291692418236,0.06949392931190429,0,0
closure_collapse,0.7100637117143702,0.5637067035529608,0.7601000657667895,0.2215922300253278,0.5634600935544575,0.3924023367017563,0.7403232753459105,0.9982291692418236,0.35411783361796667,0,0
coupling_fragmentation,0.7100637117143702,0.5637067035529608,0.7601000657667895,0.18636411128206737,0.2848745702473364,0.33001930047849926,0.3742931883212129,0.9982291692418236,0.14304537712133758,1,0
desync_shock,0.7100637117143702,0.5637067035529608,0.7601000657667895,0.24699868493995428,0.38705872614570813,0.43739286852079945,0.5085516918931757,0.7185866809796109,0.14854464416302401,0,0
all_disruption,0.7100637117143702,0.5637067035529608,0.7601000657667895,0.31545277903195107,0.5900319392861926,0.5586134838620106,0.7752356960996318,0.9430872058040454,0.12736878444640334,0,0
temporal_disruption,0.3421209678238287,0.35865599873004406,0.3551427699774535,0.32160999326693857,0.4865381648410763,0.8942155682167208,1.0,0.6340793069180429,0.20596415183583644,0,0
closure_collapse,0.3421209678238287,0.35865599873004406,0.3551427699774535,0.20378882007545215,0.7640328617950243,0.566621496082469,1.0,0.8512502008974699,0.07688743565733869,0,0
coupling_fragmentation,0.3421209678238287,0.35865599873004406,0.3551427699774535,0.3829227703230019,0.7371592814604039,1.0,1.0,0.5519665585867258,0.23016629874853362,0,0
desync_shock,0.3421209678238287,0.35865599873004406,0.3551427699774535,0.4183651990360655,0.647599538307089,1.0,1.0,0.6896366255738828,0.30794238471945745,0,0
all_disruption,0.3421209678238287,0.35865599873004406,0.3551427699774535,0.18916389093261746,0.23297801817836195,0.5259578363785415,0.6541702873628775,0.9972195653526397,0.09339278506053689,0,0
temporal_disruption,0.6979791865448347,0.5468930594500436,0.5491720973818925,0.5261216629559129,0.8579942991294841,0.9602634198068066,1.0,0.27541798665912887,0.03958236210990196,0,0
closure_collapse,0.6979791865448347,0.5468930594500436,0.5491720973818925,0.4471230722828337,0.6978744671033702,0.8160772701366953,1.0,0.7447647005935445,0.07885378205510135,0,0
coupling_fragmentation,0.6979791865448347,0.5468930594500436,0.5491720973818925,0.28370402593716676,0.2741810343473279,0.5178091254193641,0.4983550340921957,0.5555534757701576,0.032975417539093166,0,0
desync_shock,0.6979791865448347,0.5468930594500436,0.5491720973818925,0.5446243301435867,0.6690698959204595,0.9940340012524744,1.0,0.24396836821630757,0.08844870343311623,0,0
all_disruption,0.6979791865448347,0.5468930594500436,0.5491720973818925,0.18686801400458264,0.3864180141409866,0.34106658367265025,0.7023584365325621,0.9120267692928801,0.05605291948452218,1,0
temporal_disruption,0.4924737228984146,0.42420489754673324,0.4667380784307189,0.34713859198494373,0.32644166611127223,0.8164030893994831,0.6979155240182665,0.4738494898626552,0.13352899491426135,0,0
closure_collapse,0.4924737228984146,0.42420489754673324,0.4667380784307189,0.3528141843039299,0.45238572257337883,0.8297509890867448,0.9671774513017032,0.9211394985294385,0.21126943654183508,0,0
coupling_fragmentation,0.4924737228984146,0.42420489754673324,0.4667380784307189,0.38237935439447496,0.6950956754393769,0.8992825731797893,1.0,0.5250552196078344,0.09803520477820565,0,0
desync_shock,0.4924737228984146,0.42420489754673324,0.4667380784307189,0.2106536152474587,0.13965323606876656,0.49541671900499756,0.29857144951146397,0.6044408409448915,0.029652073981893345,0,0
all_disruption,0.4924737228984146,0.42420489754673324,0.4667380784307189,0.1362359914765259,0.22578006075345428,0.3204008050296564,0.48270617930221965,0.9736342961716213,0.06219117276625229,1,0
temporal_disruption,0.7654855419461795,0.2622124775056019,0.7380290427256075,0.5603664229902509,0.6859494529991703,1.0,0.9281765848732078,0.49114647176531256,0.1140653175129015,0,0
closure_collapse,0.7654855419461795,0.2622124775056019,0.7380290427256075,0.37338500891017545,0.4341425444003279,1.0,0.5874499096803693,0.5259271288363245,0.12437599442143366,0,0
coupling_fragmentation,0.7654855419461795,0.2622124775056019,0.7380290427256075,0.24374601157834366,0.43813435885314334,0.9260427692800243,0.592851340777168,0.8510848829176894,0.19155002016335293,0,0
desync_shock,0.7654855419461795,0.2622124775056019,0.7380290427256075,0.33214017705257026,0.40952710673036613,1.0,0.5541421013983324,0.2294097612427103,0.09499668636137704,0,0
all_disruption,0.7654855419461795,0.2622124775056019,0.7380290427256075,0.2668419254092807,0.5424729069323668,1.0,0.7340346259352359,0.8131287120848993,0.07248202573285767,0,0
temporal_disruption,0.13339662250580808,0.5093372569364174,0.7269385334725885,0.28418327702605617,0.4284051532311238,0.5568538709715689,0.5885183068787991,0.887141556972215,0.2795225318725217,0,0
closure_collapse,0.13339662250580808,0.5093372569364174,0.7269385334725885,0.3126171142978602,0.47761829249337867,0.6125696488916328,0.6561244810257926,0.8796587557714761,0.11811137811358241,0,0
coupling_fragmentation,0.13339662250580808,0.5093372569364174,0.7269385334725885,0.3084829887253959,0.17813846449773307,0.6044688772621388,0.24471635489322685,0.5288824398528991,0.07474834678278156,0,0
desync_shock,0.13339662250580808,0.5093372569364174,0.7269385334725885,0.21881940234424282,0.40876267615160894,0.4287741084353271,0.5615346040298627,0.7699627278672121,0.13821899302193014,0,0
all_disruption,0.13339662250580808,0.5093372569364174,0.7269385334725885,0.18265679511578925,0.22295116573004317,0.3579138944553804,0.30627746090932645,0.9980405114727405,0.04551072586174634,1,0
temporal_disruption,0.688492729157624,0.5540725883575139,0.7820176920623213,0.4670302737443181,0.7861330244693627,0.841385944001095,1.0,0.7655901188353815,0.12513679109392006,0,0
closure_collapse,0.688492729157624,0.5540725883575139,0.7820176920623213,0.4730548185861613,0.6117778798804917,0.8522395602095085,0.7813078632606422,0.998198433824738,0.2792979006367426,0,0
coupling_fragmentation,0.688492729157624,0.5540725883575139,0.7820176920623213,0.46160861244113904,0.5081054370504816,0.831618462383561,0.6489067133492571,0.8354813351491664,0.1189363705909261,0,0
desync_shock,0.688492729157624,0.5540725883575139,0.7820176920623213,0.21319753515796017,0.5053712085807035,0.3840894679898025,0.6454148018669295,0.9241292683799653,0.21359389170989998,0,0
all_disruption,0.688492729157624,0.5540725883575139,0.7820176920623213,0.12207709302812111,0.3002270756324636,0.21992996157377004,0.3834231061136332,0.998198433824738,0.11057536101353446,1,0
temporal_disruption,0.4695018143127073,0.43615589015812656,0.687430562306459,0.4362482867934016,0.7258595799117975,0.9979238450512548,1.0,0.3901272037876088,0.17233768883101702,0,0
closure_collapse,0.4695018143127073,0.43615589015812656,0.687430562306459,0.4364255977919828,0.8578862251107693,0.9983294463540693,1.0,0.7768678998700211,0.18546675540953844,0,0
coupling_fragmentation,0.4695018143127073,0.43615589015812656,0.687430562306459,0.3429731689624978,0.39034957323041025,0.7845557538717794,0.5670137187440027,0.5522163281518713,0.18034224384556863,0,0
desync_shock,0.4695018143127073,0.43615589015812656,0.687430562306459,0.27540240650308145,0.5106732326397558,0.6299867225933152,0.7417933784474062,0.44324465514012107,0.05155553762641796,0,0
all_disruption,0.4695018143127073,0.43615589015812656,0.687430562306459,0.13503111001560925,0.4190737763007954,0.30888548697528984,0.6087379021883723,0.9194062435992585,0.07525758701958218,1,0
temporal_disruption,0.5471227490412457,0.530479814639301,0.6937465660617711,0.4537815117647171,0.4546500539466386,0.8538076127551234,0.6544113726590408,0.38734478141408935,0.14234291312069564,0,0
closure_collapse,0.5471227490412457,0.530479814639301,0.6937465660617711,0.19366096900732466,0.3764254025738203,0.3643806663452616,0.5418168595026228,0.7930147074001166,0.06265379692209838,1,0
coupling_fragmentation,0.5471227490412457,0.530479814639301,0.6937465660617711,0.354946965233741,0.28235972233282086,0.6678465587157483,0.4064211845384145,0.46984467950306863,0.09404425554797885,0,0
desync_shock,0.5471227490412457,0.530479814639301,0.6937465660617711,0.4864026094288016,0.5879577675493379,0.9151854802969479,0.8462910020300289,0.3183134642352472,0.16803269985058444,0,0
all_disruption,0.5471227490412457,0.530479814639301,0.6937465660617711,0.1454475872852017,0.3162315649986278,0.2736653082185492,0.4551754271938512,0.9760445126627627,0.04437774331831834,1,0
temporal_disruption,0.30324029543038,0.24998254839724104,0.4304317015528452,0.106744440261618,0.33436254004461075,0.425306225246661,0.7750068871646312,0.9960156592305484,0.153433530561764,0,0
closure_collapse,0.30324029543038,0.24998254839724104,0.4304317015528452,0.39335156280681505,0.608606437330826,1.0,1.0,0.9960156592305484,0.230052787364745,0,0
coupling_fragmentation,0.30324029543038,0.24998254839724104,0.4304317015528452,0.21612451620347345,0.2624074843666544,0.8611137211875135,0.6082248555731425,0.8488635468619624,0.1419565209860384,0,0
desync_shock,0.30324029543038,0.24998254839724104,0.4304317015528452,0.2097082920075259,0.3754164054451903,0.8355492975376575,0.8701641629346198,0.942446597371631,0.10424700668816489,0,0
all_disruption,0.30324029543038,0.24998254839724104,0.4304317015528452,0.19176000192140713,0.5214673746675593,0.7640371936055896,1.0,0.9960156592305484,0.04990017151968054,0,0
temporal_disruption,0.019173855341122592,0.20187965696490898,0.20563826346801103,0.10073221036091097,0.2937761392556573,0.4965121287558865,1.0,0.9950709695838407,0.19260086222268286,0,0
closure_collapse,0.019173855341122592,0.20187965696490898,0.20563826346801103,0.22695028705445539,0.3015426063876108,1.0,1.0,0.9950709695838407,0.35174495650801263,0,0
coupling_fragmentation,0.019173855341122592,0.20187965696490898,0.20563826346801103,0.22645431234914654,0.28409796178695174,1.0,1.0,0.9950709695838407,0.3465902866490468,0,0
desync_shock,0.019173855341122592,0.20187965696490898,0.20563826346801103,0.12917251283948689,0.3646851114153624,0.6366952447175577,1.0,0.9950709695838407,0.20469643002425134,0,0
all_disruption,0.019173855341122592,0.20187965696490898,0.20563826346801103,0.232366359975004,0.4048362384413649,1.0,1.0,0.9817337529962903,0.24487730873042418,0,0
temporal_disruption,0.9257384129547592,0.4617589772499384,0.806948105852267,0.5017833432071486,0.7070885738124573,1.0,0.8751658289570249,0.13000244745217643,0.032360038385608136,0,0
closure_collapse,0.9257384129547592,0.4617589772499384,0.806948105852267,0.4135371809908684,0.6540603435253722,0.8936340542725223,0.8095326157556052,0.6845294011819979,0.07213498337464941,0,0
coupling_fragmentation,0.9257384129547592,0.4617589772499384,0.806948105852267,0.28163681760265113,0.38709974809663533,0.6086036823668959,0.47911461799678556,0.438535709618273,0.028278238349230878,0,0
desync_shock,0.9257384129547592,0.4617589772499384,0.806948105852267,0.3834000625871408,0.6878909896580069,0.8285091839073379,0.8514049165724358,0.2793740028476669,0.06906467414950579,0,0
all_disruption,0.9257384129547592,0.4617589772499384,0.806948105852267,0.1515814186458277,0.47987738033162697,0.32756019028877276,0.5939457953495993,0.8892332171027011,0.0277029198652875,1,0
temporal_disruption,0.37213418907101303,0.32844193317944687,0.5280528599018287,0.500876228647439,0.7461758137038349,1.0,1.0,0.5236669301833133,0.17035550756897327,0,0
closure_collapse,0.37213418907101303,0.32844193317944687,0.5280528599018287,0.31002561221312613,0.5472817220087314,0.9410629946863969,1.0,0.9336670372575822,0.1470600750916589,0,0
coupling_fragmentation,0.37213418907101303,0.32844193317944687,0.5280528599018287,0.32386708510094037,0.719202100797976,0.9830779038214608,1.0,0.8054408612872892,0.20155921867225063,0,0
desync_shock,0.37213418907101303,0.32844193317944687,0.5280528599018287,0.29603884909416345,0.5249533180174201,0.8986070663108671,0.9922511677090842,0.6100927405132843,0.10760578328442233,0,0
all_disruption,0.37213418907101303,0.32844193317944687,0.5280528599018287,0.13854979902084022,0.4069163536104207,0.42055908816371657,0.7691412039355165,0.9969645637082414,0.19681649116266764,0,0
temporal_disruption,0.23777766744999917,0.595327731097568,0.7589692099588126,0.30857881697841116,0.707015999112897,0.5174651469091635,0.9303218996875079,0.7056562567217239,0.23682886712448617,0,0
closure_collapse,0.23777766744999917,0.595327731097568,0.7589692099588126,0.40641059026100185,0.6343516294970051,0.6815222051018571,0.8347070133688502,0.9983230697687672,0.3466756297541951,0,0
