src,tgt,target,R2,same
coupled_map_lattice,nonlinear_oscillator,poss_future_entropy,-0.42343138251620815,False
coupled_map_lattice,nonlinear_oscillator,poss_divergence_capacity,-0.2154513674418428,False
coupled_map_lattice,nonlinear_oscillator,poss_stability_fertility_coupling,-1.7074022774995714,False
coupled_map_lattice,population,poss_reachable_volume,-0.8384460098154818,False
coupled_map_lattice,population,poss_branching_diversity,-5.1004690530385135,False
coupled_map_lattice,population,poss_adaptive_recovery,-0.5355832862682666,False
coupled_map_lattice,population,poss_future_entropy,-1.9932346465754915,False
coupled_map_lattice,population,poss_divergence_capacity,-0.10994414970104116,False
coupled_map_lattice,population,poss_stability_fertility_coupling,-0.4200193422702223,False
coupled_map_lattice,replicator,poss_reachable_volume,-2267876.7732741456,False
coupled_map_lattice,replicator,poss_branching_diversity,-4.627953813816389,False
coupled_map_lattice,replicator,poss_adaptive_recovery,-2.194593255488566,False
coupled_map_lattice,replicator,poss_future_entropy,-95.93556276691564,False
coupled_map_lattice,replicator,poss_divergence_capacity,-381.0600969879009,False
coupled_map_lattice,replicator,poss_stability_fertility_coupling,-3372.4995724507307,False
graph_diffusion,branching,poss_reachable_volume,-1.3822500051131978,False
graph_diffusion,branching,poss_branching_diversity,-5223241.360346285,False
graph_diffusion,branching,poss_adaptive_recovery,-131189.58009543276,False
graph_diffusion,branching,poss_future_entropy,-15236050.193692802,False
graph_diffusion,branching,poss_divergence_capacity,-3.174162669568271,False
graph_diffusion,branching,poss_stability_fertility_coupling,-75879.79007123662,False
graph_diffusion,cellular_automata,poss_reachable_volume,-53667771236.76315,False
graph_diffusion,cellular_automata,poss_branching_diversity,-125769542.12481673,False
graph_diffusion,cellular_automata,poss_adaptive_recovery,-2711919141.495303,False
graph_diffusion,cellular_automata,poss_future_entropy,-9377927.548487807,False
graph_diffusion,cellular_automata,poss_divergence_capacity,-423269.3164031453,False
graph_diffusion,cellular_automata,poss_stability_fertility_coupling,-3194376.520095271,False
graph_diffusion,coupled_map_lattice,poss_reachable_volume,-7228.2179473476235,False
graph_diffusion,coupled_map_lattice,poss_branching_diversity,-843180752690.1562,False
graph_diffusion,coupled_map_lattice,poss_adaptive_recovery,-493952884480.0983,False
graph_diffusion,coupled_map_lattice,poss_future_entropy,-369075272937.4122,False
graph_diffusion,coupled_map_lattice,poss_divergence_capacity,-5475778944.552789,False
graph_diffusion,coupled_map_lattice,poss_stability_fertility_coupling,-1490819141.5059364,False
graph_diffusion,graph_diffusion,poss_reachable_volume,0.482182605051817,True
graph_diffusion,graph_diffusion,poss_branching_diversity,0.17266122005825713,True
graph_diffusion,graph_diffusion,poss_adaptive_recovery,0.10842184666900856,True
graph_diffusion,graph_diffusion,poss_future_entropy,0.14823097383216666,True
graph_diffusion,graph_diffusion,poss_divergence_capacity,0.608764121298643,True
graph_diffusion,graph_diffusion,poss_stability_fertility_coupling,0.6137873385094356,True
graph_diffusion,gray_scott,poss_reachable_volume,-14.121453665405358,False
graph_diffusion,gray_scott,poss_branching_diversity,-13249.048169388927,False
graph_diffusion,gray_scott,poss_adaptive_recovery,-34206.74093231089,False
graph_diffusion,gray_scott,poss_future_entropy,-20526.650262011415,False
graph_diffusion,gray_scott,poss_divergence_capacity,-6.067120862504657,False
graph_diffusion,gray_scott,poss_stability_fertility_coupling,-29.1076725080788,False
graph_diffusion,kuramoto,poss_reachable_volume,-11.334796538087978,False
graph_diffusion,kuramoto,poss_branching_diversity,-163533.6844950772,False
graph_diffusion,kuramoto,poss_adaptive_recovery,-129579061.99568743,False
graph_diffusion,kuramoto,poss_future_entropy,-207911.9928175257,False
graph_diffusion,kuramoto,poss_divergence_capacity,-2787.4654845498503,False
graph_diffusion,kuramoto,poss_stability_fertility_coupling,-1326.9287579435027,False
graph_diffusion,lotka_volterra,poss_reachable_volume,-17.65790440412212,False
graph_diffusion,lotka_volterra,poss_branching_diversity,-90.28636543448555,False
graph_diffusion,lotka_volterra,poss_adaptive_recovery,-8183.697189024053,False
graph_diffusion,lotka_volterra,poss_future_entropy,-31.286411696129747,False
graph_diffusion,lotka_volterra,poss_divergence_capacity,-1.8711107059237841,False
graph_diffusion,lotka_volterra,poss_stability_fertility_coupling,-3.1970189687915003,False
graph_diffusion,nonlinear_oscillator,poss_reachable_volume,-0.5753395890699597,False
graph_diffusion,nonlinear_oscillator,poss_branching_diversity,-14423.50568325164,False
graph_diffusion,nonlinear_oscillator,poss_adaptive_recovery,-18012.768760130613,False
graph_diffusion,nonlinear_oscillator,poss_future_entropy,-817.2089487617657,False
graph_diffusion,nonlinear_oscillator,poss_divergence_capacity,0.12875906549858696,False
graph_diffusion,nonlinear_oscillator,poss_stability_fertility_coupling,-24.389154919168895,False
graph_diffusion,population,poss_reachable_volume,-0.526670648180418,False
graph_diffusion,population,poss_branching_diversity,-35258116.713260956,False
graph_diffusion,population,poss_adaptive_recovery,-19210390.308966827,False
graph_diffusion,population,poss_future_entropy,-10942457.92176473,False
graph_diffusion,population,poss_divergence_capacity,-15468.898936829682,False
graph_diffusion,population,poss_stability_fertility_coupling,-55038.67807915119,False
graph_diffusion,replicator,poss_reachable_volume,-167470.2235043302,False
graph_diffusion,replicator,poss_branching_diversity,-59523151.82829071,False
graph_diffusion,replicator,poss_adaptive_recovery,-31397461.18700053,False
graph_diffusion,replicator,poss_future_entropy,-514751019.7322731,False
graph_diffusion,replicator,poss_divergence_capacity,-57028387.41487284,False
graph_diffusion,replicator,poss_stability_fertility_coupling,-36057951.63677731,False
gray_scott,branching,poss_reachable_volume,-294.46386442220205,False
gray_scott,branching,poss_branching_diversity,-35.096746060926804,False
gray_scott,branching,poss_adaptive_recovery,-1.2519749404101548,False
gray_scott,branching,poss_future_entropy,-189.4344988434081,False
gray_scott,branching,poss_divergence_capacity,-3.176166813435306,False
gray_scott,branching,poss_stability_fertility_coupling,-55.35635166963686,False
gray_scott,cellular_automata,poss_reachable_volume,-77337761456806.4,False
gray_scott,cellular_automata,poss_branching_diversity,-4251.563986079101,False
gray_scott,cellular_automata,poss_adaptive_recovery,-12206.440915160292,False
gray_scott,cellular_automata,poss_future_entropy,-759.4426594217219,False
gray_scott,cellular_automata,poss_divergence_capacity,-18505.918043493344,False
gray_scott,cellular_automata,poss_stability_fertility_coupling,-471.4703838157037,False
gray_scott,coupled_map_lattice,poss_reachable_volume,-4194941.1894707605,False
gray_scott,coupled_map_lattice,poss_branching_diversity,-7305507.71104547,False
gray_scott,coupled_map_lattice,poss_adaptive_recovery,-7142345.605752825,False
gray_scott,coupled_map_lattice,poss_future_entropy,-5343017.87518531,False
gray_scott,coupled_map_lattice,poss_divergence_capacity,-90420090.87593177,False
gray_scott,coupled_map_lattice,poss_stability_fertility_coupling,-955757.8236035033,False
gray_scott,graph_diffusion,poss_reachable_volume,-193044345524.40298,False
gray_scott,graph_diffusion,poss_branching_diversity,-5.760087011010473,False
gray_scott,graph_diffusion,poss_adaptive_recovery,-12.02380092443883,False
gray_scott,graph_diffusion,poss_future_entropy,-53.30494980433957,False
gray_scott,graph_diffusion,poss_divergence_capacity,-872016.3697343686,False
gray_scott,graph_diffusion,poss_stability_fertility_coupling,-1807315.9358102854,False
gray_scott,gray_scott,poss_reachable_volume,0.5104715469465158,True
gray_scott,gray_scott,poss_branching_diversity,0.20791147144349387,True
gray_scott,gray_scott,poss_adaptive_recovery,0.23109944306025898,True
gray_scott,gray_scott,poss_future_entropy,0.25029248159567286,True
gray_scott,gray_scott,poss_divergence_capacity,0.09379607969742543,True
gray_scott,gray_scott,poss_stability_fertility_coupling,0.2829978303512142,True
gray_scott,kuramoto,poss_reachable_volume,-13.9842697266467,False
gray_scott,kuramoto,poss_branching_diversity,-1.2482761919230079,False
gray_scott,kuramoto,poss_adaptive_recovery,-714.0252491081156,False
gray_scott,kuramoto,poss_future_entropy,-16.400460403515837,False
gray_scott,kuramoto,poss_divergence_capacity,-99.83494416505985,False
gray_scott,kuramoto,poss_stability_fertility_coupling,-0.7160190240892441,False
gray_scott,lotka_volterra,poss_reachable_volume,-27868.185529670416,False
gray_scott,lotka_volterra,poss_branching_diversity,-13.065424681554603,False
gray_scott,lotka_volterra,poss_adaptive_recovery,-284.647750648734,False
gray_scott,lotka_volterra,poss_future_entropy,-35.77611610728218,False
gray_scott,lotka_volterra,poss_divergence_capacity,-1.852183056785198,False
gray_scott,lotka_volterra,poss_stability_fertility_coupling,-228.05572871120123,False
gray_scott,nonlinear_oscillator,poss_reachable_volume,-107.03025900080216,False
gray_scott,nonlinear_oscillator,poss_branching_diversity,-10.679505463991683,False
gray_scott,nonlinear_oscillator,poss_adaptive_recovery,-0.427967037320641,False
gray_scott,nonlinear_oscillator,poss_future_entropy,-0.4998816358325435,False
gray_scott,nonlinear_oscillator,poss_divergence_capacity,-0.14344002013004142,False
gray_scott,nonlinear_oscillator,poss_stability_fertility_coupling,-14.835422110679499,False
gray_scott,population,poss_reachable_volume,-151.2266139346202,False
gray_scott,population,poss_branching_diversity,-235.53026808933203,False
gray_scott,population,poss_adaptive_recovery,-186.62395165051794,False
gray_scott,population,poss_future_entropy,-177.0771567978778,False
gray_scott,population,poss_divergence_capacity,-298.9741891957531,False
gray_scott,population,poss_stability_fertility_coupling,-18.102230549775797,False
gray_scott,replicator,poss_reachable_volume,-53789490.62615609,False
gray_scott,replicator,poss_branching_diversity,-298.4365624463114,False
gray_scott,replicator,poss_adaptive_recovery,-1253.0347095476925,False
gray_scott,replicator,poss_future_entropy,-3631.270198910305,False
gray_scott,replicator,poss_divergence_capacity,-479848.61297996604,False
gray_scott,replicator,poss_stability_fertility_coupling,-71559.82829394721,False
kuramoto,branching,poss_reachable_volume,-38.31033056832071,False
kuramoto,branching,poss_branching_diversity,-1.3078942001536955,False
kuramoto,branching,poss_adaptive_recovery,-0.3645052311279209,False
kuramoto,branching,poss_future_entropy,-16.283512403787558,False
kuramoto,branching,poss_divergence_capacity,-3.176062418961311,False
kuramoto,branching,poss_stability_fertility_coupling,-4.502500800432435,False
kuramoto,cellular_automata,poss_reachable_volume,-2784290527593.715,False
kuramoto,cellular_automata,poss_branching_diversity,-58.66604056958563,False
kuramoto,cellular_automata,poss_adaptive_recovery,-4.688386634292477,False
kuramoto,cellular_automata,poss_future_entropy,-32.03313685208875,False
kuramoto,cellular_automata,poss_divergence_capacity,-29.404716867829805,False
kuramoto,cellular_automata,poss_stability_fertility_coupling,-58.00868995833224,False
kuramoto,coupled_map_lattice,poss_reachable_volume,-260230.45039304555,False
kuramoto,coupled_map_lattice,poss_branching_diversity,-78894.174532949,False
kuramoto,coupled_map_lattice,poss_adaptive_recovery,-1967.2756587659005,False
kuramoto,coupled_map_lattice,poss_future_entropy,-279563.7594813238,False
kuramoto,coupled_map_lattice,poss_divergence_capacity,-833210.5432625199,False
kuramoto,coupled_map_lattice,poss_stability_fertility_coupling,-85346.58675483987,False
kuramoto,graph_diffusion,poss_reachable_volume,-67045397057.50108,False
kuramoto,graph_diffusion,poss_branching_diversity,-5.66000706407857,False
kuramoto,graph_diffusion,poss_adaptive_recovery,-0.9934655931255039,False
kuramoto,graph_diffusion,poss_future_entropy,-202.71247511002483,False
kuramoto,graph_diffusion,poss_divergence_capacity,-52335.806047511316,False
kuramoto,graph_diffusion,poss_stability_fertility_coupling,-439795.87173026183,False
kuramoto,gray_scott,poss_reachable_volume,-5.062990515566314,False
kuramoto,gray_scott,poss_branching_diversity,-0.05871969138632771,False
kuramoto,gray_scott,poss_adaptive_recovery,-0.9560971906485347,False
kuramoto,gray_scott,poss_future_entropy,-12.66433204774153,False
kuramoto,gray_scott,poss_divergence_capacity,-0.6958890615175874,False
kuramoto,gray_scott,poss_stability_fertility_coupling,-1.3822953271438116,False
kuramoto,kuramoto,poss_reachable_volume,0.34471744675769944,True
kuramoto,kuramoto,poss_branching_diversity,0.05031375142596517,True
kuramoto,kuramoto,poss_adaptive_recovery,0.12371016796863132,True
kuramoto,kuramoto,poss_future_entropy,0.3272482210201746,True
kuramoto,kuramoto,poss_divergence_capacity,0.38044368820060603,True
kuramoto,kuramoto,poss_stability_fertility_coupling,0.05841826968452901,True
kuramoto,lotka_volterra,poss_reachable_volume,-21468.24640016448,False
kuramoto,lotka_volterra,poss_branching_diversity,-12.279983387459785,False
kuramoto,lotka_volterra,poss_adaptive_recovery,-1.2280694911957992,False
kuramoto,lotka_volterra,poss_future_entropy,-17.510673500726494,False
kuramoto,lotka_volterra,poss_divergence_capacity,-1.8645151495336014,False
kuramoto,lotka_volterra,poss_stability_fertility_coupling,-130.34504194584218,False
kuramoto,nonlinear_oscillator,poss_reachable_volume,-67.16662855914716,False
kuramoto,nonlinear_oscillator,poss_branching_diversity,-2.197143659642458,False
kuramoto,nonlinear_oscillator,poss_adaptive_recovery,-1.5066418068754377,False
kuramoto,nonlinear_oscillator,poss_future_entropy,-0.12134193996599585,False
kuramoto,nonlinear_oscillator,poss_divergence_capacity,-0.15831247487072675,False
kuramoto,nonlinear_oscillator,poss_stability_fertility_coupling,-11.875520928116513,False
kuramoto,population,poss_reachable_volume,-8.971588855198268,False
kuramoto,population,poss_branching_diversity,-2.4248265320724576,False
kuramoto,population,poss_adaptive_recovery,-1.4412874045918351,False
kuramoto,population,poss_future_entropy,-9.274484619111506,False
kuramoto,population,poss_divergence_capacity,-0.8845530353228273,False
kuramoto,population,poss_stability_fertility_coupling,-2.575081911316086,False
kuramoto,replicator,poss_reachable_volume,-28615807.680170964,False
kuramoto,replicator,poss_branching_diversity,-7.419742149315809,False
kuramoto,replicator,poss_adaptive_recovery,-5.227365953237257,False
kuramoto,replicator,poss_future_entropy,-2641.93321511662,False
kuramoto,replicator,poss_divergence_capacity,-181185.4115874592,False
kuramoto,replicator,poss_stability_fertility_coupling,-30299.94759205387,False
lotka_volterra,branching,poss_reachable_volume,-124.88182910714748,False
lotka_volterra,branching,poss_branching_diversity,-19206.034623870804,False
lotka_volterra,branching,poss_adaptive_recovery,-0.5363093358574329,False
lotka_volterra,branching,poss_future_entropy,-32543.43009704151,False
lotka_volterra,branching,poss_divergence_capacity,-58.832089497828974,False
lotka_volterra,branching,poss_stability_fertility_coupling,-176.26857940815512,False
lotka_volterra,cellular_automata,poss_reachable_volume,-79849133947263.72,False
lotka_volterra,cellular_automata,poss_branching_diversity,-10273784.48305635,False
lotka_volterra,cellular_automata,poss_adaptive_recovery,-3815.227064267358,False
lotka_volterra,cellular_automata,poss_future_entropy,-390972.58304564,False
lotka_volterra,cellular_automata,poss_divergence_capacity,-5380766103127.229,False
lotka_volterra,cellular_automata,poss_stability_fertility_coupling,-1408.1926293177232,False
lotka_volterra,coupled_map_lattice,poss_reachable_volume,-1332794.5923770214,False
lotka_volterra,coupled_map_lattice,poss_branching_diversity,-3859568873.8581624,False
lotka_volterra,coupled_map_lattice,poss_adaptive_recovery,-49556.22885715885,False
lotka_volterra,coupled_map_lattice,poss_future_entropy,-926774697.5967838,False
lotka_volterra,coupled_map_lattice,poss_divergence_capacity,-8364703978368451.0,False
lotka_volterra,coupled_map_lattice,poss_stability_fertility_coupling,-3216560.9429018754,False
lotka_volterra,graph_diffusion,poss_reachable_volume,-115034146.02825792,False
lotka_volterra,graph_diffusion,poss_branching_diversity,-135.18126034732538,False
lotka_volterra,graph_diffusion,poss_adaptive_recovery,-1.5777450573614482,False
lotka_volterra,graph_diffusion,poss_future_entropy,-2180.2044974989244,False
lotka_volterra,graph_diffusion,poss_divergence_capacity,-1597310151.8640373,False
lotka_volterra,graph_diffusion,poss_stability_fertility_coupling,-29252.66842187559,False
lotka_volterra,gray_scott,poss_reachable_volume,-15.384572155071503,False
lotka_volterra,gray_scott,poss_branching_diversity,-54.23913469028593,False
lotka_volterra,gray_scott,poss_adaptive_recovery,-0.8821695474720768,False
lotka_volterra,gray_scott,poss_future_entropy,-58.607956674674654,False
lotka_volterra,gray_scott,poss_divergence_capacity,-15680636.045978991,False
lotka_volterra,gray_scott,poss_stability_fertility_coupling,-3.1872239079465405,False
lotka_volterra,kuramoto,poss_reachable_volume,-31.983720052300654,False
lotka_volterra,kuramoto,poss_branching_diversity,-5769.717197685487,False
