stability_return_time,stability_recovery_rate,stability_final_dev,stability_max_dev,fertility_state_diversity,fertility_novelty_rate,fertility_state_coverage,fertility_transition_entropy,CSR,RBS,ADI,RTP,SRD,domain
0.0,-0.0022437843313710707,0.1568627450980392,0.29411764705882354,0.7350993377483444,0.7350993377483444,4.929390229335695e-14,4.650198760205084,0.5623351446188083,0.25,0.10373524001197555,3.9258859490393445,2251799813685248.0,cellular_automata
0.0,0.024159042129778464,0.0,0.08695652173913043,0.019867549668874173,0.019867549668874173,3.5762786865234375e-07,0.7285524580140434,0.5623351446188083,0.25,0.0,0.7421667371998113,8388608.0,cellular_automata
0.0,0.024232752107758555,0.0,0.09259259259259259,0.033112582781456956,0.033112582781456956,2.7755575615628914e-16,0.15992484896680823,0.5623351446188083,0.75,0.7047299449448835,0.3482638265219666,1.8014398509481984e+16,cellular_automata
0.0,0.0008135530288262278,0.047619047619047616,0.09523809523809523,0.5629139072847682,0.5629139072847682,1.9326762412674725e-11,4.40990773761097,0.5623351446188083,0.75,0.7441860465116291,3.9258859490393445,4398046511104.0,cellular_automata
0.0,0.02421121556002592,0.0,0.09090909090909091,0.019867549668874173,0.019867549668874173,7.152557373046875e-07,0.7285524580140434,0.6615632381579821,0.625,1.0,0.7421667371998113,4194304.0,cellular_automata
0.0,0.024148880084305328,0.0,0.08620689655172414,0.039735099337748346,0.039735099337748346,2.0816681711721685e-17,0.19979267642303394,0.5623351446188083,0.25,0.0,0.44483626061296216,2.8823037615171174e+17,cellular_automata
0.0,-0.00039168222336737746,0.13157894736842105,0.15789473684210525,0.26490066225165565,0.26490066225165565,1.4551915228366852e-10,3.66583942358744,0.5623351446188083,0.25,0.15384615384615433,3.6295316517665217,274877906944.0,cellular_automata
0.0,0.024159042129778464,0.0,0.08695652173913043,0.32450331125827814,0.32450331125827814,5.841255187988281e-06,3.8649515538130803,0.6931471805599453,0.5,0.6483516483516483,3.8790646367681023,8388608.0,cellular_automata
0.0,-0.0,0.09090909090909091,0.09090909090909091,0.013245033112582781,0.013245033112582781,2.3283064365386963e-10,0.040048630190433046,0.5623351446188083,0.75,0.0,0.056001534354847345,8589934592.0,cellular_automata
0.0,-0.0002447475501658944,0.12,0.12,1.0,1.0,4.500150680541992e-06,5.010635294096253,0.6931471805599453,0.5,0.14285714285714296,3.9258859490393445,33554432.0,cellular_automata
0.0,-0.010737679621236066,0.6666666666666666,0.6666666666666666,1.0,1.0,1.7578713595867157e-08,5.010635294096253,0.6615632381579821,0.625,0.22446068817971107,3.9258859490393445,8589934592.0,cellular_automata
0.0,-0.0017923387895102522,0.24074074074074073,0.24074074074074073,1.0,1.0,8.382183835919932e-15,5.010635294096253,0.6615632381579821,0.375,0.4538906342051565,3.9258859490393445,1.8014398509481984e+16,cellular_automata
0.0,0.02421121556002592,0.0,0.09090909090909091,0.013245033112582781,0.013245033112582781,2.3283064365386963e-10,0.040048630190433046,0.0,0.0,0.0,0.056001534354847345,8589934592.0,cellular_automata
0.0,-0.011789432625042536,0.48148148148148145,0.48148148148148145,0.19205298013245034,0.19205298013245034,2.1606683731079102e-07,2.6958551265015838,0.6615632381579821,0.625,0.39885222381635566,3.168966736169863,134217728.0,cellular_automata
0.0,-0.01617494081827508,0.43636363636363634,0.6,1.0,1.0,4.191091917959966e-15,5.010635294096253,0.6615632381579821,0.625,0.2862524558760858,3.9258859490393445,3.602879701896397e+16,cellular_automata
0.0,-0.0,0.08823529411764706,0.08823529411764706,0.013245033112582781,0.013245033112582781,1.1641532182693481e-10,0.040048630190433046,0.6615632381579821,0.625,0.0,0.056001534354847345,17179869184.0,cellular_automata
0.0,-0.002027470660181368,0.21428571428571427,0.26785714285714285,1.0,1.0,2.095545958979983e-15,5.010635294096253,0.6615632381579821,0.375,0.3911756046862897,3.9258859490393445,7.205759403792794e+16,cellular_automata
0.0,-0.002605596358798202,0.2,0.3142857142857143,1.0,1.0,4.394678398966789e-09,5.010635294096253,0.6615632381579821,0.375,0.2716450216450213,3.9258859490393445,34359738368.0,cellular_automata
0.0,-0.0,0.07407407407407407,0.07407407407407407,0.17880794701986755,0.17880794701986755,2.0116567611694336e-07,3.2918044475857826,0.6931471805599453,0.5,0.4943960149439605,3.2777255800489034,134217728.0,cellular_automata
0.0,-0.002184228235384157,0.23529411764705882,0.4411764705882353,0.47019867549668876,0.47019867549668876,4.132743924856186e-09,3.3325049004452176,0.6931471805599453,0.5,0.040184921763869064,3.9258859490393445,17179869184.0,cellular_automata
0.0,-0.0014944288540408447,0.16363636363636364,0.16363636363636364,0.7615894039735099,0.7615894039735099,3.191891195797325e-15,4.687166609834947,0.6615632381579821,0.375,0.33689445570086574,3.9258859490393445,3.602879701896397e+16,cellular_automata
0.0,-0.0,0.06896551724137931,0.06896551724137931,0.052980132450331126,0.052980132450331126,1.4901161193847656e-08,0.2793900799151441,0.6931471805599453,0.5,0.8137334712067323,0.6366524610914102,536870912.0,cellular_automata
1.0,0.02432308196824696,0.0,0.1,0.019867549668874173,0.019867549668874173,2.6645352591003757e-15,0.7285524580140436,0.37677016125643675,0.875,0.9867543820659301,0.7421667371998113,1125899906842624.0,cellular_automata
0.0,-0.012059498763224374,0.5,0.5769230769230769,0.32450331125827814,0.32450331125827814,7.301568984985352e-07,3.8088188202355946,0.5623351446188083,0.75,0.7045454545454561,3.8790646367681023,67108864.0,cellular_automata
0.0,0.0010754586054860982,0.037037037037037035,0.09259259259259259,0.039735099337748346,0.039735099337748346,3.3306690738754696e-16,0.19979267642303383,0.6615632381579821,0.375,0.0,0.44483626061296216,1.8014398509481984e+16,cellular_automata
0.0,0.0004758980142114603,0.05714285714285714,0.08571428571428572,0.033112582781456956,0.033112582781456956,1.4551915228366852e-10,0.15992484896680823,0.6615632381579821,0.625,0.0,0.3482638265219665,34359738368.0,cellular_automata
0.0,-0.0,0.07894736842105263,0.07894736842105263,0.2980132450331126,0.2980132450331126,1.6370904631912708e-10,3.740817442869947,0.6931471805599453,0.5,0.5215311004784705,3.7681610878785112,274877906944.0,cellular_automata
0.0,0.024045630350800682,0.0,0.07894736842105263,0.052980132450331126,0.052980132450331126,2.9103830456733704e-11,0.2793900799151441,0.5623351446188083,0.25,0.0,0.6366524610914102,274877906944.0,cellular_automata
0.0,-0.006842726245159452,0.47619047619047616,0.7142857142857143,1.0,1.0,3.433342499192804e-11,5.010635294096253,0.6615632381579821,0.375,0.057897259359894857,3.9258859490393445,4398046511104.0,cellular_automata
0.0,-0.0,0.09803921568627451,0.09803921568627451,0.013245033112582781,0.013245033112582781,8.881784197001252e-16,0.040048630190433046,0.5623351446188083,0.25,0.0,0.056001534354847345,2251799813685248.0,cellular_automata
0.0,-0.0026772084421958246,0.16216216216216217,0.16216216216216217,0.609271523178808,0.609271523178808,6.693881005048752e-10,4.474601474463231,0.6615632381579821,0.375,0.5297906602254426,3.925885949039344,137438953472.0,cellular_automata
0.0,0.0016038616854002767,0.047619047619047616,0.09523809523809523,0.2980132450331126,0.2980132450331126,2.1457672119140625e-05,3.7728932906285104,0.6615632381579821,0.375,0.8553885335526654,3.768161087878511,2097152.0,cellular_automata
0.0,0.046341922469031044,0.0,0.08571428571428572,0.039735099337748346,0.039735099337748346,1.7462298274040222e-10,0.19979267642303394,0.5623351446188083,0.25,0.0,0.44483626061296216,34359738368.0,cellular_automata
0.0,0.04577275229287002,0.0,0.08620689655172414,0.039735099337748346,0.039735099337748346,2.0816681711721685e-17,0.19979267642303383,0.6615632381579821,0.625,0.009523377634390344,0.4448362606129622,2.8823037615171174e+17,cellular_automata
0.0,-0.011402819808606694,0.6153846153846154,0.7692307692307693,1.0,1.0,2.250075340270996e-06,5.010635294096253,0.6931471805599453,0.5,0.13149223046758643,3.9258859490393445,67108864.0,cellular_automata
0.0,-0.00026190557665987105,0.10638297872340426,0.10638297872340426,0.31788079470198677,0.31788079470198677,3.410605131648481e-13,3.8579749118962203,0.5623351446188083,0.75,0.38888888888889045,3.8513387495457048,140737488355328.0,cellular_automata
0.0,0.00047589801421146083,0.058823529411764705,0.08823529411764706,0.23178807947019867,0.23178807947019867,2.0372681319713593e-09,3.536887356481007,0.6615632381579821,0.625,0.06285403754029413,3.4909022156545326,17179869184.0,cellular_automata
0.0,-0.0,0.09090909090909091,0.09090909090909091,0.3841059602649007,0.3841059602649007,1.609823385706477e-15,4.031306877147467,0.5623351446188083,0.25,0.17187499999999992,3.925885949039344,3.602879701896397e+16,cellular_automata
0.0,-0.006706031205295641,0.4909090909090909,0.6,1.0,1.0,4.191091917959966e-15,5.010635294096253,0.6931471805599453,0.5,0.030332778088807227,3.9258859490393445,3.602879701896397e+16,cellular_automata
0.0,-0.0,0.08163265306122448,0.08163265306122448,0.11258278145695365,0.11258278145695365,3.019806626980426e-14,0.6352317394734416,0.6931471805599453,0.5,0.8137334712067323,1.4756925436479988,562949953421312.0,cellular_automata
1.0,2.978465525486671e-20,0.1,0.1,0.039735099337748346,0.039735099337748346,5.329070518200751e-15,0.8345881047118218,0.5623351446188083,0.25,0.9736842105263167,0.9928369399657835,1125899906842624.0,cellular_automata
0.0,-0.0,0.08,0.08,0.17218543046357615,0.17218543046357615,7.748603820800781e-07,3.2368982732228524,0.6615632381579821,0.375,0.04166666666666667,3.2413692306529525,33554432.0,cellular_automata
0.0,-0.007870750821792434,0.5106382978723404,0.6808510638297872,1.0,1.0,1.0729195309977513e-12,5.010635294096253,0.6931471805599453,0.5,0.004524886877828024,3.9258859490393445,140737488355328.0,cellular_automata
0.0,-0.0013925055487777568,0.1111111111111111,0.1111111111111111,0.07947019867549669,0.07947019867549669,3.410605131648481e-13,1.9597036169622275,0.6615632381579821,0.375,0.48630136986300965,2.134015468211627,35184372088832.0,cellular_automata
0.0,0.00033765501461476563,0.06976744186046512,0.09302325581395349,0.2913907284768212,0.2913907284768212,5.002220859751105e-12,3.7659166487116504,0.6615632381579821,0.625,0.021202100758607234,3.7404352006561137,8796093022208.0,cellular_automata
0.0,0.023928161502729115,0.0,0.07142857142857142,0.013245033112582781,0.013245033112582781,7.450580596923828e-09,0.040048630190433046,0.6615632381579821,0.625,0.0,0.056001534354847345,268435456.0,cellular_automata
0.0,-0.00029116627011041086,0.06060606060606061,0.09090909090909091,0.026490066225165563,0.026490066225165563,4.656612873077393e-10,0.12001135905309418,0.6615632381579821,0.375,0.0,0.25126125174517977,8589934592.0,cellular_automata
0.0,0.005513243356348122,0.0975609756097561,0.1951219512195122,0.9271523178807947,0.9271523178807947,6.366462912410498e-11,4.918215670021594,0.6615632381579821,0.625,0.46799000874438157,3.9258859490393445,2199023255552.0,cellular_automata
0.0,-0.0,0.08928571428571429,0.08928571428571429,0.013245033112582781,0.013245033112582781,2.7755575615628914e-17,0.040048630190433046,0.6615632381579821,0.375,0.0,0.056001534354847345,7.205759403792794e+16,cellular_automata
0.0,-0.0,0.07142857142857142,0.07142857142857142,0.37748344370860926,0.37748344370860926,2.123415470123291e-07,4.022064914740001,0.6615632381579821,0.375,0.6393304548373713,3.9258859490393445,268435456.0,cellular_automata
0.0,-0.00021399243755158975,0.10714285714285714,0.10714285714285714,0.3841059602649007,0.3841059602649007,8.049116928532385e-16,4.034795198105899,0.5623351446188083,0.25,0.265791661335409,3.9258859490393445,7.205759403792794e+16,cellular_automata
0.0,0.0241421539402807,0.0,0.08571428571428572,0.039735099337748346,0.039735099337748346,1.7462298274040222e-10,0.19979267642303383,0.5623351446188083,0.75,0.7047299449448835,0.4448362606129622,34359738368.0,cellular_automata
0.0,0.00020314501386636228,0.11320754716981132,0.1509433962264151,0.7814569536423841,0.7814569536423841,1.3100631690576847e-14,4.714892497057347,0.6615632381579821,0.375,0.39117560468628987,3.9258859490393445,9007199254740992.0,cellular_automata
0.0,0.02425469123101225,0.0,0.09433962264150944,0.033112582781456956,0.033112582781456956,5.551115123125783e-16,0.15992484896680842,0.5623351446188083,0.25,0.0,0.3482638265219666,9007199254740992.0,cellular_automata
0.0,-0.017419659417066274,0.40425531914893614,0.723404255319149,1.0,1.0,1.0729195309977513e-12,5.010635294096253,0.6931471805599453,0.5,0.1193737769080235,3.9258859490393445,140737488355328.0,cellular_automata
0.0,-3.8233781812931476e-05,0.10526315789473684,0.12280701754385964,0.39072847682119205,0.39072847682119205,4.0939474033052647e-16,4.051013802430225,0.5623351446188083,0.25,0.19999999999999982,3.925885949039344,1.4411518807585587e+17,cellular_automata
0.0,-0.00040549040619415643,0.1320754716981132,0.2830188679245283,1.0,1.0,1.6764367671839864e-14,5.010635294096253,0.6931471805599453,0.5,0.05333807470626649,3.9258859490393445,9007199254740992.0,cellular_automata
0.0,-0.00465096087570476,0.3409090909090909,0.4090909090909091,0.2781456953642384,0.2781456953642384,2.3874235921539366e-12,3.6013583510774305,0.6615632381579821,0.375,0.7647058823529399,3.6849834262113177,17592186044416.0,cellular_automata
71.0,-0.0019166533729947416,0.26,0.5,0.9735099337748344,0.9735099337748344,1.305622276959184e-13,4.982909406873857,0.6615632381579821,0.375,0.21536796536796496,3.9258859490393445,1125899906842624.0,cellular_automata
0.0,-0.0014818726706906672,0.18518518518518517,0.2222222222222222,0.7350993377483444,0.7350993377483444,6.161737786669619e-15,4.650198760205085,0.6615632381579821,0.625,0.6129032258064531,3.9258859490393445,1.8014398509481984e+16,cellular_automata
0.0,-0.0005005347099040655,0.1016949152542373,0.15254237288135594,0.7880794701986755,0.7880794701986755,2.0643209364124004e-16,4.724134459464813,0.6931471805599453,0.5,0.6278242305639563,3.9258859490393445,5.764607523034235e+17,cellular_automata
0.0,0.0004758980142114603,0.05714285714285714,0.08571428571428572,0.23841059602649006,0.23841059602649006,1.0477378964424133e-09,3.566639829989568,0.5623351446188083,0.75,0.09348198970840486,3.5186281028769306,34359738368.0,cellular_automata
0.0,-0.005142303909780453,0.3137254901960784,0.39215686274509803,1.0,1.0,6.705747068735946e-14,5.010635294096253,0.6615632381579821,0.625,0.12,3.925885949039344,2251799813685248.0,cellular_automata
0.0,-0.00021399243755159075,0.1016949152542373,0.11864406779661017,0.019867549668874173,0.019867549668874173,5.204170427930421e-18,0.7285524580140434,0.5623351446188083,0.25,1.0,0.7421667371998113,5.764607523034235e+17,cellular_automata
0.0,-0.0,0.0967741935483871,0.0967741935483871,0.013245033112582781,0.013245033112582781,9.313225746154785e-10,0.040048630190433046,0.37677016125643675,0.875,0.0,0.056001534354847345,2147483648.0,cellular_automata
0.0,-0.0233793721829329,0.6818181818181818,0.6818181818181818,1.0,1.0,8.58335624798201e-12,5.010635294096253,0.6615632381579821,0.375,0.3463602252877344,3.9258859490393445,17592186044416.0,cellular_automata
0.0,-0.0027136429117072956,0.42857142857142855,0.42857142857142855,0.1456953642384106,0.1456953642384106,1.049041748046875e-05,3.0634545308213617,0.6615632381579821,0.625,0.7375565610859717,3.051286245508259,2097152.0,cellular_automata
0.0,-0.009676378760023276,0.3333333333333333,0.6274509803921569,0.609271523178808,0.609271523178808,4.085620730620576e-14,3.877539659797993,0.6931471805599453,0.5,0.36024096605572925,3.9258859490393445,2251799813685248.0,cellular_automata
0.0,-0.0011819908799414276,0.16129032258064516,0.16129032258064516,0.4370860927152318,0.4370860927152318,3.073364496231079e-08,4.157567390783649,0.6615632381579821,0.625,0.4800426723563985,3.9258859490393445,2147483648.0,cellular_automata
0.0,0.000813553028826227,0.037037037037037035,0.07407407407407407,0.36423841059602646,0.36423841059602646,4.0978193283081055e-07,3.9896277060913476,0.6615632381579821,0.625,0.5228247334596273,3.9258859490393445,134217728.0,cellular_automata
0.0,-0.002461316941778433,0.3333333333333333,0.3333333333333333,0.09271523178807947,0.09271523178807947,8.344650268554688e-07,2.235878406515938,0.6615632381579821,0.625,0.24478021850611364,2.3885562681278225,16777216.0,cellular_automata
0.0,-0.0,0.07692307692307693,0.07692307692307693,0.271523178807947,0.271523178807947,7.457856554538012e-11,3.688853989383582,0.5623351446188083,0.25,0.17991992250087815,3.6572575389889197,549755813888.0,cellular_automata
0.0,0.0005995605912746372,0.05555555555555555,0.09259259259259259,0.36423841059602646,0.36423841059602646,3.0531133177191805e-15,3.9896277060913485,0.5623351446188083,0.75,0.37614678899082665,3.9258859490393445,1.8014398509481984e+16,cellular_automata
71.0,-0.0020503309403196454,0.275,0.65,0.3841059602649007,0.3841059602649007,5.275069270282984e-11,3.951798216883749,0.6615632381579821,0.625,0.4026254270814595,3.9258859490393445,1099511627776.0,cellular_automata
0.0,-0.001731072965492214,0.16666666666666666,0.2916666666666667,0.17218543046357615,0.17218543046357615,1.5497207641601562e-06,3.21399115755682,0.6615632381579821,0.625,0.502952227589909,3.2354445345248877,16777216.0,cellular_automata
0.0,-0.005524554847549932,0.3333333333333333,0.47619047619047616,1.0,1.0,3.433342499192804e-11,5.010635294096253,0.6615632381579821,0.375,0.2714627254944585,3.9258859490393445,4398046511104.0,cellular_automata
