domain,possibility_metric,curvature_R2,raw_descriptors_R2,combined_R2,curv_vs_raw_delta,combined_vs_raw_delta,curv_wins,combined_wins
gray_scott,poss_stability_fertility_coupling,0.2620664318050442,0.27730999699671854,0.3157991027401934,-0.015243565191674358,0.03848910574347486,False,True
kuramoto,poss_reachable_volume,0.32061458035295864,0.41402825365588025,0.43689785069903886,-0.09341367330292161,0.022869597043158607,False,True
kuramoto,poss_branching_diversity,0.024233587674105106,0.037311423758637496,0.03557294501584363,-0.01307783608453239,-0.0017384787427938697,False,True
kuramoto,poss_adaptive_recovery,0.09498722416138572,0.18326935336842576,0.17362179701650182,-0.08828212920704004,-0.009647556351923936,False,True
kuramoto,poss_future_entropy,0.30829565274430304,0.483720775686037,0.4877679568340263,-0.17542512294173396,0.004047181147989298,False,True
kuramoto,poss_divergence_capacity,0.3594260364533056,0.7016498354910325,0.7163706574739206,-0.34222379903772693,0.014720821982888044,False,True
kuramoto,poss_stability_fertility_coupling,0.031184057502478324,0.038490342968712676,0.03268746047997906,-0.007306285466234352,-0.005802882488733618,False,True
lotka_volterra,poss_reachable_volume,0.04344228465900368,0.044649734573454114,0.0513099637669342,-0.0012074499144504314,0.006660229193480083,False,True
lotka_volterra,poss_branching_diversity,0.019402835225697634,0.007117775048336217,0.028872756608049555,0.012285060177361418,0.021754981559713338,True,True
lotka_volterra,poss_adaptive_recovery,0.01778289373209574,0.017419194559682105,0.017809101589594367,0.00036369917241363403,0.000389907029912262,True,True
lotka_volterra,poss_future_entropy,0.01718263885294402,0.03358881874927966,0.038289828411018245,-0.016406179896335638,0.004701009661738587,False,True
lotka_volterra,poss_divergence_capacity,0.2794732866780909,0.4958529263468594,0.5010856293323105,-0.2163796396687685,0.005232702985451088,False,True
lotka_volterra,poss_stability_fertility_coupling,-0.02134903657585796,-0.0033066963869197163,-0.02025602480233979,-0.018042340188938244,-0.016949328415420073,False,True
nonlinear_oscillator,poss_reachable_volume,0.37697476716202805,0.5999836223635422,0.6041182954079607,-0.22300885520151414,0.004134673044418502,False,True
nonlinear_oscillator,poss_branching_diversity,0.028307474702313762,0.007583571147475765,0.028610698478579,0.020723903554837997,0.021027127331103235,True,True
nonlinear_oscillator,poss_adaptive_recovery,0.2531738284955607,0.38371078988828666,0.4326405480392733,-0.13053696139272597,0.04892975815098666,False,True
nonlinear_oscillator,poss_future_entropy,0.27507645020270344,0.44213472670731324,0.4498478041841013,-0.1670582765046098,0.007713077476788066,False,True
nonlinear_oscillator,poss_divergence_capacity,0.1994926240701682,0.30626022554079746,0.31053394816710433,-0.10676760147062925,0.004273722626306875,False,True
nonlinear_oscillator,poss_stability_fertility_coupling,0.219096882353078,0.28993862006783366,0.3013083841049792,-0.07084173771475566,0.011369764037145513,False,True
population,poss_reachable_volume,0.4203247238890888,0.6969545459272299,0.7069106563982653,-0.2766298220381411,0.009956110471035395,False,True
population,poss_branching_diversity,0.019215230459143195,0.09386444027191054,0.12480306373917904,-0.07464920981276735,0.0309386234672685,False,True
population,poss_adaptive_recovery,0.14245242663036273,0.30307339443477566,0.3536178163900321,-0.16062096780441293,0.050544421955256436,False,True
population,poss_future_entropy,0.5006225946526961,0.9112411161449693,0.9110313075313807,-0.4106185214922732,-0.00020980861358854686,False,True
population,poss_divergence_capacity,0.5864551142931799,0.8787762569648183,0.8937927218520952,-0.29232114267163845,0.015016464887276926,False,True
population,poss_stability_fertility_coupling,0.12982929696703405,0.15141665329698772,0.17829716494840953,-0.021587356329953677,0.0268805116514218,False,True
replicator,poss_reachable_volume,-0.016267909389537483,0.03944464775293355,0.04030344818864495,-0.05571255714247103,0.0008588004357114043,False,True
replicator,poss_branching_diversity,0.04717391869222598,0.05072920549621973,0.04540220519991944,-0.0035552868039937513,-0.005327000296300288,False,False
replicator,poss_adaptive_recovery,0.10897301588179131,0.15532560291214548,0.16044462301917706,-0.046352587030354164,0.00511902010703158,False,True
replicator,poss_future_entropy,0.06960404747943894,0.029203347056015794,0.08546190026441192,0.04040070042342314,0.05625855320839612,True,True
replicator,poss_divergence_capacity,0.021943330297073405,0.05850980630117275,0.07070385696907988,-0.036566476004099346,0.01219405066790713,False,True
replicator,poss_stability_fertility_coupling,-0.014495095154744675,0.06294295187678745,0.05663463042427774,-0.07743804703153212,-0.006308321452509702,False,True
